Orthogroup	fasciola_hepatica	schistosoma_japonicum
OG0007153	FhHiC23_g15298.t2, FhHiC23_g15298.t1	EWB00_001045
OG0007155	FhHiC23_g8392.t1	EWB00_003200
OG0007156	FhHiC23_g5335.t1	EWB00_007858
OG0007157	FhHiC23_g2851.t1	EWB00_010919
OG0007158	FhHiC23_g16700.t1	EWB00_001836
OG0007159	FhHiC23_g4322.t1	EWB00_004471
OG0007160	FhHiC23_g5746.t1	EWB00_002142
OG0007161	FhHiC23_g3239.t1, FhHiC23_g3239.t2	EWB00_003490.1, EWB00_003490.2
OG0007162	FhHiC23_g11900.t1	EWB00_005441
OG0007163	FhHiC23_g9260.t1, FhHiC23_g9260.t2	EWB00_001541
OG0007165	FhHiC23_g4793.t1, FhHiC23_g4793.t2	EWB00_007707
OG0007166	FhHiC23_g16525.t1, FhHiC23_g16525.t2	EWB00_009157
OG0007167	FhHiC23_g5664.t1	EWB00_006213
OG0007168	FhHiC23_g6989.t1	EWB00_000495
OG0007169	FhHiC23_g2458.t1	EWB00_004544
OG0007170	FhHiC23_g5816.t1	EWB00_002922.1, EWB00_002922.2, EWB00_002922.3
OG0007171	FhHiC23_g1872.t1	EWB00_002149
OG0007172	FhHiC23_g6160.t1	EWB00_003294
OG0007174	FhHiC23_g2129.t1	EWB00_006808.1, EWB00_006808.2
OG0007175	FhHiC23_g5780.t1	EWB00_004358.1, EWB00_004358.2
OG0007176	FhHiC23_g4144.t1	EWB00_004505
OG0007177	FhHiC23_g14080.t1	EWB00_006390
OG0007178	FhHiC23_g7032.t1	EWB00_011323
OG0007179	FhHiC23_g10393.t1	EWB00_002868.1, EWB00_002868.2
OG0007180	FhHiC23_g12822.t1	EWB00_008007
OG0007181	FhHiC23_g15949.t1, FhHiC23_g15949.t2	EWB00_001893
OG0007182	FhHiC23_g11963.t1	EWB00_002313.1, EWB00_002313.2
OG0007184	FhHiC23_g16601.t1	EWB00_004940
OG0007185	FhHiC23_g9360.t2, FhHiC23_g9360.t1	EWB00_005509, EWB00_005508
OG0007186	FhHiC23_g478.t1	EWB00_001381
OG0007187	FhHiC23_g1010.t1	EWB00_007474
OG0007188	FhHiC23_g8221.t1	EWB00_008933
OG0007189	FhHiC23_g7663.t2, FhHiC23_g7664.t1	EWB00_008900
OG0007190	FhHiC23_g7533.t1, FhHiC23_g5461.t1	EWB00_006172.1, EWB00_006172.2, EWB00_006172.3, EWB00_006172.4, EWB00_006172.5
OG0007191	FhHiC23_g6265.t1	EWB00_008480
OG0007192	FhHiC23_g7364.t1	EWB00_005779
OG0007193	FhHiC23_g107.t1	EWB00_009310.1, EWB00_009310.2
OG0007195	FhHiC23_g15930.t1	EWB00_008043.2, EWB00_008043.1
OG0007196	FhHiC23_g11219.t1	EWB00_004178
OG0007197	FhHiC23_g8662.t1	EWB00_001903
OG0007198	FhHiC23_g6352.t1	EWB00_006004
OG0007199	FhHiC23_g9812.t1	EWB00_002859
OG0007200	FhHiC23_g12077.t2, FhHiC23_g12077.t1	EWB00_008667
OG0007201	FhHiC23_g16444.t1	EWB00_001681
OG0007202	FhHiC23_g1069.t1	EWB00_004531
OG0007203	FhHiC23_g12032.t1	EWB00_007328
OG0007205	FhHiC23_g8668.t1	EWB00_007952
OG0007206	FhHiC23_g2534.t1	EWB00_000959
OG0007207	FhHiC23_g701.t1, FhHiC23_g701.t2	EWB00_008733
OG0007208	FhHiC23_g2796.t1	EWB00_001235
OG0007210	FhHiC23_g16028.t1, FhHiC23_g16028.t2	EWB00_011383
OG0007211	FhHiC23_g9799.t1	EWB00_007562
OG0007212	FhHiC23_g8378.t1	EWB00_009859
OG0007213	FhHiC23_g8377.t1	EWB00_009860
OG0007214	FhHiC23_g3009.t1	EWB00_002638
OG0007215	FhHiC23_g11855.t1	EWB00_000697
OG0007216	FhHiC23_g15418.t1	EWB00_001049
OG0007217	FhHiC23_g14507.t1	EWB00_001801
OG0007219	FhHiC23_g11941.t1	EWB00_005531
OG0007220	FhHiC23_g5980.t1	EWB00_006852
OG0007221	FhHiC23_g5974.t1	EWB00_006838
OG0007222	FhHiC23_g10868.t1	EWB00_009092
OG0007223	FhHiC23_g7508.t1	EWB00_008696
OG0007225	FhHiC23_g7902.t1	EWB00_009803
OG0007226	FhHiC23_g14034.t1	EWB00_004916
OG0007227	FhHiC23_g16385.t1, FhHiC23_g16385.t2	EWB00_003180
OG0007228	FhHiC23_g3404.t1	EWB00_010586
OG0007229	FhHiC23_g10672.t1, FhHiC23_g1407.t1	EWB00_001173
OG0007230	FhHiC23_g12870.t1	EWB00_008467
OG0007231	FhHiC23_g10120.t1	EWB00_007080
OG0007232	FhHiC23_g11104.t1	EWB00_003451
OG0007233	FhHiC23_g9871.t1	EWB00_003753
OG0007234	FhHiC23_g7119.t1	EWB00_011264
OG0007235	FhHiC23_g15627.t1	EWB00_002501.1, EWB00_002501.2
OG0007237	FhHiC23_g2697.t1	EWB00_010973
OG0007239	FhHiC23_g1094.t1	EWB00_004575.1, EWB00_004575.2
OG0007240	FhHiC23_g922.t1	EWB00_001601
OG0007241	FhHiC23_g14273.t1	EWB00_003660
OG0007242	FhHiC23_g14296.t1, FhHiC23_g14296.t2	EWB00_001810
OG0007243	FhHiC23_g5033.t1	EWB00_009541
OG0007244	FhHiC23_g2421.t1	EWB00_006602
OG0007245	FhHiC23_g750.t1	EWB00_010658
OG0007246	FhHiC23_g1118.t1	EWB00_005417
OG0007247	FhHiC23_g1724.t1	EWB00_003560.1, EWB00_003560.2
OG0007248	FhHiC23_g10456.t1	EWB00_000277
OG0007249	FhHiC23_g3923.t1	EWB00_006770.1, EWB00_006770.2
OG0007251	FhHiC23_g5622.t1	EWB00_004360
OG0007252	FhHiC23_g12914.t1, FhHiC23_g12914.t2	EWB00_007680.1, EWB00_007680.2
OG0007253	FhHiC23_g1563.t1	EWB00_010685.1, EWB00_010685.2
OG0007254	FhHiC23_g663.t1	EWB00_001414
OG0007255	FhHiC23_g2479.t1	EWB00_007356
OG0007257	FhHiC23_g2378.t1	EWB00_002157
OG0007258	FhHiC23_g9916.t1, FhHiC23_g9916.t2	EWB00_005528
OG0007259	FhHiC23_g12598.t1	EWB00_004639
OG0007260	FhHiC23_g366.t1	EWB00_004554
OG0007261	FhHiC23_g6238.t1	EWB00_004147.1, EWB00_004147.2, EWB00_003236
OG0007262	FhHiC23_g3842.t1, FhHiC23_g3842.t2	EWB00_001666
OG0007263	FhHiC23_g11890.t1	EWB00_003091
OG0007266	FhHiC23_g8499.t1	EWB00_001162, EWB00_001161
OG0007268	FhHiC23_g14219.t1	EWB00_009203.1, EWB00_009203.2
OG0007269	FhHiC23_g15600.t1	EWB00_002494
OG0007273	FhHiC23_g13221.t1	EWB00_009565
OG0007274	FhHiC23_g8.t1	EWB00_009308
OG0007275	FhHiC23_g4657.t1	EWB00_005999.1, EWB00_005999.2
OG0007276	FhHiC23_g5611.t1, FhHiC23_g5611.t2	EWB00_006077
OG0007277	FhHiC23_g1975.t1	EWB00_007240
OG0007278	FhHiC23_g14511.t1	EWB00_006395
OG0007279	FhHiC23_g4011.t1	EWB00_001652
OG0007280	FhHiC23_g3048.t1	EWB00_001221
OG0007281	FhHiC23_g2679.t1	EWB00_003892
OG0007282	FhHiC23_g7703.t1	EWB00_000932
OG0007283	FhHiC23_g3314.t1	EWB00_008728
OG0007285	FhHiC23_g13984.t1	EWB00_007986
OG0007286	FhHiC23_g1713.t1	EWB00_009639.1, EWB00_009639.2
OG0007287	FhHiC23_g6891.t1, FhHiC23_g6890.t1	EWB00_011280.2, EWB00_011280.1
OG0007288	FhHiC23_g511.t1	EWB00_002642
OG0007289	FhHiC23_g7503.t1	EWB00_010394.1, EWB00_010394.2, EWB00_010394.3
OG0007290	FhHiC23_g6479.t1	EWB00_004247
OG0007291	FhHiC23_g1842.t1	EWB00_006503
OG0007292	FhHiC23_g562.t1	EWB00_008088
OG0007293	FhHiC23_g2091.t1	EWB00_000195.2, EWB00_000195.3, EWB00_000195.1
OG0007294	FhHiC23_g2998.t1	EWB00_000977.1, EWB00_000977.2
OG0007295	FhHiC23_g12292.t1, FhHiC23_g12292.t2	EWB00_005660.1, EWB00_005660.2
OG0007296	FhHiC23_g8463.t1, FhHiC23_g8463.t2	EWB00_007736
OG0007297	FhHiC23_g15871.t1	EWB00_009269
OG0007298	FhHiC23_g14732.t1	EWB00_007654
OG0007299	FhHiC23_g2962.t1	EWB00_002657
OG0007301	FhHiC23_g5793.t1	EWB00_009539
OG0007302	FhHiC23_g3524.t1, FhHiC23_g3524.t2	EWB00_002180
OG0007303	FhHiC23_g4247.t1	EWB00_001664.2
OG0007304	FhHiC23_g13949.t2, FhHiC23_g13949.t1	EWB00_008291.1, EWB00_008291.2
OG0007305	FhHiC23_g326.t1	EWB00_011175
OG0007306	FhHiC23_g2970.t1	EWB00_006094
OG0007307	FhHiC23_g550.t1	EWB00_006466
OG0007308	FhHiC23_g2136.t2, FhHiC23_g2136.t1	EWB00_007490, EWB00_007489
OG0007309	FhHiC23_g8182.t1	EWB00_003855
OG0007310	FhHiC23_g2711.t1	EWB00_007214
OG0007311	FhHiC23_g13742.t1	EWB00_005623
OG0007312	FhHiC23_g13017.t1	EWB00_003059
OG0007313	FhHiC23_g3417.t1	EWB00_001230
OG0007314	FhHiC23_g1057.t1	EWB00_002543
OG0007316	FhHiC23_g5299.t1, FhHiC23_g5299.t2	EWB00_001787.1, EWB00_001787.2
OG0007317	FhHiC23_g6140.t1	EWB00_008143
OG0007318	FhHiC23_g13079.t1	EWB00_007342
OG0007319	FhHiC23_g2099.t1, FhHiC23_g2099.t2	EWB00_006892
OG0007320	FhHiC23_g5166.t1	EWB00_003952
OG0007321	FhHiC23_g12679.t1	EWB00_002098.1, EWB00_002098.2, EWB00_002098.3
OG0007323	FhHiC23_g2964.t1	EWB00_001194
OG0007325	FhHiC23_g10808.t1	EWB00_004169
OG0007326	FhHiC23_g2668.t1	EWB00_006601.1, EWB00_006601.2
OG0007329	FhHiC23_g15293.t1	EWB00_001042
OG0007330	FhHiC23_g6824.t1, FhHiC23_g6824.t2	EWB00_000515
OG0007331	FhHiC23_g1708.t1	EWB00_003577
OG0007332	FhHiC23_g5421.t1	EWB00_006831
OG0007333	FhHiC23_g5820.t1, FhHiC23_g4667.t1	EWB00_009151
OG0007334	FhHiC23_g16289.t1	EWB00_003178
OG0007335	FhHiC23_g11566.t1, FhHiC23_g11566.t2	EWB00_009190
OG0007336	FhHiC23_g5170.t1, FhHiC23_g5170.t2	EWB00_004370.2, EWB00_004370.1
OG0007337	FhHiC23_g6865.t1	EWB00_008865
OG0007338	FhHiC23_g7795.t1	EWB00_005804
OG0007339	FhHiC23_g2357.t1	EWB00_007220
OG0007340	FhHiC23_g10725.t1	EWB00_010306
OG0007343	FhHiC23_g1634.t1	EWB00_003681
OG0007344	FhHiC23_g13478.t1	EWB00_009391
OG0007345	FhHiC23_g3139.t1	EWB00_002016.1, EWB00_002016.2
OG0007346	FhHiC23_g9308.t1	EWB00_007425
OG0007347	FhHiC23_g11794.t1	EWB00_002473
OG0007348	FhHiC23_g12981.t1	EWB00_010202
OG0007350	FhHiC23_g487.t2, FhHiC23_g487.t4	EWB00_008070
OG0007351	FhHiC23_g13157.t1	EWB00_004633
OG0007352	FhHiC23_g1494.t1	EWB00_005158
OG0007353	FhHiC23_g5070.t1, FhHiC23_g5071.t1	EWB00_000343
OG0007355	FhHiC23_g10655.t1	EWB00_008537
OG0007356	FhHiC23_g10830.t1	EWB00_000054
OG0007357	FhHiC23_g12288.t1, FhHiC23_g12289.t1	EWB00_007879
OG0007359	FhHiC23_g16657.t1	EWB00_003013.2, EWB00_003013.1, EWB00_003013.3
OG0007360	FhHiC23_g1930.t1, FhHiC23_g1931.t1, FhHiC23_g1931.t2	EWB00_003672
OG0007361	FhHiC23_g2101.t1, FhHiC23_g2101.t2	EWB00_006897
OG0007362	FhHiC23_g2255.t1	EWB00_006884
OG0007363	FhHiC23_g2918.t1	EWB00_002650
OG0007364	FhHiC23_g4729.t1	EWB00_001275, EWB00_001274
OG0007365	FhHiC23_g6803.t1, FhHiC23_g6803.t2	EWB00_005199
OG0007366	FhHiC23_g6852.t1	EWB00_003966.1, EWB00_003966.2
OG0007367	FhHiC23_g7742.t2	EWB00_011106
OG0007415	FhHiC23_g14404.t1	EWB00_009697.2, EWB00_009697.1
OG0007416	FhHiC23_g1864.t1	EWB00_002219
OG0007417	FhHiC23_g13093.t1	EWB00_009483
OG0007418	FhHiC23_g469.t1	EWB00_002008
OG0007419	FhHiC23_g13515.t1, FhHiC23_g13515.t2	EWB00_006322
OG0007420	FhHiC23_g15102.t1	EWB00_001030
OG0007421	FhHiC23_g10106.t1	EWB00_000780
OG0007423	FhHiC23_g11007.t1	EWB00_006563.1, EWB00_006563.2
OG0007424	FhHiC23_g14261.t1	EWB00_002807
OG0007425	FhHiC23_g3193.t1, FhHiC23_g3193.t2	EWB00_004081
OG0007426	FhHiC23_g16311.t1	EWB00_004957
OG0007427	FhHiC23_g15950.t2, FhHiC23_g15950.t1	EWB00_001894.2, EWB00_001894.4, EWB00_001894.1, EWB00_001894.3
OG0007428	FhHiC23_g11317.t1	EWB00_010360
OG0007429	FhHiC23_g15800.t1	EWB00_005825
OG0007430	FhHiC23_g6702.t1	EWB00_006887
OG0007431	FhHiC23_g3537.t1	EWB00_001482.1, EWB00_001482.2
OG0007432	FhHiC23_g1009.t1	EWB00_010710
OG0007433	FhHiC23_g7663.t1	EWB00_008902
OG0007434	FhHiC23_g7665.t1	EWB00_008898
OG0007435	FhHiC23_g8133.t1	EWB00_000918
OG0007436	FhHiC23_g14613.t1	EWB00_008547
OG0007437	FhHiC23_g579.t1	EWB00_009312.1, EWB00_009312.2
OG0007439	FhHiC23_g10962.t1	EWB00_006539
OG0007440	FhHiC23_g11999.t1	EWB00_000842
OG0007441	FhHiC23_g7387.t1	EWB00_011320.1, EWB00_011320.2
OG0007442	FhHiC23_g4998.t1	EWB00_002885.2, EWB00_002885.1
OG0007443	FhHiC23_g13715.t1	EWB00_009471
OG0007444	FhHiC23_g4643.t1	EWB00_000512
OG0007445	FhHiC23_g6533.t1	EWB00_001465
OG0007448	FhHiC23_g4688.t1	EWB00_004301
OG0007449	FhHiC23_g2735.t1	EWB00_001542
OG0007450	FhHiC23_g7659.t1	EWB00_009831
OG0007451	FhHiC23_g13283.t1	EWB00_005670
OG0007452	FhHiC23_g6371.t1	EWB00_001765
OG0007453	FhHiC23_g1941.t1	EWB00_008243
OG0007454	FhHiC23_g4664.t1	EWB00_005948.2
OG0007456	FhHiC23_g13276.t1	EWB00_008699
OG0007457	FhHiC23_g6536.t1	EWB00_006048
OG0007458	FhHiC23_g5975.t1	EWB00_006851
OG0007459	FhHiC23_g13512.t1	EWB00_002191
OG0007460	FhHiC23_g1776.t1	EWB00_005413
OG0007462	FhHiC23_g6638.t1	EWB00_006948.1, EWB00_006948.2, EWB00_006948.3
OG0007463	FhHiC23_g2889.t1	EWB00_011066
OG0007464	FhHiC23_g14073.t1	EWB00_003228
OG0007465	FhHiC23_g9421.t1	EWB00_003027
OG0007466	FhHiC23_g6391.t1	EWB00_002876
OG0007467	FhHiC23_g1785.t1, FhHiC23_g1785.t2	EWB00_000888
OG0007469	FhHiC23_g761.t1	EWB00_008340.2
OG0007470	FhHiC23_g887.t1	EWB00_008250
OG0007471	FhHiC23_g1394.t1	EWB00_004414.1, EWB00_004414.2
OG0007472	FhHiC23_g5788.t1	EWB00_009531
OG0007473	FhHiC23_g9566.t1	EWB00_006972
OG0007474	FhHiC23_g10008.t1	EWB00_007566
OG0007475	FhHiC23_g5004.t1	EWB00_001743
OG0007476	FhHiC23_g1598.t1	EWB00_006102
OG0007477	FhHiC23_g1130.t1	EWB00_003612.2, EWB00_003612.1, EWB00_003612.3
OG0007478	FhHiC23_g5995.t1	EWB00_001474
OG0007479	FhHiC23_g10796.t1	EWB00_003132
OG0007480	FhHiC23_g8655.t1	EWB00_011396
OG0007481	FhHiC23_g7774.t1	EWB00_000546
OG0007482	FhHiC23_g1320.t1	EWB00_000198
OG0007483	FhHiC23_g4930.t1	EWB00_009694
OG0007484	FhHiC23_g6754.t1	EWB00_010073
OG0007485	FhHiC23_g7752.t1	EWB00_008856
OG0007486	FhHiC23_g2491.t1	EWB00_008684.1, EWB00_008684.2, EWB00_008684.3
OG0007487	FhHiC23_g273.t1, FhHiC23_g273.t2	EWB00_004522
OG0007488	FhHiC23_g1117.t1	EWB00_005416
OG0007489	FhHiC23_g1427.t1	EWB00_005160
OG0007490	FhHiC23_g16439.t1	EWB00_006932
OG0007491	FhHiC23_g2206.t1	EWB00_007760
OG0007493	FhHiC23_g5316.t2, FhHiC23_g5316.t3	EWB00_003302
OG0007494	FhHiC23_g11348.t1	EWB00_010349
OG0007495	FhHiC23_g3127.t1	EWB00_007172
OG0007496	FhHiC23_g8493.t1	EWB00_009886
OG0007497	FhHiC23_g295.t1, FhHiC23_g294.t1	EWB00_007837
OG0007499	FhHiC23_g807.t1	EWB00_007748
OG0007500	FhHiC23_g5105.t1	EWB00_003385
OG0007501	FhHiC23_g1027.t1	EWB00_002534
OG0007502	FhHiC23_g14992.t1	EWB00_010788.2
OG0007503	FhHiC23_g126.t1	EWB00_002998
OG0007504	FhHiC23_g12839.t1	EWB00_010209.1, EWB00_010209.2, EWB00_010209.3
OG0007505	FhHiC23_g624.t1	EWB00_002073
OG0007506	FhHiC23_g9877.t1	EWB00_006681
OG0007507	FhHiC23_g7035.t1	EWB00_011242
OG0007508	FhHiC23_g2951.t1, FhHiC23_g2952.t1	EWB00_008185
OG0007509	FhHiC23_g13702.t1	EWB00_010225
OG0007510	FhHiC23_g7763.t1	EWB00_007131
OG0007512	FhHiC23_g1185.t1	EWB00_000173.1, EWB00_000173.3, EWB00_000173.2
OG0007513	FhHiC23_g4658.t1	EWB00_005996
OG0007514	FhHiC23_g503.t1, FhHiC23_g502.t1	EWB00_002644
OG0007515	FhHiC23_g16699.t1	EWB00_000612
OG0007516	FhHiC23_g14440.t1	EWB00_004736
OG0007517	FhHiC23_g10013.t1	EWB00_000665
OG0007518	FhHiC23_g14587.t1	EWB00_000015, EWB00_008805
OG0007520	FhHiC23_g9947.t1	EWB00_006969
OG0007521	FhHiC23_g9644.t1	EWB00_000666
OG0007522	FhHiC23_g2606.t1	EWB00_001798
OG0007523	FhHiC23_g11332.t2, FhHiC23_g11332.t1	EWB00_007692
OG0007524	FhHiC23_g2834.t1	EWB00_001390
OG0007525	FhHiC23_g538.t1	EWB00_007478
OG0007526	FhHiC23_g10253.t1	EWB00_004235
OG0007528	FhHiC23_g5684.t1	EWB00_003287.2, EWB00_003287.3
OG0007529	FhHiC23_g11176.t1	EWB00_002453.1, EWB00_002453.2
OG0007530	FhHiC23_g4969.t1	EWB00_001312
OG0007531	FhHiC23_g4631.t2	EWB00_002122
OG0007532	FhHiC23_g4603.t1, FhHiC23_g7610.t1	EWB00_003858
OG0007533	FhHiC23_g11265.t1	EWB00_003256
OG0007534	FhHiC23_g12589.t1	EWB00_010199.1, EWB00_010199.2
OG0007536	FhHiC23_g15414.t1	EWB00_004127.1, EWB00_004127.2
OG0007538	FhHiC23_g11283.t1	EWB00_000058
OG0007539	FhHiC23_g15073.t1	EWB00_005750
OG0007540	FhHiC23_g4341.t1	EWB00_001950
OG0007541	FhHiC23_g12802.t1	EWB00_010247
OG0007543	FhHiC23_g11825.t1	EWB00_009384
OG0007544	FhHiC23_g6138.t1	EWB00_008146
OG0007545	FhHiC23_g3767.t1	EWB00_001352
OG0007546	FhHiC23_g557.t1	EWB00_008090
OG0007547	FhHiC23_g13831.t1	EWB00_005663
OG0007550	FhHiC23_g8101.t1	EWB00_003997
OG0007551	FhHiC23_g8103.t1	EWB00_005557
OG0007552	FhHiC23_g10305.t1	EWB00_007004
OG0007553	FhHiC23_g15138.t1	EWB00_002414
OG0007554	FhHiC23_g5695.t1	EWB00_000642
OG0007555	FhHiC23_g6139.t1	EWB00_008144
OG0007557	FhHiC23_g3218.t1	EWB00_003687, EWB00_005000, EWB00_002145, EWB00_000130, EWB00_002973
OG0007558	FhHiC23_g6546.t1	EWB00_008147
OG0007560	FhHiC23_g14713.t1	EWB00_007808.1, EWB00_007808.2
OG0007561	FhHiC23_g9046.t1	EWB00_006983
OG0007563	FhHiC23_g3847.t2	EWB00_008947
OG0007564	FhHiC23_g2654.t1	EWB00_010551
OG0007565	FhHiC23_g9516.t1	EWB00_001552
OG0007566	FhHiC23_g6946.t1	EWB00_006254
OG0007568	FhHiC23_g13549.t1, FhHiC23_g13549.t2	EWB00_004242
OG0007569	FhHiC23_g11811.t1	EWB00_002682
OG0007570	FhHiC23_g14678.t1	EWB00_008545
OG0007571	FhHiC23_g16184.t1	EWB00_009864
OG0007572	FhHiC23_g2392.t1	EWB00_007246
OG0007573	FhHiC23_g6825.t1	EWB00_000516.1, EWB00_000516.2
OG0007574	FhHiC23_g16700.t2, FhHiC23_g16700.t3	EWB00_001837
OG0007575	FhHiC23_g2413.t1	EWB00_007257
OG0007576	FhHiC23_g15148.t1	EWB00_010790
OG0007577	FhHiC23_g2621.t1, FhHiC23_g2621.t2	EWB00_002266
OG0007578	FhHiC23_g16256.t1	EWB00_000725
OG0007580	FhHiC23_g14435.t1	EWB00_009676
OG0007581	FhHiC23_g16511.t1	EWB00_001947
OG0007582	FhHiC23_g15192.t1	EWB00_005419
OG0007583	FhHiC23_g8121.t1	EWB00_010490.1, EWB00_010490.2, EWB00_010490.3
OG0007584	FhHiC23_g8477.t1	EWB00_008936
OG0007586	FhHiC23_g4585.t1	EWB00_000435.1, EWB00_000435.2
OG0007587	FhHiC23_g9744.t1	EWB00_006997.1, EWB00_006997.2
OG0007588	FhHiC23_g10241.t1	EWB00_000245
OG0007589	FhHiC23_g1064.t1	EWB00_002544.1, EWB00_002544.2
OG0007593	FhHiC23_g12515.t1	EWB00_005634
OG0007594	FhHiC23_g1276.t1	EWB00_007600.1, EWB00_007600.2, EWB00_007600.3
OG0007595	FhHiC23_g13992.t1	EWB00_004271
OG0007596	FhHiC23_g1423.t1	EWB00_005248.1, EWB00_005248.2, EWB00_005248.3
OG0007597	FhHiC23_g16274.t1	EWB00_007507
OG0007598	FhHiC23_g16312.t1	EWB00_004956
OG0007599	FhHiC23_g16505.t1	EWB00_009429
OG0007601	FhHiC23_g2424.t1	EWB00_007480
OG0007602	FhHiC23_g2948.t1	EWB00_007404.1, EWB00_007404.2
OG0007603	FhHiC23_g4888.t1	EWB00_003906
OG0007604	FhHiC23_g5134.t1	EWB00_005950
OG0007605	FhHiC23_g5284.t1	EWB00_003394
OG0007606	FhHiC23_g7198.t1	EWB00_010432
OG0007607	FhHiC23_g7527.t1	EWB00_011253
OG0007608	FhHiC23_g8561.t1	EWB00_010078
OG0007609	FhHiC23_g9323.t1	EWB00_007432
OG0007610	FhHiC23_g981.t1	EWB00_002708
OG0007667	FhHiC23_g16644.t1	EWB00_001841
OG0007668	FhHiC23_g2271.t1	EWB00_010969.1, EWB00_010969.2, EWB00_010969.3
OG0007669	FhHiC23_g6924.t1	EWB00_008919
OG0007670	FhHiC23_g12311.t1	EWB00_006285
OG0007671	FhHiC23_g13565.t1	EWB00_004855
OG0007678	FhHiC23_g402.t1	EWB00_003431
OG0007679	FhHiC23_g9882.t1, FhHiC23_g9882.t2	EWB00_005856
OG0007681	FhHiC23_g9233.t1	EWB00_004784
OG0007682	FhHiC23_g16542.t1	EWB00_007951
OG0007684	FhHiC23_g2895.t1	EWB00_009132
OG0007685	FhHiC23_g13107.t1	EWB00_003599
OG0007686	FhHiC23_g2125.t1	EWB00_010717
OG0007687	FhHiC23_g9573.t1	EWB00_006646
OG0007688	FhHiC23_g13156.t1	EWB00_004635
OG0007689	FhHiC23_g11580.t1	EWB00_009185
OG0007690	FhHiC23_g16052.t1	EWB00_005302
OG0007691	FhHiC23_g7284.t1	EWB00_010528
OG0007692	FhHiC23_g12128.t1	EWB00_009414.1, EWB00_009414.2
OG0007694	FhHiC23_g6956.t1	EWB00_011142.1
OG0007695	FhHiC23_g14603.t2, FhHiC23_g14603.t1	EWB00_004727
OG0007696	FhHiC23_g7293.t1	EWB00_010517
OG0007697	FhHiC23_g14857.t1	EWB00_007815
OG0007698	FhHiC23_g2000.t1	EWB00_007829
OG0007699	FhHiC23_g8448.t1	EWB00_010039
OG0007700	FhHiC23_g15236.t1	EWB00_006427
OG0007701	FhHiC23_g722.t1	EWB00_006483
OG0007704	FhHiC23_g11888.t1	EWB00_000691
OG0007705	FhHiC23_g7820.t1	EWB00_005190
OG0007706	FhHiC23_g2852.t1	EWB00_002762
OG0007708	FhHiC23_g15232.t1	EWB00_002371
OG0007709	FhHiC23_g7405.t1	EWB00_005787
OG0007711	FhHiC23_g3175.t1	EWB00_004519
OG0007714	FhHiC23_g5491.t1	EWB00_003942
OG0007715	FhHiC23_g5017.t1	EWB00_001729
OG0007716	FhHiC23_g3108.t1	EWB00_001212
OG0007717	FhHiC23_g3669.t1	EWB00_007281
OG0007718	FhHiC23_g8445.t1	EWB00_010038
OG0007719	FhHiC23_g1369.t1	EWB00_004972
OG0007721	FhHiC23_g124.t1	EWB00_003002
OG0007723	FhHiC23_g11305.t1	EWB00_002106
OG0007724	FhHiC23_g12685.t1	EWB00_008704
OG0007725	FhHiC23_g8322.t2, FhHiC23_g8322.t1	EWB00_005575
OG0007726	FhHiC23_g13787.t1	EWB00_002096.1, EWB00_002096.2
OG0007727	FhHiC23_g1647.t1	EWB00_004517.1, EWB00_004517.2
OG0007729	FhHiC23_g1278.t1	EWB00_007598
OG0007730	FhHiC23_g12172.t1	EWB00_008531
OG0007731	FhHiC23_g5267.t1	EWB00_010901.1, EWB00_010901.2
OG0007732	FhHiC23_g14151.t1	EWB00_006365
OG0007733	FhHiC23_g8651.t1	EWB00_006705
OG0007735	FhHiC23_g4256.t1	EWB00_001653
OG0007737	FhHiC23_g4339.t1	EWB00_009213
OG0007738	FhHiC23_g11894.t1	EWB00_005447
OG0007740	FhHiC23_g13026.t1	EWB00_002036
OG0007741	FhHiC23_g12290.t1	EWB00_007878
OG0007743	FhHiC23_g7688.t1	EWB00_007107
OG0007745	FhHiC23_g852.t1	EWB00_011170.1, EWB00_011170.2
OG0007746	FhHiC23_g9701.t1	EWB00_007091
OG0007747	FhHiC23_g16102.t1	EWB00_011365
OG0007748	FhHiC23_g1063.t1	EWB00_002545
OG0007749	FhHiC23_g177.t1	EWB00_009344
OG0007750	FhHiC23_g15010.t1	EWB00_007645
OG0007751	FhHiC23_g2924.t1	EWB00_007475.1, EWB00_007475.2
OG0007752	FhHiC23_g9607.t1	EWB00_001138
OG0007755	FhHiC23_g2168.t1	EWB00_002153
OG0007758	FhHiC23_g2444.t1	EWB00_002757
OG0007759	FhHiC23_g10716.t1	EWB00_011075
OG0007760	FhHiC23_g655.t1	EWB00_006626
OG0007768	FhHiC23_g12894.t1	EWB00_000108
OG0007769	FhHiC23_g13045.t1	EWB00_006677.1, EWB00_006677.2
OG0007770	FhHiC23_g14737.t1	EWB00_004386
OG0007771	FhHiC23_g155.t1	EWB00_007237
OG0007773	FhHiC23_g15967.t1	EWB00_000387.2, EWB00_010121, EWB00_000126.2
OG0007774	FhHiC23_g2860.t1	EWB00_004579
OG0007775	FhHiC23_g2921.t1	EWB00_002652.1, EWB00_002652.2
OG0007776	FhHiC23_g2953.t1, FhHiC23_g2953.t2	EWB00_008183
OG0007777	FhHiC23_g3007.t1	EWB00_010975
OG0007778	FhHiC23_g4945.t1	EWB00_008360
OG0007779	FhHiC23_g5766.t1, FhHiC23_g5766.t2	EWB00_008366
OG0007780	FhHiC23_g5789.t1	EWB00_009532
