Orthogroup	fasciola_hepatica	schistosoma_intercalatum
OG0005189	FhHiC23_g6376.t1	SINT1_29060.1
OG0005190	FhHiC23_g3031.t1, FhHiC23_g3031.t3, FhHiC23_g3031.t2	SINT1_72960.1, SINT1_72960.2
OG0005191	FhHiC23_g2524.t1	SINT1_78310.1
OG0005192	FhHiC23_g383.t1, FhHiC23_g384.t1	SINT1_76260.1
OG0005193	FhHiC23_g3699.t1	SINT1_80770.1
OG0005194	FhHiC23_g3090.t1	SINT1_76910.1
OG0005195	FhHiC23_g5436.t1, FhHiC23_g5436.t2, FhHiC23_g5436.t3	SINT1_36360.1
OG0005196	FhHiC23_g7719.t1	SINT1_57800.2, SINT1_57800.1
OG0005197	FhHiC23_g11386.t1	SINT1_14500.1
OG0005198	FhHiC23_g1060.t1	SINT1_46640.1
OG0005199	FhHiC23_g16696.t1	SINT1_85350.1
OG0005200	FhHiC23_g340.t1	SINT1_50400.1
OG0005201	FhHiC23_g3549.t2, FhHiC23_g3549.t1	SINT1_81370.1
OG0005202	FhHiC23_g6600.t1	SINT1_25110.1
OG0005203	FhHiC23_g14828.t1	SINT1_40620.1, SINT1_40620.2
OG0005204	FhHiC23_g11536.t1, FhHiC23_g11537.t1	SINT1_16430.1, SINT1_16430.2
OG0005205	FhHiC23_g12998.t1, FhHiC23_g12998.t2	SINT1_3650.1
OG0005206	FhHiC23_g2131.t1, FhHiC23_g2132.t1	SINT1_52270.1
OG0005207	FhHiC23_g4176.t1, FhHiC23_g4176.t2	SINT1_81260.1
OG0005208	FhHiC23_g2866.t1	SINT1_54670.1
OG0005209	FhHiC23_g3243.t1	SINT1_68740.1
OG0005210	FhHiC23_g10737.t1, FhHiC23_g10737.t2	SINT1_17700.1
OG0005211	FhHiC23_g2872.t1	SINT1_54540.1, SINT1_54540.2
OG0005212	FhHiC23_g11460.t2, FhHiC23_g11460.t1	SINT1_8610.1, SINT1_8610.2
OG0005213	FhHiC23_g4240.t1	SINT1_81910.1
OG0005214	FhHiC23_g13697.t1	SINT1_6740.1
OG0005215	FhHiC23_g2287.t1, FhHiC23_g2287.t2	SINT1_73910.1
OG0005216	FhHiC23_g12114.t1	SINT1_1980.4, SINT1_1980.3, SINT1_1980.2, SINT1_1980.1
OG0005217	FhHiC23_g2946.t1	SINT1_75590.1
OG0005218	FhHiC23_g16244.t1, FhHiC23_g16244.t2	SINT1_87150.1
OG0005219	FhHiC23_g13168.t1	SINT1_8890.1
OG0005220	FhHiC23_g11441.t1	SINT1_4640.1
OG0005221	FhHiC23_g4861.t1	SINT1_39110.2, SINT1_39110.1, SINT1_39110.3
OG0005222	FhHiC23_g12836.t1	SINT1_320.1
OG0005223	FhHiC23_g2558.t1	SINT1_71530.2, SINT1_71530.1
OG0005224	FhHiC23_g6879.t1	SINT1_67380.1
OG0005225	FhHiC23_g4668.t1	SINT1_29400.1
OG0005226	FhHiC23_g10501.t1	SINT1_25120.1
OG0005227	FhHiC23_g11813.t1, FhHiC23_g11813.t2	SINT1_7490.1
OG0005228	FhHiC23_g6884.t1	SINT1_67360.1, SINT1_67360.2
OG0005229	FhHiC23_g13579.t1	SINT1_830.1
OG0005230	FhHiC23_g736.t1	SINT1_47790.1
OG0005231	FhHiC23_g14185.t1, FhHiC23_g14185.t2	SINT1_43960.1
OG0005232	FhHiC23_g11636.t1, FhHiC23_g11636.t2	SINT1_18380.1
OG0005233	FhHiC23_g15151.t1	SINT1_21300.1
OG0005234	FhHiC23_g15152.t1	SINT1_15280.1
OG0005235	FhHiC23_g15591.t1	SINT1_21790.1, SINT1_21800.1
OG0005236	FhHiC23_g16678.t1	SINT1_86850.1, SINT1_86850.2
OG0005237	FhHiC23_g3829.t1	SINT1_83210.1
OG0005238	FhHiC23_g5990.t1	SINT1_34200.1, SINT1_34200.2
OG0005239	FhHiC23_g65.t1, FhHiC23_g65.t2	SINT1_53910.1, SINT1_53910.3, SINT1_53910.2
OG0005240	FhHiC23_g7016.t1	SINT1_63290.1
OG0005241	FhHiC23_g7243.t1	SINT1_65280.1
OG0005243	FhHiC23_g8206.t1	SINT1_68370.1
OG0005244	FhHiC23_g9702.t2, FhHiC23_g9702.t1, FhHiC23_g9699.t1, FhHiC23_g9699.t2	SINT1_16930.1
OG0005283	FhHiC23_g15981.t1, FhHiC23_g15981.t2, FhHiC23_g15981.t3	SINT1_86290.1, SINT1_86290.2
OG0005284	FhHiC23_g1526.t1, FhHiC23_g1526.t2	SINT1_73780.1, SINT1_73780.2
OG0005285	FhHiC23_g4690.t1, FhHiC23_g4691.t1	SINT1_31470.1
OG0005286	FhHiC23_g6222.t1	SINT1_29660.1, SINT1_29660.2
OG0005287	FhHiC23_g11711.t1	SINT1_11640.1
OG0005288	FhHiC23_g1574.t2, FhHiC23_g1574.t1	SINT1_49970.1
OG0005289	FhHiC23_g877.t1, FhHiC23_g877.t2	SINT1_47930.1
OG0005290	FhHiC23_g13923.t1	SINT1_41950.1
OG0005291	FhHiC23_g14609.t1	SINT1_41560.1
OG0005292	FhHiC23_g13901.t1	SINT1_44640.1
OG0005293	FhHiC23_g7634.t1	SINT1_59750.1, SINT1_59750.2
OG0005294	FhHiC23_g2144.t1, FhHiC23_g2244.t1, FhHiC23_g2244.t2	SINT1_56220.1
OG0005295	FhHiC23_g2243.t1	SINT1_56730.1
OG0005296	FhHiC23_g14422.t1, FhHiC23_g14422.t2	SINT1_44670.1
OG0005297	FhHiC23_g3976.t1	SINT1_81350.1
OG0005298	FhHiC23_g13868.t1	SINT1_42310.1
OG0005299	FhHiC23_g2330.t1, FhHiC23_g2330.t2	SINT1_78540.1
OG0005300	FhHiC23_g16523.t2	SINT1_87700.1, SINT1_87700.2
OG0005301	FhHiC23_g1342.t1, FhHiC23_g3206.t1	SINT1_70370.1
OG0005302	FhHiC23_g11496.t1	SINT1_19670.1
OG0005303	FhHiC23_g4587.t1	SINT1_55350.1
OG0005304	FhHiC23_g16669.t1	SINT1_87040.1
OG0005305	FhHiC23_g6442.t1	SINT1_36820.2, SINT1_36820.1
OG0005307	FhHiC23_g5535.t1	SINT1_39240.1, SINT1_39240.2
OG0005309	FhHiC23_g9080.t1, FhHiC23_g9080.t2	SINT1_24790.1, SINT1_24790.2
OG0005310	FhHiC23_g13548.t1	SINT1_1060.1
OG0005312	FhHiC23_g5548.t1	SINT1_30960.1, SINT1_30960.2
OG0005313	FhHiC23_g10049.t1, FhHiC23_g10049.t2, FhHiC23_g15847.t1	SINT1_23590.1
OG0005314	FhHiC23_g15604.t1	SINT1_20590.1, SINT1_20600.1
OG0005315	FhHiC23_g7782.t1	SINT1_57400.1
OG0005316	FhHiC23_g3596.t3, FhHiC23_g3596.t2, FhHiC23_g3596.t1	SINT1_81280.1
OG0005317	FhHiC23_g8117.t1	SINT1_59360.1, SINT1_59360.2
OG0005318	FhHiC23_g4895.t1	SINT1_29360.1, SINT1_29360.2, SINT1_29360.3, SINT1_29360.4, SINT1_29360.5
OG0005319	FhHiC23_g7374.t1, FhHiC23_g7374.t2	SINT1_62230.1
OG0005321	FhHiC23_g3231.t1, FhHiC23_g3230.t1, FhHiC23_g3229.t1, FhHiC23_g3229.t2	SINT1_71050.1
OG0005322	FhHiC23_g16191.t1	SINT1_86780.3, SINT1_86780.4, SINT1_86780.1, SINT1_86780.2
OG0005323	FhHiC23_g4906.t1	SINT1_28450.1
OG0005324	FhHiC23_g5719.t1	SINT1_39440.1
OG0005325	FhHiC23_g5707.t1	SINT1_31450.1
OG0005326	FhHiC23_g12681.t2, FhHiC23_g12681.t1	SINT1_7680.1
OG0005327	FhHiC23_g15132.t1	SINT1_18770.1
OG0005328	FhHiC23_g8048.t1, FhHiC23_g8048.t2, FhHiC23_g9483.t1	SINT1_61840.1
OG0005329	FhHiC23_g11777.t1	SINT1_16480.1
OG0005330	FhHiC23_g4146.t1, FhHiC23_g4146.t2	SINT1_80210.1, SINT1_80210.2
OG0005331	FhHiC23_g16308.t2, FhHiC23_g16308.t3, FhHiC23_g16308.t1	SINT1_87400.1, SINT1_87400.2
OG0005332	FhHiC23_g16306.t2, FhHiC23_g16306.t1	SINT1_88390.1
OG0005333	FhHiC23_g15786.t1	SINT1_22630.1
OG0005334	FhHiC23_g11453.t1	SINT1_14870.1
OG0005335	FhHiC23_g2571.t1	SINT1_76450.1
OG0005336	FhHiC23_g11138.t1, FhHiC23_g11138.t2	SINT1_12720.1
OG0005337	FhHiC23_g10167.t1, FhHiC23_g10167.t2	SINT1_24400.1, SINT1_24400.2
OG0005338	FhHiC23_g521.t1	SINT1_48950.1
OG0005339	FhHiC23_g395.t1	SINT1_56240.1
OG0005340	FhHiC23_g14653.t1, FhHiC23_g8658.t1	SINT1_89280.1
OG0005341	FhHiC23_g15188.t2, FhHiC23_g15188.t1	SINT1_15220.1, SINT1_15200.1
OG0005342	FhHiC23_g9882.t3, FhHiC23_g9881.t1, FhHiC23_g9883.t1	SINT1_93550.1
OG0005343	FhHiC23_g3044.t1, FhHiC23_g3044.t2, FhHiC23_g3044.t3	SINT1_77260.1
OG0005344	FhHiC23_g2875.t1, FhHiC23_g2875.t2	SINT1_76610.1
OG0005345	FhHiC23_g6128.t1	SINT1_38690.1, SINT1_38690.2, SINT1_38690.3
OG0005346	FhHiC23_g12743.t1, FhHiC23_g12743.t3, FhHiC23_g12743.t2	SINT1_10450.1
OG0005347	FhHiC23_g8113.t1, FhHiC23_g8114.t1	SINT1_65140.1
OG0005348	FhHiC23_g10986.t1	SINT1_12910.1
OG0005349	FhHiC23_g12459.t1	SINT1_530.1
OG0005350	FhHiC23_g11779.t1	SINT1_6370.1
OG0005351	FhHiC23_g1772.t1	SINT1_52340.1, SINT1_52340.2
OG0005352	FhHiC23_g5437.t1, FhHiC23_g5438.t1	SINT1_2350.1
OG0005353	FhHiC23_g9832.t1	SINT1_91120.1, SINT1_91120.3, SINT1_91120.2
OG0005354	FhHiC23_g6420.t1	SINT1_35210.1
OG0005355	FhHiC23_g5550.t1	SINT1_39510.1, SINT1_39510.2
OG0005356	FhHiC23_g7676.t1, FhHiC23_g7676.t2	SINT1_67960.1
OG0005358	FhHiC23_g1215.t1, FhHiC23_g1215.t2	SINT1_45840.1
OG0005359	FhHiC23_g15055.t1, FhHiC23_g15055.t2	SINT1_19400.1
OG0005360	FhHiC23_g15135.t1	SINT1_21570.1
OG0005361	FhHiC23_g11747.t1	SINT1_15460.1
OG0005362	FhHiC23_g6922.t1	SINT1_66620.1
OG0005363	FhHiC23_g12521.t2, FhHiC23_g12521.t1	SINT1_1050.1, SINT1_1050.2, SINT1_1050.3
OG0005364	FhHiC23_g1613.t1	SINT1_49060.1, SINT1_49060.2, SINT1_49060.3, SINT1_49060.4
OG0005365	FhHiC23_g10323.t2, FhHiC23_g11145.t3, FhHiC23_g10323.t1, FhHiC23_g11145.t1, FhHiC23_g11145.t2	SINT1_17980.1
OG0005366	FhHiC23_g15528.t1	SINT1_15520.1
OG0005367	FhHiC23_g9652.t1, FhHiC23_g9652.t2	SINT1_23900.1
OG0005368	FhHiC23_g15711.t1	SINT1_22760.1
OG0005369	FhHiC23_g6130.t1	SINT1_35160.1
OG0005370	FhHiC23_g6131.t1	SINT1_35150.1, SINT1_35150.2
OG0005371	FhHiC23_g6132.t1	SINT1_35130.1
OG0005372	FhHiC23_g10457.t1	SINT1_25640.1
OG0005373	FhHiC23_g16484.t2, FhHiC23_g16484.t1, FhHiC23_g16484.t3	SINT1_90860.1
OG0005375	FhHiC23_g362.t1	SINT1_51420.1, SINT1_51420.3, SINT1_51420.4, SINT1_51420.5, SINT1_51420.6, SINT1_51420.2
OG0005376	FhHiC23_g8232.t1, FhHiC23_g8233.t1, FhHiC23_g8231.t1, FhHiC23_g8234.t1, FhHiC23_g8234.t2	SINT1_61070.1
OG0005377	FhHiC23_g4624.t1	SINT1_30210.1
OG0005378	FhHiC23_g14279.t1	SINT1_44070.1
OG0005379	FhHiC23_g1786.t1, FhHiC23_g1786.t2	SINT1_55750.1
OG0005380	FhHiC23_g12736.t1, FhHiC23_g12736.t2	SINT1_2040.2, SINT1_2040.1
OG0005381	FhHiC23_g11816.t2, FhHiC23_g11816.t1	SINT1_7480.1
OG0005382	FhHiC23_g9622.t1	SINT1_93210.1
OG0005383	FhHiC23_g5804.t1	SINT1_39760.1
OG0005384	FhHiC23_g3579.t1	SINT1_81580.1
OG0005385	FhHiC23_g10799.t3, FhHiC23_g10799.t1, FhHiC23_g10799.t2	SINT1_11270.1
OG0005386	FhHiC23_g5006.t1	SINT1_32970.1
OG0005387	FhHiC23_g10264.t1	SINT1_28140.1
OG0005388	FhHiC23_g9590.t1	SINT1_25680.1, SINT1_25680.2, SINT1_25680.3
OG0005389	FhHiC23_g638.t1, FhHiC23_g639.t1	SINT1_45890.1
OG0005390	FhHiC23_g9879.t1	SINT1_94250.1
OG0005391	FhHiC23_g7250.t1	SINT1_58120.1
OG0005392	FhHiC23_g745.t1, FhHiC23_g745.t2	SINT1_51280.1
OG0005393	FhHiC23_g749.t2, FhHiC23_g749.t1	SINT1_51260.1
OG0005394	FhHiC23_g12634.t1, FhHiC23_g12632.t1	SINT1_2220.1
OG0005395	FhHiC23_g2729.t1	SINT1_70910.1
OG0005396	FhHiC23_g11748.t1	SINT1_13550.1
OG0005397	FhHiC23_g4931.t1	SINT1_44410.1
OG0005398	FhHiC23_g10290.t2, FhHiC23_g10290.t1	SINT1_26360.1
OG0005399	FhHiC23_g11649.t2, FhHiC23_g11649.t1	SINT1_12160.1
OG0005400	FhHiC23_g10852.t1, FhHiC23_g10852.t2	SINT1_11430.1
OG0005401	FhHiC23_g1490.t1	SINT1_55150.1
OG0005402	FhHiC23_g1493.t1	SINT1_56760.1, SINT1_56760.2
OG0005403	FhHiC23_g5179.t1	SINT1_39800.1, SINT1_39830.1
OG0005404	FhHiC23_g10730.t1, FhHiC23_g10729.t1	SINT1_17730.1
OG0005405	FhHiC23_g16840.t1	SINT1_88640.1
OG0005406	FhHiC23_g4538.t1, FhHiC23_g6707.t1	SINT1_67060.1
OG0005407	FhHiC23_g1725.t1, FhHiC23_g1725.t2	SINT1_51840.1, SINT1_51840.2
OG0005408	FhHiC23_g15910.t1	SINT1_88980.1
OG0005409	FhHiC23_g5050.t1	SINT1_31610.2, SINT1_31610.1, SINT1_31610.3
OG0005410	FhHiC23_g12710.t1	SINT1_8860.1
OG0005411	FhHiC23_g16091.t2, FhHiC23_g16091.t1	SINT1_90450.1
OG0005412	FhHiC23_g7021.t1, FhHiC23_g7021.t3	SINT1_2890.1, SINT1_61830.1
OG0005413	FhHiC23_g3421.t1, FhHiC23_g3421.t2, FhHiC23_g3422.t3	SINT1_77300.1
OG0005414	FhHiC23_g2528.t1, FhHiC23_g2528.t2	SINT1_69720.2, SINT1_69720.3
OG0005415	FhHiC23_g5876.t1	SINT1_30100.1, SINT1_30100.2
OG0005416	FhHiC23_g5878.t1	SINT1_24840.1, SINT1_24840.2
OG0005417	FhHiC23_g12335.t1	SINT1_3830.1
OG0005418	FhHiC23_g2149.t1	SINT1_47360.1, SINT1_47360.2, SINT1_47360.3
OG0005419	FhHiC23_g8065.t3, FhHiC23_g8065.t1, FhHiC23_g8065.t2	SINT1_67200.1
OG0005420	FhHiC23_g6268.t1	SINT1_37130.1, SINT1_37130.2, SINT1_37130.3
OG0005421	FhHiC23_g3171.t1, FhHiC23_g3173.t1	SINT1_78490.1
OG0005422	FhHiC23_g3481.t1	SINT1_83250.1
OG0005423	FhHiC23_g5316.t1	SINT1_28660.1
OG0005424	FhHiC23_g3761.t1	SINT1_80300.1
OG0005425	FhHiC23_g3757.t1	SINT1_80350.1
OG0005426	FhHiC23_g9007.t1	SINT1_92630.1, SINT1_92630.2
OG0005427	FhHiC23_g1926.t1, FhHiC23_g9311.t1	SINT1_93420.1
OG0005428	FhHiC23_g16018.t1, FhHiC23_g16018.t2	SINT1_85710.1
OG0005429	FhHiC23_g8519.t1	SINT1_59560.1
OG0005430	FhHiC23_g14225.t1, FhHiC23_g14225.t2	SINT1_44820.1
OG0005431	FhHiC23_g2469.t1	SINT1_76890.1
OG0005432	FhHiC23_g3789.t1	SINT1_80520.1
OG0005433	FhHiC23_g601.t1	SINT1_76810.1
OG0005434	FhHiC23_g6626.t1, FhHiC23_g6626.t2	SINT1_26870.1
OG0005435	FhHiC23_g9876.t1	SINT1_94090.1
OG0005436	FhHiC23_g8125.t1	SINT1_57930.1
OG0005437	FhHiC23_g8124.t3	SINT1_62790.1
OG0005438	FhHiC23_g12057.t1	SINT1_11300.1, SINT1_11300.2
OG0005439	FhHiC23_g14840.t1	SINT1_45040.1
OG0005440	FhHiC23_g8892.t1	SINT1_71360.1
OG0005441	FhHiC23_g16238.t1	SINT1_89020.1
OG0005442	FhHiC23_g5893.t1	SINT1_29500.1
OG0005443	FhHiC23_g8486.t1	SINT1_61090.2, SINT1_61090.1, SINT1_61090.3
OG0005444	FhHiC23_g11365.t1	SINT1_18880.1
OG0005446	FhHiC23_g14825.t1	SINT1_45190.1, SINT1_45190.2
OG0005447	FhHiC23_g7652.t1	SINT1_64380.1, SINT1_64370.1
OG0005448	FhHiC23_g6418.t1, FhHiC23_g6418.t2	SINT1_35220.1
OG0005449	FhHiC23_g7655.t1	SINT1_64070.1, SINT1_64070.2
OG0005450	FhHiC23_g7647.t1	SINT1_59780.1
OG0005451	FhHiC23_g3624.t1	SINT1_81020.1, SINT1_81020.2
OG0005452	FhHiC23_g16293.t1, FhHiC23_g16293.t2	SINT1_88410.1
OG0005453	FhHiC23_g6977.t1	SINT1_61240.2, SINT1_61240.1, SINT1_61240.3
OG0005454	FhHiC23_g1625.t1	SINT1_51810.1
OG0005455	FhHiC23_g2360.t1	SINT1_50160.1
OG0005456	FhHiC23_g3225.t1	SINT1_75610.1
OG0005457	FhHiC23_g1857.t1	SINT1_46790.1
OG0005458	FhHiC23_g11355.t1	SINT1_6580.1, SINT1_6520.1, SINT1_6530.1
OG0005459	FhHiC23_g13253.t2, FhHiC23_g13253.t1	SINT1_1240.1
OG0005461	FhHiC23_g6615.t1	SINT1_26690.1
OG0005462	FhHiC23_g7626.t1, FhHiC23_g7626.t2	SINT1_84570.1
OG0005463	FhHiC23_g15628.t1	SINT1_20580.1
OG0005464	FhHiC23_g147.t1	SINT1_51080.1
OG0005465	FhHiC23_g16668.t1	SINT1_88960.1
OG0005466	FhHiC23_g825.t1	SINT1_69500.1, SINT1_69500.2
OG0005467	FhHiC23_g7189.t1	SINT1_63330.1
OG0005468	FhHiC23_g15250.t1	SINT1_20370.1, SINT1_20370.2
OG0005469	FhHiC23_g8227.t1, FhHiC23_g8227.t2	SINT1_67190.1
OG0005470	FhHiC23_g3963.t2, FhHiC23_g3963.t1	SINT1_82440.1, SINT1_82440.4, SINT1_82440.2, SINT1_82440.3
OG0005471	FhHiC23_g15275.t1	SINT1_18730.1
OG0005472	FhHiC23_g1502.t1	SINT1_72340.2, SINT1_72340.3, SINT1_72340.4, SINT1_72340.1
OG0005475	FhHiC23_g3523.t1	SINT1_82480.1, SINT1_82480.2
OG0005476	FhHiC23_g5180.t1	SINT1_39820.1
OG0005477	FhHiC23_g6411.t1, FhHiC23_g6411.t2	SINT1_40500.1
OG0005478	FhHiC23_g8327.t1	SINT1_57820.1
OG0005479	FhHiC23_g1035.t1	SINT1_74580.1
OG0005480	FhHiC23_g1440.t1, FhHiC23_g8362.t1, FhHiC23_g3390.t1	SINT1_72530.1
OG0005481	FhHiC23_g11517.t1, FhHiC23_g11516.t1	SINT1_17790.1, SINT1_17790.3, SINT1_17790.4, SINT1_17790.2
OG0005482	FhHiC23_g14843.t1	SINT1_41740.1, SINT1_41740.2
OG0005483	FhHiC23_g5113.t1, FhHiC23_g5113.t2	SINT1_40070.1
OG0005484	FhHiC23_g15093.t2, FhHiC23_g15093.t1	SINT1_22260.1
OG0005485	FhHiC23_g60.t1	SINT1_50990.1
OG0005486	FhHiC23_g2488.t1	SINT1_69000.1
OG0005487	FhHiC23_g9082.t1	SINT1_23440.2, SINT1_23440.1
OG0005488	FhHiC23_g15962.t1	SINT1_90280.1
OG0005489	FhHiC23_g13505.t1	SINT1_4850.1
OG0005490	FhHiC23_g5959.t1	SINT1_33850.1, SINT1_33850.2
OG0005491	FhHiC23_g15840.t3, FhHiC23_g15840.t1, FhHiC23_g15840.t2	SINT1_90070.1, SINT1_90070.2, SINT1_90070.3
OG0005492	FhHiC23_g16068.t1	SINT1_90760.1
OG0005493	FhHiC23_g1480.t1	SINT1_52580.1, SINT1_52580.2
OG0005494	FhHiC23_g13574.t1	SINT1_5340.1
OG0005495	FhHiC23_g372.t1	SINT1_78170.1
OG0005496	FhHiC23_g9339.t1	SINT1_92040.1
OG0005497	FhHiC23_g10236.t1	SINT1_24100.1
OG0005498	FhHiC23_g2300.t1	SINT1_76000.1, SINT1_76000.2
OG0005499	FhHiC23_g16702.t1	SINT1_86660.1
OG0005500	FhHiC23_g15504.t3, FhHiC23_g15504.t1, FhHiC23_g15504.t2	SINT1_20120.1
OG0005501	FhHiC23_g16334.t1, FhHiC23_g16334.t2	SINT1_88510.1
OG0005502	FhHiC23_g6888.t1	SINT1_94710.1
OG0005503	FhHiC23_g6246.t1	SINT1_39270.1
OG0005504	FhHiC23_g3729.t1	SINT1_81560.1, SINT1_81550.1
OG0005505	FhHiC23_g2937.t1, FhHiC23_g2933.t1, FhHiC23_g2933.t2	SINT1_77050.1
OG0005506	FhHiC23_g16414.t1	SINT1_87810.1
OG0005507	FhHiC23_g16275.t1	SINT1_86020.1
OG0005508	FhHiC23_g13417.t1	SINT1_1480.1
OG0005509	FhHiC23_g10113.t1	SINT1_92350.1
OG0005510	FhHiC23_g16200.t1, FhHiC23_g16200.t2	SINT1_89920.1, SINT1_89920.2
OG0005511	FhHiC23_g3361.t1, FhHiC23_g3361.t2	SINT1_76770.1
OG0005512	FhHiC23_g12158.t1	SINT1_6770.1
OG0005513	FhHiC23_g4412.t1	SINT1_88120.1
OG0005514	FhHiC23_g9737.t1	SINT1_24940.1, SINT1_24940.3, SINT1_24940.2
OG0005515	FhHiC23_g1495.t1	SINT1_56740.1
OG0005516	FhHiC23_g10734.t1	SINT1_17710.1, SINT1_17710.2, SINT1_17710.3
OG0005517	FhHiC23_g4500.t1	SINT1_62730.1
OG0005518	FhHiC23_g10227.t2, FhHiC23_g10227.t1	SINT1_26110.1
OG0005519	FhHiC23_g5434.t1	SINT1_35310.1
OG0005520	FhHiC23_g8476.t1	SINT1_61050.1, SINT1_61050.2
OG0005521	FhHiC23_g2960.t1	SINT1_77690.2, SINT1_77690.1
OG0005523	FhHiC23_g4060.t1	SINT1_82290.1
OG0005524	FhHiC23_g13312.t1	SINT1_1680.1
OG0005525	FhHiC23_g7824.t1	SINT1_58180.1, SINT1_58180.2
OG0005526	FhHiC23_g14024.t1	SINT1_38380.1, SINT1_38380.2
OG0005527	FhHiC23_g10368.t1, FhHiC23_g10368.t2	SINT1_23770.1
OG0005529	FhHiC23_g739.t1, FhHiC23_g11035.t1, FhHiC23_g13147.t1	SINT1_40830.1, SINT1_4450.1, SINT1_4960.1, SINT1_9000.1
OG0005530	FhHiC23_g11525.t1	SINT1_12420.1
OG0005531	FhHiC23_g11652.t1	SINT1_8790.1
OG0005532	FhHiC23_g11682.t3, FhHiC23_g11682.t1, FhHiC23_g11682.t2	SINT1_14620.1
OG0005533	FhHiC23_g13313.t1	SINT1_1670.1, SINT1_1670.2
OG0005535	FhHiC23_g455.t1	SINT1_46590.1
OG0005536	FhHiC23_g5140.t1	SINT1_36310.1
OG0005537	FhHiC23_g5468.t1, FhHiC23_g5468.t2	SINT1_41110.1
OG0005538	FhHiC23_g555.t1	SINT1_48680.1, SINT1_48680.2
OG0005539	FhHiC23_g6506.t1	SINT1_30410.2, SINT1_30410.3, SINT1_30410.1
OG0005540	FhHiC23_g7007.t1	SINT1_59430.1
OG0005566	FhHiC23_g1452.t1	SINT1_74770.1
OG0005567	FhHiC23_g11631.t1	SINT1_13600.1
OG0005568	FhHiC23_g2566.t1	SINT1_75680.1
OG0005569	FhHiC23_g9102.t1	SINT1_94040.2, SINT1_94040.1, SINT1_94040.3
OG0005570	FhHiC23_g4663.t1	SINT1_32610.1
OG0005571	FhHiC23_g1861.t2, FhHiC23_g1861.t1	SINT1_46760.1
OG0005572	FhHiC23_g7817.t1	SINT1_66640.1
OG0005573	FhHiC23_g13447.t1, FhHiC23_g13447.t2	SINT1_9830.1
OG0005574	FhHiC23_g16104.t1	SINT1_84940.1, SINT1_84940.2
OG0005575	FhHiC23_g7746.t1, FhHiC23_g7746.t2	SINT1_67240.1
OG0005576	FhHiC23_g7748.t1	SINT1_67210.1
OG0005577	FhHiC23_g16554.t1	SINT1_84580.1
OG0005578	FhHiC23_g2178.t1, FhHiC23_g2178.t2	SINT1_49250.1
OG0005579	FhHiC23_g13094.t1	SINT1_10650.1
OG0005580	FhHiC23_g89.t1	SINT1_51110.1
OG0005581	FhHiC23_g5319.t1, FhHiC23_g5319.t2	SINT1_30000.1, SINT1_30000.2, SINT1_30000.3
OG0005582	FhHiC23_g6250.t1, FhHiC23_g6249.t1	SINT1_33180.1
OG0005583	FhHiC23_g16828.t1, FhHiC23_g16828.t2	SINT1_84850.1
OG0005584	FhHiC23_g9042.t1	SINT1_92550.1
OG0005585	FhHiC23_g10099.t1	SINT1_93620.1
OG0005586	FhHiC23_g10101.t1, FhHiC23_g10101.t2	SINT1_93610.1
OG0005587	FhHiC23_g2335.t1	SINT1_76830.1
OG0005588	FhHiC23_g5885.t1	SINT1_28370.1
OG0005589	FhHiC23_g6987.t1	SINT1_58980.1
OG0005590	FhHiC23_g11597.t1	SINT1_17830.1
OG0005591	FhHiC23_g8162.t1	SINT1_64870.1
OG0005592	FhHiC23_g524.t1	SINT1_52750.1
OG0005593	FhHiC23_g2321.t1	SINT1_70810.1
OG0005594	FhHiC23_g2426.t1	SINT1_68860.2, SINT1_68860.1
OG0005595	FhHiC23_g8210.t1	SINT1_61990.1
OG0005596	FhHiC23_g8576.t1	SINT1_65920.1
OG0005597	FhHiC23_g3594.t1, FhHiC23_g3594.t2	SINT1_82300.1
OG0005598	FhHiC23_g2278.t1	SINT1_75400.1, SINT1_75400.2
OG0005599	FhHiC23_g1908.t1	SINT1_54580.1, SINT1_54580.2, SINT1_54580.3
OG0005600	FhHiC23_g11319.t1	SINT1_19640.1
OG0005601	FhHiC23_g9633.t1	SINT1_22990.1
OG0005602	FhHiC23_g10360.t1	SINT1_22880.1
OG0005603	FhHiC23_g7443.t1, FhHiC23_g7443.t2	SINT1_63980.1
OG0005604	FhHiC23_g6299.t1	SINT1_30080.1
OG0005605	FhHiC23_g6343.t1	SINT1_36150.1
OG0005606	FhHiC23_g2568.t1, FhHiC23_g2567.t1, FhHiC23_g6236.t1, FhHiC23_g2777.t1	SINT1_78590.1
OG0005607	FhHiC23_g4399.t1, FhHiC23_g4401.t1	SINT1_88010.1
OG0005608	FhHiC23_g6885.t1	SINT1_65840.1
OG0005609	FhHiC23_g7895.t1	SINT1_61000.1
OG0005610	FhHiC23_g13320.t1	SINT1_2080.1
OG0005611	FhHiC23_g16571.t1, FhHiC23_g16571.t2	SINT1_89800.1
OG0005612	FhHiC23_g9178.t1	SINT1_92060.1
OG0005613	FhHiC23_g1400.t1	SINT1_53960.1
OG0005614	FhHiC23_g5872.t1, FhHiC23_g5872.t3, FhHiC23_g5872.t2, FhHiC23_g5873.t1	SINT1_28570.1
OG0005615	FhHiC23_g4876.t1, FhHiC23_g4880.t1	SINT1_29240.1
OG0005616	FhHiC23_g4882.t1	SINT1_29230.1
OG0005617	FhHiC23_g5652.t1, FhHiC23_g5652.t2	SINT1_38950.1, SINT1_38950.2
