Orthogroup	opisthorchis_viverrini	fasciola_hepatica
OG0006472	T265_09548	FhHiC23_g4160.t2, FhHiC23_g4160.t1
OG0006473	T265_00503	FhHiC23_g7551.t1
OG0006476	T265_00225	FhHiC23_g12200.t1
OG0006477	T265_10127	FhHiC23_g4984.t3, FhHiC23_g4984.t2, FhHiC23_g4984.t1
OG0006478	T265_15504, T265_15819	FhHiC23_g13730.t1, FhHiC23_g13730.t2
OG0006479	T265_04124	FhHiC23_g14680.t1
OG0006480	T265_10500	FhHiC23_g15689.t1
OG0006481	T265_01822	FhHiC23_g7796.t1
OG0006484	T265_01969	FhHiC23_g3345.t1
OG0006485	T265_08420	FhHiC23_g12721.t1
OG0006486	T265_10504, T265_15169	FhHiC23_g15688.t1
OG0006487	T265_01788	FhHiC23_g3397.t1
OG0006488	T265_14164	FhHiC23_g11291.t1
OG0006489	T265_06132	FhHiC23_g10805.t1
OG0006490	T265_06700	FhHiC23_g12556.t2
OG0006491	T265_02227	FhHiC23_g3771.t1
OG0006492	T265_09429	FhHiC23_g3491.t1
OG0006493	T265_05598	FhHiC23_g10371.t1
OG0006494	T265_07790	FhHiC23_g7989.t2, FhHiC23_g7989.t1, FhHiC23_g7989.t3
OG0006495	T265_02429	FhHiC23_g3512.t1
OG0006496	T265_10309, T265_10310	FhHiC23_g14819.t1, FhHiC23_g14819.t2
OG0006498	T265_08375	FhHiC23_g12362.t1
OG0006499	T265_14999	FhHiC23_g13129.t1, FhHiC23_g13129.t2
OG0006501	T265_05439	FhHiC23_g16599.t1
OG0006502	T265_04060	FhHiC23_g3080.t1
OG0006503	T265_11418	FhHiC23_g3115.t1, FhHiC23_g3116.t3, FhHiC23_g3116.t4
OG0006504	T265_16255	FhHiC23_g3777.t1
OG0006505	T265_01650	FhHiC23_g4264.t1
OG0006506	T265_07161	FhHiC23_g7073.t3, FhHiC23_g7073.t1, FhHiC23_g7073.t2
OG0006509	T265_06617	FhHiC23_g9464.t1
OG0006543	T265_02409, T265_02410	FhHiC23_g4207.t1
OG0006544	T265_04643	FhHiC23_g9387.t1
OG0006545	T265_12850	FhHiC23_g2975.t1
OG0006546	T265_04315	FhHiC23_g16643.t1
OG0006547	T265_00458	FhHiC23_g875.t1
OG0006548	T265_08761	FhHiC23_g9925.t1, FhHiC23_g9918.t1
OG0006549	T265_00535	FhHiC23_g7353.t1, FhHiC23_g7353.t2
OG0006550	T265_12513	FhHiC23_g307.t3
OG0006552	T265_15625	FhHiC23_g15578.t1
OG0006553	T265_06339	FhHiC23_g2369.t1
OG0006554	T265_13260	FhHiC23_g14635.t1
OG0006555	T265_05771	FhHiC23_g16524.t2, FhHiC23_g16524.t1
OG0006556	T265_11960	FhHiC23_g1875.t1
OG0006557	T265_02543	FhHiC23_g8044.t1, FhHiC23_g8044.t2
OG0006558	T265_05738	FhHiC23_g2324.t1
OG0006560	T265_12703	FhHiC23_g10347.t1, FhHiC23_g10347.t2
OG0006561	T265_06796	FhHiC23_g7460.t1
OG0006562	T265_14420	FhHiC23_g13066.t1
OG0006563	T265_07306	FhHiC23_g15877.t1
OG0006567	T265_07533	FhHiC23_g5581.t1
OG0006568	T265_13305	FhHiC23_g15568.t1, FhHiC23_g15568.t2
OG0006569	T265_09101	FhHiC23_g5085.t1
OG0006570	T265_00046	FhHiC23_g1684.t1
OG0006571	T265_02036	FhHiC23_g7534.t1
OG0006572	T265_13595, T265_04767	FhHiC23_g233.t1
OG0006573	T265_10380	FhHiC23_g11586.t1
OG0006574	T265_00628	FhHiC23_g6870.t1
OG0006575	T265_05860, T265_15914	FhHiC23_g7346.t1
OG0006576	T265_00643	FhHiC23_g8324.t1
OG0006577	T265_16165, T265_08513, T265_15866, T265_08512	FhHiC23_g4850.t1
OG0006578	T265_13404	FhHiC23_g1073.t1, FhHiC23_g1073.t2
OG0006579	T265_04072	FhHiC23_g13939.t1
OG0006580	T265_06753	FhHiC23_g2436.t1
OG0006581	T265_01022	FhHiC23_g9299.t1
OG0006582	T265_06600	FhHiC23_g5092.t1
OG0006583	T265_10802	FhHiC23_g16691.t1, FhHiC23_g16691.t2
OG0006584	T265_06921	FhHiC23_g13192.t1
OG0006585	T265_10220	FhHiC23_g15191.t1
OG0006586	T265_06535	FhHiC23_g5748.t1
OG0006588	T265_04942	FhHiC23_g12013.t1
OG0006589	T265_07243	FhHiC23_g15638.t1
OG0006590	T265_07241	FhHiC23_g15636.t1
OG0006591	T265_06110	FhHiC23_g983.t1
OG0006592	T265_09421	FhHiC23_g3717.t1
OG0006593	T265_03292	FhHiC23_g2535.t1
OG0006594	T265_05108	FhHiC23_g2110.t1
OG0006595	T265_13783	FhHiC23_g2112.t1
OG0006596	T265_14736	FhHiC23_g3164.t1
OG0006597	T265_15644	FhHiC23_g258.t1
OG0006598	T265_04813	FhHiC23_g9463.t1
OG0006599	T265_06001	FhHiC23_g9793.t1
OG0006601	T265_05089	FhHiC23_g2213.t1, FhHiC23_g2213.t2, FhHiC23_g2213.t3
OG0006604	T265_02143	FhHiC23_g1612.t1
OG0006605	T265_15195	FhHiC23_g15317.t1
OG0006606	T265_10657	FhHiC23_g909.t1
OG0006607	T265_04245	FhHiC23_g9532.t1
OG0006608	T265_04438	FhHiC23_g11771.t1
OG0006610	T265_07805	FhHiC23_g3664.t1
OG0006611	T265_13076	FhHiC23_g9927.t1
OG0006612	T265_09273, T265_05852	FhHiC23_g3909.t2, FhHiC23_g9407.t1
OG0006613	T265_08081	FhHiC23_g1419.t1
OG0006614	T265_11437	FhHiC23_g7384.t1
OG0006616	T265_09162	FhHiC23_g1555.t1
OG0006617	T265_01246	FhHiC23_g1901.t1
OG0006618	T265_07977	FhHiC23_g6261.t1
OG0006619	T265_01062	FhHiC23_g10386.t1
OG0006620	T265_11532	FhHiC23_g12086.t2, FhHiC23_g12086.t1
OG0006621	T265_05353	FhHiC23_g16100.t1
OG0006622	T265_07997	FhHiC23_g11610.t1
OG0006624	T265_00402	FhHiC23_g5836.t1, FhHiC23_g5836.t2
OG0006625	T265_00626	FhHiC23_g7677.t1
OG0006626	T265_16206, T265_10359, T265_16251	FhHiC23_g5577.t1, FhHiC23_g5574.t1
OG0006627	T265_15096	FhHiC23_g1588.t1, FhHiC23_g6105.t1
OG0006628	T265_06512	FhHiC23_g4383.t1
OG0006629	T265_01973	FhHiC23_g3131.t1
OG0006630	T265_02374, T265_12306, T265_02376	FhHiC23_g4085.t1
OG0006631	T265_01364	FhHiC23_g747.t1
OG0006632	T265_00693	FhHiC23_g5868.t1, FhHiC23_g5868.t2
OG0006633	T265_12533	FhHiC23_g923.t1
OG0006634	T265_09918	FhHiC23_g14085.t1
OG0006636	T265_01102	FhHiC23_g10164.t1
OG0006638	T265_07959, T265_12103, T265_12336	FhHiC23_g10992.t1, FhHiC23_g10991.t1, FhHiC23_g10992.t2
OG0006639	T265_01732	FhHiC23_g1286.t1
OG0006640	T265_02101	FhHiC23_g12347.t1
OG0006641	T265_11815, T265_12182, T265_12254	FhHiC23_g2319.t1
OG0006642	T265_14387	FhHiC23_g7056.t1
OG0006643	T265_01447	FhHiC23_g7740.t1
OG0006644	T265_11470	FhHiC23_g10153.t1
OG0006645	T265_04180	FhHiC23_g7329.t1
OG0006646	T265_14470	FhHiC23_g2349.t1
OG0006647	T265_04949	FhHiC23_g8567.t1
OG0006648	T265_06317	FhHiC23_g7251.t1
OG0006650	T265_13348	FhHiC23_g2254.t1
OG0006651	T265_03076	FhHiC23_g11411.t1
OG0006652	T265_14309	FhHiC23_g10212.t1, FhHiC23_g10212.t2
OG0006653	T265_01556	FhHiC23_g8052.t1
OG0006654	T265_06319	FhHiC23_g8037.t1
OG0006655	T265_10613	FhHiC23_g5450.t1
OG0006656	T265_10612	FhHiC23_g5449.t1, FhHiC23_g5449.t2
OG0006657	T265_01090	FhHiC23_g10329.t1
OG0006658	T265_02204	FhHiC23_g664.t1, FhHiC23_g664.t2
OG0006659	T265_04507	FhHiC23_g6293.t1, FhHiC23_g6293.t2
OG0006660	T265_07919	FhHiC23_g3894.t1
OG0006661	T265_06986	FhHiC23_g354.t1
OG0006662	T265_06293	FhHiC23_g12539.t1
OG0006664	T265_10175	FhHiC23_g24.t1
OG0006665	T265_09475	FhHiC23_g14570.t1
OG0006666	T265_05118	FhHiC23_g12757.t1
OG0006667	T265_06889	FhHiC23_g10658.t1
OG0006668	T265_08869	FhHiC23_g6379.t1
OG0006669	T265_06871, T265_14158	FhHiC23_g13158.t1
OG0006670	T265_01723	FhHiC23_g2973.t1, FhHiC23_g2973.t2
OG0006671	T265_02176	FhHiC23_g2915.t1, FhHiC23_g2917.t1
OG0006672	T265_07550	FhHiC23_g11512.t1
OG0006673	T265_14096	FhHiC23_g15246.t1, FhHiC23_g15246.t2
OG0006675	T265_14098	FhHiC23_g15783.t1
OG0006676	T265_02337	FhHiC23_g2455.t1
OG0006678	T265_02364	FhHiC23_g625.t1, FhHiC23_g625.t2
OG0006680	T265_14576	FhHiC23_g11706.t1
OG0006681	T265_03138	FhHiC23_g8286.t1
OG0006682	T265_13643	FhHiC23_g3861.t1
OG0006685	T265_01793	FhHiC23_g4755.t1
OG0006686	T265_00388	FhHiC23_g42.t1
OG0006687	T265_03886	FhHiC23_g16573.t2, FhHiC23_g16573.t1
OG0006688	T265_10138	FhHiC23_g6980.t1
OG0006689	T265_11462	FhHiC23_g7859.t1, FhHiC23_g7819.t1
OG0006690	T265_02014	FhHiC23_g7591.t1
OG0006691	T265_14118	FhHiC23_g2893.t1
OG0006692	T265_09931	FhHiC23_g12478.t1
OG0006693	T265_06000	FhHiC23_g9794.t1, FhHiC23_g9794.t2
OG0006694	T265_05779	FhHiC23_g1372.t1
OG0006695	T265_12588	FhHiC23_g7099.t1
OG0006696	T265_00566	FhHiC23_g15964.t2, FhHiC23_g15964.t1
OG0006697	T265_03625	FhHiC23_g5008.t1, FhHiC23_g5008.t3, FhHiC23_g5008.t2
OG0006699	T265_00029	FhHiC23_g1552.t1, FhHiC23_g1552.t2
OG0006700	T265_00710	FhHiC23_g4724.t1
OG0006701	T265_09665	FhHiC23_g1570.t1
OG0006702	T265_08330	FhHiC23_g16593.t1, FhHiC23_g16592.t1
OG0006703	T265_07174	FhHiC23_g13788.t1, FhHiC23_g13788.t2
OG0006704	T265_09491	FhHiC23_g6277.t1
OG0006705	T265_00312	FhHiC23_g2151.t1
OG0006706	T265_01507	FhHiC23_g13983.t1
OG0006710	T265_04961	FhHiC23_g3768.t1
OG0006711	T265_07615	FhHiC23_g8050.t1
OG0006712	T265_03406	FhHiC23_g4270.t1
OG0006713	T265_14943	FhHiC23_g4626.t1
OG0006714	T265_13836	FhHiC23_g10361.t1
OG0006715	T265_01471, T265_00877, T265_12801, T265_11125	FhHiC23_g14875.t1
OG0006716	T265_00372, T265_00371	FhHiC23_g47.t1
OG0006717	T265_09607	FhHiC23_g15945.t2, FhHiC23_g15945.t1, FhHiC23_g15945.t4, FhHiC23_g15945.t3
OG0006718	T265_00853	FhHiC23_g15557.t1
OG0006720	T265_05605	FhHiC23_g10402.t1
OG0006721	T265_09405	FhHiC23_g10893.t1
OG0006724	T265_04424, T265_11296	FhHiC23_g12019.t1
OG0006725	T265_08874	FhHiC23_g8462.t1
OG0006726	T265_14354	FhHiC23_g8228.t1
OG0006728	T265_04626	FhHiC23_g9438.t1
OG0006729	T265_04397	FhHiC23_g9199.t1, FhHiC23_g9199.t2, FhHiC23_g9199.t3
OG0006731	T265_01865	FhHiC23_g16532.t1
OG0006732	T265_03141	FhHiC23_g8291.t1
OG0006733	T265_00226	FhHiC23_g11502.t1
OG0006734	T265_01901	FhHiC23_g16092.t1
OG0006735	T265_07014	FhHiC23_g7394.t2, FhHiC23_g7394.t1
OG0006736	T265_01789	FhHiC23_g3392.t1
OG0006737	T265_14034	FhHiC23_g13378.t1
OG0006739	T265_00860	FhHiC23_g15606.t1
OG0006740	T265_01698	FhHiC23_g3742.t1
OG0006741	T265_05530	FhHiC23_g15194.t1
OG0006742	T265_07162	FhHiC23_g11604.t1
OG0006743	T265_00014	FhHiC23_g2710.t1
OG0006744	T265_03826	FhHiC23_g16273.t1
OG0006745	T265_15337	FhHiC23_g3734.t1
OG0006746	T265_02215	FhHiC23_g2803.t1
OG0006747	T265_13929	FhHiC23_g3808.t1, FhHiC23_g3808.t2
OG0006749	T265_08540	FhHiC23_g4642.t1
OG0006750	T265_11230	FhHiC23_g16282.t1
OG0006751	T265_10348	FhHiC23_g1422.t1
OG0006752	T265_06481	FhHiC23_g11810.t1
OG0006753	T265_13704	FhHiC23_g8632.t2, FhHiC23_g8632.t1
OG0006754	T265_12082	FhHiC23_g127.t1
OG0006755	T265_11582	FhHiC23_g8068.t2, FhHiC23_g8068.t1
OG0006756	T265_08611	FhHiC23_g16343.t1
OG0006757	T265_03052	FhHiC23_g11159.t1, FhHiC23_g11160.t1
OG0006758	T265_08461	FhHiC23_g8338.t1
OG0006759	T265_06287	FhHiC23_g12404.t1, FhHiC23_g12404.t2
OG0006760	T265_01137	FhHiC23_g7914.t1
OG0006761	T265_11394	FhHiC23_g55.t1
OG0006762	T265_13612	FhHiC23_g9340.t1
OG0006763	T265_15371, T265_15370	FhHiC23_g15290.t1
OG0006766	T265_09201	FhHiC23_g16175.t1
OG0006767	T265_07299	FhHiC23_g16549.t1
OG0006768	T265_01568	FhHiC23_g12716.t1
OG0006769	T265_02933	FhHiC23_g837.t1, FhHiC23_g838.t1
OG0006770	T265_01465	FhHiC23_g14191.t1
OG0006771	T265_07961	FhHiC23_g12996.t1, FhHiC23_g12996.t2
OG0006772	T265_12603	FhHiC23_g7844.t1
OG0006773	T265_02202, T265_02203	FhHiC23_g661.t1
OG0006774	T265_11214	FhHiC23_g15175.t1
OG0006775	T265_10444	FhHiC23_g7825.t1
OG0006776	T265_06721	FhHiC23_g7004.t3, FhHiC23_g7004.t1, FhHiC23_g7004.t2
OG0006777	T265_04430, T265_12355	FhHiC23_g10871.t1
OG0006778	T265_11184	FhHiC23_g15058.t1, FhHiC23_g15198.t1, FhHiC23_g15200.t1
OG0006779	T265_11785	FhHiC23_g6012.t1, FhHiC23_g1682.t1
OG0006780	T265_12841	FhHiC23_g3837.t1
OG0006781	T265_03372	FhHiC23_g4912.t1
OG0006782	T265_05159	FhHiC23_g8504.t1
OG0006783	T265_10461	FhHiC23_g15649.t1
OG0006784	T265_08434	FhHiC23_g12338.t1, FhHiC23_g12338.t2
OG0006786	T265_11211	FhHiC23_g15033.t1
OG0006787	T265_08649	FhHiC23_g4697.t1
OG0006788	T265_11515	FhHiC23_g7125.t1, FhHiC23_g7124.t1
OG0006789	T265_07766	FhHiC23_g8521.t1, FhHiC23_g10675.t1
OG0006790	T265_05218	FhHiC23_g14624.t1
OG0006792	T265_16192	FhHiC23_g10048.t1
OG0006793	T265_14043	FhHiC23_g10767.t1
OG0006795	T265_05585	FhHiC23_g11301.t1
OG0006799	T265_09995	FhHiC23_g14906.t1
OG0006800	T265_07249	FhHiC23_g15000.t1
OG0006801	T265_10225	FhHiC23_g15063.t1
OG0006802	T265_07255	FhHiC23_g15153.t1
OG0006803	T265_07295	FhHiC23_g2602.t1
OG0006804	T265_15818	FhHiC23_g3569.t1
OG0006807	T265_02809, T265_06602	FhHiC23_g5025.t1
OG0006808	T265_05692	FhHiC23_g6610.t2
OG0006811	T265_12705	FhHiC23_g9720.t1
OG0006851	T265_04193	FhHiC23_g8109.t1, FhHiC23_g8110.t1
OG0006853	T265_05500	FhHiC23_g15429.t1
OG0006854	T265_03608	FhHiC23_g1584.t1
OG0006856	T265_16309	FhHiC23_g14580.t1
OG0006859	T265_05116	FhHiC23_g12752.t1
OG0006860	T265_11734	FhHiC23_g10633.t1
OG0006861	T265_13231	FhHiC23_g620.t1
OG0006863	T265_11398	FhHiC23_g1573.t2, FhHiC23_g1573.t1
OG0006864	T265_00461	FhHiC23_g878.t1
OG0006865	T265_11837	FhHiC23_g9554.t1
OG0006866	T265_00716	FhHiC23_g6172.t1
OG0006867	T265_04312	FhHiC23_g16551.t1
OG0006868	T265_13505	FhHiC23_g13092.t1
OG0006870	T265_01915	FhHiC23_g6535.t1
OG0006871	T265_15166	FhHiC23_g16014.t1, FhHiC23_g16014.t2
OG0006872	T265_00059	FhHiC23_g1867.t1
OG0006873	T265_03060	FhHiC23_g11971.t1
OG0006874	T265_06195	FhHiC23_g11599.t1
OG0006875	T265_10107	FhHiC23_g8169.t1
OG0006877	T265_00054	FhHiC23_g1874.t1
OG0006878	T265_04650	FhHiC23_g4222.t1
OG0006879	T265_10539	FhHiC23_g7996.t1
OG0006880	T265_07814	FhHiC23_g4034.t1, FhHiC23_g4034.t2
OG0006881	T265_10807	FhHiC23_g16318.t1, FhHiC23_g16318.t2
OG0006883	T265_07476	FhHiC23_g9273.t1
OG0006884	T265_10639	FhHiC23_g3232.t1
OG0006886	T265_06262	FhHiC23_g5231.t1
OG0006887	T265_03261	FhHiC23_g9519.t1
OG0006888	T265_14329	FhHiC23_g5782.t1
OG0006889	T265_03887	FhHiC23_g16572.t1
OG0006890	T265_07357	FhHiC23_g16304.t1, FhHiC23_g16303.t1
OG0006892	T265_15484	FhHiC23_g7684.t1
OG0006893	T265_12782	FhHiC23_g5667.t1
OG0006894	T265_11279	FhHiC23_g9884.t1
OG0006895	T265_06867	FhHiC23_g6145.t1
OG0006896	T265_06123	FhHiC23_g5144.t1
OG0006897	T265_02572	FhHiC23_g5289.t1, FhHiC23_g5287.t1
OG0006898	T265_10956	FhHiC23_g121.t1
OG0006899	T265_10826	FhHiC23_g5380.t3, FhHiC23_g5380.t1, FhHiC23_g5380.t2
OG0006900	T265_11072	FhHiC23_g9163.t1
OG0006901	T265_10142	FhHiC23_g7689.t1
OG0006902	T265_07704	FhHiC23_g12840.t1, FhHiC23_g3727.t1
OG0006903	T265_02091	FhHiC23_g11164.t1
OG0006904	T265_00478	FhHiC23_g1330.t1
OG0006905	T265_05648	FhHiC23_g9455.t1
OG0006906	T265_06776	FhHiC23_g2062.t1
OG0006907	T265_05472	FhHiC23_g2116.t1
OG0006908	T265_15471	FhHiC23_g15049.t1, FhHiC23_g14529.t1
OG0006909	T265_13530	FhHiC23_g13099.t1
OG0006911	T265_01351	FhHiC23_g1741.t1
OG0006912	T265_03021	FhHiC23_g13458.t1
OG0006913	T265_13251	FhHiC23_g15417.t1
OG0006914	T265_07635	FhHiC23_g2344.t1
OG0006915	T265_06054	FhHiC23_g6382.t1
OG0006916	T265_11420	FhHiC23_g9665.t1, FhHiC23_g9665.t2
OG0006917	T265_00954	FhHiC23_g12532.t1
OG0006918	T265_02805	FhHiC23_g5121.t1, FhHiC23_g5122.t1
OG0006920	T265_04233	FhHiC23_g10176.t2, FhHiC23_g10176.t1
OG0006921	T265_01451	FhHiC23_g8235.t1
OG0006922	T265_11866	FhHiC23_g10887.t1
OG0006923	T265_10133	FhHiC23_g9139.t1, FhHiC23_g9139.t2
OG0006924	T265_01985	FhHiC23_g1507.t1
OG0006927	T265_02694	FhHiC23_g1385.t1
OG0006928	T265_09545	FhHiC23_g11103.t1
OG0006929	T265_02238, T265_02239	FhHiC23_g3803.t2, FhHiC23_g3803.t1, FhHiC23_g3803.t3
OG0006930	T265_09001	FhHiC23_g12421.t1
OG0006931	T265_14441	FhHiC23_g13292.t1
OG0006932	T265_11936	FhHiC23_g10765.t1
OG0006933	T265_00358	FhHiC23_g533.t1
OG0006934	T265_08104	FhHiC23_g13867.t1
OG0006935	T265_12752	FhHiC23_g14569.t1
OG0006936	T265_09992	FhHiC23_g14510.t1
OG0006937	T265_02852	FhHiC23_g843.t1
OG0006938	T265_02641	FhHiC23_g16843.t1
OG0006939	T265_04096	FhHiC23_g14055.t1
OG0006940	T265_09062	FhHiC23_g11681.t1
OG0006941	T265_14242	FhHiC23_g15333.t1
OG0006942	T265_04946	FhHiC23_g11830.t1, FhHiC23_g11830.t2
OG0006943	T265_10286	FhHiC23_g4082.t1
OG0006944	T265_14972	FhHiC23_g1465.t1
OG0006946	T265_08530	FhHiC23_g11887.t1
OG0006947	T265_01672	FhHiC23_g3906.t1
OG0006948	T265_13602	FhHiC23_g6215.t1, FhHiC23_g6215.t2
OG0006949	T265_06120	FhHiC23_g651.t1
OG0006950	T265_14502	FhHiC23_g331.t1
OG0006951	T265_05506	FhHiC23_g15539.t1
OG0006952	T265_15597	FhHiC23_g4982.t1
OG0006953	T265_12564	FhHiC23_g7252.t1, FhHiC23_g7252.t2
OG0006954	T265_12955	FhHiC23_g1650.t1
OG0006956	T265_14691	FhHiC23_g8440.t1
OG0006957	T265_10694	FhHiC23_g829.t1, FhHiC23_g829.t2
OG0006958	T265_02049	FhHiC23_g8342.t1
OG0006959	T265_10804	FhHiC23_g16695.t1
OG0006960	T265_02982	FhHiC23_g5635.t1
OG0006962	T265_05932	FhHiC23_g14972.t1, FhHiC23_g64.t1
OG0006963	T265_14844	FhHiC23_g3187.t1
OG0006964	T265_08937	FhHiC23_g7401.t1
OG0006965	T265_08989	FhHiC23_g6366.t1
OG0006966	T265_02533	FhHiC23_g7679.t1
OG0006967	T265_04778	FhHiC23_g15888.t1
OG0006968	T265_04728	FhHiC23_g14887.t2, FhHiC23_g14887.t1
OG0006969	T265_12516	FhHiC23_g3381.t2, FhHiC23_g3381.t1
OG0006970	T265_00339	FhHiC23_g3380.t2, FhHiC23_g3380.t1
OG0006971	T265_06978	FhHiC23_g2304.t1
OG0006972	T265_02545	FhHiC23_g8041.t1
OG0006973	T265_06414, T265_11937	FhHiC23_g12972.t1
OG0006974	T265_06012	FhHiC23_g3592.t1
OG0006975	T265_06684	FhHiC23_g15782.t1
OG0006976	T265_13703	FhHiC23_g8503.t1
OG0006977	T265_06254	FhHiC23_g5132.t1
OG0006978	T265_06003	FhHiC23_g9791.t1
OG0006979	T265_15110	FhHiC23_g8578.t1
OG0006982	T265_00137	FhHiC23_g2161.t1
OG0006983	T265_07247	FhHiC23_g15391.t1
OG0006984	T265_00095	FhHiC23_g1503.t1
OG0006985	T265_04089	FhHiC23_g13964.t1
OG0006986	T265_06305	FhHiC23_g12534.t1
OG0006987	T265_01944	FhHiC23_g3235.t1
OG0006988	T265_01942	FhHiC23_g3236.t1
OG0006989	T265_08221	FhHiC23_g894.t1
OG0006990	T265_01798	FhHiC23_g11253.t1
OG0006991	T265_13293	FhHiC23_g4249.t1
OG0006993	T265_14598	FhHiC23_g11848.t1
OG0006994	T265_14027	FhHiC23_g13639.t1
OG0006996	T265_07838	FhHiC23_g12977.t1
OG0006997	T265_03784	FhHiC23_g15976.t1
OG0006998	T265_05829	FhHiC23_g207.t1, FhHiC23_g207.t2
OG0006999	T265_00467	FhHiC23_g2093.t1
OG0007000	T265_09618	FhHiC23_g3746.t1, FhHiC23_g3745.t1
OG0007002	T265_13608	FhHiC23_g9966.t1
OG0007003	T265_09312	FhHiC23_g12173.t1
OG0007006	T265_14425	FhHiC23_g9242.t1
OG0007009	T265_09606	FhHiC23_g15946.t1
OG0007010	T265_14018	FhHiC23_g15590.t1
OG0007011	T265_02707	FhHiC23_g2006.t1, FhHiC23_g2006.t2
OG0007012	T265_13116	FhHiC23_g194.t1
OG0007014	T265_01589	FhHiC23_g13037.t1
OG0007015	T265_01736	FhHiC23_g1283.t1
OG0007017	T265_11541	FhHiC23_g914.t1
OG0007020	T265_12742	FhHiC23_g1890.t1, FhHiC23_g1890.t2
OG0007021	T265_07285	FhHiC23_g454.t1
OG0007022	T265_10105	FhHiC23_g7890.t1
OG0007024	T265_15203	FhHiC23_g3818.t1
OG0007025	T265_07349	FhHiC23_g15957.t1
OG0007027	T265_09943	FhHiC23_g13361.t1
OG0007029	T265_03667	FhHiC23_g15439.t1
OG0007030	T265_07191, T265_07190	FhHiC23_g3346.t1
OG0007031	T265_11841	FhHiC23_g14020.t1, FhHiC23_g14020.t2
OG0007032	T265_07667	FhHiC23_g2632.t1
OG0007033	T265_07666	FhHiC23_g2631.t1
OG0007034	T265_07663	FhHiC23_g2630.t1
OG0007035	T265_12452	FhHiC23_g1356.t1
OG0007036	T265_11173	FhHiC23_g3474.t1
OG0007037	T265_03926	FhHiC23_g8523.t1
OG0007038	T265_01371	FhHiC23_g4817.t1
OG0007039	T265_03610	FhHiC23_g13836.t1, FhHiC23_g2341.t1
OG0007040	T265_04058	FhHiC23_g2340.t1, FhHiC23_g13837.t1
OG0007041	T265_06247	FhHiC23_g6528.t1
OG0007042	T265_03246	FhHiC23_g10306.t1, FhHiC23_g10306.t2
OG0007043	T265_09179	FhHiC23_g16658.t1
OG0007044	T265_10044	FhHiC23_g11174.t1
OG0007046	T265_14520	FhHiC23_g3807.t1
OG0007047	T265_05862	FhHiC23_g7343.t1
OG0007049	T265_05109, T265_05744	FhHiC23_g6312.t1
OG0007050	T265_06288	FhHiC23_g12403.t1
OG0007051	T265_07764	FhHiC23_g10714.t1
OG0007052	T265_04388	FhHiC23_g11071.t1
OG0007053	T265_08719	FhHiC23_g4785.t1
OG0007054	T265_07732	FhHiC23_g4391.t1
OG0007055	T265_09154	FhHiC23_g193.t1
OG0007056	T265_05999	FhHiC23_g8978.t1
OG0007057	T265_03345	FhHiC23_g7794.t1
OG0007058	T265_13018	FhHiC23_g12119.t1
OG0007059	T265_00376	FhHiC23_g52.t3
OG0007061	T265_04829	FhHiC23_g9341.t1
OG0007062	T265_01080	FhHiC23_g9579.t1, FhHiC23_g9579.t2
OG0007064	T265_05766	FhHiC23_g15969.t1
OG0007065	T265_00953	FhHiC23_g13508.t1
OG0007066	T265_13391	FhHiC23_g5164.t1
OG0007067	T265_06544	FhHiC23_g3633.t1
OG0007069	T265_00550, T265_00551	FhHiC23_g6477.t1
OG0007070	T265_12510	FhHiC23_g2080.t1
OG0007072	T265_04896	FhHiC23_g6577.t1
OG0007073	T265_00813	FhHiC23_g2485.t1
OG0007074	T265_15487	FhHiC23_g3105.t1, FhHiC23_g3105.t2
OG0007075	T265_07989	FhHiC23_g11448.t1
OG0007076	T265_15038	FhHiC23_g5389.t1
OG0007077	T265_00533	FhHiC23_g7612.t1
OG0007078	T265_08600	FhHiC23_g2013.t1
OG0007079	T265_03240	FhHiC23_g10311.t1, FhHiC23_g10311.t2
OG0007080	T265_10816	FhHiC23_g10919.t1
OG0007081	T265_14231	FhHiC23_g1757.t1, FhHiC23_g1757.t2
OG0007082	T265_04328	FhHiC23_g16506.t1
OG0007083	T265_10687	FhHiC23_g3416.t1
OG0007085	T265_04904	FhHiC23_g4801.t1
OG0007087	T265_07785	FhHiC23_g7187.t1
OG0007090	T265_06364	FhHiC23_g15047.t1
OG0007092	T265_14165	FhHiC23_g11278.t1
OG0007093	T265_09925, T265_06069, T265_05075, T265_14998, T265_14398, T265_15211, T265_16006, T265_10634, T265_11989, T265_15209, T265_15776, T265_15206, T265_12064, T265_07411, T265_12247, T265_14285	FhHiC23_g1346.t1, FhHiC23_g1301.t1, FhHiC23_g1300.t1, FhHiC23_g1306.t1
OG0007094	T265_12970	FhHiC23_g15269.t1, FhHiC23_g15269.t2, FhHiC23_g15268.t1, FhHiC23_g15268.t2
OG0007095	T265_10901	FhHiC23_g15698.t1
OG0007097	T265_02682	FhHiC23_g1749.t1
OG0007098	T265_03980	FhHiC23_g2882.t3
OG0007099	T265_11083	FhHiC23_g3852.t1
OG0007101	T265_04498	FhHiC23_g5271.t1
OG0007103	T265_00543	FhHiC23_g7258.t1
OG0007104	T265_11729	FhHiC23_g8193.t1
OG0007105	T265_03136	FhHiC23_g8287.t1
OG0007106	T265_11550	FhHiC23_g834.t1
OG0007107	T265_08878	FhHiC23_g8465.t1
OG0007149	T265_05281	FhHiC23_g2179.t1
OG0007150	T265_04577	FhHiC23_g11733.t1
OG0007151	T265_13997	FhHiC23_g2494.t1
