Orthogroup	opisthorchis_viverrini	schistosoma_rodhaini
OG0005249	T265_09395	SRDH2_12970.1
OG0005250	T265_09510	SRDH2_12520.2, SRDH2_12520.1
OG0005251	T265_10808	SRDH2_14050.1
OG0005253	T265_14940	SRDH2_42980.1
OG0005254	T265_16086	SRDH2_15890.3, SRDH2_15890.4, SRDH2_15890.5, SRDH2_15890.2, SRDH2_15890.1, SRDH2_15890.6
OG0005283	T265_07745	SRDH2_90630.1
OG0005284	T265_05448	SRDH2_76640.1
OG0005285	T265_12614	SRDH2_31690.1, SRDH2_31700.1
OG0005286	T265_14394	SRDH2_29940.1, SRDH2_29940.2
OG0005287	T265_03322	SRDH2_12060.1
OG0005289	T265_00459, T265_12550, T265_00460	SRDH2_48740.1
OG0005290	T265_04696	SRDH2_42270.1, SRDH2_42270.2, SRDH2_42270.3
OG0005291	T265_06357	SRDH2_41840.2, SRDH2_41840.3, SRDH2_41840.1
OG0005292	T265_11219	SRDH2_44860.1
OG0005293	T265_04198	SRDH2_61640.1, SRDH2_61640.2
OG0005294	T265_12032, T265_14151, T265_06837	SRDH2_57880.1
OG0005295	T265_04038	SRDH2_56860.1
OG0005296	T265_15709	SRDH2_44910.1, SRDH2_44910.2
OG0005297	T265_08431, T265_15812	SRDH2_84950.1, SRDH2_84950.2
OG0005298	T265_08102	SRDH2_42640.1
OG0005300	T265_05373	SRDH2_93580.2, SRDH2_93580.1
OG0005301	T265_10884, T265_00030	SRDH2_74550.1, SRDH2_74550.2, SRDH2_74550.3
OG0005302	T265_12789	SRDH2_19950.2, SRDH2_19950.1
OG0005303	T265_01240	SRDH2_56560.1
OG0005304	T265_03830	SRDH2_91390.1
OG0005305	T265_15316	SRDH2_34440.1, SRDH2_34440.2, SRDH2_34440.3
OG0005307	T265_08389	SRDH2_39360.1, SRDH2_39360.2
OG0005309	T265_02112	SRDH2_25120.1
OG0005310	T265_07235, T265_00714	SRDH2_1130.1
OG0005313	T265_16115	SRDH2_23990.1, SRDH2_23990.2
OG0005314	T265_05533	SRDH2_20910.1, SRDH2_20910.2
OG0005315	T265_14506	SRDH2_59080.1, SRDH2_59000.1
OG0005316	T265_11658	SRDH2_84870.1, SRDH2_84860.1
OG0005317	T265_07010	SRDH2_61240.1
OG0005318	T265_01887	SRDH2_29580.1, SRDH2_29590.1
OG0005319	T265_10135	SRDH2_64120.1
OG0005322	T265_07323	SRDH2_91160.2, SRDH2_91160.1
OG0005323	T265_06465	SRDH2_28750.2, SRDH2_28750.1
OG0005325	T265_14272	SRDH2_31670.1
OG0005326	T265_13164, T265_03069	SRDH2_7790.1
OG0005327	T265_00848	SRDH2_19090.1, SRDH2_19090.2, SRDH2_19090.3
OG0005328	T265_08920, T265_14707	SRDH2_63730.1
OG0005329	T265_15005	SRDH2_16860.1
OG0005330	T265_15013	SRDH2_83650.1
OG0005331	T265_08643	SRDH2_91750.1
OG0005332	T265_05960	SRDH2_92770.1
OG0005333	T265_11922	SRDH2_21980.1
OG0005334	T265_10821	SRDH2_15370.1, SRDH2_15370.2
OG0005335	T265_11353	SRDH2_79510.4, SRDH2_79510.1, SRDH2_79510.3, SRDH2_79510.2
OG0005336	T265_09502, T265_09503	SRDH2_14580.1, SRDH2_14580.2
OG0005337	T265_04235	SRDH2_24760.1
OG0005338	T265_10177	SRDH2_49780.1
OG0005339	T265_03833	SRDH2_57900.1, SRDH2_57900.2, SRDH2_57900.3, SRDH2_57900.4, SRDH2_57900.5
OG0005340	T265_09594, T265_12878	SRDH2_91940.1
OG0005341	T265_10224	SRDH2_15700.1
OG0005343	T265_02785, T265_02786, T265_02784	SRDH2_80360.1
OG0005345	T265_14061	SRDH2_38790.1
OG0005346	T265_02105, T265_12925	SRDH2_10680.1
OG0005347	T265_05626	SRDH2_66150.1
OG0005348	T265_13539	SRDH2_14760.1
OG0005349	T265_06704	SRDH2_570.1
OG0005350	T265_09936	SRDH2_6470.1, SRDH2_6470.2, SRDH2_6470.4, SRDH2_6470.3
OG0005351	T265_03561	SRDH2_53650.2, SRDH2_53650.1
OG0005352	T265_00939	SRDH2_2590.1
OG0005353	T265_04816	SRDH2_96060.1
OG0005354	T265_11724	SRDH2_32770.1, SRDH2_32770.2, SRDH2_32770.3
OG0005355	T265_09734	SRDH2_39690.1, SRDH2_39690.6, SRDH2_39690.2, SRDH2_39690.3, SRDH2_39690.4, SRDH2_39690.5
OG0005356	T265_01689, T265_10747	SRDH2_70520.1, SRDH2_70520.2
OG0005358	T265_05286	SRDH2_46500.1, SRDH2_46500.2, SRDH2_46500.3, SRDH2_46500.4, SRDH2_46500.5
OG0005359	T265_05489	SRDH2_19660.2, SRDH2_19660.1, SRDH2_19660.3
OG0005360	T265_15263	SRDH2_22880.1
OG0005361	T265_05573	SRDH2_15920.1
OG0005362	T265_15197	SRDH2_68980.1, SRDH2_68980.2, SRDH2_68980.3
OG0005363	T265_14241	SRDH2_1110.1, SRDH2_1120.1
OG0005364	T265_02141	SRDH2_49900.1
OG0005365	T265_03189	SRDH2_18330.1, SRDH2_18330.3, SRDH2_18330.2
OG0005366	T265_15118	SRDH2_15980.1, SRDH2_15980.2
OG0005367	T265_01079	SRDH2_24210.1
OG0005368	T265_02254	SRDH2_21790.1, SRDH2_21790.2
OG0005369	T265_04513	SRDH2_32700.1
OG0005371	T265_04511	SRDH2_32680.2, SRDH2_32680.3, SRDH2_32680.4, SRDH2_32680.1, SRDH2_32680.5
OG0005372	T265_05027	SRDH2_25970.1, SRDH2_25970.2
OG0005373	T265_06855, T265_07464	SRDH2_95560.1
OG0005374	T265_12656	SRDH2_22270.1
OG0005376	T265_01452	SRDH2_62910.1, SRDH2_62910.2, SRDH2_62910.3
OG0005377	T265_05210	SRDH2_30550.1
OG0005378	T265_01504	SRDH2_44280.1
OG0005379	T265_00306, T265_12511	SRDH2_57250.1
OG0005380	T265_08674	SRDH2_2190.1
OG0005381	T265_03055, T265_03056	SRDH2_7580.1, SRDH2_7580.2, SRDH2_7580.3, SRDH2_7580.4
OG0005382	T265_07943	SRDH2_98180.2, SRDH2_98180.1, SRDH2_98180.3, SRDH2_98180.4
OG0005383	T265_10764	SRDH2_39930.1
OG0005384	T265_15266	SRDH2_85180.1
OG0005385	T265_05325, T265_06130	SRDH2_11500.1
OG0005386	T265_12619	SRDH2_34890.1
OG0005387	T265_08575	SRDH2_28430.1
OG0005388	T265_03712	SRDH2_26010.1
OG0005389	T265_03975	SRDH2_46710.1, SRDH2_46710.2
OG0005390	T265_15462	SRDH2_99290.1, SRDH2_99290.2
OG0005391	T265_05845	SRDH2_60030.1
OG0005392	T265_01365	SRDH2_52330.1
OG0005393	T265_01362	SRDH2_52310.2, SRDH2_52310.1
OG0005395	T265_12943	SRDH2_73920.1
OG0005396	T265_10275	SRDH2_15360.1
OG0005397	T265_08517	SRDH2_44600.3, SRDH2_44600.1, SRDH2_44600.2
OG0005398	T265_12702, T265_16153	SRDH2_26650.1, SRDH2_26660.1
OG0005399	T265_05139	SRDH2_13950.3, SRDH2_13950.2, SRDH2_13950.1, SRDH2_13950.4
OG0005400	T265_14743	SRDH2_11660.1, SRDH2_11610.1
OG0005402	T265_02356	SRDH2_56890.1
OG0005404	T265_09420	SRDH2_18060.1, SRDH2_18060.2
OG0005405	T265_08404	SRDH2_92530.1
OG0005406	T265_12567	SRDH2_68480.1, SRDH2_68480.2, SRDH2_68480.3
OG0005407	T265_04295	SRDH2_54100.1
OG0005408	T265_02634	SRDH2_92230.1
OG0005409	T265_02973	SRDH2_37010.1, SRDH2_37010.3, SRDH2_37010.2
OG0005410	T265_04348	SRDH2_9030.6, SRDH2_9030.2, SRDH2_9030.1, SRDH2_9030.3, SRDH2_9030.4, SRDH2_9030.5
OG0005411	T265_13356	SRDH2_94970.1
OG0005412	T265_08661	SRDH2_63720.1, SRDH2_63720.2, SRDH2_63720.3
OG0005413	T265_11492	SRDH2_80400.1
OG0005414	T265_15840	SRDH2_71830.2, SRDH2_71830.3, SRDH2_71830.5, SRDH2_71830.4, SRDH2_71830.6, SRDH2_71830.7, SRDH2_71830.1
OG0005415	T265_10057	SRDH2_30450.1, SRDH2_30450.2
OG0005416	T265_15035	SRDH2_25160.1
OG0005417	T265_10864	SRDH2_4010.2, SRDH2_4010.1
OG0005418	T265_10182	SRDH2_48160.2, SRDH2_48160.1
OG0005419	T265_03907	SRDH2_68370.1, SRDH2_68370.2
OG0005420	T265_07983	SRDH2_37790.1
OG0005421	T265_04877	SRDH2_81590.1, SRDH2_81590.2
OG0005423	T265_04323	SRDH2_28960.1, SRDH2_28960.2, SRDH2_28960.3
OG0005424	T265_04982, T265_04980	SRDH2_83790.2, SRDH2_83790.1
OG0005425	T265_13652, T265_13651, T265_13653	SRDH2_83840.1
OG0005427	T265_07946	SRDH2_98410.1
OG0005428	T265_15255	SRDH2_90230.1
OG0005430	T265_14216	SRDH2_45190.1
OG0005431	T265_07854	SRDH2_80040.3, SRDH2_80040.1, SRDH2_80040.2
OG0005432	T265_08271	SRDH2_84020.1, SRDH2_84020.2
OG0005433	T265_05782	SRDH2_79960.1
OG0005434	T265_13327, T265_15957	SRDH2_27170.1
OG0005435	T265_09698	SRDH2_99110.1
OG0005436	T265_00622	SRDH2_59820.1, SRDH2_59820.2
OG0005438	T265_06134	SRDH2_11530.1, SRDH2_11530.2, SRDH2_11530.3
OG0005439	T265_05891	SRDH2_45380.1, SRDH2_45380.2, SRDH2_45380.3
OG0005440	T265_01331	SRDH2_73410.1
OG0005441	T265_01872	SRDH2_92210.1
OG0005442	T265_12628	SRDH2_29790.1
OG0005443	T265_05614	SRDH2_62930.1
OG0005444	T265_02921	SRDH2_19180.1
OG0005446	T265_15324	SRDH2_45500.1, SRDH2_45500.2
OG0005447	T265_00188	SRDH2_67170.1
OG0005448	T265_06100	SRDH2_32780.1
OG0005449	T265_09333, T265_09332	SRDH2_66840.1, SRDH2_66840.2, SRDH2_66840.3, SRDH2_66840.4
OG0005450	T265_10981	SRDH2_61670.1, SRDH2_61670.2
OG0005451	T265_09425	SRDH2_84620.1
OG0005453	T265_11126	SRDH2_63100.1
OG0005454	T265_02688	SRDH2_54140.1
OG0005455	T265_11461	SRDH2_51080.1
OG0005457	T265_00065	SRDH2_47610.1
OG0005459	T265_13122, T265_02913	SRDH2_1320.1
OG0005460	T265_12950	SRDH2_72420.1
OG0005461	T265_10012	SRDH2_27000.1
OG0005462	T265_12786	SRDH2_88630.1, SRDH2_88630.2, SRDH2_88600.1
OG0005463	T265_05511	SRDH2_20900.1
OG0005464	T265_00131, T265_12275	SRDH2_52150.1
OG0005465	T265_03813	SRDH2_92250.1, SRDH2_92250.2
OG0005466	T265_11553	SRDH2_72160.1
OG0005467	T265_09793	SRDH2_65330.1, SRDH2_65330.2
OG0005468	T265_06677	SRDH2_20670.1
OG0005469	T265_07684	SRDH2_68380.1, SRDH2_68380.2
OG0005472	T265_04851	SRDH2_75140.1
OG0005474	T265_16250	SRDH2_40610.1
OG0005476	T265_03001	SRDH2_39990.1
OG0005477	T265_11475	SRDH2_40720.1
OG0005478	T265_00646	SRDH2_59760.3, SRDH2_59760.2, SRDH2_59760.1, SRDH2_59760.4
OG0005479	T265_02835	SRDH2_77510.2, SRDH2_77510.4, SRDH2_77510.1, SRDH2_77510.3
OG0005480	T265_01791	SRDH2_75320.1
OG0005481	T265_14797	SRDH2_17990.1
OG0005482	T265_07135	SRDH2_42030.3, SRDH2_42030.1, SRDH2_42030.2
OG0005483	T265_11993	SRDH2_40250.1
OG0005484	T265_11055	SRDH2_22590.1
OG0005485	T265_12648	SRDH2_52060.1
OG0005486	T265_01953	SRDH2_71530.2, SRDH2_71530.1
OG0005487	T265_05597, T265_13821	SRDH2_23870.1
OG0005488	T265_00563	SRDH2_94800.1
OG0005489	T265_10945	SRDH2_4930.1, SRDH2_4930.2, SRDH2_4930.3
OG0005490	T265_07627	SRDH2_35740.1
OG0005491	T265_11285	SRDH2_94650.3, SRDH2_94650.2, SRDH2_94650.1
OG0005492	T265_06514	SRDH2_95380.1, SRDH2_95390.1
OG0005493	T265_02886	SRDH2_53430.1, SRDH2_53430.2
OG0005494	T265_13149	SRDH2_5430.1, SRDH2_5430.2
OG0005496	T265_13611	SRDH2_97000.1, SRDH2_97000.2
OG0005497	T265_03756	SRDH2_24460.1
OG0005499	T265_03783	SRDH2_91040.1, SRDH2_91040.2, SRDH2_91040.3
OG0005500	T265_00880, T265_15018	SRDH2_20380.1
OG0005502	T265_09319	SRDH2_99660.1, SRDH2_99660.2, SRDH2_99660.3
OG0005503	T265_05012	SRDH2_39410.1, SRDH2_39410.2
OG0005504	T265_15476	SRDH2_85160.1, SRDH2_85150.1
OG0005505	T265_15216	SRDH2_80180.1
OG0005506	T265_01863	SRDH2_93450.1
OG0005507	T265_03828	SRDH2_89700.1
OG0005508	T265_05267	SRDH2_1610.2, SRDH2_1610.1
OG0005509	T265_15724	SRDH2_97260.1, SRDH2_97260.2
OG0005510	T265_04306	SRDH2_94270.1, SRDH2_94270.2
OG0005511	T265_01328	SRDH2_79920.1
OG0005512	T265_09144	SRDH2_6830.1, SRDH2_6830.2, SRDH2_6840.1
OG0005513	T265_03550	SRDH2_93070.1
OG0005514	T265_10018	SRDH2_25240.1, SRDH2_25240.2
OG0005515	T265_11300	SRDH2_56870.1
OG0005516	T265_03191, T265_03192	SRDH2_18080.1
OG0005517	T265_08930	SRDH2_64600.2, SRDH2_64600.1
OG0005518	T265_05390	SRDH2_26440.1, SRDH2_26440.2
OG0005519	T265_14962, T265_16085	SRDH2_32890.2, SRDH2_32890.1
OG0005520	T265_06161	SRDH2_62890.1
OG0005521	T265_03986	SRDH2_80790.1
OG0005522	T265_15147	SRDH2_35950.1
OG0005523	T265_13005, T265_16171	SRDH2_85980.1
OG0005524	T265_10230	SRDH2_1800.1
OG0005525	T265_08202	SRDH2_60080.1
OG0005526	T265_08059	SRDH2_32120.1, SRDH2_32120.2
OG0005527	T265_04257	SRDH2_24090.1
OG0005530	T265_08534	SRDH2_14220.1
OG0005531	T265_01390	SRDH2_8970.1
OG0005532	T265_14747	SRDH2_13390.1
OG0005535	T265_07286	SRDH2_47430.1
OG0005538	T265_00113	SRDH2_49510.2, SRDH2_49510.3, SRDH2_49510.1
OG0005539	T265_13052	SRDH2_30760.1
OG0005540	T265_08055	SRDH2_61300.1
OG0005544	T265_02659	SRDH2_23940.1
OG0005545	T265_06655, T265_06656	SRDH2_4400.1
OG0005546	T265_12984	SRDH2_10600.1, SRDH2_10600.2, SRDH2_10610.1
OG0005547	T265_14463	SRDH2_32110.2, SRDH2_32110.1, SRDH2_32110.4, SRDH2_32110.7, SRDH2_32110.5, SRDH2_32110.3, SRDH2_32110.6
OG0005566	T265_05784	SRDH2_77710.1
OG0005567	T265_05147	SRDH2_12620.1, SRDH2_12620.2, SRDH2_12620.3
OG0005570	T265_13520	SRDH2_34520.1
OG0005571	T265_00062	SRDH2_47580.1
OG0005572	T265_15288	SRDH2_68970.3, SRDH2_68970.1, SRDH2_68970.2
OG0005573	T265_11449	SRDH2_10040.1
OG0005574	T265_14050	SRDH2_88860.1
OG0005575	T265_03162	SRDH2_68330.1
OG0005576	T265_08870	SRDH2_68360.1, SRDH2_68360.2
OG0005577	T265_02626	SRDH2_88620.1, SRDH2_88650.1, SRDH2_88590.1
OG0005578	T265_05284, T265_01975, T265_05283	SRDH2_50100.1, SRDH2_50100.2
OG0005579	T265_04553	SRDH2_10840.1, SRDH2_10860.1
OG0005580	T265_12456	SRDH2_52180.1
OG0005581	T265_14696	SRDH2_30370.1
OG0005583	T265_08895	SRDH2_88940.1
OG0005584	T265_02735	SRDH2_97490.1, SRDH2_97490.2
OG0005585	T265_13551	SRDH2_98660.1
OG0005586	T265_04631	SRDH2_98650.1
OG0005587	T265_08836	SRDH2_79980.1
OG0005588	T265_06462	SRDH2_28660.1
OG0005589	T265_10140	SRDH2_60860.1, SRDH2_60860.2
OG0005590	T265_02090	SRDH2_18180.1, SRDH2_18180.2, SRDH2_18180.3, SRDH2_18180.4
OG0005591	T265_11829	SRDH2_65850.1
OG0005593	T265_02336	SRDH2_74040.1
OG0005594	T265_00035	SRDH2_72120.1
OG0005595	T265_03128	SRDH2_63860.1, SRDH2_63860.2, SRDH2_63860.3
OG0005596	T265_10450	SRDH2_69700.2, SRDH2_69700.3, SRDH2_69700.1
OG0005597	T265_13001	SRDH2_86000.1
OG0005598	T265_00090	SRDH2_78490.1
OG0005599	T265_12744	SRDH2_55710.1
OG0005600	T265_01613, T265_02081, T265_01614	SRDH2_19900.1
OG0005601	T265_01074, T265_07975	SRDH2_23400.1
OG0005602	T265_05680	SRDH2_23500.1
OG0005603	T265_10595	SRDH2_68100.1
OG0005604	T265_14820	SRDH2_30430.1
OG0005605	T265_00735	SRDH2_33760.1
OG0005606	T265_01778, T265_01779	SRDH2_81700.1
OG0005607	T265_08644	SRDH2_93180.1
OG0005608	T265_14383	SRDH2_69770.1
OG0005609	T265_15052	SRDH2_62840.1
OG0005610	T265_14713	SRDH2_2240.1
OG0005611	T265_13473, T265_04313	SRDH2_94150.1
OG0005612	T265_02912, T265_11062	SRDH2_97030.1
OG0005613	T265_08092	SRDH2_54990.1, SRDH2_54990.2, SRDH2_55010.1
OG0005614	T265_10058	SRDH2_28880.1
OG0005615	T265_01886	SRDH2_29520.1
OG0005616	T265_01885, T265_12128	SRDH2_29510.1, SRDH2_29510.2
OG0005617	T265_13433	SRDH2_39050.1
OG0005618	T265_08821	SRDH2_50690.1
OG0005619	T265_06768	SRDH2_51060.1
OG0005620	T265_05375	SRDH2_93600.1
OG0005621	T265_06150	SRDH2_89960.1
OG0005622	T265_05245	SRDH2_470.1
OG0005623	T265_09835, T265_12397	SRDH2_77040.1
OG0005626	T265_05055	SRDH2_44060.1
OG0005627	T265_10410	SRDH2_23700.1
OG0005628	T265_09104	SRDH2_39450.1
OG0005629	T265_11995, T265_15653	SRDH2_36610.1
OG0005630	T265_15104	SRDH2_88070.1
OG0005631	T265_10242	SRDH2_56090.1, SRDH2_56090.2, SRDH2_56090.3
OG0005632	T265_10093	SRDH2_98630.1
OG0005633	T265_04541	SRDH2_11140.1
OG0005634	T265_13921	SRDH2_23470.1
OG0005635	T265_00211	SRDH2_3150.3, SRDH2_3150.1, SRDH2_3150.2
OG0005636	T265_06536	SRDH2_38800.1
OG0005637	T265_11903	SRDH2_82180.1
OG0005638	T265_02937	SRDH2_79130.1
OG0005639	T265_05902	SRDH2_75090.1
OG0005641	T265_00803	SRDH2_75300.1
OG0005642	T265_05646	SRDH2_99480.1
OG0005643	T265_06739	SRDH2_30040.1
OG0005644	T265_02170	SRDH2_78430.1
OG0005645	T265_00481	SRDH2_60520.3, SRDH2_60520.4, SRDH2_60520.2, SRDH2_60520.1
OG0005647	T265_12426	SRDH2_57400.1
OG0005648	T265_02569	SRDH2_40340.1
OG0005649	T265_01356	SRDH2_51420.1
OG0005650	T265_03915	SRDH2_67060.3, SRDH2_67060.2, SRDH2_67060.1
OG0005652	T265_09909	SRDH2_48850.1
OG0005654	T265_04874, T265_13622	SRDH2_72940.1
OG0005655	T265_04225	SRDH2_27700.1, SRDH2_27700.2
OG0005656	T265_04764	SRDH2_90730.1
OG0005657	T265_12479, T265_00202	SRDH2_14120.1
OG0005659	T265_10330	SRDH2_17430.1, SRDH2_17430.2
OG0005660	T265_02166	SRDH2_73770.1
OG0005661	T265_16296, T265_09006, T265_14725, T265_06881, T265_06880	SRDH2_6950.1
OG0005662	T265_01481	SRDH2_43560.1
OG0005664	T265_16080	SRDH2_24260.1, SRDH2_25030.1
OG0005665	T265_02439	SRDH2_48990.1
OG0005666	T265_04890	SRDH2_92600.1, SRDH2_92600.2
OG0005668	T265_04543	SRDH2_3680.1, SRDH2_3680.2
OG0005669	T265_00307	SRDH2_57260.1
OG0005670	T265_15339	SRDH2_86920.1, SRDH2_86920.3, SRDH2_86920.4, SRDH2_86920.5, SRDH2_86920.2
OG0005671	T265_00199	SRDH2_14080.1
OG0005672	T265_00025	SRDH2_48140.1, SRDH2_48140.2
OG0005673	T265_00026	SRDH2_48190.1
OG0005674	T265_14069	SRDH2_26570.1
OG0005675	T265_14702	SRDH2_40960.1
OG0005677	T265_12490	SRDH2_5960.1
OG0005678	T265_08052	SRDH2_61310.1
OG0005679	T265_05347	SRDH2_91360.1
OG0005680	T265_02058	SRDH2_70970.1
OG0005681	T265_02059	SRDH2_70960.1
OG0005683	T265_00556, T265_00555, T265_00558	SRDH2_33400.1
OG0005684	T265_13286	SRDH2_50070.1
OG0005685	T265_04563	SRDH2_13200.1
OG0005686	T265_02644	SRDH2_92540.1
OG0005687	T265_07614	SRDH2_66380.1
OG0005688	T265_06908	SRDH2_600.1
OG0005689	T265_12982	SRDH2_74900.1
OG0005690	T265_13741	SRDH2_53380.1, SRDH2_53380.3, SRDH2_53380.2
OG0005691	T265_14083	SRDH2_97240.1
OG0005692	T265_03304	SRDH2_48050.1
OG0005693	T265_09417	SRDH2_1290.1, SRDH2_1280.1, SRDH2_1280.2
OG0005694	T265_05938	SRDH2_49970.1
OG0005695	T265_13862, T265_05792	SRDH2_50130.1
OG0005697	T265_11032, T265_14666, T265_08774, T265_08771, T265_08772	SRDH2_18860.1
OG0005699	T265_05508	SRDH2_21290.1
OG0005700	T265_08200	SRDH2_74070.1
OG0005701	T265_10795, T265_12238	SRDH2_58980.1
OG0005702	T265_06068, T265_13996	SRDH2_67520.1
OG0005703	T265_08410	SRDH2_38490.1, SRDH2_38490.2
OG0005704	T265_04448	SRDH2_41100.1
OG0005705	T265_13838	SRDH2_54830.1
OG0005706	T265_04867	SRDH2_57190.1
OG0005707	T265_09880	SRDH2_2230.1, SRDH2_65720.1
OG0005709	T265_10125	SRDH2_28050.1
OG0005710	T265_14076, T265_14078, T265_00920	SRDH2_32370.1
OG0005712	T265_04155	SRDH2_93330.1, SRDH2_93330.2
OG0005713	T265_13995	SRDH2_69950.1
OG0005714	T265_07566	SRDH2_91930.1
OG0005715	T265_02163	SRDH2_76300.1, SRDH2_76300.2
OG0005716	T265_00293	SRDH2_51910.2, SRDH2_51910.1
OG0005717	T265_01752	SRDH2_77130.1
OG0005718	T265_10025	SRDH2_50410.1
OG0005719	T265_04450	SRDH2_33300.1
OG0005720	T265_14184	SRDH2_86070.1
OG0005722	T265_10194	SRDH2_96460.1
OG0005723	T265_04137	SRDH2_43230.1
OG0005724	T265_01588	SRDH2_9590.1
OG0005725	T265_02382	SRDH2_85690.1
OG0005726	T265_12453	SRDH2_53050.1
OG0005727	T265_05161	SRDH2_70380.1
OG0005728	T265_04760	SRDH2_90690.1
OG0005729	T265_08666	SRDH2_67180.1
OG0005730	T265_13080	SRDH2_97570.1
OG0005731	T265_02245	SRDH2_83900.1
OG0005732	T265_10389, T265_16193	SRDH2_27830.2, SRDH2_27830.1
OG0005733	T265_05681	SRDH2_24600.1
OG0005734	T265_15232	SRDH2_43750.1, SRDH2_43750.2
OG0005735	T265_11765	SRDH2_95170.1
OG0005736	T265_12755	SRDH2_71280.1
OG0005737	T265_00624, T265_02522	SRDH2_65290.2, SRDH2_65290.3, SRDH2_65290.1
OG0005738	T265_11159, T265_16149	SRDH2_4890.1
OG0005739	T265_01925	SRDH2_30180.1
OG0005740	T265_13120	SRDH2_81490.1
OG0005741	T265_04882	SRDH2_4130.1, SRDH2_88810.1
OG0005742	T265_13047	SRDH2_35410.1
OG0005743	T265_03071	SRDH2_16840.1, SRDH2_16840.2
OG0005744	T265_10649	SRDH2_16610.1
OG0005745	T265_03355	SRDH2_64800.1
OG0005746	T265_02952	SRDH2_29610.1
OG0005747	T265_04470, T265_08799	SRDH2_45280.1
OG0005748	T265_13853	SRDH2_89020.1
OG0005749	T265_00632	SRDH2_61510.1
OG0005750	T265_15268	SRDH2_99320.1, SRDH2_99320.3, SRDH2_99320.2
OG0005751	T265_07039	SRDH2_36160.1, SRDH2_36170.1
OG0005753	T265_05928, T265_00174, T265_02962	SRDH2_82230.1
OG0005754	T265_01370	SRDH2_90580.1
OG0005755	T265_13833	SRDH2_25450.1
OG0005756	T265_09096	SRDH2_28080.1
OG0005758	T265_15767	SRDH2_73850.1
OG0005760	T265_13006	SRDH2_48940.1, SRDH2_48940.2
OG0005761	T265_05973	SRDH2_24410.1
OG0005762	T265_06999, T265_15869	SRDH2_63310.18, SRDH2_63360.1, SRDH2_63310.19
OG0005763	T265_14562	SRDH2_94530.1
OG0005764	T265_01401	SRDH2_67380.1
OG0005765	T265_02549	SRDH2_26240.1
OG0005766	T265_07109	SRDH2_88100.1
OG0005767	T265_05293	SRDH2_82670.1, SRDH2_82670.2, SRDH2_82670.3
OG0005768	T265_15039	SRDH2_36510.1, SRDH2_36510.2, SRDH2_36510.3
OG0005769	T265_04564	SRDH2_13260.1
OG0005770	T265_08813	SRDH2_41390.1
OG0005771	T265_02692	SRDH2_53120.1
OG0005772	T265_11297	SRDH2_84070.1
OG0005773	T265_07555	SRDH2_71630.1
OG0005774	T265_00539	SRDH2_66580.1, SRDH2_66580.2, SRDH2_66580.3
OG0005775	T265_10318	SRDH2_42600.1
OG0005776	T265_05775	SRDH2_89430.1
OG0005777	T265_05076	SRDH2_42850.1
OG0005778	T265_11844	SRDH2_66720.1, SRDH2_66720.2
OG0005779	T265_02003	SRDH2_70490.1, SRDH2_70480.1
OG0005780	T265_14551	SRDH2_96600.1
OG0005782	T265_14704	SRDH2_44510.1
OG0005783	T265_00399	SRDH2_91480.2, SRDH2_91480.1
OG0005784	T265_07736	SRDH2_94120.1, SRDH2_94120.2, SRDH2_94120.3
OG0005786	T265_04169	SRDH2_11780.1
OG0005787	T265_00243	SRDH2_750.1
OG0005788	T265_03214, T265_13190	SRDH2_14200.1
OG0005790	T265_09946	SRDH2_71730.1
OG0005791	T265_05057	SRDH2_44780.1, SRDH2_44770.1
OG0005792	T265_05239	SRDH2_3730.1
OG0005794	T265_07563	SRDH2_82810.2, SRDH2_4270.1, SRDH2_82810.1
OG0005795	T265_08753	SRDH2_99190.1
OG0005796	T265_09148	SRDH2_5090.1, SRDH2_5090.3, SRDH2_5090.2
OG0005797	T265_04637	SRDH2_98640.1
OG0005798	T265_03990	SRDH2_74460.1
OG0005799	T265_03670	SRDH2_21070.2, SRDH2_21070.1
OG0005800	T265_07697	SRDH2_85710.1
OG0005801	T265_02096, T265_02093	SRDH2_15930.1
OG0005802	T265_02201	SRDH2_77840.1
OG0005803	T265_00647	SRDH2_59770.1
OG0005804	T265_05300	SRDH2_95940.1, SRDH2_95950.1
OG0005805	T265_11376	SRDH2_72400.1
OG0005806	T265_01699	SRDH2_84550.1
OG0005807	T265_10239	SRDH2_82210.1
OG0005808	T265_02555	SRDH2_39520.1, SRDH2_39520.3, SRDH2_39520.2
OG0005809	T265_10830	SRDH2_29300.1
OG0005810	T265_03823	SRDH2_89670.4, SRDH2_89670.2, SRDH2_89670.3, SRDH2_89670.1
OG0005811	T265_03204	SRDH2_15140.1
OG0005812	T265_08980	SRDH2_101210.1, SRDH2_101210.2
OG0005813	T265_13063	SRDH2_73640.1
OG0005814	T265_09505	SRDH2_12250.1
OG0005815	T265_00587	SRDH2_65810.1
OG0005816	T265_06483	SRDH2_15320.1
OG0005817	T265_06231	SRDH2_31200.1
OG0005818	T265_13477	SRDH2_92680.1
OG0005819	T265_07650	SRDH2_53340.1
OG0005820	T265_14348	SRDH2_64270.1
OG0005821	T265_15489	SRDH2_99080.1
OG0005822	T265_10836, T265_15798	SRDH2_28110.1, SRDH2_28110.2, SRDH2_28110.3
OG0005823	T265_03645	SRDH2_40510.1, SRDH2_40510.2
OG0005824	T265_13768	SRDH2_27300.1
OG0005825	T265_09263	SRDH2_28560.1
