Orthogroup	opisthorchis_viverrini	schmidtea_mediterranea
OG0007484	T265_06734	h1SMcT0011659.1
OG0007487	T265_03952	h1SMcT0006209.1
OG0007492	T265_04963	h1SMcT0004553.1
OG0007493	T265_13480	h1SMcT0014267.1
OG0007496	T265_05621	h1SMcT0001973.1
OG0007498	T265_15367, T265_07117, T265_12023, T265_10599, T265_06531, T265_08909, T265_00158, T265_01835, T265_11155, T265_10742, T265_13408	h1SMcT0021301.1, h1SMcT0021301.2
OG0007501	T265_09168	h1SMcT0016010.1
OG0007502	T265_09278	h1SMcT0001439.1
OG0007507	T265_15566	h1SMcT0012190.1, h1SMcT0012190.2
OG0007512	T265_02136	h1SMcT0021424.1
OG0007513	T265_04520	h1SMcT0011255.1
OG0007516	T265_14930	h1SMcT0006704.1, h1SMcT0006704.2
OG0007517	T265_10294	h1SMcT0000875.1
OG0007521	T265_01068	h1SMcT0007474.1
OG0007522	T265_10578	h1SMcT0017252.1
OG0007523	T265_15276	h1SMcT0002357.1
OG0007524	T265_02665	h1SMcT0018916.1
OG0007525	T265_07486	h1SMcT0010023.1
OG0007534	T265_11781	h1SMcT0012824.1
OG0007536	T265_14014	h1SMcT0016347.1, h1SMcT0016349.1
OG0007538	T265_08043	h1SMcT0021057.1
OG0007539	T265_11337	h1SMcT0003372.1
OG0007540	T265_03787	h1SMcT0014857.1
OG0007541	T265_07226	h1SMcT0007323.1
OG0007546	T265_00115	h1SMcT0013982.1
OG0007547	T265_03026	h1SMcT0006301.1
OG0007549	T265_01923	h1SMcT0002520.1
OG0007552	T265_03244	h1SMcT0007330.1
OG0007553	T265_03651	h1SMcT0017494.1
OG0007554	T265_10828	h1SMcT0021068.1
OG0007555	T265_14513	h1SMcT0002524.1
OG0007556	T265_10231, T265_14603	h1SMcT0012869.1, h1SMcT0012869.2
OG0007557	T265_07318, T265_06298, T265_11451, T265_13163	h1SMcT0004867.1, h1SMcT0021867.1
OG0007558	T265_00760	h1SMcT0011219.1
OG0007561	T265_01086	h1SMcT0016919.1
OG0007563	T265_04973	h1SMcT0011210.1
OG0007565	T265_08702	h1SMcT0022294.1
OG0007566	T265_04919	h1SMcT0009966.1
OG0007569	T265_06479	h1SMcT0009545.1
OG0007573	T265_06717	h1SMcT0009591.1
OG0007575	T265_11915	h1SMcT0012728.1
OG0007582	T265_10222	h1SMcT0009301.1
OG0007584	T265_06160	h1SMcT0011682.1
OG0007588	T265_03714	h1SMcT0007875.1
OG0007596	T265_14631	h1SMcT0005523.1
OG0007598	T265_07302	h1SMcT0000721.1
OG0007601	T265_12436	h1SMcT0004387.1
OG0007602	T265_13370	h1SMcT0011707.1
OG0007604	T265_13981	h1SMcT0011542.1
OG0007605	T265_03816	h1SMcT0004543.1
OG0007612	T265_00937	h1SMcT0020537.1
OG0007616	T265_10472	h1SMcT0021658.1
OG0007617	T265_13060	h1SMcT0015673.1, h1SMcT0015673.2
OG0007618	T265_15440	h1SMcT0018550.1, h1SMcT0008864.1, h1SMcT0008864.2
OG0007677	T265_09727	h1SMcT0019362.1
OG0007679	T265_11280	h1SMcT0003382.1, h1SMcT0003382.3, h1SMcT0003382.4, h1SMcT0003382.2
OG0007683	T265_09908	h1SMcT0022369.1
OG0007687	T265_07407	h1SMcT0003989.1, h1SMcT0003989.2
OG0007688	T265_13501	h1SMcT0014163.1
OG0007693	T265_05194	h1SMcT0013446.1
OG0007695	T265_06350, T265_06352, T265_06351	h1SMcT0002878.1, h1SMcT0002878.2, h1SMcT0022885.1, h1SMcT0022885.2
OG0007703	T265_02877	h1SMcT0015428.1
OG0007705	T265_08204	h1SMcT0008539.1
OG0007709	T265_06807	h1SMcT0009070.1
OG0007710	T265_12965	h1SMcT0014004.1, h1SMcT0015149.1
OG0007712	T265_02780	h1SMcT0006243.1
OG0007713	T265_01750	h1SMcT0011554.1
OG0007716	T265_10960	h1SMcT0009690.1
OG0007720	T265_10130	h1SMcT0005214.1
OG0007726	T265_07175	h1SMcT0021620.1
OG0007728	T265_11726	h1SMcT0011289.1
OG0007731	T265_00720	h1SMcT0001945.1
OG0007736	T265_07061	h1SMcT0021943.1
OG0007737	T265_04909	h1SMcT0020923.1, h1SMcT0020923.2
OG0007739	T265_13540	h1SMcT0018819.1
OG0007741	T265_03317	h1SMcT0014063.1, h1SMcT0014073.1
OG0007744	T265_11842	h1SMcT0012055.1
OG0007745	T265_05809	h1SMcT0022470.1
OG0007749	T265_00425	h1SMcT0005902.1
OG0007752	T265_08561	h1SMcT0016219.1
OG0007754	T265_05641	h1SMcT0015191.1
OG0007757	T265_01341	h1SMcT0017859.1
OG0007758	T265_00003	h1SMcT0003695.1, h1SMcT0003695.2
OG0007759	T265_15518	h1SMcT0007831.1
OG0007765	T265_06384	h1SMcT0001782.1
OG0007775	T265_12940	h1SMcT0010212.1
OG0007777	T265_11323	h1SMcT0010799.1
OG0007778	T265_09468, T265_05200	h1SMcT0020980.1
OG0007779	T265_04502	h1SMcT0010975.1
OG0007782	T265_14511	h1SMcT0013441.1
OG0007789	T265_04652	h1SMcT0017901.1
OG0007792	T265_08018	h1SMcT0002063.1
OG0007794	T265_10037	h1SMcT0015608.1
OG0007797	T265_15182	h1SMcT0011483.1, h1SMcT0006156.1
OG0007848	T265_14110	h1SMcT0007348.1
OG0007850	T265_14843	h1SMcT0013434.1
OG0007855	T265_11374	h1SMcT0020245.1, h1SMcT0020245.2
OG0007856	T265_02903	h1SMcT0011697.1
OG0007860	T265_10957	h1SMcT0010936.1, h1SMcT0017455.1
OG0007864	T265_01976	h1SMcT0006233.1, h1SMcT0006233.2
OG0007865	T265_08978	h1SMcT0000956.1
OG0007872	T265_09733	h1SMcT0021115.1, h1SMcT0021115.2, h1SMcT0021115.3
OG0007877	T265_00783	h1SMcT0016534.1
OG0007880	T265_08635	h1SMcT0010142.1, h1SMcT0010142.2, h1SMcT0010142.3
OG0007881	T265_04927	h1SMcT0008877.1, h1SMcT0018653.1, h1SMcT0022828.1
OG0007884	T265_03811	h1SMcT0003228.1
OG0007894	T265_06841	h1SMcT0019528.1
OG0007895	T265_00470	h1SMcT0016282.1, h1SMcT0016320.1
OG0007897	T265_01905	h1SMcT0004939.1, h1SMcT0022619.1
OG0007898	T265_03969	h1SMcT0012173.1
OG0007900	T265_13165	h1SMcT0006684.1, h1SMcT0008475.1
OG0007922	T265_08216	h1SMcT0012154.1
OG0007923	T265_08462	h1SMcT0004503.1
OG0007925	T265_09662	h1SMcT0004817.1
OG0007991	T265_14648	h1SMcT0002216.1
OG0008002	T265_06745	h1SMcT0013577.1, h1SMcT0013578.1
OG0008007	T265_09520, T265_01500, T265_05513, T265_15496, T265_08605, T265_10929, T265_00302	h1SMcT0022371.1
OG0008007	T265_07100	h1SMcT0011752.1
OG0008008	T265_00723	h1SMcT0014907.1, h1SMcT0014907.2
OG0008013	T265_10174	h1SMcT0009526.1
OG0008020	T265_11687	h1SMcT0009199.1, h1SMcT0001322.1, h1SMcT0016739.1, h1SMcT0010442.2, h1SMcT0018075.1, h1SMcT0010613.1, h1SMcT0012964.1
OG0008021	T265_08080	h1SMcT0002358.1, h1SMcT0015195.1, h1SMcT0015196.1, h1SMcT0015215.1, h1SMcT0015218.1, h1SMcT0010331.1, h1SMcT0010338.1, h1SMcT0002420.1, h1SMcT0022936.1, h1SMcT0023043.1, h1SMcT0014344.1, h1SMcT0014345.1
OG0008044	T265_08337	h1SMcT0022493.1
OG0008046	T265_09465, T265_14371	h1SMcT0002066.1, h1SMcT0009172.1
OG0008051	T265_11932, T265_01563, T265_00878, T265_02967, T265_12976, T265_13941, T265_02836, T265_15047, T265_07044, T265_08758, T265_04586, T265_07643, T265_00876	h1SMcT0007303.1, h1SMcT0007304.1
OG0008133	T265_06402	h1SMcT0005591.1, h1SMcT0011095.1, h1SMcT0007889.1, h1SMcT0021486.1, h1SMcT0021486.2, h1SMcT0022987.1, h1SMcT0003594.1, h1SMcT0012051.1, h1SMcT0015098.1
OG0008136	T265_13292	h1SMcT0020263.1
OG0008137	T265_09490	h1SMcT0002298.1
OG0008138	T265_06447, T265_06442, T265_06445, T265_06448, T265_06444	h1SMcT0012633.77
OG0008144	T265_13621	h1SMcT0011272.1
OG0008148	T265_08225	h1SMcT0017653.1
OG0008154	T265_08881	h1SMcT0003486.1
OG0008155	T265_06769	h1SMcT0018227.1
OG0008163	T265_00560	h1SMcT0014950.1
OG0008171	T265_12233	h1SMcT0014347.1
OG0008172	T265_13283	h1SMcT0006742.1
OG0008268	T265_15341	h1SMcT0017357.1
OG0008273	T265_05918	h1SMcT0002414.1
OG0008278	T265_00686	h1SMcT0017246.1, h1SMcT0011436.1, h1SMcT0011432.1, h1SMcT0011429.1, h1SMcT0011431.1
OG0008281	T265_05812	h1SMcT0013419.1, h1SMcT0007122.1, h1SMcT0019092.1, h1SMcT0019092.3, h1SMcT0019092.2, h1SMcT0019092.4, h1SMcT0019093.1, h1SMcT0019093.2
OG0008289	T265_15085, T265_09222, T265_08391, T265_03066, T265_02514, T265_11334, T265_14128, T265_06951, T265_07552	h1SMcT0006837.1
OG0008301	T265_11054	h1SMcT0018397.1
OG0008309	T265_01782	h1SMcT0021460.1, h1SMcT0022715.1
OG0008391	T265_12504	h1SMcT0012834.3, h1SMcT0012834.4, h1SMcT0012834.5, h1SMcT0012834.8, h1SMcT0012834.2, h1SMcT0012834.7, h1SMcT0012834.6
OG0008392	T265_11982	h1SMcT0006422.1
OG0008396	T265_13107, T265_14268, T265_00996, T265_13188, T265_07502, T265_04297, T265_01313	h1SMcT0019756.1
OG0008400	T265_15969	h1SMcT0001227.1
OG0008401	T265_09764	h1SMcT0015878.5, h1SMcT0015878.4, h1SMcT0015878.1, h1SMcT0015878.2, h1SMcT0015878.3
OG0008402	T265_09838	h1SMcT0012274.2, h1SMcT0012274.1, h1SMcT0012274.3
OG0008405	T265_07662	h1SMcT0016589.1
OG0008410	T265_05079	h1SMcT0021939.1
OG0008416	T265_01947	h1SMcT0002492.1
OG0008424	T265_14192	h1SMcT0018388.1, h1SMcT0018388.2
OG0008507	T265_02483, T265_02485, T265_09782, T265_11516, T265_05301, T265_10679	h1SMcT0000252.1, h1SMcT0000248.1, h1SMcT0000248.2
OG0008508	T265_02149, T265_12934	h1SMcT0001099.1
OG0008511	T265_08957	h1SMcT0010784.1
OG0008512	T265_14599	h1SMcT0002797.1
OG0008513	T265_02199	h1SMcT0005260.1, h1SMcT0014625.1
OG0008514	T265_00678	h1SMcT0015275.1, h1SMcT0015275.2, h1SMcT0015275.3, h1SMcT0015274.3, h1SMcT0015274.2, h1SMcT0015274.4
OG0008516	T265_00644, T265_07121, T265_04484, T265_10784, T265_04967, T265_07047, T265_09849, T265_05202	h1SMcT0004487.1
OG0008518	T265_14568	h1SMcT0001966.1
OG0008531	T265_05623	h1SMcT0002486.1
OG0008537	T265_04031	h1SMcT0008151.1, h1SMcT0008151.2
OG0008539	T265_07009	h1SMcT0016373.1
OG0008636	T265_09284	h1SMcT0002114.1
OG0008637	T265_05254, T265_11241	h1SMcT0013127.6, h1SMcT0013127.3, h1SMcT0013127.4, h1SMcT0013127.5, h1SMcT0013127.1, h1SMcT0013127.2
OG0008638	T265_02071	h1SMcT0010134.1
OG0008641	T265_14871	h1SMcT0013508.1
OG0008642	T265_15926	h1SMcT0019207.1, h1SMcT0020315.1
OG0008643	T265_02932	h1SMcT0023132.1, h1SMcT0023132.2, h1SMcT0023132.3, h1SMcT0023132.4, h1SMcT0023132.5, h1SMcT0023132.6
OG0008644	T265_09802, T265_09803	h1SMcT0001599.1
OG0008646	T265_13950	h1SMcT0005808.8, h1SMcT0005808.9
OG0008648	T265_04928	h1SMcT0004240.1, h1SMcT0004240.2, h1SMcT0004240.4, h1SMcT0004240.5, h1SMcT0004240.3
OG0008651	T265_01310	h1SMcT0012567.1, h1SMcT0021520.1, h1SMcT0005963.1, h1SMcT0005963.2, h1SMcT0008625.1, h1SMcT0014593.1
OG0008658	T265_07628	h1SMcT0004129.1
OG0008664	T265_10432	h1SMcT0018112.1, h1SMcT0018114.1, h1SMcT0018114.2
OG0008665	T265_11545	h1SMcT0015939.1, h1SMcT0015939.2, h1SMcT0020001.5, h1SMcT0020001.4, h1SMcT0020001.3
OG0008750	T265_11154, T265_04422, T265_06463, T265_10577	h1SMcT0001625.1, h1SMcT0001625.2, h1SMcT0001625.3
OG0008751	T265_14044, T265_14045, T265_06497	h1SMcT0008537.1, h1SMcT0007586.1, h1SMcT0007586.2
OG0008755	T265_07468	h1SMcT0020203.1, h1SMcT0020203.2
OG0008759	T265_04873	h1SMcT0015282.1, h1SMcT0015282.2
OG0008760	T265_13374	h1SMcT0014308.1, h1SMcT0014308.2, h1SMcT0014308.3
OG0008761	T265_15796	h1SMcT0017570.1
OG0008763	T265_02329	h1SMcT0005863.1, h1SMcT0002434.1, h1SMcT0016511.1, h1SMcT0016513.1
OG0008764	T265_00554	h1SMcT0004122.1, h1SMcT0004122.2, h1SMcT0004122.3
OG0008765	T265_08977, T265_07050, T265_08867, T265_13969	h1SMcT0018687.1
OG0008766	T265_00156	h1SMcT0018410.2, h1SMcT0018410.1, h1SMcT0018410.3, h1SMcT0018410.4
OG0008767	T265_10350	h1SMcT0015480.1
OG0008769	T265_05176, T265_12732	h1SMcT0000239.4, h1SMcT0000239.1, h1SMcT0000239.2, h1SMcT0000239.3
OG0008771	T265_00775, T265_04876, T265_06914, T265_10899	h1SMcT0011661.1, h1SMcT0011661.2
OG0008776	T265_06491	h1SMcT0003585.1
OG0008780	T265_08833	h1SMcT0015765.3, h1SMcT0015765.4, h1SMcT0015765.5, h1SMcT0015765.1, h1SMcT0015765.2
OG0008781	T265_11921	h1SMcT0013256.4, h1SMcT0013256.3, h1SMcT0013256.5, h1SMcT0013256.1, h1SMcT0013256.2
OG0008783	T265_05863, T265_16137	h1SMcT0006114.4, h1SMcT0006114.1, h1SMcT0006114.3, h1SMcT0006114.2
OG0008784	T265_06856	h1SMcT0015825.1
OG0008787	T265_08169	h1SMcT0018483.5, h1SMcT0018483.1, h1SMcT0018483.4, h1SMcT0018483.6, h1SMcT0018483.2, h1SMcT0018483.3
OG0008789	T265_14880, T265_09539	h1SMcT0020275.1, h1SMcT0020275.2, h1SMcT0020275.4, h1SMcT0020275.3, h1SMcT0020275.5
OG0008792	T265_12498, T265_05453, T265_15363, T265_06151, T265_11070	h1SMcT0015561.1, h1SMcT0015561.2
OG0008801	T265_02772	h1SMcT0001763.1, h1SMcT0009592.1, h1SMcT0009592.2, h1SMcT0009592.3
OG0008912	T265_13896	h1SMcT0022061.1, h1SMcT0022061.2, h1SMcT0022061.3
OG0008913	T265_07547	h1SMcT0016455.3, h1SMcT0016455.4, h1SMcT0016455.2, h1SMcT0016455.1, h1SMcT0016455.5
OG0008915	T265_13147	h1SMcT0009275.1
OG0008918	T265_01991, T265_15991, T265_01990	h1SMcT0018271.1, h1SMcT0018272.1
OG0008920	T265_09081	h1SMcT0014396.1, h1SMcT0006038.1
OG0008922	T265_02719, T265_13072	h1SMcT0015499.1
OG0008923	T265_04187, T265_15904	h1SMcT0013856.1
OG0008925	T265_10610	h1SMcT0019103.1, h1SMcT0019103.2
OG0008926	T265_05480	h1SMcT0016179.3, h1SMcT0016179.1, h1SMcT0016179.2
OG0008929	T265_05126, T265_00670, T265_07855, T265_11636	h1SMcT0007081.1
OG0008931	T265_01409	h1SMcT0006177.1, h1SMcT0006177.2, h1SMcT0015468.1
OG0008932	T265_14926	h1SMcT0006315.1, h1SMcT0006315.2, h1SMcT0006315.3
OG0008934	T265_14795, T265_09234, T265_09235	h1SMcT0007551.1
OG0008935	T265_11129, T265_04738, T265_04852	h1SMcT0014085.1, h1SMcT0014085.2
OG0008937	T265_10454	h1SMcT0012484.3, h1SMcT0012484.1, h1SMcT0012484.2
OG0008939	T265_08621	h1SMcT0002584.1, h1SMcT0011954.1, h1SMcT0013796.1, h1SMcT0012828.1, h1SMcT0015456.1
OG0008943	T265_03891	h1SMcT0021955.1, h1SMcT0021955.2
OG0008944	T265_10959	h1SMcT0005957.1, h1SMcT0005957.2, h1SMcT0005957.3
OG0008945	T265_04721	h1SMcT0021899.1, h1SMcT0021898.3, h1SMcT0021899.2
OG0008946	T265_01546	h1SMcT0019972.1
OG0008953	T265_13619	h1SMcT0010157.1
OG0008956	T265_07739	h1SMcT0010894.1
OG0008961	T265_09592	h1SMcT0022265.1, h1SMcT0022265.2, h1SMcT0022265.3, h1SMcT0022265.4
OG0008963	T265_14983	h1SMcT0011657.1
OG0008966	T265_10645	h1SMcT0003006.1, h1SMcT0005165.1, h1SMcT0004087.1, h1SMcT0004089.1
OG0008968	T265_03573	h1SMcT0008093.2, h1SMcT0008093.1, h1SMcT0008093.3
OG0008983	T265_02806, T265_05449, T265_02676, T265_08030	h1SMcT0003214.4
OG0009098	T265_01263	h1SMcT0013151.1, h1SMcT0013151.2
OG0009102	T265_00715	h1SMcT0011455.1, h1SMcT0022760.1
OG0009103	T265_16199, T265_06081, T265_06080	h1SMcT0000298.1
OG0009107	T265_00159	h1SMcT0000362.1, h1SMcT0021624.1
OG0009116	T265_02976	h1SMcT0009722.1
OG0009118	T265_09409	h1SMcT0000039.1, h1SMcT0000039.2
OG0009124	T265_03831	h1SMcT0017098.1, h1SMcT0017098.2
OG0009127	T265_13285, T265_03578, T265_03579	h1SMcT0021829.1, h1SMcT0021829.2
OG0009135	T265_08568	h1SMcT0018873.1, h1SMcT0020838.1
OG0009136	T265_04276	h1SMcT0022626.1, h1SMcT0022626.2
OG0009140	T265_11992	h1SMcT0011778.1, h1SMcT0022004.1, h1SMcT0022004.2
OG0009143	T265_01742	h1SMcT0010467.1
OG0009145	T265_00857	h1SMcT0022248.1
OG0009146	T265_02284	h1SMcT0020488.1, h1SMcT0009949.1, h1SMcT0009950.1
OG0009147	T265_04280	h1SMcT0000561.1, h1SMcT0000801.1, h1SMcT0000801.2
OG0009148	T265_07579	h1SMcT0014029.1
OG0009155	T265_04883	h1SMcT0019690.1, h1SMcT0019690.2
OG0009156	T265_03453, T265_14221	h1SMcT0000338.1, h1SMcT0000338.2
OG0009157	T265_01445	h1SMcT0021842.2, h1SMcT0021842.3, h1SMcT0021842.6, h1SMcT0021842.7
OG0009158	T265_11708	h1SMcT0000768.1, h1SMcT0018046.1
OG0009159	T265_09090, T265_09569	h1SMcT0001297.2, h1SMcT0001297.1, h1SMcT0001297.3
OG0009162	T265_02927	h1SMcT0000934.1, h1SMcT0000934.2
OG0009164	T265_15922	h1SMcT0005348.1
OG0009165	T265_16257	h1SMcT0017658.1
OG0009166	T265_11655	h1SMcT0010442.1
OG0009172	T265_13702	h1SMcT0011190.1
OG0009173	T265_06748	h1SMcT0007148.1, h1SMcT0007148.2
OG0009177	T265_09496	h1SMcT0020416.1, h1SMcT0020416.2
OG0009178	T265_03348, T265_03349	h1SMcT0013838.2, h1SMcT0013838.1, h1SMcT0013838.3
OG0009182	T265_11202	h1SMcT0011858.1, h1SMcT0003730.1, h1SMcT0003730.2
OG0009205	T265_02055	h1SMcT0008104.1
OG0009214	T265_12427, T265_05551, T265_05272, T265_10570, T265_03395	h1SMcT0011696.1, h1SMcT0011696.2
OG0009217	T265_03956	h1SMcT0006343.1, h1SMcT0006343.2
OG0009222	T265_08669	h1SMcT0011153.2, h1SMcT0011153.6, h1SMcT0011153.5, h1SMcT0011153.3, h1SMcT0011153.1, h1SMcT0011153.4
OG0009224	T265_10652, T265_10534, T265_14144	h1SMcT0010177.6
OG0009411	T265_00962	h1SMcT0020316.1
OG0009415	T265_13547, T265_04609, T265_08749	h1SMcT0002146.1
OG0009417	T265_01992	h1SMcT0011952.1, h1SMcT0011952.2
OG0009418	T265_10810	h1SMcT0004131.1, h1SMcT0012329.1
OG0009421	T265_01082	h1SMcT0013298.1
OG0009422	T265_15446	h1SMcT0014731.1, h1SMcT0014731.2, h1SMcT0014731.3
OG0009426	T265_03004	h1SMcT0013605.1
OG0009427	T265_05735	h1SMcT0010481.1
OG0009428	T265_06576, T265_13263, T265_05244	h1SMcT0012808.1
OG0009433	T265_07469	h1SMcT0003121.1, h1SMcT0019774.1
OG0009434	T265_10384	h1SMcT0022276.1
OG0009438	T265_11895	h1SMcT0021111.1, h1SMcT0021106.1, h1SMcT0021106.2
OG0009442	T265_05470	h1SMcT0017624.1, h1SMcT0017625.1
OG0009444	T265_03476	h1SMcT0020196.1, h1SMcT0020196.2, h1SMcT0020196.3
OG0009447	T265_01149	h1SMcT0022510.1
OG0009449	T265_09810	h1SMcT0006595.1, h1SMcT0006595.2
OG0009458	T265_07544	h1SMcT0013966.1
OG0009459	T265_14068	h1SMcT0001721.1, h1SMcT0001721.2
OG0009460	T265_05788	h1SMcT0000753.1
OG0009464	T265_03586	h1SMcT0003033.1
OG0009465	T265_03585	h1SMcT0015685.1, h1SMcT0020601.1
OG0009467	T265_00290	h1SMcT0020015.1, h1SMcT0020015.2
OG0009469	T265_11637	h1SMcT0018253.1, h1SMcT0018253.2
OG0009470	T265_05900	h1SMcT0019488.3, h1SMcT0019488.2, h1SMcT0019488.1
OG0009474	T265_00310	h1SMcT0017700.1
OG0009478	T265_09621	h1SMcT0008458.1, h1SMcT0011571.1
OG0009479	T265_13014, T265_15741	h1SMcT0022503.1
OG0009481	T265_13985	h1SMcT0007371.1
OG0009484	T265_14714	h1SMcT0015292.1, h1SMcT0015292.2
OG0009487	T265_08177	h1SMcT0013776.1, h1SMcT0013776.2
OG0009488	T265_02012	h1SMcT0006072.1, h1SMcT0006479.1, h1SMcT0006485.1
OG0009489	T265_15290	h1SMcT0009834.1, h1SMcT0017347.1
OG0009490	T265_06312	h1SMcT0008259.1
OG0009492	T265_00483, T265_03130	h1SMcT0021598.1
OG0009493	T265_14995	h1SMcT0001087.1
OG0009494	T265_15078, T265_15880	h1SMcT0019937.1
OG0009498	T265_11467	h1SMcT0016374.1
OG0009499	T265_06983	h1SMcT0002862.1
OG0009503	T265_14308	h1SMcT0012486.1, h1SMcT0012486.2
OG0009504	T265_15491	h1SMcT0021124.1, h1SMcT0021124.2
OG0009505	T265_06831	h1SMcT0021457.1, h1SMcT0022663.1
OG0009506	T265_12468	h1SMcT0021990.1
OG0009507	T265_07060	h1SMcT0016367.1
OG0009509	T265_01709	h1SMcT0012276.1, h1SMcT0012276.2
OG0009510	T265_02436	h1SMcT0017691.1
OG0009511	T265_12475	h1SMcT0021031.1, h1SMcT0021031.2
OG0009513	T265_13984	h1SMcT0016504.1, h1SMcT0008965.1, h1SMcT0008968.1
OG0009514	T265_02600, T265_02598	h1SMcT0000416.1, h1SMcT0022130.1
OG0009515	T265_06823	h1SMcT0022094.1, h1SMcT0022094.2
OG0009516	T265_03377	h1SMcT0009708.1, h1SMcT0013002.1
OG0009519	T265_10862	h1SMcT0005571.1, h1SMcT0005571.2
OG0009522	T265_14518	h1SMcT0015254.1
OG0009524	T265_04561, T265_04560	h1SMcT0001287.1, h1SMcT0004973.1
OG0009525	T265_05933	h1SMcT0000163.1, h1SMcT0000163.2
OG0009526	T265_05947	h1SMcT0000954.1, h1SMcT0000954.2
OG0009527	T265_10985	h1SMcT0018307.1
OG0009534	T265_10993	h1SMcT0004631.1, h1SMcT0018767.1
OG0009535	T265_01690	h1SMcT0020904.1, h1SMcT0021359.1
OG0009536	T265_13229	h1SMcT0018719.1, h1SMcT0018720.1
OG0009538	T265_12446	h1SMcT0007679.1, h1SMcT0009972.1
OG0009542	T265_15070	h1SMcT0004848.1
OG0009562	T265_08249	h1SMcT0001054.2
OG0009581	T265_02595	h1SMcT0018035.5, h1SMcT0018035.3, h1SMcT0018035.1, h1SMcT0018035.2, h1SMcT0018035.4
OG0009582	T265_03344	h1SMcT0010596.1, h1SMcT0010557.2, h1SMcT0010557.3, h1SMcT0010557.6, h1SMcT0010557.4
OG0009585	T265_05179	h1SMcT0014170.5, h1SMcT0014170.2, h1SMcT0014170.1, h1SMcT0014170.3, h1SMcT0014170.4
OG0009590	T265_12503	h1SMcT0012834.1
OG0009836	T265_05499	h1SMcT0013054.1, h1SMcT0013054.2
OG0009843	T265_10474	h1SMcT0004060.1, h1SMcT0004060.2
OG0009846	T265_03500	h1SMcT0014819.1
OG0009847	T265_01957	h1SMcT0010588.1
OG0009848	T265_07002	h1SMcT0006434.1
OG0009850	T265_06766	h1SMcT0019297.1
OG0009851	T265_01993	h1SMcT0002629.1, h1SMcT0002629.2
OG0009852	T265_08466	h1SMcT0020842.1
OG0009853	T265_06758	h1SMcT0006906.1
OG0009854	T265_16128	h1SMcT0014583.1
OG0009860	T265_09834	h1SMcT0003560.1
OG0009861	T265_11352	h1SMcT0009129.1
OG0009862	T265_10075	h1SMcT0020426.1
OG0009867	T265_00548	h1SMcT0019785.1, h1SMcT0000171.1
OG0009868	T265_04700	h1SMcT0002877.1
OG0009877	T265_02759	h1SMcT0006510.1
OG0009882	T265_00742	h1SMcT0012002.1
OG0009883	T265_02717	h1SMcT0017542.1
OG0009886	T265_04557	h1SMcT0001952.1
OG0009887	T265_11033	h1SMcT0019425.1
OG0009894	T265_12942	h1SMcT0011692.1
OG0009895	T265_02293	h1SMcT0003231.1
OG0009896	T265_00018	h1SMcT0003901.1
OG0009899	T265_11464	h1SMcT0019676.1, h1SMcT0019676.2
OG0009901	T265_00697	h1SMcT0020622.1, h1SMcT0020622.2
OG0009907	T265_14384	h1SMcT0002068.1
OG0009908	T265_14385	h1SMcT0005308.1, h1SMcT0011716.1
OG0009916	T265_00142	h1SMcT0013479.1
OG0009920	T265_11598	h1SMcT0001806.1, h1SMcT0001806.2
OG0009921	T265_06957	h1SMcT0005073.1
OG0009924	T265_10438	h1SMcT0013404.1
OG0009933	T265_14684	h1SMcT0000438.2, h1SMcT0004148.2
OG0009936	T265_10584	h1SMcT0014916.1
OG0009940	T265_04210	h1SMcT0005640.1
OG0009942	T265_10769	h1SMcT0009286.1
OG0009943	T265_02164	h1SMcT0004901.1
OG0009948	T265_12506	h1SMcT0012612.1
OG0009949	T265_03776	h1SMcT0007681.1
OG0009951	T265_12512	h1SMcT0016237.1, h1SMcT0016237.2
OG0009952	T265_04966	h1SMcT0012305.1, h1SMcT0012305.2
OG0009962	T265_10608	h1SMcT0009537.1
OG0009965	T265_12739	h1SMcT0016578.1
OG0009968	T265_08824	h1SMcT0004820.1
OG0009969	T265_00116	h1SMcT0001260.1
OG0009971	T265_09525	h1SMcT0006727.1, h1SMcT0006727.2
OG0009973	T265_07454	h1SMcT0009194.1, h1SMcT0009617.1
OG0009974	T265_12051	h1SMcT0014751.1, h1SMcT0014751.2
OG0009977	T265_00070	h1SMcT0022334.1
OG0009979	T265_06073	h1SMcT0000843.1
OG0009982	T265_12080	h1SMcT0017751.1
OG0009983	T265_02529	h1SMcT0001729.1, h1SMcT0001729.2
OG0009986	T265_11861	h1SMcT0017183.1
OG0009989	T265_01685, T265_13959	h1SMcT0002621.1
OG0009995	T265_07399	h1SMcT0021547.1
OG0009996	T265_11291, T265_13826	h1SMcT0015072.1
OG0009998	T265_03649	h1SMcT0010136.1
OG0009999	T265_11743	h1SMcT0015744.1
OG0010000	T265_07865	h1SMcT0001294.1
OG0010002	T265_06152	h1SMcT0013194.1, h1SMcT0013194.2
OG0010003	T265_00748	h1SMcT0004139.1
OG0010007	T265_11041	h1SMcT0011010.1
OG0010009	T265_13657	h1SMcT0000397.1, h1SMcT0010348.1
OG0010017	T265_09416	h1SMcT0010954.1
OG0010019	T265_14548	h1SMcT0021357.1
OG0010043	T265_12989	h1SMcT0006789.1
OG0010066	T265_12505	h1SMcT0013660.2, h1SMcT0013660.4, h1SMcT0013660.1, h1SMcT0013660.3
