Orthogroup	opisthorchis_viverrini	s.mekongi
OG0006801	T265_10225	KAK4475296.1, KAK4475297.1
OG0006802	T265_07255	KAK4475299.1
OG0006803	T265_07295	KAK4470435.1
OG0006804	T265_15818	KAK4468136.1
OG0006807	T265_02809, T265_06602	KAK4472177.1
OG0006808	T265_05692	KAK4472926.1
OG0006811	T265_12705	KAK4468059.1
OG0006813	T265_00110	KAK4472586.1
OG0006816	T265_01883	KAK4468426.1
OG0006817	T265_03708	KAK4472889.1
OG0006818	T265_04250	KAK4473298.1
OG0006819	T265_11336	KAK4475233.1
OG0006820	T265_11375	KAK4470517.1
OG0006821	T265_13587	KAK4473826.1
OG0006851	T265_04193	KAK4471644.1
OG0006853	T265_05500	KAK4475238.1
OG0006854	T265_03608	KAK4469294.1
OG0006856	T265_16309	KAK4472309.1
OG0006859	T265_05116	KAK4474555.1
OG0006860	T265_11734	KAK4474762.1
OG0006861	T265_13231	KAK4469527.1
OG0006864	T265_00461	KAK4469600.1
OG0006865	T265_11837	KAK4473202.1
OG0006866	T265_00716	KAK4472387.1
OG0006867	T265_04312	KAK4468804.1
OG0006868	T265_13505	KAK4476218.1
OG0006870	T265_01915	KAK4472426.1
OG0006871	T265_15166	KAK4468791.1
OG0006872	T265_00059	KAK4469605.1
OG0006873	T265_03060	KAK4476052.1
OG0006874	T265_06195	KAK4474904.1
OG0006875	T265_10107	KAK4471253.1
OG0006877	T265_00054	KAK4469584.1
OG0006878	T265_04650	KAK4468287.1
OG0006879	T265_10539	KAK4471091.1
OG0006880	T265_07814	KAK4468091.1
OG0006881	T265_10807	KAK4468552.1
OG0006883	T265_07476	KAK4472975.1
OG0006884	T265_10639	KAK4470188.1
OG0006887	T265_03261	KAK4473277.1
OG0006888	T265_14329	KAK4473901.1
OG0006889	T265_03887	KAK4468586.1
OG0006890	T265_07357	KAK4468439.1
OG0006892	T265_15484	KAK4471424.1
OG0006893	T265_12782	KAK4472905.1
OG0006894	T265_11279	KAK4467667.1
OG0006895	T265_06867	KAK4472307.1
OG0006896	T265_06123	KAK4472692.1
OG0006897	T265_02572	KAK4473720.1
OG0006899	T265_10826	KAK4472678.1
OG0006900	T265_11072	KAK4467697.1
OG0006902	T265_07704	KAK4475628.1
OG0006903	T265_02091	KAK4474604.1
OG0006904	T265_00478	KAK4469546.1
OG0006905	T265_05648	KAK4467829.1
OG0006906	T265_06776	KAK4469968.1, KAK4469967.1
OG0006907	T265_05472	KAK4469840.1
OG0006908	T265_15471	KAK4472877.1
OG0006909	T265_13530	KAK4476197.1
OG0006911	T265_01351	KAK4469511.1
OG0006912	T265_03021	KAK4474520.1
OG0006913	T265_13251	KAK4475134.1
OG0006914	T265_07635	KAK4469168.1
OG0006915	T265_06054	KAK4472572.1
OG0006916	T265_11420	KAK4467921.1
OG0006917	T265_00954	KAK4474335.1
OG0006918	T265_02805	KAK4474200.1
OG0006920	T265_04233	KAK4472955.1
OG0006921	T265_01451	KAK4471963.1
OG0006922	T265_11866	KAK4474668.1
OG0006923	T265_10133	KAK4467689.1
OG0006924	T265_01985	KAK4470947.1
OG0006925	T265_09437	KAK4469414.1
OG0006927	T265_02694	KAK4469516.1
OG0006928	T265_09545	KAK4474774.1, KAK4474775.1
OG0006929	T265_02238, T265_02239	KAK4468265.1
OG0006930	T265_09001	KAK4475769.1
OG0006931	T265_14441	KAK4476300.1
OG0006932	T265_11936	KAK4474580.1
OG0006933	T265_00358	KAK4469484.1
OG0006934	T265_08104	KAK4473468.1
OG0006935	T265_12752	KAK4470119.1
OG0006936	T265_09992	KAK4473967.1
OG0006937	T265_02852	KAK4469857.1
OG0006938	T265_02641	KAK4468523.1
OG0006939	T265_04096	KAK4473444.1
OG0006940	T265_09062	KAK4474574.1
OG0006941	T265_14242	KAK4475135.1
OG0006942	T265_04946	KAK4474911.1
OG0006943	T265_10286	KAK4468147.1
OG0006944	T265_14972	KAK4470211.1
OG0006946	T265_08530	KAK4474469.1
OG0006948	T265_13602	KAK4474191.1
OG0006949	T265_06120	KAK4470308.1
OG0006950	T265_14502	KAK4470537.1
OG0006951	T265_05506	KAK4475344.1
OG0006952	T265_15597	KAK4473140.1
OG0006953	T265_12564	KAK4472031.1
OG0006954	T265_12955	KAK4469496.1
OG0006956	T265_14691	KAK4471828.1
OG0006957	T265_10694	KAK4470225.1
OG0006958	T265_02049	KAK4471478.1
OG0006959	T265_10804	KAK4468817.1
OG0006960	T265_02982	KAK4474157.1
OG0006962	T265_05932	KAK4469935.1
OG0006963	T265_14844	KAK4469291.1
OG0006964	T265_08937	KAK4471749.1
OG0006965	T265_08989	KAK4474107.1
OG0006966	T265_02533	KAK4471986.1
OG0006967	T265_04778	KAK4468651.1
OG0006968	T265_04728	KAK4473904.1
OG0006969	T265_12516	KAK4470231.1
OG0006970	T265_00339	KAK4470230.1
OG0006971	T265_06978	KAK4470060.1
OG0006972	T265_02545	KAK4471938.1
OG0006974	T265_06012	KAK4468313.1
OG0006975	T265_06684	KAK4475509.1
OG0006976	T265_13703	KAK4471635.1
OG0006977	T265_06254	KAK4472520.1
OG0006978	T265_06003	KAK4473341.1
OG0006979	T265_15110	KAK4471369.1
OG0006982	T265_00137	KAK4469973.1
OG0006983	T265_07247	KAK4475251.1
OG0006984	T265_00095	KAK4469149.1
OG0006985	T265_04089	KAK4473604.1
OG0006986	T265_06305	KAK4475609.1
OG0006987	T265_01944	KAK4470750.1
OG0006988	T265_01942	KAK4470751.1
OG0006989	T265_08221	KAK4470609.1
OG0006990	T265_01798	KAK4475163.1
OG0006991	T265_13293	KAK4468248.1
OG0006992	T265_03445	KAK4475488.1
OG0006993	T265_14598	KAK4474890.1
OG0006994	T265_14027	KAK4467378.1, KAK4475806.1
OG0006996	T265_07838	KAK4475586.1
OG0006997	T265_03784	KAK4468875.1
OG0006998	T265_05829	KAK4470675.1
OG0006999	T265_00467	KAK4469471.1
OG0007000	T265_09618	KAK4468212.1
OG0007002	T265_13608	KAK4467622.1
OG0007003	T265_09312	KAK4476048.1
OG0007005	T265_12553	KAK4469482.1
OG0007006	T265_14425	KAK4467916.1
OG0007009	T265_09606	KAK4468420.1
OG0007010	T265_14018	KAK4475416.1
OG0007011	T265_02707	KAK4469398.1
OG0007012	T265_13116	KAK4469608.1
OG0007014	T265_01589	KAK4474429.1
OG0007015	T265_01736	KAK4470972.1
OG0007017	T265_11541	KAK4469427.1
OG0007020	T265_12742	KAK4469741.1
OG0007021	T265_07285	KAK4469549.1
OG0007022	T265_10105	KAK4471953.1
OG0007024	T265_15203	KAK4468223.1
OG0007025	T265_07349	KAK4468414.1
OG0007027	T265_09943	KAK4476047.1
OG0007029	T265_03667	KAK4475124.1
OG0007030	T265_07191, T265_07190	KAK4470121.1
OG0007031	T265_11841	KAK4473912.1
OG0007032	T265_07667	KAK4470920.1
OG0007033	T265_07666	KAK4470921.1
OG0007034	T265_07663	KAK4470922.1
OG0007035	T265_12452	KAK4470330.1
OG0007036	T265_11173	KAK4468275.1, KAK4468276.1
OG0007037	T265_03926	KAK4471853.1
OG0007038	T265_01371	KAK4473907.1
OG0007039	T265_03610	KAK4469701.1
OG0007040	T265_04058	KAK4470266.1
OG0007041	T265_06247	KAK4472438.1
OG0007042	T265_03246	KAK4473046.1
OG0007043	T265_09179	KAK4468872.1
OG0007044	T265_10044	KAK4474442.1
OG0007046	T265_14520	KAK4468132.1
OG0007047	T265_05862	KAK4471138.1
OG0007049	T265_05109, T265_05744	KAK4473797.1
OG0007050	T265_06288	KAK4476274.1
OG0007051	T265_07764	KAK4474610.1
OG0007053	T265_08719	KAK4474045.1
OG0007054	T265_07732	KAK4468776.1
OG0007055	T265_09154	KAK4470440.1
OG0007056	T265_05999	KAK4473329.1
OG0007057	T265_03345	KAK4471331.1
OG0007058	T265_13018	KAK4475219.1
OG0007059	T265_00376	KAK4469785.1
OG0007061	T265_04829	KAK4467891.1
OG0007062	T265_01080	KAK4473335.1
OG0007064	T265_05766	KAK4468871.1
OG0007065	T265_00953	KAK4475794.1
OG0007066	T265_08571	KAK4473685.1
OG0007067	T265_06544	KAK4468095.1
OG0007068	T265_12898, T265_11246	KAK4470834.1
OG0007069	T265_00550, T265_00551	KAK4474074.1
OG0007070	T265_12510	KAK4469489.1
OG0007072	T265_04896	KAK4474106.1
OG0007073	T265_00813	KAK4470884.1
OG0007074	T265_15487	KAK4470520.1
OG0007075	T265_07989	KAK4475146.1
OG0007076	T265_15038	KAK4472582.1
OG0007077	T265_00533	KAK4471233.1
OG0007078	T265_08600	KAK4469659.1
OG0007079	T265_03240	KAK4473378.1
OG0007080	T265_10816	KAK4475216.1
OG0007081	T265_14231	KAK4469684.1
OG0007082	T265_04328	KAK4468735.1
OG0007083	T265_10687	KAK4470849.1
OG0007085	T265_04904	KAK4473784.1
OG0007087	T265_07785	KAK4471364.1
OG0007090	T265_06364	KAK4474878.1
OG0007092	T265_14165	KAK4474789.1
OG0007094	T265_12970	KAK4469281.1
OG0007097	T265_02682	KAK4469864.1
OG0007098	T265_03980	KAK4470720.1
OG0007099	T265_11083	KAK4468196.1
OG0007101	T265_04498	KAK4474149.1
OG0007103	T265_00543	KAK4471704.1
OG0007104	T265_11729	KAK4471640.1
OG0007105	T265_03136	KAK4471485.1
OG0007106	T265_11550	KAK4470221.1
OG0007107	T265_08878	KAK4471532.1
OG0007112	T265_01844	KAK4468111.1
OG0007113	T265_04604	KAK4467871.1
OG0007114	T265_04757	KAK4468762.1
OG0007115	T265_07425	KAK4469749.1
OG0007116	T265_08883	KAK4471829.1
OG0007117	T265_10162	KAK4475449.1, KAK4475450.1
OG0007118	T265_13074	KAK4467746.1
OG0007149	T265_05281	KAK4469964.1
OG0007150	T265_04577	KAK4467554.1
OG0007153	T265_02261	KAK4475128.1
OG0007155	T265_06709	KAK4471162.1
OG0007156	T265_08863	KAK4472563.1
OG0007157	T265_00824	KAK4470617.1
OG0007158	T265_05761	KAK4468505.1
OG0007160	T265_13481	KAK4472375.1
OG0007161	T265_09832	KAK4470071.1
OG0007162	T265_14557	KAK4475203.1, KAK4475204.1
OG0007163	T265_05022	KAK4473337.1
OG0007164	T265_05725	KAK4470362.1
OG0007165	T265_12888	KAK4473887.1
OG0007166	T265_05773	KAK4468912.1
OG0007167	T265_04152	KAK4473771.1
OG0007168	T265_15062	KAK4472043.1
OG0007171	T265_12441	KAK4469883.1
OG0007172	T265_15713	KAK4472822.1
OG0007174	T265_03572	KAK4469691.1
OG0007176	T265_09466	KAK4468107.1
OG0007177	T265_08068	KAK4473519.1
OG0007178	T265_00637	KAK4471904.1
OG0007179	T265_14173	KAK4473008.1
OG0007180	T265_10346	KAK4476088.1
OG0007181	T265_13478	KAK4468538.1
OG0007182	T265_04384	KAK4475269.1
OG0007184	T265_05750	KAK4468500.1
OG0007186	T265_05727	KAK4470363.1
OG0007187	T265_09224	KAK4470055.1
OG0007188	T265_04191	KAK4471503.1
OG0007189	T265_01579	KAK4471469.1
OG0007191	T265_04664	KAK4468272.1
OG0007193	T265_01765, T265_12272	KAK4469912.1
OG0007194	T265_09310	KAK4468785.1
OG0007195	T265_05776	KAK4468837.1
OG0007196	T265_00986	KAK4474611.1
OG0007197	T265_14654	KAK4468546.1
OG0007198	T265_14536	KAK4472470.1
OG0007199	T265_05694	KAK4473016.1
OG0007200	T265_01598	KAK4475989.1
OG0007201	T265_09750	KAK4468645.1
OG0007202	T265_05903	KAK4470563.1
OG0007203	T265_08004	KAK4475604.1
OG0007205	T265_00395	KAK4468919.1
OG0007206	T265_13211	KAK4470600.1
OG0007207	T265_00381	KAK4469275.1
OG0007208	T265_02790	KAK4470856.1
OG0007209	T265_16207	KAK4467629.1
OG0007210	T265_12116	KAK4468928.1
OG0007212	T265_05154	KAK4471611.1
OG0007213	T265_13697	KAK4471610.1
OG0007214	T265_15405	KAK4470911.1
OG0007215	T265_12481	KAK4474475.1
OG0007216	T265_13250	KAK4475133.1
OG0007217	T265_10000	KAK4473557.1
OG0007220	T265_08851	KAK4474096.1
OG0007222	T265_05562	KAK4476001.1
OG0007223	T265_01427	KAK4471755.1
OG0007226	T265_13579	KAK4472643.1
OG0007228	T265_00447	KAK4470991.1
OG0007229	T265_08479	KAK4470338.1
OG0007230	T265_03041	KAK4476291.1
OG0007232	T265_15847, T265_15567	KAK4474430.1
OG0007233	T265_04602	KAK4467872.1
OG0007234	T265_11482	KAK4471860.1
OG0007236	T265_06291	KAK4475627.1
OG0007237	T265_14971	KAK4470692.1
OG0007238	T265_10292	KAK4472923.1
OG0007239	T265_05908	KAK4470790.1
OG0007240	T265_00429	KAK4470142.1
OG0007242	T265_01487	KAK4473549.1
OG0007244	T265_14474	KAK4470295.1
OG0007245	T265_01358	KAK4469510.1
OG0007246	T265_16196	KAK4469325.1
OG0007247	T265_04294	KAK4469725.1
OG0007248	T265_05026	KAK4473263.1, KAK4473264.1
OG0007250	T265_15036	KAK4473180.1
OG0007251	T265_11004	KAK4473969.1
OG0007254	T265_12952	KAK4470395.1
OG0007256	T265_05855, T265_12346	KAK4471321.1
OG0007257	T265_15493	KAK4469876.1
OG0007260	T265_04860	KAK4470773.1
OG0007263	T265_11430	KAK4476231.1
OG0007264	T265_04941	KAK4474477.1
OG0007265	T265_05604	KAK4472839.1
OG0007268	T265_14215	KAK4473589.1
OG0007269	T265_05536	KAK4474990.1
OG0007270	T265_11298	KAK4468359.1
OG0007271	T265_00237	KAK4476152.1
OG0007272	T265_08519	KAK4475739.1, KAK4475749.1
OG0007273	T265_15362	KAK4467441.1
OG0007274	T265_01767	KAK4469914.1
OG0007275	T265_04518	KAK4472477.1
OG0007277	T265_13133	KAK4469129.1
OG0007278	T265_13676	KAK4473514.1
OG0007280	T265_02788	KAK4470840.1
OG0007282	T265_09878	KAK4471231.1
OG0007283	T265_13103	KAK4469286.1
OG0007284	T265_09365	KAK4474320.1
OG0007285	T265_01509	KAK4473600.1
OG0007286	T265_13951	KAK4469042.1
OG0007287	T265_07184	KAK4471079.1
OG0007288	T265_12855	KAK4470908.1
OG0007290	T265_11607	KAK4474076.1
OG0007291	T265_13686	KAK4469169.1
OG0007295	T265_13500	KAK4474480.1
OG0007296	T265_08875	KAK4471731.1
OG0007297	T265_16010, T265_13435	KAK4468781.1
OG0007299	T265_03981	KAK4470891.1
OG0007300	T265_01038	KAK4473233.1
OG0007302	T265_06965	KAK4468023.1
OG0007303	T265_07698	KAK4468145.1
OG0007304	T265_08114	KAK4472449.1
OG0007306	T265_01724	KAK4470110.1
OG0007307	T265_08816	KAK4469200.1
OG0007308	T265_06111	KAK4471009.1
OG0007309	T265_03150	KAK4472022.1
OG0007311	T265_14148	KAK4474799.1
OG0007312	T265_09680	KAK4476237.1
OG0007313	T265_10686	KAK4470850.1
OG0007314	T265_02895	KAK4469960.1
OG0007316	T265_07031	KAK4472252.1
OG0007317	T265_14512	KAK4472313.1
OG0007319	T265_03866	KAK4469107.1
OG0007320	T265_10123	KAK4473684.1
OG0007322	T265_00608	KAK4471921.1
OG0007323	T265_07850	KAK4470318.1
OG0007326	T265_06757	KAK4470294.1
OG0007327	T265_03124	KAK4476308.1
OG0007330	T265_06718	KAK4472060.1
OG0007331	T265_05298	KAK4469735.1
OG0007332	T265_15382	KAK4474121.1
OG0007334	T265_09596	KAK4468469.1
OG0007335	T265_04559	KAK4474361.1
OG0007336	T265_15467	KAK4473960.1
OG0007338	T265_01823	KAK4471606.1
OG0007339	T265_00352, T265_12095	KAK4469141.1
OG0007340	T265_11151	KAK4475056.1, KAK4475057.1
OG0007341	T265_09233	KAK4475959.1
OG0007343	T265_07218	KAK4469455.1
OG0007345	T265_09850	KAK4470418.1
OG0007346	T265_07084	KAK4467932.1
OG0007347	T265_05564, T265_10483	KAK4474970.1
OG0007348	T265_08944	KAK4475542.1
OG0007349	T265_13121	KAK4475996.1
OG0007350	T265_11979	KAK4469320.1
OG0007351	T265_07712	KAK4474397.1
OG0007352	T265_10585, T265_15401	KAK4469778.1
OG0007355	T265_06884, T265_06886	KAK4476046.1
OG0007356	T265_10835	KAK4474900.1
OG0007357	T265_09934	KAK4475550.1
OG0007358	T265_00267	KAK4476114.1
OG0007359	T265_09178	KAK4468887.1
OG0007361	T265_03303	KAK4469105.1
OG0007362	T265_03860	KAK4469113.1
OG0007363	T265_12941, T265_16048	KAK4470899.1
OG0007364	T265_07980	KAK4473840.1
OG0007365	T265_14505	KAK4471097.1
OG0007366	T265_09286	KAK4471380.1
OG0007367	T265_08787	KAK4471950.1
OG0007369	T265_02066	KAK4467901.1
OG0007370	T265_04282	KAK4470287.1
OG0007371	T265_05219	KAK4467596.1
OG0007372	T265_07265	KAK4475650.1
OG0007373	T265_09553	KAK4468015.1
OG0007374	T265_14368	KAK4468497.1
OG0007414	T265_05549	KAK4474752.1
OG0007416	T265_00058	KAK4469831.1, KAK4469830.1
OG0007418	T265_05716	KAK4470409.1
OG0007420	T265_05540	KAK4475117.1
OG0007421	T265_04842	KAK4467843.1
OG0007423	T265_01439	KAK4474957.1
OG0007424	T265_01527	KAK4473477.1
OG0007425	T265_09438	KAK4469795.1
OG0007427	T265_03793	KAK4468539.1
OG0007428	T265_01609	KAK4475076.1
OG0007429	T265_08593	KAK4474328.1
OG0007430	T265_00022	KAK4469110.1
OG0007431	T265_03404	KAK4468279.1
OG0007432	T265_08085	KAK4469563.1
OG0007433	T265_01578	KAK4471470.1
OG0007434	T265_01580	KAK4471467.1
OG0007435	T265_03935	KAK4471216.1
OG0007436	T265_03494	KAK4473281.1
OG0007439	T265_13153	KAK4474936.1
OG0007440	T265_01686	KAK4468324.1
OG0007442	T265_03000	KAK4472726.1
OG0007445	T265_07623	KAK4474135.1
OG0007446	T265_07779	KAK4474671.1
OG0007447	T265_07752	KAK4467320.1
OG0007450	T265_09328	KAK4471634.1
OG0007451	T265_07759	KAK4474385.1
OG0007452	T265_05008	KAK4472271.1
OG0007453	T265_09967	KAK4470748.1
OG0007454	T265_04491	KAK4472525.1
OG0007455	T265_12299, T265_15198	KAK4471604.1
OG0007456	T265_00263	KAK4476137.1
OG0007458	T265_08853	KAK4474097.1
OG0007459	T265_08427	KAK4474423.1
OG0007460	T265_15360	KAK4469329.1
OG0007461	T265_00148	KAK4470764.1
OG0007464	T265_11096	KAK4473456.1
OG0007466	T265_10696	KAK4472734.1
OG0007467	T265_00304	KAK4469053.1
OG0007468	T265_00005	KAK4470816.1
OG0007470	T265_02162	KAK4470754.1
OG0007472	T265_11478	KAK4473791.1
OG0007473	T265_12709	KAK4472999.1
OG0007475	T265_10548	KAK4472289.1
OG0007476	T265_01254	KAK4470118.1
OG0007477	T265_00147	KAK4468966.1
OG0007480	T265_08020	KAK4468940.1
OG0007481	T265_12736	KAK4471770.1
OG0007482	T265_00568	KAK4469343.1
OG0007483	T265_08518	KAK4473805.1
OG0007484	T265_06734	KAK4471249.1
OG0007487	T265_03952	KAK4470555.1
OG0007488	T265_13843	KAK4469326.1
OG0007489	T265_08616	KAK4469775.1, KAK4469776.1
OG0007490	T265_09752	KAK4468796.1
OG0007492	T265_04963	KAK4467969.1
OG0007493	T265_13480	KAK4472832.1
OG0007494	T265_06958	KAK4475067.1
OG0007495	T265_01741	KAK4470512.1
OG0007496	T265_05621	KAK4471087.1
OG0007497	T265_04864	KAK4469984.1
OG0007499	T265_01988	KAK4469917.1
OG0007500	T265_01913	KAK4474182.1
OG0007501	T265_09168	KAK4469889.1
OG0007502	T265_09278	KAK4475423.1
OG0007503	T265_04881	KAK4469260.1
OG0007506	T265_09697	KAK4467814.1
OG0007507	T265_15566	KAK4472082.1
OG0007508	T265_13346	KAK4470929.1
OG0007509	T265_06813	KAK4475782.1
OG0007510	T265_03155	KAK4471394.1, KAK4471395.1
OG0007512	T265_02136	KAK4469547.1
OG0007513	T265_04520	KAK4472479.1
OG0007515	T265_05759	KAK4468878.1
OG0007516	T265_14930	KAK4473591.1
OG0007517	T265_10294	KAK4472921.1
OG0007518	T265_11838	KAK4472416.1
OG0007520	T265_13770	KAK4473099.1
OG0007521	T265_01068	KAK4472922.1
OG0007522	T265_10578	KAK4473561.1
OG0007523	T265_15276	KAK4474650.1
OG0007524	T265_02665	KAK4470369.1
OG0007525	T265_07486	KAK4471018.1
OG0007526	T265_01041	KAK4473235.1
OG0007527	T265_05464	KAK4470185.1
OG0007528	T265_04494	KAK4472816.1
OG0007529	T265_15100	KAK4474829.1
OG0007530	T265_15042	KAK4473869.1
OG0007533	T265_13512	KAK4474402.1
OG0007534	T265_11781	KAK4474776.1
OG0007538	T265_08043	KAK4474897.1
OG0007539	T265_11337	KAK4475505.1
OG0007540	T265_03787	KAK4468581.1
OG0007541	T265_07226	KAK4475933.1
OG0007543	T265_09504	KAK4474556.1
OG0007545	T265_10680	KAK4468088.1
OG0007546	T265_00115	KAK4469303.1
OG0007547	T265_03026	KAK4474447.1
OG0007549	T265_01923	KAK4472511.1
OG0007550	T265_01187	KAK4471360.1
OG0007551	T265_13850	KAK4471139.1
OG0007552	T265_03244	KAK4473047.1
OG0007553	T265_03651	KAK4475469.1
OG0007554	T265_10828	KAK4472798.1
OG0007555	T265_14513	KAK4472314.1
OG0007558	T265_00760	KAK4472318.1
OG0007559	T265_07495	KAK4472192.1
OG0007560	T265_08912	KAK4473621.1
OG0007561	T265_01086	KAK4473192.1
OG0007563	T265_04973	KAK4468365.1
OG0007565	T265_08702	KAK4473332.1
OG0007566	T265_04919	KAK4471545.1
OG0007569	T265_06479	KAK4474717.1
OG0007570	T265_04487	KAK4473305.1
OG0007573	T265_06717	KAK4472061.1
OG0007574	T265_05760	KAK4468506.1
OG0007575	T265_11915	KAK4470455.1
OG0007577	T265_02909	KAK4470957.1
OG0007578	T265_09598	KAK4468753.1
OG0007580	T265_11741	KAK4473430.1
OG0007582	T265_10222	KAK4475224.1
OG0007584	T265_06160	KAK4471506.1
OG0007588	T265_03714	KAK4473238.1
OG0007593	T265_06829	KAK4474692.1
OG0007596	T265_14631	KAK4469961.1
OG0007598	T265_07302	KAK4468629.1
OG0007600	T265_13681	KAK4469930.1
OG0007601	T265_12436	KAK4471016.1
OG0007602	T265_13370	KAK4470829.1
OG0007604	T265_13981	KAK4472521.1
OG0007605	T265_03816	KAK4474189.1
OG0007608	T265_01421	KAK4471197.1
OG0007610	T265_06108	KAK4470250.1
OG0007611	T265_00375, T265_03256	KAK4469888.1
OG0007613	T265_02941	KAK4469060.1
OG0007614	T265_03864	KAK4469106.1
OG0007615	T265_05056	KAK4473259.1
OG0007616	T265_10472	KAK4476108.1
OG0007617	T265_13060	KAK4469363.1
OG0007618	T265_15440	KAK4469210.1
OG0007667	T265_00397	KAK4468511.1
OG0007670	T265_04535	KAK4475851.1
OG0007673	T265_13845	KAK4468470.1
OG0007674	T265_01684	KAK4468042.1
OG0007675	T265_09106	KAK4472900.1
OG0007677	T265_09727	KAK4472434.1
OG0007681	T265_10188	KAK4467627.1
OG0007682	T265_00394	KAK4468921.1
OG0007683	T265_09908	KAK4469593.1
OG0007684	T265_12096	KAK4470656.1
OG0007685	T265_13737	KAK4475409.1
OG0007689	T265_14453	KAK4476309.1
OG0007690	T265_14895	KAK4468861.1
OG0007691	T265_14914	KAK4472094.1
OG0007692	T265_09070	KAK4474527.1
OG0007693	T265_05194	KAK4472649.1
OG0007695	T265_06350, T265_06352, T265_06351	KAK4473398.1
OG0007697	T265_04102	KAK4473628.1
OG0007698	T265_00350	KAK4469976.1
OG0007699	T265_14690	KAK4471553.1
OG0007700	T265_15318	KAK4475355.1
OG0007703	T265_02877	KAK4473855.1
OG0007705	T265_08204	KAK4471101.1
OG0007709	T265_06807	KAK4471588.1
OG0007710	T265_12965	KAK4475110.1
OG0007711	T265_14414	KAK4470553.1
OG0007712	T265_02780	KAK4470348.1
OG0007714	T265_06439	KAK4473675.1
OG0007715	T265_07580	KAK4472292.1
OG0007716	T265_10960	KAK4470833.1
OG0007717	T265_11110	KAK4468204.1
OG0007720	T265_10130	KAK4472236.1, KAK4474209.1
OG0007721	T265_13623	KAK4469263.1
OG0007723	T265_14163	KAK4476195.1
OG0007729	T265_11879	KAK4469216.1
OG0007731	T265_00720	KAK4472615.1
OG0007732	T265_03474	KAK4473540.1
OG0007735	T265_14570	KAK4468154.1
OG0007736	T265_07061	KAK4472845.1
OG0007737	T265_04909	KAK4468460.1
OG0007738	T265_14556	KAK4475195.1
OG0007739	T265_13540	KAK4474515.1
OG0007740	T265_06428	KAK4475878.1
OG0007741	T265_03317	KAK4475549.1
OG0007745	T265_05809	KAK4469848.1
OG0007748	T265_02890	KAK4469981.1
OG0007749	T265_00425	KAK4470195.1
OG0007750	T265_13968	KAK4474859.1
OG0007751	T265_09221	KAK4470054.1
OG0007752	T265_08561	KAK4473069.1
OG0007753	T265_08175	KAK4475958.1
OG0007754	T265_05641	KAK4473450.1
OG0007757	T265_01341	KAK4469645.1, KAK4467277.1
OG0007759	T265_15518	KAK4474413.1
OG0007760	T265_06117	KAK4470312.1
OG0007764	T265_10510	KAK4475310.1
OG0007765	T265_06384	KAK4473518.1
OG0007775	T265_12940	KAK4470042.1
OG0007777	T265_11323	KAK4470695.1
OG0007778	T265_09468, T265_05200	KAK4474151.1
OG0007782	T265_14511	KAK4472311.1, KAK4472312.1
OG0007785	T265_12780	KAK4468764.1
OG0007789	T265_04652	KAK4468239.1
OG0007790	T265_04979, T265_13650	KAK4467999.1
OG0007791	T265_06163, T265_06805, T265_14710	KAK4471587.1
OG0007792	T265_08018	KAK4468942.1
OG0007793	T265_09149	KAK4475600.1
OG0007794	T265_10037	KAK4474819.1
OG0007795	T265_10101	KAK4471955.1
OG0007796	T265_12906	KAK4471889.1
OG0007797	T265_15182	KAK4472287.1
OG0007848	T265_14110	KAK4471338.1
OG0007850	T265_14843	KAK4469786.1
OG0007855	T265_11374	KAK4470518.1
OG0007856	T265_02903	KAK4469004.1
OG0007860	T265_10957	KAK4469261.1
OG0007861	T265_00930	KAK4475028.1
OG0007868	T265_06440	KAK4473676.1
OG0007870	T265_07608	KAK4473437.1
OG0007876	T265_12425	KAK4469028.1
OG0007879	T265_15434	KAK4475862.1
OG0007880	T265_08635	KAK4472490.1
OG0007884	T265_03811	KAK4468733.1
OG0007885	T265_12972	KAK4468027.1
OG0007886	T265_11338	KAK4475506.1
OG0007891	T265_14955	KAK4471297.1
OG0007892	T265_07525	KAK4468626.1
OG0007894	T265_06841	KAK4469229.1
OG0007895	T265_00470	KAK4469386.1
OG0007896	T265_09588	KAK4473239.1
OG0007898	T265_03969	KAK4469074.1
OG0007904	T265_04540	KAK4476279.1
OG0007907	T265_13259	KAK4473922.1
OG0007915	T265_01403	KAK4471209.1
OG0007918	T265_03499, T265_12260	KAK4475704.1
OG0007919	T265_04567	KAK4474511.1
OG0007920	T265_04647, T265_09112	KAK4470989.1
OG0007921	T265_07340	KAK4468516.1
OG0007922	T265_08216	KAK4472116.1
OG0007923	T265_08462	KAK4471292.1
OG0007924	T265_09638	KAK4472099.1
OG0007925	T265_09662	KAK4470624.1
OG0007926	T265_11031	KAK4475190.1, KAK4475191.1
OG0007927	T265_12939	KAK4470755.1
OG0007928	T265_14092	KAK4474353.1
OG0007929	T265_14123	KAK4470501.1
OG0007992	T265_08630	KAK4473928.1
OG0007993	T265_12414	KAK4470168.1
OG0008004	T265_03222	KAK4474749.1
