Orthogroup	opisthorchis_viverrini	trichobilharzia_regenti
OG0006059	T265_04869	TREG1_105910.1, TREG1_105910.2
OG0006060	T265_13511	TREG1_3020.1
OG0006061	T265_01621	TREG1_116370.1, TREG1_116370.2
OG0006062	T265_04461	TREG1_44050.1
OG0006063	T265_09923	TREG1_36130.1
OG0006066	T265_07753	TREG1_18730.1
OG0006067	T265_01485	TREG1_57600.1, TREG1_57600.2
OG0006068	T265_12800	TREG1_56500.1
OG0006069	T265_00728, T265_16346	TREG1_51540.1, TREG1_51540.2
OG0006070	T265_15112	TREG1_89500.1
OG0006071	T265_02929	TREG1_97260.3, TREG1_97260.1, TREG1_97260.2
OG0006072	T265_10623	TREG1_112280.1, TREG1_112270.1
OG0006073	T265_06995	TREG1_70310.1
OG0006074	T265_07348	TREG1_129310.1
OG0006075	T265_11346	TREG1_38300.1, TREG1_38300.2, TREG1_38300.3, TREG1_38300.4
OG0006076	T265_00294	TREG1_68530.1
OG0006077	T265_04114	TREG1_38140.1
OG0006079	T265_02701	TREG1_68840.1
OG0006080	T265_13358	TREG1_47780.1
OG0006081	T265_09866	TREG1_9910.1, TREG1_9910.2
OG0006082	T265_07611	TREG1_36950.1
OG0006083	T265_02310	TREG1_117530.1, TREG1_117530.2
OG0006085	T265_04853	TREG1_101490.1, TREG1_101490.2, TREG1_101490.3, TREG1_101490.4
OG0006086	T265_09099	TREG1_60350.1
OG0006087	T265_08017	TREG1_57970.1, TREG1_57970.2
OG0006088	T265_00027	TREG1_95550.1, TREG1_95560.1
OG0006090	T265_13855	TREG1_129090.1
OG0006091	T265_12290, T265_15429	TREG1_101130.1, TREG1_101130.3, TREG1_101130.2
OG0006092	T265_01843	TREG1_24480.1, TREG1_24480.2
OG0006093	T265_01206	TREG1_77120.1
OG0006094	T265_12458	TREG1_70580.1
OG0006095	T265_07126	TREG1_84150.2, TREG1_143790.1, TREG1_84130.1, TREG1_84150.1
OG0006096	T265_06953	TREG1_21400.1, TREG1_21400.2
OG0006097	T265_07749	TREG1_106870.1
OG0006098	T265_10302	TREG1_35820.1
OG0006100	T265_00893	TREG1_19850.1
OG0006101	T265_06530	TREG1_43140.2, TREG1_43140.1
OG0006102	T265_03871	TREG1_102350.1
OG0006103	T265_08234	TREG1_34340.1
OG0006104	T265_07156	TREG1_89580.1
OG0006105	T265_02379	TREG1_113160.1
OG0006106	T265_14363, T265_16286	TREG1_80930.1
OG0006107	T265_04785	TREG1_97230.1
OG0006108	T265_10524	TREG1_110210.1
OG0006109	T265_12532	TREG1_101810.1, TREG1_101810.2
OG0006110	T265_04314	TREG1_122550.1
OG0006111	T265_08178	TREG1_10130.1
OG0006112	T265_08901	TREG1_121150.1, TREG1_121150.2
OG0006113	T265_09557	TREG1_4920.1, TREG1_4920.2
OG0006115	T265_11567	TREG1_34050.1, TREG1_34050.2
OG0006116	T265_03865	TREG1_67110.1
OG0006117	T265_00135	TREG1_73970.1
OG0006118	T265_15436	TREG1_77420.1
OG0006120	T265_07064	TREG1_55830.1
OG0006121	T265_15292	TREG1_115370.1, TREG1_115370.2, TREG1_115370.3
OG0006122	T265_00758	TREG1_46600.1
OG0006123	T265_01160	TREG1_86980.1, TREG1_86980.2
OG0006124	T265_08959, T265_11073	TREG1_88030.1, TREG1_88040.1
OG0006127	T265_03470	TREG1_42730.1
OG0006128	T265_04746	TREG1_140480.1, TREG1_52920.1
OG0006129	T265_03091, T265_03090	TREG1_14820.1
OG0006130	T265_08572	TREG1_37180.1, TREG1_37180.3, TREG1_37180.2
OG0006131	T265_01167	TREG1_86460.1
OG0006132	T265_00097	TREG1_64600.1, TREG1_45080.2
OG0006133	T265_13035	TREG1_93990.2, TREG1_93990.1, TREG1_93990.4, TREG1_93990.3
OG0006134	T265_06562	TREG1_27610.1
OG0006135	T265_01602	TREG1_10060.1, TREG1_10060.2
OG0006136	T265_10637	TREG1_101840.1, TREG1_101840.2
OG0006139	T265_06487	TREG1_16570.1
OG0006140	T265_12439	TREG1_107830.1
OG0006141	T265_03619	TREG1_52970.1
OG0006143	T265_15582	TREG1_27340.1
OG0006144	T265_13033	TREG1_83710.1
OG0006145	T265_04145	TREG1_41540.1
OG0006146	T265_16067	TREG1_137060.3, TREG1_137060.4, TREG1_137060.1, TREG1_137060.2
OG0006147	T265_09593	TREG1_124140.1
OG0006148	T265_12467, T265_12466	TREG1_94220.1, TREG1_94060.6, TREG1_94210.1, TREG1_94060.5
OG0006149	T265_03687	TREG1_26300.1, TREG1_26300.2
OG0006150	T265_08342	TREG1_58470.1
OG0006151	T265_04465	TREG1_5940.1, TREG1_40370.1, TREG1_540.1
OG0006153	T265_15142	TREG1_85290.1
OG0006154	T265_08894	TREG1_124570.1, TREG1_121990.1
OG0006155	T265_10165	TREG1_22460.1
OG0006156	T265_03960	TREG1_104030.1
OG0006157	T265_07598	TREG1_35950.1
OG0006158	T265_15372	TREG1_25300.1
OG0006159	T265_01099	TREG1_32770.1
OG0006160	T265_04379	TREG1_17270.1, TREG1_17270.3, TREG1_17270.2
OG0006161	T265_00754, T265_04662	TREG1_112700.1
OG0006162	T265_03680	TREG1_22570.1, TREG1_22570.2, TREG1_22580.1
OG0006163	T265_09146	TREG1_4770.1
OG0006164	T265_00257	TREG1_14220.1
OG0006165	T265_12640	TREG1_94910.1
OG0006166	T265_03856	TREG1_143480.1, TREG1_143480.2
OG0006167	T265_01644, T265_12127	TREG1_113710.1
OG0006168	T265_09199	TREG1_120870.1
OG0006170	T265_06485	TREG1_30050.1
OG0006171	T265_14923	TREG1_950.1
OG0006172	T265_04755	TREG1_40560.1, TREG1_40560.2
OG0006173	T265_12668	TREG1_33580.1
OG0006174	T265_11215	TREG1_21840.1
OG0006175	T265_04330	TREG1_121030.1
OG0006177	T265_04160	TREG1_120290.1
OG0006178	T265_09140	TREG1_120180.1, TREG1_140820.1
OG0006180	T265_00291, T265_08122	TREG1_64480.1
OG0006181	T265_14229	TREG1_109570.2, TREG1_109570.3, TREG1_109570.1
OG0006182	T265_10119	TREG1_47560.1
OG0006186	T265_07077	TREG1_131780.1
OG0006187	T265_04136	TREG1_42520.1, TREG1_42520.2
OG0006188	T265_11536	TREG1_42580.1, TREG1_42580.2, TREG1_42580.3, TREG1_42580.4
OG0006225	T265_04195	TREG1_89800.1
OG0006226	T265_06962	TREG1_2020.1
OG0006227	T265_05575	TREG1_26810.1
OG0006228	T265_06400	TREG1_38790.1
OG0006230	T265_08353	TREG1_130350.1, TREG1_130350.2
OG0006231	T265_05886	TREG1_57030.1, TREG1_57040.1, TREG1_57010.1
OG0006234	T265_07777	TREG1_14560.1
OG0006235	T265_13669	TREG1_31640.1
OG0006236	T265_00536	TREG1_93660.1
OG0006237	T265_02604	TREG1_34730.1
OG0006238	T265_04894	TREG1_46830.1
OG0006239	T265_05714	TREG1_100460.1
OG0006241	T265_00315	TREG1_74940.1
OG0006242	T265_11186	TREG1_20920.1
OG0006243	T265_13406	TREG1_40520.1
OG0006245	T265_13952	TREG1_70490.1
OG0006246	T265_12114	TREG1_111110.1
OG0006247	T265_10497	TREG1_124420.1, TREG1_124420.2
OG0006248	T265_09974, T265_09975	TREG1_129210.1
OG0006249	T265_12552	TREG1_62800.1
OG0006250	T265_08806	TREG1_53180.1
OG0006251	T265_04439	TREG1_9270.1, TREG1_9270.2
OG0006252	T265_03818	TREG1_52250.1
OG0006253	T265_09495	TREG1_123750.1
OG0006254	T265_10255	TREG1_129430.1, TREG1_129440.1, TREG1_3670.1
OG0006255	T265_12577	TREG1_50070.1, TREG1_50070.2
OG0006256	T265_11234	TREG1_41150.1
OG0006257	T265_09703	TREG1_133370.1
OG0006258	T265_12589	TREG1_82170.1
OG0006259	T265_14257	TREG1_125990.1, TREG1_126010.1, TREG1_125980.1
OG0006260	T265_06942, T265_06943	TREG1_37590.1, TREG1_37590.2
OG0006261	T265_00088, T265_00089	TREG1_104750.1
OG0006262	T265_09323	TREG1_89870.1
OG0006264	T265_15190	TREG1_106060.1
OG0006265	T265_01075	TREG1_60910.1
OG0006266	T265_05275	TREG1_76500.1
OG0006267	T265_14701	TREG1_57130.2, TREG1_57130.1, TREG1_57130.3
OG0006269	T265_08086	TREG1_68410.1, TREG1_68410.2
OG0006270	T265_15004	TREG1_9290.1
OG0006272	T265_08414	TREG1_4070.1
OG0006273	T265_04110	TREG1_30540.1
OG0006274	T265_07067, T265_16046, T265_05062, T265_07066	TREG1_31340.1
OG0006275	T265_14969	TREG1_109320.1
OG0006276	T265_07118	TREG1_118320.1, TREG1_118320.2
OG0006277	T265_13414	TREG1_40490.1
OG0006278	T265_02316, T265_15671	TREG1_117350.1, TREG1_95640.1
OG0006279	T265_14327	TREG1_40920.1, TREG1_92720.1
OG0006280	T265_09871	TREG1_15220.1
OG0006281	T265_15811	TREG1_53960.1
OG0006282	T265_11224	TREG1_105960.1
OG0006283	T265_05049	TREG1_38070.1, TREG1_38070.2
OG0006284	T265_02188	TREG1_101640.1, TREG1_101640.2, TREG1_101640.3
OG0006285	T265_00313	TREG1_70750.1
OG0006286	T265_00546	TREG1_90100.1
OG0006288	T265_00770	TREG1_97130.1, TREG1_97140.1
OG0006289	T265_14976	TREG1_106140.1, TREG1_106160.1
OG0006290	T265_03916	TREG1_85820.1
OG0006291	T265_08125	TREG1_87420.1, TREG1_87420.2, TREG1_87420.3, TREG1_87420.4
OG0006292	T265_00669	TREG1_90710.1
OG0006293	T265_08152	TREG1_135140.1
OG0006294	T265_09717	TREG1_33370.1
OG0006295	T265_11139	TREG1_136130.1
OG0006296	T265_09675	TREG1_56750.1
OG0006299	T265_09982, T265_06697	TREG1_2960.1
OG0006300	T265_12045	TREG1_1220.1
OG0006301	T265_15886, T265_12313	TREG1_137530.1, TREG1_137530.2, TREG1_137530.3, TREG1_25470.1
OG0006302	T265_07637	TREG1_61740.1
OG0006303	T265_14450	TREG1_12580.4, TREG1_12580.3, TREG1_12580.1, TREG1_12580.2
OG0006304	T265_00048	TREG1_69430.1, TREG1_69420.1
OG0006305	T265_10720	TREG1_90780.1
OG0006306	T265_09242	TREG1_13710.1
OG0006307	T265_09818	TREG1_50590.1
OG0006308	T265_14763	TREG1_100870.1
OG0006309	T265_15194	TREG1_108250.1
OG0006310	T265_03045	TREG1_25900.1, TREG1_25890.1
OG0006311	T265_04307	TREG1_127380.22, TREG1_127380.20, TREG1_127380.21, TREG1_127420.1
OG0006312	T265_02160	TREG1_104480.1
OG0006313	T265_13064	TREG1_101430.1
OG0006314	T265_02327	TREG1_103150.1
OG0006315	T265_02744	TREG1_134040.1
OG0006316	T265_10726	TREG1_90690.1
OG0006317	T265_00104	TREG1_69800.1, TREG1_69800.2
OG0006318	T265_06847	TREG1_67940.1
OG0006319	T265_10996	TREG1_118980.1
OG0006320	T265_10617	TREG1_43610.1
OG0006321	T265_05253	TREG1_13280.1
OG0006322	T265_13118	TREG1_74070.1, TREG1_74210.1, TREG1_74080.1, TREG1_74200.1
OG0006323	T265_08324	TREG1_53510.1
OG0006324	T265_01373	TREG1_110460.1
OG0006325	T265_06415	TREG1_4120.1
OG0006326	T265_06631	TREG1_134880.1, TREG1_134870.1
OG0006327	T265_12717	TREG1_54660.1
OG0006328	T265_08665	TREG1_79970.1
OG0006329	T265_14587	TREG1_82390.1
OG0006330	T265_07570	TREG1_119070.1, TREG1_119070.3, TREG1_119070.2
OG0006331	T265_03152	TREG1_80890.1
OG0006332	T265_11742	TREG1_36170.1, TREG1_36170.2
OG0006334	T265_14064	TREG1_114950.1
OG0006335	T265_04638	TREG1_132100.1, TREG1_132100.2
OG0006336	T265_15021	TREG1_27440.1
OG0006337	T265_05503	TREG1_28600.1, TREG1_28620.1, TREG1_28610.1
OG0006338	T265_04419	TREG1_2060.1
OG0006339	T265_00683	TREG1_52660.1, TREG1_52660.2, TREG1_52660.3
OG0006340	T265_08629	TREG1_42980.1
OG0006342	T265_11168	TREG1_110480.1, TREG1_110480.2
OG0006343	T265_04178	TREG1_86650.2, TREG1_86650.1, TREG1_86650.3
OG0006344	T265_14821	TREG1_51690.1
OG0006346	T265_13092, T265_07373	TREG1_123220.1
OG0006347	T265_15598	TREG1_38020.1
OG0006348	T265_11593	TREG1_36210.1
OG0006349	T265_05558	TREG1_6770.1
OG0006350	T265_07982, T265_15938	TREG1_47200.1
OG0006351	T265_14298, T265_14297	TREG1_100280.1
OG0006352	T265_07872	TREG1_14490.1, TREG1_14490.2
OG0006353	T265_03964	TREG1_95890.1
OG0006354	T265_01996	TREG1_103420.1
OG0006355	T265_08827	TREG1_64390.1, TREG1_64390.2
OG0006356	T265_01986	TREG1_109530.1
OG0006357	T265_07692	TREG1_117440.1
OG0006358	T265_06294	TREG1_30420.1
OG0006359	T265_06848, T265_06849	TREG1_65280.1
OG0006361	T265_11664	TREG1_61720.1
OG0006362	T265_00886	TREG1_22420.1, TREG1_22420.2
OG0006363	T265_14157	TREG1_15430.2, TREG1_15430.1, TREG1_15430.3
OG0006365	T265_08591	TREG1_23830.1, TREG1_23830.2
OG0006366	T265_00360	TREG1_73710.1
OG0006367	T265_00428	TREG1_99510.1, TREG1_99510.2
OG0006369	T265_02314, T265_16246	TREG1_116420.1, TREG1_116430.1
OG0006370	T265_13377	TREG1_99920.1, TREG1_99920.2
OG0006371	T265_06013	TREG1_111120.1
OG0006373	T265_04279	TREG1_104460.1, TREG1_104460.2
OG0006374	T265_02365	TREG1_68590.1
OG0006375	T265_00911, T265_00912	TREG1_24390.1
OG0006376	T265_04165	TREG1_120600.1
OG0006377	T265_11918	TREG1_88130.1, TREG1_88130.2
OG0006378	T265_12748	TREG1_71460.1
OG0006379	T265_12049	TREG1_121900.1
OG0006381	T265_07644	TREG1_107180.1, TREG1_100040.4, TREG1_100040.3, TREG1_100040.2, TREG1_100040.1
OG0006383	T265_07925	TREG1_111660.1
OG0006384	T265_02045	TREG1_80830.1
OG0006385	T265_05143	TREG1_16740.1
OG0006386	T265_15437	TREG1_77390.1
OG0006387	T265_03298	TREG1_104180.1
OG0006388	T265_07008	TREG1_87370.1
OG0006389	T265_02317	TREG1_117370.1
OG0006390	T265_15291	TREG1_82780.1, TREG1_82780.2
OG0006391	T265_10898	TREG1_82770.1, TREG1_82760.1
OG0006392	T265_05333, T265_13754, T265_13554	TREG1_135120.1
OG0006394	T265_15418	TREG1_64780.1, TREG1_64780.2
OG0006395	T265_13542	TREG1_8330.1
OG0006397	T265_03982	TREG1_108450.1, TREG1_108450.2
OG0006398	T265_14053	TREG1_17410.1, TREG1_18540.1
OG0006399	T265_14380	TREG1_30040.1
OG0006400	T265_02773	TREG1_106390.1
OG0006401	T265_00344	TREG1_72190.1
OG0006402	T265_07045	TREG1_48480.1
OG0006403	T265_10653	TREG1_560.1
OG0006404	T265_06868	TREG1_58560.1
OG0006405	T265_11460	TREG1_65350.1
OG0006406	T265_13003, T265_03998, T265_14155	TREG1_65440.1, TREG1_65440.2, TREG1_65440.3
OG0006407	T265_01611	TREG1_24540.1, TREG1_24540.2, TREG1_24540.3, TREG1_24540.4
OG0006408	T265_05827	TREG1_105120.1
OG0006409	T265_06982	TREG1_64690.1
OG0006410	T265_15301	TREG1_14420.1, TREG1_93770.1
OG0006411	T265_12161, T265_15137, T265_15138	TREG1_9940.1
OG0006412	T265_14552	TREG1_13750.1
OG0006413	T265_07342	TREG1_129190.1
OG0006414	T265_07452	TREG1_122010.1
OG0006415	T265_09372	TREG1_60390.1
OG0006416	T265_08933	TREG1_85390.1
OG0006418	T265_03112	TREG1_11140.2, TREG1_11140.1
OG0006420	T265_01124	TREG1_83370.1
OG0006421	T265_09926	TREG1_13100.1
OG0006422	T265_04316	TREG1_122900.1
OG0006423	T265_09547	TREG1_114860.1, TREG1_114790.1
OG0006424	T265_15186, T265_02708	TREG1_67860.1
OG0006425	T265_11416	TREG1_108330.1
OG0006426	T265_09277	TREG1_16170.1
OG0006427	T265_10062	TREG1_53200.1
OG0006428	T265_11779	TREG1_10430.1
OG0006429	T265_08172	TREG1_7870.1
OG0006430	T265_01459, T265_08003	TREG1_13040.1, TREG1_13040.2, TREG1_13040.3
OG0006431	T265_09599	TREG1_129390.1, TREG1_129390.2
OG0006432	T265_12903	TREG1_109860.1
OG0006433	T265_04463	TREG1_42430.1
OG0006434	T265_10421	TREG1_130520.1
OG0006435	T265_02372	TREG1_111710.1
OG0006436	T265_01380	TREG1_94370.1
OG0006437	T265_03880	TREG1_124820.1, TREG1_124820.2
OG0006438	T265_02221	TREG1_106930.1
OG0006439	T265_10437	TREG1_35310.1, TREG1_14790.1
OG0006440	T265_10890	TREG1_76450.5, TREG1_76590.1
OG0006441	T265_08751	TREG1_135020.1, TREG1_135020.2, TREG1_135090.1
OG0006442	T265_05198	TREG1_36930.1, TREG1_36930.2, TREG1_36930.3
OG0006443	T265_01839	TREG1_15100.1
OG0006444	T265_13057	TREG1_129110.1
OG0006445	T265_12451, T265_16053	TREG1_97850.1, TREG1_97860.1
OG0006448	T265_12679	TREG1_7690.1
OG0006449	T265_08544	TREG1_58450.1
OG0006450	T265_10232	TREG1_15590.1, TREG1_15590.2, TREG1_15590.3
OG0006451	T265_15460	TREG1_99980.1
OG0006452	T265_10252	TREG1_75900.1
OG0006453	T265_01420	TREG1_94600.1
OG0006454	T265_11534	TREG1_5800.1
OG0006455	T265_01587	TREG1_74620.1
OG0006457	T265_00141	TREG1_61670.1
OG0006458	T265_07613	TREG1_89720.1, TREG1_89720.2, TREG1_89720.3
OG0006459	T265_12438	TREG1_74830.1
OG0006460	T265_01122	TREG1_87870.1
OG0006461	T265_14894	TREG1_121800.1
OG0006462	T265_02678	TREG1_75070.1
OG0006463	T265_00516	TREG1_86840.1
OG0006464	T265_03697	TREG1_24010.1
OG0006466	T265_11283	TREG1_119020.1
OG0006467	T265_11575	TREG1_72040.1
OG0006468	T265_15381	TREG1_42240.1, TREG1_42250.1, TREG1_42250.2
OG0006469	T265_07952	TREG1_14660.1
OG0006470	T265_03006	TREG1_78550.1, TREG1_78550.2, TREG1_78550.3
OG0006472	T265_09548	TREG1_117670.1
OG0006473	T265_00503	TREG1_85160.1
OG0006476	T265_00225	TREG1_13080.1
OG0006477	T265_10127	TREG1_33710.1
OG0006478	T265_15504, T265_15819	TREG1_19600.1, TREG1_19600.2, TREG1_19600.3
OG0006479	T265_04124	TREG1_39450.1, TREG1_39450.2, TREG1_39450.3, TREG1_39450.4, TREG1_39450.5, TREG1_39450.6, TREG1_39450.7, TREG1_39450.8
OG0006480	T265_10500	TREG1_102290.1
OG0006481	T265_01822	TREG1_88440.1
OG0006484	T265_01969	TREG1_96370.3, TREG1_96370.1, TREG1_96370.2, TREG1_96370.4
OG0006485	T265_08420	TREG1_12760.1, TREG1_12760.2
OG0006486	T265_10504, T265_15169	TREG1_26720.1
OG0006487	T265_01788	TREG1_106270.1
OG0006488	T265_14164	TREG1_17000.1
OG0006489	T265_06132	TREG1_30390.1, TREG1_30390.2, TREG1_30390.3
OG0006490	T265_06700	TREG1_7420.1
OG0006491	T265_02227	TREG1_116470.1
OG0006492	T265_09429	TREG1_54170.1
OG0006493	T265_05598	TREG1_32390.1
OG0006494	T265_07790	TREG1_86400.1
OG0006495	T265_02429	TREG1_113590.1, TREG1_19410.1, TREG1_19420.1
OG0006496	T265_10309, T265_10310	TREG1_36090.1, TREG1_36090.2
OG0006498	T265_08375	TREG1_1580.1
OG0006499	T265_14999	TREG1_11310.1
OG0006501	T265_05439	TREG1_141340.1, TREG1_141340.2, TREG1_141340.3
OG0006502	T265_04060	TREG1_96440.1, TREG1_96440.2
OG0006503	T265_11418	TREG1_101140.1
OG0006504	T265_16255	TREG1_111590.1, TREG1_111590.2
OG0006505	T265_01650	TREG1_110230.1
OG0006506	T265_07161	TREG1_89550.1
OG0006509	T265_06617	TREG1_133450.1
OG0006512	T265_02956	TREG1_55540.1, TREG1_55540.2, TREG1_55540.3, TREG1_55540.4
OG0006513	T265_03639	TREG1_39920.1
OG0006514	T265_07927	TREG1_32430.1, TREG1_32420.1, TREG1_32440.1
OG0006515	T265_09667	TREG1_42220.1, TREG1_42230.1, TREG1_42190.8, TREG1_42190.7
OG0006516	T265_13299	TREG1_50350.1
OG0006517	T265_15214	TREG1_132130.1
OG0006543	T265_02409, T265_02410	TREG1_115290.1
OG0006544	T265_04643	TREG1_135600.1, TREG1_135630.1
OG0006546	T265_04315	TREG1_122430.1
OG0006547	T265_00458	TREG1_64980.1, TREG1_64980.2, TREG1_64980.3
OG0006548	T265_08761	TREG1_130740.1
OG0006549	T265_00535	TREG1_93670.1
OG0006550	T265_12513	TREG1_74930.1
OG0006552	T265_15625	TREG1_20910.1
OG0006553	T265_06339	TREG1_102620.1
OG0006554	T265_13260	TREG1_34520.1
OG0006555	T265_05771	TREG1_129050.1
OG0006556	T265_11960	TREG1_69610.1, TREG1_69620.1
OG0006557	T265_02543	TREG1_83720.1
OG0006558	T265_05738	TREG1_95660.1, TREG1_95650.1
OG0006560	T265_12703	TREG1_59700.1
OG0006560	T265_01023	TREG1_59690.1
OG0006561	T265_06796	TREG1_85720.1, TREG1_85720.2
OG0006562	T265_14420	TREG1_15260.1, TREG1_15260.2
OG0006563	T265_07306	TREG1_120440.1
OG0006567	T265_07533	TREG1_49160.1
OG0006568	T265_13305	TREG1_28380.1
OG0006569	T265_09101	TREG1_46370.1
OG0006570	T265_00046	TREG1_73340.1
OG0006571	T265_02036	TREG1_85700.1
OG0006572	T265_13595, T265_04767	TREG1_62260.1
OG0006573	T265_10380	TREG1_10050.1
OG0006574	T265_00628	TREG1_89710.1
OG0006575	T265_05860, T265_15914	TREG1_78090.1
OG0006576	T265_00643	TREG1_79290.1
OG0006577	T265_16165, T265_08513, T265_15866, T265_08512	TREG1_44000.1
OG0006578	T265_13404	TREG1_63950.1, TREG1_63950.2, TREG1_63950.3
OG0006579	T265_04072	TREG1_42050.1
OG0006580	T265_06753	TREG1_101950.1
OG0006581	T265_01022	TREG1_59710.1, TREG1_59710.2
OG0006582	T265_06600	TREG1_53010.1
OG0006583	T265_10802	TREG1_120110.1
OG0006584	T265_06921	TREG1_129120.1
OG0006585	T265_10220	TREG1_19390.1
OG0006586	T265_06535	TREG1_43090.1, TREG1_43110.1, TREG1_43110.2
OG0006588	T265_04942	TREG1_18290.1
OG0006589	T265_07243	TREG1_28800.1, TREG1_28800.2
OG0006590	T265_07241	TREG1_28770.1
OG0006592	T265_09421	TREG1_115600.1
OG0006593	T265_03292	TREG1_95130.1
OG0006594	T265_05108	TREG1_138240.1
OG0006595	T265_13783	TREG1_67620.1
OG0006596	T265_14736	TREG1_2290.1
OG0006597	T265_15644	TREG1_106170.1
OG0006598	T265_04813	TREG1_133390.1
OG0006599	T265_06001	TREG1_32700.1
OG0006601	T265_05089	TREG1_68860.1
OG0006604	T265_02143	TREG1_74340.1
OG0006605	T265_15195	TREG1_16210.1, TREG1_16210.2
OG0006606	T265_10657	TREG1_104050.1, TREG1_104050.2
OG0006607	T265_04245	TREG1_39120.1, TREG1_39120.2, TREG1_39120.3
OG0006608	T265_04438	TREG1_21260.1, TREG1_21260.2
OG0006610	T265_07805	TREG1_112500.1, TREG1_130100.1
OG0006611	T265_13076	TREG1_130730.1
OG0006612	T265_09273, T265_05852	TREG1_34130.1
OG0006613	T265_08081	TREG1_76390.1
OG0006614	T265_11437	TREG1_88080.1, TREG1_88080.2
OG0006616	T265_09162	TREG1_95840.1
OG0006617	T265_01246	TREG1_95920.1
OG0006618	T265_07977	TREG1_47170.1, TREG1_47170.2
OG0006619	T265_01062	TREG1_59270.3, TREG1_59330.1
OG0006620	T265_11532	TREG1_12310.1, TREG1_12310.2
OG0006621	T265_05353	TREG1_128010.1
OG0006622	T265_07997	TREG1_9330.1
OG0006624	T265_00402	TREG1_55650.1
OG0006625	T265_00626	TREG1_84420.1
OG0006627	T265_15096	TREG1_75920.1, TREG1_75990.1
OG0006628	T265_06512	TREG1_127910.1
OG0006629	T265_01973	TREG1_98510.1
OG0006630	T265_02374, T265_12306, T265_02376	TREG1_112090.1
OG0006631	T265_01364	TREG1_64340.1
OG0006632	T265_00693	TREG1_45020.1
OG0006633	T265_12533	TREG1_99500.1
OG0006634	T265_09918	TREG1_56690.1
OG0006636	T265_01102	TREG1_54560.1
OG0006638	T265_07959, T265_12103, T265_12336	TREG1_25850.1
OG0006639	T265_01732	TREG1_97790.1
OG0006640	T265_02101	TREG1_11510.1, TREG1_11510.2
OG0006641	T265_11815, T265_12182, T265_12254	TREG1_98420.1, TREG1_98430.1
OG0006642	T265_14387	TREG1_81070.1
OG0006643	T265_01447	TREG1_79980.1
OG0006644	T265_11470	TREG1_33400.1
OG0006645	T265_04180	TREG1_86640.1, TREG1_86640.2
OG0006646	T265_14470	TREG1_68810.1, TREG1_68810.2
OG0006647	T265_04949	TREG1_81010.1
OG0006648	T265_06317	TREG1_82700.1
OG0006650	T265_13348	TREG1_67200.1, TREG1_67200.2
OG0006651	T265_03076	TREG1_25650.1
OG0006652	T265_14309	TREG1_32000.1, TREG1_32020.1, TREG1_36330.1
OG0006653	T265_01556	TREG1_89340.1
OG0006654	T265_06319	TREG1_82600.1, TREG1_82600.2
OG0006655	T265_10613	TREG1_43590.1, TREG1_43590.2
OG0006656	T265_10612	TREG1_43580.1
OG0006657	T265_01090	TREG1_35690.1
OG0006658	T265_02204	TREG1_105550.1
OG0006659	T265_04507	TREG1_36830.1
OG0006660	T265_07919	TREG1_116530.1, TREG1_116530.2
OG0006661	T265_06986	TREG1_105030.1
OG0006662	T265_06293	TREG1_30410.1
OG0006664	T265_10175	TREG1_65290.1
OG0006665	T265_09475	TREG1_55740.1
OG0006666	T265_05118	TREG1_5320.1
OG0006667	T265_06889	TREG1_138330.1
OG0006668	T265_08869	TREG1_33390.1
OG0006669	T265_06871, T265_14158	TREG1_15420.1
OG0006670	T265_01723	TREG1_95620.1
OG0006671	T265_02176	TREG1_109120.1
OG0006672	T265_07550	TREG1_21960.1
OG0006673	T265_14096	TREG1_16020.1
OG0006675	T265_14098	TREG1_29260.1
OG0006676	T265_02337	TREG1_98340.1
OG0006678	T265_02364	TREG1_71720.1
OG0006680	T265_14576	TREG1_15950.1, TREG1_15950.2
OG0006681	T265_03138	TREG1_83800.1, TREG1_83800.2
OG0006682	T265_13643	TREG1_110750.1
OG0006685	T265_01793	TREG1_58110.1
OG0006686	T265_00388	TREG1_73550.1
OG0006687	T265_03886	TREG1_119580.1
OG0006688	T265_10138	TREG1_81600.1
OG0006689	T265_11462	TREG1_87770.1
OG0006690	T265_02014	TREG1_83790.3, TREG1_83790.2, TREG1_83790.1, TREG1_85070.1
OG0006691	T265_14118	TREG1_106880.1
OG0006692	T265_09931	TREG1_18770.1
OG0006693	T265_06000	TREG1_142100.1, TREG1_32710.1
OG0006694	T265_05779	TREG1_102440.1, TREG1_140730.1, TREG1_6280.1
OG0006695	T265_12588	TREG1_85600.1, TREG1_85600.2
OG0006696	T265_00566	TREG1_123470.1
OG0006697	T265_03625	TREG1_52930.1, TREG1_52940.1
OG0006699	T265_00029	TREG1_103720.1, TREG1_103720.2, TREG1_103720.3
OG0006700	T265_00710	TREG1_41420.1
OG0006701	T265_09665	TREG1_71560.1
OG0006702	T265_08330	TREG1_129240.1, TREG1_129260.1
OG0006703	T265_07174	TREG1_19540.2
OG0006704	T265_09491	TREG1_36670.1
OG0006705	T265_00312	TREG1_73580.1
OG0006706	T265_01507	TREG1_140050.1
OG0006709	T265_06181	TREG1_22490.1
OG0006711	T265_07615	TREG1_89050.1
OG0006712	T265_03406	TREG1_110280.1
OG0006714	T265_13836	TREG1_61120.1
OG0006715	T265_01471, T265_00877, T265_12801, T265_11125	TREG1_34560.1
OG0006716	T265_00372, T265_00371	TREG1_61460.1
