Orthogroup	opisthorchis_viverrini	schistosoma_mansoni
OG0006014	T265_02209	Smp_069170.1
OG0006015	T265_01224	Smp_042740.1
OG0006016	T265_00151	Smp_247430.1
OG0006017	T265_00153	Smp_149130.1
OG0006018	T265_05377	Smp_149400.1
OG0006019	T265_07921, T265_12602	Smp_343640.1
OG0006021	T265_05821	Smp_059200.1
OG0006022	T265_02028	Smp_013300.1
OG0006023	T265_00867	Smp_341190.1
OG0006024	T265_12539	Smp_194900.1
OG0006026	T265_09387	Smp_056440.1
OG0006027	T265_02114	Smp_340110.1
OG0006028	T265_06858	Smp_046800.1
OG0006029	T265_03845	Smp_021800.1
OG0006030	T265_07048, T265_16154	Smp_336360.1
OG0006031	T265_05494	Smp_124740.1
OG0006032	T265_14178	Smp_322970.1
OG0006033	T265_09128	Smp_161400.1
OG0006034	T265_10670	Smp_161500.1
OG0006035	T265_01354	Smp_340360.1
OG0006037	T265_11799	Smp_039000.1
OG0006038	T265_01505	Smp_072720.1
OG0006039	T265_00295	Smp_333860.1
OG0006040	T265_08498	Smp_350090.1
OG0006043	T265_08369	Smp_341220.1
OG0006044	T265_10305	Smp_092490.1
OG0006045	T265_04338	Smp_201130.2, Smp_201130.1
OG0006046	T265_08037	Smp_157070.1
OG0006047	T265_05746	Smp_173410.1
OG0006048	T265_14751	Smp_080530.1
OG0006049	T265_06032	Smp_210380.1
OG0006050	T265_01164	Smp_074930.1, Smp_074930.2
OG0006051	T265_13008	Smp_343530.1
OG0006052	T265_01643, T265_12947	Smp_149980.1
OG0006053	T265_12566	Smp_000180.1
OG0006054	T265_14672	Smp_243660.1
OG0006055	T265_01190	Smp_245300.1
OG0006056	T265_09364	Smp_146810.1
OG0006058	T265_01441	Smp_044950.1
OG0006059	T265_04869	Smp_149900.1
OG0006060	T265_13511	Smp_346920.1
OG0006061	T265_01621	Smp_169300.1
OG0006062	T265_04461	Smp_175680.1, Smp_175680.2
OG0006063	T265_09923	Smp_139180.1
OG0006066	T265_07753	Smp_059880.1
OG0006067	T265_01485	Smp_051360.1
OG0006068	T265_12800	Smp_072210.1
OG0006069	T265_00728, T265_16346	Smp_319660.1, Smp_144720.1
OG0006070	T265_15112	Smp_138350.1
OG0006071	T265_02929	Smp_175230.1
OG0006072	T265_10623	Smp_146710.1
OG0006073	T265_06995	Smp_048930.1
OG0006074	T265_07348	Smp_147050.1
OG0006075	T265_11346	Smp_073690.1
OG0006076	T265_00294	Smp_023230.1
OG0006077	T265_04114	Smp_157620.1
OG0006079	T265_02701	Smp_337240.1
OG0006080	T265_13358	Smp_152850.1
OG0006081	T265_09866	Smp_043940.1
OG0006082	T265_07611	Smp_196370.1, Smp_196370.2
OG0006083	T265_02310	Smp_064400.1
OG0006085	T265_04853	Smp_149330.1
OG0006086	T265_09099	Smp_098850.1
OG0006087	T265_08017	Smp_213880.1
OG0006088	T265_00027	Smp_050250.1
OG0006090	T265_13855	Smp_131360.1
OG0006091	T265_12290, T265_15429	Smp_053820.1
OG0006092	T265_01843	Smp_076600.1
OG0006093	T265_01206	Smp_159180.1
OG0006094	T265_12458	Smp_173000.1
OG0006095	T265_07126	Smp_102510.1
OG0006096	T265_06953	Smp_161140.1
OG0006097	T265_07749	Smp_096750.1, Smp_329590.1
OG0006098	T265_10302	Smp_342000.1
OG0006099	T265_13774	Smp_304800.1
OG0006100	T265_00893	Smp_323890.1
OG0006101	T265_06530	Smp_083740.1
OG0006102	T265_03871	Smp_041890.1
OG0006103	T265_08234	Smp_142560.1
OG0006104	T265_07156	Smp_030220.1
OG0006105	T265_02379	Smp_331660.1, Smp_178810.1
OG0006106	T265_14363, T265_16286	Smp_052890.1
OG0006107	T265_04785	Smp_066960.1
OG0006108	T265_10524	Smp_156850.2, Smp_308910.1, Smp_156850.1
OG0006109	T265_12532	Smp_053120.1
OG0006110	T265_04314	Smp_172460.1
OG0006111	T265_08178	Smp_038330.1
OG0006112	T265_08901	Smp_158180.1
OG0006113	T265_09557	Smp_134230.2, Smp_134230.1
OG0006114	T265_13613	Smp_211300.1
OG0006115	T265_11567	Smp_347730.1
OG0006116	T265_03865	Smp_124590.1
OG0006117	T265_00135	Smp_346270.1
OG0006118	T265_15436	Smp_032580.1
OG0006120	T265_07064	Smp_040280.1
OG0006121	T265_15292	Smp_173650.1
OG0006122	T265_00758	Smp_140900.1
OG0006123	T265_01160	Smp_341140.1
OG0006124	T265_08959, T265_11073	Smp_002740.1
OG0006127	T265_03470	Smp_149710.1
OG0006128	T265_04746	Smp_008120.1
OG0006129	T265_03091, T265_03090	Smp_058470.1
OG0006130	T265_08572	Smp_141330.1
OG0006131	T265_01167	Smp_127500.1, Smp_127500.2
OG0006132	T265_00097	Smp_311170.1
OG0006133	T265_13035	Smp_001120.1
OG0006134	T265_06562	Smp_155060.1
OG0006135	T265_01602	Smp_142930.1
OG0006136	T265_10637	Smp_160180.1
OG0006139	T265_06487	Smp_064950.1
OG0006140	T265_12439	Smp_027500.1, Smp_027500.2
OG0006141	T265_03619	Smp_129060.1
OG0006143	T265_15582	Smp_096270.1
OG0006144	T265_13033	Smp_018530.1
OG0006145	T265_04145	Smp_054810.1
OG0006146	T265_16067	Smp_042080.1
OG0006147	T265_09593	Smp_046500.1, Smp_046500.2
OG0006148	T265_12467, T265_12466	Smp_001020.1
OG0006149	T265_03687	Smp_311580.1, Smp_322580.1, Smp_346050.1, Smp_315990.1
OG0006150	T265_08342	Smp_125780.1
OG0006151	T265_04465	Smp_196690.1
OG0006153	T265_15142	Smp_343190.1
OG0006154	T265_08894	Smp_074150.1
OG0006155	T265_10165	Smp_039740.1
OG0006156	T265_03960	Smp_070020.1
OG0006157	T265_07598	Smp_345290.1, Smp_163030.1
OG0006158	T265_15372	Smp_163720.1
OG0006159	T265_01099	Smp_154980.1
OG0006160	T265_04379	Smp_060270.1
OG0006161	T265_00754, T265_04662	Smp_103380.1
OG0006162	T265_03680	Smp_335750.1
OG0006163	T265_09146	Smp_064640.1
OG0006164	T265_00257	Smp_148160.1
OG0006165	T265_12640	Smp_079010.1
OG0006166	T265_03856	Smp_004680.1
OG0006167	T265_01644, T265_12127	Smp_101450.1, Smp_330330.1
OG0006168	T265_09199	Smp_005290.1
OG0006170	T265_06485	Smp_146900.1
OG0006171	T265_14923	Smp_134160.1
OG0006172	T265_04755	Smp_211150.1
OG0006173	T265_12668	Smp_016990.1
OG0006174	T265_11215	Smp_054230.1, Smp_054220.1
OG0006175	T265_04330	Smp_158640.1
OG0006177	T265_04160	Smp_091730.1
OG0006178	T265_09140	Smp_002010.1
OG0006180	T265_00291, T265_08122	Smp_059750.1
OG0006181	T265_14229	Smp_149110.1
OG0006182	T265_10119	Smp_126670.1
OG0006186	T265_07077	Smp_198360.1
OG0006187	T265_04136	Smp_152090.1
OG0006188	T265_11536	Smp_056080.1
OG0006225	T265_04195	Smp_030250.1
OG0006226	T265_06962	Smp_068220.1
OG0006227	T265_05575	Smp_147420.1
OG0006228	T265_06400	Smp_186930.1
OG0006229	T265_11944, T265_12321	Smp_054310.1
OG0006230	T265_08353	Smp_315720.1
OG0006231	T265_05886	Smp_247210.1
OG0006234	T265_07777	Smp_267080.1
OG0006235	T265_13669	Smp_213730.1
OG0006236	T265_00536	Smp_196810.1
OG0006237	T265_02604	Smp_049680.1
OG0006238	T265_04894	Smp_072970.1
OG0006239	T265_05714	Smp_247570.1
OG0006241	T265_00315	Smp_022090.1
OG0006242	T265_11186	Smp_343950.1
OG0006243	T265_13406	Smp_061650.1
OG0006245	T265_13952	Smp_155620.1
OG0006246	T265_12114	Smp_067890.1
OG0006247	T265_10497	Smp_051080.1
OG0006248	T265_09974, T265_09975	Smp_046290.1
OG0006249	T265_12552	Smp_146940.1
OG0006250	T265_08806	Smp_008500.1
OG0006251	T265_04439	Smp_244310.1
OG0006252	T265_03818	Smp_301800.1
OG0006253	T265_09495	Smp_300090.1
OG0006254	T265_10255	Smp_104450.1
OG0006255	T265_12577	Smp_332460.1
OG0006256	T265_11234	Smp_148540.1
OG0006257	T265_09703	Smp_033400.2, Smp_033400.1
OG0006258	T265_12589	Smp_342580.1
OG0006259	T265_14257	Smp_300150.1
OG0006260	T265_06942, T265_06943	Smp_089700.1
OG0006261	T265_00088, T265_00089	Smp_114565.1
OG0006262	T265_09323	Smp_117390.1, Smp_331940.1
OG0006264	T265_15190	Smp_313640.1, Smp_313640.2
OG0006265	T265_01075	Smp_099320.1
OG0006266	T265_05275	Smp_169030.1
OG0006267	T265_14701	Smp_247190.1
OG0006269	T265_08086	Smp_161290.1
OG0006270	T265_15004	Smp_168610.1
OG0006272	T265_08414	Smp_341060.1
OG0006273	T265_04110	Smp_342950.1
OG0006274	T265_07067, T265_16046, T265_05062, T265_07066	Smp_136690.1
OG0006275	T265_14969	Smp_053990.1
OG0006276	T265_07118	Smp_170210.1
OG0006277	T265_13414	Smp_241950.1
OG0006278	T265_02316, T265_15671	Smp_040110.1
OG0006279	T265_14327	Smp_049520.1
OG0006280	T265_09871	Smp_017880.1
OG0006281	T265_15811	Smp_140370.1
OG0006282	T265_11224	Smp_334340.1
OG0006283	T265_05049	Smp_308360.1
OG0006284	T265_02188	Smp_312770.1
OG0006285	T265_00313	Smp_047460.1
OG0006286	T265_00546	Smp_213040.1
OG0006288	T265_00770	Smp_342270.1
OG0006289	T265_14976	Smp_334330.1
OG0006290	T265_03916	Smp_342650.1
OG0006291	T265_08125	Smp_096000.1
OG0006292	T265_00669	Smp_100070.1
OG0006293	T265_08152	Smp_031720.1
OG0006294	T265_09717	Smp_159560.1
OG0006295	T265_11139	Smp_022990.1
OG0006296	T265_09675	Smp_332610.1
OG0006299	T265_09982, T265_06697	Smp_346660.1
OG0006300	T265_12045	Smp_021730.1
OG0006301	T265_15886, T265_12313	Smp_322610.1
OG0006302	T265_07637	Smp_047740.1
OG0006303	T265_14450	Smp_133860.1
OG0006304	T265_00048	Smp_315860.1, Smp_315860.2
OG0006305	T265_10720	Smp_100140.1
OG0006306	T265_09242	Smp_151920.1
OG0006307	T265_09818	Smp_342080.1, Smp_342080.2
OG0006308	T265_14763	Smp_315840.1
OG0006309	T265_15194	Smp_336750.1
OG0006310	T265_03045	Smp_044580.1
OG0006311	T265_04307	Smp_099420.1
OG0006312	T265_02160	Smp_087330.1
OG0006313	T265_13064	Smp_059100.1
OG0006314	T265_02327	Smp_141610.1
OG0006315	T265_02744	Smp_130340.1
OG0006316	T265_10726	Smp_100090.1
OG0006317	T265_00104	Smp_094560.1
OG0006318	T265_06847	Smp_158240.1
OG0006319	T265_10996	Smp_342090.1
OG0006320	T265_10617	Smp_329760.1, Smp_015490.1
OG0006321	T265_05253	Smp_244790.1
OG0006322	T265_13118	Smp_180570.1
OG0006323	T265_08324	Smp_172340.1
OG0006324	T265_01373	Smp_073410.1
OG0006325	T265_06415	Smp_245170.1
OG0006326	T265_06631	Smp_318500.1
OG0006327	T265_12717	Smp_003900.1
OG0006328	T265_08665	Smp_349780.1
OG0006329	T265_14587	Smp_159860.1
OG0006330	T265_07570	Smp_052750.1
OG0006331	T265_03152	Smp_080610.1
OG0006332	T265_11742	Smp_346840.1
OG0006334	T265_14064	Smp_085490.1
OG0006335	T265_04638	Smp_134540.1
OG0006336	T265_15021	Smp_333420.1
OG0006337	T265_05503	Smp_024390.1
OG0006338	T265_04419	Smp_077400.1
OG0006339	T265_00683	Smp_118040.1
OG0006340	T265_08629	Smp_198930.1
OG0006342	T265_11168	Smp_334600.1
OG0006343	T265_04178	Smp_018590.1
OG0006344	T265_14821	Smp_079430.1
OG0006346	T265_13092, T265_07373	Smp_344810.1
OG0006347	T265_15598	Smp_083410.1
OG0006348	T265_11593	Smp_031570.1
OG0006349	T265_05558	Smp_011960.1
OG0006350	T265_07982, T265_15938	Smp_144510.1
OG0006351	T265_14298, T265_14297	Smp_344750.1
OG0006352	T265_07872	Smp_340530.1
OG0006353	T265_03964	Smp_036990.1
OG0006354	T265_01996	Smp_092380.1
OG0006355	T265_08827	Smp_156480.1
OG0006356	T265_01986	Smp_050430.1
OG0006357	T265_07692	Smp_064360.1
OG0006358	T265_06294	Smp_212730.1
OG0006359	T265_06848, T265_06849	Smp_127190.1
OG0006360	T265_07902	Smp_335530.1
OG0006361	T265_11664	Smp_102410.1
OG0006362	T265_00886	Smp_143860.1, Smp_143860.2
OG0006363	T265_14157	Smp_305760.1
OG0006365	T265_08591	Smp_162970.1
OG0006366	T265_00360	Smp_048880.1
OG0006367	T265_00428	Smp_180020.1
OG0006369	T265_02314, T265_16246	Smp_169290.1
OG0006370	T265_13377	Smp_148900.1
OG0006371	T265_06013	Smp_067900.1
OG0006372	T265_00580	Smp_072360.1
OG0006373	T265_04279	Smp_055100.1
OG0006374	T265_02365	Smp_023150.1
OG0006375	T265_00911	Smp_243830.1
OG0006376	T265_04165	Smp_340070.1
OG0006377	T265_11918	Smp_162650.1
OG0006378	T265_12748	Smp_123370.1
OG0006379	T265_12049	Smp_162220.1, Smp_162220.2
OG0006381	T265_07644	Smp_145400.1
OG0006383	T265_07925	Smp_347520.2, Smp_347520.1
OG0006384	T265_02045	Smp_165630.1
OG0006385	T265_05143	Smp_212910.1
OG0006386	T265_15437	Smp_343330.1
OG0006387	T265_03298	Smp_342530.1
OG0006388	T265_07008	Smp_341870.1
OG0006389	T265_02317	Smp_040100.1
OG0006390	T265_15291	Smp_084520.1
OG0006392	T265_05333, T265_13754, T265_13554	Smp_139340.1
OG0006394	T265_15418	Smp_039390.1
OG0006395	T265_13542	Smp_147460.1, Smp_147460.2
OG0006397	T265_03982	Smp_104970.1
OG0006398	T265_14053	Smp_141890.1
OG0006399	T265_14380	Smp_135920.1
OG0006400	T265_02773	Smp_043030.1
OG0006401	T265_00344	Smp_340230.1
OG0006402	T265_07045	Smp_073600.1
OG0006403	T265_10653	Smp_048550.1
OG0006404	T265_06868	Smp_025740.1
OG0006405	T265_11460	Smp_066740.1
OG0006406	T265_13003, T265_03998, T265_14155	Smp_148260.1
OG0006407	T265_01611	Smp_163170.1
OG0006408	T265_05827	Smp_059170.1
OG0006409	T265_06982	Smp_333900.1
OG0006410	T265_15301	Smp_130800.1
OG0006411	T265_12161, T265_15137, T265_15138	Smp_142900.1
OG0006412	T265_14552	Smp_244090.1
OG0006413	T265_07342	Smp_344210.1
OG0006414	T265_07452	Smp_174670.1
OG0006415	T265_09372	Smp_163240.1
OG0006416	T265_08933	Smp_029100.1
OG0006418	T265_03112	Smp_011570.1
OG0006420	T265_01124	Smp_131600.1
OG0006421	T265_09926	Smp_067580.1
OG0006422	T265_04316	Smp_346110.1
OG0006423	T265_09547	Smp_340930.1
OG0006424	T265_15186, T265_02708	Smp_013790.1
OG0006425	T265_11416	Smp_055190.1
OG0006426	T265_09277	Smp_073390.1
OG0006427	T265_10062	Smp_126730.1
OG0006428	T265_11779	Smp_148200.1
OG0006429	T265_08172	Smp_080420.1
OG0006430	T265_01459, T265_08003	Smp_028500.1
OG0006431	T265_09599	Smp_011010.1
OG0006432	T265_12903	Smp_136920.1
OG0006433	T265_04463	Smp_347880.1
OG0006434	T265_10421	Smp_127650.1
OG0006435	T265_02372	Smp_314280.2, Smp_314280.1
OG0006436	T265_01380	Smp_000900.1
OG0006437	T265_03880	Smp_016750.1
OG0006438	T265_02221	Smp_094930.1
OG0006439	T265_10437	Smp_153660.1
OG0006440	T265_10890	Smp_212970.1
OG0006441	T265_08751	Smp_267210.1
OG0006442	T265_05198	Smp_139620.1
OG0006443	T265_01839	Smp_143740.1
OG0006444	T265_13057	Smp_344200.1
OG0006445	T265_12451, T265_16053	Smp_169440.1
OG0006448	T265_12679	Smp_316430.1, Smp_337330.1
OG0006449	T265_08544	Smp_125760.1
OG0006450	T265_10232	Smp_342210.1
OG0006451	T265_15460	Smp_148930.1
OG0006452	T265_10252	Smp_007000.1
OG0006453	T265_01420	Smp_000850.1
OG0006454	T265_11534	Smp_079050.1
OG0006455	T265_01587	Smp_001500.1
OG0006457	T265_00141	Smp_179080.1
OG0006458	T265_07613	Smp_030020.1
OG0006459	T265_12438	Smp_134060.1
OG0006460	T265_01122	Smp_002550.1
OG0006461	T265_14894	Smp_162280.1
OG0006462	T265_02678	Smp_122940.1
OG0006463	T265_00516	Smp_129510.1
OG0006464	T265_03697	Smp_026400.1, Smp_349830.1
OG0006466	T265_11283	Smp_341360.1
OG0006467	T265_11575	Smp_094760.1
OG0006468	T265_15381	Smp_040500.1
OG0006469	T265_07952	Smp_045960.1
OG0006470	T265_03006	Smp_307810.1
OG0006472	T265_09548	Smp_156900.1
OG0006473	T265_00503	Smp_129380.1
OG0006476	T265_00225	Smp_196020.1
OG0006477	T265_10127	Smp_097620.1
OG0006478	T265_15504, T265_15819	Smp_304860.1
OG0006479	T265_04124	Smp_051660.1
OG0006480	T265_10500	Smp_136520.1
OG0006481	T265_01822	Smp_000650.1
OG0006484	T265_01969	Smp_344900.1
OG0006485	T265_08420	Smp_126360.1
OG0006486	T265_10504, T265_15169	Smp_136530.1
OG0006487	T265_01788	Smp_343110.1
OG0006488	T265_14164	Smp_142740.1
OG0006489	T265_06132	Smp_143090.1
OG0006490	T265_06700	Smp_093830.1
OG0006491	T265_02227	Smp_086750.1
OG0006492	T265_09429	Smp_073080.1
OG0006493	T265_05598	Smp_158440.1, Smp_158440.3, Smp_158440.2
OG0006494	T265_07790	Smp_181290.1
OG0006495	T265_02429	Smp_243300.1
OG0006496	T265_10309, T265_10310	Smp_197150.1
OG0006498	T265_08375	Smp_028940.1
OG0006499	T265_14999	Smp_067510.1
OG0006501	T265_05439	Smp_347910.1, Smp_347910.2
OG0006502	T265_04060	Smp_343520.1
OG0006503	T265_11418	Smp_053830.1
OG0006504	T265_16255	Smp_314240.1
OG0006505	T265_01650	Smp_146730.1
OG0006506	T265_07161	Smp_337750.2
OG0006509	T265_06617	Smp_033330.1
OG0006512	T265_02956	Smp_180800.1
OG0006513	T265_03639	Smp_158490.1
OG0006514	T265_07927	Smp_153390.1
OG0006515	T265_09667	Smp_144240.1
OG0006516	T265_13299	Smp_313530.1, Smp_313540.1, Smp_313540.2
OG0006517	T265_15214	Smp_005900.1
OG0006543	T265_02409, T265_02410	Smp_045610.1
OG0006544	T265_04643	Smp_267240.1, Smp_267240.2
OG0006545	T265_12850	Smp_334050.1
OG0006546	T265_04315	Smp_172490.1
OG0006547	T265_00458	Smp_125500.1
OG0006548	T265_08761	Smp_097370.1
OG0006549	T265_00535	Smp_172700.1
OG0006550	T265_12513	Smp_134090.1
OG0006552	T265_15625	Smp_045780.1
OG0006553	T265_06339	Smp_247590.1
OG0006554	T265_13260	Smp_143300.1
OG0006555	T265_05771	Smp_164150.1
OG0006556	T265_11960	Smp_337610.1
OG0006557	T265_02543	Smp_325920.1
OG0006558	T265_05738	Smp_149010.1
OG0006560	T265_01023	Smp_175270.1
OG0006561	T265_06796	Smp_000710.1
OG0006562	T265_14420	Smp_058380.1
OG0006563	T265_07306	Smp_091750.1
OG0006567	T265_07533	Smp_081250.1
OG0006568	T265_13305	Smp_149540.1
OG0006569	T265_09101	Smp_019980.1
OG0006570	T265_00046	Smp_245980.1
OG0006571	T265_02036	Smp_044160.1
OG0006572	T265_13595, T265_04767	Smp_346290.1
OG0006573	T265_10380	Smp_038240.1
OG0006574	T265_00628	Smp_347780.1
OG0006575	T265_05860, T265_15914	Smp_159930.1
OG0006576	T265_00643	Smp_345110.1
OG0006577	T265_16165, T265_08513, T265_15866, T265_08512	Smp_213990.1
OG0006578	T265_13404	Smp_242200.1
OG0006579	T265_04072	Smp_040390.1
OG0006580	T265_06753	Smp_174190.1
OG0006581	T265_01022	Smp_333200.1
OG0006582	T265_06600	Smp_012920.1
OG0006583	T265_10802	Smp_123120.1
OG0006584	T265_06921	Smp_344560.1
OG0006585	T265_10220	Smp_130430.1
OG0006586	T265_06535	Smp_083720.1
OG0006588	T265_04942	Smp_337400.2
OG0006589	T265_07243	Smp_333350.1
OG0006590	T265_07241	Smp_244100.1
OG0006591	T265_06110	Smp_143190.1
OG0006592	T265_09421	Smp_061570.1
OG0006593	T265_03292	Smp_093450.1
OG0006594	T265_05108	Smp_174420.1
OG0006595	T265_13783	Smp_060820.1
OG0006596	T265_14736	Smp_056620.1
OG0006597	T265_15644	Smp_145140.1
OG0006598	T265_04813	Smp_242910.1
OG0006599	T265_06001	Smp_164210.1
OG0006601	T265_05089	Smp_333910.1
OG0006604	T265_02143	Smp_242240.1
OG0006605	T265_15195	Smp_210530.1
OG0006606	T265_10657	Smp_052290.1
OG0006607	T265_04245	Smp_336340.1
OG0006608	T265_04438	Smp_344230.1
OG0006610	T265_07805	Smp_070640.1
OG0006611	T265_13076	Smp_097380.1
OG0006613	T265_08081	Smp_133950.1
OG0006614	T265_11437	Smp_308830.1
OG0006616	T265_09162	Smp_050110.1
OG0006617	T265_01246	Smp_036950.1
OG0006618	T265_07977	Smp_144470.1
OG0006619	T265_01062	Smp_331700.1
OG0006620	T265_11532	Smp_038420.1
OG0006621	T265_05353	Smp_164020.1
OG0006622	T265_07997	Smp_244320.1
OG0006624	T265_00402	Smp_347990.1, Smp_347990.3
OG0006625	T265_00626	Smp_174850.1
OG0006626	T265_16206, T265_10359, T265_16251	Smp_008400.1, Smp_008360.1
OG0006627	T265_15096	Smp_139840.1
OG0006628	T265_06512	Smp_164070.1
OG0006629	T265_01973	Smp_150870.1
OG0006630	T265_02374, T265_12306, T265_02376	Smp_006390.1
OG0006631	T265_01364	Smp_063680.1
OG0006632	T265_00693	Smp_006780.1
OG0006633	T265_12533	Smp_341760.1
OG0006634	T265_09918	Smp_091360.1
OG0006636	T265_01102	Smp_003970.1
OG0006638	T265_07959, T265_12103, T265_12336	Smp_322560.1
OG0006639	T265_01732	Smp_038100.1
OG0006640	T265_02101	Smp_011830.1
OG0006641	T265_11815, T265_12182, T265_12254	Smp_058850.1
OG0006642	T265_14387	Smp_144380.1
OG0006643	T265_01447	Smp_307780.1
OG0006644	T265_11470	Smp_159600.1
OG0006645	T265_04180	Smp_018610.1
OG0006646	T265_14470	Smp_245750.1
OG0006647	T265_04949	Smp_029670.1
OG0006648	T265_06317	Smp_138210.1
OG0006650	T265_13348	Smp_004690.2, Smp_004690.1
OG0006651	T265_03076	Smp_025570.1
OG0006652	T265_14309	Smp_171060.1
OG0006653	T265_01556	Smp_337590.1
OG0006654	T265_06319	Smp_138230.1
OG0006655	T265_10613	Smp_083120.1
OG0006656	T265_10612	Smp_083130.1
OG0006657	T265_01090	Smp_003440.1
OG0006658	T265_02204	Smp_334310.1, Smp_334310.2
OG0006659	T265_04507	Smp_009630.1
OG0006660	T265_07919	Smp_143670.1
OG0006661	T265_06986	Smp_334120.1
OG0006662	T265_06293	Smp_244350.1
OG0006664	T265_10175	Smp_328180.1
OG0006665	T265_09475	Smp_337140.1
OG0006666	T265_05118	Smp_098340.1
OG0006667	T265_06889	Smp_033020.1
OG0006668	T265_08869	Smp_159590.1
OG0006669	T265_06871, T265_14158	Smp_018030.1
OG0006670	T265_01723	Smp_050220.1
OG0006671	T265_02176	Smp_136850.1
OG0006672	T265_07550	Smp_342500.1
OG0006673	T265_14096	Smp_032420.1
OG0006675	T265_14098	Smp_078910.1
OG0006676	T265_02337	Smp_066890.1
OG0006678	T265_02364	Smp_021330.1
OG0006680	T265_14576	Smp_131980.1
OG0006681	T265_03138	Smp_018440.1
OG0006682	T265_13643	Smp_039080.1
OG0006685	T265_01793	Smp_025860.1
OG0006686	T265_00388	Smp_082820.1
OG0006687	T265_03886	Smp_334730.1
OG0006688	T265_10138	Smp_173810.1
OG0006689	T265_11462	Smp_075120.1
OG0006690	T265_02014	Smp_018460.1
OG0006691	T265_14118	Smp_175200.1
OG0006692	T265_09931	Smp_203400.1
OG0006692	T265_11715	Smp_241490.1
OG0006693	T265_06000	Smp_168930.1
OG0006694	T265_05779	Smp_041980.1
OG0006695	T265_12588	Smp_085780.1
OG0006696	T265_00566	Smp_341900.1, Smp_341900.2
OG0006697	T265_03625	Smp_106970.1
OG0006699	T265_00029	Smp_346980.1
OG0006700	T265_00710	Smp_048230.1
OG0006701	T265_09665	Smp_147260.1
OG0006702	T265_08330	Smp_046360.1
OG0006703	T265_07174	Smp_132940.1
OG0006704	T265_09491	Smp_124860.1
OG0006705	T265_00312	Smp_170430.1
OG0006706	T265_01507	Smp_091390.1
OG0006709	T265_06181	Smp_143810.1
OG0006710	T265_04961	Smp_345470.1
OG0006711	T265_07615	Smp_136780.1
OG0006712	T265_03406	Smp_129240.1
OG0006713	T265_14943	Smp_318980.1
OG0006714	T265_13836	Smp_099150.1
OG0006715	T265_01471, T265_00877, T265_12801, T265_11125	Smp_038820.1
OG0006716	T265_00372, T265_00371	Smp_333750.1
OG0006717	T265_09607	Smp_128010.1
OG0006718	T265_00853	Smp_267020.1
OG0006720	T265_05605	Smp_337790.1
OG0006721	T265_09405	Smp_135960.1
OG0006724	T265_04424, T265_11296	Smp_137540.1
OG0006725	T265_08874	Smp_070760.1
OG0006726	T265_14354	Smp_168330.1
OG0006728	T265_04626	Smp_134580.1
OG0006729	T265_04397	Smp_005780.1
OG0006731	T265_01865	Smp_247820.2, Smp_247820.1
OG0006732	T265_03141	Smp_091240.1
OG0006733	T265_00226	Smp_191160.1
OG0006734	T265_01901	Smp_009340.1
OG0006735	T265_07014	Smp_026270.1
OG0006736	T265_01789	Smp_343100.1
OG0006737	T265_14034	Smp_344570.1
OG0006738	T265_13420	Smp_031590.1
OG0006739	T265_00860	Smp_163830.1
OG0006740	T265_01698	Smp_053030.1
OG0006741	T265_05530	Smp_058270.1
OG0006742	T265_07162	Smp_078320.1
OG0006743	T265_00014	Smp_013860.1
OG0006744	T265_03826	Smp_341070.1
OG0006745	T265_15337	Smp_334610.1
OG0006746	T265_02215	Smp_344170.1
OG0006747	T265_13929	Smp_128060.1
OG0006749	T265_08540	Smp_319610.1
OG0006750	T265_11230	Smp_009420.1
OG0006751	T265_10348	Smp_242120.1
OG0006752	T265_06481	Smp_046120.1
OG0006753	T265_13704	Smp_151600.1
OG0006754	T265_12082	Smp_157250.1
OG0006755	T265_11582	Smp_002920.1
OG0006756	T265_08611	Smp_074410.1
OG0006757	T265_03052	Smp_095140.1
OG0006758	T265_08461	Smp_087690.1
OG0006759	T265_06287	Smp_174110.1
OG0006760	T265_01137	Smp_085750.1, Smp_085750.2
OG0006761	T265_11394	Smp_341530.1
OG0006762	T265_13612	Smp_337860.1
OG0006763	T265_15371	Smp_075210.1
OG0006766	T265_09201	Smp_162240.1
OG0006767	T265_07299	Smp_074390.1
OG0006768	T265_01568	Smp_019820.1
OG0006769	T265_02933	Smp_066930.1
OG0006770	T265_01465	Smp_061580.1
OG0006771	T265_07961	Smp_145630.1
OG0006772	T265_12603	Smp_333690.1, Smp_347130.1
OG0006773	T265_02202, T265_02203	Smp_166180.1, Smp_166180.2
OG0006774	T265_11214	Smp_054120.1
OG0006775	T265_10444	Smp_167540.1
OG0006776	T265_06721	Smp_342680.1
OG0006777	T265_04430, T265_12355	Smp_198420.1
OG0006778	T265_11184	Smp_347220.1
OG0006779	T265_11785	Smp_104330.1
OG0006780	T265_12841	Smp_069910.1
OG0006781	T265_03372	Smp_093720.1
