Orthogroup	opisthorchis_viverrini	schistosoma_japonicum
OG0006936	T265_09992	EWB00_004363
OG0006937	T265_02852	EWB00_000760
OG0006938	T265_02641	EWB00_001865
OG0006939	T265_04096	EWB00_003241
OG0006940	T265_09062	EWB00_009363.1, EWB00_009363.2, EWB00_009363.3
OG0006942	T265_04946	EWB00_000677
OG0006943	T265_10286	EWB00_001661
OG0006944	T265_14972	EWB00_002752
OG0006946	T265_08530	EWB00_000692
OG0006948	T265_13602	EWB00_003395
OG0006949	T265_06120	EWB00_006617.1, EWB00_006617.2
OG0006950	T265_14502	EWB00_010555.1, EWB00_010555.2
OG0006951	T265_05506	EWB00_006437.1, EWB00_006437.2
OG0006952	T265_15597	EWB00_001079
OG0006953	T265_12564	EWB00_000479.2
OG0006954	T265_12955	EWB00_010645
OG0006956	T265_14691	EWB00_007969
OG0006957	T265_10694	EWB00_002736
OG0006958	T265_02049	EWB00_010047
OG0006959	T265_10804	EWB00_008065.1, EWB00_008065.2
OG0006960	T265_02982	EWB00_008173.2, EWB00_008173.3, EWB00_008173.1
OG0006962	T265_05932	EWB00_007765.1, EWB00_007765.2
OG0006963	T265_14844	EWB00_008719
OG0006964	T265_08937	EWB00_009171
OG0006965	T265_08989	EWB00_006841.1, EWB00_006841.2
OG0006966	T265_02533	EWB00_011150
OG0006967	T265_04778	EWB00_001685.1, EWB00_001685.2, EWB00_001685.3, EWB00_001685.4
OG0006968	T265_04728	EWB00_009683
OG0006969	T265_12516	EWB00_002730
OG0006970	T265_00339	EWB00_002731
OG0006971	T265_06978	EWB00_003474.1, EWB00_003474.2
OG0006972	T265_02545	EWB00_011090
OG0006973	T265_06414, T265_11937	EWB00_009033
OG0006974	T265_06012	EWB00_009664
OG0006975	T265_06684	EWB00_005754
OG0006976	T265_13703	EWB00_008553
OG0006977	T265_06254	EWB00_005951
OG0006978	T265_06003	EWB00_001536
OG0006979	T265_15110	EWB00_003984.1, EWB00_003984.2
OG0006982	T265_00137	EWB00_007823
OG0006983	T265_07247	EWB00_004120.1, EWB00_004120.2
OG0006984	T265_00095	EWB00_007211
OG0006985	T265_04089	EWB00_007983
OG0006986	T265_06305	EWB00_007348
OG0006987	T265_01944	EWB00_008246
OG0006988	T265_01942	EWB00_008247
OG0006989	T265_08221	EWB00_003444, EWB00_003442
OG0006990	T265_01798	EWB00_004655
OG0006991	T265_13293	EWB00_006771
OG0006992	T265_03445	EWB00_008567
OG0006993	T265_14598	EWB00_000066
OG0006994	T265_14027	EWB00_006334
OG0006996	T265_07838	EWB00_010205.1, EWB00_010205.2
OG0006997	T265_03784	EWB00_000614.1, EWB00_000614.2
OG0006998	T265_05829	EWB00_010953
OG0006999	T265_00467	EWB00_000183
OG0007000	T265_09618	EWB00_007046
OG0007002	T265_13608	EWB00_004779.1, EWB00_004779.2
OG0007003	T265_09312	EWB00_008530
OG0007005	T265_12553	EWB00_000182
OG0007006	T265_14425	EWB00_005712
OG0007009	T265_09606	EWB00_011422.1, EWB00_011422.2
OG0007010	T265_14018	EWB00_003505
OG0007011	T265_02707	EWB00_005338
OG0007012	T265_13116	EWB00_010759
OG0007014	T265_01589	EWB00_003450
OG0007015	T265_01736	EWB00_002255.3, EWB00_002255.1, EWB00_002255.2
OG0007017	T265_11541	EWB00_004409
OG0007020	T265_12742	EWB00_009099
OG0007021	T265_07285	EWB00_010696
OG0007022	T265_10105	EWB00_011111
OG0007024	T265_15203	EWB00_007035
OG0007025	T265_07349	EWB00_011414
OG0007027	T265_09943	EWB00_008000
OG0007029	T265_03667	EWB00_001040
OG0007030	T265_07191, T265_07190	EWB00_006115
OG0007031	T265_11841	EWB00_003162
OG0007032	T265_07667	EWB00_008178
OG0007033	T265_07666	EWB00_008179.1, EWB00_008179.2
OG0007034	T265_07663	EWB00_008180.4, EWB00_008180.1, EWB00_008180.2, EWB00_008180.3
OG0007035	T265_12452	EWB00_008652
OG0007036	T265_11173	EWB00_001480
OG0007037	T265_03926	EWB00_006575
OG0007038	T265_01371	EWB00_004928
OG0007039	T265_03610	EWB00_006820
OG0007040	T265_04058	EWB00_000653
OG0007041	T265_06247	EWB00_006038.1, EWB00_006038.2
OG0007042	T265_03246	EWB00_007005
OG0007043	T265_09179	EWB00_000617.1, EWB00_000617.2
OG0007044	T265_10044	EWB00_008333
OG0007046	T265_14520	EWB00_009140.1, EWB00_009140.2
OG0007047	T265_05862	EWB00_010107, EWB00_005555
OG0007049	T265_05109, T265_05744	EWB00_009535
OG0007050	T265_06288	EWB00_009490
OG0007051	T265_07764	EWB00_004179
OG0007053	T265_08719	EWB00_004281.1, EWB00_004281.2
OG0007054	T265_07732	EWB00_000324.1, EWB00_000324.2
OG0007055	T265_09154	EWB00_009518.1, EWB00_009518.2
OG0007056	T265_05999	EWB00_001555
OG0007057	T265_03345	EWB00_010402.1, EWB00_010402.2
OG0007058	T265_13018	EWB00_004650
OG0007059	T265_00376	EWB00_004071
OG0007061	T265_04829	EWB00_005500.2, EWB00_005500.1
OG0007062	T265_01080	EWB00_001543
OG0007064	T265_05766	EWB00_000618
OG0007065	T265_00953	EWB00_006351
OG0007066	T265_13391	EWB00_003954.2
OG0007066	T265_08571	EWB00_003954.1
OG0007067	T265_06544	EWB00_009587
OG0007068	T265_12898, T265_11246	EWB00_001213.2, EWB00_001213.1
OG0007069	T265_00550, T265_00551	EWB00_004249
OG0007070	T265_12510	EWB00_010636
OG0007072	T265_04896	EWB00_006842
OG0007073	T265_00813	EWB00_007926.1, EWB00_007926.2
OG0007074	T265_15487	EWB00_007163
OG0007075	T265_07989	EWB00_001063
OG0007076	T265_15038	EWB00_011209
OG0007077	T265_00533	EWB00_000937
OG0007078	T265_08600	EWB00_005309
OG0007079	T265_03240	EWB00_007559.1, EWB00_007559.2, EWB00_007559.3
OG0007080	T265_10816	EWB00_005428
OG0007081	T265_14231	EWB00_006801
OG0007082	T265_04328	EWB00_009430
OG0007087	T265_07785	EWB00_003990.1, EWB00_003990.2
OG0007090	T265_06364	EWB00_000075
OG0007092	T265_14165	EWB00_003110
OG0007094	T265_12970	EWB00_004035
OG0007095	T265_10901	EWB00_002405
OG0007097	T265_02682	EWB00_000747
OG0007098	T265_03980	EWB00_011003.1, EWB00_011003.2
OG0007099	T265_11083	EWB00_007290
OG0007101	T265_04498	EWB00_008365.1, EWB00_008365.2, EWB00_008365.3, EWB00_008365.4
OG0007103	T265_00543	EWB00_005909
OG0007104	T265_11729	EWB00_009824
OG0007106	T265_11550	EWB00_002740.1, EWB00_002740.2
OG0007107	T265_08878	EWB00_010041
OG0007112	T265_01844	EWB00_004500
OG0007114	T265_04757	EWB00_000738
OG0007115	T265_07425	EWB00_005123.1, EWB00_005123.2, EWB00_005123.3
OG0007116	T265_08883	EWB00_007968
OG0007117	T265_10162	EWB00_002391
OG0007118	T265_13074	EWB00_002056
OG0007149	T265_05281	EWB00_005251
OG0007150	T265_04577	EWB00_004154
OG0007151	T265_13997	EWB00_002780
OG0007153	T265_02261	EWB00_001045
OG0007155	T265_06709	EWB00_003200
OG0007156	T265_08863	EWB00_007858
OG0007157	T265_00824	EWB00_010919
OG0007158	T265_05761	EWB00_001836
OG0007160	T265_13481	EWB00_002142
OG0007161	T265_09832	EWB00_003490.1, EWB00_003490.2
OG0007162	T265_14557	EWB00_005441
OG0007163	T265_05022	EWB00_001541
OG0007164	T265_05725	EWB00_001380
OG0007165	T265_12888	EWB00_007707
OG0007166	T265_05773	EWB00_009157
OG0007167	T265_04152	EWB00_006213
OG0007168	T265_15062	EWB00_000495
OG0007171	T265_12441	EWB00_002149
OG0007172	T265_15713	EWB00_003294
OG0007174	T265_03572	EWB00_006808.1, EWB00_006808.2
OG0007176	T265_09466	EWB00_004505
OG0007177	T265_08068	EWB00_006390
OG0007178	T265_00637	EWB00_011323
OG0007179	T265_14173	EWB00_002868.1, EWB00_002868.2
OG0007180	T265_10346	EWB00_008007
OG0007181	T265_13478	EWB00_001893
OG0007182	T265_04384	EWB00_002313.1, EWB00_002313.2
OG0007184	T265_05750	EWB00_004940
OG0007186	T265_05727	EWB00_001381
OG0007187	T265_09224	EWB00_007474
OG0007188	T265_04191	EWB00_008933
OG0007189	T265_01579	EWB00_008900
OG0007191	T265_04664	EWB00_008480
OG0007193	T265_01765, T265_12272	EWB00_009310.1, EWB00_009310.2
OG0007195	T265_05776	EWB00_008043.2, EWB00_008043.1
OG0007196	T265_00986	EWB00_004178
OG0007197	T265_14654	EWB00_001903
OG0007198	T265_14536	EWB00_006004
OG0007199	T265_05694	EWB00_002859
OG0007200	T265_01598	EWB00_008667
OG0007201	T265_09750	EWB00_001681
OG0007202	T265_05903	EWB00_004531
OG0007203	T265_08004	EWB00_007328
OG0007205	T265_00395	EWB00_007952
OG0007206	T265_13211	EWB00_000959
OG0007207	T265_00381	EWB00_008733
OG0007208	T265_02790	EWB00_001235
OG0007209	T265_16207	EWB00_001420.1, EWB00_001420.2, EWB00_001420.4, EWB00_001420.3
OG0007210	T265_12116	EWB00_011383
OG0007212	T265_05154	EWB00_009859
OG0007213	T265_13697	EWB00_009860
OG0007214	T265_15405	EWB00_002638
OG0007215	T265_12481	EWB00_000697
OG0007216	T265_13250	EWB00_001049
OG0007217	T265_10000	EWB00_001801
OG0007220	T265_08851	EWB00_006852
OG0007222	T265_05562	EWB00_009092
OG0007223	T265_01427	EWB00_008696
OG0007226	T265_13579	EWB00_004916
OG0007228	T265_00447	EWB00_010586
OG0007229	T265_08479	EWB00_001173
OG0007230	T265_03041	EWB00_008467
OG0007232	T265_15847, T265_15567	EWB00_003451
OG0007233	T265_04602	EWB00_003753
OG0007234	T265_11482	EWB00_011264
OG0007237	T265_14971	EWB00_010973
OG0007239	T265_05908	EWB00_004575.1, EWB00_004575.2
OG0007240	T265_00429	EWB00_001601
OG0007242	T265_01487	EWB00_001810
OG0007244	T265_14474	EWB00_006602
OG0007245	T265_01358	EWB00_010658
OG0007246	T265_16196	EWB00_005417
OG0007247	T265_04294	EWB00_003560.1, EWB00_003560.2
OG0007248	T265_05026	EWB00_000277
OG0007251	T265_11004	EWB00_004360
OG0007254	T265_12952	EWB00_001414
OG0007255	T265_13345	EWB00_007356
OG0007256	T265_05855, T265_12346	EWB00_010416
OG0007257	T265_15493	EWB00_002157
OG0007259	T265_09412	EWB00_004639
OG0007260	T265_04860	EWB00_004554
OG0007263	T265_11430	EWB00_003091
OG0007268	T265_14215	EWB00_009203.1, EWB00_009203.2
OG0007269	T265_05536	EWB00_002494
OG0007273	T265_15362	EWB00_009565
OG0007274	T265_01767	EWB00_009308
OG0007275	T265_04518	EWB00_005999.1, EWB00_005999.2
OG0007277	T265_13133	EWB00_007240
OG0007278	T265_13676	EWB00_006395
OG0007280	T265_02788	EWB00_001221
OG0007281	T265_01963	EWB00_003892
OG0007282	T265_09878	EWB00_000932
OG0007283	T265_13103	EWB00_008728
OG0007285	T265_01509	EWB00_007986
OG0007286	T265_13951	EWB00_009639.1, EWB00_009639.2
OG0007287	T265_07184	EWB00_011280.2, EWB00_011280.1
OG0007288	T265_12855	EWB00_002642
OG0007290	T265_11607	EWB00_004247
OG0007291	T265_13686	EWB00_006503
OG0007292	T265_00119	EWB00_008088
OG0007294	T265_00456	EWB00_000977.1, EWB00_000977.2
OG0007295	T265_13500	EWB00_005660.1, EWB00_005660.2
OG0007296	T265_08875	EWB00_007736
OG0007297	T265_16010, T265_13435	EWB00_009269
OG0007299	T265_03981	EWB00_002657
OG0007302	T265_06965	EWB00_002180
OG0007303	T265_07698	EWB00_001664.2
OG0007304	T265_08114	EWB00_008291.1, EWB00_008291.2
OG0007306	T265_01724	EWB00_006094
OG0007307	T265_08816	EWB00_006466
OG0007308	T265_06111	EWB00_007490, EWB00_007489
OG0007309	T265_03150	EWB00_003855
OG0007310	T265_02132	EWB00_007214
OG0007311	T265_14148	EWB00_005623
OG0007312	T265_09680	EWB00_003059
OG0007313	T265_10686	EWB00_001230
OG0007314	T265_02895	EWB00_002543
OG0007316	T265_07031	EWB00_001787.1, EWB00_001787.2
OG0007317	T265_14512	EWB00_008143
OG0007319	T265_03866	EWB00_006892
OG0007320	T265_10123	EWB00_003952
OG0007321	T265_04596	EWB00_002098.1, EWB00_002098.2, EWB00_002098.3
OG0007322	T265_00608	EWB00_004705
OG0007323	T265_07850	EWB00_001194
OG0007326	T265_06757	EWB00_006601.1, EWB00_006601.2
OG0007329	T265_09888	EWB00_001042
OG0007330	T265_06718	EWB00_000515
OG0007331	T265_05298	EWB00_003577
OG0007332	T265_15382	EWB00_006831
OG0007334	T265_09596	EWB00_003178
OG0007335	T265_04559	EWB00_009190
OG0007336	T265_15467	EWB00_004370.2, EWB00_004370.1
OG0007338	T265_01823	EWB00_005804
OG0007339	T265_00352, T265_12095	EWB00_007220
OG0007340	T265_11151	EWB00_010306
OG0007341	T265_09233	EWB00_008595.1, EWB00_008595.2
OG0007343	T265_07218	EWB00_003681
OG0007345	T265_09850	EWB00_002016.1, EWB00_002016.2
OG0007346	T265_07084	EWB00_007425
OG0007347	T265_05564, T265_10483	EWB00_002473
OG0007348	T265_08944	EWB00_010202
OG0007349	T265_13121	EWB00_010263
OG0007350	T265_11979	EWB00_008070
OG0007351	T265_07712	EWB00_004633
OG0007352	T265_10585, T265_15401	EWB00_005158
OG0007355	T265_06884, T265_06886	EWB00_008537
OG0007356	T265_10835	EWB00_000054
OG0007357	T265_09934	EWB00_007879
OG0007359	T265_09178	EWB00_003013.2, EWB00_003013.1, EWB00_003013.3
OG0007361	T265_03303	EWB00_006897
OG0007362	T265_03860	EWB00_006884
OG0007363	T265_12941, T265_16048	EWB00_002650
OG0007364	T265_07980	EWB00_001275, EWB00_001274
OG0007365	T265_14505	EWB00_005199
OG0007366	T265_09286	EWB00_003966.1, EWB00_003966.2
OG0007367	T265_08787	EWB00_011106
OG0007369	T265_02066	EWB00_005511
OG0007370	T265_04282	EWB00_006594
OG0007371	T265_05219	EWB00_008968
OG0007372	T265_07265	EWB00_009071
OG0007373	T265_09553	EWB00_008403
OG0007374	T265_14368	EWB00_009318
OG0007416	T265_00058	EWB00_002219
OG0007418	T265_05716	EWB00_002008
OG0007420	T265_05540	EWB00_001030
OG0007421	T265_04842	EWB00_000780
OG0007423	T265_01439	EWB00_006563.1, EWB00_006563.2
OG0007424	T265_01527	EWB00_002807
OG0007425	T265_09438	EWB00_004081
OG0007427	T265_03793	EWB00_001894.2, EWB00_001894.4, EWB00_001894.1, EWB00_001894.3
OG0007428	T265_01609	EWB00_010360
OG0007429	T265_08593	EWB00_005825
OG0007430	T265_00022	EWB00_006887
OG0007431	T265_03404	EWB00_001482.1, EWB00_001482.2
OG0007432	T265_08085	EWB00_010710
OG0007433	T265_01578	EWB00_008902
OG0007434	T265_01580	EWB00_008898
OG0007435	T265_03935	EWB00_000918
OG0007436	T265_03494	EWB00_008547
OG0007439	T265_13153	EWB00_006539
OG0007440	T265_01686	EWB00_000842
OG0007442	T265_03000	EWB00_002885.2, EWB00_002885.1
OG0007443	T265_04542	EWB00_009471
OG0007445	T265_07623	EWB00_001465
OG0007450	T265_09328	EWB00_009831
OG0007451	T265_07759	EWB00_005670
OG0007452	T265_05008	EWB00_001765
OG0007453	T265_09967	EWB00_008243
OG0007454	T265_04491	EWB00_005948.2
OG0007455	T265_12299, T265_15198	EWB00_005802
OG0007456	T265_00263	EWB00_008699
OG0007458	T265_08853	EWB00_006851
OG0007459	T265_08427	EWB00_002191
OG0007460	T265_15360	EWB00_005413
OG0007464	T265_11096	EWB00_003228
OG0007465	T265_10781	EWB00_003027
OG0007466	T265_10696	EWB00_002876
OG0007467	T265_00304	EWB00_000888
OG0007468	T265_00005	EWB00_007392.3, EWB00_007392.2, EWB00_007392.1
OG0007470	T265_02162	EWB00_008250
OG0007471	T265_02690	EWB00_004414.1, EWB00_004414.2
OG0007472	T265_11478	EWB00_009531
OG0007473	T265_12709	EWB00_006972
OG0007475	T265_10548	EWB00_001743
OG0007476	T265_01254	EWB00_006102
OG0007477	T265_00147	EWB00_003612.2, EWB00_003612.1, EWB00_003612.3
OG0007478	T265_13970, T265_08860	EWB00_001474
OG0007479	T265_13973	EWB00_003132
OG0007480	T265_08020	EWB00_011396
OG0007481	T265_12736	EWB00_000546
OG0007482	T265_00568	EWB00_000198
OG0007483	T265_08518	EWB00_009694
OG0007484	T265_06734	EWB00_010073
OG0007487	T265_03952	EWB00_004522
OG0007488	T265_13843	EWB00_005416
OG0007489	T265_08616	EWB00_005160
OG0007490	T265_09752	EWB00_006932
OG0007493	T265_13480	EWB00_003302
OG0007494	T265_06958	EWB00_010349
OG0007495	T265_01741	EWB00_007172
OG0007496	T265_05621	EWB00_009886
OG0007497	T265_04864	EWB00_007837
OG0007499	T265_01988	EWB00_007748
OG0007500	T265_01913	EWB00_003385
OG0007501	T265_09168	EWB00_002534
OG0007502	T265_09278	EWB00_010788.2
OG0007503	T265_04881	EWB00_002998
OG0007506	T265_09697	EWB00_006681
OG0007507	T265_15566	EWB00_011242
OG0007508	T265_13346	EWB00_008185
OG0007509	T265_06813	EWB00_010225
OG0007510	T265_03155	EWB00_007131
OG0007512	T265_02136	EWB00_000173.1, EWB00_000173.3, EWB00_000173.2
OG0007513	T265_04520	EWB00_005996
OG0007515	T265_05759	EWB00_000612
OG0007516	T265_14930	EWB00_004736
OG0007517	T265_10294	EWB00_000665
OG0007518	T265_11838	EWB00_000015, EWB00_008805
OG0007520	T265_13770	EWB00_006969
OG0007521	T265_01068	EWB00_000666
OG0007522	T265_10578	EWB00_001798
OG0007523	T265_15276	EWB00_007692
OG0007524	T265_02665	EWB00_001390
OG0007525	T265_07486	EWB00_007478
OG0007526	T265_01041	EWB00_004235
OG0007528	T265_04494	EWB00_003287.2, EWB00_003287.3
OG0007529	T265_15100	EWB00_002453.1, EWB00_002453.2
OG0007530	T265_15042	EWB00_001312
OG0007533	T265_13512	EWB00_003256
OG0007534	T265_11781	EWB00_010199.1, EWB00_010199.2
OG0007536	T265_14014	EWB00_004127.1, EWB00_004127.2
OG0007537	T265_05059	EWB00_000991.1, EWB00_000991.2
OG0007538	T265_08043	EWB00_000058
OG0007539	T265_11337	EWB00_005750
OG0007540	T265_03787	EWB00_001950
OG0007541	T265_07226	EWB00_010247
OG0007543	T265_09504	EWB00_009384
OG0007545	T265_10680	EWB00_001352
OG0007546	T265_00115	EWB00_008090
OG0007547	T265_03026	EWB00_005663
OG0007549	T265_01923	EWB00_005963
OG0007550	T265_01187	EWB00_003997
OG0007551	T265_13850	EWB00_005557
OG0007552	T265_03244	EWB00_007004
OG0007553	T265_03651	EWB00_002414
OG0007554	T265_10828	EWB00_000642
OG0007555	T265_14513	EWB00_008144
OG0007557	T265_07318	EWB00_003687, EWB00_005000, EWB00_002145, EWB00_000130, EWB00_002973
OG0007558	T265_00760	EWB00_008147
OG0007559	T265_07495	EWB00_002883
OG0007560	T265_08912	EWB00_007808.1, EWB00_007808.2
OG0007561	T265_01086	EWB00_006983
OG0007563	T265_04973	EWB00_008947
OG0007565	T265_08702	EWB00_001552
OG0007566	T265_04919	EWB00_006254
OG0007569	T265_06479	EWB00_002682
OG0007570	T265_04487	EWB00_008545
OG0007573	T265_06717	EWB00_000516.1, EWB00_000516.2
OG0007574	T265_05760	EWB00_001837
OG0007575	T265_11915	EWB00_007257
OG0007577	T265_02909	EWB00_002266
OG0007578	T265_09598	EWB00_000725
OG0007580	T265_11741	EWB00_009676
OG0007582	T265_10222	EWB00_005419
OG0007584	T265_06160	EWB00_008936
OG0007586	T265_12749	EWB00_000435.1, EWB00_000435.2
OG0007588	T265_03714	EWB00_000245
OG0007593	T265_06829	EWB00_005634
OG0007596	T265_14631	EWB00_005248.1, EWB00_005248.2, EWB00_005248.3
OG0007598	T265_07302	EWB00_004956
OG0007601	T265_12436	EWB00_007480
OG0007602	T265_13370	EWB00_007404.1, EWB00_007404.2
OG0007603	T265_03367	EWB00_003906
OG0007604	T265_13981	EWB00_005950
OG0007605	T265_03816	EWB00_003394
OG0007608	T265_01421	EWB00_010078
OG0007610	T265_06108	EWB00_002708
OG0007611	T265_00375, T265_03256	EWB00_004069, EWB00_004070
OG0007613	T265_02941	EWB00_002552
OG0007614	T265_03864	EWB00_006893
OG0007615	T265_05056	EWB00_007653
OG0007616	T265_10472	EWB00_009503
OG0007617	T265_13060	EWB00_005374
OG0007618	T265_15440	EWB00_003617
OG0007667	T265_00397	EWB00_001841
OG0007668	T265_05484	EWB00_010969.1, EWB00_010969.2, EWB00_010969.3
OG0007670	T265_04535	EWB00_006285
OG0007674	T265_01684	EWB00_002619
OG0007677	T265_09727	EWB00_006042
OG0007679	T265_11280	EWB00_005856
OG0007681	T265_10188	EWB00_004784
OG0007682	T265_00394	EWB00_007951
OG0007683	T265_09908	EWB00_010739
OG0007684	T265_12096	EWB00_009132
OG0007685	T265_13737	EWB00_003599
OG0007687	T265_07407	EWB00_006646
OG0007688	T265_13501	EWB00_004635
OG0007689	T265_14453	EWB00_009185
OG0007690	T265_14895	EWB00_005302
OG0007691	T265_14914	EWB00_010528
OG0007692	T265_09070	EWB00_009414.1, EWB00_009414.2
OG0007695	T265_06350, T265_06352, T265_06351	EWB00_004727
OG0007697	T265_04102	EWB00_007815
OG0007698	T265_00350	EWB00_007829
OG0007699	T265_14690	EWB00_010039
OG0007700	T265_15318	EWB00_006427
OG0007703	T265_02877	EWB00_001294
OG0007705	T265_08204	EWB00_005190
OG0007709	T265_06807	EWB00_005787
OG0007711	T265_14414	EWB00_004519
OG0007714	T265_06439	EWB00_003942
OG0007715	T265_07580	EWB00_001729
OG0007716	T265_10960	EWB00_001212
OG0007717	T265_11110	EWB00_007281
OG0007720	T265_10130	EWB00_003414
OG0007721	T265_13623	EWB00_003002
OG0007723	T265_14163	EWB00_002106
OG0007724	T265_09798	EWB00_008704
OG0007726	T265_07175	EWB00_002096.1, EWB00_002096.2
OG0007728	T265_11726	EWB00_004756.1, EWB00_004756.2
OG0007729	T265_11879	EWB00_007598
OG0007731	T265_00720	EWB00_010901.1, EWB00_010901.2
OG0007732	T265_03474	EWB00_006365
OG0007735	T265_14570	EWB00_001653
OG0007737	T265_04909	EWB00_009213
OG0007738	T265_14556	EWB00_005447
OG0007740	T265_06428	EWB00_002036
OG0007741	T265_03317	EWB00_007878
OG0007745	T265_05809	EWB00_011170.1, EWB00_011170.2
OG0007748	T265_02890	EWB00_002545
OG0007749	T265_00425	EWB00_009344
OG0007750	T265_13968	EWB00_007645
OG0007751	T265_09221	EWB00_007475.1, EWB00_007475.2
OG0007752	T265_08561	EWB00_001138
OG0007757	T265_01341	EWB00_005322
OG0007758	T265_00003	EWB00_002757
OG0007759	T265_15518	EWB00_011075
OG0007760	T265_06117	EWB00_006626
OG0007764	T265_10510	EWB00_002374
OG0007765	T265_06384	EWB00_006391
OG0007775	T265_12940	EWB00_002652.1, EWB00_002652.2
OG0007777	T265_11323	EWB00_010975
OG0007778	T265_09468, T265_05200	EWB00_008360
OG0007779	T265_04502	EWB00_008366
OG0007782	T265_14511	EWB00_008142
OG0007785	T265_12780	EWB00_000739, EWB00_010149
OG0007789	T265_04652	EWB00_008957
OG0007790	T265_04979, T265_13650	EWB00_000141
OG0007791	T265_06163, T265_06805, T265_14710	EWB00_005786
OG0007792	T265_08018	EWB00_011397
OG0007793	T265_09149	EWB00_007323.1, EWB00_007323.2, EWB00_007323.3
OG0007794	T265_10037	EWB00_002465
OG0007795	T265_10101	EWB00_011112
OG0007796	T265_12906	EWB00_011305
OG0007797	T265_15182	EWB00_001744
OG0007848	T265_14110	EWB00_004115
OG0007850	T265_14843	EWB00_004080
OG0007855	T265_11374	EWB00_007168.2, EWB00_007168.3, EWB00_007168.4, EWB00_007168.1, EWB00_007168.5, EWB00_007168.6
OG0007856	T265_02903	EWB00_008125.2, EWB00_008125.4, EWB00_008125.1, EWB00_008125.3
OG0007861	T265_00930	EWB00_010335
OG0007864	T265_01976	EWB00_002640.1, EWB00_002640.2, EWB00_002640.3
OG0007867	T265_05371, T265_08180	EWB00_005305
OG0007868	T265_06440	EWB00_003943
OG0007872	T265_09733	EWB00_006155
OG0007876	T265_12425	EWB00_008381
OG0007877	T265_00783	EWB00_009228
OG0007879	T265_15434	EWB00_010235
OG0007883	T265_05584	EWB00_000664
OG0007885	T265_12972	EWB00_002185
OG0007886	T265_11338	EWB00_005751
OG0007894	T265_06841	EWB00_007611
OG0007895	T265_00470	EWB00_000191.1, EWB00_000191.2
OG0007896	T265_09588	EWB00_000246
OG0007897	T265_01905	EWB00_005294
OG0007900	T265_13165	EWB00_008672
OG0007903	T265_07453	EWB00_000331
OG0007904	T265_04540	EWB00_009493
OG0007907	T265_13259	EWB00_003147
OG0007915	T265_01403	EWB00_000907
OG0007918	T265_03499, T265_12260	EWB00_004836
OG0007919	T265_04567	EWB00_003698
OG0007920	T265_04647, T265_09112	EWB00_010584
OG0007921	T265_07340	EWB00_001857
OG0007922	T265_08216	EWB00_005810
OG0007923	T265_08462	EWB00_010437
OG0007924	T265_09638	EWB00_010522
OG0007925	T265_09662	EWB00_010926
OG0007926	T265_11031	EWB00_005449
OG0007927	T265_12939	EWB00_008252
OG0007928	T265_14092	EWB00_003595
OG0007929	T265_14123	EWB00_009106
OG0007991	T265_14648	EWB00_006191
OG0008009	T265_12012	EWB00_006346.2, EWB00_006346.1
OG0008012	T265_09884	EWB00_011251
OG0008013	T265_10174	EWB00_006785
OG0008020	T265_11687	EWB00_002944
OG0008024	T265_10260	EWB00_007196
OG0008029	T265_09814	EWB00_006827
