Orthogroup	opisthorchis_viverrini	schistosoma_mattheei
OG0006000	T265_08532	SMTH1_13740.2, SMTH1_13740.1
OG0006001	T265_07451	SMTH1_97510.1
OG0006002	T265_13469	SMTH1_57870.1, SMTH1_57870.2
OG0006003	T265_12071, T265_04787	SMTH1_38320.1
OG0006004	T265_13739	SMTH1_55600.1, SMTH1_55610.1
OG0006005	T265_15287	SMTH1_81340.1
OG0006006	T265_02947	SMTH1_51760.1
OG0006007	T265_13795	SMTH1_23010.1
OG0006008	T265_00318	SMTH1_79720.1
OG0006009	T265_12041, T265_15230	SMTH1_92020.1
OG0006010	T265_01682	SMTH1_89640.1, SMTH1_89640.2, SMTH1_89640.3, SMTH1_89650.1
OG0006011	T265_00506	SMTH1_72340.1
OG0006012	T265_08137	SMTH1_73720.1, SMTH1_73720.2
OG0006013	T265_15196	SMTH1_24260.1
OG0006014	T265_02209	SMTH1_82850.2, SMTH1_82850.1
OG0006015	T265_01224	SMTH1_83480.1
OG0006016	T265_00151	SMTH1_88230.1
OG0006017	T265_00153	SMTH1_88250.1
OG0006018	T265_05377	SMTH1_98910.1
OG0006019	T265_07921, T265_12602	SMTH1_94500.1
OG0006021	T265_05821	SMTH1_84680.1, SMTH1_84680.2, SMTH1_84680.3
OG0006022	T265_02028	SMTH1_68910.1
OG0006023	T265_00867	SMTH1_20430.1
OG0006024	T265_12539	SMTH1_52430.1, SMTH1_52430.2
OG0006026	T265_09387	SMTH1_1340.1
OG0006027	T265_02114	SMTH1_27390.1
OG0006028	T265_06858	SMTH1_55340.1, SMTH1_55340.2, SMTH1_55340.3
OG0006029	T265_03845	SMTH1_62360.1
OG0006030	T265_07048, T265_16154	SMTH1_38200.1
OG0006031	T265_05494	SMTH1_21210.1
OG0006032	T265_14178	SMTH1_11530.1
OG0006033	T265_09128	SMTH1_45890.1
OG0006034	T265_10670	SMTH1_48510.1
OG0006035	T265_01354	SMTH1_62280.1
OG0006037	T265_11799	SMTH1_93360.1
OG0006038	T265_01505	SMTH1_48440.1
OG0006039	T265_00295	SMTH1_56850.1
OG0006040	T265_08498	SMTH1_63590.1, SMTH1_63820.1
OG0006043	T265_08369	SMTH1_20200.1
OG0006044	T265_10305	SMTH1_76530.1
OG0006045	T265_04338	SMTH1_40050.1
OG0006046	T265_08037	SMTH1_14570.1
OG0006048	T265_14751	SMTH1_9170.1
OG0006049	T265_06032	SMTH1_45240.1
OG0006050	T265_01164	SMTH1_68320.1
OG0006051	T265_13008	SMTH1_8050.1
OG0006052	T265_01643, T265_12947	SMTH1_80990.1
OG0006053	T265_12566	SMTH1_75080.1
OG0006054	T265_14672	SMTH1_71020.1
OG0006055	T265_01190	SMTH1_5380.1
OG0006056	T265_09364	SMTH1_16640.1
OG0006058	T265_01441	SMTH1_19710.1
OG0006059	T265_04869	SMTH1_80880.1
OG0006061	T265_01621	SMTH1_94390.1
OG0006062	T265_04461	SMTH1_39610.1
OG0006063	T265_09923	SMTH1_50340.1, SMTH1_50340.2
OG0006066	T265_07753	SMTH1_10330.1, SMTH1_10340.1
OG0006067	T265_01485	SMTH1_48280.1
OG0006068	T265_12800	SMTH1_45740.1
OG0006069	T265_00728, T265_16346	SMTH1_38030.1
OG0006070	T265_15112	SMTH1_73880.1
OG0006071	T265_02929	SMTH1_85320.1
OG0006072	T265_10623	SMTH1_92230.1
OG0006073	T265_06995	SMTH1_58750.1
OG0006074	T265_07348	SMTH1_101080.1, SMTH1_101080.2
OG0006075	T265_11346	SMTH1_28550.1
OG0006076	T265_00294	SMTH1_56840.1
OG0006077	T265_04114	SMTH1_46690.1
OG0006079	T265_02701	SMTH1_57770.1, SMTH1_57760.1
OG0006080	T265_13358	SMTH1_36320.1
OG0006081	T265_09866	SMTH1_2180.1
OG0006082	T265_07611	SMTH1_46510.1
OG0006083	T265_02310	SMTH1_92950.1, SMTH1_92950.2
OG0006085	T265_04853	SMTH1_81530.1
OG0006086	T265_09099	SMTH1_27120.1
OG0006087	T265_08017	SMTH1_43360.1
OG0006088	T265_00027	SMTH1_78900.1
OG0006090	T265_13855	SMTH1_101630.1
OG0006091	T265_12290, T265_15429	SMTH1_89410.1
OG0006092	T265_01843	SMTH1_15340.1
OG0006093	T265_01206	SMTH1_61120.1
OG0006094	T265_12458	SMTH1_57100.1, SMTH1_57100.2
OG0006095	T265_07126	SMTH1_89810.1
OG0006096	T265_06953	SMTH1_20750.1
OG0006097	T265_07749	SMTH1_85310.1
OG0006098	T265_10302	SMTH1_27990.1
OG0006099	T265_13774	SMTH1_8330.1
OG0006100	T265_00893	SMTH1_18940.1, SMTH1_18940.2
OG0006101	T265_06530	SMTH1_41510.1
OG0006102	T265_03871	SMTH1_86830.1
OG0006103	T265_08234	SMTH1_42030.1, SMTH1_42040.1
OG0006104	T265_07156	SMTH1_74150.1
OG0006105	T265_02379	SMTH1_89940.2, SMTH1_89940.1
OG0006106	T265_14363, T265_16286	SMTH1_66490.1, SMTH1_66490.2
OG0006107	T265_04785	SMTH1_82610.1
OG0006108	T265_10524	SMTH1_93030.1
OG0006109	T265_12532	SMTH1_77770.1
OG0006110	T265_04314	SMTH1_100220.1
OG0006111	T265_08178	SMTH1_2500.1, SMTH1_2500.2
OG0006112	T265_08901	SMTH1_97500.1
OG0006113	T265_09557	SMTH1_4280.1
OG0006114	T265_13613	SMTH1_104050.1
OG0006115	T265_11567	SMTH1_29990.1, SMTH1_29980.1
OG0006116	T265_03865	SMTH1_52810.1
OG0006117	T265_00135	SMTH1_62500.1
OG0006118	T265_15436	SMTH1_62750.2
OG0006120	T265_07064	SMTH1_47260.1
OG0006121	T265_15292	SMTH1_24710.1
OG0006122	T265_00758	SMTH1_32790.1
OG0006123	T265_01160	SMTH1_67020.1
OG0006127	T265_03470	SMTH1_48060.1, SMTH1_48060.2
OG0006128	T265_04746	SMTH1_40950.1
OG0006129	T265_03091, T265_03090	SMTH1_15010.1, SMTH1_15000.1
OG0006130	T265_08572	SMTH1_31070.1, SMTH1_31070.2
OG0006131	T265_01167	SMTH1_70070.1
OG0006132	T265_00097	SMTH1_57490.1
OG0006133	T265_13035	SMTH1_76610.1
OG0006134	T265_06562	SMTH1_22600.1
OG0006135	T265_01602	SMTH1_2420.1
OG0006136	T265_10637	SMTH1_85370.1
OG0006139	T265_06487	SMTH1_14820.1
OG0006140	T265_12439	SMTH1_81640.1
OG0006141	T265_03619	SMTH1_34030.1, SMTH1_34040.1
OG0006143	T265_15582	SMTH1_20570.1, SMTH1_20570.2
OG0006144	T265_13033	SMTH1_67750.1
OG0006145	T265_04145	SMTH1_43080.1
OG0006146	T265_16067	SMTH1_86680.1
OG0006147	T265_09593	SMTH1_97950.1, SMTH1_97950.2
OG0006148	T265_12467, T265_12466	SMTH1_76730.1
OG0006149	T265_03687	SMTH1_8220.1
OG0006150	T265_08342	SMTH1_35280.1
OG0006151	T265_04465	SMTH1_46400.1
OG0006153	T265_15142	SMTH1_67170.1
OG0006155	T265_10165	SMTH1_21900.2, SMTH1_21900.3, SMTH1_21900.1
OG0006156	T265_03960	SMTH1_85390.1, SMTH1_85390.2
OG0006157	T265_07598	SMTH1_50050.1, SMTH1_50050.2
OG0006158	T265_15372	SMTH1_23170.1
OG0006159	T265_01099	SMTH1_26050.1
OG0006160	T265_04379	SMTH1_18370.1
OG0006161	T265_00754, T265_04662	SMTH1_94270.1
OG0006162	T265_03680	SMTH1_20930.1, SMTH1_20920.1
OG0006163	T265_09146	SMTH1_1970.1
OG0006164	T265_00257	SMTH1_430.1
OG0006165	T265_12640	SMTH1_78050.1
OG0006166	T265_03856	SMTH1_52910.1
OG0006167	T265_01644, T265_12127	SMTH1_90040.1
OG0006170	T265_06485	SMTH1_14930.1, SMTH1_14930.2, SMTH1_14930.3
OG0006171	T265_14923	SMTH1_4430.1
OG0006172	T265_04755	SMTH1_49060.1
OG0006173	T265_12668	SMTH1_23530.1
OG0006174	T265_11215	SMTH1_21290.1, SMTH1_21280.1
OG0006175	T265_04330	SMTH1_97160.1
OG0006177	T265_04160	SMTH1_96820.1
OG0006178	T265_09140	SMTH1_96320.1, SMTH1_96320.2
OG0006180	T265_00291, T265_08122	SMTH1_57400.1
OG0006181	T265_14229	SMTH1_88210.1
OG0006182	T265_10119	SMTH1_36090.1
OG0006186	T265_07077	SMTH1_103120.1
OG0006187	T265_04136	SMTH1_47810.1
OG0006188	T265_11536	SMTH1_47880.1
OG0006225	T265_04195	SMTH1_74170.1
OG0006226	T265_06962	SMTH1_11520.1
OG0006227	T265_05575	SMTH1_12770.1, SMTH1_12770.2
OG0006228	T265_06400	SMTH1_29130.1
OG0006229	T265_11944, T265_12321	SMTH1_17580.1
OG0006230	T265_08353	SMTH1_103580.1
OG0006231	T265_05886	SMTH1_45360.1, SMTH1_45350.1
OG0006234	T265_07777	SMTH1_15650.1
OG0006235	T265_13669	SMTH1_28470.1
OG0006236	T265_00536	SMTH1_76510.1, SMTH1_76510.2
OG0006238	T265_04894	SMTH1_35170.1
OG0006239	T265_05714	SMTH1_85850.1
OG0006241	T265_00315	SMTH1_62100.1
OG0006242	T265_11186	SMTH1_16690.1
OG0006243	T265_13406	SMTH1_49080.1, SMTH1_49080.2
OG0006245	T265_13952	SMTH1_61490.1
OG0006246	T265_12114	SMTH1_90860.1
OG0006247	T265_10497	SMTH1_98870.1
OG0006248	T265_09974, T265_09975	SMTH1_100940.1
OG0006249	T265_12552	SMTH1_51310.1
OG0006250	T265_08806	SMTH1_36710.1
OG0006251	T265_04439	SMTH1_18110.1
OG0006252	T265_03818	SMTH1_38370.1
OG0006253	T265_09495	SMTH1_99210.1
OG0006254	T265_10255	SMTH1_2670.1
OG0006255	T265_12577	SMTH1_39770.2, SMTH1_39770.1
OG0006256	T265_11234	SMTH1_44460.1
OG0006257	T265_09703	SMTH1_104200.1
OG0006258	T265_12589	SMTH1_74460.1, SMTH1_74470.1
OG0006259	T265_14257	SMTH1_99090.1
OG0006260	T265_06942, T265_06943	SMTH1_26530.1
OG0006261	T265_00088, T265_00089	SMTH1_85190.1
OG0006262	T265_09323	SMTH1_76090.1
OG0006264	T265_15190	SMTH1_86430.1, SMTH1_86430.2
OG0006265	T265_01075	SMTH1_25350.1
OG0006266	T265_05275	SMTH1_56610.1, SMTH1_56620.1
OG0006267	T265_14701	SMTH1_45440.1, SMTH1_45440.2
OG0006269	T265_08086	SMTH1_54000.1
OG0006270	T265_15004	SMTH1_18150.1, SMTH1_18140.1
OG0006272	T265_08414	SMTH1_10920.1, SMTH1_10920.2
OG0006273	T265_04110	SMTH1_49490.1
OG0006274	T265_07067, T265_16046, T265_05062, T265_07066	SMTH1_50580.1
OG0006275	T265_14969	SMTH1_89540.1
OG0006276	T265_07118	SMTH1_95030.1
OG0006277	T265_13414	SMTH1_49100.1, SMTH1_49100.2
OG0006278	T265_02316, T265_15671	SMTH1_93770.1
OG0006279	T265_14327	SMTH1_44700.1
OG0006280	T265_09871	SMTH1_13320.1
OG0006281	T265_15811	SMTH1_35960.1, SMTH1_35960.2
OG0006282	T265_11224	SMTH1_86530.1
OG0006283	T265_05049	SMTH1_46240.1
OG0006284	T265_02188	SMTH1_80480.1
OG0006285	T265_00313	SMTH1_60410.1
OG0006286	T265_00546	SMTH1_69640.1, SMTH1_69640.2
OG0006288	T265_00770	SMTH1_82370.1, SMTH1_82360.1
OG0006289	T265_14976	SMTH1_86390.1, SMTH1_86380.1
OG0006290	T265_03916	SMTH1_71960.1, SMTH1_71970.1, SMTH1_71970.2
OG0006291	T265_08125	SMTH1_68600.1, SMTH1_68600.2
OG0006292	T265_00669	SMTH1_75890.1
OG0006293	T265_08152	SMTH1_106580.1
OG0006294	T265_09717	SMTH1_27230.1
OG0006295	T265_11139	SMTH1_105460.1
OG0006296	T265_09675	SMTH1_45580.1, SMTH1_45590.1, SMTH1_45600.1
OG0006299	T265_09982, T265_06697	SMTH1_2700.1
OG0006300	T265_12045	SMTH1_10540.1
OG0006301	T265_15886, T265_12313	SMTH1_8280.1
OG0006302	T265_07637	SMTH1_60710.1
OG0006303	T265_14450	SMTH1_1810.1, SMTH1_1810.2
OG0006304	T265_00048	SMTH1_54990.1
OG0006305	T265_10720	SMTH1_75780.1, SMTH1_75780.2
OG0006306	T265_09242	SMTH1_19570.3, SMTH1_19570.1, SMTH1_19570.2, SMTH1_19580.1
OG0006307	T265_09818	SMTH1_39050.1
OG0006308	T265_14763	SMTH1_81410.1
OG0006309	T265_15194	SMTH1_87620.1
OG0006310	T265_03045	SMTH1_7240.1, SMTH1_7240.2, SMTH1_7240.3, SMTH1_7240.4
OG0006311	T265_04307	SMTH1_98430.1
OG0006312	T265_02160	SMTH1_86260.1, SMTH1_86260.2, SMTH1_86260.3
OG0006313	T265_13064	SMTH1_84570.1, SMTH1_84570.2
OG0006314	T265_02327	SMTH1_78460.1
OG0006315	T265_02744	SMTH1_102920.1
OG0006316	T265_10726	SMTH1_75870.1
OG0006317	T265_00104	SMTH1_55940.1
OG0006318	T265_06847	SMTH1_56200.1
OG0006319	T265_10996	SMTH1_100290.1
OG0006320	T265_10617	SMTH1_34490.1
OG0006321	T265_05253	SMTH1_1150.1
OG0006322	T265_13118	SMTH1_61960.1, SMTH1_61970.1
OG0006323	T265_08324	SMTH1_37770.1
OG0006324	T265_01373	SMTH1_22530.1
OG0006325	T265_06415	SMTH1_6570.1
OG0006326	T265_06631	SMTH1_106390.1
OG0006327	T265_12717	SMTH1_27580.1
OG0006328	T265_08665	SMTH1_64750.1
OG0006329	T265_14587	SMTH1_74420.1, SMTH1_74420.2, SMTH1_74410.1
OG0006331	T265_03152	SMTH1_66120.1
OG0006332	T265_11742	SMTH1_50530.1
OG0006334	T265_14064	SMTH1_91850.1
OG0006335	T265_04638	SMTH1_105410.1
OG0006336	T265_15021	SMTH1_24160.1
OG0006337	T265_05503	SMTH1_17310.1
OG0006338	T265_04419	SMTH1_23420.1
OG0006339	T265_00683	SMTH1_39450.1
OG0006340	T265_08629	SMTH1_48710.1
OG0006342	T265_11168	SMTH1_93430.1, SMTH1_93440.1
OG0006343	T265_04178	SMTH1_67820.1
OG0006344	T265_14821	SMTH1_28740.1
OG0006346	T265_13092, T265_07373	SMTH1_100430.1
OG0006347	T265_15598	SMTH1_30650.1
OG0006348	T265_11593	SMTH1_50480.1
OG0006349	T265_05558	SMTH1_9640.1
OG0006350	T265_07982, T265_15938	SMTH1_41240.1, SMTH1_41240.2, SMTH1_41240.3, SMTH1_41250.1
OG0006351	T265_14298, T265_14297	SMTH1_85700.1
OG0006352	T265_07872	SMTH1_16250.1, SMTH1_16250.2
OG0006353	T265_03964	SMTH1_77290.1
OG0006354	T265_01996	SMTH1_79690.1
OG0006355	T265_08827	SMTH1_57330.1
OG0006356	T265_01986	SMTH1_88270.1, SMTH1_88280.1
OG0006357	T265_07692	SMTH1_92990.1
OG0006358	T265_06294	SMTH1_17800.2
OG0006359	T265_06848, T265_06849	SMTH1_56940.1
OG0006360	T265_07902	SMTH1_103220.1
OG0006361	T265_11664	SMTH1_60690.1, SMTH1_60690.2
OG0006362	T265_00886	SMTH1_21950.1, SMTH1_21940.1
OG0006363	T265_14157	SMTH1_15830.1
OG0006365	T265_08591	SMTH1_24340.1
OG0006366	T265_00360	SMTH1_58720.1, SMTH1_58720.2
OG0006367	T265_00428	SMTH1_77390.1, SMTH1_77390.2
OG0006369	T265_02314, T265_16246	SMTH1_94360.1
OG0006370	T265_13377	SMTH1_79240.1, SMTH1_79240.2
OG0006371	T265_06013	SMTH1_90870.1
OG0006372	T265_00580	SMTH1_45850.1
OG0006373	T265_04279	SMTH1_87440.1
OG0006374	T265_02365	SMTH1_56780.2, SMTH1_56780.3, SMTH1_56780.1
OG0006376	T265_04165	SMTH1_96660.1
OG0006377	T265_11918	SMTH1_68390.1
OG0006378	T265_12748	SMTH1_59950.1, SMTH1_59960.1
OG0006379	T265_12049	SMTH1_95600.1
OG0006381	T265_07644	SMTH1_83640.1
OG0006383	T265_07925	SMTH1_90530.1
OG0006384	T265_02045	SMTH1_66180.1
OG0006385	T265_05143	SMTH1_19640.1
OG0006386	T265_15437	SMTH1_62780.1
OG0006387	T265_03298	SMTH1_87100.1
OG0006388	T265_07008	SMTH1_66260.1, SMTH1_66260.2
OG0006389	T265_02317	SMTH1_93780.1, SMTH1_93780.2
OG0006390	T265_15291	SMTH1_73060.1
OG0006391	T265_10898	SMTH1_73040.1, SMTH1_73050.2, SMTH1_73050.1, SMTH1_73050.3
OG0006392	T265_05333, T265_13754, T265_13554	SMTH1_106750.1
OG0006394	T265_15418	SMTH1_53670.1
OG0006395	T265_13542	SMTH1_15710.1
OG0006397	T265_03982	SMTH1_87730.1, SMTH1_87730.2
OG0006398	T265_14053	SMTH1_6880.1
OG0006399	T265_14380	SMTH1_14320.1
OG0006400	T265_02773	SMTH1_83730.1
OG0006401	T265_00344	SMTH1_52550.2, SMTH1_52550.3, SMTH1_52550.1, SMTH1_52550.4
OG0006402	T265_07045	SMTH1_28610.1
OG0006403	T265_10653	SMTH1_530.1
OG0006404	T265_06868	SMTH1_37450.1
OG0006405	T265_11460	SMTH1_56160.1
OG0006406	T265_13003, T265_03998, T265_14155	SMTH1_58640.1
OG0006407	T265_01611	SMTH1_21490.1
OG0006408	T265_05827	SMTH1_84640.1
OG0006409	T265_06982	SMTH1_57800.1, SMTH1_57810.1
OG0006410	T265_15301	SMTH1_1080.1
OG0006411	T265_12161, T265_15137, T265_15138	SMTH1_2380.1, SMTH1_2370.1
OG0006412	T265_14552	SMTH1_19540.1
OG0006413	T265_07342	SMTH1_100900.1, SMTH1_100920.1, SMTH1_100910.1
OG0006414	T265_07452	SMTH1_95510.1
OG0006415	T265_09372	SMTH1_27140.1
OG0006416	T265_08933	SMTH1_67250.1
OG0006418	T265_03112	SMTH1_10030.1
OG0006420	T265_01124	SMTH1_70950.1, SMTH1_70940.1
OG0006421	T265_09926	SMTH1_6400.1
OG0006422	T265_04316	SMTH1_100160.1, SMTH1_100170.1
OG0006423	T265_09547	SMTH1_91770.1
OG0006424	T265_15186, T265_02708	SMTH1_56140.1
OG0006425	T265_11416	SMTH1_87510.1
OG0006426	T265_09277	SMTH1_22510.1
OG0006427	T265_10062	SMTH1_36720.1
OG0006428	T265_11779	SMTH1_340.1, SMTH1_350.1, SMTH1_330.1
OG0006429	T265_08172	SMTH1_12310.1, SMTH1_12310.2
OG0006430	T265_01459, T265_08003	SMTH1_3800.3, SMTH1_3800.1, SMTH1_3800.2
OG0006431	T265_09599	SMTH1_101150.1
OG0006432	T265_12903	SMTH1_87930.1
OG0006433	T265_04463	SMTH1_47730.1
OG0006434	T265_10421	SMTH1_103430.1, SMTH1_103430.2
OG0006435	T265_02372	SMTH1_90460.1
OG0006436	T265_01380	SMTH1_76810.1
OG0006437	T265_03880	SMTH1_101550.1, SMTH1_101570.1, SMTH1_101560.1
OG0006439	T265_10437	SMTH1_14970.1
OG0006440	T265_10890	SMTH1_56680.1
OG0006441	T265_08751	SMTH1_106330.1
OG0006442	T265_05198	SMTH1_38790.1
OG0006443	T265_01839	SMTH1_21760.1
OG0006444	T265_13057	SMTH1_98790.1, SMTH1_98790.2
OG0006445	T265_12451, T265_16053	SMTH1_77660.1
OG0006448	T265_12679	SMTH1_5680.1
OG0006449	T265_08544	SMTH1_35260.1
OG0006450	T265_10232	SMTH1_3160.1
OG0006451	T265_15460	SMTH1_79170.1
OG0006452	T265_10252	SMTH1_62680.1
OG0006453	T265_01420	SMTH1_76850.1
OG0006454	T265_11534	SMTH1_10930.1
OG0006455	T265_01587	SMTH1_56530.1
OG0006457	T265_00141	SMTH1_60660.1
OG0006458	T265_07613	SMTH1_73980.1
OG0006459	T265_12438	SMTH1_62150.1
OG0006460	T265_01122	SMTH1_72700.1
OG0006461	T265_14894	SMTH1_95740.1
OG0006462	T265_02678	SMTH1_56390.1, SMTH1_56390.2, SMTH1_56390.3
OG0006463	T265_00516	SMTH1_69160.1
OG0006464	T265_03697	SMTH1_24470.1
OG0006466	T265_11283	SMTH1_97680.1
OG0006467	T265_11575	SMTH1_11890.1
OG0006468	T265_15381	SMTH1_47500.1
OG0006470	T265_03006	SMTH1_65050.1
OG0006472	T265_09548	SMTH1_92900.1
OG0006473	T265_00503	SMTH1_68940.1
OG0006476	T265_00225	SMTH1_3760.1
OG0006477	T265_10127	SMTH1_30610.1
OG0006478	T265_15504, T265_15819	SMTH1_8660.1
OG0006480	T265_10500	SMTH1_24680.1
OG0006481	T265_01822	SMTH1_74590.1
OG0006484	T265_01969	SMTH1_77950.1
OG0006485	T265_08420	SMTH1_5020.1
OG0006486	T265_10504, T265_15169	SMTH1_24690.1
OG0006487	T265_01788	SMTH1_81760.1, SMTH1_81760.2
OG0006488	T265_14164	SMTH1_18010.1, SMTH1_18020.1
OG0006489	T265_06132	SMTH1_12480.1
OG0006490	T265_06700	SMTH1_8810.1, SMTH1_8810.2
OG0006491	T265_02227	SMTH1_94450.1
OG0006492	T265_09429	SMTH1_35010.1
OG0006493	T265_05598	SMTH1_25680.2, SMTH1_25680.1
OG0006494	T265_07790	SMTH1_69810.1
OG0006496	T265_10309, T265_10310	SMTH1_50290.1
OG0006498	T265_08375	SMTH1_2240.1
OG0006499	T265_14999	SMTH1_6490.1
OG0006501	T265_05439	SMTH1_99710.1
OG0006502	T265_04060	SMTH1_77280.1, SMTH1_77280.3, SMTH1_77280.2
OG0006503	T265_11418	SMTH1_89420.1
OG0006504	T265_16255	SMTH1_90670.1
OG0006505	T265_01650	SMTH1_92200.2, SMTH1_92200.1
OG0006506	T265_07161	SMTH1_74090.1
OG0006509	T265_06617	SMTH1_104290.1, SMTH1_104290.2
OG0006512	T265_02956	SMTH1_38400.1
OG0006513	T265_03639	SMTH1_41060.1, SMTH1_41060.2
OG0006514	T265_07927	SMTH1_91650.1
OG0006515	T265_09667	SMTH1_47490.1
OG0006516	T265_13299	SMTH1_34100.1, SMTH1_34090.1
OG0006517	T265_15214	SMTH1_105750.1
OG0006543	T265_02409, T265_02410	SMTH1_92260.1
OG0006544	T265_04643	SMTH1_106160.1
OG0006545	T265_12850	SMTH1_79900.1, SMTH1_79880.1, SMTH1_79910.1, SMTH1_79890.1
OG0006546	T265_04315	SMTH1_100190.1
OG0006547	T265_00458	SMTH1_53530.1
OG0006548	T265_08761	SMTH1_103320.1
OG0006549	T265_00535	SMTH1_76520.1
OG0006550	T265_12513	SMTH1_62110.1
OG0006552	T265_15625	SMTH1_16680.1
OG0006553	T265_06339	SMTH1_85990.1
OG0006554	T265_13260	SMTH1_48820.1
OG0006555	T265_05771	SMTH1_102620.1, SMTH1_102630.1
OG0006556	T265_11960	SMTH1_60090.1, SMTH1_60090.2
OG0006557	T265_02543	SMTH1_67740.1
OG0006558	T265_05738	SMTH1_78970.1, SMTH1_78960.1, SMTH1_78950.1
OG0006560	T265_01023	SMTH1_29530.1
OG0006561	T265_06796	SMTH1_74520.1
OG0006562	T265_14420	SMTH1_15100.1, SMTH1_15110.1
OG0006563	T265_07306	SMTH1_96800.1, SMTH1_96800.2
OG0006567	T265_07533	SMTH1_33460.1
OG0006568	T265_13305	SMTH1_22970.1
OG0006569	T265_09101	SMTH1_32440.1
OG0006570	T265_00046	SMTH1_61660.1
OG0006571	T265_02036	SMTH1_68740.1
OG0006572	T265_13595, T265_04767	SMTH1_51720.1, SMTH1_51710.1
OG0006573	T265_10380	SMTH1_2410.1
OG0006574	T265_00628	SMTH1_73990.1, SMTH1_74000.1
OG0006575	T265_05860, T265_15914	SMTH1_64120.1
OG0006576	T265_00643	SMTH1_64260.1
OG0006577	T265_16165, T265_08513, T265_15866, T265_08512	SMTH1_39630.1
OG0006578	T265_13404	SMTH1_53390.1
OG0006579	T265_04072	SMTH1_47360.1
OG0006580	T265_06753	SMTH1_85250.1
OG0006581	T265_01022	SMTH1_29520.1
OG0006582	T265_06600	SMTH1_33990.1
OG0006583	T265_10802	SMTH1_96260.1
OG0006584	T265_06921	SMTH1_2950.1
OG0006585	T265_10220	SMTH1_19970.2, SMTH1_19970.1
OG0006586	T265_06535	SMTH1_41550.1
OG0006588	T265_04942	SMTH1_15450.1
OG0006589	T265_07243	SMTH1_23710.1
OG0006590	T265_07241	SMTH1_23690.1
OG0006591	T265_06110	SMTH1_80520.1, SMTH1_80520.2
OG0006592	T265_09421	SMTH1_93700.1
OG0006593	T265_03292	SMTH1_78550.1
OG0006594	T265_05108	SMTH1_57790.2, SMTH1_57790.1
OG0006595	T265_13783	SMTH1_59610.1
OG0006596	T265_14736	SMTH1_87660.1
OG0006597	T265_15644	SMTH1_86370.1
OG0006598	T265_04813	SMTH1_104230.1
OG0006599	T265_06001	SMTH1_25990.1
OG0006601	T265_05089	SMTH1_57730.1
OG0006604	T265_02143	SMTH1_62020.1
OG0006606	T265_10657	SMTH1_81290.1
OG0006607	T265_04245	SMTH1_29070.1
OG0006608	T265_04438	SMTH1_23030.1
OG0006610	T265_07805	SMTH1_91120.1, SMTH1_107770.1
OG0006613	T265_08081	SMTH1_62380.1
OG0006614	T265_11437	SMTH1_72890.1
OG0006616	T265_09162	SMTH1_79080.1
OG0006617	T265_01246	SMTH1_77330.1
OG0006618	T265_07977	SMTH1_41180.1
OG0006619	T265_01062	SMTH1_26790.1
OG0006620	T265_11532	SMTH1_2560.1
OG0006621	T265_05353	SMTH1_102480.1, SMTH1_102480.2
OG0006622	T265_07997	SMTH1_18180.1, SMTH1_18190.1
OG0006624	T265_00402	SMTH1_38470.1
OG0006625	T265_00626	SMTH1_68640.1
OG0006626	T265_16206, T265_10359, T265_16251	SMTH1_36130.1
OG0006627	T265_15096	SMTH1_62700.1
OG0006628	T265_06512	SMTH1_102540.1
OG0006629	T265_01973	SMTH1_84110.1
OG0006630	T265_02374, T265_12306, T265_02376	SMTH1_90170.1
OG0006631	T265_01364	SMTH1_57280.1, SMTH1_57300.1, SMTH1_57290.1
OG0006632	T265_00693	SMTH1_43530.1
OG0006633	T265_12533	SMTH1_77400.1
OG0006634	T265_09918	SMTH1_45670.1
OG0006638	T265_07959, T265_12103, T265_12336	SMTH1_8020.1
OG0006639	T265_01732	SMTH1_89080.1
OG0006640	T265_02101	SMTH1_10240.1
OG0006641	T265_11815, T265_12182, T265_12254	SMTH1_84540.1, SMTH1_84540.2
OG0006642	T265_14387	SMTH1_71730.1
OG0006643	T265_01447	SMTH1_64740.1, SMTH1_64720.1
OG0006644	T265_11470	SMTH1_27270.1
OG0006645	T265_04180	SMTH1_67830.1
OG0006646	T265_14470	SMTH1_57570.1
OG0006647	T265_04949	SMTH1_73590.1
OG0006648	T265_06317	SMTH1_73530.1, SMTH1_73540.1
OG0006650	T265_13348	SMTH1_52920.1, SMTH1_52920.2
OG0006651	T265_03076	SMTH1_14060.1
OG0006652	T265_14309	SMTH1_26510.1
OG0006653	T265_01556	SMTH1_71590.1
OG0006654	T265_06319	SMTH1_73570.1
OG0006655	T265_10613	SMTH1_38070.1
OG0006656	T265_10612	SMTH1_38060.1
OG0006657	T265_01090	SMTH1_28060.1
OG0006658	T265_02204	SMTH1_86020.1, SMTH1_86020.2
OG0006659	T265_04507	SMTH1_38920.1
OG0006660	T265_07919	SMTH1_94510.1, SMTH1_94520.1
OG0006661	T265_06986	SMTH1_80840.1
OG0006664	T265_10175	SMTH1_56920.1
OG0006665	T265_09475	SMTH1_40450.1
OG0006666	T265_05118	SMTH1_1580.1
OG0006667	T265_06889	SMTH1_7900.1
OG0006668	T265_08869	SMTH1_27250.1, SMTH1_27260.1
OG0006669	T265_06871, T265_14158	SMTH1_15810.1
OG0006670	T265_01723	SMTH1_78940.1
OG0006671	T265_02176	SMTH1_87830.1
OG0006672	T265_07550	SMTH1_19860.1
OG0006673	T265_14096	SMTH1_22300.1
