Orthogroup	schistosoma_intercalatum	schistosoma_bovis
OG0006049	SINT1_40560.1	SBOV2_27260.1
OG0006050	SINT1_61160.1	SBOV2_61020.1
OG0006051	SINT1_7080.1	SBOV2_7040.1
OG0006052	SINT1_71850.1	SBOV2_72020.1, SBOV2_72010.1
OG0006053	SINT1_67050.2, SINT1_67050.1	SBOV2_67150.3, SBOV2_67150.2, SBOV2_67150.1
OG0006054	SINT1_63410.1	SBOV2_63320.1
OG0006055	SINT1_4670.1	SBOV2_4710.1
OG0006056	SINT1_15010.1	SBOV2_14630.1, SBOV2_14630.2
OG0006057	SINT1_30660.1	SBOV2_37010.1
OG0006058	SINT1_17940.1	SBOV2_17320.1
OG0006059	SINT1_71750.1	SBOV2_71910.1
OG0006060	SINT1_3250.1	SBOV2_3340.1
OG0006061	SINT1_83730.1	SBOV2_84330.1
OG0006062	SINT1_35740.1	SBOV2_31940.1, SBOV2_31940.2
OG0006063	SINT1_45220.1	SBOV2_44440.1
OG0006064	SINT1_69110.1	SBOV2_69320.1
OG0006065	SINT1_12510.1	SBOV2_12220.1
OG0006066	SINT1_9250.1	SBOV2_8980.1
OG0006067	SINT1_43290.1	SBOV2_42530.1
OG0006068	SINT1_41030.1	SBOV2_26810.1
OG0006069	SINT1_34310.1, SINT1_34310.2	SBOV2_33420.1
OG0006070	SINT1_65890.1	SBOV2_66070.1
OG0006071	SINT1_75550.1	SBOV2_75800.1
OG0006072	SINT1_81760.1	SBOV2_82280.1
OG0006073	SINT1_52660.1	SBOV2_52890.1
OG0006074	SINT1_89550.1	SBOV2_90100.1
OG0006075	SINT1_25830.1	SBOV2_25290.1
OG0006076	SINT1_50830.1	SBOV2_54600.1, SBOV2_54600.2
OG0006077	SINT1_41870.1	SBOV2_26000.1, SBOV2_26000.2, SBOV2_26000.3
OG0006078	SINT1_24800.1	SBOV2_24190.1
OG0006079	SINT1_51740.1	SBOV2_53740.1
OG0006080	SINT1_32720.2, SINT1_32720.1	SBOV2_34960.1
OG0006081	SINT1_1690.1	SBOV2_1820.1
OG0006082	SINT1_41710.1	SBOV2_26160.1
OG0006083	SINT1_82420.1	SBOV2_83000.1, SBOV2_83000.2
OG0006084	SINT1_23000.1	SBOV2_22380.1, SBOV2_22380.2, SBOV2_22380.3, SBOV2_22380.4
OG0006085	SINT1_72330.1	SBOV2_72470.1
OG0006086	SINT1_24500.1	SBOV2_23900.1
OG0006087	SINT1_39120.1, SINT1_39120.2	SBOV2_28690.1, SBOV2_28690.2
OG0006088	SINT1_70230.1	SBOV2_70350.1, SBOV2_70350.2, SBOV2_70350.3, SBOV2_70350.4
OG0006089	SINT1_11390.1	SBOV2_11020.1
OG0006090	SINT1_90050.4, SINT1_90050.1, SINT1_90050.3, SINT1_90050.2	SBOV2_90620.1
OG0006091	SINT1_79160.1	SBOV2_79440.1
OG0006092	SINT1_13860.1	SBOV2_13480.1
OG0006093	SINT1_54810.1	SBOV2_50640.1, SBOV2_50640.2
OG0006094	SINT1_51090.1	SBOV2_54350.1
OG0006095	SINT1_80680.1	SBOV2_81150.1
OG0006096	SINT1_18950.1, SINT1_18950.2	SBOV2_18240.1
OG0006097	SINT1_75540.1	SBOV2_75790.1
OG0006098	SINT1_25310.1	SBOV2_24750.1
OG0006099	SINT1_7350.1	SBOV2_8090.1
OG0006100	SINT1_17230.1	SBOV2_16640.1, SBOV2_16640.2, SBOV2_16640.3
OG0006101	SINT1_37380.2, SINT1_37380.1	SBOV2_30280.1
OG0006102	SINT1_76900.3, SINT1_76900.4, SINT1_76900.2	SBOV2_77130.1
OG0006103	SINT1_38080.1	SBOV2_29660.1
OG0006104	SINT1_66170.1	SBOV2_66320.1
OG0006105	SINT1_80560.1	SBOV2_81030.1
OG0006106	SINT1_59540.1	SBOV2_59380.1
OG0006107	SINT1_73240.1	SBOV2_73380.1
OG0006108	SINT1_82500.1	SBOV2_83080.1
OG0006109	SINT1_69400.1	SBOV2_69590.1
OG0006110	SINT1_88750.1	SBOV2_87860.1
OG0006111	SINT1_1950.1	SBOV2_2080.1
OG0006112	SINT1_86310.1	SBOV2_87000.1
OG0006113	SINT1_3640.1	SBOV2_3760.1
OG0006114	SINT1_92100.1	SBOV2_92680.1
OG0006115	SINT1_27170.1	SBOV2_40460.1
OG0006116	SINT1_47310.1, SINT1_47310.2	SBOV2_46660.1
OG0006117	SINT1_56080.1	SBOV2_55600.1, SBOV2_55600.2
OG0006118	SINT1_56340.2	SBOV2_55870.1
OG0006119	SINT1_54660.1, SINT1_54660.2, SINT1_54660.3, SINT1_54660.4, SINT1_54660.5	SBOV2_50820.1
OG0006120	SINT1_42380.1	SBOV2_41590.1
OG0006121	SINT1_22460.1	SBOV2_21730.1
OG0006122	SINT1_29630.1	SBOV2_38060.1
OG0006123	SINT1_59960.1	SBOV2_59840.1
OG0006124	SINT1_65060.1, SINT1_65060.2	SBOV2_65060.1, SBOV2_65060.2
OG0006125	SINT1_73350.4, SINT1_73350.1, SINT1_73350.2, SINT1_73350.3	SBOV2_73490.1
OG0006126	SINT1_61740.1	SBOV2_61600.1
OG0006127	SINT1_43100.1	SBOV2_42310.1, SBOV2_42310.2
OG0006128	SINT1_37010.1	SBOV2_30630.3
OG0006129	SINT1_95820.1	SBOV2_13140.1
OG0006130	SINT1_28110.1	SBOV2_39580.1
OG0006131	SINT1_62690.1, SINT1_62690.2	SBOV2_62600.1
OG0006132	SINT1_51440.1	SBOV2_54010.1
OG0006133	SINT1_68360.1	SBOV2_68490.1
OG0006134	SINT1_20570.1	SBOV2_19890.1
OG0006135	SINT1_1860.1, SINT1_1860.2	SBOV2_1990.1
OG0006136	SINT1_75600.1	SBOV2_75850.1
OG0006137	SINT1_21110.1	SBOV2_20430.1, SBOV2_20430.2
OG0006138	SINT1_7860.1	SBOV2_7610.1
OG0006139	SINT1_13410.1	SBOV2_12980.1
OG0006139	SINT1_13410.1	SBOV2_96270.1
OG0006140	SINT1_72430.1	SBOV2_72580.1
OG0006141	SINT1_30730.1, SINT1_30730.2	SBOV2_36940.1
OG0006142	SINT1_78400.1	SBOV2_78620.1, SBOV2_78620.2
OG0006143	SINT1_18740.1	SBOV2_18050.1, SBOV2_18050.2
OG0006144	SINT1_60650.1	SBOV2_60520.1, SBOV2_60520.2, SBOV2_60520.3, SBOV2_60520.4
OG0006145	SINT1_38900.1	SBOV2_28900.1
OG0006146	SINT1_76780.1, SINT1_76780.2	SBOV2_77000.1
OG0006147	SINT1_86730.1	SBOV2_87430.1
OG0006148	SINT1_68490.1	SBOV2_68620.1
OG0006149	SINT1_7250.1	SBOV2_8210.1
OG0006150	SINT1_31840.1	SBOV2_35870.1, SBOV2_35870.2
OG0006151	SINT1_41630.1	SBOV2_26240.1
OG0006152	SINT1_87740.1	SBOV2_88930.1, SBOV2_88930.2, SBOV2_88930.5, SBOV2_88930.6, SBOV2_88930.3, SBOV2_88930.4
OG0006153	SINT1_60120.1, SINT1_60120.2	SBOV2_59980.1
OG0006154	SINT1_84720.1	SBOV2_85320.1
OG0006155	SINT1_20060.1	SBOV2_19350.1
OG0006156	SINT1_75620.1, SINT1_75620.2	SBOV2_75870.1
OG0006157	SINT1_45020.1	SBOV2_44240.1
OG0006158	SINT1_21080.1	SBOV2_20400.1
OG0006159	SINT1_23550.1	SBOV2_22940.1
OG0006161	SINT1_83610.1	SBOV2_84230.1
OG0006161	SINT1_83600.1	SBOV2_84230.2
OG0006162	SINT1_19110.1	SBOV2_18400.1
OG0006163	SINT1_1550.1	SBOV2_1660.1
OG0006164	SINT1_95420.1	SBOV2_390.1
OG0006165	SINT1_69600.1	SBOV2_69780.1
OG0006166	SINT1_47410.1	SBOV2_46750.1, SBOV2_46750.2
OG0006167	SINT1_80470.1	SBOV2_80920.2, SBOV2_80920.3, SBOV2_80920.1
OG0006168	SINT1_88830.3, SINT1_88830.2, SINT1_88830.1	SBOV2_87770.1
OG0006170	SINT1_13510.1	SBOV2_13080.1
OG0006171	SINT1_3780.1	SBOV2_3920.1
OG0006172	SINT1_44100.1, SINT1_44100.2	SBOV2_43120.1
OG0006173	SINT1_21400.1	SBOV2_20730.1
OG0006174	SINT1_19430.1	SBOV2_18710.1
OG0006175	SINT1_86080.1	SBOV2_86720.1
OG0006176	SINT1_89090.1	SBOV2_89710.1
OG0006177	SINT1_85800.1	SBOV2_86420.1
OG0006178	SINT1_85390.2, SINT1_85390.1	SBOV2_85980.1
OG0006179	SINT1_46160.1	SBOV2_45430.1, SBOV2_45430.2
OG0006180	SINT1_51360.1	SBOV2_54100.2
OG0006181	SINT1_78160.1	SBOV2_78370.1
OG0006182	SINT1_32530.1	SBOV2_35150.3, SBOV2_35150.4, SBOV2_35150.5, SBOV2_35150.6, SBOV2_35150.1, SBOV2_35150.2
OG0006183	SINT1_32710.1	SBOV2_35190.1, SBOV2_34970.1, SBOV2_34970.2
OG0006185	SINT1_47800.1	SBOV2_47180.1
OG0006186	SINT1_91270.1	SBOV2_91730.1
OG0006187	SINT1_42930.1	SBOV2_42130.1, SBOV2_42130.2, SBOV2_42130.3
OG0006188	SINT1_42970.1	SBOV2_42180.1
OG0006189	SINT1_93920.1, SINT1_93920.2	SBOV2_94540.1
OG0006190	SINT1_94000.1	SBOV2_94630.1, SBOV2_94630.2
OG0006191	SINT1_94800.1, SINT1_94800.2	SBOV2_95760.3, SBOV2_95760.1, SBOV2_95760.2
OG0006192	SINT1_89040.1	SBOV2_87620.2, SBOV2_87630.1, SBOV2_87620.1, SBOV2_87620.3, SBOV2_87620.4
OG0006193	SINT1_89100.1	SBOV2_89720.1
OG0006195	SINT1_71070.2, SINT1_71070.1	SBOV2_71240.1
OG0006196	SINT1_75060.1, SINT1_75060.6, SINT1_75060.2, SINT1_75060.5, SINT1_75060.3, SINT1_75060.4	SBOV2_75270.1
OG0006197	SINT1_65830.1, SINT1_65830.2	SBOV2_66020.1, SBOV2_66020.2
OG0006198	SINT1_32460.2, SINT1_32460.1, SINT1_32460.3	SBOV2_35230.1
OG0006199	SINT1_26660.1	SBOV2_41010.1, SBOV2_41010.2, SBOV2_41010.3
OG0006200	SINT1_25520.1	SBOV2_24960.1
OG0006201	SINT1_23850.1, SINT1_23850.2	SBOV2_23260.1
OG0006202	SINT1_22930.1, SINT1_22930.2, SINT1_22930.3, SINT1_22930.4	SBOV2_22310.1
OG0006203	SINT1_43580.1, SINT1_43610.1	SBOV2_42820.1
OG0006204	SINT1_36710.1	SBOV2_30950.1
OG0006204	SINT1_36700.1	SBOV2_30960.1
OG0006205	SINT1_18180.1	SBOV2_17540.1
OG0006206	SINT1_14370.1	SBOV2_14000.1
OG0006207	SINT1_20520.1	SBOV2_19840.1, SBOV2_19840.5, SBOV2_19840.6, SBOV2_19840.2, SBOV2_19840.3, SBOV2_19840.4
OG0006208	SINT1_2160.2, SINT1_2160.1	SBOV2_2310.1
OG0006209	SINT1_2340.2, SINT1_2340.1, SINT1_2340.3	SBOV2_2560.1
OG0006210	SINT1_7780.1	SBOV2_7700.1, SBOV2_7680.1
OG0006211	SINT1_38680.2, SINT1_38680.1	SBOV2_29090.1, SBOV2_29090.2, SBOV2_29090.4, SBOV2_29090.3, SBOV2_29090.5, SBOV2_29090.6, SBOV2_29090.7
OG0006212	SINT1_57050.1	SBOV2_96720.2
OG0006214	SINT1_67550.1	SBOV2_67690.1
OG0006215	SINT1_83590.1	SBOV2_84220.1
OG0006226	SINT1_10340.1	SBOV2_9980.1
OG0006227	SINT1_11590.1	SBOV2_11210.1
OG0006228	SINT1_26440.1	SBOV2_41190.1
OG0006229	SINT1_15900.1, SINT1_15900.2	SBOV2_15430.1
OG0006230	SINT1_91670.1	SBOV2_92280.1
OG0006231	SINT1_40660.1	SBOV2_27170.1
OG0006233	SINT1_44380.1	SBOV2_43580.1
OG0006234	SINT1_14160.1	SBOV2_13770.1
OG0006234	SINT1_14160.1	SBOV2_13770.2
OG0006235	SINT1_25770.1	SBOV2_25220.1
OG0006236	SINT1_68250.1, SINT1_68250.3, SINT1_68250.2	SBOV2_68400.1, SBOV2_68400.2
OG0006237	SINT1_40240.1	SBOV2_27570.1
OG0006238	SINT1_31710.1, SINT1_31710.2	SBOV2_35990.1, SBOV2_35990.2, SBOV2_35990.3
OG0006239	SINT1_76030.1	SBOV2_76210.1
OG0006240	SINT1_81790.1, SINT1_81790.2	SBOV2_82310.1
OG0006241	SINT1_55680.1	SBOV2_55200.1
OG0006242	SINT1_15050.1	SBOV2_14680.1
OG0006243	SINT1_44120.1	SBOV2_43100.1
OG0006244	SINT1_68640.1, SINT1_68630.1	SBOV2_68770.1
OG0006245	SINT1_55160.1	SBOV2_50290.1
OG0006246	SINT1_79710.1	SBOV2_80160.1
OG0006247	SINT1_87630.1, SINT1_87630.2	SBOV2_89040.1
OG0006248	SINT1_89430.1	SBOV2_90010.1
OG0006249	SINT1_46000.1	SBOV2_45290.1
OG0006250	SINT1_33050.1	SBOV2_34620.1, SBOV2_34620.2
OG0006251	SINT1_16450.1	SBOV2_15910.1
OG0006252	SINT1_34610.1, SINT1_34610.2	SBOV2_33140.2, SBOV2_33140.1
OG0006253	SINT1_87880.1	SBOV2_88780.1
OG0006254	SINT1_2120.1	SBOV2_2270.1
OG0006255	SINT1_35890.1	SBOV2_31780.1
OG0006256	SINT1_39920.2, SINT1_39920.1	SBOV2_27870.1
OG0006257	SINT1_92250.1, SINT1_92250.2	SBOV2_92830.1
OG0006258	SINT1_66440.1	SBOV2_66590.1
OG0006259	SINT1_87800.1	SBOV2_88870.1
OG0006260	SINT1_23980.1	SBOV2_23440.1, SBOV2_23440.2
OG0006261	SINT1_75410.1	SBOV2_75640.1
OG0006262	SINT1_67870.1, SINT1_67870.2	SBOV2_67840.1
OG0006263	SINT1_82550.1, SINT1_82550.2	SBOV2_83130.1
OG0006264	SINT1_76540.1	SBOV2_76730.1
OG0006265	SINT1_22980.1	SBOV2_22340.1
OG0006266	SINT1_50560.1	SBOV2_54850.1
OG0006267	SINT1_40740.2, SINT1_40740.1	SBOV2_27090.1
OG0006269	SINT1_48270.1	SBOV2_47710.1
OG0006270	SINT1_16470.1	SBOV2_15930.1
OG0006271	SINT1_19590.1	SBOV2_18880.1
OG0006272	SINT1_9770.1	SBOV2_9490.1
OG0006273	SINT1_44520.1	SBOV2_43720.1
OG0006274	SINT1_45430.1	SBOV2_44680.1
OG0006275	SINT1_79300.1	SBOV2_79580.1
OG0006276	SINT1_84330.1, SINT1_84330.2	SBOV2_84890.1, SBOV2_84890.2
OG0006277	SINT1_44140.1	SBOV2_43360.1
OG0006278	SINT1_83220.1	SBOV2_83850.1
OG0006279	SINT1_40090.1	SBOV2_27700.1
OG0006280	SINT1_12030.1	SBOV2_11740.1
OG0006281	SINT1_32410.1, SINT1_32410.2	SBOV2_35270.1
OG0006282	SINT1_76620.1	SBOV2_76820.1
OG0006283	SINT1_41500.1	SBOV2_26360.1
OG0006284	SINT1_71380.1	SBOV2_71560.1
OG0006285	SINT1_54140.1	SBOV2_51380.1
OG0006286	SINT1_62280.1	SBOV2_62120.1
OG0006287	SINT1_72860.1	SBOV2_73010.1, SBOV2_73010.2
OG0006288	SINT1_73020.1	SBOV2_73150.1
OG0006289	SINT1_76510.1	SBOV2_76700.1
OG0006290	SINT1_64260.1	SBOV2_64280.1, SBOV2_64280.2
OG0006291	SINT1_61390.1	SBOV2_61280.1, SBOV2_61280.2
OG0006292	SINT1_67690.1	SBOV2_68040.1
OG0006293	SINT1_94370.1	SBOV2_95030.1
OG0006294	SINT1_24630.1	SBOV2_24000.1
OG0006295	SINT1_93390.1	SBOV2_94040.1
OG0006296	SINT1_40900.1	SBOV2_26950.1
OG0006297	SINT1_26810.1	SBOV2_40850.1
OG0006298	SINT1_370.1	SBOV2_350.1, SBOV2_350.2, SBOV2_350.3
OG0006299	SINT1_2140.1	SBOV2_2300.1
OG0006300	SINT1_9420.1	SBOV2_9130.1
OG0006301	SINT1_7310.1	SBOV2_8140.1
OG0006302	SINT1_54430.1	SBOV2_51060.1
OG0006303	SINT1_1410.1	SBOV2_1510.1
OG0006304	SINT1_49110.1, SINT1_49120.1	SBOV2_48560.1
OG0006306	SINT1_17810.1	SBOV2_17170.1
OG0006307	SINT1_35390.1	SBOV2_32290.1, SBOV2_32290.2
OG0006308	SINT1_72240.1	SBOV2_72380.1, SBOV2_72380.2
OG0006309	SINT1_77600.1	SBOV2_77830.1
OG0006310	SINT1_6290.1, SINT1_6290.2	SBOV2_6250.1
OG0006311	SINT1_87210.1	SBOV2_89400.2, SBOV2_89400.1
OG0006312	SINT1_76410.1	SBOV2_76590.1
OG0006313	SINT1_74880.1	SBOV2_75090.1
OG0006314	SINT1_69900.1	SBOV2_70010.1
OG0006315	SINT1_91110.1	SBOV2_91910.1
OG0006317	SINT1_49930.1	SBOV2_49350.1
OG0006318	SINT1_50190.1	SBOV2_49600.1
OG0006319	SINT1_88800.1	SBOV2_87790.1, SBOV2_87790.2
OG0006320	SINT1_31100.1	SBOV2_36570.1
OG0006321	SINT1_940.1	SBOV2_1030.1
OG0006322	SINT1_55540.1	SBOV2_55050.1
OG0006323	SINT1_34020.1	SBOV2_33670.1
OG0006324	SINT1_20530.1	SBOV2_19850.1
OG0006325	SINT1_5750.1	SBOV2_5740.1
OG0006326	SINT1_94220.1	SBOV2_94880.1
OG0006327	SINT1_24990.1	SBOV2_24380.1, SBOV2_24370.1
OG0006328	SINT1_57960.1	SBOV2_57770.1
OG0006329	SINT1_66400.1	SBOV2_66550.1
OG0006330	SINT1_89320.1	SBOV2_89930.1
OG0006331	SINT1_59230.1	SBOV2_59060.1, SBOV2_59060.2
OG0006332	SINT1_45380.1	SBOV2_44640.1, SBOV2_44640.2
OG0006333	SINT1_59840.1	SBOV2_59700.1, SBOV2_59700.2
OG0006334	SINT1_81390.1	SBOV2_81910.1
OG0006335	SINT1_93340.1	SBOV2_93960.1
OG0006336	SINT1_21980.1	SBOV2_21260.1
OG0006338	SINT1_21270.1, SINT1_21270.2, SINT1_21270.3, SINT1_21270.4, SINT1_21270.5	SBOV2_20600.1
OG0006339	SINT1_35580.1, SINT1_35580.2	SBOV2_32100.1
OG0006340	SINT1_43730.1, SINT1_43730.2	SBOV2_42960.1
OG0006341	SINT1_51650.1, SINT1_51650.2, SINT1_51650.3	SBOV2_53810.1
OG0006342	SINT1_82890.1	SBOV2_83510.1
OG0006343	SINT1_60710.1	SBOV2_60580.1
OG0006344	SINT1_26040.2	SBOV2_25470.1
OG0006344	SINT1_26040.1	SBOV2_25470.2
OG0006345	SINT1_70150.1	SBOV2_70280.1
OG0006346	SINT1_88940.1	SBOV2_87680.1
OG0006347	SINT1_27760.1	SBOV2_39920.1
OG0006348	SINT1_45330.1	SBOV2_44590.1, SBOV2_44590.2, SBOV2_44590.3
OG0006349	SINT1_8580.1, SINT1_8580.2	SBOV2_8360.1
OG0006350	SINT1_37140.1	SBOV2_30500.1
OG0006351	SINT1_75860.1, SINT1_75860.2	SBOV2_76080.1
OG0006352	SINT1_14660.1	SBOV2_14280.1, SBOV2_14280.2
OG0006353	SINT1_68930.1	SBOV2_69100.1
OG0006353	SINT1_68930.1	SBOV2_69100.2
OG0006354	SINT1_70820.1	SBOV2_70960.2
OG0006355	SINT1_51300.1	SBOV2_54160.1
OG0006356	SINT1_78200.1	SBOV2_78430.1
OG0006357	SINT1_82460.1	SBOV2_83040.1
OG0006358	SINT1_16130.1	SBOV2_15640.2, SBOV2_15640.1
OG0006359	SINT1_50940.1	SBOV2_54490.1
OG0006360	SINT1_91350.1	SBOV2_91610.1
OG0006361	SINT1_54410.1	SBOV2_51090.1, SBOV2_51090.2
OG0006362	SINT1_20090.1	SBOV2_19380.1
OG0006363	SINT1_14310.1	SBOV2_13940.2, SBOV2_13940.1
OG0006364	SINT1_81310.1	SBOV2_81830.1, SBOV2_81830.2
OG0006365	SINT1_22120.1	SBOV2_21410.1, SBOV2_21410.2
OG0006366	SINT1_52630.1	SBOV2_52920.1
OG0006367	SINT1_69020.1, SINT1_69020.2	SBOV2_69230.1
OG0006368	SINT1_63240.1	SBOV2_63170.1, SBOV2_63170.2
OG0006369	SINT1_83700.1	SBOV2_84310.1
OG0006370	SINT1_70470.1	SBOV2_70610.1, SBOV2_70610.2
OG0006371	SINT1_79700.1	SBOV2_80150.1
OG0006372	SINT1_41180.1	SBOV2_26700.2
OG0006373	SINT1_77460.1	SBOV2_77690.1
OG0006374	SINT1_50760.1	SBOV2_54670.1
OG0006375	SINT1_21330.1	SBOV2_20660.1
OG0006376	SINT1_85670.1	SBOV2_86300.1
OG0006377	SINT1_61220.1	SBOV2_61080.1, SBOV2_61080.2, SBOV2_61080.3, SBOV2_61110.1
OG0006378	SINT1_53680.1	SBOV2_51810.1
OG0006379	SINT1_84810.1	SBOV2_85410.1
OG0006381	SINT1_74140.1	SBOV2_74320.1
OG0006382	SINT1_83950.1, SINT1_83950.2, SINT1_83950.3	SBOV2_84550.1
OG0006383	SINT1_80100.1	SBOV2_80570.1
OG0006384	SINT1_59270.1	SBOV2_59100.4, SBOV2_59100.1, SBOV2_59100.2, SBOV2_59100.3
OG0006385	SINT1_17870.1	SBOV2_17240.1
OG0006386	SINT1_56360.1	SBOV2_55890.1
OG0006387	SINT1_77190.1	SBOV2_77410.1
OG0006388	SINT1_59350.1	SBOV2_59180.1
OG0006389	SINT1_83230.1, SINT1_83230.2, SINT1_83230.3	SBOV2_83860.1
OG0006390	SINT1_65230.1	SBOV2_65300.1
OG0006391	SINT1_65220.1	SBOV2_65290.1
OG0006392	SINT1_94620.1	SBOV2_95530.1
OG0006393	SINT1_68690.1, SINT1_68690.2, SINT1_68690.3	SBOV2_68830.1
OG0006394	SINT1_48010.1	SBOV2_47450.1
OG0006395	SINT1_14220.1	SBOV2_13850.1
OG0006396	SINT1_20690.1	SBOV2_20010.1, SBOV2_20010.2, SBOV2_20010.3, SBOV2_20010.4, SBOV2_20010.5
OG0006397	SINT1_77740.1	SBOV2_77930.1
OG0006398	SINT1_5980.1	SBOV2_5960.1
OG0006399	SINT1_12920.1	SBOV2_12580.1, SBOV2_12580.2
OG0006400	SINT1_74220.1	SBOV2_74400.1
OG0006401	SINT1_47110.1	SBOV2_46490.1
OG0006402	SINT1_25880.3	SBOV2_25340.1
OG0006403	SINT1_470.1, SINT1_470.2	SBOV2_460.1
OG0006404	SINT1_33740.1, SINT1_33740.2	SBOV2_33950.1
OG0006405	SINT1_50150.1	SBOV2_49550.1
OG0006406	SINT1_52560.1	SBOV2_52990.1
OG0006407	SINT1_19630.1	SBOV2_18920.1, SBOV2_18910.1
OG0006408	SINT1_74950.1	SBOV2_75150.2, SBOV2_75150.1, SBOV2_75170.1
OG0006409	SINT1_51770.1	SBOV2_53710.1, SBOV2_53710.2
OG0006410	SINT1_870.1	SBOV2_960.1
OG0006411	SINT1_1820.1	SBOV2_1950.1
OG0006412	SINT1_17780.1	SBOV2_17140.1
OG0006413	SINT1_89400.1	SBOV2_89990.1
OG0006414	SINT1_84700.1	SBOV2_85300.1
OG0006415	SINT1_24520.1	SBOV2_23930.1
OG0006416	SINT1_60200.1	SBOV2_60070.1, SBOV2_60070.2, SBOV2_60070.3
OG0006417	SINT1_50050.1, SINT1_50030.1	SBOV2_49440.1
OG0006418	SINT1_8960.1	SBOV2_8700.1
OG0006419	SINT1_28170.1	SBOV2_39520.1, SBOV2_39520.2
OG0006420	SINT1_63350.1, SINT1_63350.2	SBOV2_63270.1
OG0006421	SINT1_5590.1	SBOV2_5580.1
OG0006422	SINT1_88690.1	SBOV2_87920.1
OG0006423	SINT1_81320.1	SBOV2_81840.1
OG0006424	SINT1_50130.1	SBOV2_49530.1
OG0006425	SINT1_77530.1	SBOV2_77750.1, SBOV2_77750.2
OG0006426	SINT1_20510.1	SBOV2_19830.1
OG0006427	SINT1_33060.1	SBOV2_34610.1
OG0006428	SINT1_330.1	SBOV2_320.1, SBOV2_320.2
OG0006429	SINT1_11090.1	SBOV2_10730.1
OG0006430	SINT1_3110.1	SBOV2_3250.1
OG0006431	SINT1_89620.1	SBOV2_90160.1, SBOV2_90160.3, SBOV2_90160.2
OG0006432	SINT1_77920.1	SBOV2_78120.1
OG0006433	SINT1_42840.1	SBOV2_42050.1
OG0006434	SINT1_91570.1	SBOV2_92180.1
OG0006436	SINT1_68580.1	SBOV2_68720.1
OG0006437	SINT1_89980.1	SBOV2_90540.1, SBOV2_90530.1
OG0006438	SINT1_75490.1	SBOV2_75730.1
OG0006439	SINT1_13560.1	SBOV2_13120.1
OG0006440	SINT1_50640.1	SBOV2_54790.1
OG0006441	SINT1_94160.1	SBOV2_94810.2, SBOV2_94810.1
OG0006442	SINT1_35000.1	SBOV2_32730.1
OG0006443	SINT1_19880.1	SBOV2_19200.1
OG0006444	SINT1_87560.1	SBOV2_89110.1
OG0006445	SINT1_69310.1	SBOV2_69500.1
OG0006446	SINT1_52020.1	SBOV2_53470.1
OG0006447	SINT1_86180.1	SBOV2_86820.2, SBOV2_86820.1
OG0006449	SINT1_31820.1	SBOV2_35890.2, SBOV2_35890.1
OG0006450	SINT1_2700.1	SBOV2_2710.1
OG0006451	SINT1_70420.1	SBOV2_70550.1
OG0006452	SINT1_56270.1	SBOV2_55770.1
OG0006453	SINT1_68620.1	SBOV2_68760.1
OG0006454	SINT1_9780.1	SBOV2_9500.1
OG0006455	SINT1_50490.1	SBOV2_54940.1
OG0006456	SINT1_1590.1	SBOV2_1700.1, SBOV2_1700.2
OG0006457	SINT1_54380.1, SINT1_54380.2, SINT1_54380.3	SBOV2_51120.1, SBOV2_51120.2
OG0006458	SINT1_65990.1	SBOV2_66150.1
OG0006459	SINT1_55730.1, SINT1_55730.2	SBOV2_55250.1
OG0006460	SINT1_64910.1	SBOV2_64920.1
OG0006461	SINT1_84920.1	SBOV2_85510.1
OG0006462	SINT1_50390.1, SINT1_50390.2	SBOV2_49810.1
OG0006463	SINT1_61900.1	SBOV2_61740.1
OG0006464	SINT1_22240.1	SBOV2_21510.1
OG0006465	SINT1_76240.1	SBOV2_76410.1
OG0006466	SINT1_86490.1	SBOV2_87180.1
OG0006467	SINT1_10690.1	SBOV2_10330.1
OG0006468	SINT1_42610.1	SBOV2_41810.1
OG0006469	SINT1_14900.1	SBOV2_14520.1
OG0006470	SINT1_58210.1	SBOV2_58040.1, SBOV2_58010.1
OG0006471	SINT1_82400.1	SBOV2_82980.1, SBOV2_82980.2, SBOV2_82980.3
OG0006472	SINT1_82370.1	SBOV2_82950.1
OG0006473	SINT1_61720.1	SBOV2_61580.1
OG0006474	SINT1_65550.1	SBOV2_65690.1
OG0006475	SINT1_13630.1	SBOV2_13200.1, SBOV2_13200.2
OG0006476	SINT1_3150.1	SBOV2_3200.1
OG0006477	SINT1_27730.1	SBOV2_39950.1
OG0006478	SINT1_7630.1, SINT1_7630.2	SBOV2_7830.1
OG0006479	SINT1_43200.1	SBOV2_42440.1
OG0006480	SINT1_22430.1	SBOV2_21700.1
OG0006481	SINT1_66580.1	SBOV2_66680.1
OG0006482	SINT1_19830.1	SBOV2_19120.1
OG0006483	SINT1_60090.1	SBOV2_59950.1
OG0006484	SINT1_69540.1	SBOV2_69710.1
OG0006485	SINT1_4300.1	SBOV2_4390.2, SBOV2_4390.1, SBOV2_4390.3
OG0006486	SINT1_22440.1, SINT1_22440.2	SBOV2_21710.1
OG0006487	SINT1_72550.1	SBOV2_72700.1
OG0006488	SINT1_16370.1	SBOV2_15850.1
OG0006489	SINT1_11290.1	SBOV2_10930.1
OG0006490	SINT1_7790.1	SBOV2_7690.1
OG0006491	SINT1_83800.1	SBOV2_84400.1, SBOV2_84400.2, SBOV2_84400.3, SBOV2_84400.4
OG0006492	SINT1_31590.1	SBOV2_36120.2
