Orthogroup	schistosoma_intercalatum	opisthorchis_viverrini
OG0005963	SINT1_62100.1, SINT1_62100.2	T265_10304, T265_14365, T265_15108
OG0005964	SINT1_32190.1, SINT1_32190.2	T265_10711
OG0005965	SINT1_20890.1, SINT1_20890.2	T265_02267
OG0005966	SINT1_85960.1	T265_10363
OG0005967	SINT1_72020.1	T265_09028
OG0005968	SINT1_13700.1, SINT1_13700.2, SINT1_13700.4, SINT1_13700.3	T265_03223
OG0005969	SINT1_43280.1, SINT1_43280.2	T265_01484
OG0005970	SINT1_22010.1	T265_00871
OG0005971	SINT1_25840.2, SINT1_25840.1	T265_05686
OG0005973	SINT1_44360.1, SINT1_44360.2	T265_06386
OG0005974	SINT1_22350.1	T265_06188
OG0005975	SINT1_70350.1	T265_14775
OG0005976	SINT1_30810.1	T265_14316
OG0005977	SINT1_51920.1	T265_12538
OG0005978	SINT1_84910.1	T265_13761
OG0005979	SINT1_28250.1	T265_05419
OG0005980	SINT1_56170.1	T265_05285
OG0005981	SINT1_91540.1	T265_15772
OG0005982	SINT1_64190.1	T265_00605, T265_00606
OG0005983	SINT1_48450.1, SINT1_48450.2, SINT1_48450.3	T265_07434
OG0005984	SINT1_65080.1, SINT1_65080.2	T265_00666
OG0005985	SINT1_28130.1	T265_08574
OG0005986	SINT1_20740.1	T265_03423
OG0005988	SINT1_94240.1, SINT1_94260.1	T265_15461
OG0005989	SINT1_80180.1	T265_14833
OG0005990	SINT1_56140.1	T265_00349
OG0005991	SINT1_54120.1	T265_14289
OG0005992	SINT1_47220.1	T265_03305
OG0005993	SINT1_76710.1, SINT1_76710.2	T265_05906
OG0005994	SINT1_53640.1	T265_01234
OG0005995	SINT1_69760.1	T265_00455
OG0005998	SINT1_47900.1	T265_03564
OG0005999	SINT1_78870.1	T265_12854
OG0006000	SINT1_12350.1	T265_08532
OG0006001	SINT1_86320.1	T265_07451
OG0006002	SINT1_51830.1	T265_13469
OG0006003	SINT1_34580.1, SINT1_34580.2	T265_12071, T265_04787
OG0006004	SINT1_49640.1	T265_13739
OG0006005	SINT1_72170.1	T265_15287
OG0006006	SINT1_46400.1	T265_02947
OG0006007	SINT1_20940.1	T265_13795
OG0006008	SINT1_70860.1, SINT1_70860.2	T265_00318
OG0006009	SINT1_81540.1	T265_12041, T265_15230
OG0006010	SINT1_84360.1	T265_01682
OG0006011	SINT1_64600.1, SINT1_64600.2	T265_00506
OG0006012	SINT1_65780.1	T265_08137
OG0006013	SINT1_22060.1	T265_15196
OG0006014	SINT1_73440.1	T265_02209
OG0006015	SINT1_74000.1	T265_01224
OG0006016	SINT1_78180.1	T265_00151
OG0006017	SINT1_78190.1	T265_00153
OG0006018	SINT1_87670.1	T265_05377
OG0006019	SINT1_83840.1	T265_07921, T265_12602
OG0006021	SINT1_74980.1	T265_05821
OG0006022	SINT1_61690.1	T265_02028
OG0006023	SINT1_18640.1	T265_00867
OG0006024	SINT1_47000.1	T265_12539
OG0006026	SINT1_1090.1	T265_09387
OG0006027	SINT1_24770.1	T265_02114
OG0006028	SINT1_49410.1	T265_06858
OG0006029	SINT1_55930.1	T265_03845
OG0006030	SINT1_34480.1	T265_07048, T265_16154
OG0006031	SINT1_19370.1	T265_05494
OG0006032	SINT1_10350.1	T265_14178
OG0006033	SINT1_41210.1	T265_09128
OG0006034	SINT1_43500.1, SINT1_43500.2	T265_10670
OG0006035	SINT1_55850.1	T265_01354
OG0006037	SINT1_82830.1	T265_11799
OG0006038	SINT1_43450.1	T265_01505
OG0006039	SINT1_50840.1	T265_00295
OG0006040	SINT1_57080.1	T265_08498
OG0006043	SINT1_18420.1	T265_08369
OG0006044	SINT1_68270.1	T265_10305
OG0006045	SINT1_36120.1	T265_04338
OG0006047	SINT1_33530.1	T265_05746
OG0006048	SINT1_8120.1	T265_14751
OG0006049	SINT1_40560.1	T265_06032
OG0006050	SINT1_61160.1	T265_01164
OG0006051	SINT1_7080.1	T265_13008
OG0006052	SINT1_71850.1	T265_01643, T265_12947
OG0006053	SINT1_67050.2, SINT1_67050.1	T265_12566
OG0006054	SINT1_63410.1	T265_14672
OG0006055	SINT1_4670.1	T265_01190
OG0006056	SINT1_15010.1	T265_09364
OG0006058	SINT1_17940.1	T265_01441
OG0006059	SINT1_71750.1	T265_04869
OG0006060	SINT1_3250.2, SINT1_3250.1	T265_13511
OG0006061	SINT1_83730.1	T265_01621
OG0006062	SINT1_35740.1	T265_04461
OG0006063	SINT1_45220.1	T265_09923
OG0006066	SINT1_9250.1	T265_07753
OG0006067	SINT1_43290.1	T265_01485
OG0006068	SINT1_41030.1	T265_12800
OG0006069	SINT1_34310.1, SINT1_34310.2	T265_00728, T265_16346
OG0006070	SINT1_65890.1	T265_15112
OG0006071	SINT1_75550.1	T265_02929
OG0006072	SINT1_81760.1	T265_10623
OG0006073	SINT1_52660.1	T265_06995
OG0006074	SINT1_89550.1	T265_07348
OG0006075	SINT1_25830.1	T265_11346
OG0006076	SINT1_50830.1	T265_00294
OG0006077	SINT1_41870.1	T265_04114
OG0006079	SINT1_51740.1	T265_02701
OG0006080	SINT1_32720.2, SINT1_32720.1	T265_13358
OG0006081	SINT1_1690.1	T265_09866
OG0006082	SINT1_41710.1	T265_07611
OG0006083	SINT1_82420.1	T265_02310
OG0006085	SINT1_72330.1	T265_04853
OG0006086	SINT1_24500.1	T265_09099
OG0006087	SINT1_39120.1, SINT1_39120.2	T265_08017
OG0006088	SINT1_70230.1	T265_00027
OG0006090	SINT1_90050.4, SINT1_90050.1, SINT1_90050.3, SINT1_90050.2	T265_13855
OG0006091	SINT1_79160.1	T265_12290, T265_15429
OG0006092	SINT1_13860.1	T265_01843
OG0006093	SINT1_54810.1	T265_01206
OG0006094	SINT1_51090.1, SINT1_51090.2, SINT1_51090.3	T265_12458
OG0006095	SINT1_80680.1	T265_07126
OG0006096	SINT1_18950.1, SINT1_18950.2	T265_06953
OG0006097	SINT1_75540.1	T265_07749
OG0006098	SINT1_25310.1	T265_10302
OG0006099	SINT1_7350.1	T265_13774
OG0006100	SINT1_17230.1	T265_00893
OG0006101	SINT1_37380.2, SINT1_37380.1	T265_06530
OG0006102	SINT1_76900.3, SINT1_76900.4, SINT1_76900.2, SINT1_76900.1	T265_03871
OG0006103	SINT1_38080.1	T265_08234
OG0006104	SINT1_66170.1	T265_07156
OG0006105	SINT1_80560.1	T265_02379
OG0006106	SINT1_59540.1	T265_14363, T265_16286
OG0006107	SINT1_73240.1	T265_04785
OG0006108	SINT1_82500.1	T265_10524
OG0006109	SINT1_69400.1	T265_12532
OG0006110	SINT1_88750.1	T265_04314
OG0006111	SINT1_1950.1	T265_08178
OG0006112	SINT1_86310.1	T265_08901
OG0006113	SINT1_3640.1	T265_09557
OG0006114	SINT1_92100.1	T265_13613
OG0006115	SINT1_27170.1	T265_11567
OG0006116	SINT1_47310.1, SINT1_47310.2	T265_03865
OG0006117	SINT1_56080.1	T265_00135
OG0006118	SINT1_56340.1	T265_15436
OG0006120	SINT1_42380.1	T265_07064
OG0006121	SINT1_22460.1	T265_15292
OG0006122	SINT1_29630.1	T265_00758
OG0006123	SINT1_59960.1	T265_01160
OG0006124	SINT1_65060.3, SINT1_65060.1, SINT1_65060.2	T265_08959, T265_11073
OG0006127	SINT1_43100.1	T265_03470
OG0006128	SINT1_37010.1	T265_04746
OG0006129	SINT1_95820.1, SINT1_13580.1	T265_03091, T265_03090
OG0006130	SINT1_28110.1	T265_08572
OG0006131	SINT1_62690.1, SINT1_62690.2	T265_01167
OG0006132	SINT1_51440.1	T265_00097
OG0006133	SINT1_68360.1	T265_13035
OG0006134	SINT1_20570.1	T265_06562
OG0006135	SINT1_1860.1, SINT1_1860.2	T265_01602
OG0006136	SINT1_75600.1	T265_10637
OG0006139	SINT1_13410.1	T265_06487
OG0006140	SINT1_72430.1	T265_12439
OG0006141	SINT1_30730.1, SINT1_30730.2	T265_03619
OG0006143	SINT1_18740.1	T265_15582
OG0006144	SINT1_60650.1	T265_13033
OG0006145	SINT1_38900.1	T265_04145
OG0006146	SINT1_76780.1, SINT1_76780.2	T265_16067
OG0006147	SINT1_86730.1, SINT1_86730.2	T265_09593
OG0006148	SINT1_68490.1	T265_12467, T265_12466
OG0006149	SINT1_7250.1	T265_03687
OG0006150	SINT1_31840.1	T265_08342
OG0006151	SINT1_41630.1	T265_04465
OG0006153	SINT1_60120.1, SINT1_60120.2	T265_15142
OG0006154	SINT1_84720.1	T265_08894
OG0006155	SINT1_20060.1	T265_10165
OG0006156	SINT1_75620.1, SINT1_75620.2	T265_03960
OG0006157	SINT1_45020.1	T265_07598
OG0006158	SINT1_21080.1	T265_15372
OG0006159	SINT1_23550.1	T265_01099
OG0006161	SINT1_83610.1, SINT1_83600.1	T265_00754, T265_04662
OG0006162	SINT1_19110.1	T265_03680
OG0006163	SINT1_1550.1	T265_09146
OG0006164	SINT1_95420.1	T265_00257
OG0006165	SINT1_69600.1	T265_12640
OG0006166	SINT1_47410.1	T265_03856
OG0006167	SINT1_80470.1	T265_01644, T265_12127
OG0006168	SINT1_88830.3, SINT1_88830.2, SINT1_88830.1	T265_09199
OG0006170	SINT1_13510.1	T265_06485
OG0006171	SINT1_3780.1	T265_14923
OG0006172	SINT1_44100.1, SINT1_44100.2	T265_04755
OG0006173	SINT1_21400.1	T265_12668
OG0006174	SINT1_19430.1	T265_11215
OG0006175	SINT1_86080.1	T265_04330
OG0006177	SINT1_85800.1	T265_04160
OG0006178	SINT1_85390.2, SINT1_85390.1	T265_09140
OG0006180	SINT1_51360.1	T265_00291, T265_08122
OG0006181	SINT1_78160.1	T265_14229
OG0006182	SINT1_32530.1	T265_10119
OG0006186	SINT1_91270.1	T265_07077
OG0006187	SINT1_42930.1	T265_04136
OG0006188	SINT1_42970.1	T265_11536
OG0006226	SINT1_10340.1	T265_06962
OG0006227	SINT1_11590.1	T265_05575
OG0006228	SINT1_26440.1	T265_06400
OG0006229	SINT1_15900.1, SINT1_15900.2	T265_11944, T265_12321
OG0006230	SINT1_91670.1	T265_08353
OG0006231	SINT1_40660.1	T265_05886
OG0006234	SINT1_14160.1	T265_07777
OG0006235	SINT1_25770.1	T265_13669
OG0006236	SINT1_68250.1, SINT1_68250.3, SINT1_68250.2	T265_00536
OG0006237	SINT1_40240.1	T265_02604
OG0006238	SINT1_31710.1, SINT1_31710.2	T265_04894
OG0006239	SINT1_76030.1	T265_05714
OG0006241	SINT1_55680.1	T265_00315
OG0006242	SINT1_15050.1	T265_11186
OG0006243	SINT1_44120.1	T265_13406
OG0006245	SINT1_55160.1	T265_13952
OG0006246	SINT1_79710.1	T265_12114
OG0006247	SINT1_87630.1, SINT1_87630.2	T265_10497
OG0006248	SINT1_89430.1	T265_09974, T265_09975
OG0006249	SINT1_46000.1	T265_12552
OG0006250	SINT1_33050.1	T265_08806
OG0006251	SINT1_16450.1	T265_04439
OG0006252	SINT1_34610.1, SINT1_34610.2	T265_03818
OG0006253	SINT1_87880.1	T265_09495
OG0006254	SINT1_2120.1	T265_10255
OG0006255	SINT1_35890.1	T265_12577
OG0006256	SINT1_39920.2, SINT1_39920.1	T265_11234
OG0006257	SINT1_92250.1, SINT1_92250.2	T265_09703
OG0006258	SINT1_66440.1	T265_12589
OG0006259	SINT1_87800.1	T265_14257
OG0006260	SINT1_23980.1	T265_06942, T265_06943
OG0006261	SINT1_75410.1	T265_00088, T265_00089
OG0006262	SINT1_67870.1, SINT1_67870.2	T265_09323
OG0006264	SINT1_76540.1	T265_15190
OG0006265	SINT1_22980.1	T265_01075
OG0006266	SINT1_50560.1	T265_05275
OG0006267	SINT1_40740.2, SINT1_40740.1	T265_14701
OG0006269	SINT1_48270.1	T265_08086
OG0006270	SINT1_16470.1	T265_15004
OG0006272	SINT1_9770.1	T265_08414
OG0006273	SINT1_44520.1	T265_04110
OG0006274	SINT1_45430.1	T265_07067, T265_16046, T265_05062, T265_07066
OG0006275	SINT1_79300.1	T265_14969
OG0006276	SINT1_84330.1, SINT1_84330.2	T265_07118
OG0006277	SINT1_44140.1	T265_13414
OG0006278	SINT1_83220.1	T265_02316, T265_15671
OG0006279	SINT1_40090.1	T265_14327
OG0006280	SINT1_12030.1	T265_09871
OG0006281	SINT1_32410.1, SINT1_32410.2	T265_15811
OG0006282	SINT1_76620.1	T265_11224
OG0006283	SINT1_41500.1	T265_05049
OG0006284	SINT1_71380.1	T265_02188
OG0006285	SINT1_54140.1	T265_00313
OG0006286	SINT1_62280.1	T265_00546
OG0006288	SINT1_73020.1	T265_00770
OG0006289	SINT1_76510.1	T265_14976
OG0006290	SINT1_64260.1	T265_03916
OG0006291	SINT1_61390.1	T265_08125
OG0006292	SINT1_67690.1	T265_00669
OG0006293	SINT1_94370.1	T265_08152
OG0006294	SINT1_24630.1	T265_09717
OG0006295	SINT1_93390.1	T265_11139
OG0006296	SINT1_40900.1	T265_09675
OG0006299	SINT1_2140.1	T265_09982, T265_06697
OG0006300	SINT1_9420.1	T265_12045
OG0006301	SINT1_7310.1	T265_15886, T265_12313
OG0006302	SINT1_54430.1	T265_07637
OG0006303	SINT1_1410.1	T265_14450
OG0006304	SINT1_49110.1, SINT1_49120.1	T265_00048
OG0006306	SINT1_17810.1	T265_09242
OG0006307	SINT1_35390.1	T265_09818
OG0006308	SINT1_72240.1	T265_14763
OG0006309	SINT1_77600.1	T265_15194
OG0006310	SINT1_6290.1, SINT1_6290.2	T265_03045
OG0006311	SINT1_87210.1	T265_04307
OG0006312	SINT1_76410.1	T265_02160
OG0006313	SINT1_74880.1	T265_13064
OG0006314	SINT1_69900.1	T265_02327
OG0006315	SINT1_91110.1	T265_02744
OG0006316	SINT1_67650.1	T265_10726
OG0006317	SINT1_49930.1	T265_00104
OG0006318	SINT1_50190.1	T265_06847
OG0006319	SINT1_88800.1	T265_10996
OG0006320	SINT1_31100.1	T265_10617
OG0006321	SINT1_940.1	T265_05253
OG0006322	SINT1_55540.1	T265_13118
OG0006323	SINT1_34020.1	T265_08324
OG0006324	SINT1_20530.1	T265_01373
OG0006325	SINT1_5750.1	T265_06415
OG0006326	SINT1_94220.1	T265_06631
OG0006327	SINT1_24990.1	T265_12717
OG0006328	SINT1_57960.1	T265_08665
OG0006329	SINT1_66400.1	T265_14587
OG0006330	SINT1_89320.1	T265_07570
OG0006331	SINT1_59230.1	T265_03152
OG0006332	SINT1_45380.1	T265_11742
OG0006334	SINT1_81390.1	T265_14064
OG0006335	SINT1_93340.1	T265_04638
OG0006336	SINT1_21980.1	T265_15021
OG0006337	SINT1_15630.1	T265_05503
OG0006338	SINT1_21270.1, SINT1_21270.2, SINT1_21270.3, SINT1_21270.4, SINT1_21270.5	T265_04419
OG0006339	SINT1_35580.1, SINT1_35580.2	T265_00683
OG0006340	SINT1_43730.1, SINT1_43730.2	T265_08629
OG0006342	SINT1_82890.1	T265_11168
OG0006343	SINT1_60710.1	T265_04178
OG0006344	SINT1_26040.2, SINT1_26040.1	T265_14821
OG0006346	SINT1_88940.1	T265_13092, T265_07373
OG0006347	SINT1_27760.1	T265_15598
OG0006348	SINT1_45330.1	T265_11593
OG0006349	SINT1_8580.1, SINT1_8580.2	T265_05558
OG0006350	SINT1_37140.1	T265_07982, T265_15938
OG0006351	SINT1_75860.1, SINT1_75860.2	T265_14298, T265_14297
OG0006352	SINT1_14660.1	T265_07872
OG0006353	SINT1_68930.1	T265_03964
OG0006354	SINT1_70820.1	T265_01996
OG0006355	SINT1_51300.1	T265_08827
OG0006356	SINT1_78200.1	T265_01986
OG0006357	SINT1_82460.1	T265_07692
OG0006358	SINT1_16130.1	T265_06294
OG0006359	SINT1_50940.1	T265_06848, T265_06849
OG0006360	SINT1_91350.1	T265_07902
OG0006361	SINT1_54410.1	T265_11664
OG0006362	SINT1_20090.1	T265_00886
OG0006363	SINT1_14310.1	T265_14157
OG0006365	SINT1_22120.1	T265_08591
OG0006366	SINT1_52630.1	T265_00360
OG0006367	SINT1_69020.1, SINT1_69020.2	T265_00428
OG0006369	SINT1_83700.1	T265_02314, T265_16246
OG0006370	SINT1_70470.1	T265_13377
OG0006371	SINT1_79700.1	T265_06013
OG0006372	SINT1_41180.1	T265_00580
OG0006373	SINT1_77460.1	T265_04279
OG0006374	SINT1_50760.1	T265_02365
OG0006375	SINT1_21330.1	T265_00911
OG0006376	SINT1_85670.1	T265_04165
OG0006377	SINT1_61220.1	T265_11918
OG0006378	SINT1_53680.1	T265_12748
OG0006379	SINT1_84810.1	T265_12049
OG0006381	SINT1_74140.1	T265_07644
OG0006383	SINT1_80100.1	T265_07925
OG0006384	SINT1_59270.1	T265_02045
OG0006385	SINT1_17870.1	T265_05143
OG0006386	SINT1_56360.1	T265_15437
OG0006387	SINT1_77190.1	T265_03298
OG0006388	SINT1_59350.1	T265_07008
OG0006389	SINT1_83230.1, SINT1_83230.2, SINT1_83230.3	T265_02317
OG0006390	SINT1_65230.1	T265_15291
OG0006391	SINT1_65220.1	T265_10898
OG0006392	SINT1_94620.1	T265_05333, T265_13754, T265_13554
OG0006394	SINT1_48010.1	T265_15418
OG0006395	SINT1_14220.1, SINT1_14220.2	T265_13542
OG0006397	SINT1_77740.1	T265_03982
OG0006398	SINT1_5980.1	T265_14053
OG0006399	SINT1_12920.1	T265_14380
OG0006400	SINT1_74220.1	T265_02773
OG0006401	SINT1_47110.1	T265_00344
OG0006402	SINT1_25880.1, SINT1_25880.2, SINT1_25880.3	T265_07045
OG0006403	SINT1_470.1, SINT1_470.2	T265_10653
OG0006404	SINT1_33740.1, SINT1_33740.2	T265_06868
OG0006405	SINT1_50150.1	T265_11460
OG0006406	SINT1_52560.1	T265_13003, T265_03998, T265_14155
OG0006407	SINT1_19630.1	T265_01611
OG0006408	SINT1_74950.1	T265_05827
OG0006409	SINT1_51770.1	T265_06982
OG0006410	SINT1_870.1	T265_15301
OG0006411	SINT1_1820.1	T265_12161, T265_15137, T265_15138
OG0006412	SINT1_17780.1	T265_14552
OG0006413	SINT1_89400.1	T265_07342
OG0006414	SINT1_84700.1	T265_07452
OG0006415	SINT1_24520.1	T265_09372
OG0006416	SINT1_60200.1	T265_08933
OG0006418	SINT1_8960.1	T265_03112
OG0006420	SINT1_63350.1, SINT1_63350.2	T265_01124
OG0006421	SINT1_5590.1	T265_09926
OG0006422	SINT1_88690.1	T265_04316
OG0006423	SINT1_81320.1	T265_09547
OG0006424	SINT1_50130.1	T265_15186, T265_02708
OG0006425	SINT1_77530.2, SINT1_77530.1	T265_11416
OG0006426	SINT1_20510.1	T265_09277
OG0006427	SINT1_33060.1	T265_10062
OG0006428	SINT1_330.1	T265_11779
OG0006429	SINT1_11090.1	T265_08172
OG0006430	SINT1_3110.1	T265_01459, T265_08003
OG0006431	SINT1_89620.1	T265_09599
OG0006432	SINT1_77920.1	T265_12903
OG0006433	SINT1_42840.1	T265_04463
OG0006434	SINT1_91570.1	T265_10421
OG0006436	SINT1_68580.1	T265_01380
OG0006437	SINT1_89980.1	T265_03880
OG0006438	SINT1_75490.1	T265_02221
OG0006439	SINT1_13560.1	T265_10437
OG0006440	SINT1_50640.1	T265_10890
OG0006441	SINT1_94160.1	T265_08751
OG0006442	SINT1_35000.1	T265_05198
OG0006443	SINT1_19880.1	T265_01839
OG0006444	SINT1_87560.1	T265_13057
OG0006445	SINT1_69310.1	T265_12451, T265_16053
OG0006448	SINT1_4910.1	T265_12679
OG0006449	SINT1_31820.1	T265_08544
OG0006450	SINT1_2700.1	T265_10232
OG0006451	SINT1_70420.1	T265_15460
OG0006452	SINT1_56270.1	T265_10252
OG0006453	SINT1_68620.1	T265_01420
OG0006454	SINT1_9780.1	T265_11534
OG0006455	SINT1_50490.1	T265_01587
OG0006457	SINT1_54380.1, SINT1_54380.2, SINT1_54380.3	T265_00141
OG0006458	SINT1_65990.1	T265_07613
OG0006459	SINT1_55730.1, SINT1_55730.2	T265_12438
OG0006460	SINT1_64910.1	T265_01122
OG0006461	SINT1_84920.1	T265_14894
OG0006462	SINT1_50390.1, SINT1_50390.2	T265_02678
OG0006463	SINT1_61900.1	T265_00516
OG0006464	SINT1_22240.1	T265_03697
OG0006466	SINT1_86490.1	T265_11283
OG0006467	SINT1_10690.1	T265_11575
OG0006468	SINT1_42610.1	T265_15381
OG0006469	SINT1_14900.1	T265_07952
OG0006470	SINT1_58210.1	T265_03006
OG0006472	SINT1_82370.1	T265_09548
OG0006473	SINT1_61720.1	T265_00503
OG0006476	SINT1_3150.1	T265_00225
OG0006477	SINT1_27730.1	T265_10127
OG0006478	SINT1_7630.1, SINT1_7630.2	T265_15504, T265_15819
OG0006479	SINT1_43200.1	T265_04124
OG0006480	SINT1_22430.1	T265_10500
OG0006481	SINT1_66580.1	T265_01822
OG0006484	SINT1_69540.1	T265_01969
OG0006485	SINT1_4300.1	T265_08420
OG0006486	SINT1_22440.1, SINT1_22440.2	T265_10504, T265_15169
OG0006487	SINT1_72550.1	T265_01788
OG0006488	SINT1_16370.1	T265_14164
OG0006489	SINT1_11290.1	T265_06132
OG0006490	SINT1_7790.1	T265_06700
OG0006491	SINT1_83800.1	T265_02227
OG0006492	SINT1_31590.1	T265_09429
OG0006493	SINT1_23260.1, SINT1_23260.2	T265_05598
OG0006494	SINT1_62440.1	T265_07790
OG0006495	SINT1_82170.1	T265_02429
OG0006496	SINT1_45160.1	T265_10309, T265_10310
OG0006498	SINT1_1730.1	T265_08375
OG0006499	SINT1_5680.1, SINT1_5680.2	T265_14999
OG0006501	SINT1_88310.1	T265_05439
OG0006502	SINT1_68920.1	T265_04060
OG0006503	SINT1_79170.1	T265_11418
OG0006504	SINT1_79940.1, SINT1_79940.2	T265_16255
OG0006505	SINT1_81730.1	T265_01650
OG0006506	SINT1_66090.1	T265_07161
OG0006509	SINT1_92340.1	T265_06617
OG0006513	SINT1_37590.1	T265_03639
OG0006514	SINT1_81190.1	T265_07927
OG0006515	SINT1_42600.1, SINT1_42600.3, SINT1_42600.4, SINT1_42600.2, SINT1_42600.5	T265_09667
OG0006516	SINT1_30780.1	T265_13299
OG0006517	SINT1_93670.1	T265_15214
OG0006543	SINT1_81780.1	T265_02409, T265_02410
OG0006544	SINT1_94030.1	T265_04643
OG0006545	SINT1_70960.1	T265_12850
OG0006546	SINT1_88710.1	T265_04315
OG0006547	SINT1_47940.1	T265_00458
OG0006548	SINT1_91450.1	T265_08761
OG0006549	SINT1_68260.1	T265_00535
OG0006550	SINT1_55690.1	T265_12513
OG0006552	SINT1_15040.1, SINT1_15040.2	T265_15625
OG0006553	SINT1_76170.1	T265_06339
OG0006554	SINT1_43830.1	T265_13260
OG0006555	SINT1_90850.1	T265_05771
OG0006556	SINT1_53820.1, SINT1_53820.2	T265_11960
OG0006557	SINT1_60640.1	T265_02543
OG0006558	SINT1_70280.1, SINT1_70280.2	T265_05738
OG0006560	SINT1_26780.1	T265_01023
OG0006561	SINT1_66510.1	T265_06796
OG0006562	SINT1_13660.1	T265_14420
OG0006563	SINT1_85780.2, SINT1_85780.3, SINT1_85780.1	T265_07306
OG0006567	SINT1_30320.1	T265_07533
OG0006568	SINT1_20900.1	T265_13305
OG0006569	SINT1_29300.1, SINT1_29300.2	T265_09101
OG0006570	SINT1_55260.1	T265_00046
OG0006571	SINT1_61550.1, SINT1_61550.2	T265_02036
OG0006572	SINT1_46360.1	T265_13595, T265_04767
OG0006573	SINT1_1850.1	T265_10380
OG0006574	SINT1_66010.1	T265_00628
OG0006575	SINT1_57510.1	T265_05860, T265_15914
OG0006576	SINT1_57650.1, SINT1_57640.1	T265_00643
OG0006578	SINT1_47810.1	T265_13404
OG0006579	SINT1_42480.1	T265_04072
OG0006580	SINT1_75470.1	T265_06753
OG0006581	SINT1_26770.1, SINT1_26770.2	T265_01022
OG0006582	SINT1_30690.1	T265_06600
OG0006583	SINT1_85330.1	T265_10802
OG0006585	SINT1_18170.2, SINT1_18170.1	T265_10220
OG0006586	SINT1_37420.1	T265_06535
OG0006588	SINT1_13960.1	T265_04942
OG0006589	SINT1_21550.1	T265_07243
OG0006590	SINT1_21530.1	T265_07241
OG0006591	SINT1_71420.1	T265_06110
OG0006592	SINT1_83120.1, SINT1_83120.2	T265_09421
OG0006593	SINT1_69980.1	T265_03292
OG0006594	SINT1_51760.2, SINT1_51760.3, SINT1_51760.1	T265_05108
OG0006595	SINT1_53420.1	T265_13783
OG0006596	SINT1_77640.1	T265_14736
OG0006597	SINT1_76500.1	T265_15644
OG0006598	SINT1_92300.1	T265_04813
OG0006599	SINT1_23500.1	T265_06001
OG0006601	SINT1_51720.1	T265_05089
OG0006604	SINT1_55600.1	T265_02143
OG0006605	SINT1_18800.1, SINT1_18800.2	T265_15195
OG0006606	SINT1_72130.1	T265_10657
OG0006607	SINT1_26390.1	T265_04245
OG0006608	SINT1_20970.1	T265_04438
OG0006610	SINT1_79480.1	T265_07805
OG0006611	SINT1_91460.1	T265_13076
OG0006613	SINT1_55950.1	T265_08081
OG0006614	SINT1_65090.1	T265_11437
OG0006616	SINT1_70360.1	T265_09162
OG0006617	SINT1_68960.1	T265_01246
OG0006618	SINT1_37060.1, SINT1_37060.2	T265_07977
OG0006619	SINT1_24240.1	T265_01062
OG0006620	SINT1_2020.1	T265_11532
OG0006621	SINT1_90700.1, SINT1_90700.2	T265_05353
OG0006622	SINT1_16500.1, SINT1_16490.1	T265_07997
OG0006624	SINT1_34700.1	T265_00402
OG0006625	SINT1_61430.1	T265_00626
OG0006626	SINT1_32550.1, SINT1_32570.1	T265_16206, T265_10359, T265_16251
OG0006627	SINT1_56280.1	T265_15096
OG0006628	SINT1_90780.2, SINT1_90780.1	T265_06512
OG0006629	SINT1_74540.1	T265_01973
OG0006630	SINT1_80340.1	T265_02374, T265_12306, T265_02376
OG0006631	SINT1_51270.1	T265_01364
OG0006632	SINT1_39200.1	T265_00693
OG0006633	SINT1_69030.1	T265_12533
OG0006634	SINT1_40960.1	T265_09918
OG0006636	SINT1_24910.1	T265_01102
OG0006638	SINT1_7050.1	T265_07959, T265_12103, T265_12336
OG0006639	SINT1_78880.1	T265_01732
OG0006640	SINT1_9150.1	T265_02101
OG0006641	SINT1_74850.1	T265_11815, T265_12182, T265_12254
OG0006642	SINT1_64030.1	T265_14387
OG0006643	SINT1_57950.1	T265_01447
OG0006644	SINT1_24660.1	T265_11470
OG0006645	SINT1_60720.1	T265_04180
OG0006646	SINT1_51540.1	T265_14470
OG0006647	SINT1_65680.1	T265_04949
OG0006648	SINT1_65630.1, SINT1_65640.1	T265_06317
OG0006650	SINT1_47420.1	T265_13348
OG0006651	SINT1_12660.1, SINT1_12660.2	T265_03076
OG0006652	SINT1_23960.1	T265_14309
OG0006653	SINT1_63910.1	T265_01556
OG0006654	SINT1_65670.1	T265_06319
OG0006655	SINT1_34350.1	T265_10613
OG0006656	SINT1_34340.1	T265_10612
OG0006657	SINT1_25400.1	T265_01090
OG0006658	SINT1_76200.1	T265_02204
OG0006659	SINT1_35100.1	T265_04507
OG0006660	SINT1_83850.1, SINT1_83850.2	T265_07919
OG0006661	SINT1_71710.1	T265_06986
OG0006662	SINT1_16120.1	T265_06293
OG0006664	SINT1_50930.1	T265_10175
OG0006665	SINT1_95800.1, SINT1_36540.1	T265_09475
OG0006666	SINT1_1290.1	T265_05118
OG0006667	SINT1_6940.1	T265_06889
OG0006668	SINT1_24650.1	T265_08869
OG0006669	SINT1_14300.1	T265_06871, T265_14158
OG0006670	SINT1_70270.1	T265_01723
OG0006671	SINT1_77840.1	T265_02176
OG0006672	SINT1_18060.1	T265_07550
OG0006673	SINT1_20390.1, SINT1_20390.2	T265_14096
OG0006675	SINT1_22650.1	T265_14098
OG0006676	SINT1_73310.1	T265_02337
OG0006678	SINT1_46890.1	T265_02364
OG0006680	SINT1_12080.1	T265_14576
