Orthogroup	schistosoma_intercalatum	schistosoma_japonicum
OG0006649	SINT1_71520.1, SINT1_71520.2, SINT1_71520.3	EWB00_008341
OG0006650	SINT1_47420.1	EWB00_006878
OG0006651	SINT1_12660.1, SINT1_12660.2	EWB00_007689
OG0006652	SINT1_23960.1	EWB00_009657.1, EWB00_009657.2
OG0006653	SINT1_63910.1	EWB00_005584
OG0006654	SINT1_65670.1	EWB00_004106
OG0006655	SINT1_34350.1	EWB00_005933
OG0006656	SINT1_34340.1	EWB00_005932
OG0006657	SINT1_25400.1	EWB00_000243
OG0006658	SINT1_76200.1	EWB00_001415.1, EWB00_001415.2
OG0006659	SINT1_35100.1	EWB00_008369
OG0006660	SINT1_83850.1, SINT1_83850.2	EWB00_001329
OG0006661	SINT1_71710.1	EWB00_004983.1, EWB00_004983.2
OG0006662	SINT1_16120.1	EWB00_003103
OG0006663	SINT1_41940.1, SINT1_41940.2	EWB00_005733
OG0006664	SINT1_50930.1	EWB00_006784
OG0006665	SINT1_95800.1, SINT1_36540.1	EWB00_004326
OG0006666	SINT1_1290.1	EWB00_005658.1, EWB00_005658.2
OG0006667	SINT1_6940.1	EWB00_008538
OG0006668	SINT1_24650.1	EWB00_001100
OG0006669	SINT1_14300.1	EWB00_004632
OG0006670	SINT1_70270.1	EWB00_006095.3, EWB00_006095.1, EWB00_006095.2
OG0006671	SINT1_77840.1	EWB00_002649
OG0006672	SINT1_18060.1	EWB00_000596, EWB00_000595
OG0006673	SINT1_20390.1, SINT1_20390.2	EWB00_002526
OG0006674	SINT1_78810.1	EWB00_007502.1, EWB00_007502.2, EWB00_007502.3
OG0006675	SINT1_22650.1	EWB00_005755
OG0006676	SINT1_73310.1	EWB00_011042
OG0006677	SINT1_22960.1	EWB00_007556.3, EWB00_007556.1, EWB00_007556.2
OG0006678	SINT1_46890.1	EWB00_002074
OG0006679	SINT1_32340.1	EWB00_003413, EWB00_003412
OG0006680	SINT1_12080.1	EWB00_003454.2, EWB00_003454.1
OG0006681	SINT1_60590.1	EWB00_011335
OG0006682	SINT1_82780.1	EWB00_010172
OG0006683	SINT1_21440.1	EWB00_005696
OG0006684	SINT1_18400.1, SINT1_18400.2	EWB00_005437
OG0006685	SINT1_33820.1	EWB00_001724.1, EWB00_001724.2
OG0006686	SINT1_53290.1, SINT1_53290.2	EWB00_005404
OG0006687	SINT1_87270.1	EWB00_001959.3, EWB00_001959.1, EWB00_001959.2
OG0006688	SINT1_58720.1	EWB00_011257
OG0006690	SINT1_60600.1	EWB00_011336
OG0006691	SINT1_75510.1	EWB00_011022.1, EWB00_011022.2
OG0006692	SINT1_4370.1	EWB00_004859
OG0006693	SINT1_23510.1, SINT1_23510.2	EWB00_007094
OG0006694	SINT1_76860.1, SINT1_76860.2	EWB00_007383
OG0006695	SINT1_63270.1	EWB00_010411
OG0006696	SINT1_85480.1, SINT1_85480.2	EWB00_008047
OG0006697	SINT1_30750.1	EWB00_002889
OG0006698	SINT1_41820.1	EWB00_008762
OG0006699	SINT1_70380.1	EWB00_006091
OG0006700	SINT1_39680.1	EWB00_004590
OG0006701	SINT1_49390.1	EWB00_002974
OG0006702	SINT1_89490.1	EWB00_011411, EWB00_011412
OG0006703	SINT1_7710.1	EWB00_002097
OG0006704	SINT1_35280.1	EWB00_001473.2, EWB00_001473.1, EWB00_001473.3
OG0006705	SINT1_56660.1, SINT1_56660.2	EWB00_005146
OG0006706	SINT1_40930.1	EWB00_007985
OG0006707	SINT1_30550.1	EWB00_006073.1, EWB00_006073.2
OG0006708	SINT1_14630.1	EWB00_009365.1, EWB00_009365.2, EWB00_009365.3, EWB00_009365.4, EWB00_009365.5, EWB00_009365.6
OG0006709	SINT1_20020.1	EWB00_010317.1, EWB00_010317.2
OG0006710	SINT1_81450.1	EWB00_008960
OG0006711	SINT1_64340.1	EWB00_003650
OG0006712	SINT1_82950.1	EWB00_007299
OG0006714	SINT1_22820.1	EWB00_007568
OG0006715	SINT1_43860.1	EWB00_001560
OG0006716	SINT1_45700.1	EWB00_004067
OG0006717	SINT1_89610.1	EWB00_011423
OG0006718	SINT1_22710.1, SINT1_22710.2	EWB00_005761.1, EWB00_005761.2
OG0006719	SINT1_46190.1, SINT1_46190.2	EWB00_000196
OG0006720	SINT1_26920.1	EWB00_005021
OG0006721	SINT1_12860.1, SINT1_12860.2	EWB00_009731.1, EWB00_009731.2
OG0006722	SINT1_28680.2, SINT1_28680.1	EWB00_003301.2, EWB00_003301.1
OG0006723	SINT1_45710.1, SINT1_45710.2	EWB00_004066.1, EWB00_004066.2
OG0006724	SINT1_3230.1	EWB00_007336
OG0006725	SINT1_62050.1	EWB00_007735.1, EWB00_007735.2
OG0006727	SINT1_78970.1	EWB00_007479.1, EWB00_007479.2
OG0006728	SINT1_93300.1	EWB00_001429
OG0006729	SINT1_93840.1	EWB00_004795.1, EWB00_004795.2
OG0006730	SINT1_31740.1	EWB00_010894.1, EWB00_010894.2
OG0006732	SINT1_63860.1	EWB00_008915
OG0006734	SINT1_90320.1	EWB00_008575.1, EWB00_008575.2
OG0006735	SINT1_63000.1, SINT1_63000.2	EWB00_007108
OG0006736	SINT1_72540.1	EWB00_008103
OG0006737	SINT1_2190.1	EWB00_007203
OG0006738	SINT1_45350.3, SINT1_45350.1, SINT1_45350.2	EWB00_009903.1, EWB00_009903.2, EWB00_009903.3
OG0006740	SINT1_80940.1	EWB00_001502
OG0006741	SINT1_13770.1	EWB00_002298
OG0006742	SINT1_11190.1	EWB00_011082
OG0006743	SINT1_50080.1	EWB00_005344.1, EWB00_005344.2, EWB00_005344.3
OG0006744	SINT1_86000.1	EWB00_007508.1, EWB00_007508.2, EWB00_007508.3
OG0006745	SINT1_83000.1	EWB00_007294
OG0006746	SINT1_78210.1	EWB00_002294
OG0006747	SINT1_79890.1	EWB00_004098
OG0006748	SINT1_11130.1	EWB00_005548.1, EWB00_005548.2
OG0006749	SINT1_37250.1, SINT1_37250.2	EWB00_001286
OG0006750	SINT1_90250.1	EWB00_008583
OG0006751	SINT1_56790.1	EWB00_005162
OG0006752	SINT1_13470.1	EWB00_002683
OG0006753	SINT1_68100.1	EWB00_008551.3, EWB00_008551.2, EWB00_008551.1
OG0006754	SINT1_49150.1, SINT1_49150.2	EWB00_003003
OG0006755	SINT1_65180.1	EWB00_010471.1, EWB00_010471.2, EWB00_010471.3
OG0006756	SINT1_85020.1	EWB00_005289
OG0006757	SINT1_7450.1, SINT1_7450.2	EWB00_008509
OG0006758	SINT1_63490.1	EWB00_010435
OG0006759	SINT1_10710.1	EWB00_009488
OG0006760	SINT1_63300.1	EWB00_010414
OG0006761	SINT1_45660.1	EWB00_004072.3, EWB00_004072.1, EWB00_004072.2, EWB00_004072.4
OG0006762	SINT1_92090.1	EWB00_005501
OG0006763	SINT1_18660.1	EWB00_005463.1, EWB00_005463.2
OG0006764	SINT1_73060.1	EWB00_011059.2, EWB00_011059.1, EWB00_011059.3
OG0006765	SINT1_85490.1, SINT1_85490.2	EWB00_008045.1, EWB00_008045.2
OG0006766	SINT1_84860.1	EWB00_000621.1, EWB00_000621.2, EWB00_000621.3, EWB00_000621.4
OG0006767	SINT1_84980.1	EWB00_005291.1, EWB00_005291.2
OG0006768	SINT1_7850.1	EWB00_004448.2, EWB00_004448.1, EWB00_004448.3
OG0006769	SINT1_73270.1	EWB00_010944
OG0006771	SINT1_8270.1	EWB00_008839.1, EWB00_008839.2, EWB00_008839.3
OG0006772	SINT1_67510.1	EWB00_006272
OG0006773	SINT1_76220.1	EWB00_001413.1, EWB00_001413.2
OG0006775	SINT1_59130.1, SINT1_59130.2	EWB00_004002
OG0006776	SINT1_64230.1	EWB00_008711
OG0006777	SINT1_17540.1	EWB00_000673.1, EWB00_000673.3, EWB00_000673.2
OG0006778	SINT1_21090.1	EWB00_006418
OG0006779	SINT1_49740.1	EWB00_003608.1, EWB00_003608.2
OG0006780	SINT1_81890.1	EWB00_007286.1, EWB00_007286.2
OG0006782	SINT1_68130.1, SINT1_68130.2	EWB00_008555.1, EWB00_008555.2
OG0006783	SINT1_17210.1	EWB00_000070
OG0006784	SINT1_3850.1	EWB00_009036
OG0006786	SINT1_21130.1	EWB00_006138.2, EWB00_006138.1
OG0006787	SINT1_33380.1	EWB00_002925
OG0006788	SINT1_64750.1	EWB00_000929.1, EWB00_000929.2
OG0006789	SINT1_13440.1	EWB00_002686
OG0006790	SINT1_91130.1	EWB00_007433.1, EWB00_007433.2
OG0006792	SINT1_23570.1	EWB00_007083
OG0006793	SINT1_13490.1	EWB00_002681.1, EWB00_002681.2
OG0006795	SINT1_14040.1	EWB00_003694
OG0006797	SINT1_980.1	EWB00_005683
OG0006798	SINT1_49200.1	EWB00_002997.1, EWB00_002997.2
OG0006799	SINT1_41670.1, SINT1_41670.2	EWB00_008396.1, EWB00_008396.2
OG0006800	SINT1_22030.1	EWB00_002418, EWB00_002417, EWB00_002419
OG0006801	SINT1_15240.1	EWB00_002356, EWB00_002357
OG0006802	SINT1_15290.1, SINT1_15290.2	EWB00_002361.1, EWB00_002361.2
OG0006803	SINT1_75690.1	EWB00_007278
OG0006804	SINT1_81950.1	EWB00_001672
OG0006805	SINT1_81630.1	EWB00_007033.1, EWB00_007033.2
OG0006806	SINT1_30060.1, SINT1_30060.2, SINT1_30060.3	EWB00_006010
OG0006807	SINT1_32270.1	EWB00_003406
OG0006808	SINT1_27130.1	EWB00_004999
OG0006809	SINT1_65570.1	EWB00_009302.1, EWB00_009302.2, EWB00_009302.3, EWB00_009302.4
OG0006810	SINT1_67080.1	EWB00_006229.1, EWB00_006229.2
OG0006813	SINT1_32040.1	EWB00_011213
OG0006816	SINT1_89030.1	EWB00_005070
OG0006817	SINT1_26350.1	EWB00_003730
OG0006819	SINT1_15580.1	EWB00_004812
OG0006820	SINT1_74660.1	EWB00_007169
OG0006821	SINT1_37000.1	EWB00_005611
OG0006822	SINT1_4410.1	EWB00_004866, EWB00_004865
OG0006823	SINT1_91800.1	EWB00_005887.2
OG0006824	SINT1_91560.1	EWB00_008971.1, EWB00_008971.2
OG0006825	SINT1_83930.1	EWB00_008601, EWB00_008647
OG0006826	SINT1_83820.1	EWB00_001335.1, EWB00_001335.2, EWB00_001335.3
OG0006827	SINT1_89450.1	EWB00_011408
OG0006828	SINT1_75430.1, SINT1_75420.1	EWB00_011013
OG0006829	SINT1_64790.1	EWB00_000933.1, EWB00_000933.2
OG0006831	SINT1_31790.1, SINT1_31790.2, SINT1_31790.3, SINT1_31790.4	EWB00_010900
OG0006832	SINT1_25910.1	EWB00_009456.1, EWB00_009456.2
OG0006833	SINT1_27050.1	EWB00_005006.1, EWB00_005006.3, EWB00_005006.2
OG0006834	SINT1_24410.4, SINT1_24410.1, SINT1_24410.2, SINT1_24410.3	EWB00_006995.1, EWB00_006995.2
OG0006835	SINT1_44790.2, SINT1_44790.1	EWB00_008282.1, EWB00_008282.2
OG0006836	SINT1_17030.1	EWB00_000085
OG0006837	SINT1_29600.1	EWB00_006063
OG0006838	SINT1_66320.1, SINT1_66310.1	EWB00_009833, EWB00_009834
OG0006841	SINT1_9280.1	EWB00_009458.1, EWB00_009458.2, EWB00_009458.3
OG0006851	SINT1_66180.1	EWB00_009820
OG0006853	SINT1_15640.1	EWB00_004818
OG0006854	SINT1_48810.1	EWB00_004752.1, EWB00_004752.2
OG0006855	SINT1_92680.1	EWB00_003026
OG0006856	SINT1_44980.1	EWB00_004887
OG0006857	SINT1_88730.1	EWB00_001839
OG0006858	SINT1_11630.1	EWB00_009405
OG0006859	SINT1_1330.1	EWB00_005654
OG0006860	SINT1_15930.1	EWB00_010281.1, EWB00_010281.2
OG0006861	SINT1_53000.1	EWB00_010673
OG0006862	SINT1_29140.1	EWB00_000628
OG0006863	SINT1_49960.1	EWB00_005357
OG0006864	SINT1_47920.1	EWB00_010751.1, EWB00_010751.2
OG0006865	SINT1_25070.1	EWB00_005240
OG0006866	SINT1_32960.1	EWB00_002127
OG0006868	SINT1_10850.1	EWB00_009467.1, EWB00_009467.2
OG0006869	SINT1_33270.1	EWB00_002939
OG0006870	SINT1_29700.1	EWB00_006049
OG0006871	SINT1_85740.1, SINT1_85740.2	EWB00_006938
OG0006872	SINT1_47870.1	EWB00_010757
OG0006873	SINT1_6850.1	EWB00_008527
OG0006874	SINT1_17430.1	EWB00_000684
OG0006875	SINT1_64980.1	EWB00_010492
OG0006876	SINT1_33400.1	EWB00_002924.2, EWB00_002924.3, EWB00_002924.4, EWB00_002924.1
OG0006877	SINT1_48070.1	EWB00_010731
OG0006878	SINT1_80970.1	EWB00_001498.1, EWB00_001498.2
OG0006879	SINT1_58150.1	EWB00_005205
OG0006880	SINT1_79550.1	EWB00_006756
OG0006881	SINT1_88290.1	EWB00_001913
OG0006882	SINT1_86560.1	EWB00_008994
OG0006883	SINT1_26600.1	EWB00_005050
OG0006884	SINT1_71040.1	EWB00_002777
OG0006886	SINT1_32500.1	EWB00_005921.1, EWB00_005921.2
OG0006887	SINT1_25780.1	EWB00_000300.1, EWB00_000300.2
OG0006888	SINT1_37880.1	EWB00_007697
OG0006889	SINT1_87260.1	EWB00_001957, EWB00_001958
OG0006890	SINT1_89820.1	EWB00_006714
OG0006891	SINT1_49830.1	EWB00_006469.1, EWB00_006469.2
OG0006892	SINT1_63050.2, SINT1_63050.3, SINT1_63050.1	EWB00_007103
OG0006893	SINT1_28550.1	EWB00_003312
OG0006894	SINT1_93570.1	EWB00_005853
OG0006895	SINT1_33720.1, SINT1_33720.2	EWB00_001715
OG0006896	SINT1_31040.1, SINT1_31040.2	EWB00_007440.1, EWB00_007440.4, EWB00_007440.2, EWB00_007440.3
OG0006897	SINT1_39560.1	EWB00_006151
OG0006898	SINT1_49180.1	EWB00_002999
OG0006899	SINT1_31150.1	EWB00_007457
OG0006900	SINT1_92750.1, SINT1_92750.2	EWB00_011187
OG0006903	SINT1_14780.1	EWB00_004187.2, EWB00_004187.1
OG0006904	SINT1_53190.1	EWB00_010692
OG0006905	SINT1_94600.1	EWB00_006661
OG0006906	SINT1_56040.1	EWB00_005258
OG0006907	SINT1_54910.1	EWB00_011180
OG0006908	SINT1_45260.1	EWB00_009909, EWB00_009910
OG0006910	SINT1_57490.1	EWB00_005552
OG0006911	SINT1_52870.1	EWB00_010659.1, EWB00_010659.2
OG0006912	SINT1_14010.1, SINT1_14010.2	EWB00_005063.1, EWB00_005063.2
OG0006913	SINT1_19080.1	EWB00_001050
OG0006914	SINT1_51590.1	EWB00_006504.1, EWB00_006504.2
OG0006915	SINT1_32170.1	EWB00_007849
OG0006916	SINT1_91310.1	EWB00_002240
OG0006917	SINT1_3320.1	EWB00_007345
OG0006918	SINT1_32250.1	EWB00_003404
OG0006919	SINT1_37520.1	EWB00_001313
OG0006920	SINT1_26800.1	EWB00_005027.1, EWB00_005027.2
OG0006921	SINT1_61060.1	EWB00_011127.1, EWB00_011127.2
OG0006922	SINT1_12870.1	EWB00_009730.1, EWB00_009730.2
OG0006923	SINT1_92810.1	EWB00_011203
OG0006924	SINT1_78270.1	EWB00_002285
OG0006925	SINT1_50280.1	EWB00_004422
OG0006926	SINT1_51910.1	EWB00_003552
OG0006927	SINT1_52910.1	EWB00_010663
OG0006928	SINT1_16050.1	EWB00_010293
OG0006929	SINT1_81180.1	EWB00_003685
OG0006930	SINT1_4700.1	EWB00_009081, EWB00_010602
OG0006931	SINT1_10410.1	EWB00_009192
OG0006933	SINT1_52590.1	EWB00_010630
OG0006934	SINT1_42320.1	EWB00_002795
OG0006935	SINT1_70340.1	EWB00_006103
OG0006936	SINT1_36870.1	EWB00_004363
OG0006937	SINT1_54710.1	EWB00_000760
OG0006938	SINT1_88620.1	EWB00_001865
OG0006939	SINT1_42100.1	EWB00_003241
OG0006940	SINT1_14610.1	EWB00_009363.1, EWB00_009363.2, EWB00_009363.3
OG0006942	SINT1_17490.1	EWB00_000677
OG0006943	SINT1_82060.1, SINT1_82060.2	EWB00_001661
OG0006944	SINT1_71240.1	EWB00_002752
OG0006946	SINT1_12360.1	EWB00_000692
OG0006948	SINT1_34590.1	EWB00_003395
OG0006949	SINT1_72050.1	EWB00_006617.1, EWB00_006617.2
OG0006950	SINT1_74400.1	EWB00_010555.1, EWB00_010555.2
OG0006951	SINT1_20930.1	EWB00_006437.1, EWB00_006437.2
OG0006952	SINT1_27750.1	EWB00_001079
OG0006953	SINT1_58830.1	EWB00_000479.2
OG0006954	SINT1_52470.3, SINT1_52470.1, SINT1_52470.2	EWB00_010645
OG0006955	SINT1_31210.1	EWB00_007463.1, EWB00_007463.2, EWB00_007463.3
OG0006956	SINT1_59870.1	EWB00_007969
OG0006957	SINT1_70550.1	EWB00_002736
OG0006958	SINT1_68290.1	EWB00_010047
OG0006959	SINT1_85340.1	EWB00_008065.1, EWB00_008065.2
OG0006960	SINT1_34940.1	EWB00_008173.2, EWB00_008173.3, EWB00_008173.1
OG0006961	SINT1_88380.1	EWB00_001900, EWB00_001901
OG0006962	SINT1_53900.1	EWB00_007765.1, EWB00_007765.2
OG0006963	SINT1_48840.1	EWB00_008719
OG0006964	SINT1_61890.1	EWB00_009171
OG0006965	SINT1_35490.1	EWB00_006841.1, EWB00_006841.2
OG0006966	SINT1_61270.1	EWB00_011150
OG0006967	SINT1_87220.1	EWB00_001685.1, EWB00_001685.2, EWB00_001685.3, EWB00_001685.4
OG0006968	SINT1_37910.1	EWB00_009683
OG0006969	SINT1_70490.1	EWB00_002730
OG0006970	SINT1_70500.1	EWB00_002731
OG0006971	SINT1_79110.1	EWB00_003474.1, EWB00_003474.2
OG0006972	SINT1_60780.1	EWB00_011090
OG0006973	SINT1_3880.1	EWB00_009033
OG0006974	SINT1_79820.1	EWB00_009664
OG0006975	SINT1_22640.1	EWB00_005754
OG0006976	SINT1_68120.1	EWB00_008553
OG0006977	SINT1_32640.1	EWB00_005951
OG0006978	SINT1_23340.1	EWB00_001536
OG0006979	SINT1_65910.1	EWB00_003984.1, EWB00_003984.2
OG0006980	SINT1_77900.1	EWB00_002643.1, EWB00_002643.3
OG0006981	SINT1_61140.1, SINT1_61140.2	EWB00_011136
OG0006982	SINT1_56090.1	EWB00_007823
OG0006983	SINT1_15800.1	EWB00_004120.1, EWB00_004120.2
OG0006984	SINT1_51450.1	EWB00_007211
OG0006985	SINT1_40910.1	EWB00_007983
OG0006986	SINT1_3340.1	EWB00_007348
OG0006987	SINT1_76340.1	EWB00_008246
OG0006988	SINT1_76350.1	EWB00_008247
OG0006989	SINT1_72750.1	EWB00_003444, EWB00_003442
OG0006990	SINT1_1920.1	EWB00_004655
OG0006991	SINT1_79680.1	EWB00_006771
OG0006992	SINT1_22500.1	EWB00_008567
OG0006993	SINT1_17260.1	EWB00_000066
OG0006994	SINT1_5040.2, SINT1_5040.1	EWB00_006334
OG0006995	SINT1_61930.1	EWB00_009176
OG0006996	SINT1_270.1	EWB00_010205.1, EWB00_010205.2
OG0006997	SINT1_84780.1	EWB00_000614.1, EWB00_000614.2
OG0006998	SINT1_74940.1	EWB00_010953
OG0006999	SINT1_46030.1	EWB00_000183
OG0007000	SINT1_81670.1	EWB00_007046
OG0007001	SINT1_48620.1	EWB00_008084
OG0007002	SINT1_93120.2, SINT1_93120.1	EWB00_004779.1, EWB00_004779.2
OG0007003	SINT1_6860.1	EWB00_008530
OG0007004	SINT1_91190.1, SINT1_91190.2	EWB00_007421.1, EWB00_007421.2
OG0007005	SINT1_46020.1	EWB00_000182
OG0007006	SINT1_91340.1	EWB00_005712
OG0007007	SINT1_43870.1	EWB00_001559
OG0007008	SINT1_63870.1, SINT1_63870.2	EWB00_005589.1, EWB00_005589.2
OG0007009	SINT1_89600.1	EWB00_011422.1, EWB00_011422.2
OG0007010	SINT1_21820.1	EWB00_003505
OG0007011	SINT1_50120.1	EWB00_005338
OG0007012	SINT1_47850.1	EWB00_010759
OG0007013	SINT1_63540.1	EWB00_010443
OG0007014	SINT1_12040.1, SINT1_12040.2	EWB00_003450
OG0007015	SINT1_78520.1	EWB00_002255.3, EWB00_002255.1, EWB00_002255.2
OG0007016	SINT1_17800.1	EWB00_006543
OG0007017	SINT1_50410.1	EWB00_004409
OG0007018	SINT1_92600.1	EWB00_003038.1, EWB00_003038.2
OG0007019	SINT1_77420.1	EWB00_001239.1, EWB00_001239.2
OG0007020	SINT1_56330.1	EWB00_009099
OG0007021	SINT1_48430.1	EWB00_010696
OG0007022	SINT1_60970.1	EWB00_011111
OG0007023	SINT1_45120.1	EWB00_009707.4, EWB00_009707.3, EWB00_009707.2
OG0007024	SINT1_81770.1	EWB00_007035
OG0007025	SINT1_89540.1	EWB00_011414
OG0007026	SINT1_59410.1	EWB00_003873
OG0007027	SINT1_1160.1	EWB00_008000
OG0007028	SINT1_73940.1	EWB00_001375
OG0007029	SINT1_19200.1	EWB00_001040
OG0007030	SINT1_70200.1	EWB00_006115
OG0007031	SINT1_38030.1	EWB00_003162
OG0007032	SINT1_78020.1	EWB00_008178
OG0007033	SINT1_78030.1	EWB00_008179.1, EWB00_008179.2
OG0007034	SINT1_78040.1	EWB00_008180.4, EWB00_008180.1, EWB00_008180.2, EWB00_008180.3
OG0007035	SINT1_69320.1	EWB00_008652
OG0007036	SINT1_81070.1	EWB00_001480
OG0007037	SINT1_59590.1, SINT1_59590.2	EWB00_006575
OG0007038	SINT1_37930.1	EWB00_004928
OG0007039	SINT1_52150.1	EWB00_006820
OG0007040	SINT1_71660.1	EWB00_000653
OG0007041	SINT1_29800.1	EWB00_006038.1, EWB00_006038.2
OG0007042	SINT1_27670.1	EWB00_007005
OG0007043	SINT1_84800.1	EWB00_000617.1, EWB00_000617.2
OG0007044	SINT1_12170.1, SINT1_12170.2	EWB00_008333
OG0007046	SINT1_81900.1	EWB00_009140.1, EWB00_009140.2
OG0007047	SINT1_57520.1	EWB00_010107, EWB00_005555
OG0007048	SINT1_61660.1	EWB00_004019
OG0007049	SINT1_38760.1	EWB00_009535
OG0007050	SINT1_10730.1	EWB00_009490
OG0007051	SINT1_14830.1	EWB00_004179
OG0007053	SINT1_36070.1	EWB00_004281.1, EWB00_004281.2
OG0007054	SINT1_85880.1	EWB00_000324.1, EWB00_000324.2
OG0007055	SINT1_70100.1	EWB00_009518.1, EWB00_009518.2
OG0007056	SINT1_23460.1	EWB00_001555
OG0007057	SINT1_65400.1	EWB00_010402.1, EWB00_010402.2
OG0007058	SINT1_1970.1	EWB00_004650
OG0007059	SINT1_45670.1	EWB00_004071
OG0007060	SINT1_33990.1	EWB00_001755
OG0007061	SINT1_92080.1, SINT1_92080.2	EWB00_005500.2, EWB00_005500.1
OG0007062	SINT1_23400.1	EWB00_001543
OG0007063	SINT1_280.1	EWB00_010204.3, EWB00_010204.1, EWB00_010204.2
OG0007064	SINT1_84820.1, SINT1_84820.2	EWB00_000618
OG0007065	SINT1_4870.1	EWB00_006351
OG0007067	SINT1_82080.1	EWB00_009587
OG0007068	SINT1_77170.1	EWB00_001213.2, EWB00_001213.1
OG0007069	SINT1_35810.1	EWB00_004249
OG0007070	SINT1_52530.1	EWB00_010636
OG0007072	SINT1_35500.1	EWB00_006842
OG0007073	SINT1_69700.1	EWB00_007926.1, EWB00_007926.2
OG0007074	SINT1_74640.1	EWB00_007163
OG0007075	SINT1_18940.1	EWB00_001063
OG0007076	SINT1_32090.1	EWB00_011209
OG0007077	SINT1_64800.1	EWB00_000937
OG0007078	SINT1_51050.1	EWB00_005309
OG0007079	SINT1_22920.1	EWB00_007559.1, EWB00_007559.2, EWB00_007559.3
OG0007080	SINT1_18330.1	EWB00_005428
OG0007081	SINT1_52310.1	EWB00_006801
OG0007082	SINT1_86050.1, SINT1_86050.2, SINT1_86050.3	EWB00_009430
OG0007086	SINT1_83790.1	EWB00_001338.1, EWB00_001338.2
OG0007087	SINT1_65850.1	EWB00_003990.1, EWB00_003990.2
OG0007088	SINT1_93470.1	EWB00_003351.1, EWB00_003351.2, EWB00_003351.3
OG0007089	SINT1_61640.1, SINT1_61640.2	EWB00_004017
OG0007090	SINT1_17150.1	EWB00_000075
OG0007091	SINT1_70560.1, SINT1_70560.2	EWB00_002737.1, EWB00_002737.2, EWB00_002737.3
OG0007092	SINT1_16180.1	EWB00_003110
OG0007094	SINT1_46290.1	EWB00_004035
OG0007095	SINT1_22470.1	EWB00_002405
OG0007096	SINT1_87870.1	EWB00_004943
OG0007098	SINT1_75350.1	EWB00_011003.1, EWB00_011003.2
OG0007099	SINT1_83030.1	EWB00_007290
OG0007100	SINT1_62300.1	EWB00_005908
OG0007101	SINT1_35050.1	EWB00_008365.1, EWB00_008365.2, EWB00_008365.3, EWB00_008365.4
OG0007102	SINT1_29650.1	EWB00_006056
OG0007103	SINT1_62290.1, SINT1_62290.2	EWB00_005909
OG0007104	SINT1_66240.1	EWB00_009824
OG0007106	SINT1_70610.1, SINT1_70610.2	EWB00_002740.1, EWB00_002740.2
OG0007107	SINT1_68240.2, SINT1_68240.1	EWB00_010041
OG0007112	SINT1_1660.1, SINT1_83380.1	EWB00_004500
OG0007114	SINT1_86330.1	EWB00_000738
OG0007115	SINT1_56410.2, SINT1_56410.1	EWB00_005123.1, EWB00_005123.2, EWB00_005123.3
OG0007116	SINT1_59860.1, SINT1_59860.2	EWB00_007968
OG0007117	SINT1_22250.1	EWB00_002391
OG0007118	SINT1_92540.1	EWB00_002056
OG0007120	SINT1_81590.1, SINT1_81590.2	EWB00_007028.1, EWB00_007028.2
OG0007121	SINT1_85680.1	EWB00_006931.1, EWB00_006931.2
OG0007122	SINT1_53660.1	EWB00_006480
OG0007123	SINT1_70530.1	EWB00_002734.1, EWB00_002734.2
OG0007124	SINT1_71540.1	EWB00_008344.1, EWB00_008344.2
OG0007125	SINT1_77940.2, SINT1_77940.1	EWB00_002639
OG0007126	SINT1_69570.1	EWB00_007913, EWB00_007914
OG0007127	SINT1_44710.1	EWB00_001017
OG0007128	SINT1_32780.1	EWB00_005968
OG0007130	SINT1_24220.1, SINT1_24210.1, SINT1_24190.1	EWB00_001143
OG0007131	SINT1_24980.1, SINT1_24980.2	EWB00_006982.1, EWB00_006982.2
OG0007133	SINT1_11370.3, SINT1_11370.1, SINT1_11370.2	EWB00_009389
OG0007134	SINT1_20850.1	EWB00_006445
OG0007135	SINT1_21040.1	EWB00_006426
OG0007149	SINT1_56000.1	EWB00_005251
OG0007150	SINT1_12470.1	EWB00_004154
OG0007151	SINT1_71020.1	EWB00_002780
OG0007152	SINT1_92470.1	EWB00_005897, EWB00_003742
OG0007153	SINT1_19130.1	EWB00_001045
OG0007155	SINT1_57190.1	EWB00_003200
OG0007156	SINT1_34490.1	EWB00_007858
OG0007157	SINT1_72820.1	EWB00_010919
OG0007158	SINT1_88770.1	EWB00_001836
OG0007159	SINT1_86890.1	EWB00_004471
OG0007160	SINT1_33070.1	EWB00_002142
OG0007161	SINT1_79240.1	EWB00_003490.1, EWB00_003490.2
OG0007162	SINT1_18440.1	EWB00_005441
OG0007163	SINT1_23380.1	EWB00_001541
OG0007164	SINT1_73890.1	EWB00_001380
OG0007165	SINT1_37720.1	EWB00_007707
OG0007166	SINT1_90840.1	EWB00_009157
OG0007167	SINT1_39020.1	EWB00_006213
OG0007168	SINT1_58970.1	EWB00_000495
OG0007169	SINT1_72420.1	EWB00_004544
OG0007170	SINT1_33420.1, SINT1_33420.2, SINT1_33420.3	EWB00_002922.1, EWB00_002922.2, EWB00_002922.3
OG0007171	SINT1_54330.1	EWB00_002149
OG0007172	SINT1_28740.1	EWB00_003294
OG0007174	SINT1_52240.1	EWB00_006808.1, EWB00_006808.2
OG0007175	SINT1_36810.1, SINT1_36810.2	EWB00_004358.1, EWB00_004358.2
OG0007176	SINT1_83420.1	EWB00_004505
OG0007177	SINT1_42890.1	EWB00_006390
