Orthogroup	schistosoma_margrebowiei	schmidtea_mediterranea
OG0006865	SMRG1_25130.1	h1SMcT0001719.1, h1SMcT0001719.2
OG0006868	SMRG1_10300.1	h1SMcT0001266.2
OG0006869	SMRG1_33290.1	h1SMcT0005678.1
OG0006870	SMRG1_29720.1	h1SMcT0022169.1, h1SMcT0022169.2
OG0006872	SMRG1_48550.1	h1SMcT0002105.1, h1SMcT0002105.2
OG0006873	SMRG1_6530.1	h1SMcT0013730.1, h1SMcT0013730.2
OG0006875	SMRG1_66050.1	h1SMcT0009117.1, h1SMcT0008090.1
OG0006876	SMRG1_33410.1	h1SMcT0013811.1
OG0006877	SMRG1_48760.1	h1SMcT0003438.3, h1SMcT0003438.1, h1SMcT0003438.2
OG0006878	SMRG1_83060.1	h1SMcT0014952.1, h1SMcT0015726.1
OG0006879	SMRG1_58900.1	h1SMcT0020292.1, h1SMcT0020292.3, h1SMcT0020292.4
OG0006880	SMRG1_81410.1	h1SMcT0009636.1
OG0006882	SMRG1_89150.1	h1SMcT0023059.1, h1SMcT0001496.1, h1SMcT0001496.2
OG0006883	SMRG1_26560.1	h1SMcT0003893.3, h1SMcT0003893.1, h1SMcT0003893.2
OG0006884	SMRG1_71340.1	h1SMcT0011757.1, h1SMcT0011757.2
OG0006886	SMRG1_32540.1, SMRG1_32540.2	h1SMcT0014883.1
OG0006887	SMRG1_25790.1	h1SMcT0000937.1, h1SMcT0018466.1
OG0006888	SMRG1_37950.1	h1SMcT0015706.1
OG0006889	SMRG1_89820.1	h1SMcT0000425.1
OG0006892	SMRG1_63970.1	h1SMcT0012690.1
OG0006893	SMRG1_28560.1, SMRG1_28560.2	h1SMcT0013144.1
OG0006894	SMRG1_96520.1	h1SMcT0004651.1
OG0006897	SMRG1_39600.1	h1SMcT0018141.1
OG0006899	SMRG1_31180.1	h1SMcT0004174.1
OG0006903	SMRG1_14220.1	h1SMcT0002236.1
OG0006904	SMRG1_53820.1	h1SMcT0020982.1
OG0006906	SMRG1_56810.1	h1SMcT0002849.1, h1SMcT0002849.2
OG0006907	SMRG1_55560.1	h1SMcT0006458.1, h1SMcT0016894.1, h1SMcT0016894.2
OG0006909	SMRG1_8800.1	h1SMcT0017124.1, h1SMcT0004942.1, h1SMcT0004942.2
OG0006911	SMRG1_53500.1	h1SMcT0011746.1
OG0006913	SMRG1_18390.1	h1SMcT0015869.1
OG0006914	SMRG1_52260.1	h1SMcT0020529.1
OG0006915	SMRG1_32200.1	h1SMcT0006002.1, h1SMcT0019076.1
OG0006916	SMRG1_94180.1	h1SMcT0020644.1
OG0006917	SMRG1_3270.1	h1SMcT0002795.1
OG0006920	SMRG1_26870.1	h1SMcT0007473.1
OG0006921	SMRG1_59390.1	h1SMcT0008461.1
OG0006922	SMRG1_12280.1	h1SMcT0000292.1
OG0006923	SMRG1_95750.1	h1SMcT0018123.1
OG0006924	SMRG1_79860.1	h1SMcT0006067.1, h1SMcT0018217.1, h1SMcT0018217.2
OG0006925	SMRG1_51040.1	h1SMcT0004596.2, h1SMcT0004596.1, h1SMcT0004596.3
OG0006927	SMRG1_53540.1	h1SMcT0012908.1
OG0006928	SMRG1_15510.1	h1SMcT0015508.1
OG0006931	SMRG1_9890.1	h1SMcT0004307.1, h1SMcT0023005.1, h1SMcT0000769.1
OG0006932	SMRG1_13950.1, SMRG1_13950.2	h1SMcT0021407.1
OG0006934	SMRG1_42650.1	h1SMcT0017484.1, h1SMcT0017484.2
OG0006935	SMRG1_72100.1	h1SMcT0010293.1, h1SMcT0010293.2
OG0006936	SMRG1_37030.1	h1SMcT0020758.1
OG0006937	SMRG1_55370.1	h1SMcT0019014.1
OG0006942	SMRG1_17610.1	h1SMcT0007800.1
OG0006946	SMRG1_11830.1	h1SMcT0007995.1
OG0006950	SMRG1_76090.1	h1SMcT0021375.1, h1SMcT0021375.2
OG0006952	SMRG1_27790.1	h1SMcT0018878.1, h1SMcT0020352.1
OG0006953	SMRG1_61720.1	h1SMcT0016587.1
OG0006955	SMRG1_31220.1	h1SMcT0015332.1
OG0006956	SMRG1_60600.1	h1SMcT0011351.1
OG0006957	SMRG1_71880.1	h1SMcT0021744.1
OG0006958	SMRG1_69060.1	h1SMcT0001405.1
OG0006959	SMRG1_87810.1	h1SMcT0008056.1
OG0006963	SMRG1_49620.1	h1SMcT0018763.1
OG0006964	SMRG1_62760.1	h1SMcT0009161.1, h1SMcT0009161.2
OG0006965	SMRG1_35580.1	h1SMcT0010430.1
OG0006969	SMRG1_71940.1	h1SMcT0012156.1
OG0006971	SMRG1_80850.1	h1SMcT0014039.1
OG0006972	SMRG1_59670.1	h1SMcT0013994.1, h1SMcT0013994.2, h1SMcT0013994.3
OG0006974	SMRG1_81760.1	h1SMcT0009315.1
OG0006975	SMRG1_21510.1	h1SMcT0020174.1
OG0006977	SMRG1_32680.1	h1SMcT0004383.1, h1SMcT0017890.1
OG0006978	SMRG1_23280.1	h1SMcT0021078.1
OG0006980	SMRG1_79470.1	h1SMcT0011174.1
OG0006982	SMRG1_56850.1	h1SMcT0007714.1, h1SMcT0011468.1, h1SMcT0011468.2
OG0006983	SMRG1_15190.1	h1SMcT0013786.1
OG0006984	SMRG1_52140.1, SMRG1_52140.2, SMRG1_52140.3	h1SMcT0001924.1, h1SMcT0014161.1
OG0006985	SMRG1_41110.1, SMRG1_41110.2	h1SMcT0010035.2
OG0006986	SMRG1_3290.1	h1SMcT0005985.1
OG0006987	SMRG1_78020.1, SMRG1_78030.1	h1SMcT0009223.1
OG0006988	SMRG1_78040.1, SMRG1_78040.2	h1SMcT0019748.1
OG0006989	SMRG1_74330.1	h1SMcT0011654.1, h1SMcT0014537.1
OG0006991	SMRG1_81600.1	h1SMcT0019249.1, h1SMcT0019249.2
OG0006993	SMRG1_17830.1	h1SMcT0005776.1, h1SMcT0005776.2
OG0006995	SMRG1_62810.1	h1SMcT0003960.1, h1SMcT0006671.1, h1SMcT0002721.1, h1SMcT0018976.1
OG0006998	SMRG1_76630.1	h1SMcT0002185.1
OG0006999	SMRG1_46460.1, SMRG1_46460.2	h1SMcT0018288.1
OG0007000	SMRG1_83730.1	h1SMcT0013026.1, h1SMcT0015938.1
OG0007001	SMRG1_49350.1	h1SMcT0021590.1, h1SMcT0021590.2
OG0007003	SMRG1_6540.1	h1SMcT0015906.1, h1SMcT0015906.2
OG0007005	SMRG1_46450.1	h1SMcT0016080.1, h1SMcT0018648.1, h1SMcT0018648.2
OG0007006	SMRG1_94230.1	h1SMcT0019219.1, h1SMcT0019219.2
OG0007008	SMRG1_64920.1	h1SMcT0019120.1
OG0007010	SMRG1_20220.1	h1SMcT0005039.1
OG0007011	SMRG1_50860.1	h1SMcT0006361.1
OG0007013	SMRG1_64560.1	h1SMcT0005744.1
OG0007016	SMRG1_17340.1	h1SMcT0002345.1
OG0007017	SMRG1_51180.1	h1SMcT0015426.1
OG0007019	SMRG1_79030.1, SMRG1_79030.2	h1SMcT0014353.1, h1SMcT0016973.1
OG0007020	SMRG1_57090.1	h1SMcT0017566.1
OG0007021	SMRG1_49140.1	h1SMcT0019706.1
OG0007023	SMRG1_45380.1	h1SMcT0005004.1
OG0007024	SMRG1_83860.1, SMRG1_83860.2	h1SMcT0012112.1
OG0007025	SMRG1_92220.1	h1SMcT0002131.1, h1SMcT0018587.3
OG0007026	SMRG1_61100.1	h1SMcT0011684.1
OG0007028	SMRG1_75610.1	h1SMcT0003267.1
OG0007029	SMRG1_18500.1	h1SMcT0010609.1, h1SMcT0017602.1
OG0007030	SMRG1_72240.1	h1SMcT0003739.1, h1SMcT0016936.1
OG0007031	SMRG1_38040.1	h1SMcT0021258.1
OG0007032	SMRG1_79580.1	h1SMcT0002445.1
OG0007034	SMRG1_79600.1	h1SMcT0011931.1
OG0007035	SMRG1_70740.1	h1SMcT0005155.1
OG0007037	SMRG1_60990.1	h1SMcT0008779.1
OG0007038	SMRG1_37980.1	h1SMcT0007438.1, h1SMcT0008380.1
OG0007039	SMRG1_52800.1	h1SMcT0013392.1
OG0007041	SMRG1_29820.1	h1SMcT0009540.1
OG0007042	SMRG1_27710.1	h1SMcT0020289.1
OG0007043	SMRG1_87220.1	h1SMcT0001050.1
OG0007046	SMRG1_83980.1	h1SMcT0001007.1
OG0007047	SMRG1_58270.1	h1SMcT0022469.1
OG0007048	SMRG1_62530.1	h1SMcT0020328.1
OG0007049	SMRG1_38790.1	h1SMcT0007563.1
OG0007050	SMRG1_10190.1	h1SMcT0009727.1
OG0007051	SMRG1_14280.1	h1SMcT0007728.1
OG0007052	SMRG1_6270.1	h1SMcT0003954.1, h1SMcT0003972.1
OG0007053	SMRG1_36170.1	h1SMcT0013525.1
OG0007054	SMRG1_88430.1	h1SMcT0021100.1
OG0007055	SMRG1_72390.1	h1SMcT0002803.1
OG0007056	SMRG1_23420.1	h1SMcT0018681.1
OG0007057	SMRG1_66510.1	h1SMcT0016712.1
OG0007059	SMRG1_46030.1	h1SMcT0017549.1
OG0007061	SMRG1_95040.1, SMRG1_95040.2	h1SMcT0007413.1
OG0007064	SMRG1_87240.1	h1SMcT0020893.1
OG0007065	SMRG1_4700.1	h1SMcT0004451.1
OG0007066	SMRG1_40060.1	h1SMcT0015020.1, h1SMcT0015020.2, h1SMcT0016204.1
OG0007068	SMRG1_78810.1	h1SMcT0021578.1
OG0007069	SMRG1_35920.1	h1SMcT0009842.1, h1SMcT0011529.1
OG0007070	SMRG1_53140.1	h1SMcT0013985.4
OG0007071	SMRG1_54630.1	h1SMcT0008822.1, h1SMcT0008822.2
OG0007072	SMRG1_35590.1	h1SMcT0010871.1
OG0007073	SMRG1_71110.1, SMRG1_61290.1	h1SMcT0003147.1
OG0007074	SMRG1_76320.1	h1SMcT0021767.1, h1SMcT0021767.2
OG0007075	SMRG1_16210.1	h1SMcT0001894.1
OG0007076	SMRG1_32120.1	h1SMcT0001640.1
OG0007077	SMRG1_65860.1	h1SMcT0018552.1
OG0007079	SMRG1_22790.1	h1SMcT0018197.1
OG0007080	SMRG1_16860.1	h1SMcT0000628.1, h1SMcT0014498.1, h1SMcT0014498.2
OG0007081	SMRG1_52920.1	h1SMcT0000255.1
OG0007082	SMRG1_88630.1	h1SMcT0015016.1
OG0007085	SMRG1_38920.1	h1SMcT0011633.1
OG0007086	SMRG1_86040.1	h1SMcT0019611.1
OG0007087	SMRG1_66990.1	h1SMcT0009053.1
OG0007088	SMRG1_96410.1	h1SMcT0008452.1, h1SMcT0008452.2
OG0007089	SMRG1_62510.1	h1SMcT0009655.1, h1SMcT0009655.2, h1SMcT0009655.3
OG0007091	SMRG1_71870.1	h1SMcT0000460.1
OG0007092	SMRG1_15640.2, SMRG1_15640.1	h1SMcT0010032.1, h1SMcT0010032.2, h1SMcT0010032.3
OG0007096	SMRG1_90470.1, SMRG1_90470.2, SMRG1_90470.3	h1SMcT0014594.1
OG0007097	SMRG1_55260.2, SMRG1_55260.1	h1SMcT0004570.1, h1SMcT0022472.1
OG0007099	SMRG1_85260.1	h1SMcT0018568.1
OG0007102	SMRG1_29670.1, SMRG1_29670.2	h1SMcT0001434.2, h1SMcT0015458.1
OG0007104	SMRG1_67350.1	h1SMcT0001823.1
OG0007106	SMRG1_71820.1, SMRG1_71820.2	h1SMcT0004604.1
OG0007114	SMRG1_88910.1, SMRG1_88910.2, SMRG1_88910.3	h1SMcT0021263.1, h1SMcT0021263.2, h1SMcT0021263.3
OG0007115	SMRG1_57160.1	h1SMcT0011238.1
OG0007121	SMRG1_88190.1	h1SMcT0021545.1
OG0007125	SMRG1_79520.1	h1SMcT0007518.1
OG0007134	SMRG1_21220.1	h1SMcT0013672.1
OG0007149	SMRG1_56780.1	h1SMcT0006282.1
OG0007151	SMRG1_71360.1	h1SMcT0005407.1
OG0007152	SMRG1_95390.1	h1SMcT0004463.1
OG0007155	SMRG1_57910.1	h1SMcT0011482.1
OG0007156	SMRG1_34480.1	h1SMcT0003032.1
OG0007157	SMRG1_74420.1	h1SMcT0002614.1, h1SMcT0007151.1
OG0007158	SMRG1_91460.1	h1SMcT0002186.1, h1SMcT0002186.2
OG0007159	SMRG1_89470.1, SMRG1_89470.2	h1SMcT0014843.1
OG0007160	SMRG1_33110.1	h1SMcT0002751.1
OG0007161	SMRG1_80950.1	h1SMcT0020408.1
OG0007164	SMRG1_75550.1	h1SMcT0010860.1, h1SMcT0010860.2, h1SMcT0010860.3
OG0007168	SMRG1_61590.1	h1SMcT0014485.1, h1SMcT0015694.1
OG0007171	SMRG1_54980.1	h1SMcT0000548.1
OG0007172	SMRG1_28740.1	h1SMcT0016774.1
OG0007173	SMRG1_8440.1	h1SMcT0020062.1, h1SMcT0020063.1
OG0007174	SMRG1_52870.1	h1SMcT0012629.1
OG0007176	SMRG1_85700.1	h1SMcT0004754.1
OG0007178	SMRG1_59980.1	h1SMcT0008401.1
OG0007180	SMRG1_750.1	h1SMcT0018703.1
OG0007184	SMRG1_90500.1	h1SMcT0021494.1
OG0007185	SMRG1_95100.1	h1SMcT0018604.1
OG0007186	SMRG1_75540.1, SMRG1_75540.2	h1SMcT0012919.1
OG0007187	SMRG1_80770.1	h1SMcT0008955.1
OG0007188	SMRG1_69540.1	h1SMcT0004481.1
OG0007193	SMRG1_54860.1	h1SMcT0014416.1
OG0007195	SMRG1_87990.1	h1SMcT0012146.1
OG0007196	SMRG1_14290.1	h1SMcT0004471.1, h1SMcT0004471.2
OG0007197	SMRG1_91040.1	h1SMcT0014725.1, h1SMcT0014725.2
OG0007198	SMRG1_30160.1	h1SMcT0019934.1, h1SMcT0021759.1
OG0007199	SMRG1_23940.1	h1SMcT0010939.1
OG0007200	SMRG1_8230.1, SMRG1_8230.2	h1SMcT0007471.1
OG0007201	SMRG1_90590.1	h1SMcT0007747.1, h1SMcT0007782.1
OG0007202	SMRG1_73840.1	h1SMcT0009095.1
OG0007203	SMRG1_3120.1	h1SMcT0019918.1
OG0007206	SMRG1_72510.1	h1SMcT0004125.1, h1SMcT0008043.1
OG0007209	SMRG1_96110.1	h1SMcT0003224.1
OG0007210	SMRG1_90290.1	h1SMcT0001140.1
OG0007213	SMRG1_67670.1	h1SMcT0020571.1
OG0007214	SMRG1_79530.1	h1SMcT0010800.1
OG0007215	SMRG1_11780.1	h1SMcT0006465.1, h1SMcT0006465.2
OG0007216	SMRG1_18400.1, SMRG1_18400.2	h1SMcT0000191.1
OG0007217	SMRG1_43620.1	h1SMcT0003883.1, h1SMcT0022969.1
OG0007218	SMRG1_47760.1	h1SMcT0018564.1
OG0007220	SMRG1_35710.1	h1SMcT0003298.1, h1SMcT0003298.2
OG0007221	SMRG1_35540.1	h1SMcT0000256.1, h1SMcT0016971.1
OG0007225	SMRG1_67140.1	h1SMcT0005026.1
OG0007227	SMRG1_92790.1	h1SMcT0015070.1
OG0007228	SMRG1_80300.1	h1SMcT0006711.1, h1SMcT0022086.1
OG0007234	SMRG1_60530.1	h1SMcT0000634.1, h1SMcT0001648.1
OG0007237	SMRG1_76810.1	h1SMcT0018062.2, h1SMcT0016838.1
OG0007240	SMRG1_70470.1	h1SMcT0002699.1
OG0007241	SMRG1_42240.1	h1SMcT0021706.1, h1SMcT0013751.1, h1SMcT0020189.1
OG0007242	SMRG1_43530.1	h1SMcT0013832.1
OG0007243	SMRG1_38730.1	h1SMcT0015006.1
OG0007244	SMRG1_73480.1	h1SMcT0005366.1
OG0007245	SMRG1_53490.1	h1SMcT0012769.1
OG0007246	SMRG1_49200.1, SMRG1_49180.1	h1SMcT0005854.1
OG0007247	SMRG1_52520.1	h1SMcT0009971.1
OG0007248	SMRG1_25670.1	h1SMcT0015655.1
OG0007250	SMRG1_24890.1, SMRG1_24890.2	h1SMcT0003236.3, h1SMcT0003236.1, h1SMcT0003236.2, h1SMcT0003236.4
OG0007251	SMRG1_36980.1	h1SMcT0009290.1
OG0007252	SMRG1_12010.1	h1SMcT0020325.1
OG0007253	SMRG1_53760.1	h1SMcT0014120.1
OG0007255	SMRG1_71510.1	h1SMcT0011677.1, h1SMcT0011677.2
OG0007256	SMRG1_64320.1	h1SMcT0003282.1
OG0007257	SMRG1_55060.1	h1SMcT0004411.1, h1SMcT0004411.2
OG0007260	SMRG1_78210.1	h1SMcT0014466.1, h1SMcT0014466.2
OG0007261	SMRG1_41400.1	h1SMcT0008426.1
OG0007263	SMRG1_8300.1	h1SMcT0011394.1
OG0007265	SMRG1_26170.1	h1SMcT0005554.1
OG0007266	SMRG1_62370.1	h1SMcT0000012.1
OG0007268	SMRG1_43990.1	h1SMcT0011021.1
OG0007269	SMRG1_19910.1	h1SMcT0006663.1
OG0007272	SMRG1_4350.1	h1SMcT0017660.1, h1SMcT0021402.1
OG0007273	SMRG1_4620.1	h1SMcT0007591.1, h1SMcT0022376.1
OG0007274	SMRG1_54840.1	h1SMcT0015002.1
OG0007277	SMRG1_48170.1	h1SMcT0015054.1, h1SMcT0015054.2
OG0007279	SMRG1_86280.1	h1SMcT0017427.1, h1SMcT0017427.2
OG0007282	SMRG1_65830.1	h1SMcT0017836.1
OG0007284	SMRG1_14460.1	h1SMcT0015498.1, h1SMcT0008437.1, h1SMcT0008437.2
OG0007285	SMRG1_41140.1	h1SMcT0014713.1
OG0007287	SMRG1_60420.1	h1SMcT0014936.1
OG0007288	SMRG1_79480.1	h1SMcT0011913.1
OG0007290	SMRG1_35900.1	h1SMcT0022016.1, h1SMcT0022016.2
OG0007291	SMRG1_52250.1	h1SMcT0021291.1
OG0007293	SMRG1_46690.1	h1SMcT0008581.1
OG0007294	SMRG1_71180.1	h1SMcT0018383.1
OG0007295	SMRG1_1090.1	h1SMcT0019052.1
OG0007296	SMRG1_62950.1	h1SMcT0002666.1, h1SMcT0015969.1
OG0007299	SMRG1_79330.1	h1SMcT0006683.1
OG0007301	SMRG1_38750.1	h1SMcT0019077.1, h1SMcT0019077.2
OG0007302	SMRG1_84510.1	h1SMcT0015784.1
OG0007303	SMRG1_84100.1	h1SMcT0013366.1
OG0007305	SMRG1_55500.1	h1SMcT0010934.1, h1SMcT0010934.2
OG0007306	SMRG1_72180.1	h1SMcT0017091.1
OG0007311	SMRG1_520.1	h1SMcT0006922.1
OG0007313	SMRG1_78950.1	h1SMcT0017433.1
OG0007314	SMRG1_47430.1	h1SMcT0015452.1
OG0007315	SMRG1_86330.1	h1SMcT0018515.1
OG0007316	SMRG1_34230.1	h1SMcT0009523.1
OG0007318	SMRG1_3240.1	h1SMcT0001373.1, h1SMcT0005466.1
OG0007319	SMRG1_47980.1	h1SMcT0002039.1
OG0007320	SMRG1_40070.1	h1SMcT0017394.1, h1SMcT0017394.2
OG0007322	SMRG1_65080.1	h1SMcT0018211.1
OG0007323	SMRG1_73700.1	h1SMcT0014041.1
OG0007328	SMRG1_28610.1	h1SMcT0000794.1, h1SMcT0000794.2
OG0007329	SMRG1_18470.1	h1SMcT0003743.1, h1SMcT0003743.3, h1SMcT0003743.2
OG0007331	SMRG1_57020.1	h1SMcT0014850.1
OG0007332	SMRG1_35450.1	h1SMcT0010916.1, h1SMcT0013920.1
OG0007334	SMRG1_92810.1	h1SMcT0001765.1
OG0007335	SMRG1_9340.1	h1SMcT0014303.1
OG0007336	SMRG1_38540.1	h1SMcT0022384.1
OG0007337	SMRG1_64170.1	h1SMcT0014315.1, h1SMcT0004465.1
OG0007340	SMRG1_19190.1	h1SMcT0022339.1
OG0007342	SMRG1_38660.1	h1SMcT0001525.1, h1SMcT0008862.1
OG0007345	SMRG1_77650.1	h1SMcT0014812.1
OG0007346	SMRG1_94040.1, SMRG1_94040.2	h1SMcT0019757.1
OG0007348	SMRG1_1560.1	h1SMcT0006109.2, h1SMcT0006109.5
OG0007351	SMRG1_13670.1, SMRG1_13690.1	h1SMcT0014183.1
OG0007352	SMRG1_57580.1	h1SMcT0010345.1
OG0007353	SMRG1_26020.1	h1SMcT0000358.1, h1SMcT0019020.2
OG0007356	SMRG1_17710.1	h1SMcT0014786.1, h1SMcT0014787.1
OG0007358	SMRG1_7480.1	h1SMcT0005702.1, h1SMcT0019353.1, h1SMcT0021967.1
OG0007361	SMRG1_47940.1	h1SMcT0006342.1
OG0007362	SMRG1_48030.1	h1SMcT0017952.1
OG0007363	SMRG1_79400.1	h1SMcT0009643.1, h1SMcT0011914.1
OG0007364	SMRG1_37300.1	h1SMcT0009361.1, h1SMcT0013509.1
OG0007365	SMRG1_58860.1	h1SMcT0000040.1
OG0007367	SMRG1_59540.1	h1SMcT0001296.1
OG0007369	SMRG1_95130.1	h1SMcT0007097.1, h1SMcT0007097.2, h1SMcT0007097.3
OG0007373	SMRG1_84660.1	h1SMcT0010817.1
OG0007375	SMRG1_81400.1	h1SMcT0021385.1, h1SMcT0021385.2, h1SMcT0021385.3
OG0007388	SMRG1_42500.1	h1SMcT0020283.1, h1SMcT0020993.1
OG0007390	SMRG1_13140.1, SMRG1_13140.2, SMRG1_13140.3	h1SMcT0004375.1
OG0007414	SMRG1_13130.2, SMRG1_13130.1	h1SMcT0009263.7
OG0007418	SMRG1_77720.1	h1SMcT0012012.1
OG0007419	SMRG1_5350.1	h1SMcT0012283.1
OG0007420	SMRG1_18590.1	h1SMcT0015015.1
OG0007421	SMRG1_94910.1	h1SMcT0020400.1
OG0007422	SMRG1_17180.1	h1SMcT0007469.1
OG0007423	SMRG1_17190.1	h1SMcT0005636.1
OG0007424	SMRG1_42730.1	h1SMcT0021695.1
OG0007426	SMRG1_90360.1	h1SMcT0000723.1
OG0007428	SMRG1_18980.1	h1SMcT0012776.1
OG0007431	SMRG1_83150.1	h1SMcT0006395.1
OG0007432	SMRG1_48980.1	h1SMcT0007253.1
OG0007435	SMRG1_65690.1	h1SMcT0000656.1
OG0007436	SMRG1_41720.1	h1SMcT0008518.1
OG0007440	SMRG1_81900.1	h1SMcT0001937.1
OG0007441	SMRG1_60000.1	h1SMcT0010043.1
OG0007444	SMRG1_61430.1	h1SMcT0013898.1
OG0007445	SMRG1_35250.1	h1SMcT0009176.5
OG0007447	SMRG1_33880.1	h1SMcT0006198.1
OG0007450	SMRG1_67410.1	h1SMcT0005532.1, h1SMcT0012307.1
OG0007451	SMRG1_990.1	h1SMcT0012288.1
OG0007452	SMRG1_34090.1	h1SMcT0020478.1
OG0007453	SMRG1_77990.1	h1SMcT0017923.1
OG0007454	SMRG1_32630.1	h1SMcT0011821.1
OG0007455	SMRG1_67740.1, SMRG1_67740.2	h1SMcT0014892.1, h1SMcT0014892.3
OG0007456	SMRG1_7710.1	h1SMcT0012526.1
OG0007457	SMRG1_29730.1	h1SMcT0020909.7
OG0007461	SMRG1_78150.1	h1SMcT0016892.1
OG0007463	SMRG1_74610.1	h1SMcT0001708.1
OG0007464	SMRG1_42510.1	h1SMcT0022451.1
OG0007465	SMRG1_95600.1	h1SMcT0006497.1
OG0007466	SMRG1_30660.1	h1SMcT0011361.1
OG0007467	SMRG1_56540.1	h1SMcT0014619.1
OG0007469	SMRG1_73070.1	h1SMcT0000866.1, h1SMcT0000866.2
OG0007471	SMRG1_51140.1	h1SMcT0017860.1
OG0007472	SMRG1_38840.1	h1SMcT0002927.1
OG0007474	SMRG1_22720.1	h1SMcT0012377.1
OG0007476	SMRG1_72110.1	h1SMcT0006331.1
OG0007478	SMRG1_35380.1	h1SMcT0008187.1
OG0007484	SMRG1_68760.1	h1SMcT0011659.1
OG0007487	SMRG1_73750.1, SMRG1_73760.1	h1SMcT0006209.1
OG0007492	SMRG1_84860.1	h1SMcT0004553.1
OG0007493	SMRG1_28670.1	h1SMcT0014267.1
OG0007496	SMRG1_65180.1	h1SMcT0001973.1
OG0007501	SMRG1_47320.1	h1SMcT0016010.1
OG0007502	SMRG1_20110.1	h1SMcT0001439.1
OG0007507	SMRG1_62010.1	h1SMcT0012190.1, h1SMcT0012190.2
OG0007511	SMRG1_46000.1	h1SMcT0004517.1
OG0007512	SMRG1_46400.1	h1SMcT0021424.1
OG0007513	SMRG1_30260.1	h1SMcT0011255.1
OG0007514	SMRG1_79450.1	h1SMcT0002500.1
OG0007516	SMRG1_45890.1	h1SMcT0006704.1, h1SMcT0006704.2
OG0007517	SMRG1_27270.1	h1SMcT0000875.1
OG0007519	SMRG1_28250.1	h1SMcT0020292.2
OG0007521	SMRG1_27280.1	h1SMcT0007474.1
OG0007522	SMRG1_43650.1	h1SMcT0017252.1
OG0007524	SMRG1_75480.1	h1SMcT0018916.1
OG0007525	SMRG1_80710.1	h1SMcT0010023.1
OG0007531	SMRG1_32960.1	h1SMcT0017540.1
OG0007534	SMRG1_1530.1	h1SMcT0012824.1
OG0007535	SMRG1_92420.1	h1SMcT0020694.1
OG0007536	SMRG1_15120.1	h1SMcT0016347.1, h1SMcT0016349.1
OG0007538	SMRG1_17740.1	h1SMcT0021057.1
OG0007539	SMRG1_21550.1	h1SMcT0003372.1
OG0007540	SMRG1_90650.1	h1SMcT0014857.1
OG0007544	SMRG1_33630.1, SMRG1_33630.2	h1SMcT0006111.1
OG0007546	SMRG1_49420.1	h1SMcT0013982.1
OG0007547	SMRG1_1060.1	h1SMcT0006301.1
OG0007549	SMRG1_32780.1	h1SMcT0002520.1
OG0007552	SMRG1_27720.1	h1SMcT0007330.1
OG0007553	SMRG1_21810.1	h1SMcT0017494.1
OG0007554	SMRG1_28990.1	h1SMcT0021068.1
OG0007555	SMRG1_33650.1	h1SMcT0002524.1
OG0007558	SMRG1_33620.1	h1SMcT0011219.1
OG0007561	SMRG1_25010.1	h1SMcT0016919.1
OG0007563	SMRG1_82610.1	h1SMcT0011210.1
OG0007565	SMRG1_23380.1	h1SMcT0022294.1
OG0007566	SMRG1_68460.1	h1SMcT0009966.1
OG0007568	SMRG1_2420.1	h1SMcT0006126.1, h1SMcT0006126.2
OG0007569	SMRG1_12880.1	h1SMcT0009545.1
OG0007572	SMRG1_75150.1	h1SMcT0007942.1
OG0007573	SMRG1_61770.1	h1SMcT0009591.1
OG0007575	SMRG1_75220.1	h1SMcT0012728.1
OG0007579	SMRG1_9330.1	h1SMcT0014527.1, h1SMcT0014527.4
OG0007581	SMRG1_90700.1	h1SMcT0012500.1
OG0007582	SMRG1_16980.1	h1SMcT0009301.1
OG0007584	SMRG1_69570.1	h1SMcT0011682.1
OG0007588	SMRG1_25460.1	h1SMcT0007875.1
OG0007596	SMRG1_56750.1	h1SMcT0005523.1
OG0007598	SMRG1_90370.1	h1SMcT0000721.1
OG0007599	SMRG1_88620.1	h1SMcT0015183.1, h1SMcT0015183.2
OG0007601	SMRG1_80690.1, SMRG1_80690.2	h1SMcT0004387.1
OG0007602	SMRG1_78770.1	h1SMcT0011707.1
OG0007604	SMRG1_32670.1	h1SMcT0011542.1
OG0007605	SMRG1_34590.1	h1SMcT0004543.1
OG0007606	SMRG1_64460.1	h1SMcT0017128.1, h1SMcT0017128.2, h1SMcT0017128.3
OG0007616	SMRG1_7540.1	h1SMcT0021658.1
OG0007617	SMRG1_54180.1	h1SMcT0015673.1, h1SMcT0015673.2
OG0007618	SMRG1_50450.1	h1SMcT0018550.1, h1SMcT0008864.1, h1SMcT0008864.2
OG0007666	SMRG1_77460.1	h1SMcT0020583.1
OG0007669	SMRG1_69340.1	h1SMcT0009619.1
OG0007671	SMRG1_4220.1	h1SMcT0014499.1, h1SMcT0018434.1
OG0007672	SMRG1_16030.1	h1SMcT0019668.1, h1SMcT0019668.2
OG0007677	SMRG1_29790.1	h1SMcT0019362.1
OG0007679	SMRG1_96510.1	h1SMcT0003382.1, h1SMcT0003382.3, h1SMcT0003382.4, h1SMcT0003382.2
OG0007687	SMRG1_97350.1	h1SMcT0003989.1, h1SMcT0003989.2
OG0007688	SMRG1_11350.1	h1SMcT0014163.1
OG0007693	SMRG1_31480.1	h1SMcT0013446.1
OG0007701	SMRG1_54380.1	h1SMcT0019935.1
