Orthogroup	schistosoma_margrebowiei	schistosoma_japonicum
OG0004958	SMRG1_12240.1, SMRG1_12240.2	EWB00_009733.1, EWB00_009733.2
OG0004959	SMRG1_12860.3, SMRG1_12860.4, SMRG1_12860.5, SMRG1_12860.1, SMRG1_12860.2	EWB00_002684
OG0004960	SMRG1_22040.1, SMRG1_22040.3, SMRG1_22040.2	EWB00_002388
OG0004961	SMRG1_7300.1, SMRG1_7300.2	EWB00_002093.2, EWB00_002093.1, EWB00_002093.3, EWB00_002093.4, EWB00_002093.5
OG0004962	SMRG1_3860.1, SMRG1_2490.1, SMRG1_30860.1	EWB00_007617
OG0004963	SMRG1_97810.1	EWB00_003365.1, EWB00_003365.2, EWB00_003365.3, EWB00_003365.4
OG0004971	SMRG1_37720.1	EWB00_009131
OG0004972	SMRG1_6870.1	EWB00_008675.1, EWB00_008675.2
OG0004973	SMRG1_94570.1	EWB00_002061
OG0004974	SMRG1_49580.1	EWB00_004751
OG0004976	SMRG1_97440.1	EWB00_006637
OG0004977	SMRG1_60480.1	EWB00_011275
OG0004978	SMRG1_57980.1, SMRG1_57990.1	EWB00_003198
OG0004979	SMRG1_55800.1	EWB00_002205
OG0004980	SMRG1_30390.1	EWB00_005984
OG0004981	SMRG1_62230.1	EWB00_011161
OG0004982	SMRG1_86650.1	EWB00_010186.2, EWB00_010186.1, EWB00_010186.3
OG0004983	SMRG1_83660.2, SMRG1_83660.1	EWB00_007029.1, EWB00_007029.2, EWB00_007029.3
OG0004984	SMRG1_31500.1	EWB00_004615.1, EWB00_004615.2
OG0004985	SMRG1_76880.1, SMRG1_76910.1	EWB00_010984
OG0004986	SMRG1_30280.1, SMRG1_30280.3, SMRG1_30280.2	EWB00_005994.1, EWB00_005994.2
OG0004987	SMRG1_45630.1	EWB00_009906.1, EWB00_009906.2, EWB00_009906.3, EWB00_009906.4, EWB00_009906.5
OG0004988	SMRG1_3990.1	EWB00_004828
OG0004989	SMRG1_70540.3, SMRG1_70540.2, SMRG1_70540.1	EWB00_001611
OG0004990	SMRG1_18560.1	EWB00_001034
OG0004991	SMRG1_4930.1, SMRG1_4930.2	EWB00_008271
OG0004992	SMRG1_84740.1	EWB00_010182.1, EWB00_010182.2
OG0004993	SMRG1_44350.1	EWB00_004905.1, EWB00_004905.2
OG0004994	SMRG1_48540.3, SMRG1_48540.1, SMRG1_48540.2, SMRG1_48540.4	EWB00_010758
OG0004995	SMRG1_40340.1	EWB00_007467.1, EWB00_007467.3, EWB00_007467.2, EWB00_007467.4
OG0004996	SMRG1_65960.1	EWB00_010502
OG0004997	SMRG1_81290.1, SMRG1_81280.1, SMRG1_81280.2, SMRG1_81280.3	EWB00_006731
OG0004998	SMRG1_4570.1	EWB00_009087
OG0004999	SMRG1_91530.2, SMRG1_91530.1	EWB00_009317
OG0005001	SMRG1_84370.1, SMRG1_84370.2	EWB00_002623
OG0005002	SMRG1_3950.1, SMRG1_3950.2	EWB00_009017
OG0005003	SMRG1_26440.1	EWB00_008034.1, EWB00_008034.2
OG0005004	SMRG1_62140.1	EWB00_011149
OG0005005	SMRG1_38460.1, SMRG1_38460.2	EWB00_004380
OG0005006	SMRG1_62930.1	EWB00_007738
OG0005007	SMRG1_39850.1	EWB00_004605, EWB00_004602
OG0005008	SMRG1_89170.1	EWB00_008992
OG0005009	SMRG1_34380.3, SMRG1_34380.4, SMRG1_34380.1, SMRG1_34380.2	EWB00_007866
OG0005010	SMRG1_29290.1	EWB00_007929.1, EWB00_007929.2
OG0005011	SMRG1_28440.1	EWB00_003268.3, EWB00_003268.1, EWB00_003268.4, EWB00_003268.2
OG0005012	SMRG1_24500.1	EWB00_001086.1, EWB00_001086.2
OG0005013	SMRG1_37040.1	EWB00_004364.1, EWB00_004364.2
OG0005014	SMRG1_82910.1	EWB00_003781
OG0005015	SMRG1_36420.1	EWB00_004307.4, EWB00_004307.1, EWB00_004307.3, EWB00_004307.2
OG0005016	SMRG1_58850.1, SMRG1_58850.2	EWB00_005197, EWB00_005198
OG0005017	SMRG1_96030.1, SMRG1_96030.2, SMRG1_96030.3	EWB00_004777.2, EWB00_004777.1
OG0005018	SMRG1_24930.1	EWB00_001127.1, EWB00_001127.2
OG0005020	SMRG1_45270.1, SMRG1_45270.2	EWB00_009702.1, EWB00_009702.3, EWB00_009702.2
OG0005022	SMRG1_25140.1, SMRG1_25140.2	EWB00_005239, EWB00_005238
OG0005023	SMRG1_87160.1	EWB00_003014.1, EWB00_003014.2, EWB00_003014.3, EWB00_003014.4, EWB00_003014.6, EWB00_003014.5
OG0005024	SMRG1_14310.1	EWB00_004172.1, EWB00_004172.2, EWB00_004172.3, EWB00_004172.4
OG0005025	SMRG1_12650.3, SMRG1_12650.2, SMRG1_12650.1	EWB00_004693, EWB00_003813
OG0005026	SMRG1_63960.1, SMRG1_63960.2	EWB00_007104, EWB00_007105
OG0005027	SMRG1_31540.1, SMRG1_31540.2, SMRG1_31540.3	EWB00_002589.2, EWB00_002589.1
OG0005028	SMRG1_90010.1, SMRG1_90010.2	EWB00_001964
OG0005029	SMRG1_86680.1, SMRG1_86680.2	EWB00_009012.2, EWB00_009012.3, EWB00_009012.4, EWB00_009012.5, EWB00_009012.6, EWB00_009012.1
OG0005030	SMRG1_24330.1	EWB00_006992
OG0005031	SMRG1_28540.1	EWB00_003315.1, EWB00_003315.2
OG0005032	SMRG1_24270.1	EWB00_006985
OG0005033	SMRG1_16250.1, SMRG1_16250.2	EWB00_005487.3, EWB00_005487.2, EWB00_005487.1
OG0005035	SMRG1_58810.2, SMRG1_58810.1	EWB00_005189.1
OG0005036	SMRG1_60230.1, SMRG1_60230.2, SMRG1_60230.3, SMRG1_60230.4	EWB00_000230.2, EWB00_000230.1, EWB00_000233
OG0005037	SMRG1_34040.1, SMRG1_34040.2	EWB00_001759.1, EWB00_001759.2
OG0005038	SMRG1_52970.1	EWB00_006794.1, EWB00_006794.2
OG0005039	SMRG1_59140.1	EWB00_010515.1, EWB00_010515.2
OG0005040	SMRG1_55120.1	EWB00_002163.1, EWB00_002163.2, EWB00_002163.3
OG0005042	SMRG1_32660.1	EWB00_005949
OG0005043	SMRG1_64140.1	EWB00_008862
OG0005044	SMRG1_86020.1	EWB00_001342, EWB00_001341
OG0005045	SMRG1_39780.1	EWB00_004596.1, EWB00_004596.2
OG0005046	SMRG1_57300.1, SMRG1_57300.2	EWB00_005138
OG0005047	SMRG1_97700.1	EWB00_003743
OG0005048	SMRG1_1490.1	EWB00_003602
OG0005049	SMRG1_87100.1	EWB00_003011.1, EWB00_003011.2, EWB00_003011.3, EWB00_003011.4, EWB00_003011.5
OG0005050	SMRG1_13810.1	EWB00_009396.1
OG0005050	SMRG1_13810.2	EWB00_009396.2
OG0005051	SMRG1_8870.1	EWB00_009460.1, EWB00_009460.2, EWB00_009460.3
OG0005052	SMRG1_91180.1	EWB00_001884
OG0005053	SMRG1_35440.1, SMRG1_35440.2	EWB00_006829
OG0005054	SMRG1_94450.1, SMRG1_94450.2	EWB00_008975.1, EWB00_008975.2
OG0005056	SMRG1_28780.1	EWB00_003289, EWB00_010856
OG0005057	SMRG1_41830.1	EWB00_004725
OG0005058	SMRG1_53080.1	EWB00_010644.1, EWB00_010644.2
OG0005059	SMRG1_15420.1	EWB00_010283.1, EWB00_010283.2, EWB00_010283.3
OG0005060	SMRG1_32290.1, SMRG1_32290.2	EWB00_003405
OG0005061	SMRG1_93820.1, SMRG1_93820.2, SMRG1_93820.3	EWB00_009161
OG0005062	SMRG1_30650.1	EWB00_002875
OG0005063	SMRG1_43510.1	EWB00_001811.2, EWB00_001811.1, EWB00_001811.3
OG0005064	SMRG1_82370.1	EWB00_000136.1, EWB00_000136.2
OG0005065	SMRG1_11740.1	EWB00_005741
OG0005067	SMRG1_36290.1	EWB00_004293
OG0005068	SMRG1_71990.1	EWB00_008681
OG0005069	SMRG1_29900.1	EWB00_006032
OG0005071	SMRG1_25150.3, SMRG1_25150.1, SMRG1_25150.2	EWB00_005235
OG0005072	SMRG1_30180.1, SMRG1_30180.2	EWB00_006002.1, EWB00_006002.2
OG0005073	SMRG1_3040.3, SMRG1_3040.1, SMRG1_3040.2	EWB00_007322
OG0005074	SMRG1_8450.1	EWB00_003075.1, EWB00_003075.2
OG0005075	SMRG1_50940.1	EWB00_004438
OG0005075	SMRG1_96540.1	EWB00_005851.1, EWB00_005851.2
OG0005076	SMRG1_33450.1	EWB00_002920.3, EWB00_002920.4, EWB00_002920.1, EWB00_002920.2
OG0005078	SMRG1_72120.1	EWB00_006101
OG0005079	SMRG1_37570.1	EWB00_001309
OG0005080	SMRG1_7880.1, SMRG1_7890.1, SMRG1_7900.1	EWB00_009512
OG0005081	SMRG1_7930.1, SMRG1_7930.2	EWB00_010538
OG0005082	SMRG1_33740.1, SMRG1_33740.2	EWB00_001720.1, EWB00_001720.2
OG0005083	SMRG1_43180.1, SMRG1_43180.2	EWB00_006393.1, EWB00_006393.2, EWB00_006393.3
OG0005084	SMRG1_96620.1, SMRG1_96620.2	EWB00_005842
OG0005085	SMRG1_11790.1	EWB00_000696
OG0005086	SMRG1_69190.1, SMRG1_69190.2	EWB00_008557.1, EWB00_008557.2
OG0005087	SMRG1_74540.1	EWB00_010933.1, EWB00_010933.2
OG0005088	SMRG1_6780.1	EWB00_007780
OG0005089	SMRG1_75730.1, SMRG1_75730.2	EWB00_001365.3, EWB00_001365.1, EWB00_001365.2
OG0005090	SMRG1_65530.1	EWB00_002229
OG0005091	SMRG1_12470.1	EWB00_010010
OG0005092	SMRG1_25220.1, SMRG1_25220.3, SMRG1_25220.2	EWB00_004214
OG0005093	SMRG1_38240.1, SMRG1_38240.2	EWB00_003137
OG0005094	SMRG1_76510.1	EWB00_011050
OG0005095	SMRG1_3810.1, SMRG1_3810.2	EWB00_009037.1, EWB00_009037.2, EWB00_009037.3
OG0005097	SMRG1_95840.1	EWB00_000556.1, EWB00_000556.2
OG0005098	SMRG1_56080.2, SMRG1_56080.1, SMRG1_56080.3	EWB00_003792.1, EWB00_003792.2
OG0005099	SMRG1_92380.1, SMRG1_92380.2	EWB00_006726.1, EWB00_006726.2
OG0005100	SMRG1_93290.1, SMRG1_93290.2	EWB00_004961
OG0005101	SMRG1_51970.1, SMRG1_51970.2, SMRG1_51970.3	EWB00_007228.1, EWB00_007228.2
OG0005102	SMRG1_60060.1, SMRG1_60060.2	EWB00_011313
OG0005103	SMRG1_75410.1	EWB00_001397
OG0005104	SMRG1_46860.1	EWB00_004034
OG0005105	SMRG1_76620.1, SMRG1_76620.2	EWB00_010951
OG0005106	SMRG1_52830.1	EWB00_006813
OG0005107	SMRG1_31040.2, SMRG1_31040.3, SMRG1_31040.1	EWB00_007439
OG0005108	SMRG1_85770.1	EWB00_009606
OG0005109	SMRG1_83480.1	EWB00_008780
OG0005110	SMRG1_18880.1	EWB00_008483.1, EWB00_008483.2, EWB00_008483.3
OG0005111	SMRG1_54370.1	EWB00_006482.1, EWB00_006482.2, EWB00_006482.3, EWB00_006482.4, EWB00_006482.5
OG0005113	SMRG1_71920.1	EWB00_002732.1, EWB00_002732.2, EWB00_002732.3
OG0005114	SMRG1_8310.2, SMRG1_8310.1, SMRG1_8310.3	EWB00_003090.1, EWB00_003090.2
OG0005115	SMRG1_59680.1	EWB00_011089.3, EWB00_011089.1, EWB00_011089.2
OG0005116	SMRG1_43800.1	EWB00_009499.1, EWB00_009499.2
OG0005117	SMRG1_1150.1, SMRG1_1140.1	EWB00_010223
OG0005118	SMRG1_92690.1	EWB00_009215
OG0005119	SMRG1_70060.1, SMRG1_70050.1	EWB00_006258.1, EWB00_006258.2
OG0005120	SMRG1_85780.1	EWB00_009605.1, EWB00_009605.2, EWB00_009605.3
OG0005121	SMRG1_73300.1	EWB00_004981.1, EWB00_004981.2
OG0005122	SMRG1_93330.1	EWB00_004959
OG0005123	SMRG1_69560.1	EWB00_008935
OG0005124	SMRG1_230.1	EWB00_010254
OG0005125	SMRG1_640.1	EWB00_003843
OG0005126	SMRG1_61620.2, SMRG1_61620.1, SMRG1_61620.3	EWB00_000491.2, EWB00_000491.1
OG0005127	SMRG1_33360.1	EWB00_002930.1, EWB00_002930.3, EWB00_002930.2, EWB00_002930.4, EWB00_002930.5
OG0005128	SMRG1_58700.1	EWB00_005177
OG0005130	SMRG1_21840.1	EWB00_002410, EWB00_002411
OG0005131	SMRG1_48730.1, SMRG1_48730.2	EWB00_010735.1, EWB00_010735.3, EWB00_010735.2, EWB00_010735.4, EWB00_010735.5
OG0005132	SMRG1_17950.1	EWB00_000077
OG0005133	SMRG1_55410.1	EWB00_000766.4, EWB00_000766.2, EWB00_000766.5, EWB00_000766.1, EWB00_000766.3
OG0005134	SMRG1_51570.1	EWB00_010607.2, EWB00_010607.1, EWB00_010607.3
OG0005135	SMRG1_43370.1	EWB00_006368.1, EWB00_006368.3, EWB00_006368.4, EWB00_006368.5, EWB00_006368.2
OG0005136	SMRG1_77480.1, SMRG1_77480.2	EWB00_003888.1, EWB00_003888.2
OG0005137	SMRG1_81050.1	EWB00_003499
OG0005138	SMRG1_17290.1, SMRG1_17290.2	EWB00_006551
OG0005139	SMRG1_32690.1	EWB00_005955
OG0005140	SMRG1_25560.1, SMRG1_25560.2, SMRG1_25560.3	EWB00_000262
OG0005141	SMRG1_96140.4, SMRG1_96140.2, SMRG1_96140.1, SMRG1_96140.3	EWB00_001423
OG0005142	SMRG1_49880.1	EWB00_008750
OG0005143	SMRG1_33700.1, SMRG1_33700.2	EWB00_001716
OG0005144	SMRG1_74680.1	EWB00_011056
OG0005145	SMRG1_4510.1, SMRG1_4510.2	EWB00_000864
OG0005146	SMRG1_18900.1	EWB00_008496.1, EWB00_008496.2, EWB00_008496.3
OG0005147	SMRG1_51610.1	EWB00_010611
OG0005148	SMRG1_54700.1, SMRG1_54700.2	EWB00_008120
OG0005149	SMRG1_9390.1	EWB00_009674
OG0005150	SMRG1_32170.1	EWB00_007846.2, EWB00_007846.6, EWB00_007846.3, EWB00_007846.4, EWB00_007846.1, EWB00_007846.5
OG0005151	SMRG1_82730.1	EWB00_004404
OG0005152	SMRG1_7510.1, SMRG1_7520.1	EWB00_009504
OG0005153	SMRG1_89520.3, SMRG1_89520.2, SMRG1_89520.1	EWB00_004467.2, EWB00_004467.1, EWB00_004467.3
OG0005154	SMRG1_56400.1, SMRG1_56400.2	EWB00_008373
OG0005155	SMRG1_5630.1	EWB00_010824
OG0005156	SMRG1_71280.1, SMRG1_71280.2	EWB00_002768
OG0005157	SMRG1_1680.1	EWB00_010219
OG0005158	SMRG1_87610.1, SMRG1_87610.2	EWB00_005281, EWB00_005282
OG0005159	SMRG1_43770.1	EWB00_008257.1, EWB00_008257.2
OG0005160	SMRG1_42590.1, SMRG1_42580.1	EWB00_003222
OG0005161	SMRG1_29780.1	EWB00_006043.1, EWB00_006043.2
OG0005162	SMRG1_6410.1	EWB00_003820.1, EWB00_003820.2, EWB00_003817, EWB00_005332
OG0005163	SMRG1_78360.1	EWB00_004570.3, EWB00_004570.1, EWB00_004570.2
OG0005164	SMRG1_23840.1	EWB00_007055.1, EWB00_007055.2
OG0005165	SMRG1_94550.1	EWB00_008432.1, EWB00_008432.2
OG0005166	SMRG1_49090.1, SMRG1_49090.2	EWB00_001150, EWB00_010701
OG0005167	SMRG1_80840.1	EWB00_003473
OG0005168	SMRG1_49810.1	EWB00_008745.1, EWB00_008745.2
OG0005170	SMRG1_44040.1, SMRG1_44040.2	EWB00_001568
OG0005172	SMRG1_52310.2, SMRG1_52310.1	EWB00_007762
OG0005174	SMRG1_87380.1, SMRG1_87380.2, SMRG1_87380.3	EWB00_005295
OG0005175	SMRG1_97130.1	EWB00_009984.1, EWB00_009984.2
OG0005177	SMRG1_78580.1	EWB00_007384
OG0005178	SMRG1_67270.1	EWB00_003969.1, EWB00_003969.2
OG0005179	SMRG1_84050.1, SMRG1_84050.2, SMRG1_84050.3	EWB00_001670
OG0005180	SMRG1_20730.1, SMRG1_20730.2	EWB00_006124.3, EWB00_006124.1, EWB00_006124.2
OG0005181	SMRG1_83120.1, SMRG1_83120.2	EWB00_001491
OG0005182	SMRG1_45970.1, SMRG1_45970.2	EWB00_004076.1, EWB00_004076.2
OG0005183	SMRG1_58770.1	EWB00_005179.1, EWB00_005179.2
OG0005184	SMRG1_60620.1	EWB00_007967
OG0005185	SMRG1_71620.1	EWB00_007368.1, EWB00_007368.2
OG0005186	SMRG1_64580.1	EWB00_008879
OG0005187	SMRG1_850.1	EWB00_005691.1, EWB00_005691.2
OG0005188	SMRG1_87830.1, SMRG1_87830.2	EWB00_008063, EWB00_008062
OG0005189	SMRG1_29080.3, SMRG1_29080.1, SMRG1_29080.2	EWB00_000635.1, EWB00_000635.2
OG0005190	SMRG1_74550.2, SMRG1_74550.1	EWB00_010934
OG0005192	SMRG1_77940.1, SMRG1_77940.2	EWB00_001410.1, EWB00_001410.2
OG0005193	SMRG1_82850.1	EWB00_003776.3, EWB00_003776.4, EWB00_003776.5, EWB00_003776.1, EWB00_003776.2
OG0005194	SMRG1_78620.1	EWB00_007388
OG0005195	SMRG1_36450.1	EWB00_004311.3
OG0005196	SMRG1_58560.1, SMRG1_58560.2	EWB00_003463.1, EWB00_003463.2, EWB00_003463.3
OG0005197	SMRG1_13900.1	EWB00_009350
OG0005198	SMRG1_47400.3, SMRG1_47400.1, SMRG1_47400.2	EWB00_002546
OG0005199	SMRG1_87820.1, SMRG1_87820.2	EWB00_008064.1, EWB00_008064.2
OG0005200	SMRG1_51170.1, SMRG1_51170.2, SMRG1_51170.3	EWB00_004410.1, EWB00_004410.2
OG0005201	SMRG1_83440.1, SMRG1_83440.2	EWB00_008786
OG0005202	SMRG1_25180.1, SMRG1_25180.2	EWB00_005228.1, EWB00_005228.2, EWB00_005228.3, EWB00_005228.4
OG0005203	SMRG1_40820.1, SMRG1_40820.2	EWB00_007817, EWB00_002830, EWB00_007819
OG0005204	SMRG1_15890.1	EWB00_003122
OG0005205	SMRG1_3590.2, SMRG1_3590.4, SMRG1_3590.1, SMRG1_3590.3	EWB00_009073
OG0005206	SMRG1_52900.1	EWB00_006804.1, EWB00_006804.2
OG0005207	SMRG1_83330.1	EWB00_008296
OG0005208	SMRG1_55340.1	EWB00_000753
OG0005210	SMRG1_17440.1, SMRG1_17440.2	EWB00_006530
OG0005211	SMRG1_55180.1	EWB00_002173.1, EWB00_002173.2
OG0005212	SMRG1_8120.1	EWB00_009094
OG0005213	SMRG1_83990.1	EWB00_009139.1, EWB00_009139.2
OG0005215	SMRG1_75580.1, SMRG1_75580.2	EWB00_001378.1, EWB00_001378.2, EWB00_001378.3
OG0005217	SMRG1_77330.1	EWB00_007268, EWB00_007269
OG0005218	SMRG1_89700.2, SMRG1_89700.1, SMRG1_89700.3	EWB00_001070.1, EWB00_001070.3, EWB00_001070.2
OG0005219	SMRG1_8420.1	EWB00_003078.1, EWB00_003078.2
OG0005220	SMRG1_4470.1	EWB00_000862, EWB00_000860
OG0005221	SMRG1_39120.1	EWB00_006206.3, EWB00_006206.5, EWB00_006206.1, EWB00_006206.4, EWB00_006206.2
OG0005222	SMRG1_1540.1	EWB00_010200.1, EWB00_010200.2
OG0005223	SMRG1_73090.1	EWB00_008342, EWB00_008343
OG0005224	SMRG1_70070.1, SMRG1_70070.2	EWB00_006257.3, EWB00_006257.1, EWB00_006257.2
OG0005225	SMRG1_29410.1	EWB00_009152, EWB00_009153
OG0005226	SMRG1_25190.1	EWB00_004211.3, EWB00_004211.2, EWB00_004211.4, EWB00_004211.1
OG0005227	SMRG1_7110.3, SMRG1_7110.1, SMRG1_7110.2	EWB00_004681
OG0005228	SMRG1_70040.1	EWB00_006259
OG0005229	SMRG1_1050.1	EWB00_005665
OG0005230	SMRG1_48450.1	EWB00_010768
OG0005231	SMRG1_44210.1	EWB00_000028
OG0005232	SMRG1_16810.1	EWB00_005435
OG0005233	SMRG1_20680.1	EWB00_008516.1, EWB00_008516.3, EWB00_008516.2
OG0005234	SMRG1_14680.1	EWB00_002362.1, EWB00_002362.2
OG0005235	SMRG1_20190.1, SMRG1_20200.1	EWB00_003504
OG0005236	SMRG1_89430.1	EWB00_003049.1, EWB00_003049.2
OG0005237	SMRG1_85420.1	EWB00_004489.1, EWB00_004489.2, EWB00_004489.3
OG0005238	SMRG1_34180.2, SMRG1_34180.1	EWB00_001780, EWB00_001783, EWB00_001784
OG0005240	SMRG1_64290.1	EWB00_010413.1, EWB00_010413.2
OG0005241	SMRG1_66380.1, SMRG1_66380.2	EWB00_010447.1, EWB00_010447.2, EWB00_010447.3
OG0005242	SMRG1_63860.2, SMRG1_63860.1, SMRG1_63860.3	EWB00_007117.2, EWB00_007117.1, EWB00_007117.3, EWB00_007117.4, EWB00_007117.5
OG0005243	SMRG1_68990.1	EWB00_010053
OG0005244	SMRG1_18120.1	EWB00_007642.1, EWB00_007642.2
OG0005246	SMRG1_41660.1	EWB00_007655
OG0005247	SMRG1_19280.1	EWB00_010313.1, EWB00_010313.2, EWB00_010313.3, EWB00_010313.4
OG0005248	SMRG1_69120.1	EWB00_010042
OG0005251	SMRG1_11660.1, SMRG1_11660.3, SMRG1_11660.2	EWB00_008324.3, EWB00_008324.4, EWB00_008324.1, EWB00_008324.5, EWB00_008324.2
OG0005252	SMRG1_80860.1	EWB00_003480
OG0005253	SMRG1_43000.1	EWB00_006407.1, EWB00_006407.2
OG0005256	SMRG1_83940.1	EWB00_007283
OG0005257	SMRG1_55520.2, SMRG1_55520.3, SMRG1_55520.4, SMRG1_55520.1	EWB00_011176
OG0005258	SMRG1_73380.1	EWB00_004971.1, EWB00_004971.2
OG0005259	SMRG1_75940.1, SMRG1_75940.2	EWB00_001186.1, EWB00_001186.2
OG0005260	SMRG1_76990.1	EWB00_010991.1, EWB00_010991.2, EWB00_010991.3
OG0005262	SMRG1_68410.1, SMRG1_68430.1	EWB00_006250, EWB00_006251
OG0005263	SMRG1_23270.2, SMRG1_23270.3, SMRG1_23270.1	EWB00_001535.4, EWB00_001535.1, EWB00_001535.2, EWB00_001535.3
OG0005264	SMRG1_30250.8, SMRG1_30250.9, SMRG1_30250.3, SMRG1_30250.4, SMRG1_30250.7, SMRG1_30250.5, SMRG1_30250.6, SMRG1_30250.1, SMRG1_30250.2	EWB00_005997
OG0005265	SMRG1_27400.1	EWB00_003881, EWB00_002847.1, EWB00_002847.2
OG0005266	SMRG1_23290.1, SMRG1_23290.2	EWB00_001537
OG0005267	SMRG1_23070.1, SMRG1_23070.2, SMRG1_23070.3	EWB00_007539.1, EWB00_007539.2, EWB00_007539.3
OG0005268	SMRG1_41800.1	EWB00_004722
OG0005269	SMRG1_35970.1, SMRG1_35980.1	EWB00_004254, EWB00_004255
OG0005271	SMRG1_4080.1	EWB00_004840.1, EWB00_004840.2, EWB00_004840.3
OG0005275	SMRG1_65160.1, SMRG1_65170.1	EWB00_009901
OG0005283	SMRG1_88870.1	EWB00_000731
OG0005284	SMRG1_75440.1	EWB00_001394
OG0005286	SMRG1_29680.1, SMRG1_29680.2	EWB00_006053
OG0005287	SMRG1_11060.1	EWB00_009406
OG0005288	SMRG1_50720.2, SMRG1_50720.1	EWB00_005356
OG0005289	SMRG1_48610.1	EWB00_010750
OG0005290	SMRG1_42210.1	EWB00_005734
OG0005291	SMRG1_41790.1	EWB00_004720, EWB00_004721
OG0005292	SMRG1_44820.1	EWB00_001007
OG0005293	SMRG1_60760.1	EWB00_007956.1, EWB00_007956.2
OG0005294	SMRG1_56980.1	EWB00_003564
OG0005295	SMRG1_57560.1	EWB00_005156
OG0005296	SMRG1_44850.1, SMRG1_44850.2	EWB00_001012
OG0005297	SMRG1_83420.1	EWB00_008790
OG0005298	SMRG1_42640.1	EWB00_002794
OG0005299	SMRG1_80110.1	EWB00_002250
OG0005301	SMRG1_72070.1, SMRG1_72070.2	EWB00_006089
OG0005302	SMRG1_19000.1	EWB00_010358.1, EWB00_010358.2
OG0005303	SMRG1_56060.1	EWB00_003793
OG0005304	SMRG1_89610.1, SMRG1_89610.3, SMRG1_89610.2	EWB00_004456.1, EWB00_004456.2
OG0005305	SMRG1_36970.1	EWB00_004359.1, EWB00_004359.2
OG0005306	SMRG1_17300.1	EWB00_006549
OG0005307	SMRG1_39290.1	EWB00_006192.3, EWB00_006192.1, EWB00_006192.2
OG0005309	SMRG1_24840.1, SMRG1_24840.2	EWB00_001117
OG0005310	SMRG1_810.1, SMRG1_810.2	EWB00_005694.1, EWB00_005694.2
OG0005312	SMRG1_30970.1, SMRG1_30970.2	EWB00_004133.1, EWB00_004133.2
OG0005313	SMRG1_23550.1	EWB00_007082.1, EWB00_007082.2
OG0005314	SMRG1_19890.1	EWB00_002498.1, EWB00_002498.3, EWB00_002498.2
OG0005315	SMRG1_58160.1, SMRG1_58160.2	EWB00_011227
OG0005316	SMRG1_83350.1, SMRG1_83350.2	EWB00_008293
OG0005317	SMRG1_61140.1	EWB00_003869.1, EWB00_003869.2
OG0005318	SMRG1_29330.1	EWB00_009117
OG0005319	SMRG1_63120.1, SMRG1_63120.2	EWB00_009573
OG0005321	SMRG1_71320.1	EWB00_002776
OG0005323	SMRG1_28450.1	EWB00_000093.4, EWB00_000093.6, EWB00_000093.5, EWB00_000093.3, EWB00_000093.2, EWB00_000093.1
OG0005324	SMRG1_39510.1, SMRG1_39510.2	EWB00_006164
OG0005325	SMRG1_31400.1	EWB00_004621.1, EWB00_004621.2
OG0005326	SMRG1_7250.1, SMRG1_7250.2	EWB00_002099
OG0005327	SMRG1_16390.1	EWB00_005475
OG0005328	SMRG1_62720.1, SMRG1_62720.2	EWB00_008692.1, EWB00_008692.2
OG0005329	SMRG1_15940.1	EWB00_002469
OG0005331	SMRG1_89940.1	EWB00_001974
OG0005332	SMRG1_91070.1	EWB00_001899.1, EWB00_001899.2, EWB00_001899.3, EWB00_001899.4
OG0005333	SMRG1_21520.1	EWB00_005753.1, EWB00_005753.2
OG0005334	SMRG1_14320.1, SMRG1_14320.2	EWB00_004171.1, EWB00_004171.2, EWB00_004171.3
OG0005336	SMRG1_12150.1	EWB00_007694
OG0005337	SMRG1_24350.1, SMRG1_24350.2	EWB00_006994
OG0005338	SMRG1_49720.1	EWB00_008736.3, EWB00_008736.2, EWB00_008736.1
OG0005339	SMRG1_57000.1	EWB00_003566
OG0005340	SMRG1_91980.1	EWB00_000336
OG0005341	SMRG1_14630.1, SMRG1_14630.2	EWB00_002354
OG0005342	SMRG1_96500.1	EWB00_005857, EWB00_005854.1, EWB00_005854.2
OG0005343	SMRG1_78890.1	EWB00_001224
OG0005344	SMRG1_78290.1	EWB00_004563.1, EWB00_004563.2
OG0005345	SMRG1_38700.1, SMRG1_38700.2	EWB00_009544
OG0005346	SMRG1_9930.1	EWB00_008463
OG0005347	SMRG1_66220.1	EWB00_010475.1, EWB00_010475.2
OG0005349	SMRG1_1380.1	EWB00_010242
OG0005351	SMRG1_52950.1, SMRG1_52950.2	EWB00_006796, EWB00_006797
OG0005352	SMRG1_2230.1	EWB00_004244.2, EWB00_004244.3, EWB00_004244.1, EWB00_004244.4
OG0005353	SMRG1_93980.1	EWB00_007434.2, EWB00_007434.1
OG0005354	SMRG1_35290.1	EWB00_004755.1, EWB00_004755.2, EWB00_004755.3
OG0005355	SMRG1_39560.1	EWB00_006157.1, EWB00_006157.2
OG0005356	SMRG1_69370.1	EWB00_008917
OG0005357	SMRG1_73160.3, SMRG1_73160.2, SMRG1_73160.1, SMRG1_73160.4	EWB00_008346
OG0005358	SMRG1_46250.1	EWB00_003631
OG0005359	SMRG1_18730.1	EWB00_008817
