Orthogroup	schistosoma_margrebowiei	opisthorchis_viverrini
OG0005731	SMRG1_82480.1	T265_02245
OG0005732	SMRG1_27520.1	T265_10389, T265_16193
OG0005733	SMRG1_24230.1	T265_05681
OG0005734	SMRG1_43780.1, SMRG1_43780.2	T265_15232
OG0005735	SMRG1_93340.1, SMRG1_93370.1	T265_11765
OG0005736	SMRG1_70600.1	T265_12755
OG0005737	SMRG1_64280.1, SMRG1_64280.2	T265_00624, T265_02522
OG0005738	SMRG1_4630.1	T265_11159, T265_16149
OG0005739	SMRG1_29880.1	T265_01925
OG0005740	SMRG1_79940.1, SMRG1_79940.2	T265_13120
OG0005741	SMRG1_87420.1	T265_04882
OG0005742	SMRG1_33520.3, SMRG1_33520.5, SMRG1_33520.2, SMRG1_33520.4, SMRG1_33520.1	T265_13047
OG0005743	SMRG1_15920.1	T265_03071
OG0005744	SMRG1_15680.1	T265_10649
OG0005745	SMRG1_63800.1, SMRG1_63800.2	T265_03355
OG0005746	SMRG1_29350.1	T265_02952
OG0005747	SMRG1_45180.1	T265_04470, T265_08799
OG0005748	SMRG1_87190.1, SMRG1_87190.2	T265_13853
OG0005749	SMRG1_61010.1	T265_00632
OG0005750	SMRG1_97200.1, SMRG1_97200.2	T265_15268
OG0005751	SMRG1_34270.1	T265_07039
OG0005753	SMRG1_80660.1	T265_05928, T265_00174, T265_02962
OG0005754	SMRG1_88830.1, SMRG1_88830.2, SMRG1_88830.3	T265_01370
OG0005755	SMRG1_25230.1	T265_13833
OG0005756	SMRG1_27810.1	T265_09096
OG0005758	SMRG1_71420.1, SMRG1_71430.1	T265_15767
OG0005760	SMRG1_48780.1	T265_13006
OG0005761	SMRG1_24010.1, SMRG1_24010.2	T265_05973
OG0005762	SMRG1_62350.1, SMRG1_62350.2	T265_06999, T265_15869
OG0005763	SMRG1_92840.1	T265_14562
OG0005764	SMRG1_65610.1, SMRG1_65610.2	T265_01401
OG0005765	SMRG1_25900.1	T265_02549
OG0005766	SMRG1_85800.1	T265_07109
OG0005767	SMRG1_81080.1	T265_05293
OG0005768	SMRG1_32130.1	T265_15039
OG0005769	SMRG1_13500.1	T265_04564
OG0005770	SMRG1_41360.1	T265_08813
OG0005771	SMRG1_53530.1, SMRG1_53530.2	T265_02692
OG0005772	SMRG1_82640.1	T265_11297
OG0005773	SMRG1_70330.1	T265_07555
OG0005774	SMRG1_66640.1	T265_00539
OG0005775	SMRG1_42600.1	T265_10318
OG0005776	SMRG1_88000.1	T265_05775
OG0005777	SMRG1_42850.1	T265_05076
OG0005778	SMRG1_69910.1, SMRG1_69910.2	T265_11844
OG0005779	SMRG1_69330.1	T265_02003
OG0005780	SMRG1_94560.1	T265_14551
OG0005782	SMRG1_44490.1	T265_14704
OG0005783	SMRG1_89680.1, SMRG1_89680.2	T265_00399
OG0005784	SMRG1_92430.1	T265_07736
OG0005786	SMRG1_13680.1	T265_04169
OG0005788	SMRG1_11860.1	T265_03214, T265_13190
OG0005790	SMRG1_71030.1	T265_09946
OG0005791	SMRG1_44760.1	T265_05057
OG0005792	SMRG1_3520.1, SMRG1_3520.2	T265_05239
OG0005793	SMRG1_6450.1, SMRG1_6450.2	T265_09807
OG0005794	SMRG1_4060.1	T265_07563
OG0005795	SMRG1_97090.1	T265_08753
OG0005796	SMRG1_4820.1, SMRG1_4820.2	T265_09148
OG0005797	SMRG1_96560.1	T265_04637
OG0005798	SMRG1_71970.1	T265_03990
OG0005799	SMRG1_21300.1, SMRG1_21300.2	T265_03670
OG0005800	SMRG1_84110.1	T265_07697
OG0005801	SMRG1_14850.1	T265_02096, T265_02093
OG0005802	SMRG1_76580.1	T265_02201
OG0005803	SMRG1_58590.1	T265_00647
OG0005804	SMRG1_93870.1	T265_05300
OG0005805	SMRG1_70670.1, SMRG1_70670.2	T265_11376
OG0005806	SMRG1_83030.1	T265_01699
OG0005807	SMRG1_80540.1, SMRG1_80620.1, SMRG1_80620.2, SMRG1_80630.1, SMRG1_80580.1	T265_10239
OG0005808	SMRG1_39440.1	T265_02555
OG0005809	SMRG1_29030.1	T265_10830
OG0005810	SMRG1_88570.1	T265_03823
OG0005811	SMRG1_12680.1, SMRG1_12680.2	T265_03204
OG0005812	SMRG1_40040.1	T265_08980
OG0005813	SMRG1_71250.1	T265_13063
OG0005814	SMRG1_14110.1	T265_09505
OG0005815	SMRG1_65910.1	T265_00587
OG0005816	SMRG1_12910.1	T265_06483
OG0005817	SMRG1_30930.1	T265_06231
OG0005818	SMRG1_91130.1, SMRG1_91130.2, SMRG1_91130.3	T265_13477
OG0005819	SMRG1_53300.1	T265_07650
OG0005820	SMRG1_63290.1, SMRG1_63290.2	T265_14348
OG0005821	SMRG1_96970.1	T265_15489
OG0005822	SMRG1_27840.1	T265_10836, T265_15798
OG0005823	SMRG1_40460.1	T265_03645
OG0005824	SMRG1_27050.1	T265_13768
OG0005825	SMRG1_28290.1	T265_09263
OG0005826	SMRG1_63080.1, SMRG1_63080.2, SMRG1_63080.3	T265_15546, T265_15547
OG0005827	SMRG1_46470.3, SMRG1_46470.1, SMRG1_46470.2	T265_00477
OG0005829	SMRG1_61730.1	T265_07019
OG0005832	SMRG1_36550.1	T265_03487
OG0005834	SMRG1_84670.1	T265_09549, T265_09550
OG0005835	SMRG1_63840.1	T265_02951, T265_02950, T265_12725
OG0005836	SMRG1_83960.1	T265_01708
OG0005837	SMRG1_93200.1	T265_01193
OG0005839	SMRG1_25990.1	T265_06242
OG0005840	SMRG1_87120.1	T265_11601
OG0005841	SMRG1_13540.1, SMRG1_13540.2	T265_08033
OG0005842	SMRG1_51350.1	T265_03836, T265_15281
OG0005843	SMRG1_20770.2, SMRG1_20770.1	T265_10763
OG0005844	SMRG1_11500.1	T265_14602
OG0005846	SMRG1_34370.1	T265_07312
OG0005847	SMRG1_97520.1, SMRG1_97520.2	T265_13750
OG0005848	SMRG1_53640.1, SMRG1_53640.2	T265_06770
OG0005849	SMRG1_97570.1	T265_11650
OG0005851	SMRG1_57270.1	T265_13104
OG0005852	SMRG1_30380.1, SMRG1_30380.2	T265_08633
OG0005853	SMRG1_76980.1	T265_02224
OG0005854	SMRG1_79120.1	T265_13860
OG0005855	SMRG1_37650.1	T265_08314
OG0005856	SMRG1_87070.1	T265_03805
OG0005857	SMRG1_67470.1	T265_00601
OG0005858	SMRG1_85580.1	T265_01866, T265_15149
OG0005859	SMRG1_17730.1	T265_08046
OG0005862	SMRG1_42860.1	T265_05077
OG0005863	SMRG1_48950.1, SMRG1_48960.1	T265_12761
OG0005864	SMRG1_22120.1	T265_12652
OG0005865	SMRG1_20300.1, SMRG1_20300.2, SMRG1_20300.3, SMRG1_20300.4, SMRG1_20300.5	T265_13793
OG0005866	SMRG1_72690.1, SMRG1_72690.2, SMRG1_72690.3, SMRG1_72690.4, SMRG1_72690.5	T265_01265
OG0005867	SMRG1_28640.1	T265_14730
OG0005869	SMRG1_94270.1	T265_02080
OG0005870	SMRG1_24290.1	T265_01028
OG0005871	SMRG1_78980.1	T265_02838
OG0005892	SMRG1_37560.1, SMRG1_37560.2	T265_02810
OG0005893	SMRG1_39310.3, SMRG1_39310.6, SMRG1_39310.7, SMRG1_39310.8, SMRG1_39310.9, SMRG1_39310.1, SMRG1_39310.2, SMRG1_39310.4, SMRG1_39310.5	T265_14649
OG0005895	SMRG1_95120.1	T265_02067, T265_12917
OG0005896	SMRG1_41020.1, SMRG1_41020.2, SMRG1_41020.3	T265_11094
OG0005897	SMRG1_94940.1	T265_07974
OG0005898	SMRG1_44010.1, SMRG1_44010.2	T265_12230
OG0005899	SMRG1_94980.1	T265_04845
OG0005900	SMRG1_31460.1	T265_00709
OG0005901	SMRG1_61120.1	T265_00638
OG0005902	SMRG1_7290.1	T265_00941, T265_02464
OG0005904	SMRG1_23700.1	T265_11372
OG0005905	SMRG1_68350.1	T265_03164
OG0005907	SMRG1_41690.1, SMRG1_41690.2	T265_15495
OG0005908	SMRG1_39740.1	T265_02581
OG0005909	SMRG1_13850.1	T265_06412, T265_11442
OG0005910	SMRG1_76850.1	T265_09944
OG0005911	SMRG1_96400.1	T265_04810
OG0005912	SMRG1_96220.1	T265_04624
OG0005913	SMRG1_90200.1	T265_10498
OG0005914	SMRG1_76480.1	T265_06765
OG0005915	SMRG1_7980.1	T265_08170
OG0005916	SMRG1_16240.1	T265_06691
OG0005917	SMRG1_65950.1	T265_15562
OG0005918	SMRG1_33420.1	T265_08551
OG0005919	SMRG1_21570.1	T265_11164, T265_11165
OG0005920	SMRG1_2710.1	T265_00251
OG0005921	SMRG1_68580.1	T265_00660
OG0005922	SMRG1_20090.1, SMRG1_20090.2, SMRG1_20090.4, SMRG1_20090.3	T265_03683
OG0005923	SMRG1_29380.1	T265_09100
OG0005924	SMRG1_16020.1	T265_11578, T265_15466
OG0005925	SMRG1_71000.1	T265_01965
OG0005926	SMRG1_62430.1, SMRG1_62430.2	T265_06075
OG0005927	SMRG1_26530.1	T265_07474
OG0005928	SMRG1_69590.1	T265_03910
OG0005929	SMRG1_62040.1	T265_14813
OG0005930	SMRG1_80160.1	T265_01780
OG0005931	SMRG1_73510.1	T265_00432
OG0005932	SMRG1_1990.1	T265_15964, T265_08949
OG0005934	SMRG1_19760.1	T265_13965
OG0005935	SMRG1_32160.1	T265_11727
OG0005936	SMRG1_59420.1	T265_13176
OG0005937	SMRG1_90430.1	T265_07301
OG0005938	SMRG1_73410.1	T265_12945
OG0005943	SMRG1_14300.1	T265_00991
OG0005944	SMRG1_60810.1, SMRG1_60810.2	T265_11797
OG0005945	SMRG1_2660.1	T265_03036
OG0005946	SMRG1_20700.1, SMRG1_20700.2	T265_10157
OG0005947	SMRG1_13560.1	T265_09064
OG0005948	SMRG1_35260.1	T265_03363, T265_07624
OG0005950	SMRG1_50680.1	T265_12502
OG0005951	SMRG1_6120.1, SMRG1_6120.2	T265_09940
OG0005952	SMRG1_83230.1	T265_10288
OG0005953	SMRG1_69360.1, SMRG1_69360.2, SMRG1_69360.3, SMRG1_69360.4	T265_10746
OG0005954	SMRG1_19990.1	T265_10033
OG0005955	SMRG1_92440.1	T265_07740
OG0005956	SMRG1_30570.1	T265_04335
OG0005957	SMRG1_24070.1, SMRG1_24090.1	T265_08557
OG0005958	SMRG1_74790.1	T265_06746
OG0005959	SMRG1_39330.1	T265_05366
OG0005960	SMRG1_86150.1	T265_05528
OG0005961	SMRG1_69440.1, SMRG1_69440.2	T265_14951
OG0005962	SMRG1_93940.1	T265_06637
OG0005963	SMRG1_62990.1	T265_10304, T265_14365, T265_15108
OG0005964	SMRG1_32220.1	T265_10711
OG0005965	SMRG1_21160.1	T265_02267
OG0005966	SMRG1_88540.1	T265_10363
OG0005967	SMRG1_73570.1	T265_09028
OG0005968	SMRG1_13090.1, SMRG1_13090.2	T265_03223
OG0005969	SMRG1_43590.1	T265_01484
OG0005970	SMRG1_21760.1	T265_00871
OG0005971	SMRG1_25850.1	T265_05686
OG0005973	SMRG1_44540.1	T265_06386
OG0005974	SMRG1_21980.2, SMRG1_21980.1	T265_06188
OG0005975	SMRG1_72090.1	T265_14775
OG0005976	SMRG1_30820.1	T265_14316
OG0005977	SMRG1_52590.1	T265_12538
OG0005978	SMRG1_87320.1, SMRG1_87320.2	T265_13761
OG0005980	SMRG1_56930.1	T265_05285
OG0005981	SMRG1_94460.1	T265_15772
OG0005982	SMRG1_65250.1	T265_00605, T265_00606
OG0005983	SMRG1_49160.1	T265_07434
OG0005984	SMRG1_66140.1	T265_00666
OG0005985	SMRG1_28150.1	T265_08574
OG0005986	SMRG1_21320.1, SMRG1_21320.2	T265_03423
OG0005988	SMRG1_97180.1	T265_15461
OG0005989	SMRG1_82270.1, SMRG1_82270.2, SMRG1_82270.3	T265_14833
OG0005990	SMRG1_56910.1, SMRG1_56910.2	T265_00349
OG0005991	SMRG1_54760.1	T265_14289
OG0005992	SMRG1_47920.1	T265_03305
OG0005993	SMRG1_78390.1	T265_05906
OG0005994	SMRG1_54290.1	T265_01234
OG0005995	SMRG1_71200.1	T265_00455
OG0005996	SMRG1_18760.1	T265_00840
OG0005998	SMRG1_48580.1	T265_03564
OG0005999	SMRG1_80480.1	T265_12854
OG0006000	SMRG1_11820.1	T265_08532
OG0006001	SMRG1_88900.1	T265_07451
OG0006002	SMRG1_52500.3, SMRG1_52500.1, SMRG1_52500.2	T265_13469
OG0006003	SMRG1_34570.1	T265_12071, T265_04787
OG0006004	SMRG1_50410.1	T265_13739
OG0006005	SMRG1_73720.1	T265_15287
OG0006006	SMRG1_47040.1	T265_02947
OG0006007	SMRG1_21090.1, SMRG1_21090.2	T265_13795
OG0006008	SMRG1_71560.1	T265_00318
OG0006009	SMRG1_83600.1	T265_12041, T265_15230
OG0006010	SMRG1_82950.1	T265_01682
OG0006011	SMRG1_65650.1	T265_00506
OG0006012	SMRG1_66900.1, SMRG1_66900.2	T265_08137
OG0006013	SMRG1_21820.1	T265_15196
OG0006014	SMRG1_75060.1	T265_02209
OG0006015	SMRG1_75670.1	T265_01224
OG0006016	SMRG1_79760.1	T265_00151
OG0006017	SMRG1_79790.1	T265_00153
OG0006018	SMRG1_90240.1, SMRG1_90240.2	T265_05377
OG0006019	SMRG1_86090.1	T265_07921, T265_12602
OG0006021	SMRG1_76680.1	T265_05821
OG0006022	SMRG1_62580.1	T265_02028
OG0006023	SMRG1_16550.1	T265_00867
OG0006024	SMRG1_47720.1, SMRG1_47720.2, SMRG1_47720.3, SMRG1_47720.4	T265_12539
OG0006026	SMRG1_780.1	T265_09387
OG0006027	SMRG1_24820.1	T265_02114
OG0006028	SMRG1_50190.1, SMRG1_50190.2	T265_06858
OG0006029	SMRG1_56710.1	T265_03845
OG0006030	SMRG1_34460.1	T265_07048, T265_16154
OG0006031	SMRG1_18690.1, SMRG1_18690.2, SMRG1_18690.3	T265_05494
OG0006032	SMRG1_9840.1, SMRG1_9840.2	T265_14178
OG0006033	SMRG1_41410.1	T265_09128
OG0006034	SMRG1_43790.1	T265_10670
OG0006035	SMRG1_56650.1	T265_01354
OG0006037	SMRG1_84910.1	T265_11799
OG0006038	SMRG1_43740.1	T265_01505
OG0006039	SMRG1_51560.1	T265_00295
OG0006040	SMRG1_57810.1, SMRG1_58050.1	T265_08498
OG0006043	SMRG1_16760.1	T265_08369
OG0006044	SMRG1_69080.1	T265_10305
OG0006045	SMRG1_36220.1, SMRG1_36220.2, SMRG1_36220.3	T265_04338
OG0006046	SMRG1_12570.1, SMRG1_12570.2	T265_08037
OG0006047	SMRG1_33530.1	T265_05746
OG0006048	SMRG1_7680.1	T265_14751
OG0006049	SMRG1_40780.1	T265_06032
OG0006050	SMRG1_62030.1	T265_01164
OG0006051	SMRG1_6760.1, SMRG1_6760.2	T265_13008
OG0006052	SMRG1_73430.1	T265_01643, T265_12947
OG0006053	SMRG1_68190.1	T265_12566
OG0006054	SMRG1_64400.1	T265_14672
OG0006055	SMRG1_4500.1	T265_01190
OG0006056	SMRG1_14470.1	T265_09364
OG0006058	SMRG1_17200.1	T265_01441
OG0006059	SMRG1_73320.1	T265_04869
OG0006060	SMRG1_3200.2, SMRG1_3200.3, SMRG1_3200.1	T265_13511
OG0006061	SMRG1_85990.1, SMRG1_85990.2	T265_01621
OG0006062	SMRG1_35850.1	T265_04461
OG0006063	SMRG1_45460.1	T265_09923
OG0006066	SMRG1_8840.1	T265_07753
OG0006067	SMRG1_43600.1	T265_01485
OG0006068	SMRG1_41240.1	T265_12800
OG0006069	SMRG1_34280.1	T265_00728, T265_16346
OG0006070	SMRG1_67020.1	T265_15112
OG0006071	SMRG1_77290.1	T265_02929
OG0006072	SMRG1_83850.1	T265_10623
OG0006073	SMRG1_53290.1, SMRG1_53290.2	T265_06995
OG0006074	SMRG1_92230.1	T265_07348
OG0006075	SMRG1_25840.1	T265_11346
OG0006076	SMRG1_51550.1	T265_00294
OG0006077	SMRG1_42110.1	T265_04114
OG0006079	SMRG1_52410.1	T265_02701
OG0006080	SMRG1_32760.1, SMRG1_32770.1	T265_13358
OG0006081	SMRG1_680.1	T265_09866
OG0006082	SMRG1_41940.1	T265_07611
OG0006083	SMRG1_84460.1, SMRG1_84460.2	T265_02310
OG0006085	SMRG1_73900.1	T265_04853
OG0006086	SMRG1_24450.1, SMRG1_24450.2	T265_09099
OG0006087	SMRG1_39130.1	T265_08017
OG0006088	SMRG1_72220.1	T265_00027
OG0006090	SMRG1_92730.1	T265_13855
OG0006091	SMRG1_80870.1	T265_12290, T265_15429
OG0006092	SMRG1_13270.1	T265_01843
OG0006093	SMRG1_55460.1	T265_01206
OG0006094	SMRG1_51790.1	T265_12458
OG0006095	SMRG1_82740.1	T265_07126
OG0006096	SMRG1_16200.1	T265_06953
OG0006097	SMRG1_77280.1	T265_07749
OG0006098	SMRG1_25370.1, SMRG1_25370.2, SMRG1_25370.3	T265_10302
OG0006099	SMRG1_7000.1	T265_13774
OG0006100	SMRG1_17840.1, SMRG1_17840.2	T265_00893
OG0006101	SMRG1_37500.1	T265_06530
OG0006102	SMRG1_78610.1	T265_03871
OG0006103	SMRG1_38090.1	T265_08234
OG0006104	SMRG1_67290.1	T265_07156
OG0006105	SMRG1_82620.1	T265_02379
OG0006106	SMRG1_60920.1	T265_14363, T265_16286
OG0006107	SMRG1_74850.1	T265_04785
OG0006108	SMRG1_84540.1	T265_10524
OG0006109	SMRG1_70830.1	T265_12532
OG0006110	SMRG1_91440.1	T265_04314
OG0006111	SMRG1_1820.1, SMRG1_1820.2	T265_08178
OG0006112	SMRG1_88890.1	T265_08901
OG0006113	SMRG1_3580.1	T265_09557
OG0006114	SMRG1_95060.1, SMRG1_95060.2	T265_13613
OG0006115	SMRG1_27230.1	T265_11567
OG0006116	SMRG1_47990.1	T265_03865
OG0006117	SMRG1_56840.1	T265_00135
OG0006120	SMRG1_42700.1	T265_07064
OG0006121	SMRG1_21880.1	T265_15292
OG0006122	SMRG1_29640.1	T265_00758
OG0006123	SMRG1_60510.1	T265_01160
OG0006124	SMRG1_66120.2, SMRG1_66120.1	T265_08959, T265_11073
OG0006127	SMRG1_43400.1	T265_03470
OG0006128	SMRG1_37160.1	T265_04746
OG0006129	SMRG1_13000.1	T265_03091, T265_03090
OG0006130	SMRG1_28130.1	T265_08572
OG0006131	SMRG1_63600.1	T265_01167
OG0006132	SMRG1_52130.1	T265_00097
OG0006133	SMRG1_69000.1	T265_13035
OG0006134	SMRG1_19870.1	T265_06562
OG0006135	SMRG1_1760.1	T265_01602
OG0006136	SMRG1_77340.1	T265_10637
OG0006139	SMRG1_12770.1	T265_06487
OG0006140	SMRG1_74000.2, SMRG1_74000.1	T265_12439
OG0006141	SMRG1_30750.1	T265_03619
OG0006143	SMRG1_16420.1	T265_15582
OG0006144	SMRG1_59810.1	T265_13033
OG0006145	SMRG1_38900.1	T265_04145
OG0006146	SMRG1_78480.1	T265_16067
OG0006147	SMRG1_89330.1	T265_09593
OG0006148	SMRG1_68840.1	T265_12467, T265_12466
OG0006149	SMRG1_6920.1	T265_03687
OG0006150	SMRG1_31820.1	T265_08342
OG0006151	SMRG1_41860.1, SMRG1_41860.2	T265_04465
OG0006153	SMRG1_60360.1, SMRG1_60360.2, SMRG1_60360.3	T265_15142
OG0006154	SMRG1_87150.1, SMRG1_87150.2	T265_08894
OG0006155	SMRG1_19360.1, SMRG1_19360.2	T265_10165
OG0006156	SMRG1_77360.1, SMRG1_77360.2	T265_03960
OG0006157	SMRG1_45260.1	T265_07598
OG0006158	SMRG1_20910.1, SMRG1_20910.2, SMRG1_20910.4, SMRG1_20910.3	T265_15372
OG0006159	SMRG1_23520.2, SMRG1_23520.3, SMRG1_23520.1	T265_01099
OG0006160	SMRG1_16100.1, SMRG1_16100.2	T265_04379
OG0006161	SMRG1_85900.1	T265_00754, T265_04662
OG0006162	SMRG1_18420.1	T265_03680
OG0006163	SMRG1_540.1	T265_09146
OG0006164	SMRG1_1450.1	T265_00257
OG0006165	SMRG1_71040.1, SMRG1_71040.2	T265_12640
OG0006166	SMRG1_48080.1, SMRG1_48080.2	T265_03856
OG0006167	SMRG1_82540.1	T265_01644, T265_12127
OG0006168	SMRG1_91520.1	T265_09199
OG0006170	SMRG1_12920.1, SMRG1_12920.2	T265_06485
OG0006171	SMRG1_3740.1	T265_14923
OG0006172	SMRG1_44320.1	T265_04755
OG0006173	SMRG1_20560.1	T265_12668
OG0006174	SMRG1_18750.1	T265_11215
OG0006175	SMRG1_88660.1	T265_04330
OG0006177	SMRG1_88320.1	T265_04160
OG0006178	SMRG1_87860.1	T265_09140
OG0006180	SMRG1_52050.1, SMRG1_52050.2	T265_00291, T265_08122
OG0006181	SMRG1_79740.1	T265_14229
OG0006182	SMRG1_32570.1	T265_10119
OG0006186	SMRG1_94140.1, SMRG1_94140.2	T265_07077
OG0006187	SMRG1_43240.1	T265_04136
OG0006188	SMRG1_43290.1	T265_11536
OG0006225	SMRG1_67310.1	T265_04195
OG0006226	SMRG1_9830.1	T265_06962
OG0006227	SMRG1_11010.1	T265_05575
OG0006228	SMRG1_26410.1	T265_06400
OG0006229	SMRG1_15380.1	T265_11944, T265_12321
OG0006230	SMRG1_94610.1	T265_08353
OG0006231	SMRG1_40860.1	T265_05886
OG0006234	SMRG1_13530.1, SMRG1_13530.2	T265_07777
OG0006235	SMRG1_25780.1, SMRG1_25780.2	T265_13669
OG0006236	SMRG1_69100.1, SMRG1_69100.2	T265_00536
OG0006237	SMRG1_40330.1, SMRG1_40390.1	T265_02604
OG0006238	SMRG1_31700.1, SMRG1_31700.2	T265_04894
OG0006239	SMRG1_77710.1	T265_05714
OG0006241	SMRG1_56440.1, SMRG1_56440.2	T265_00315
OG0006242	SMRG1_14520.1	T265_11186
OG0006243	SMRG1_44340.1	T265_13406
OG0006245	SMRG1_55830.1	T265_13952
OG0006246	SMRG1_81650.1	T265_12114
OG0006247	SMRG1_90190.1	T265_10497
OG0006248	SMRG1_92110.1	T265_09974, T265_09975
OG0006249	SMRG1_46430.1	T265_12552
OG0006250	SMRG1_33090.1	T265_08806
OG0006251	SMRG1_15900.1	T265_04439
OG0006252	SMRG1_34600.1	T265_03818
OG0006253	SMRG1_90480.1	T265_09495
OG0006254	SMRG1_2050.1	T265_10255
OG0006255	SMRG1_36000.1	T265_12577
OG0006256	SMRG1_40030.1	T265_11234
OG0006257	SMRG1_95190.1	T265_09703
OG0006258	SMRG1_67600.1	T265_12589
OG0006259	SMRG1_90380.1	T265_14257
OG0006260	SMRG1_23910.1	T265_06942, T265_06943
OG0006261	SMRG1_77150.1	T265_00088, T265_00089
OG0006262	SMRG1_69460.1, SMRG1_69460.2	T265_09323
OG0006264	SMRG1_78230.1	T265_15190
OG0006265	SMRG1_22840.1	T265_01075
OG0006266	SMRG1_51330.1	T265_05275
OG0006267	SMRG1_40950.1	T265_14701
OG0006269	SMRG1_48970.1	T265_08086
OG0006270	SMRG1_15930.1	T265_15004
OG0006272	SMRG1_9290.1	T265_08414
OG0006273	SMRG1_44690.1	T265_04110
OG0006274	SMRG1_45770.1	T265_07067, T265_16046, T265_05062, T265_07066
OG0006275	SMRG1_81010.1	T265_14969
OG0006276	SMRG1_86690.1, SMRG1_86690.2	T265_07118
OG0006277	SMRG1_44360.1	T265_13414
OG0006278	SMRG1_85430.1	T265_02316, T265_15671
OG0006279	SMRG1_40210.1	T265_14327
OG0006280	SMRG1_11440.1	T265_09871
OG0006281	SMRG1_32450.1	T265_15811
OG0006282	SMRG1_78300.1, SMRG1_78300.2	T265_11224
OG0006283	SMRG1_41760.1, SMRG1_41760.2	T265_05049
OG0006284	SMRG1_72950.1	T265_02188
OG0006285	SMRG1_54780.1	T265_00313
OG0006286	SMRG1_63160.1, SMRG1_63160.2, SMRG1_63160.3	T265_00546
OG0006288	SMRG1_74620.1	T265_00770
OG0006289	SMRG1_78180.1	T265_14976
OG0006290	SMRG1_65330.1	T265_03916
OG0006291	SMRG1_62270.1	T265_08125
OG0006292	SMRG1_69650.1, SMRG1_69650.2	T265_00669
OG0006293	SMRG1_97280.1	T265_08152
OG0006294	SMRG1_24680.1	T265_09717
OG0006295	SMRG1_96330.1, SMRG1_96330.2	T265_11139
OG0006296	SMRG1_41100.1	T265_09675
OG0006299	SMRG1_2080.1	T265_09982, T265_06697
OG0006300	SMRG1_8960.1	T265_12045
OG0006302	SMRG1_55090.1	T265_07637
OG0006303	SMRG1_410.1	T265_14450
OG0006304	SMRG1_49890.1	T265_00048
OG0006306	SMRG1_17330.1	T265_09242
OG0006307	SMRG1_35490.1, SMRG1_35490.2	T265_09818
OG0006308	SMRG1_73800.1	T265_14763
OG0006309	SMRG1_79210.1	T265_15194
OG0006310	SMRG1_6050.1, SMRG1_6050.2	T265_03045
OG0006311	SMRG1_89760.1	T265_04307
OG0006312	SMRG1_78090.1	T265_02160
OG0006313	SMRG1_76590.1	T265_13064
OG0006314	SMRG1_72580.1	T265_02327
OG0006315	SMRG1_93970.1	T265_02744
OG0006316	SMRG1_69670.1	T265_10726
OG0006317	SMRG1_50690.1	T265_00104
OG0006318	SMRG1_50950.1	T265_06847
OG0006319	SMRG1_91500.1	T265_10996
OG0006320	SMRG1_31130.1	T265_10617
OG0006321	SMRG1_940.1, SMRG1_940.2	T265_05253
OG0006322	SMRG1_56290.1	T265_13118
OG0006323	SMRG1_34020.1	T265_08324
OG0006324	SMRG1_19830.1	T265_01373
OG0006325	SMRG1_5500.1	T265_06415
OG0006326	SMRG1_97150.1, SMRG1_97140.1	T265_06631
OG0006327	SMRG1_25030.1	T265_12717
OG0006328	SMRG1_58730.1	T265_08665
OG0006329	SMRG1_67520.1	T265_14587
OG0006330	SMRG1_92020.1	T265_07570
OG0006331	SMRG1_61280.1	T265_03152
OG0006332	SMRG1_45700.1	T265_11742
OG0006334	SMRG1_83460.1	T265_14064
OG0006335	SMRG1_96280.1	T265_04638
OG0006336	SMRG1_21720.1	T265_15021
OG0006337	SMRG1_15060.1	T265_05503
OG0006338	SMRG1_20710.1	T265_04419
OG0006339	SMRG1_35680.1	T265_00683
OG0006340	SMRG1_43980.1, SMRG1_43980.2	T265_08629
OG0006342	SMRG1_84970.1	T265_11168
OG0006343	SMRG1_59750.1	T265_04178
OG0006344	SMRG1_26010.1	T265_14821
OG0006346	SMRG1_91650.1	T265_13092, T265_07373
OG0006347	SMRG1_27800.1	T265_15598
OG0006348	SMRG1_45640.1	T265_11593
OG0006349	SMRG1_8110.1	T265_05558
OG0006350	SMRG1_37280.1	T265_07982, T265_15938
OG0006351	SMRG1_77570.1	T265_14298, T265_14297
OG0006352	SMRG1_14070.1	T265_07872
OG0006353	SMRG1_70350.1	T265_03964
OG0006355	SMRG1_51980.1, SMRG1_51980.3, SMRG1_51980.2	T265_08827
OG0006356	SMRG1_79800.1	T265_01986
OG0006357	SMRG1_84500.1	T265_07692
OG0006358	SMRG1_15600.1	T265_06294
OG0006359	SMRG1_51650.1, SMRG1_51650.2	T265_06848, T265_06849
OG0006360	SMRG1_94260.1, SMRG1_94250.1, SMRG1_94250.2	T265_07902
OG0006361	SMRG1_55070.1	T265_11664
OG0006362	SMRG1_19390.1	T265_00886
OG0006363	SMRG1_13730.1	T265_14157
OG0006365	SMRG1_22210.1	T265_08591
OG0006366	SMRG1_53260.1	T265_00360
OG0006367	SMRG1_70450.1	T265_00428
OG0006369	SMRG1_85970.1	T265_02314, T265_16246
OG0006370	SMRG1_71960.1	T265_13377
OG0006371	SMRG1_81640.1	T265_06013
OG0006372	SMRG1_41380.1	T265_00580
OG0006373	SMRG1_79070.1, SMRG1_79070.2	T265_04279
OG0006374	SMRG1_51470.1	T265_02365
OG0006375	SMRG1_20640.1	T265_00911
OG0006376	SMRG1_88180.1	T265_04165
OG0006377	SMRG1_62100.1	T265_11918
