Orthogroup	schistosoma_margrebowiei	schistosoma_rodhaini
OG0006287	SMRG1_74460.1	SRDH2_75670.1
OG0006288	SMRG1_74620.1	SRDH2_75820.1
OG0006289	SMRG1_78180.1	SRDH2_79570.1, SRDH2_79570.2
OG0006290	SMRG1_65330.1	SRDH2_67070.1
OG0006291	SMRG1_62270.1	SRDH2_63270.1
OG0006292	SMRG1_69650.1, SMRG1_69650.2	SRDH2_70100.1
OG0006293	SMRG1_97280.1	SRDH2_99400.1
OG0006294	SMRG1_24680.1	SRDH2_24930.1
OG0006295	SMRG1_96330.1, SMRG1_96330.2	SRDH2_98360.1
OG0006296	SMRG1_41100.1	SRDH2_41130.1
OG0006297	SMRG1_26880.1	SRDH2_27110.1
OG0006298	SMRG1_1500.1	SRDH2_390.1, SRDH2_390.2, SRDH2_390.3, SRDH2_390.4
OG0006299	SMRG1_2080.1	SRDH2_2330.2, SRDH2_2330.1, SRDH2_2330.3, SRDH2_2330.4
OG0006300	SMRG1_8960.1	SRDH2_9600.1
OG0006302	SMRG1_55090.1	SRDH2_55510.1
OG0006303	SMRG1_410.1	SRDH2_1520.1
OG0006304	SMRG1_49890.1	SRDH2_49950.1
OG0006306	SMRG1_17330.1	SRDH2_17970.1, SRDH2_17970.2
OG0006307	SMRG1_35490.1, SMRG1_35490.2	SRDH2_32950.1
OG0006308	SMRG1_73800.1	SRDH2_72500.1
OG0006309	SMRG1_79210.1	SRDH2_80670.1
OG0006310	SMRG1_6050.1, SMRG1_6050.2	SRDH2_6720.1
OG0006311	SMRG1_89760.1	SRDH2_91590.1, SRDH2_91590.2
OG0006312	SMRG1_78090.1	SRDH2_79470.1
OG0006313	SMRG1_76590.1	SRDH2_77850.1
OG0006314	SMRG1_72580.1	SRDH2_75030.1
OG0006315	SMRG1_93970.1	SRDH2_96050.1
OG0006316	SMRG1_69670.1	SRDH2_70120.1
OG0006317	SMRG1_50690.1	SRDH2_50780.1
OG0006318	SMRG1_50950.1	SRDH2_51040.1
OG0006319	SMRG1_91500.1	SRDH2_92370.1
OG0006320	SMRG1_31130.1	SRDH2_31390.1
OG0006321	SMRG1_940.1, SMRG1_940.2	SRDH2_970.1
OG0006322	SMRG1_56290.1	SRDH2_57470.1
OG0006323	SMRG1_34020.1	SRDH2_35910.1
OG0006324	SMRG1_19830.1	SRDH2_20850.1
OG0006325	SMRG1_5500.1	SRDH2_5810.1, SRDH2_5810.2, SRDH2_5810.3
OG0006326	SMRG1_97150.1, SMRG1_97140.1	SRDH2_99250.1
OG0006327	SMRG1_25030.1	SRDH2_25290.1
OG0006328	SMRG1_58730.1	SRDH2_58590.1, SRDH2_58590.2, SRDH2_58590.3
OG0006329	SMRG1_67520.1	SRDH2_69190.1, SRDH2_69200.1
OG0006330	SMRG1_92020.1	SRDH2_91900.1
OG0006331	SMRG1_61280.1	SRDH2_61110.1, SRDH2_61110.2
OG0006332	SMRG1_45700.1	SRDH2_45670.1
OG0006333	SMRG1_60630.1	SRDH2_61730.1, SRDH2_61730.2
OG0006334	SMRG1_83460.1	SRDH2_84990.1
OG0006335	SMRG1_96280.1	SRDH2_98310.1
OG0006336	SMRG1_21720.1	SRDH2_22230.1
OG0006338	SMRG1_20710.1	SRDH2_21570.1
OG0006339	SMRG1_35680.1	SRDH2_33130.1
OG0006340	SMRG1_43980.1, SMRG1_43980.2	SRDH2_43960.1
OG0006341	SMRG1_52330.1	SRDH2_54310.1
OG0006342	SMRG1_84970.1	SRDH2_86810.1
OG0006343	SMRG1_59750.1	SRDH2_62580.1
OG0006344	SMRG1_26010.1	SRDH2_26390.1
OG0006345	SMRG1_72310.1, SMRG1_72290.1	SRDH2_74770.1
OG0006346	SMRG1_91650.1	SRDH2_92260.1
OG0006347	SMRG1_27800.1	SRDH2_28070.1, SRDH2_28070.2
OG0006348	SMRG1_45640.1	SRDH2_45620.1
OG0006349	SMRG1_8110.1	SRDH2_8730.1
OG0006350	SMRG1_37280.1	SRDH2_37780.1
OG0006351	SMRG1_77570.1	SRDH2_78990.1
OG0006353	SMRG1_70350.1	SRDH2_71610.1
OG0006355	SMRG1_51980.1, SMRG1_51980.3, SMRG1_51980.2	SRDH2_52350.1
OG0006356	SMRG1_79800.1	SRDH2_81340.1
OG0006357	SMRG1_84500.1	SRDH2_86140.1, SRDH2_86140.2
OG0006358	SMRG1_15600.1	SRDH2_16530.5, SRDH2_16530.2, SRDH2_16530.4, SRDH2_16530.1
OG0006359	SMRG1_51650.1, SMRG1_51650.2	SRDH2_52010.1
OG0006360	SMRG1_94260.1, SMRG1_94250.1, SMRG1_94250.2	SRDH2_96280.1
OG0006361	SMRG1_55070.1	SRDH2_55490.1, SRDH2_55490.2
OG0006362	SMRG1_19390.1	SRDH2_20360.1
OG0006363	SMRG1_13730.1	SRDH2_13660.1
OG0006364	SMRG1_83390.1	SRDH2_84920.1
OG0006365	SMRG1_22210.1	SRDH2_23240.1
OG0006366	SMRG1_53260.1	SRDH2_53370.1
OG0006367	SMRG1_70450.1	SRDH2_71510.1
OG0006368	SMRG1_64240.1, SMRG1_64240.2	SRDH2_65240.1
OG0006369	SMRG1_85970.1	SRDH2_87940.1
OG0006370	SMRG1_71960.1	SRDH2_74450.1
OG0006371	SMRG1_81640.1	SRDH2_83190.1
OG0006372	SMRG1_41380.1	SRDH2_41410.1
OG0006373	SMRG1_79070.1, SMRG1_79070.2	SRDH2_80540.1, SRDH2_80540.2, SRDH2_80540.3
OG0006374	SMRG1_51470.1	SRDH2_51830.1
OG0006375	SMRG1_20640.1	SRDH2_21630.1
OG0006376	SMRG1_88180.1	SRDH2_90270.1
OG0006377	SMRG1_62100.1	SRDH2_63080.1
OG0006378	SMRG1_54360.1	SRDH2_54730.1
OG0006379	SMRG1_87230.1	SRDH2_88980.1
OG0006380	SMRG1_89910.1, SMRG1_89910.2, SMRG1_89910.3	SRDH2_91720.1, SRDH2_91720.3, SRDH2_91720.2
OG0006381	SMRG1_75820.1	SRDH2_77090.1
OG0006382	SMRG1_86190.1	SRDH2_87570.1
OG0006383	SMRG1_82170.1	SRDH2_83530.1
OG0006384	SMRG1_61230.1, SMRG1_61230.2	SRDH2_61150.1
OG0006385	SMRG1_17270.1	SRDH2_18220.1
OG0006386	SMRG1_57120.1	SRDH2_58050.1, SRDH2_58050.2, SRDH2_58050.3
OG0006387	SMRG1_78820.1	SRDH2_80300.1
OG0006388	SMRG1_61150.1	SRDH2_61230.1
OG0006389	SMRG1_85440.1	SRDH2_87410.1
OG0006390	SMRG1_66330.1	SRDH2_66250.1, SRDH2_66250.2
OG0006392	SMRG1_97510.1	SRDH2_99450.1
OG0006393	SMRG1_68620.1	SRDH2_70680.1
OG0006394	SMRG1_48700.1	SRDH2_48860.1
OG0006395	SMRG1_13590.1	SRDH2_102610.1
OG0006396	SMRG1_19980.1	SRDH2_20990.1
OG0006397	SMRG1_79320.1	SRDH2_80760.7, SRDH2_80760.8, SRDH2_80810.1
OG0006398	SMRG1_5750.1	SRDH2_6080.1
OG0006399	SMRG1_12330.1, SMRG1_12330.2	SRDH2_14770.1
OG0006400	SMRG1_75920.1, SMRG1_75920.2	SRDH2_77180.1, SRDH2_77180.2
OG0006401	SMRG1_47790.1	SRDH2_47920.1
OG0006402	SMRG1_25890.1	SRDH2_26230.1
OG0006403	SMRG1_1410.1, SMRG1_1410.2	SRDH2_510.1, SRDH2_510.3, SRDH2_510.2
OG0006404	SMRG1_33710.1	SRDH2_35600.1
OG0006405	SMRG1_50900.1	SRDH2_51090.1
OG0006406	SMRG1_53170.1	SRDH2_53450.1
OG0006407	SMRG1_18960.1	SRDH2_19890.1
OG0006408	SMRG1_76640.1, SMRG1_76640.2	SRDH2_77930.1
OG0006409	SMRG1_52440.1, SMRG1_52440.2	SRDH2_54180.1
OG0006410	SMRG1_1000.1, SMRG1_1000.2	SRDH2_910.1
OG0006411	SMRG1_1720.1	SRDH2_1950.1, SRDH2_1950.2
OG0006412	SMRG1_17360.1	SRDH2_18000.1
OG0006413	SMRG1_92090.1	SRDH2_93770.1
OG0006414	SMRG1_87130.1	SRDH2_89120.1
OG0006415	SMRG1_24480.1	SRDH2_24850.1
OG0006416	SMRG1_60280.1	SRDH2_62070.1
OG0006417	SMRG1_50780.1	SRDH2_50870.1
OG0006418	SMRG1_8490.1	SRDH2_9140.1
OG0006419	SMRG1_28190.1	SRDH2_28460.1
OG0006420	SMRG1_64340.1	SRDH2_65350.1, SRDH2_65350.2, SRDH2_65350.3
OG0006422	SMRG1_91390.1	SRDH2_92470.1
OG0006423	SMRG1_83400.1	SRDH2_84930.1
OG0006424	SMRG1_50870.1	SRDH2_50960.1
OG0006425	SMRG1_79130.1	SRDH2_80600.1
OG0006426	SMRG1_19810.1	SRDH2_20830.1
OG0006427	SMRG1_33100.1	SRDH2_34970.1
OG0006428	SMRG1_1520.1	SRDH2_370.1
OG0006429	SMRG1_10530.1, SMRG1_10530.2	SRDH2_11330.1
OG0006430	SMRG1_3110.1	SRDH2_3300.1
OG0006431	SMRG1_92290.1	SRDH2_93960.1
OG0006432	SMRG1_79500.1	SRDH2_81030.1, SRDH2_81030.2
OG0006433	SMRG1_43160.1, SMRG1_43160.2	SRDH2_43170.1
OG0006434	SMRG1_94500.1, SMRG1_94500.2	SRDH2_96540.1
OG0006435	SMRG1_82220.2, SMRG1_82220.1	SRDH2_83580.1
OG0006436	SMRG1_68730.1, SMRG1_68730.2	SRDH2_70790.1
OG0006437	SMRG1_92660.1	SRDH2_94330.1
OG0006438	SMRG1_77240.1	SRDH2_78610.1, SRDH2_78610.2, SRDH2_78610.4, SRDH2_78610.3
OG0006439	SMRG1_12970.1	SRDH2_12580.1
OG0006440	SMRG1_51390.1, SMRG1_51390.2	SRDH2_51750.1
OG0006441	SMRG1_97080.1	SRDH2_99180.1
OG0006442	SMRG1_35050.1	SRDH2_32540.1, SRDH2_32540.2, SRDH2_32540.3
OG0006443	SMRG1_19220.1, SMRG1_19220.2	SRDH2_20170.1
OG0006444	SMRG1_90120.1	SRDH2_93730.1, SRDH2_93730.2, SRDH2_93730.3
OG0006445	SMRG1_70730.1	SRDH2_72340.1
OG0006446	SMRG1_52670.1	SRDH2_53960.1
OG0006447	SMRG1_88750.1	SRDH2_89860.2, SRDH2_89860.3, SRDH2_89860.1
OG0006449	SMRG1_31790.2, SMRG1_31790.1, SMRG1_31790.3	SRDH2_36780.1
OG0006450	SMRG1_2460.1	SRDH2_2780.1
OG0006451	SMRG1_72020.1	SRDH2_74500.1
OG0006452	SMRG1_57030.1	SRDH2_57930.1, SRDH2_57930.2, SRDH2_57930.3
OG0006453	SMRG1_68680.1	SRDH2_70750.1
OG0006454	SMRG1_9300.1	SRDH2_9980.1
OG0006455	SMRG1_51260.1	SRDH2_51590.1
OG0006456	SMRG1_580.1	SRDH2_1730.1
OG0006457	SMRG1_55040.1	SRDH2_55450.1, SRDH2_55450.2
OG0006458	SMRG1_67100.1	SRDH2_69650.1
OG0006459	SMRG1_56510.1	SRDH2_57270.1
OG0006460	SMRG1_65980.1	SRDH2_65890.1
OG0006461	SMRG1_87330.1, SMRG1_87330.2	SRDH2_88880.1
OG0006462	SMRG1_51160.2, SMRG1_51160.1, SMRG1_51160.3	SRDH2_51480.1
OG0006463	SMRG1_62770.1	SRDH2_63780.1
OG0006464	SMRG1_22100.1	SRDH2_22610.1
OG0006465	SMRG1_77930.1	SRDH2_79320.1
OG0006466	SMRG1_89090.1	SRDH2_90850.1
OG0006467	SMRG1_10150.2, SMRG1_10150.1	SRDH2_10900.1
OG0006468	SMRG1_42920.1	SRDH2_42920.1
OG0006469	SMRG1_14350.1	SRDH2_15400.1
OG0006470	SMRG1_58960.1	SRDH2_60110.1
OG0006471	SMRG1_84440.1	SRDH2_86080.1
OG0006472	SMRG1_84410.2, SMRG1_84410.1	SRDH2_86050.1
OG0006473	SMRG1_62610.1	SRDH2_63620.1, SRDH2_63620.2, SRDH2_63620.3
OG0006474	SMRG1_66660.1	SRDH2_66600.1, SRDH2_66600.2
OG0006475	SMRG1_13030.1	SRDH2_12660.1, SRDH2_12660.2
OG0006476	SMRG1_3060.1	SRDH2_3250.1
OG0006477	SMRG1_27770.1	SRDH2_28040.1
OG0006479	SMRG1_43500.1	SRDH2_43500.1
OG0006480	SMRG1_21910.1	SRDH2_22410.1, SRDH2_22410.2
OG0006481	SMRG1_67710.1	SRDH2_69030.1
OG0006482	SMRG1_19160.1	SRDH2_20100.1, SRDH2_20100.3, SRDH2_20100.2, SRDH2_20100.4
OG0006483	SMRG1_60390.1	SRDH2_61950.1
OG0006484	SMRG1_70950.1, SMRG1_70950.2	SRDH2_71670.1
OG0006485	SMRG1_4200.1	SRDH2_4420.1
OG0006486	SMRG1_21900.1	SRDH2_22400.1
OG0006487	SMRG1_74130.1	SRDH2_75340.1
OG0006488	SMRG1_15820.1	SRDH2_16750.1, SRDH2_16750.2
OG0006490	SMRG1_7330.1	SRDH2_8020.1, SRDH2_8020.2, SRDH2_7930.1
OG0006491	SMRG1_86050.1	SRDH2_87860.1, SRDH2_87860.2
OG0006492	SMRG1_31570.1	SRDH2_37030.1
OG0006493	SMRG1_23180.1	SRDH2_23710.1
OG0006495	SMRG1_84240.1	SRDH2_85860.1
OG0006496	SMRG1_45410.1	SRDH2_45480.1
OG0006497	SMRG1_12610.1	SRDH2_15070.1
OG0006498	SMRG1_150.1, SMRG1_150.2, SMRG1_150.3	SRDH2_1870.1
OG0006499	SMRG1_5450.1	SRDH2_5740.1, SRDH2_5740.3, SRDH2_5740.2
OG0006500	SMRG1_45020.3, SMRG1_45020.2, SMRG1_45020.1, SMRG1_45020.4	SRDH2_45080.1, SRDH2_45120.1
OG0006501	SMRG1_90970.1	SRDH2_92850.1
OG0006502	SMRG1_70340.1	SRDH2_71620.1
OG0006503	SMRG1_80880.1	SRDH2_82440.1
OG0006504	SMRG1_81890.1	SRDH2_83400.1
OG0006505	SMRG1_83820.1	SRDH2_85370.3, SRDH2_85370.4, SRDH2_85370.2, SRDH2_85370.1
OG0006506	SMRG1_67220.1	SRDH2_69540.1
OG0006507	SMRG1_62500.1	SRDH2_63510.1, SRDH2_63510.2
OG0006508	SMRG1_66690.1	SRDH2_66650.1
OG0006509	SMRG1_95270.1	SRDH2_97250.1
OG0006510	SMRG1_26920.1, SMRG1_26920.2, SMRG1_26920.3	SRDH2_27140.1
OG0006512	SMRG1_34630.1, SMRG1_34630.2, SMRG1_34630.3	SRDH2_32190.1
OG0006513	SMRG1_37700.1, SMRG1_37700.2	SRDH2_37390.2, SRDH2_37390.1
OG0006514	SMRG1_83300.1	SRDH2_84790.1
OG0006515	SMRG1_42910.1	SRDH2_42910.1
OG0006516	SMRG1_30790.1	SRDH2_31070.1
OG0006517	SMRG1_96630.1	SRDH2_98700.1
OG0006518	SMRG1_97250.1	SRDH2_99360.1
OG0006519	SMRG1_94810.1	SRDH2_96780.1
OG0006520	SMRG1_95890.1, SMRG1_95890.2, SMRG1_95890.3	SRDH2_97890.1, SRDH2_97890.2
OG0006521	SMRG1_88990.1	SRDH2_90760.1
OG0006522	SMRG1_47700.1, SMRG1_47700.2	SRDH2_47780.1
OG0006523	SMRG1_77540.3, SMRG1_77540.1, SMRG1_77540.2	SRDH2_78960.1
OG0006524	SMRG1_73260.1	SRDH2_73050.1, SRDH2_73050.2
OG0006525	SMRG1_64380.1	SRDH2_65400.1
OG0006526	SMRG1_33330.1, SMRG1_33340.1	SRDH2_35210.1, SRDH2_35230.1
OG0006527	SMRG1_41600.2, SMRG1_41600.3, SMRG1_41600.1	SRDH2_41640.1, SRDH2_41640.3, SRDH2_41640.4, SRDH2_41640.5, SRDH2_41640.2
OG0006528	SMRG1_44880.1	SRDH2_44940.1, SRDH2_44950.1
OG0006529	SMRG1_16610.1	SRDH2_18890.3, SRDH2_18890.1, SRDH2_18890.2
OG0006531	SMRG1_49460.1	SRDH2_49540.3, SRDH2_49540.4, SRDH2_49540.2, SRDH2_49540.1, SRDH2_49530.1, SRDH2_49530.2
OG0006532	SMRG1_82020.1	SRDH2_83440.1
OG0006534	SMRG1_26380.4, SMRG1_26380.1, SMRG1_26380.2, SMRG1_26380.3	SRDH2_26740.1, SRDH2_26740.2, SRDH2_26740.4, SRDH2_26740.3
OG0006535	SMRG1_64350.1, SMRG1_64350.2	SRDH2_65360.1, SRDH2_65360.2
OG0006543	SMRG1_83870.1	SRDH2_85440.1
OG0006544	SMRG1_96950.1	SRDH2_99050.1
OG0006545	SMRG1_71440.1	SRDH2_73870.1
OG0006546	SMRG1_91410.1	SRDH2_92460.1
OG0006547	SMRG1_48620.1	SRDH2_48750.1, SRDH2_48750.2
OG0006548	SMRG1_94360.1	SRDH2_96370.1
OG0006549	SMRG1_69090.1, SMRG1_69090.2	SRDH2_71100.2, SRDH2_71100.1
OG0006550	SMRG1_56450.1, SMRG1_56450.2, SMRG1_56450.3	SRDH2_57310.1
OG0006551	SMRG1_75380.1, SMRG1_75380.2	SRDH2_76600.1
OG0006552	SMRG1_14510.1	SRDH2_15550.1
OG0006553	SMRG1_77860.1	SRDH2_79250.1
OG0006554	SMRG1_44090.1	SRDH2_44080.1
OG0006555	SMRG1_93790.1	SRDH2_95550.1
OG0006556	SMRG1_54490.1	SRDH2_54840.1, SRDH2_54840.2
OG0006557	SMRG1_59820.1	SRDH2_62510.1
OG0006558	SMRG1_72160.1	SRDH2_74650.1
OG0006559	SMRG1_4980.1, SMRG1_4980.2, SMRG1_4980.3, SMRG1_4980.5	SRDH2_5260.1
OG0006560	SMRG1_26850.1	SRDH2_27080.1
OG0006561	SMRG1_67640.1	SRDH2_69090.1
OG0006562	SMRG1_13060.1	SRDH2_12690.1, SRDH2_12650.1, SRDH2_12650.2
OG0006563	SMRG1_88300.1, SMRG1_88300.2	SRDH2_90110.1
OG0006564	SMRG1_39080.1	SRDH2_39170.1
OG0006565	SMRG1_18300.1	SRDH2_17110.1
OG0006566	SMRG1_29340.1	SRDH2_29600.1
OG0006567	SMRG1_30300.1	SRDH2_30630.1
OG0006568	SMRG1_21150.1	SRDH2_21200.1
OG0006569	SMRG1_29320.1	SRDH2_29570.1
OG0006570	SMRG1_55980.1	SRDH2_56660.1
OG0006571	SMRG1_62420.1, SMRG1_62420.2	SRDH2_63440.1
OG0006572	SMRG1_46990.1	SRDH2_47180.1
OG0006573	SMRG1_1750.1	SRDH2_1980.3, SRDH2_1980.2, SRDH2_1980.1
OG0006574	SMRG1_67120.1	SRDH2_69630.1
OG0006575	SMRG1_58260.1	SRDH2_59150.1, SRDH2_59150.2
OG0006576	SMRG1_58390.1, SMRG1_58370.1	SRDH2_59260.1
OG0006577	SMRG1_35870.1	SRDH2_33330.2, SRDH2_33330.1, SRDH2_33330.3
OG0006578	SMRG1_48490.1	SRDH2_48620.1, SRDH2_48620.2
OG0006579	SMRG1_42810.1	SRDH2_42810.1
OG0006580	SMRG1_77220.1	SRDH2_78570.1
OG0006581	SMRG1_26800.1	SRDH2_27070.1
OG0006582	SMRG1_30710.1	SRDH2_30980.1, SRDH2_30990.1
OG0006583	SMRG1_87800.1	SRDH2_89280.1
OG0006584	SMRG1_2290.1, SMRG1_2300.1	SRDH2_2550.1
OG0006585	SMRG1_16970.1	SRDH2_18540.1
OG0006586	SMRG1_37540.1	SRDH2_37540.2
OG0006588	SMRG1_13340.1, SMRG1_13340.2	SRDH2_13040.1
OG0006589	SMRG1_20360.1	SRDH2_22860.1
OG0006590	SMRG1_20380.1	SRDH2_22840.1
OG0006591	SMRG1_72980.1, SMRG1_72980.2, SMRG1_72980.3	SRDH2_73350.1
OG0006592	SMRG1_85340.1	SRDH2_87010.1
OG0006593	SMRG1_72500.1	SRDH2_74950.1
OG0006594	SMRG1_52430.1	SRDH2_54190.1
OG0006595	SMRG1_54060.1	SRDH2_54440.1
OG0006596	SMRG1_79250.1	SRDH2_80720.1
OG0006597	SMRG1_78170.2, SMRG1_78170.1	SRDH2_79560.1
OG0006598	SMRG1_95230.1	SRDH2_97210.1
OG0006599	SMRG1_23460.1	SRDH2_23920.1
OG0006601	SMRG1_52380.1	SRDH2_54240.1
OG0006602	SMRG1_25310.1	SRDH2_25540.1
OG0006603	SMRG1_93920.1	SRDH2_95990.1
OG0006604	SMRG1_56350.1, SMRG1_56350.2	SRDH2_57410.1, SRDH2_57410.2, SRDH2_57410.3
OG0006606	SMRG1_73680.1	SRDH2_72610.1
OG0006607	SMRG1_26360.1	SRDH2_26690.1
OG0006608	SMRG1_21060.1	SRDH2_21260.1
OG0006609	SMRG1_87060.1, SMRG1_87060.2, SMRG1_87060.3, SMRG1_87060.4	SRDH2_89210.1
OG0006610	SMRG1_81350.3, SMRG1_81350.1, SMRG1_81350.2	SRDH2_82890.1
OG0006611	SMRG1_94370.1	SRDH2_96380.1
OG0006613	SMRG1_56730.1	SRDH2_57560.1
OG0006614	SMRG1_66160.1, SMRG1_66160.2	SRDH2_66100.4, SRDH2_66100.2, SRDH2_66100.3, SRDH2_66100.1
OG0006615	SMRG1_34190.1	SRDH2_36080.1
OG0006616	SMRG1_72080.1	SRDH2_74560.1, SRDH2_74560.2, SRDH2_74560.3, SRDH2_74560.4, SRDH2_74560.5
OG0006617	SMRG1_70390.1	SRDH2_71580.1
OG0006618	SMRG1_37210.1	SRDH2_37850.1
OG0006619	SMRG1_24180.1	SRDH2_24550.1
OG0006620	SMRG1_1890.1	SRDH2_2160.1
OG0006621	SMRG1_93620.1, SMRG1_93620.2	SRDH2_95320.1
OG0006622	SMRG1_15960.1	SRDH2_16870.1
OG0006623	SMRG1_66810.1	SRDH2_69910.1
OG0006624	SMRG1_34700.1	SRDH2_32250.1
OG0006625	SMRG1_62320.1	SRDH2_63330.1
OG0006626	SMRG1_32600.1	SRDH2_38080.1
OG0006627	SMRG1_57040.1, SMRG1_57040.2	SRDH2_58040.1
OG0006628	SMRG1_93690.1	SRDH2_95400.1
OG0006629	SMRG1_76230.1	SRDH2_77480.1, SRDH2_77480.2
OG0006630	SMRG1_82410.1	SRDH2_83830.1
OG0006631	SMRG1_51950.1	SRDH2_52320.1
OG0006632	SMRG1_39240.1	SRDH2_39310.1
OG0006633	SMRG1_70460.1	SRDH2_71500.1
OG0006634	SMRG1_41160.1	SRDH2_41200.1
OG0006635	SMRG1_6770.1	SRDH2_7130.1
OG0006636	SMRG1_24950.1	SRDH2_25220.1
OG0006637	SMRG1_43540.1	SRDH2_43530.1
OG0006638	SMRG1_6730.1	SRDH2_7090.1
OG0006639	SMRG1_80490.1	SRDH2_82140.1
OG0006640	SMRG1_8700.1	SRDH2_9320.1
OG0006641	SMRG1_76550.1	SRDH2_77810.1
OG0006642	SMRG1_65100.1	SRDH2_68160.1
OG0006643	SMRG1_58710.1	SRDH2_59840.1, SRDH2_59840.2
OG0006644	SMRG1_24710.1	SRDH2_24980.1
OG0006645	SMRG1_59740.1	SRDH2_62590.1
OG0006646	SMRG1_52210.1	SRDH2_52580.1, SRDH2_52580.2
OG0006647	SMRG1_66790.1	SRDH2_69930.1
OG0006648	SMRG1_66730.1	SRDH2_66700.1
OG0006649	SMRG1_73080.1	SRDH2_73250.1, SRDH2_73250.2
OG0006650	SMRG1_48090.1	SRDH2_48210.1
OG0006651	SMRG1_12110.1	SRDH2_14510.1, SRDH2_14510.2
OG0006652	SMRG1_23890.1	SRDH2_24280.1
OG0006653	SMRG1_64960.1	SRDH2_68030.1
OG0006654	SMRG1_66780.1	SRDH2_69940.1
OG0006655	SMRG1_34330.1	SRDH2_38260.1, SRDH2_38260.2
OG0006656	SMRG1_34320.1	SRDH2_38250.1
OG0006657	SMRG1_25440.1, SMRG1_25440.2	SRDH2_25720.1
OG0006658	SMRG1_77890.1	SRDH2_79280.1
OG0006659	SMRG1_35170.1	SRDH2_32640.1
OG0006660	SMRG1_86100.1	SRDH2_87780.1
OG0006661	SMRG1_73280.1	SRDH2_73020.1
OG0006662	SMRG1_15590.1, SMRG1_15590.4, SMRG1_15590.5, SMRG1_15590.3, SMRG1_15590.6, SMRG1_15590.2	SRDH2_16520.1
OG0006663	SMRG1_42200.1	SRDH2_42250.1, SRDH2_42250.2, SRDH2_42250.3
OG0006664	SMRG1_51630.4, SMRG1_51630.1, SMRG1_51630.2, SMRG1_51630.3	SRDH2_52000.1
OG0006665	SMRG1_36650.1	SRDH2_34140.1
OG0006667	SMRG1_6630.1	SRDH2_6970.1, SRDH2_6970.3, SRDH2_6970.2
OG0006668	SMRG1_24700.1	SRDH2_24960.1
OG0006669	SMRG1_13700.1	SRDH2_13670.1
OG0006670	SMRG1_72170.1	SRDH2_74660.1
OG0006671	SMRG1_79410.3, SMRG1_79410.1, SMRG1_79410.2	SRDH2_80910.1
OG0006672	SMRG1_17080.1	SRDH2_18430.1
OG0006673	SMRG1_19700.1	SRDH2_20680.1, SRDH2_20680.2
OG0006674	SMRG1_80440.1	SRDH2_82090.1
OG0006675	SMRG1_21500.1	SRDH2_21960.1
OG0006676	SMRG1_74930.1	SRDH2_76150.1, SRDH2_76150.2
OG0006677	SMRG1_22820.1	SRDH2_23430.2, SRDH2_23430.1, SRDH2_23430.3, SRDH2_23430.4
OG0006678	SMRG1_47610.1	SRDH2_47690.1
OG0006679	SMRG1_32370.1	SRDH2_36280.1
OG0006680	SMRG1_11490.1	SRDH2_13870.1
OG0006681	SMRG1_59890.1	SRDH2_62460.1
OG0006682	SMRG1_84870.1, SMRG1_84870.2	SRDH2_86690.1
OG0006683	SMRG1_20510.1, SMRG1_20520.1	SRDH2_21710.1
OG0006684	SMRG1_16780.1, SMRG1_16790.1	SRDH2_18720.1
OG0006685	SMRG1_33800.1	SRDH2_35710.1
OG0006686	SMRG1_53920.1	SRDH2_52710.1
OG0006687	SMRG1_89830.1	SRDH2_91630.1
OG0006688	SMRG1_61840.1	SRDH2_60590.1
OG0006690	SMRG1_59870.1	SRDH2_62470.1
OG0006691	SMRG1_77260.1	SRDH2_78630.1
OG0006692	SMRG1_4250.1	SRDH2_4490.1
OG0006693	SMRG1_23470.1	SRDH2_23930.1
OG0006694	SMRG1_78570.1	SRDH2_80010.1
OG0006695	SMRG1_64270.1	SRDH2_65270.1
OG0006696	SMRG1_87950.1	SRDH2_89390.1
OG0006697	SMRG1_30770.1	SRDH2_31050.1
OG0006698	SMRG1_42060.1	SRDH2_42130.1
OG0006699	SMRG1_72050.1	SRDH2_74540.1
OG0006700	SMRG1_39730.1	SRDH2_39850.1
OG0006701	SMRG1_50170.1	SRDH2_50230.1
OG0006702	SMRG1_92180.1	SRDH2_93860.1
OG0006703	SMRG1_7260.1	SRDH2_7810.1
OG0006704	SMRG1_35370.1	SRDH2_32850.1
OG0006705	SMRG1_57420.1	SRDH2_58310.1
OG0006706	SMRG1_41130.1, SMRG1_41130.2	SRDH2_41170.1
OG0006707	SMRG1_30550.1	SRDH2_30850.1
OG0006709	SMRG1_19320.1	SRDH2_20300.2, SRDH2_20300.1
OG0006710	SMRG1_83500.1, SMRG1_83500.2, SMRG1_83500.3	SRDH2_85040.1
OG0006711	SMRG1_65440.1, SMRG1_65440.2	SRDH2_67150.1
OG0006712	SMRG1_85090.1	SRDH2_86850.1
OG0006713	SMRG1_33060.1	SRDH2_34940.1, SRDH2_34940.2
OG0006714	SMRG1_22700.1	SRDH2_23550.1
OG0006715	SMRG1_44120.1	SRDH2_44110.1
OG0006716	SMRG1_46060.1	SRDH2_46130.1
OG0006717	SMRG1_92280.1	SRDH2_93950.1
OG0006718	SMRG1_21420.1	SRDH2_21840.1
OG0006719	SMRG1_46700.3, SMRG1_46700.1, SMRG1_46700.2	SRDH2_47010.1
OG0006720	SMRG1_26990.2, SMRG1_26990.1, SMRG1_26990.3, SMRG1_26990.4	SRDH2_27210.1
OG0006721	SMRG1_12270.1	SRDH2_14700.1
