Orthogroup	schistosoma_margrebowiei	trichobilharzia_regenti
OG0006409	SMRG1_52440.1, SMRG1_52440.2	TREG1_64690.1
OG0006410	SMRG1_1000.1, SMRG1_1000.2	TREG1_14420.1, TREG1_93770.1
OG0006411	SMRG1_1720.1	TREG1_9940.1
OG0006412	SMRG1_17360.1	TREG1_13750.1
OG0006413	SMRG1_92090.1	TREG1_129190.1
OG0006414	SMRG1_87130.1	TREG1_122010.1
OG0006415	SMRG1_24480.1	TREG1_60390.1
OG0006416	SMRG1_60280.1	TREG1_85390.1
OG0006417	SMRG1_50780.1	TREG1_76730.1
OG0006418	SMRG1_8490.1	TREG1_11140.2, TREG1_11140.1
OG0006419	SMRG1_28190.1	TREG1_37250.1, TREG1_37260.1, TREG1_37260.2, TREG1_37260.4, TREG1_37260.3
OG0006420	SMRG1_64340.1	TREG1_83370.1
OG0006422	SMRG1_91390.1	TREG1_122900.1
OG0006423	SMRG1_83400.1	TREG1_114860.1, TREG1_114790.1
OG0006424	SMRG1_50870.1	TREG1_67860.1
OG0006425	SMRG1_79130.1	TREG1_108330.1
OG0006426	SMRG1_19810.1	TREG1_16170.1
OG0006427	SMRG1_33100.1	TREG1_53200.1
OG0006428	SMRG1_1520.1	TREG1_10430.1
OG0006429	SMRG1_10530.1, SMRG1_10530.2	TREG1_7870.1
OG0006430	SMRG1_3110.1	TREG1_13040.1, TREG1_13040.2, TREG1_13040.3
OG0006431	SMRG1_92290.1	TREG1_129390.1, TREG1_129390.2
OG0006432	SMRG1_79500.1	TREG1_109860.1
OG0006433	SMRG1_43160.1, SMRG1_43160.2	TREG1_42430.1
OG0006434	SMRG1_94500.1, SMRG1_94500.2	TREG1_130520.1
OG0006435	SMRG1_82220.2, SMRG1_82220.1	TREG1_111710.1
OG0006436	SMRG1_68730.1, SMRG1_68730.2	TREG1_94370.1
OG0006437	SMRG1_92660.1	TREG1_124820.1, TREG1_124820.2
OG0006438	SMRG1_77240.1	TREG1_106930.1
OG0006439	SMRG1_12970.1	TREG1_35310.1, TREG1_14790.1
OG0006440	SMRG1_51390.1, SMRG1_51390.2	TREG1_76450.5, TREG1_76590.1
OG0006441	SMRG1_97080.1	TREG1_135020.1, TREG1_135020.2, TREG1_135090.1
OG0006442	SMRG1_35050.1	TREG1_36930.1, TREG1_36930.2, TREG1_36930.3
OG0006443	SMRG1_19220.1, SMRG1_19220.2	TREG1_15100.1
OG0006444	SMRG1_90120.1	TREG1_129110.1
OG0006445	SMRG1_70730.1	TREG1_97850.1, TREG1_97860.1
OG0006446	SMRG1_52670.1	TREG1_66770.1
OG0006448	SMRG1_4740.1	TREG1_7690.1
OG0006449	SMRG1_31790.2, SMRG1_31790.1, SMRG1_31790.3	TREG1_58450.1
OG0006450	SMRG1_2460.1	TREG1_15590.1, TREG1_15590.2, TREG1_15590.3
OG0006451	SMRG1_72020.1	TREG1_99980.1
OG0006452	SMRG1_57030.1	TREG1_75900.1
OG0006453	SMRG1_68680.1	TREG1_94600.1
OG0006454	SMRG1_9300.1	TREG1_5800.1
OG0006455	SMRG1_51260.1	TREG1_74620.1
OG0006456	SMRG1_580.1	TREG1_1640.1
OG0006457	SMRG1_55040.1	TREG1_61670.1
OG0006458	SMRG1_67100.1	TREG1_89720.1, TREG1_89720.2, TREG1_89720.3
OG0006459	SMRG1_56510.1	TREG1_74830.1
OG0006460	SMRG1_65980.1	TREG1_87870.1
OG0006461	SMRG1_87330.1, SMRG1_87330.2	TREG1_121800.1
OG0006462	SMRG1_51160.2, SMRG1_51160.1, SMRG1_51160.3	TREG1_75070.1
OG0006463	SMRG1_62770.1	TREG1_86840.1
OG0006464	SMRG1_22100.1	TREG1_24010.1
OG0006465	SMRG1_77930.1	TREG1_107160.1
OG0006466	SMRG1_89090.1	TREG1_119020.1
OG0006467	SMRG1_10150.2, SMRG1_10150.1	TREG1_72040.1
OG0006468	SMRG1_42920.1	TREG1_42240.1, TREG1_42250.1, TREG1_42250.2
OG0006469	SMRG1_14350.1	TREG1_14660.1
OG0006470	SMRG1_58960.1	TREG1_78550.1, TREG1_78550.2, TREG1_78550.3
OG0006471	SMRG1_84440.1	TREG1_117550.1, TREG1_117550.2
OG0006472	SMRG1_84410.2, SMRG1_84410.1	TREG1_117670.1
OG0006473	SMRG1_62610.1	TREG1_85160.1
OG0006474	SMRG1_66660.1	TREG1_81260.1
OG0006475	SMRG1_13030.1	TREG1_30200.1, TREG1_30200.2
OG0006476	SMRG1_3060.1	TREG1_13080.1
OG0006477	SMRG1_27770.1	TREG1_33710.1
OG0006479	SMRG1_43500.1	TREG1_39450.1, TREG1_39450.2, TREG1_39450.3, TREG1_39450.4, TREG1_39450.5, TREG1_39450.6, TREG1_39450.7, TREG1_39450.8
OG0006480	SMRG1_21910.1	TREG1_102290.1
OG0006481	SMRG1_67710.1	TREG1_88440.1
OG0006482	SMRG1_19160.1	TREG1_14950.1, TREG1_14950.2
OG0006483	SMRG1_60390.1	TREG1_86230.1
OG0006484	SMRG1_70950.1, SMRG1_70950.2	TREG1_96370.3, TREG1_96370.1, TREG1_96370.2, TREG1_96370.4
OG0006485	SMRG1_4200.1	TREG1_12760.1, TREG1_12760.2
OG0006486	SMRG1_21900.1	TREG1_26720.1
OG0006487	SMRG1_74130.1	TREG1_106270.1
OG0006488	SMRG1_15820.1	TREG1_17000.1
OG0006490	SMRG1_7330.1	TREG1_7420.1
OG0006491	SMRG1_86050.1	TREG1_116470.1
OG0006492	SMRG1_31570.1	TREG1_54170.1
OG0006493	SMRG1_23180.1	TREG1_32390.1
OG0006494	SMRG1_63320.1, SMRG1_63320.2	TREG1_86400.1
OG0006495	SMRG1_84240.1	TREG1_113590.1, TREG1_19410.1, TREG1_19420.1
OG0006496	SMRG1_45410.1	TREG1_36090.1, TREG1_36090.2
OG0006497	SMRG1_12610.1	TREG1_10710.1, TREG1_10710.2
OG0006498	SMRG1_150.1, SMRG1_150.2, SMRG1_150.3	TREG1_1580.1
OG0006499	SMRG1_5450.1	TREG1_11310.1
OG0006501	SMRG1_90970.1	TREG1_141340.1, TREG1_141340.2, TREG1_141340.3
OG0006502	SMRG1_70340.1	TREG1_96440.1, TREG1_96440.2
OG0006503	SMRG1_80880.1	TREG1_101140.1
OG0006504	SMRG1_81890.1	TREG1_111590.1, TREG1_111590.2
OG0006505	SMRG1_83820.1	TREG1_110230.1
OG0006506	SMRG1_67220.1	TREG1_89550.1
OG0006507	SMRG1_62500.1	TREG1_88340.1, TREG1_88340.2, TREG1_88340.3, TREG1_88340.4
OG0006508	SMRG1_66690.1	TREG1_91170.1
OG0006509	SMRG1_95270.1	TREG1_133450.1
OG0006510	SMRG1_26920.1, SMRG1_26920.2, SMRG1_26920.3	TREG1_59600.1
OG0006512	SMRG1_34630.1, SMRG1_34630.2, SMRG1_34630.3	TREG1_55540.1, TREG1_55540.2, TREG1_55540.3, TREG1_55540.4
OG0006513	SMRG1_37700.1, SMRG1_37700.2	TREG1_39920.1
OG0006514	SMRG1_83300.1	TREG1_32430.1, TREG1_32420.1, TREG1_32440.1
OG0006515	SMRG1_42910.1	TREG1_42220.1, TREG1_42230.1, TREG1_42190.8, TREG1_42190.7
OG0006516	SMRG1_30790.1	TREG1_50350.1
OG0006517	SMRG1_96630.1	TREG1_132130.1
OG0006518	SMRG1_97250.1	TREG1_134700.1
OG0006519	SMRG1_94810.1	TREG1_130200.1
OG0006520	SMRG1_95890.1, SMRG1_95890.2, SMRG1_95890.3	TREG1_132910.1, TREG1_132860.1, TREG1_132870.2, TREG1_132890.1, TREG1_132870.1
OG0006522	SMRG1_47700.1, SMRG1_47700.2	TREG1_72290.1
OG0006523	SMRG1_77540.3, SMRG1_77540.1, SMRG1_77540.2	TREG1_100240.1
OG0006524	SMRG1_73260.1	TREG1_108560.1
OG0006525	SMRG1_64380.1	TREG1_83240.1
OG0006527	SMRG1_41600.2, SMRG1_41600.3, SMRG1_41600.1	TREG1_57520.1
OG0006528	SMRG1_44880.1	TREG1_31320.1
OG0006529	SMRG1_16610.1	TREG1_22900.2, TREG1_22900.1, TREG1_22900.3, TREG1_22900.5, TREG1_22900.4
OG0006533	SMRG1_88040.1	TREG1_121540.1
OG0006535	SMRG1_64350.1, SMRG1_64350.2	TREG1_140770.1, TREG1_89980.1
OG0006543	SMRG1_83870.1	TREG1_115290.1
OG0006544	SMRG1_96950.1	TREG1_135600.1, TREG1_135630.1
OG0006546	SMRG1_91410.1	TREG1_122430.1
OG0006547	SMRG1_48620.1	TREG1_64980.1, TREG1_64980.2, TREG1_64980.3
OG0006548	SMRG1_94360.1	TREG1_130740.1
OG0006549	SMRG1_69090.1, SMRG1_69090.2	TREG1_93670.1
OG0006550	SMRG1_56450.1, SMRG1_56450.2, SMRG1_56450.3	TREG1_74930.1
OG0006551	SMRG1_75380.1, SMRG1_75380.2	TREG1_107280.1, TREG1_107280.2
OG0006552	SMRG1_14510.1	TREG1_20910.1
OG0006553	SMRG1_77860.1	TREG1_102620.1
OG0006554	SMRG1_44090.1	TREG1_34520.1
OG0006555	SMRG1_93790.1	TREG1_129050.1
OG0006556	SMRG1_54490.1	TREG1_69610.1, TREG1_69620.1
OG0006557	SMRG1_59820.1	TREG1_83720.1
OG0006558	SMRG1_72160.1	TREG1_95660.1, TREG1_95650.1
OG0006559	SMRG1_4980.1, SMRG1_4980.2, SMRG1_4980.3, SMRG1_4980.5	TREG1_4020.1
OG0006560	SMRG1_26850.1	TREG1_59690.1
OG0006561	SMRG1_67640.1	TREG1_85720.1, TREG1_85720.2
OG0006562	SMRG1_13060.1	TREG1_15260.1, TREG1_15260.2
OG0006563	SMRG1_88300.1, SMRG1_88300.2	TREG1_120440.1
OG0006564	SMRG1_39080.1	TREG1_57890.1
OG0006565	SMRG1_18300.1	TREG1_17500.1
OG0006566	SMRG1_29340.1	TREG1_46160.1
OG0006567	SMRG1_30300.1	TREG1_49160.1
OG0006568	SMRG1_21150.1	TREG1_28380.1
OG0006569	SMRG1_29320.1	TREG1_46370.1
OG0006570	SMRG1_55980.1	TREG1_73340.1
OG0006571	SMRG1_62420.1, SMRG1_62420.2	TREG1_85700.1
OG0006572	SMRG1_46990.1	TREG1_62260.1
OG0006573	SMRG1_1750.1	TREG1_10050.1
OG0006574	SMRG1_67120.1	TREG1_89710.1
OG0006575	SMRG1_58260.1	TREG1_78090.1
OG0006576	SMRG1_58390.1, SMRG1_58370.1	TREG1_79290.1
OG0006577	SMRG1_35870.1	TREG1_44000.1
OG0006578	SMRG1_48490.1	TREG1_63950.1, TREG1_63950.2, TREG1_63950.3
OG0006579	SMRG1_42810.1	TREG1_42050.1
OG0006580	SMRG1_77220.1	TREG1_101950.1
OG0006581	SMRG1_26800.1	TREG1_59710.1, TREG1_59710.2
OG0006582	SMRG1_30710.1	TREG1_53010.1
OG0006583	SMRG1_87800.1	TREG1_120110.1
OG0006584	SMRG1_2290.1, SMRG1_2300.1	TREG1_129120.1
OG0006585	SMRG1_16970.1	TREG1_19390.1
OG0006586	SMRG1_37540.1	TREG1_43090.1, TREG1_43110.1, TREG1_43110.2
OG0006588	SMRG1_13340.1, SMRG1_13340.2	TREG1_18290.1
OG0006589	SMRG1_20360.1	TREG1_28800.1, TREG1_28800.2
OG0006590	SMRG1_20380.1	TREG1_28770.1
OG0006592	SMRG1_85340.1	TREG1_115600.1
OG0006593	SMRG1_72500.1	TREG1_95130.1
OG0006594	SMRG1_52430.1	TREG1_138240.1
OG0006595	SMRG1_54060.1	TREG1_67620.1
OG0006596	SMRG1_79250.1	TREG1_2290.1
OG0006597	SMRG1_78170.2, SMRG1_78170.1	TREG1_106170.1
OG0006598	SMRG1_95230.1	TREG1_133390.1
OG0006599	SMRG1_23460.1	TREG1_32700.1
OG0006601	SMRG1_52380.1	TREG1_68860.1
OG0006602	SMRG1_25310.1	TREG1_31500.1, TREG1_31500.2
OG0006603	SMRG1_93920.1	TREG1_133020.1
OG0006604	SMRG1_56350.1, SMRG1_56350.2	TREG1_74340.1
OG0006605	SMRG1_16350.1	TREG1_16210.1, TREG1_16210.2
OG0006606	SMRG1_73680.1	TREG1_104050.1, TREG1_104050.2
OG0006607	SMRG1_26360.1	TREG1_39120.1, TREG1_39120.2, TREG1_39120.3
OG0006608	SMRG1_21060.1	TREG1_21260.1, TREG1_21260.2
OG0006610	SMRG1_81350.3, SMRG1_81350.1, SMRG1_81350.2	TREG1_112500.1, TREG1_130100.1
OG0006611	SMRG1_94370.1	TREG1_130730.1
OG0006613	SMRG1_56730.1	TREG1_76390.1
OG0006614	SMRG1_66160.1, SMRG1_66160.2	TREG1_88080.1, TREG1_88080.2
OG0006615	SMRG1_34190.1	TREG1_53800.1
OG0006616	SMRG1_72080.1	TREG1_95840.1
OG0006617	SMRG1_70390.1	TREG1_95920.1
OG0006618	SMRG1_37210.1	TREG1_47170.1, TREG1_47170.2
OG0006619	SMRG1_24180.1	TREG1_59270.3, TREG1_59330.1
OG0006620	SMRG1_1890.1	TREG1_12310.1, TREG1_12310.2
OG0006621	SMRG1_93620.1, SMRG1_93620.2	TREG1_128010.1
OG0006622	SMRG1_15960.1	TREG1_9330.1
OG0006623	SMRG1_66810.1	TREG1_82460.1
OG0006624	SMRG1_34700.1	TREG1_55650.1
OG0006625	SMRG1_62320.1	TREG1_84420.1
OG0006627	SMRG1_57040.1, SMRG1_57040.2	TREG1_75920.1, TREG1_75990.1
OG0006628	SMRG1_93690.1	TREG1_127910.1
OG0006629	SMRG1_76230.1	TREG1_98510.1
OG0006630	SMRG1_82410.1	TREG1_112090.1
OG0006631	SMRG1_51950.1	TREG1_64340.1
OG0006632	SMRG1_39240.1	TREG1_45020.1
OG0006633	SMRG1_70460.1	TREG1_99500.1
OG0006634	SMRG1_41160.1	TREG1_56690.1
OG0006635	SMRG1_6770.1	TREG1_24980.1
OG0006636	SMRG1_24950.1	TREG1_54560.1
OG0006637	SMRG1_43540.1	TREG1_39410.1, TREG1_39410.2
OG0006638	SMRG1_6730.1	TREG1_25850.1
OG0006639	SMRG1_80490.1	TREG1_97790.1
OG0006640	SMRG1_8700.1	TREG1_11510.1, TREG1_11510.2
OG0006641	SMRG1_76550.1	TREG1_98420.1, TREG1_98430.1
OG0006642	SMRG1_65100.1	TREG1_81070.1
OG0006643	SMRG1_58710.1	TREG1_79980.1
OG0006644	SMRG1_24710.1	TREG1_33400.1
OG0006645	SMRG1_59740.1	TREG1_86640.1, TREG1_86640.2
OG0006646	SMRG1_52210.1	TREG1_68810.1, TREG1_68810.2
OG0006647	SMRG1_66790.1	TREG1_81010.1
OG0006648	SMRG1_66730.1	TREG1_82700.1
OG0006649	SMRG1_73080.1	TREG1_94930.1
OG0006650	SMRG1_48090.1	TREG1_67200.1, TREG1_67200.2
OG0006651	SMRG1_12110.1	TREG1_25650.1
OG0006652	SMRG1_23890.1	TREG1_32000.1, TREG1_32020.1, TREG1_36330.1
OG0006653	SMRG1_64960.1	TREG1_89340.1
OG0006654	SMRG1_66780.1	TREG1_82600.1, TREG1_82600.2
OG0006655	SMRG1_34330.1	TREG1_43590.1, TREG1_43590.2
OG0006656	SMRG1_34320.1	TREG1_43580.1
OG0006657	SMRG1_25440.1, SMRG1_25440.2	TREG1_35690.1
OG0006658	SMRG1_77890.1	TREG1_105550.1
OG0006659	SMRG1_35170.1	TREG1_36830.1
OG0006660	SMRG1_86100.1	TREG1_116530.1, TREG1_116530.2
OG0006661	SMRG1_73280.1	TREG1_105030.1
OG0006662	SMRG1_15590.1, SMRG1_15590.4, SMRG1_15590.5, SMRG1_15590.3, SMRG1_15590.6, SMRG1_15590.2	TREG1_30410.1
OG0006663	SMRG1_42200.1	TREG1_56400.1, TREG1_56410.1
OG0006664	SMRG1_51630.4, SMRG1_51630.1, SMRG1_51630.2, SMRG1_51630.3	TREG1_65290.1
OG0006665	SMRG1_36650.1	TREG1_55740.1
OG0006667	SMRG1_6630.1	TREG1_138330.1
OG0006668	SMRG1_24700.1	TREG1_33390.1
OG0006669	SMRG1_13700.1	TREG1_15420.1
OG0006670	SMRG1_72170.1	TREG1_95620.1
OG0006671	SMRG1_79410.3, SMRG1_79410.1, SMRG1_79410.2	TREG1_109120.1
OG0006672	SMRG1_17080.1	TREG1_21960.1
OG0006673	SMRG1_19700.1	TREG1_16020.1
OG0006674	SMRG1_80440.1	TREG1_97770.1, TREG1_97770.2
OG0006675	SMRG1_21500.1	TREG1_29260.1
OG0006676	SMRG1_74930.1	TREG1_98340.1
OG0006677	SMRG1_22820.1	TREG1_60950.1, TREG1_60950.2
OG0006678	SMRG1_47610.1	TREG1_71720.1
OG0006679	SMRG1_32370.1	TREG1_44560.1
OG0006680	SMRG1_11490.1	TREG1_15950.1, TREG1_15950.2
OG0006681	SMRG1_59890.1	TREG1_83800.1, TREG1_83800.2
OG0006682	SMRG1_84870.1, SMRG1_84870.2	TREG1_110750.1
OG0006683	SMRG1_20510.1, SMRG1_20520.1	TREG1_105310.1, TREG1_24330.1
OG0006684	SMRG1_16780.1, SMRG1_16790.1	TREG1_23000.1
OG0006685	SMRG1_33800.1	TREG1_58110.1
OG0006686	SMRG1_53920.1	TREG1_73550.1
OG0006687	SMRG1_89830.1	TREG1_119580.1
OG0006688	SMRG1_61840.1	TREG1_81600.1
OG0006690	SMRG1_59870.1	TREG1_83790.3, TREG1_83790.2, TREG1_83790.1, TREG1_85070.1
OG0006691	SMRG1_77260.1	TREG1_106880.1
OG0006692	SMRG1_4250.1	TREG1_18770.1
OG0006693	SMRG1_23470.1	TREG1_142100.1, TREG1_32710.1
OG0006694	SMRG1_78570.1	TREG1_102440.1, TREG1_140730.1, TREG1_6280.1
OG0006695	SMRG1_64270.1	TREG1_85600.1, TREG1_85600.2
OG0006696	SMRG1_87950.1	TREG1_123470.1
OG0006697	SMRG1_30770.1	TREG1_52930.1, TREG1_52940.1
OG0006698	SMRG1_42060.1	TREG1_37030.1
OG0006699	SMRG1_72050.1	TREG1_103720.1, TREG1_103720.2, TREG1_103720.3
OG0006700	SMRG1_39730.1	TREG1_41420.1
OG0006701	SMRG1_50170.1	TREG1_71560.1
OG0006702	SMRG1_92180.1	TREG1_129240.1, TREG1_129260.1
OG0006703	SMRG1_7260.1	TREG1_19540.2
OG0006704	SMRG1_35370.1	TREG1_36670.1
OG0006705	SMRG1_57420.1	TREG1_73580.1
OG0006706	SMRG1_41130.1, SMRG1_41130.2	TREG1_140050.1
OG0006707	SMRG1_30550.1	TREG1_52430.1
OG0006709	SMRG1_19320.1	TREG1_22490.1
OG0006711	SMRG1_65440.1, SMRG1_65440.2	TREG1_89050.1
OG0006712	SMRG1_85090.1	TREG1_110280.1
OG0006714	SMRG1_22700.1	TREG1_61120.1
OG0006715	SMRG1_44120.1	TREG1_34560.1
OG0006716	SMRG1_46060.1	TREG1_61460.1
OG0006717	SMRG1_92280.1	TREG1_129400.1
OG0006718	SMRG1_21420.1	TREG1_29350.1
OG0006719	SMRG1_46700.3, SMRG1_46700.1, SMRG1_46700.2	TREG1_63020.1
OG0006720	SMRG1_26990.2, SMRG1_26990.1, SMRG1_26990.3, SMRG1_26990.4	TREG1_141180.1, TREG1_60460.1
OG0006721	SMRG1_12270.1	TREG1_6660.1
OG0006722	SMRG1_28680.1	TREG1_48270.1
OG0006723	SMRG1_46080.1	TREG1_61440.1
OG0006724	SMRG1_3180.1	TREG1_2920.1
OG0006725	SMRG1_62940.1, SMRG1_62940.2	TREG1_83030.1, TREG1_83030.2
OG0006726	SMRG1_63370.1	TREG1_86350.1
OG0006727	SMRG1_80700.1	TREG1_102800.1
OG0006728	SMRG1_96240.1	TREG1_131650.1
OG0006729	SMRG1_96780.1	TREG1_135770.1
OG0006730	SMRG1_31720.1	TREG1_46020.1
OG0006731	SMRG1_88460.1	TREG1_121400.1, TREG1_121400.2
OG0006732	SMRG1_64910.1	TREG1_82310.1
OG0006733	SMRG1_9730.1, SMRG1_9730.2	TREG1_47160.1, TREG1_47160.2
OG0006734	SMRG1_93020.1	TREG1_128410.1
OG0006735	SMRG1_63920.1	TREG1_87680.1, TREG1_87680.2
OG0006736	SMRG1_74120.1	TREG1_106260.1
OG0006737	SMRG1_2110.1, SMRG1_2110.2	TREG1_96500.1
OG0006738	SMRG1_45670.1	TREG1_36190.1, TREG1_36190.2
OG0006739	SMRG1_20720.1	TREG1_23580.1, TREG1_23580.2, TREG1_23580.3
OG0006740	SMRG1_83020.1	TREG1_110960.1, TREG1_110970.1
OG0006741	SMRG1_13170.1	TREG1_17950.1, TREG1_17950.2
OG0006742	SMRG1_10660.1	TREG1_20190.2, TREG1_20190.1
OG0006743	SMRG1_50840.1	TREG1_67910.1
OG0006744	SMRG1_88580.1, SMRG1_88580.2	TREG1_121050.1
OG0006745	SMRG1_85230.1	TREG1_115380.1
OG0006746	SMRG1_79810.1	TREG1_109510.1
OG0006747	SMRG1_81820.1	TREG1_111250.1
OG0006748	SMRG1_10620.1, SMRG1_10620.2	TREG1_25550.1
OG0006749	SMRG1_37400.1	TREG1_47430.1, TREG1_47430.3, TREG1_47430.2
OG0006750	SMRG1_92950.1	TREG1_128440.1
OG0006751	SMRG1_57610.1	TREG1_72680.1
OG0006752	SMRG1_97920.1, SMRG1_12870.1	TREG1_30090.1
OG0006753	SMRG1_69240.1	TREG1_92400.1
OG0006754	SMRG1_49920.1	TREG1_69500.1
OG0006755	SMRG1_66260.1	TREG1_82730.1
OG0006756	SMRG1_87450.1	TREG1_121690.1
OG0006757	SMRG1_7070.1	TREG1_138950.1
OG0006758	SMRG1_64490.1	TREG1_79820.1, TREG1_79820.2, TREG1_79820.3
OG0006759	SMRG1_10170.1, SMRG1_10170.2	TREG1_8660.1
OG0006760	SMRG1_64300.1	TREG1_90010.1
OG0006761	SMRG1_45990.1	TREG1_61500.1
OG0006762	SMRG1_95050.1	TREG1_132520.1, TREG1_132500.1
OG0006763	SMRG1_16500.1	TREG1_26910.1
OG0006764	SMRG1_74660.1	TREG1_97200.1
OG0006765	SMRG1_87960.1	TREG1_123480.1
OG0006766	SMRG1_87280.1	TREG1_121840.1
OG0006767	SMRG1_87410.1	TREG1_121730.1
OG0006768	SMRG1_7450.1	TREG1_3440.1
OG0006769	SMRG1_74890.1	TREG1_101410.1
OG0006771	SMRG1_7820.1	TREG1_4330.1
OG0006772	SMRG1_69900.1	TREG1_93120.1, TREG1_93130.1
OG0006773	SMRG1_77910.1	TREG1_105530.1
OG0006774	SMRG1_18860.1	TREG1_22700.1
OG0006775	SMRG1_61410.1	TREG1_84640.1
OG0006776	SMRG1_65290.1	TREG1_85790.1
OG0006777	SMRG1_17560.1	TREG1_10480.1
OG0006778	SMRG1_20900.1	TREG1_25290.1
OG0006779	SMRG1_50510.1	TREG1_66090.1
OG0006780	SMRG1_83970.1	TREG1_110510.1
OG0006781	SMRG1_40530.1	TREG1_54910.1
OG0006782	SMRG1_69210.1	TREG1_92370.1, TREG1_92370.2, TREG1_92370.3
OG0006783	SMRG1_17860.1	TREG1_19840.1, TREG1_19840.2
OG0006784	SMRG1_3820.1	TREG1_3860.1
OG0006786	SMRG1_20830.1	TREG1_29910.1
OG0006787	SMRG1_33390.1	TREG1_44660.1
OG0006788	SMRG1_65800.1	TREG1_87290.1
OG0006789	SMRG1_12840.1	TREG1_16600.1
OG0006790	SMRG1_93990.1, SMRG1_93990.2	TREG1_134080.1, TREG1_134080.2
OG0006792	SMRG1_23540.1	TREG1_32800.1
OG0006793	SMRG1_12900.3, SMRG1_12900.1, SMRG1_12900.2	TREG1_30070.1
OG0006795	SMRG1_13400.1	TREG1_26470.1
OG0006796	SMRG1_15530.1	TREG1_20180.1
OG0006797	SMRG1_890.1	TREG1_14270.1, TREG1_14280.1, TREG1_14280.2
OG0006798	SMRG1_49990.1	TREG1_72510.1
OG0006799	SMRG1_41900.1	TREG1_40300.1
OG0006800	SMRG1_21790.1	TREG1_27520.1
OG0006801	SMRG1_14650.1	TREG1_20070.1
OG0006802	SMRG1_14670.1	TREG1_20110.1
OG0006803	SMRG1_77420.1	TREG1_103900.1, TREG1_103900.2, TREG1_103900.3
OG0006804	SMRG1_84040.1	TREG1_115820.1
OG0006805	SMRG1_83700.1	TREG1_112940.1, TREG1_112940.2, TREG1_112940.3, TREG1_112940.4, TREG1_112940.5
OG0006806	SMRG1_30070.1, SMRG1_30070.2	TREG1_49670.1
OG0006807	SMRG1_32300.1	TREG1_52060.1
OG0006808	SMRG1_27190.1	TREG1_58750.1
OG0006809	SMRG1_66680.1	TREG1_91190.1
OG0006810	SMRG1_68220.1, SMRG1_68220.2	TREG1_92200.1
OG0006811	SMRG1_86220.1	TREG1_117890.1, TREG1_117890.3, TREG1_117890.2
OG0006813	SMRG1_32070.1, SMRG1_32070.2	TREG1_54950.1, TREG1_54950.2, TREG1_54950.3, TREG1_54950.4
OG0006816	SMRG1_91740.1	TREG1_123660.1, TREG1_123690.1
OG0006817	SMRG1_26300.1	TREG1_39190.1
OG0006818	SMRG1_23750.1, SMRG1_23750.2, SMRG1_23750.3	TREG1_59890.1, TREG1_59890.2
OG0006819	SMRG1_14980.1, SMRG1_15020.1	TREG1_27810.1
OG0006820	SMRG1_76340.1	TREG1_101340.1
OG0006821	SMRG1_37150.1	TREG1_140470.1, TREG1_52910.1
OG0006822	SMRG1_4290.1, SMRG1_4290.2	TREG1_12370.1
OG0006823	SMRG1_94760.2, SMRG1_94760.3, SMRG1_94760.1	TREG1_130230.1
OG0006824	SMRG1_94490.1	TREG1_130530.1
OG0006825	SMRG1_86180.1	TREG1_116820.1, TREG1_116830.1
OG0006826	SMRG1_86070.1	TREG1_116690.1, TREG1_116690.2
OG0006827	SMRG1_92130.1	TREG1_129220.1, TREG1_129220.2
OG0006828	SMRG1_77180.1, SMRG1_77170.1	TREG1_104770.1
OG0006829	SMRG1_65850.1	TREG1_86120.1
OG0006830	SMRG1_63140.1	TREG1_90070.1
OG0006831	SMRG1_31770.1	TREG1_46990.1
OG0006832	SMRG1_25920.1, SMRG1_25920.2, SMRG1_25920.3	TREG1_48670.1
OG0006833	SMRG1_27110.1	TREG1_33530.1
OG0006834	SMRG1_24360.1	TREG1_58940.1, TREG1_58940.2
OG0006836	SMRG1_18040.1, SMRG1_18040.2	TREG1_8260.1, TREG1_8260.2
OG0006837	SMRG1_29610.1	TREG1_46560.1
OG0006843	SMRG1_21730.1	TREG1_142750.1, TREG1_64920.1, TREG1_144990.1, TREG1_125490.1, TREG1_142930.1, TREG1_93760.1, TREG1_143430.1, TREG1_60230.1, TREG1_112850.1, TREG1_118890.1, TREG1_137550.1, TREG1_143290.1, TREG1_16400.1, TREG1_64860.1, TREG1_95710.1, TREG1_95680.1
OG0006851	SMRG1_67300.1	TREG1_89790.1
OG0006852	SMRG1_96940.1	TREG1_135590.1, TREG1_135620.1
OG0006853	SMRG1_15070.1	TREG1_28730.1, TREG1_28730.2
OG0006854	SMRG1_49590.1	TREG1_64200.1
OG0006855	SMRG1_95610.1, SMRG1_95610.2	TREG1_134250.1, TREG1_134250.2
OG0006856	SMRG1_45220.1	TREG1_35890.1, TREG1_35890.2, TREG1_35890.3
OG0006857	SMRG1_91430.1, SMRG1_91430.2	TREG1_122560.1
OG0006858	SMRG1_11050.1, SMRG1_11050.2	TREG1_20830.1
OG0006859	SMRG1_310.1, SMRG1_310.2, SMRG1_310.3	TREG1_12820.1
OG0006860	SMRG1_15390.1	TREG1_29010.1, TREG1_94660.1
OG0006861	SMRG1_53650.1	TREG1_66270.1
OG0006862	SMRG1_29150.1	TREG1_47080.1, TREG1_47080.2
OG0006863	SMRG1_50710.1	TREG1_69770.1
OG0006864	SMRG1_48600.1	TREG1_65030.1
OG0006865	SMRG1_25130.1	TREG1_54740.1
