Orthogroup	schistosoma_margrebowiei	s.mekongi
OG0006658	SMRG1_77890.1	KAK4470396.1
OG0006659	SMRG1_35170.1	KAK4474143.1
OG0006660	SMRG1_86100.1	KAK4468071.1
OG0006661	SMRG1_73280.1	KAK4470271.1
OG0006662	SMRG1_15590.1, SMRG1_15590.4, SMRG1_15590.5, SMRG1_15590.3, SMRG1_15590.6, SMRG1_15590.2	KAK4474782.1
OG0006663	SMRG1_42200.1	KAK4473432.1
OG0006664	SMRG1_51630.4, SMRG1_51630.1, SMRG1_51630.2, SMRG1_51630.3	KAK4469669.1
OG0006665	SMRG1_36650.1	KAK4473999.1
OG0006667	SMRG1_6630.1	KAK4476045.1
OG0006668	SMRG1_24700.1	KAK4473160.1
OG0006669	SMRG1_13700.1	KAK4474398.1
OG0006670	SMRG1_72170.1	KAK4470109.1
OG0006671	SMRG1_79410.3, SMRG1_79410.1, SMRG1_79410.2	KAK4470900.1
OG0006672	SMRG1_17080.1	KAK4474968.1
OG0006673	SMRG1_19700.1	KAK4475015.1
OG0006674	SMRG1_80440.1	KAK4470998.1
OG0006675	SMRG1_21500.1	KAK4475510.1
OG0006676	SMRG1_74930.1	KAK4470487.1
OG0006677	SMRG1_22820.1	KAK4473374.1
OG0006678	SMRG1_47610.1	KAK4469072.1
OG0006679	SMRG1_32370.1	KAK4474019.1, KAK4474208.1
OG0006680	SMRG1_11490.1	KAK4474433.1
OG0006681	SMRG1_59890.1	KAK4471915.1
OG0006682	SMRG1_84870.1, SMRG1_84870.2	KAK4468175.1
OG0006684	SMRG1_16780.1, SMRG1_16790.1	KAK4475209.1
OG0006686	SMRG1_53920.1	KAK4469338.1
OG0006687	SMRG1_89830.1	KAK4468588.1
OG0006688	SMRG1_61840.1	KAK4472069.1
OG0006690	SMRG1_59870.1	KAK4471916.1
OG0006691	SMRG1_77260.1	KAK4470738.1
OG0006692	SMRG1_4250.1	KAK4475728.1
OG0006693	SMRG1_23470.1	KAK4473324.1
OG0006694	SMRG1_78570.1	KAK4470805.1
OG0006695	SMRG1_64270.1	KAK4471316.1
OG0006696	SMRG1_87950.1	KAK4468833.1
OG0006697	SMRG1_30770.1	KAK4472723.1
OG0006698	SMRG1_42060.1	KAK4473417.1
OG0006699	SMRG1_72050.1	KAK4470102.1
OG0006700	SMRG1_39730.1	KAK4473710.1
OG0006701	SMRG1_50170.1	KAK4469241.1
OG0006702	SMRG1_92180.1	KAK4468412.1
OG0006704	SMRG1_35370.1	KAK4474126.1
OG0006705	SMRG1_57420.1	KAK4469787.1
OG0006706	SMRG1_41130.1, SMRG1_41130.2	KAK4473601.1
OG0006707	SMRG1_30550.1	KAK4472405.1
OG0006709	SMRG1_19320.1	KAK4475044.1
OG0006710	SMRG1_83500.1, SMRG1_83500.2, SMRG1_83500.3	KAK4468241.1
OG0006711	SMRG1_65440.1, SMRG1_65440.2	KAK4471190.1
OG0006712	SMRG1_85090.1	KAK4468188.1
OG0006713	SMRG1_33060.1	KAK4472381.1
OG0006714	SMRG1_22700.1	KAK4473388.1
OG0006715	SMRG1_44120.1	KAK4472760.1
OG0006716	SMRG1_46060.1	KAK4469063.1
OG0006717	SMRG1_92280.1	KAK4468421.1
OG0006718	SMRG1_21420.1	KAK4475520.1
OG0006719	SMRG1_46700.3, SMRG1_46700.1, SMRG1_46700.2	KAK4469365.1
OG0006720	SMRG1_26990.2, SMRG1_26990.1, SMRG1_26990.3, SMRG1_26990.4	KAK4472950.1
OG0006721	SMRG1_12270.1	KAK4474667.1
OG0006722	SMRG1_28680.1	KAK4472831.1
OG0006723	SMRG1_46080.1	KAK4469083.1
OG0006724	SMRG1_3180.1	KAK4475619.1
OG0006725	SMRG1_62940.1, SMRG1_62940.2	KAK4471730.1
OG0006726	SMRG1_63370.1	KAK4471676.1
OG0006727	SMRG1_80700.1	KAK4471017.1
OG0006728	SMRG1_96240.1	KAK4467640.1
OG0006729	SMRG1_96780.1	KAK4467785.1
OG0006730	SMRG1_31720.1	KAK4472623.1
OG0006731	SMRG1_88460.1	KAK4468723.1
OG0006732	SMRG1_64910.1	KAK4471486.1
OG0006733	SMRG1_9730.1, SMRG1_9730.2	KAK4476305.1
OG0006734	SMRG1_93020.1	KAK4468487.1
OG0006735	SMRG1_63920.1	KAK4471420.1
OG0006736	SMRG1_74120.1	KAK4470595.1
OG0006737	SMRG1_2110.1, SMRG1_2110.2	KAK4475462.1
OG0006738	SMRG1_45670.1	KAK4473410.1
OG0006739	SMRG1_20720.1	KAK4475374.1
OG0006740	SMRG1_83020.1	KAK4468291.1
OG0006741	SMRG1_13170.1	KAK4475256.1
OG0006742	SMRG1_10660.1	KAK4474410.1
OG0006743	SMRG1_50840.1	KAK4469394.1
OG0006744	SMRG1_88580.1, SMRG1_88580.2	KAK4468729.1
OG0006745	SMRG1_85230.1	KAK4468192.1
OG0006746	SMRG1_79810.1	KAK4470942.1
OG0006747	SMRG1_81820.1	KAK4468319.1
OG0006748	SMRG1_10620.1, SMRG1_10620.2	KAK4474395.1
OG0006749	SMRG1_37400.1	KAK4473850.1
OG0006750	SMRG1_92950.1	KAK4468480.1
OG0006751	SMRG1_57610.1	KAK4469773.1
OG0006752	SMRG1_97920.1, SMRG1_12870.1	KAK4474718.1
OG0006753	SMRG1_69240.1	KAK4471655.1
OG0006754	SMRG1_49920.1	KAK4469264.1
OG0006755	SMRG1_66260.1	KAK4471050.1
OG0006756	SMRG1_87450.1	KAK4468856.1
OG0006757	SMRG1_7070.1	KAK4476186.1
OG0006758	SMRG1_64490.1	KAK4471294.1
OG0006759	SMRG1_10170.1, SMRG1_10170.2	KAK4476269.1
OG0006760	SMRG1_64300.1	KAK4471319.1
OG0006761	SMRG1_45990.1	KAK4469686.1
OG0006762	SMRG1_95050.1	KAK4467892.1
OG0006763	SMRG1_16500.1	KAK4475176.1
OG0006764	SMRG1_74660.1	KAK4470645.1
OG0006765	SMRG1_87960.1	KAK4468834.1
OG0006766	SMRG1_87280.1	KAK4468867.1
OG0006767	SMRG1_87410.1	KAK4468858.1
OG0006768	SMRG1_7450.1	KAK4476089.1
OG0006769	SMRG1_74890.1	KAK4470667.1
OG0006771	SMRG1_7820.1	KAK4476125.1
OG0006772	SMRG1_69900.1	KAK4471527.1
OG0006773	SMRG1_77910.1	KAK4470394.1
OG0006774	SMRG1_18860.1	KAK4475092.1
OG0006775	SMRG1_61410.1	KAK4472030.1
OG0006776	SMRG1_65290.1	KAK4472090.1
OG0006777	SMRG1_17560.1	KAK4474915.1
OG0006778	SMRG1_20900.1	KAK4475360.1
OG0006779	SMRG1_50510.1	KAK4469205.1
OG0006780	SMRG1_83970.1	KAK4468199.1
OG0006782	SMRG1_69210.1	KAK4471624.1
OG0006783	SMRG1_17860.1	KAK4474886.1
OG0006784	SMRG1_3820.1	KAK4475676.1
OG0006785	SMRG1_79820.1	KAK4470943.1
OG0006786	SMRG1_20830.1	KAK4475363.1
OG0006787	SMRG1_33390.1	KAK4472341.1, KAK4472346.1
OG0006788	SMRG1_65800.1	KAK4471229.1
OG0006789	SMRG1_12840.1	KAK4467548.1, KAK4474721.1
OG0006790	SMRG1_93990.1, SMRG1_93990.2	KAK4467939.1
OG0006792	SMRG1_23540.1	KAK4473318.1
OG0006795	SMRG1_13400.1	KAK4474517.1
OG0006797	SMRG1_890.1	KAK4476217.1
OG0006798	SMRG1_49990.1	KAK4469257.1
OG0006799	SMRG1_41900.1	KAK4473405.1
OG0006800	SMRG1_21790.1	KAK4475471.1
OG0006801	SMRG1_14650.1	KAK4475296.1, KAK4475297.1
OG0006802	SMRG1_14670.1	KAK4475299.1
OG0006803	SMRG1_77420.1	KAK4470435.1
OG0006804	SMRG1_84040.1	KAK4468136.1
OG0006805	SMRG1_83700.1	KAK4468225.1
OG0006806	SMRG1_30070.1, SMRG1_30070.2	KAK4472464.1
OG0006807	SMRG1_32300.1	KAK4472177.1
OG0006808	SMRG1_27190.1	KAK4472926.1
OG0006810	SMRG1_68220.1, SMRG1_68220.2	KAK4471568.1
OG0006811	SMRG1_86220.1	KAK4468059.1
OG0006813	SMRG1_32070.1, SMRG1_32070.2	KAK4472586.1
OG0006816	SMRG1_91740.1	KAK4468426.1
OG0006817	SMRG1_26300.1	KAK4472889.1
OG0006818	SMRG1_23750.1, SMRG1_23750.2, SMRG1_23750.3	KAK4473298.1
OG0006819	SMRG1_14980.1, SMRG1_15020.1	KAK4475233.1
OG0006820	SMRG1_76340.1	KAK4470517.1
OG0006821	SMRG1_37150.1	KAK4473826.1
OG0006822	SMRG1_4290.1, SMRG1_4290.2	KAK4467520.1, KAK4475732.1
OG0006823	SMRG1_94760.2, SMRG1_94760.3, SMRG1_94760.1	KAK4467694.1
OG0006824	SMRG1_94490.1	KAK4467731.1
OG0006825	SMRG1_86180.1	KAK4467961.1
OG0006826	SMRG1_86070.1	KAK4468074.1
OG0006827	SMRG1_92130.1	KAK4468409.1
OG0006828	SMRG1_77180.1, SMRG1_77170.1	KAK4470728.1, KAK4470729.1
OG0006829	SMRG1_65850.1	KAK4471232.1
OG0006830	SMRG1_63140.1	KAK4471707.1
OG0006831	SMRG1_31770.1	KAK4472616.1
OG0006832	SMRG1_25920.1, SMRG1_25920.2, SMRG1_25920.3	KAK4472862.1
OG0006833	SMRG1_27110.1	KAK4472933.1
OG0006834	SMRG1_24360.1	KAK4473055.1
OG0006835	SMRG1_45030.1	KAK4474147.1
OG0006836	SMRG1_18040.1, SMRG1_18040.2	KAK4474866.1
OG0006851	SMRG1_67300.1	KAK4471644.1
OG0006852	SMRG1_96940.1	KAK4467806.1
OG0006853	SMRG1_15070.1	KAK4475238.1
OG0006854	SMRG1_49590.1	KAK4469294.1
OG0006855	SMRG1_95610.1, SMRG1_95610.2	KAK4467704.1
OG0006856	SMRG1_45220.1	KAK4472309.1
OG0006857	SMRG1_91430.1, SMRG1_91430.2	KAK4468508.1
OG0006858	SMRG1_11050.1, SMRG1_11050.2	KAK4474536.1
OG0006859	SMRG1_310.1, SMRG1_310.2, SMRG1_310.3	KAK4474555.1
OG0006860	SMRG1_15390.1	KAK4474762.1
OG0006861	SMRG1_53650.1	KAK4469527.1
OG0006862	SMRG1_29150.1	KAK4472780.1
OG0006864	SMRG1_48600.1	KAK4469600.1
OG0006865	SMRG1_25130.1	KAK4473202.1
OG0006866	SMRG1_33010.1	KAK4472387.1
OG0006867	SMRG1_88120.2, SMRG1_88120.1	KAK4468804.1
OG0006868	SMRG1_10300.1	KAK4476218.1
OG0006869	SMRG1_33290.1	KAK4472355.1
OG0006870	SMRG1_29720.1	KAK4472426.1
OG0006871	SMRG1_88250.1	KAK4468791.1
OG0006872	SMRG1_48550.1	KAK4469605.1
OG0006873	SMRG1_6530.1	KAK4476052.1
OG0006874	SMRG1_17670.1	KAK4474904.1
OG0006875	SMRG1_66050.1	KAK4471253.1
OG0006876	SMRG1_33410.1	KAK4472340.1
OG0006877	SMRG1_48760.1	KAK4469584.1
OG0006878	SMRG1_83060.1	KAK4468287.1
OG0006879	SMRG1_58900.1	KAK4471091.1
OG0006880	SMRG1_81410.1	KAK4468091.1
OG0006881	SMRG1_90950.1	KAK4468552.1
OG0006882	SMRG1_89150.1	KAK4468706.1
OG0006883	SMRG1_26560.1	KAK4472975.1
OG0006884	SMRG1_71340.1	KAK4470188.1
OG0006887	SMRG1_25790.1	KAK4473277.1
OG0006888	SMRG1_37950.1	KAK4473901.1
OG0006889	SMRG1_89820.1	KAK4468586.1
OG0006890	SMRG1_92490.1, SMRG1_97600.1	KAK4468439.1
OG0006891	SMRG1_50590.1	KAK4469196.1
OG0006892	SMRG1_63970.1	KAK4471424.1
OG0006893	SMRG1_28560.1, SMRG1_28560.2	KAK4472905.1
OG0006894	SMRG1_96520.1	KAK4467667.1
OG0006895	SMRG1_33690.1	KAK4472307.1
OG0006896	SMRG1_31070.1, SMRG1_31070.2, SMRG1_31070.3, SMRG1_31070.4	KAK4472692.1
OG0006897	SMRG1_39600.1	KAK4473720.1
OG0006899	SMRG1_31180.1	KAK4472678.1
OG0006900	SMRG1_95680.1	KAK4467697.1
OG0006903	SMRG1_14220.1	KAK4474604.1
OG0006904	SMRG1_53820.1	KAK4469546.1
OG0006905	SMRG1_97490.1	KAK4467829.1
OG0006906	SMRG1_56810.1	KAK4469968.1, KAK4469967.1
OG0006907	SMRG1_55560.1	KAK4469840.1
OG0006908	SMRG1_45490.1	KAK4472877.1
OG0006909	SMRG1_8800.1	KAK4476197.1
OG0006910	SMRG1_58240.1	KAK4471135.1
OG0006911	SMRG1_53500.1	KAK4469511.1
OG0006913	SMRG1_18390.1	KAK4475134.1
OG0006914	SMRG1_52260.1	KAK4469168.1
OG0006915	SMRG1_32200.1	KAK4472572.1
OG0006916	SMRG1_94180.1	KAK4467921.1
OG0006917	SMRG1_3270.1	KAK4474335.1
OG0006918	SMRG1_32270.1	KAK4474200.1
OG0006920	SMRG1_26870.1	KAK4472955.1
OG0006921	SMRG1_59390.1	KAK4471963.1
OG0006922	SMRG1_12280.1	KAK4474668.1
OG0006923	SMRG1_95750.1	KAK4467689.1
OG0006924	SMRG1_79860.1	KAK4470947.1
OG0006925	SMRG1_51040.1	KAK4469414.1
OG0006926	SMRG1_52580.1	KAK4469718.1
OG0006927	SMRG1_53540.1	KAK4469516.1
OG0006928	SMRG1_15510.1	KAK4474774.1, KAK4474775.1
OG0006929	SMRG1_83280.1	KAK4468265.1
OG0006931	SMRG1_9890.1	KAK4476300.1
OG0006932	SMRG1_13950.1, SMRG1_13950.2	KAK4474580.1
OG0006933	SMRG1_53210.1	KAK4469484.1
OG0006934	SMRG1_42650.1	KAK4473468.1
OG0006935	SMRG1_72100.1	KAK4470119.1
OG0006936	SMRG1_37030.1	KAK4473967.1
OG0006937	SMRG1_55370.1	KAK4469857.1
OG0006938	SMRG1_91310.1	KAK4468523.1
OG0006939	SMRG1_42390.1	KAK4473444.1
OG0006940	SMRG1_14010.1	KAK4474574.1
OG0006941	SMRG1_18380.1, SMRG1_18380.2	KAK4475135.1
OG0006942	SMRG1_17610.1	KAK4474911.1
OG0006943	SMRG1_84120.1	KAK4468147.1
OG0006944	SMRG1_72780.1	KAK4470211.1
OG0006946	SMRG1_11830.1	KAK4474469.1
OG0006948	SMRG1_34580.1	KAK4474191.1
OG0006949	SMRG1_73600.1	KAK4470308.1
OG0006950	SMRG1_76090.1	KAK4470537.1
OG0006951	SMRG1_21110.1	KAK4475344.1
OG0006952	SMRG1_27790.1	KAK4473140.1
OG0006953	SMRG1_61720.1	KAK4472031.1
OG0006954	SMRG1_53070.1	KAK4469496.1
OG0006955	SMRG1_31220.1	KAK4472673.1
OG0006956	SMRG1_60600.1	KAK4471828.1
OG0006957	SMRG1_71880.1	KAK4470225.1
OG0006958	SMRG1_69060.1	KAK4471478.1
OG0006959	SMRG1_87810.1	KAK4468817.1
OG0006960	SMRG1_34980.1	KAK4474157.1
OG0006961	SMRG1_91060.1	KAK4468544.1
OG0006962	SMRG1_54570.1	KAK4469935.1
OG0006963	SMRG1_49620.1	KAK4469291.1
OG0006964	SMRG1_62760.1	KAK4471749.1
OG0006965	SMRG1_35580.1	KAK4474107.1
OG0006966	SMRG1_62150.1	KAK4471986.1
OG0006967	SMRG1_89770.1	KAK4468651.1
OG0006968	SMRG1_37970.1, SMRG1_37970.3, SMRG1_37970.2	KAK4473904.1
OG0006969	SMRG1_71940.1	KAK4470231.1
OG0006970	SMRG1_71930.1	KAK4470230.1
OG0006971	SMRG1_80850.1	KAK4470060.1
OG0006972	SMRG1_59670.1	KAK4471938.1
OG0006974	SMRG1_81760.1	KAK4468313.1
OG0006975	SMRG1_21510.1	KAK4475509.1
OG0006976	SMRG1_69220.1	KAK4471635.1
OG0006977	SMRG1_32680.1	KAK4472520.1
OG0006978	SMRG1_23280.1	KAK4473341.1
OG0006979	SMRG1_67040.1	KAK4471369.1
OG0006981	SMRG1_59310.1	KAK4471973.1
OG0006982	SMRG1_56850.1	KAK4469973.1
OG0006983	SMRG1_15190.1	KAK4475251.1
OG0006984	SMRG1_52140.1, SMRG1_52140.2, SMRG1_52140.3	KAK4469149.1
OG0006985	SMRG1_41110.1, SMRG1_41110.2	KAK4473604.1
OG0006986	SMRG1_3290.1	KAK4475609.1
OG0006987	SMRG1_78020.1, SMRG1_78030.1	KAK4470750.1
OG0006988	SMRG1_78040.1, SMRG1_78040.2	KAK4470751.1
OG0006989	SMRG1_74330.1	KAK4470609.1
OG0006990	SMRG1_1790.1	KAK4475163.1
OG0006991	SMRG1_81600.1	KAK4468248.1
OG0006993	SMRG1_17830.1	KAK4474890.1
OG0006994	SMRG1_4840.1, SMRG1_4840.2, SMRG1_4840.3	KAK4467378.1, KAK4475806.1
OG0006995	SMRG1_62810.1	KAK4471745.1
OG0006997	SMRG1_87200.1, SMRG1_87200.2	KAK4468875.1
OG0006998	SMRG1_76630.1	KAK4470675.1
OG0006999	SMRG1_46460.1, SMRG1_46460.2	KAK4469471.1
OG0007000	SMRG1_83730.1	KAK4468212.1
OG0007001	SMRG1_49350.1	KAK4469304.1
OG0007002	SMRG1_96050.1	KAK4467622.1
OG0007003	SMRG1_6540.1	KAK4476048.1
OG0007005	SMRG1_46450.1	KAK4469482.1
OG0007006	SMRG1_94230.1	KAK4467916.1
OG0007007	SMRG1_44130.1, SMRG1_44130.2	KAK4472749.1
OG0007009	SMRG1_92270.1	KAK4468420.1
OG0007011	SMRG1_50860.1	KAK4469398.1
OG0007012	SMRG1_48530.1	KAK4469608.1
OG0007013	SMRG1_64560.1	KAK4471288.1
OG0007014	SMRG1_11450.1	KAK4474429.1
OG0007015	SMRG1_80080.1	KAK4470972.1
OG0007016	SMRG1_17340.1	KAK4474932.1
OG0007017	SMRG1_51180.1	KAK4469427.1
OG0007018	SMRG1_95520.1, SMRG1_95520.2, SMRG1_95520.3, SMRG1_95520.4	KAK4467713.1
OG0007019	SMRG1_79030.1, SMRG1_79030.2	KAK4470859.1
OG0007020	SMRG1_57090.1	KAK4469741.1
OG0007021	SMRG1_49140.1	KAK4469549.1
OG0007022	SMRG1_59500.1	KAK4471953.1
OG0007023	SMRG1_45380.1	KAK4467543.1
OG0007024	SMRG1_83860.1, SMRG1_83860.2	KAK4468223.1
OG0007025	SMRG1_92220.1	KAK4468414.1
OG0007026	SMRG1_61100.1	KAK4472003.1
OG0007028	SMRG1_75610.1	KAK4470356.1
OG0007029	SMRG1_18500.1	KAK4475124.1
OG0007030	SMRG1_72240.1	KAK4470121.1
OG0007031	SMRG1_38040.1	KAK4473912.1
OG0007032	SMRG1_79580.1	KAK4470920.1
OG0007033	SMRG1_79590.1	KAK4470921.1
OG0007034	SMRG1_79600.1	KAK4470922.1
OG0007035	SMRG1_70740.1	KAK4470330.1
OG0007036	SMRG1_83180.1	KAK4468275.1, KAK4468276.1
OG0007037	SMRG1_60990.1	KAK4471853.1
OG0007038	SMRG1_37980.1	KAK4473907.1
OG0007039	SMRG1_52800.1	KAK4469701.1
OG0007040	SMRG1_73240.1	KAK4470266.1
OG0007041	SMRG1_29820.1	KAK4472438.1
OG0007042	SMRG1_27710.1	KAK4473046.1
OG0007043	SMRG1_87220.1	KAK4468872.1
OG0007044	SMRG1_11580.1	KAK4474442.1
OG0007046	SMRG1_83980.1	KAK4468132.1
OG0007047	SMRG1_58270.1	KAK4471138.1
OG0007048	SMRG1_62530.1	KAK4471787.1
OG0007049	SMRG1_38790.1	KAK4473797.1
OG0007050	SMRG1_10190.1	KAK4476274.1
OG0007051	SMRG1_14280.1	KAK4474610.1
OG0007053	SMRG1_36170.1	KAK4474045.1
OG0007054	SMRG1_88430.1	KAK4468776.1
OG0007055	SMRG1_72390.1	KAK4470440.1
OG0007056	SMRG1_23420.1	KAK4473329.1
OG0007057	SMRG1_66510.1	KAK4471331.1
OG0007058	SMRG1_1840.1	KAK4475219.1
OG0007059	SMRG1_46030.1	KAK4469785.1
OG0007060	SMRG1_34000.1	KAK4472279.1
OG0007061	SMRG1_95040.1, SMRG1_95040.2	KAK4467891.1
OG0007062	SMRG1_23350.1	KAK4473335.1
OG0007063	SMRG1_1590.1	KAK4475575.1
OG0007064	SMRG1_87240.1	KAK4468871.1
OG0007065	SMRG1_4700.1	KAK4475794.1
OG0007066	SMRG1_40060.1	KAK4473685.1
OG0007067	SMRG1_84160.1	KAK4468095.1
OG0007068	SMRG1_78810.1	KAK4470834.1
OG0007069	SMRG1_35920.1	KAK4474074.1
OG0007070	SMRG1_53140.1	KAK4469489.1
OG0007072	SMRG1_35590.1	KAK4474106.1
OG0007073	SMRG1_71110.1, SMRG1_61290.1	KAK4470884.1
OG0007074	SMRG1_76320.1	KAK4470520.1
OG0007075	SMRG1_16210.1	KAK4475146.1
OG0007076	SMRG1_32120.1	KAK4472582.1
OG0007077	SMRG1_65860.1	KAK4471233.1
OG0007078	SMRG1_51760.1, SMRG1_51760.2	KAK4469659.1
OG0007079	SMRG1_22790.1	KAK4473378.1
OG0007080	SMRG1_16860.1	KAK4475216.1
OG0007081	SMRG1_52920.1	KAK4469684.1
OG0007082	SMRG1_88630.1	KAK4468735.1
OG0007085	SMRG1_38920.1	KAK4473784.1
OG0007086	SMRG1_86040.1	KAK4468077.1
OG0007087	SMRG1_66990.1	KAK4471364.1
OG0007088	SMRG1_96410.1	KAK4467659.1
OG0007090	SMRG1_17930.1	KAK4474878.1
OG0007091	SMRG1_71870.1	KAK4470224.1
OG0007092	SMRG1_15640.2, SMRG1_15640.1	KAK4474789.1
OG0007094	SMRG1_46890.1	KAK4469281.1
OG0007096	SMRG1_90470.1, SMRG1_90470.2, SMRG1_90470.3	KAK4468532.1
OG0007097	SMRG1_55260.2, SMRG1_55260.1	KAK4469864.1
OG0007098	SMRG1_77090.1	KAK4470720.1
OG0007099	SMRG1_85260.1	KAK4468196.1
OG0007100	SMRG1_63180.1	KAK4471703.1
OG0007101	SMRG1_35110.1	KAK4474149.1
OG0007102	SMRG1_29670.1, SMRG1_29670.2	KAK4472421.1
OG0007103	SMRG1_63170.1	KAK4471704.1
OG0007104	SMRG1_67350.1	KAK4471640.1
OG0007105	SMRG1_64900.1	KAK4471485.1
OG0007106	SMRG1_71820.1, SMRG1_71820.2	KAK4470221.1
OG0007107	SMRG1_69110.1	KAK4471532.1
OG0007112	SMRG1_85610.1	KAK4468111.1
OG0007113	SMRG1_97040.2, SMRG1_97040.1	KAK4467871.1
OG0007114	SMRG1_88910.1, SMRG1_88910.2, SMRG1_88910.3	KAK4468762.1
OG0007115	SMRG1_57160.1	KAK4469749.1
OG0007116	SMRG1_60610.3, SMRG1_60610.1, SMRG1_60610.2	KAK4471829.1
OG0007117	SMRG1_22090.1	KAK4475449.1, KAK4475450.1
OG0007118	SMRG1_95460.1	KAK4467746.1
OG0007120	SMRG1_83650.1	KAK4468230.1
OG0007121	SMRG1_88190.1	KAK4468797.1
OG0007122	SMRG1_54340.1, SMRG1_54340.2	KAK4469188.1
OG0007123	SMRG1_71900.1	KAK4470226.1
OG0007124	SMRG1_73100.1	KAK4470260.1
OG0007125	SMRG1_79520.1	KAK4470910.1
OG0007126	SMRG1_71010.1, SMRG1_71010.2	KAK4470988.1
OG0007127	SMRG1_44900.1	KAK4472127.1
OG0007128	SMRG1_32840.1	KAK4472508.1
OG0007129	SMRG1_32000.1, SMRG1_32000.2	KAK4472591.1
OG0007130	SMRG1_24150.1, SMRG1_24160.1, SMRG1_24170.1	KAK4473074.1
OG0007131	SMRG1_25020.1	KAK4473193.1
OG0007132	SMRG1_36090.1	KAK4474054.1
OG0007133	SMRG1_10780.2, SMRG1_10780.1	KAK4474551.1
OG0007134	SMRG1_21220.1	KAK4475335.1
OG0007135	SMRG1_20970.1	KAK4475353.1
OG0007149	SMRG1_56780.1	KAK4469964.1
OG0007150	SMRG1_11940.1	KAK4467554.1
OG0007152	SMRG1_95390.1	KAK4467642.1, KAK4467367.1
OG0007153	SMRG1_18440.1	KAK4475128.1
OG0007155	SMRG1_57910.1	KAK4471162.1
OG0007156	SMRG1_34480.1	KAK4472563.1
OG0007157	SMRG1_74420.1	KAK4470617.1
OG0007158	SMRG1_91460.1	KAK4468505.1
OG0007159	SMRG1_89470.1, SMRG1_89470.2	KAK4468678.1
OG0007160	SMRG1_33110.1	KAK4472375.1
OG0007161	SMRG1_80950.1	KAK4470071.1
OG0007162	SMRG1_16740.1	KAK4475203.1, KAK4475204.1
OG0007163	SMRG1_23330.1	KAK4473337.1
OG0007164	SMRG1_75550.1	KAK4470362.1
OG0007165	SMRG1_37830.1	KAK4473887.1
OG0007166	SMRG1_93780.1	KAK4468912.1
OG0007167	SMRG1_39040.1	KAK4473771.1
OG0007168	SMRG1_61590.1	KAK4472043.1
OG0007169	SMRG1_73990.1	KAK4470581.1, KAK4470582.1
OG0007170	SMRG1_33430.1, SMRG1_33430.2	KAK4472338.1
OG0007171	SMRG1_54980.1	KAK4469883.1
OG0007172	SMRG1_28740.1	KAK4472822.1
OG0007174	SMRG1_52870.1	KAK4469691.1
OG0007175	SMRG1_36960.1	KAK4473970.1
OG0007176	SMRG1_85700.1	KAK4468107.1
OG0007177	SMRG1_43210.1	KAK4473519.1
OG0007178	SMRG1_59980.1	KAK4471904.1
OG0007179	SMRG1_23920.1	KAK4473008.1
OG0007180	SMRG1_750.1	KAK4476088.1
OG0007181	SMRG1_91110.1	KAK4468538.1
OG0007182	SMRG1_14390.1	KAK4475269.1
OG0007184	SMRG1_90500.1	KAK4468500.1
OG0007185	SMRG1_95100.1	KAK4467899.1
OG0007186	SMRG1_75540.1, SMRG1_75540.2	KAK4470363.1
OG0007187	SMRG1_80770.1	KAK4470055.1
OG0007188	SMRG1_69540.1	KAK4471503.1
OG0007189	SMRG1_64750.1	KAK4471469.1
OG0007191	SMRG1_83210.1	KAK4468272.1
OG0007193	SMRG1_54860.1	KAK4469912.1
OG0007194	SMRG1_6570.1	KAK4468785.1
OG0007195	SMRG1_87990.1	KAK4468837.1
OG0007196	SMRG1_14290.1	KAK4474611.1
OG0007197	SMRG1_91040.1	KAK4468546.1
OG0007198	SMRG1_30160.1	KAK4472470.1
OG0007199	SMRG1_23940.1	KAK4473016.1
OG0007200	SMRG1_8230.1, SMRG1_8230.2	KAK4475989.1
OG0007201	SMRG1_90590.1	KAK4468645.1
OG0007202	SMRG1_73840.1	KAK4470563.1
OG0007203	SMRG1_3120.1	KAK4475604.1
OG0007205	SMRG1_93180.1	KAK4468919.1
OG0007206	SMRG1_72510.1	KAK4470600.1
OG0007207	SMRG1_49700.1	KAK4469275.1
OG0007208	SMRG1_79010.1	KAK4470856.1
OG0007209	SMRG1_96110.1	KAK4467629.1
OG0007210	SMRG1_90290.1	KAK4468928.1
OG0007211	SMRG1_22760.1	KAK4473381.1
OG0007212	SMRG1_67660.1	KAK4471611.1
OG0007213	SMRG1_67670.1	KAK4471610.1
OG0007214	SMRG1_79530.1	KAK4470911.1
OG0007215	SMRG1_11780.1	KAK4474475.1
OG0007216	SMRG1_18400.1, SMRG1_18400.2	KAK4475133.1
OG0007217	SMRG1_43620.1	KAK4473557.1
OG0007220	SMRG1_35710.1	KAK4474096.1
OG0007221	SMRG1_35540.1	KAK4474112.1
OG0007222	SMRG1_8100.1	KAK4476001.1
OG0007223	SMRG1_60160.1	KAK4471755.1
OG0007224	SMRG1_73590.1, SMRG1_73590.2	KAK4470307.1
OG0007226	SMRG1_44260.1	KAK4472643.1
OG0007227	SMRG1_92790.1	KAK4468467.1
OG0007228	SMRG1_80300.1	KAK4470991.1
OG0007229	SMRG1_75800.1	KAK4470338.1
OG0007231	SMRG1_23600.1	KAK4473314.1
OG0007232	SMRG1_11460.1	KAK4474430.1
OG0007233	SMRG1_97030.1	KAK4467872.1
OG0007234	SMRG1_60530.1	KAK4471860.1
