Orthogroup	schistosoma_rodhaini	schistosoma_haematobium
OG0006822	SRDH2_4530.2, SRDH2_4530.3, SRDH2_4530.4, SRDH2_4530.1	SHAE2_5000.1
OG0006823	SRDH2_96730.1	SHAE2_98750.4, SHAE2_98750.2, SHAE2_98750.1, SHAE2_98750.3
OG0006824	SRDH2_96530.1	SHAE2_98550.1, SHAE2_98550.3, SHAE2_98550.2
OG0006826	SRDH2_87830.1	SHAE2_90500.1, SHAE2_90500.2
OG0006827	SRDH2_93810.1, SRDH2_93810.2, SRDH2_93810.3, SRDH2_93810.4, SRDH2_93810.5	SHAE2_96470.1
OG0006828	SRDH2_78530.1	SHAE2_81060.1
OG0006829	SRDH2_65740.1	SHAE2_69520.1
OG0006830	SRDH2_64140.1	SHAE2_66710.1, SHAE2_66710.2
OG0006831	SRDH2_36810.1, SRDH2_36810.2	SHAE2_33990.1
OG0006832	SRDH2_26270.1	SHAE2_28140.3
OG0006833	SRDH2_27360.1	SHAE2_29240.1
OG0006834	SRDH2_24750.1	SHAE2_26640.1
OG0006835	SRDH2_45170.1, SRDH2_45090.1, SRDH2_45150.1, SRDH2_45110.1, SRDH2_45160.1	SHAE2_47670.1, SHAE2_47670.2
OG0006836	SRDH2_17410.3, SRDH2_17410.1	SHAE2_19100.1
OG0006837	SRDH2_29880.1, SRDH2_29880.2	SHAE2_31900.1, SHAE2_31900.2
OG0006838	SRDH2_69300.1, SRDH2_69300.2	SHAE2_71100.1, SHAE2_71110.1
OG0006840	SRDH2_83390.1	SHAE2_85500.1, SHAE2_85500.6, SHAE2_85500.3, SHAE2_85500.4, SHAE2_85500.5, SHAE2_85500.2
OG0006842	SRDH2_20430.1, SRDH2_20460.1, SRDH2_20400.1, SRDH2_20410.1	SHAE2_23280.1, SHAE2_23300.1, SHAE2_23310.1, SHAE2_23320.1
OG0006851	SRDH2_69430.1	SHAE2_70970.1, SHAE2_70970.2
OG0006852	SRDH2_99040.1	SHAE2_101130.1, SHAE2_101130.2
OG0006853	SRDH2_16070.1	SHAE2_17580.1
OG0006854	SRDH2_49650.1	SHAE2_52140.1
OG0006855	SRDH2_97640.1	SHAE2_99630.1, SHAE2_99630.2
OG0006857	SRDH2_92440.1	SHAE2_95710.1
OG0006858	SRDH2_12070.1	SHAE2_13330.1
OG0006859	SRDH2_1440.1	SHAE2_1700.1
OG0006860	SRDH2_16320.1	SHAE2_17830.1
OG0006861	SRDH2_53010.1	SHAE2_56310.1
OG0006862	SRDH2_29420.2, SRDH2_29420.1	SHAE2_31310.1
OG0006863	SRDH2_50800.1	SHAE2_53270.1, SHAE2_53270.2
OG0006864	SRDH2_48730.1	SHAE2_51230.1
OG0006865	SRDH2_25350.1	SHAE2_27300.1
OG0006866	SRDH2_34880.1	SHAE2_35810.1
OG0006867	SRDH2_90320.1	SHAE2_92370.1, SHAE2_92370.2
OG0006868	SRDH2_11090.1	SHAE2_12520.1
OG0006869	SRDH2_35170.1, SRDH2_35170.2	SHAE2_36150.1, SHAE2_36150.2
OG0006870	SRDH2_29980.1	SHAE2_31790.1
OG0006871	SRDH2_90200.1	SHAE2_92460.1
OG0006872	SRDH2_48680.1	SHAE2_51180.1
OG0006873	SRDH2_6880.1	SHAE2_7350.1
OG0006874	SRDH2_17760.1	SHAE2_19490.1
OG0006875	SRDH2_65980.1	SHAE2_69720.1
OG0006877	SRDH2_48920.1	SHAE2_51380.1
OG0006878	SRDH2_84570.1	SHAE2_86710.1
OG0006879	SRDH2_60060.1	SHAE2_62450.1
OG0006880	SRDH2_82960.1	SHAE2_85090.1
OG0006881	SRDH2_92870.1	SHAE2_95240.1
OG0006882	SRDH2_90920.1	SHAE2_93430.1
OG0006883	SRDH2_26920.1	SHAE2_28760.1
OG0006884	SRDH2_73760.1	SHAE2_76230.1
OG0006885	SRDH2_28740.3, SRDH2_28740.4, SRDH2_28740.1, SRDH2_28740.2, SRDH2_28740.6, SRDH2_28740.5	SHAE2_30620.1
OG0006886	SRDH2_38130.1	SHAE2_34770.1
OG0006887	SRDH2_26130.1	SHAE2_27980.1
OG0006889	SRDH2_91620.1	SHAE2_94110.1
OG0006890	SRDH2_94170.1	SHAE2_96780.1
OG0006891	SRDH2_50680.1	SHAE2_53130.1
OG0006892	SRDH2_64990.1	SHAE2_67570.1
OG0006893	SRDH2_28850.1	SHAE2_30730.1
OG0006894	SRDH2_98610.1	SHAE2_100680.1
OG0006895	SRDH2_35580.1	SHAE2_36470.1
OG0006897	SRDH2_39730.1	SHAE2_42500.1
OG0006898	SRDH2_50020.1	SHAE2_52490.1, SHAE2_52490.3, SHAE2_52490.2
OG0006899	SRDH2_31450.1	SHAE2_33400.1
OG0006900	SRDH2_97710.1	SHAE2_99700.1
OG0006901	SRDH2_64950.1	SHAE2_67530.2, SHAE2_67530.1
OG0006902	SRDH2_240.1	SHAE2_200.1
OG0006903	SRDH2_12480.1, SRDH2_100300.1	SHAE2_16530.1
OG0006904	SRDH2_52820.1	SHAE2_56510.1
OG0006905	SRDH2_99470.3	SHAE2_101700.1
OG0006906	SRDH2_57720.1	SHAE2_59750.1
OG0006907	SRDH2_56040.1	SHAE2_58230.1
OG0006908	SRDH2_45580.1	SHAE2_48230.1
OG0006909	SRDH2_9400.1	SHAE2_11000.1
OG0006910	SRDH2_59130.1, SRDH2_59130.2	SHAE2_61620.1
OG0006911	SRDH2_53150.1	SHAE2_56170.1
OG0006912	SRDH2_101850.1	SHAE2_15740.1
OG0006913	SRDH2_19370.1, SRDH2_19370.2, SRDH2_19370.3	SHAE2_21140.1
OG0006914	SRDH2_52630.1	SHAE2_54930.1
OG0006915	SRDH2_36440.1	SHAE2_34450.1
OG0006916	SRDH2_96240.1	SHAE2_98240.1
OG0006917	SRDH2_3450.1	SHAE2_3910.1
OG0006918	SRDH2_36360.1, SRDH2_102140.1	SHAE2_34520.1
OG0006919	SRDH2_37450.1	SHAE2_40460.1
OG0006920	SRDH2_27100.1	SHAE2_28980.1
OG0006921	SRDH2_62900.2, SRDH2_62900.1	SHAE2_65450.1
OG0006922	SRDH2_14720.1	SHAE2_14560.1
OG0006923	SRDH2_101300.1, SRDH2_101310.1	SHAE2_99750.1
OG0006924	SRDH2_81400.1	SHAE2_83860.1
OG0006925	SRDH2_51360.1	SHAE2_53660.1
OG0006926	SRDH2_54040.1, SRDH2_54040.2	SHAE2_55280.1
OG0006927	SRDH2_53110.1	SHAE2_56210.1
OG0006928	SRDH2_16440.1	SHAE2_17960.1
OG0006929	SRDH2_84770.1	SHAE2_86920.1
OG0006930	SRDH2_4770.3, SRDH2_4770.2, SRDH2_4770.1	SHAE2_5280.1
OG0006931	SRDH2_10630.1	SHAE2_12120.1
OG0006932	SRDH2_13450.1, SRDH2_13450.2	SHAE2_16300.1
OG0006933	SRDH2_53420.1	SHAE2_55870.1, SHAE2_55870.2
OG0006934	SRDH2_42660.1	SHAE2_45210.1
OG0006935	SRDH2_74590.2, SRDH2_74590.1	SHAE2_75530.1
OG0006936	SRDH2_38050.1	SHAE2_39830.1
OG0006937	SRDH2_55850.1	SHAE2_58040.1
OG0006938	SRDH2_92550.1	SHAE2_95580.1, SHAE2_95570.1
OG0006939	SRDH2_42410.1	SHAE2_44970.1
OG0006940	SRDH2_13400.1	SHAE2_16340.1, SHAE2_16340.2
OG0006941	SRDH2_19360.2, SRDH2_19360.1, SRDH2_19360.3	SHAE2_21130.1
OG0006942	SRDH2_17850.1	SHAE2_19550.1
OG0006943	SRDH2_85720.1	SHAE2_88760.1
OG0006944	SRDH2_73560.3, SRDH2_73560.1, SRDH2_73560.2	SHAE2_76470.1
OG0006945	SRDH2_26040.1	SHAE2_27910.1
OG0006946	SRDH2_14180.2, SRDH2_14180.1, SRDH2_14180.3	SHAE2_14070.1
OG0006947	SRDH2_85290.1, SRDH2_85260.1	SHAE2_87420.1
OG0006948	SRDH2_32140.1, SRDH2_32140.2	SHAE2_37330.1, SHAE2_37330.2
OG0006949	SRDH2_72700.1	SHAE2_77410.1
OG0006950	SRDH2_77350.1	SHAE2_79970.1
OG0006951	SRDH2_21230.1	SHAE2_22480.1
OG0006952	SRDH2_28060.1	SHAE2_29920.1
OG0006953	SRDH2_60740.1	SHAE2_63100.1
OG0006954	SRDH2_53540.1, SRDH2_53540.2	SHAE2_55760.1
OG0006955	SRDH2_31490.1	SHAE2_33460.1
OG0006957	SRDH2_74360.1	SHAE2_75740.1
OG0006958	SRDH2_71070.1	SHAE2_73480.1
OG0006959	SRDH2_89270.1	SHAE2_92040.1
OG0006960	SRDH2_32470.1, SRDH2_32490.1, SRDH2_32490.2	SHAE2_37690.1
OG0006961	SRDH2_92780.1	SHAE2_95340.1
OG0006962	SRDH2_54920.1	SHAE2_57230.1, SHAE2_57230.2
OG0006963	SRDH2_49680.1	SHAE2_52170.1
OG0006964	SRDH2_63770.1	SHAE2_66310.1
OG0006965	SRDH2_33030.1	SHAE2_38300.1
OG0006966	SRDH2_63140.1	SHAE2_65660.1
OG0006967	SRDH2_91600.1	SHAE2_94080.1
OG0006968	SRDH2_31740.1	SHAE2_40810.1
OG0006969	SRDH2_74420.1	SHAE2_75680.1
OG0006970	SRDH2_74410.1	SHAE2_75690.1
OG0006971	SRDH2_82420.1	SHAE2_84900.1
OG0006972	SRDH2_62650.1	SHAE2_65200.1
OG0006973	SRDH2_1040.1, SRDH2_4090.1	SHAE2_4520.2
OG0006974	SRDH2_83270.2, SRDH2_83270.1	SHAE2_85390.1
OG0006975	SRDH2_21970.1	SHAE2_24590.3, SHAE2_24590.1
OG0006976	SRDH2_70370.1	SHAE2_73260.1, SHAE2_73260.2, SHAE2_73260.3
OG0006977	SRDH2_34550.1	SHAE2_34900.1
OG0006978	SRDH2_23780.1	SHAE2_25540.1
OG0006979	SRDH2_69710.1	SHAE2_70720.1
OG0006980	SRDH2_81010.1	SHAE2_83500.1
OG0006981	SRDH2_62980.1	SHAE2_65530.1
OG0006982	SRDH2_57670.1	SHAE2_59800.1
OG0006983	SRDH2_16200.1	SHAE2_17710.1
OG0006984	SRDH2_52500.1	SHAE2_54800.1
OG0006985	SRDH2_41140.1	SHAE2_43800.1
OG0006986	SRDH2_3470.1	SHAE2_3930.1
OG0006987	SRDH2_79410.1	SHAE2_81950.1
OG0006988	SRDH2_79420.1	SHAE2_81960.1
OG0006989	SRDH2_75560.1	SHAE2_78170.1
OG0006990	SRDH2_2050.1	SHAE2_2320.1
OG0006991	SRDH2_83170.1	SHAE2_85300.1, SHAE2_85310.1
OG0006992	SRDH2_22110.1	SHAE2_24470.2, SHAE2_24470.1, SHAE2_24470.3, SHAE2_24470.4, SHAE2_24470.5
OG0006993	SRDH2_17590.1	SHAE2_19320.1
OG0006994	SRDH2_5130.1	SHAE2_5600.1
OG0006995	SRDH2_63800.1	SHAE2_66350.1
OG0006996	SRDH2_300.1	SHAE2_240.1
OG0006997	SRDH2_89010.1, SRDH2_89010.2	SHAE2_91500.1
OG0006998	SRDH2_77920.1	SHAE2_80550.1
OG0006999	SRDH2_46900.1	SHAE2_48900.1
OG0007000	SRDH2_85300.1	SHAE2_87430.1
OG0007001	SRDH2_49440.1	SHAE2_51950.1
OG0007002	SRDH2_98080.1	SHAE2_100200.1
OG0007003	SRDH2_6890.1	SHAE2_7360.1
OG0007004	SRDH2_96130.2, SRDH2_96130.1, SRDH2_96130.3	SHAE2_102670.1, SHAE2_102670.2
OG0007005	SRDH2_46890.2, SRDH2_46890.1	SHAE2_48910.1
OG0007006	SRDH2_96270.1	SHAE2_98290.1
OG0007007	SRDH2_44120.1	SHAE2_46680.1
OG0007008	SRDH2_67990.1	SHAE2_68560.1
OG0007009	SRDH2_93940.1	SHAE2_96610.1
OG0007010	SRDH2_23020.1	SHAE2_23800.1
OG0007011	SRDH2_50950.1	SHAE2_53420.1
OG0007012	SRDH2_48660.1	SHAE2_51160.1, SHAE2_51160.2
OG0007013	SRDH2_65550.1, SRDH2_65550.2, SRDH2_65550.3	SHAE2_68110.1
OG0007014	SRDH2_13830.1	SHAE2_13760.1, SHAE2_13760.2
OG0007015	SRDH2_81620.1	SHAE2_84090.1
OG0007016	SRDH2_17980.1	SHAE2_19850.1
OG0007017	SRDH2_51500.1	SHAE2_53760.1
OG0007018	SRDH2_97560.1	SHAE2_99530.1
OG0007019	SRDH2_80500.1	SHAE2_83030.1
OG0007020	SRDH2_57960.1	SHAE2_60050.1
OG0007021	SRDH2_49250.1	SHAE2_51750.1
OG0007022	SRDH2_62800.1	SHAE2_65360.1
OG0007023	SRDH2_45450.1	SHAE2_47990.1
OG0007024	SRDH2_85430.1	SHAE2_87530.1
OG0007025	SRDH2_93890.1	SHAE2_96540.1
OG0007026	SRDH2_61280.1, SRDH2_61280.2	SHAE2_63700.1
OG0007027	SRDH2_1240.1	SHAE2_1520.1
OG0007028	SRDH2_76820.1, SRDH2_76820.2	SHAE2_79500.1
OG0007029	SRDH2_19460.1	SHAE2_21240.1
OG0007030	SRDH2_74730.1	SHAE2_75400.1
OG0007031	SRDH2_31830.1	SHAE2_40890.1
OG0007032	SRDH2_81140.1	SHAE2_83620.1
OG0007033	SRDH2_81150.1	SHAE2_83630.1
OG0007035	SRDH2_72330.1	SHAE2_74490.1
OG0007036	SRDH2_84680.1	SHAE2_86820.1
OG0007037	SRDH2_61490.1	SHAE2_63910.1
OG0007038	SRDH2_31760.1	SHAE2_40820.1
OG0007039	SRDH2_53810.1	SHAE2_55480.1
OG0007040	SRDH2_73070.1, SRDH2_73070.2	SHAE2_76990.1
OG0007041	SRDH2_30110.1	SHAE2_32010.1
OG0007042	SRDH2_27990.1	SHAE2_29850.1
OG0007043	SRDH2_88990.1	SHAE2_91520.1, SHAE2_91520.2
OG0007044	SRDH2_13960.1	SHAE2_13890.1, SHAE2_13890.2
OG0007046	SRDH2_85560.1	SHAE2_87890.1
OG0007047	SRDH2_59160.1	SHAE2_61660.1
OG0007048	SRDH2_63540.1	SHAE2_66070.1
OG0007049	SRDH2_38910.1	SHAE2_41700.1
OG0007050	SRDH2_10940.1	SHAE2_12410.1
OG0007051	SRDH2_12410.1	SHAE2_16580.1
OG0007052	SRDH2_6600.1, SRDH2_6600.2	SHAE2_7070.1
OG0007053	SRDH2_33670.1	SHAE2_38970.1
OG0007054	SRDH2_90000.1	SHAE2_92610.1
OG0007055	SRDH2_74820.1	SHAE2_75300.1
OG0007056	SRDH2_23890.1, SRDH2_23890.2	SHAE2_25660.1
OG0007057	SRDH2_66420.1	SHAE2_70170.1, SHAE2_70170.2
OG0007058	SRDH2_2110.1	SHAE2_2370.1, SHAE2_2370.2
OG0007059	SRDH2_46100.1	SHAE2_49420.1
OG0007060	SRDH2_35880.1	SHAE2_36750.1, SHAE2_36750.2, SHAE2_36750.3
OG0007062	SRDH2_23840.1	SHAE2_25600.1, SHAE2_25600.2
OG0007063	SRDH2_310.3, SRDH2_310.2, SRDH2_310.1	SHAE2_250.1
OG0007064	SRDH2_88970.1	SHAE2_91540.1
OG0007065	SRDH2_4950.1	SHAE2_5440.1
OG0007067	SRDH2_85750.1	SHAE2_88780.1
OG0007068	SRDH2_80290.1	SHAE2_82790.1
OG0007069	SRDH2_33380.1	SHAE2_38640.1
OG0007070	SRDH2_53480.1	SHAE2_55820.1
OG0007072	SRDH2_33050.1	SHAE2_38310.1
OG0007073	SRDH2_71810.1	SHAE2_74830.1
OG0007074	SRDH2_77570.1	SHAE2_80250.1
OG0007075	SRDH2_19240.1	SHAE2_21000.1
OG0007076	SRDH2_36520.1	SHAE2_34360.1
OG0007077	SRDH2_65760.1	SHAE2_69530.1
OG0007079	SRDH2_23460.1	SHAE2_25020.1
OG0007080	SRDH2_18650.1	SHAE2_20360.1
OG0007081	SRDH2_53680.1	SHAE2_55610.1
OG0007082	SRDH2_89730.1	SHAE2_92770.1
OG0007083	SRDH2_80420.1	SHAE2_82940.1
OG0007085	SRDH2_39020.1	SHAE2_41820.1
OG0007086	SRDH2_87870.1	SHAE2_90470.1
OG0007088	SRDH2_98470.1	SHAE2_100560.1
OG0007089	SRDH2_63520.2, SRDH2_63520.3, SRDH2_63520.1	SHAE2_66050.1
OG0007090	SRDH2_17510.1, SRDH2_17510.2, SRDH2_17510.3	SHAE2_19210.1
OG0007092	SRDH2_16580.1	SHAE2_18140.1
OG0007094	SRDH2_47100.1	SHAE2_49530.1
OG0007096	SRDH2_93390.1	SHAE2_94760.1
OG0007097	SRDH2_55750.1	SHAE2_57940.1
OG0007098	SRDH2_78440.1	SHAE2_80990.2, SHAE2_80990.1
OG0007099	SRDH2_86940.1	SHAE2_89770.1
OG0007100	SRDH2_64180.1, SRDH2_64180.2	SHAE2_66750.1
OG0007101	SRDH2_32590.1	SHAE2_37800.1
OG0007102	SRDH2_29930.1	SHAE2_31840.1
OG0007103	SRDH2_64170.1	SHAE2_66740.1
OG0007104	SRDH2_69370.1	SHAE2_71020.1
OG0007105	SRDH2_67970.1	SHAE2_68530.1
OG0007105	SRDH2_67970.1	SHAE2_68530.2
OG0007106	SRDH2_74300.1	SHAE2_75780.1
OG0007107	SRDH2_71120.1	SHAE2_73430.1
OG0007112	SRDH2_87480.1	SHAE2_90080.1
OG0007113	SRDH2_99140.1	SHAE2_101230.1
OG0007114	SRDH2_90680.1	SHAE2_93170.1
OG0007115	SRDH2_58110.1, SRDH2_58110.2	SHAE2_60160.1
OG0007116	SRDH2_61750.1	SHAE2_64190.2, SHAE2_64190.1
OG0007117	SRDH2_22600.1, SRDH2_22600.2	SHAE2_24200.1
OG0007118	SRDH2_97480.1, SRDH2_97480.2	SHAE2_99460.1, SHAE2_99460.2
OG0007120	SRDH2_85190.1	SHAE2_87360.1, SHAE2_87360.2
OG0007121	SRDH2_90260.1	SHAE2_92420.1
OG0007122	SRDH2_54720.1	SHAE2_57020.1
OG0007123	SRDH2_74380.6, SRDH2_74380.7, SRDH2_74380.1, SRDH2_74380.3, SRDH2_74380.4, SRDH2_74380.2, SRDH2_74380.5	SHAE2_75720.1
OG0007124	SRDH2_73230.1, SRDH2_73230.2	SHAE2_76760.1
OG0007125	SRDH2_81060.1	SHAE2_83530.1
OG0007126	SRDH2_71710.1	SHAE2_74750.1
OG0007127	SRDH2_44980.1	SHAE2_47550.1, SHAE2_47550.3, SHAE2_47550.2
OG0007128	SRDH2_34690.1, SRDH2_34690.4, SRDH2_34690.2, SRDH2_34690.3, SRDH2_34690.5	SHAE2_35030.1
OG0007131	SRDH2_25280.1	SHAE2_27150.1, SHAE2_27150.2
OG0007133	SRDH2_11560.1	SHAE2_13080.2, SHAE2_13080.1
OG0007134	SRDH2_21150.1	SHAE2_22560.1
OG0007135	SRDH2_21330.1	SHAE2_22370.1
OG0007136	SRDH2_9470.1	SHAE2_46360.1, SHAE2_100510.1
OG0007138	SRDH2_89310.1	SHAE2_92000.1, SHAE2_92000.2
OG0007139	SRDH2_93280.1, SRDH2_93270.1, SRDH2_93260.1	SHAE2_94860.1, SHAE2_94870.1
OG0007149	SRDH2_57760.1	SHAE2_59720.1
OG0007150	SRDH2_14350.1	SHAE2_14170.1
OG0007151	SRDH2_73780.1, SRDH2_73780.2	SHAE2_76210.1
OG0007152	SRDH2_97390.1	SHAE2_99390.1
OG0007153	SRDH2_19410.2, SRDH2_19410.1	SHAE2_21190.1
OG0007154	SRDH2_37360.1	SHAE2_40560.2, SHAE2_40560.1
OG0007155	SRDH2_58730.1	SHAE2_61240.1
OG0007156	SRDH2_38400.1	SHAE2_37240.1
OG0007157	SRDH2_75630.1	SHAE2_78250.1
OG0007158	SRDH2_92410.1	SHAE2_95740.1
OG0007159	SRDH2_91260.1	SHAE2_93770.1
OG0007160	SRDH2_34980.1	SHAE2_35940.1
OG0007161	SRDH2_82520.1	SHAE2_84780.1
OG0007162	SRDH2_18760.1, SRDH2_18760.2	SHAE2_20470.1
OG0007163	SRDH2_23810.1, SRDH2_23810.2	SHAE2_25580.1
OG0007164	SRDH2_76760.1	SHAE2_79450.1
OG0007165	SRDH2_37260.1, SRDH2_37260.2	SHAE2_40660.1
OG0007166	SRDH2_95540.1	SHAE2_97690.1
OG0007167	SRDH2_39140.1	SHAE2_41940.1
OG0007168	SRDH2_60850.1	SHAE2_63220.1
OG0007169	SRDH2_75210.1	SHAE2_77810.1
OG0007171	SRDH2_55400.1	SHAE2_57660.1
OG0007172	SRDH2_29040.1	SHAE2_30930.1
OG0007173	SRDH2_9080.1	SHAE2_10650.1
OG0007174	SRDH2_53730.1	SHAE2_55550.1
OG0007175	SRDH2_34430.1	SHAE2_39770.1
OG0007176	SRDH2_88190.1	SHAE2_90120.1
OG0007177	SRDH2_43210.1	SHAE2_45740.1
OG0007178	SRDH2_62370.1	SHAE2_64870.1
OG0007179	SRDH2_24330.1	SHAE2_26360.1
OG0007180	SRDH2_1200.1	SHAE2_1470.1
OG0007181	SRDH2_92710.1	SHAE2_95400.1
OG0007182	SRDH2_15460.1, SRDH2_15460.2	SHAE2_16710.1
OG0007184	SRDH2_93360.1	SHAE2_94790.1
OG0007185	SRDH2_97100.1	SHAE2_99100.1
OG0007186	SRDH2_76750.1	SHAE2_79440.1
OG0007187	SRDH2_82330.1	SHAE2_84980.1
OG0007188	SRDH2_70010.1	SHAE2_72900.1
OG0007189	SRDH2_67650.1	SHAE2_68320.1
OG0007190	SRDH2_39540.1, SRDH2_39540.2, SRDH2_39540.3	SHAE2_42320.1
OG0007191	SRDH2_84710.1	SHAE2_86850.1
OG0007192	SRDH2_68710.1, SRDH2_68710.2	SHAE2_71710.1
OG0007193	SRDH2_55270.1	SHAE2_57590.1, SHAE2_57590.2
OG0007194	SRDH2_6930.1	SHAE2_7400.1
OG0007195	SRDH2_89420.1	SHAE2_92230.1
OG0007196	SRDH2_12400.1	SHAE2_16600.1
OG0007197	SRDH2_92800.1	SHAE2_95320.1
OG0007198	SRDH2_30500.1	SHAE2_32350.1
OG0007199	SRDH2_24340.1	SHAE2_26380.1
OG0007200	SRDH2_8870.1	SHAE2_10430.1
OG0007201	SRDH2_93230.1	SHAE2_94890.1
OG0007202	SRDH2_75080.1	SHAE2_77630.1
OG0007203	SRDH2_3310.1	SHAE2_3760.1
OG0007205	SRDH2_95040.1	SHAE2_97470.1
OG0007206	SRDH2_74960.1	SHAE2_75140.1
OG0007207	SRDH2_49760.1	SHAE2_52240.1
OG0007208	SRDH2_80480.1	SHAE2_83010.1
OG0007209	SRDH2_98140.1	SHAE2_100260.1, SHAE2_100260.2
OG0007210	SRDH2_93560.1	SHAE2_94590.1
OG0007211	SRDH2_23490.1	SHAE2_24990.1, SHAE2_24990.2
OG0007212	SRDH2_69070.1	SHAE2_71370.1
OG0007213	SRDH2_69060.1	SHAE2_71380.1
OG0007214	SRDH2_81070.1	SHAE2_83550.1
OG0007215	SRDH2_14130.1	SHAE2_14020.1
OG0007217	SRDH2_43600.1	SHAE2_46180.1
OG0007218	SRDH2_47890.1	SHAE2_50360.1, SHAE2_50360.2
OG0007219	SRDH2_10330.1	SHAE2_11850.1
OG0007220	SRDH2_33150.1	SHAE2_38430.1
OG0007221	SRDH2_33000.1	SHAE2_38270.1
OG0007222	SRDH2_8720.1	SHAE2_10310.1
OG0007223	SRDH2_62190.1	SHAE2_64690.1
OG0007225	SRDH2_69610.1	SHAE2_70830.1, SHAE2_70830.2
OG0007226	SRDH2_44250.1, SRDH2_44250.2	SHAE2_46830.1
OG0007227	SRDH2_94570.1	SHAE2_97060.1
OG0007228	SRDH2_81970.1	SHAE2_84310.1
OG0007229	SRDH2_77060.1	SHAE2_79690.1
OG0007230	SRDH2_10540.1	SHAE2_12030.1
OG0007231	SRDH2_24020.1	SHAE2_25980.1
OG0007232	SRDH2_13840.1	SHAE2_13770.1
OG0007233	SRDH2_99130.1	SHAE2_101220.1
OG0007234	SRDH2_61810.1	SHAE2_64270.1
OG0007235	SRDH2_20880.1	SHAE2_22840.1, SHAE2_22840.2
OG0007237	SRDH2_78120.1	SHAE2_80710.1
OG0007238	SRDH2_27550.1, SRDH2_27550.2	SHAE2_29410.1
OG0007239	SRDH2_79850.1	SHAE2_82330.1
OG0007240	SRDH2_71490.1	SHAE2_74210.1
OG0007241	SRDH2_42300.1	SHAE2_44850.1
OG0007242	SRDH2_43520.1	SHAE2_46100.1
OG0007243	SRDH2_38820.1	SHAE2_41630.1
OG0007244	SRDH2_72810.1	SHAE2_77290.1
OG0007245	SRDH2_53160.1	SHAE2_56160.1
OG0007246	SRDH2_49300.1	SHAE2_51790.1
OG0007247	SRDH2_54090.1	SHAE2_55200.1
OG0007248	SRDH2_25980.1	SHAE2_27850.1
OG0007249	SRDH2_83160.1, SRDH2_83160.2, SRDH2_83160.3	SHAE2_85290.1, SHAE2_85290.2
OG0007251	SRDH2_34450.1	SHAE2_39790.1, SHAE2_39810.1
OG0007252	SRDH2_14420.1	SHAE2_14260.1
OG0007253	SRDH2_52890.1, SRDH2_52890.2	SHAE2_56430.1
OG0007254	SRDH2_79290.1, SRDH2_79290.2, SRDH2_79290.3	SHAE2_81810.1
OG0007255	SRDH2_73950.1	SHAE2_76070.1
OG0007257	SRDH2_55470.1	SHAE2_57730.1
OG0007258	SRDH2_96340.1, SRDH2_96340.2	SHAE2_98360.1, SHAE2_98360.2
OG0007259	SRDH2_13760.3, SRDH2_13760.2	SHAE2_13700.1
OG0007260	SRDH2_79610.1	SHAE2_82140.1
OG0007261	SRDH2_41430.1	SHAE2_44070.1
OG0007263	SRDH2_8930.1	SHAE2_10480.1
OG0007264	SRDH2_14240.1	SHAE2_14140.2, SHAE2_14140.3, SHAE2_14140.1
OG0007266	SRDH2_63380.1	SHAE2_65900.1
OG0007267	SRDH2_91980.1	SHAE2_96230.1
OG0007268	SRDH2_43970.1	SHAE2_46550.1
OG0007269	SRDH2_20930.1	SHAE2_22780.1
OG0007270	SRDH2_84080.1	SHAE2_86250.1, SHAE2_86250.2
OG0007271	SRDH2_8560.1	SHAE2_10170.1
OG0007272	SRDH2_4590.1	SHAE2_5080.1
OG0007273	SRDH2_4880.1	SHAE2_5370.1
OG0007274	SRDH2_55250.2, SRDH2_55250.3, SRDH2_55250.1	SHAE2_57540.1
OG0007275	SRDH2_30570.1	SHAE2_32410.1
OG0007276	SRDH2_30820.1	SHAE2_32680.1
OG0007277	SRDH2_48300.1	SHAE2_50770.1
OG0007278	SRDH2_43160.1	SHAE2_45690.1
OG0007279	SRDH2_88330.1	SHAE2_90690.1
OG0007280	SRDH2_80330.1	SHAE2_82840.1
OG0007281	SRDH2_78840.1	SHAE2_81320.1, SHAE2_81310.1
OG0007282	SRDH2_65730.1, SRDH2_65730.2	SHAE2_69510.1
OG0007283	SRDH2_49720.1	SHAE2_52210.1
OG0007284	SRDH2_15500.1	SHAE2_16770.1
OG0007285	SRDH2_41180.1	SHAE2_43830.1
OG0007286	SRDH2_57350.1	SHAE2_59370.1
OG0007287	SRDH2_61920.1	SHAE2_64390.1
OG0007288	SRDH2_81020.1	SHAE2_83510.1
OG0007289	SRDH2_66510.1	SHAE2_70250.1
OG0007290	SRDH2_33360.1	SHAE2_38620.1
OG0007291	SRDH2_52620.1	SHAE2_54920.1
OG0007292	SRDH2_49480.1	SHAE2_52000.1
OG0007293	SRDH2_47000.1	SHAE2_48690.1
OG0007294	SRDH2_71860.1, SRDH2_71860.2	SHAE2_74890.1
OG0007295	SRDH2_810.1	SHAE2_1160.1
OG0007296	SRDH2_63930.1	SHAE2_66520.1
OG0007297	SRDH2_90070.1	SHAE2_92550.1
OG0007298	SRDH2_41710.1	SHAE2_44310.1
OG0007299	SRDH2_80820.1, SRDH2_80820.2	SHAE2_83340.1
OG0007300	SRDH2_25630.1	SHAE2_28000.1
OG0007301	SRDH2_38840.1, SRDH2_38840.2	SHAE2_41660.1
OG0007302	SRDH2_86150.1	SHAE2_89250.1
