Orthogroup	schistosoma_intercalatum	schmidtea_mediterranea
OG0004855	SINT1_32920.5, SINT1_32920.1, SINT1_32920.2, SINT1_32920.4, SINT1_32920.3	h1SMcT0015600.3, h1SMcT0015600.1, h1SMcT0015600.2
OG0004856	SINT1_77550.1	h1SMcT0017772.1, h1SMcT0017777.1, h1SMcT0017777.2
OG0004857	SINT1_46170.1	h1SMcT0009463.2
OG0004858	SINT1_78460.1	h1SMcT0006550.1, h1SMcT0018484.1, h1SMcT0022128.1, h1SMcT0011730.1, h1SMcT0011730.2
OG0004859	SINT1_66210.1	h1SMcT0018342.1
OG0004860	SINT1_47840.1	h1SMcT0016058.1
OG0004861	SINT1_27330.1, SINT1_27330.2	h1SMcT0016807.1
OG0004862	SINT1_50440.1	h1SMcT0018897.1
OG0004863	SINT1_92460.2, SINT1_92460.3, SINT1_92460.1	h1SMcT0016646.1, h1SMcT0016646.2
OG0004864	SINT1_34100.1	h1SMcT0003547.3, h1SMcT0003547.1, h1SMcT0003547.2
OG0004865	SINT1_24050.1	h1SMcT0022173.1
OG0004868	SINT1_5960.1	h1SMcT0004067.1, h1SMcT0008344.1, h1SMcT0006955.1, h1SMcT0008515.1
OG0004869	SINT1_17370.1	h1SMcT0005463.1, h1SMcT0005463.2
OG0004871	SINT1_8530.1, SINT1_8530.2	h1SMcT0021699.1
OG0004873	SINT1_41700.1	h1SMcT0003880.4, h1SMcT0003880.1, h1SMcT0003880.2, h1SMcT0003880.3
OG0004874	SINT1_3140.1	h1SMcT0017444.1
OG0004875	SINT1_2970.1, SINT1_2970.2	h1SMcT0008878.2
OG0004879	SINT1_59720.1	h1SMcT0019560.3, h1SMcT0019560.1, h1SMcT0019560.2
OG0004883	SINT1_9570.1	h1SMcT0014727.1
OG0004884	SINT1_81080.1	h1SMcT0005426.1, h1SMcT0005426.2
OG0004885	SINT1_810.1	h1SMcT0007019.1
OG0004886	SINT1_6040.1	h1SMcT0004750.1
OG0004887	SINT1_52450.1	h1SMcT0012710.1
OG0004888	SINT1_79830.1	h1SMcT0015259.1
OG0004889	SINT1_56520.1	h1SMcT0001798.1
OG0004890	SINT1_87420.1	h1SMcT0008142.1, h1SMcT0016242.1
OG0004891	SINT1_30910.1	h1SMcT0012217.1, h1SMcT0012217.2
OG0004893	SINT1_19580.1	h1SMcT0003515.1
OG0004894	SINT1_56490.1	h1SMcT0015826.1
OG0004895	SINT1_90740.1, SINT1_90740.2, SINT1_90740.3, SINT1_90740.4	h1SMcT0007166.1, h1SMcT0007166.2, h1SMcT0007166.3
OG0004896	SINT1_38750.1	h1SMcT0005677.1
OG0004897	SINT1_10560.1	h1SMcT0004384.1, h1SMcT0008899.1, h1SMcT0008899.2
OG0004898	SINT1_46850.1, SINT1_46870.1	h1SMcT0014002.1, h1SMcT0020889.1, h1SMcT0019917.1
OG0004899	SINT1_47760.1	h1SMcT0010987.1, h1SMcT0012157.1
OG0004900	SINT1_27300.1	h1SMcT0002116.1
OG0004902	SINT1_37030.1	h1SMcT0000267.1
OG0004904	SINT1_64120.1, SINT1_64120.2	h1SMcT0021559.1
OG0004905	SINT1_13890.1, SINT1_13890.2	h1SMcT0002194.1, h1SMcT0002194.2
OG0004908	SINT1_29480.1	h1SMcT0004894.1, h1SMcT0022014.1, h1SMcT0022014.2
OG0004909	SINT1_12570.1	h1SMcT0005083.1
OG0004910	SINT1_21020.1	h1SMcT0015501.1
OG0004911	SINT1_47050.1	h1SMcT0001334.1
OG0004911	SINT1_730.1	h1SMcT0007018.1, h1SMcT0007018.2, h1SMcT0022832.1
OG0004912	SINT1_88150.1	h1SMcT0009510.1, h1SMcT0011569.1, h1SMcT0011569.2
OG0004913	SINT1_57290.1	h1SMcT0007359.1
OG0004914	SINT1_60620.1, SINT1_60620.2	h1SMcT0011478.1
OG0004915	SINT1_21730.1	h1SMcT0017600.1
OG0004916	SINT1_17100.1	h1SMcT0002391.3, h1SMcT0002391.2, h1SMcT0002391.1
OG0004917	SINT1_35560.1, SINT1_35560.2	h1SMcT0015230.1
OG0004918	SINT1_84790.1	h1SMcT0001372.1
OG0004919	SINT1_52520.1	h1SMcT0014238.1
OG0004920	SINT1_81380.1	h1SMcT0014983.2, h1SMcT0014983.3, h1SMcT0014983.4, h1SMcT0014983.5
OG0004921	SINT1_52030.1, SINT1_52030.2	h1SMcT0019947.1, h1SMcT0008946.1
OG0004922	SINT1_76140.1	h1SMcT0006832.1, h1SMcT0006832.2
OG0004923	SINT1_2010.1, SINT1_2010.2, SINT1_2010.3	h1SMcT0009994.1, h1SMcT0004154.1
OG0004924	SINT1_25200.1	h1SMcT0017599.1, h1SMcT0005999.1, h1SMcT0006000.1, h1SMcT0006001.1
OG0004925	SINT1_55840.2, SINT1_55840.1	h1SMcT0014842.1, h1SMcT0015097.1
OG0004926	SINT1_70640.1	h1SMcT0021946.1
OG0004927	SINT1_88860.1	h1SMcT0015457.1, h1SMcT0015457.2
OG0004928	SINT1_65730.1, SINT1_65730.2	h1SMcT0007223.1
OG0004929	SINT1_54260.1	h1SMcT0011691.1, h1SMcT0011691.3, h1SMcT0011691.2
OG0004931	SINT1_42450.1	h1SMcT0021026.3, h1SMcT0021026.2, h1SMcT0021026.1
OG0004932	SINT1_22520.1, SINT1_22520.2	h1SMcT0004491.1, h1SMcT0004491.2
OG0004934	SINT1_44240.1	h1SMcT0009728.1, h1SMcT0013123.1
OG0004937	SINT1_89950.1	h1SMcT0002154.1
OG0004938	SINT1_48020.1	h1SMcT0022317.1, h1SMcT0022317.2, h1SMcT0022317.3
OG0004939	SINT1_81640.1, SINT1_81640.2, SINT1_81640.3	h1SMcT0016154.1
OG0004940	SINT1_52720.1	h1SMcT0007797.10, h1SMcT0007797.7, h1SMcT0007797.8, h1SMcT0007797.9
OG0004941	SINT1_62960.1	h1SMcT0004693.1
OG0004942	SINT1_65340.1	h1SMcT0014803.1
OG0004943	SINT1_60060.1, SINT1_60060.2, SINT1_60060.3, SINT1_60060.4	h1SMcT0009531.1
OG0004944	SINT1_56670.2, SINT1_56670.1	h1SMcT0020457.1, h1SMcT0020457.2
OG0004947	SINT1_35750.1, SINT1_35750.2, SINT1_35750.3	h1SMcT0020638.1, h1SMcT0010245.1, h1SMcT0010245.2
OG0004948	SINT1_35440.1, SINT1_35440.2, SINT1_35440.4, SINT1_35440.3	h1SMcT0005964.1
OG0004959	SINT1_13460.1	h1SMcT0004624.1
OG0004972	SINT1_7190.1	h1SMcT0015882.1
OG0004973	SINT1_91640.1	h1SMcT0000268.1, h1SMcT0002651.1, h1SMcT0015987.1, h1SMcT0019190.3, h1SMcT0019190.2, h1SMcT0019190.1
OG0004974	SINT1_48800.1	h1SMcT0015186.1
OG0004976	SINT1_94540.1	h1SMcT0019865.1
OG0004977	SINT1_59990.1	h1SMcT0004505.1, h1SMcT0004505.2, h1SMcT0000458.1, h1SMcT0004508.1
OG0004979	SINT1_55130.1	h1SMcT0006960.1, h1SMcT0022188.1, h1SMcT0022188.2, h1SMcT0022188.3, h1SMcT0017831.1, h1SMcT0017831.2
OG0004980	SINT1_30390.1	h1SMcT0010915.1, h1SMcT0014641.1, h1SMcT0016799.1
OG0004981	SINT1_61350.1	h1SMcT0005879.1, h1SMcT0002890.1, h1SMcT0002890.2, h1SMcT0002890.3, h1SMcT0018843.1
OG0004982	SINT1_84300.1	h1SMcT0001033.1, h1SMcT0001033.2
OG0004984	SINT1_31520.1	h1SMcT0010218.1, h1SMcT0015647.1, h1SMcT0015647.2, h1SMcT0017198.1, h1SMcT0017198.2
OG0004985	SINT1_75200.1	h1SMcT0006914.1
OG0004986	SINT1_30290.1	h1SMcT0021852.1, h1SMcT0021852.2
OG0004988	SINT1_4070.1	h1SMcT0001984.1
OG0004989	SINT1_69120.1, SINT1_69120.2	h1SMcT0000588.1, h1SMcT0000588.3
OG0004990	SINT1_19260.1, SINT1_19260.2	h1SMcT0006669.1, h1SMcT0017498.1, h1SMcT0017498.2
OG0004991	SINT1_5130.1	h1SMcT0011808.1, h1SMcT0014387.1
OG0004994	SINT1_47860.1, SINT1_47860.2	h1SMcT0000226.1
OG0004995	SINT1_40200.1, SINT1_40200.2	h1SMcT0013790.1, h1SMcT0013790.2
OG0004996	SINT1_64890.1	h1SMcT0008267.1
OG0004997	SINT1_79420.1	h1SMcT0000065.1, h1SMcT0014016.1
OG0004998	SINT1_4760.1	h1SMcT0005168.1, h1SMcT0007703.1, h1SMcT0020684.1, h1SMcT0020684.2
OG0004999	SINT1_88840.1	h1SMcT0008303.1
OG0005001	SINT1_82310.2, SINT1_82310.1	h1SMcT0014640.1
OG0005003	SINT1_26480.1	h1SMcT0022097.1, h1SMcT0022097.2
OG0005004	SINT1_61260.1	h1SMcT0018118.1
OG0005005	SINT1_38450.1	h1SMcT0002606.2, h1SMcT0002606.3, h1SMcT0002606.4, h1SMcT0002606.1
OG0005007	SINT1_39790.1	h1SMcT0007553.1
OG0005008	SINT1_86580.1	h1SMcT0000319.1, h1SMcT0004391.1
OG0005009	SINT1_34410.1, SINT1_34410.2	h1SMcT0008865.1, h1SMcT0008865.2
OG0005010	SINT1_29280.1	h1SMcT0003251.1, h1SMcT0003251.2
OG0005011	SINT1_28440.1	h1SMcT0003319.1
OG0005012	SINT1_24540.1	h1SMcT0021619.1
OG0005013	SINT1_36880.1	h1SMcT0002908.1, h1SMcT0002908.2
OG0005014	SINT1_80830.2, SINT1_80830.1	h1SMcT0001097.1
OG0005016	SINT1_58100.1, SINT1_58100.2	h1SMcT0006696.1
OG0005017	SINT1_93100.1	h1SMcT0013488.1, h1SMcT0013488.2
OG0005018	SINT1_24890.1, SINT1_24890.2	h1SMcT0019241.1
OG0005019	SINT1_84880.1, SINT1_84870.1	h1SMcT0013916.2, h1SMcT0013916.1, h1SMcT0013922.1
OG0005020	SINT1_45030.1	h1SMcT0015330.3, h1SMcT0015330.1, h1SMcT0015330.2
OG0005022	SINT1_25080.1	h1SMcT0005390.1
OG0005026	SINT1_63040.1	h1SMcT0013764.1
OG0005027	SINT1_31560.1	h1SMcT0006617.1, h1SMcT0008146.1, h1SMcT0019264.1
OG0005030	SINT1_24390.1	h1SMcT0008432.1, h1SMcT0008432.3, h1SMcT0008432.2
OG0005031	SINT1_28530.1	h1SMcT0003422.1, h1SMcT0021860.1, h1SMcT0017431.1, h1SMcT0017431.2
OG0005035	SINT1_58050.1	h1SMcT0010076.1
OG0005036	SINT1_60250.2, SINT1_60250.3, SINT1_60250.1	h1SMcT0012103.1
OG0005037	SINT1_34040.3, SINT1_34040.2, SINT1_34040.1	h1SMcT0005959.1
OG0005039	SINT1_58380.1	h1SMcT0011291.1
OG0005040	SINT1_54450.1	h1SMcT0023080.1, h1SMcT0023080.2
OG0005041	SINT1_57500.1	h1SMcT0023024.1, h1SMcT0000496.1, h1SMcT0000496.2, h1SMcT0011331.3, h1SMcT0014533.1, h1SMcT0014533.2, h1SMcT0005966.1, h1SMcT0015848.1, h1SMcT0004567.1, h1SMcT0012111.1
OG0005042	SINT1_32620.1	h1SMcT0002893.1
OG0005043	SINT1_63140.1, SINT1_63140.2, SINT1_63140.3	h1SMcT0014512.1, h1SMcT0014512.2
OG0005044	SINT1_83770.1	h1SMcT0007245.1
OG0005045	SINT1_39730.1, SINT1_39740.1	h1SMcT0013190.1, h1SMcT0022884.1
OG0005046	SINT1_56540.1	h1SMcT0019533.1
OG0005048	SINT1_380.1	h1SMcT0015415.1, h1SMcT0015415.2, h1SMcT0013594.1, h1SMcT0013594.2, h1SMcT0014633.1, h1SMcT0014633.3, h1SMcT0014633.2, h1SMcT0014633.4
OG0005049	SINT1_84670.1	h1SMcT0021517.1, h1SMcT0021517.2
OG0005050	SINT1_14390.1	h1SMcT0011969.1
OG0005053	SINT1_35340.2, SINT1_35340.3, SINT1_35340.4, SINT1_35340.1	h1SMcT0004888.1
OG0005054	SINT1_91530.1	h1SMcT0019179.1
OG0005055	SINT1_1900.3, SINT1_1900.4, SINT1_1900.1, SINT1_1900.2	h1SMcT0016790.1
OG0005056	SINT1_28780.1	h1SMcT0004781.1, h1SMcT0004781.2, h1SMcT0011863.1, h1SMcT0014657.1, h1SMcT0014657.3
OG0005057	SINT1_41600.1	h1SMcT0002965.2, h1SMcT0002965.1, h1SMcT0002965.3, h1SMcT0013084.1, h1SMcT0014095.1
OG0005058	SINT1_52480.1, SINT1_52480.2	h1SMcT0013621.1, h1SMcT0013621.2
OG0005059	SINT1_15960.1	h1SMcT0009001.1, h1SMcT0009001.2
OG0005062	SINT1_30630.1	h1SMcT0009273.1, h1SMcT0009273.2
OG0005064	SINT1_80310.1	h1SMcT0006481.1, h1SMcT0018354.1
OG0005065	SINT1_12270.1, SINT1_12270.2, SINT1_12270.3	h1SMcT0000907.1
OG0005067	SINT1_36180.2, SINT1_36180.1, SINT1_36180.3, SINT1_36180.4	h1SMcT0008360.1, h1SMcT0008360.2
OG0005068	SINT1_70440.1	h1SMcT0019233.3, h1SMcT0019233.4, h1SMcT0019233.1, h1SMcT0019233.2
OG0005069	SINT1_29870.1	h1SMcT0009200.1
OG0005070	SINT1_8190.1	h1SMcT0001440.1
OG0005071	SINT1_25090.1	h1SMcT0011428.1
OG0005072	SINT1_30180.1	h1SMcT0022456.2, h1SMcT0022456.1, h1SMcT0022456.3
OG0005073	SINT1_3170.1	h1SMcT0018881.1, h1SMcT0018881.2, h1SMcT0018881.3
OG0005074	SINT1_8920.1	h1SMcT0014352.1, h1SMcT0016045.1
OG0005076	SINT1_33440.1	h1SMcT0017140.1
OG0005077	SINT1_55290.1, SINT1_55300.1	h1SMcT0015626.1
OG0005078	SINT1_70320.1	h1SMcT0001220.1
OG0005079	SINT1_37460.1	h1SMcT0004371.2, h1SMcT0004371.3
OG0005081	SINT1_8380.1, SINT1_8380.2, SINT1_8380.3, SINT1_8380.4	h1SMcT0004620.1
OG0005082	SINT1_33770.1, SINT1_33770.2	h1SMcT0022564.1
OG0005083	SINT1_42850.1, SINT1_42850.2	h1SMcT0010656.1
OG0005084	SINT1_93660.1	h1SMcT0012899.1, h1SMcT0012899.2
OG0005085	SINT1_12320.1	h1SMcT0015294.1, h1SMcT0015294.2, h1SMcT0011292.1, h1SMcT0011292.2, h1SMcT0011292.3
OG0005086	SINT1_68150.1	h1SMcT0022258.1, h1SMcT0022258.2
OG0005087	SINT1_72950.1	h1SMcT0018954.1, h1SMcT0001701.1, h1SMcT0001701.2
OG0005089	SINT1_74050.1	h1SMcT0007941.1, h1SMcT0009836.1
OG0005090	SINT1_64470.1	h1SMcT0010087.1
OG0005091	SINT1_13080.1	h1SMcT0002017.1, h1SMcT0013693.1
OG0005092	SINT1_25150.1	h1SMcT0010072.1, h1SMcT0019998.1, h1SMcT0019998.4, h1SMcT0019998.3, h1SMcT0019998.2
OG0005094	SINT1_74820.1	h1SMcT0000080.1, h1SMcT0005396.1
OG0005097	SINT1_92900.1, SINT1_92900.2	h1SMcT0016430.1, h1SMcT0009847.1, h1SMcT0010038.1, h1SMcT0010038.2
OG0005098	SINT1_55370.1	h1SMcT0018894.1
OG0005099	SINT1_89720.1	h1SMcT0011933.1
OG0005102	SINT1_60410.1, SINT1_60410.2	h1SMcT0012817.1, h1SMcT0012817.2
OG0005103	SINT1_95650.1	h1SMcT0021532.1
OG0005107	SINT1_31030.2, SINT1_31030.1	h1SMcT0006937.1
OG0005108	SINT1_83480.1	h1SMcT0015283.1, h1SMcT0021565.1, h1SMcT0013875.1
OG0005111	SINT1_53690.1	h1SMcT0011853.1
OG0005112	SINT1_1070.1	h1SMcT0003331.1, h1SMcT0018226.1
OG0005113	SINT1_70510.2, SINT1_70510.1	h1SMcT0018191.2, h1SMcT0020180.1
OG0005115	SINT1_60770.1	h1SMcT0019652.1, h1SMcT0019652.2
OG0005116	SINT1_43510.1, SINT1_43510.2	h1SMcT0017242.2, h1SMcT0017242.1, h1SMcT0017242.3
OG0005117	SINT1_720.1	h1SMcT0007636.1, h1SMcT0007636.2, h1SMcT0007636.3
OG0005118	SINT1_90010.1	h1SMcT0016544.1, h1SMcT0020417.1, h1SMcT0021438.1, h1SMcT0021400.1, h1SMcT0021141.1, h1SMcT0018920.1, h1SMcT0018920.2
OG0005120	SINT1_83490.1, SINT1_83490.2	h1SMcT0000932.1, h1SMcT0000932.2
OG0005121	SINT1_71730.1	h1SMcT0005495.1, h1SMcT0005495.2
OG0005122	SINT1_90630.1, SINT1_90660.1	h1SMcT0010688.1
OG0005125	SINT1_1640.1, SINT1_1640.2	h1SMcT0020027.1
OG0005126	SINT1_58940.1	h1SMcT0013597.1
OG0005127	SINT1_33340.1	h1SMcT0018877.1, h1SMcT0018877.2
OG0005128	SINT1_57940.1	h1SMcT0006065.3, h1SMcT0006065.1, h1SMcT0006065.4, h1SMcT0006065.5
OG0005130	SINT1_22080.1	h1SMcT0020609.1
OG0005131	SINT1_48040.1	h1SMcT0015540.1
OG0005133	SINT1_54760.1	h1SMcT0014956.1, h1SMcT0016361.2, h1SMcT0016361.3
OG0005134	SINT1_50850.1	h1SMcT0008716.1
OG0005135	SINT1_43060.1	h1SMcT0007961.1, h1SMcT0007961.2
OG0005136	SINT1_75770.1	h1SMcT0009156.1
OG0005137	SINT1_79340.1	h1SMcT0001950.1
OG0005138	SINT1_17850.1	h1SMcT0011646.1, h1SMcT0011646.2, h1SMcT0011646.3
OG0005140	SINT1_25530.1, SINT1_25530.2, SINT1_25530.3	h1SMcT0007389.1
OG0005141	SINT1_93220.1	h1SMcT0005874.3, h1SMcT0005874.1, h1SMcT0005874.2
OG0005142	SINT1_49100.1, SINT1_49100.2, SINT1_49100.3	h1SMcT0015342.1
OG0005144	SINT1_73080.2, SINT1_73080.1	h1SMcT0010503.1
OG0005145	SINT1_4680.2, SINT1_4680.1	h1SMcT0008202.1, h1SMcT0008202.2, h1SMcT0002373.1, h1SMcT0002373.2
OG0005146	SINT1_19560.1	h1SMcT0014241.1, h1SMcT0014241.2
OG0005147	SINT1_50900.1	h1SMcT0013184.1, h1SMcT0016878.1, h1SMcT0001573.1, h1SMcT0008159.1
OG0005148	SINT1_54040.1	h1SMcT0001317.3, h1SMcT0001317.2, h1SMcT0001317.1, h1SMcT0016229.1, h1SMcT0020437.1
OG0005149	SINT1_9880.1	h1SMcT0013601.1
OG0005150	SINT1_32140.1	h1SMcT0011445.1, h1SMcT0011445.2
OG0005153	SINT1_86950.1	h1SMcT0002260.1, h1SMcT0002260.2
OG0005154	SINT1_55650.1, SINT1_55650.2	h1SMcT0008358.1
OG0005156	SINT1_71090.1, SINT1_71090.2, SINT1_71090.3	h1SMcT0022323.1
OG0005158	SINT1_85150.1	h1SMcT0021646.1
OG0005160	SINT1_42250.2, SINT1_42250.1	h1SMcT0017442.1, h1SMcT0021735.1
OG0005161	SINT1_29760.1	h1SMcT0019962.1, h1SMcT0019962.2
OG0005162	SINT1_6640.1	h1SMcT0017851.1
OG0005163	SINT1_76680.1, SINT1_76680.2	h1SMcT0003714.1, h1SMcT0003714.2
OG0005164	SINT1_23920.1, SINT1_23920.2	h1SMcT0010665.1
OG0005165	SINT1_91620.1	h1SMcT0002239.1, h1SMcT0016743.1
OG0005166	SINT1_48390.1, SINT1_48390.2	h1SMcT0007517.1
OG0005167	SINT1_79100.1	h1SMcT0018184.1
OG0005168	SINT1_49040.1	h1SMcT0009460.1, h1SMcT0009255.1, h1SMcT0009256.1
OG0005169	SINT1_44510.1, SINT1_44510.2	h1SMcT0013948.1
OG0005171	SINT1_5280.1	h1SMcT0018450.1, h1SMcT0018450.2
OG0005172	SINT1_51640.1	h1SMcT0017147.1
OG0005173	SINT1_92150.1	h1SMcT0019749.2, h1SMcT0019749.3
OG0005174	SINT1_84950.1, SINT1_84950.2, SINT1_84950.3	h1SMcT0005368.1
OG0005175	SINT1_94210.1	h1SMcT0010599.1, h1SMcT0010599.2
OG0005176	SINT1_43420.1	h1SMcT0021163.1
OG0005177	SINT1_76870.1	h1SMcT0002697.4, h1SMcT0002697.2, h1SMcT0002697.3, h1SMcT0002697.6, h1SMcT0002697.5, h1SMcT0002697.1, h1SMcT0002697.7, h1SMcT0002697.8
OG0005178	SINT1_66140.1, SINT1_66150.1	h1SMcT0015409.3, h1SMcT0015409.1, h1SMcT0015409.2
OG0005179	SINT1_81960.1	h1SMcT0005022.1
OG0005180	SINT1_21250.1	h1SMcT0012658.1, h1SMcT0012658.2, h1SMcT0010438.1, h1SMcT0010438.2
OG0005181	SINT1_81030.1	h1SMcT0019487.1
OG0005182	SINT1_45610.1	h1SMcT0003504.1
OG0005183	SINT1_58000.1	h1SMcT0018644.1, h1SMcT0018644.2
OG0005184	SINT1_59850.1, SINT1_59850.2	h1SMcT0006292.1, h1SMcT0006294.2, h1SMcT0006294.1, h1SMcT0006294.3
OG0005185	SINT1_70790.1	h1SMcT0004545.1, h1SMcT0006069.1, h1SMcT0006069.2
OG0005188	SINT1_85360.1	h1SMcT0014837.1, h1SMcT0014837.2
OG0005189	SINT1_29060.1	h1SMcT0016859.1
OG0005190	SINT1_72960.1, SINT1_72960.2	h1SMcT0020179.1, h1SMcT0020179.2, h1SMcT0020179.3
OG0005191	SINT1_78310.1	h1SMcT0022602.1
OG0005192	SINT1_76260.1	h1SMcT0010739.1, h1SMcT0010739.2
OG0005193	SINT1_80770.1	h1SMcT0004292.1, h1SMcT0007575.1, h1SMcT0002383.1, h1SMcT0002383.2
OG0005194	SINT1_76910.1	h1SMcT0016411.1, h1SMcT0010364.1, h1SMcT0010364.2, h1SMcT0014969.1, h1SMcT0014970.1, h1SMcT0002605.1, h1SMcT0002605.2, h1SMcT0014400.1
OG0005195	SINT1_36360.1	h1SMcT0020581.3, h1SMcT0020581.2, h1SMcT0020581.1, h1SMcT0020581.4
OG0005196	SINT1_57800.2, SINT1_57800.1	h1SMcT0008317.1
OG0005197	SINT1_14500.1	h1SMcT0006820.1
OG0005198	SINT1_46640.1	h1SMcT0020475.1, h1SMcT0020475.2
OG0005199	SINT1_85350.1	h1SMcT0020796.1
OG0005200	SINT1_50400.1	h1SMcT0006036.1, h1SMcT0021477.1
OG0005202	SINT1_25110.1	h1SMcT0001747.1
OG0005204	SINT1_16430.1, SINT1_16430.2	h1SMcT0000429.1, h1SMcT0000429.2
OG0005205	SINT1_3650.1	h1SMcT0016384.1, h1SMcT0016384.3, h1SMcT0016384.2
OG0005206	SINT1_52270.1	h1SMcT0013001.1
OG0005207	SINT1_81260.1	h1SMcT0022601.1, h1SMcT0012871.1, h1SMcT0021038.1
OG0005208	SINT1_54670.1	h1SMcT0001241.1
OG0005211	SINT1_54540.1, SINT1_54540.2	h1SMcT0002379.1, h1SMcT0009893.1, h1SMcT0007256.1, h1SMcT0021478.1
OG0005212	SINT1_8610.1, SINT1_8610.2	h1SMcT0022523.1
OG0005213	SINT1_81910.1	h1SMcT0001006.1, h1SMcT0001006.3, h1SMcT0001006.2
OG0005214	SINT1_6740.1	h1SMcT0011132.1, h1SMcT0011132.2, h1SMcT0011132.3
OG0005215	SINT1_73910.1	h1SMcT0010625.1, h1SMcT0011878.1
OG0005216	SINT1_1980.4, SINT1_1980.3, SINT1_1980.2, SINT1_1980.1	h1SMcT0013218.2, h1SMcT0013218.1, h1SMcT0013218.3
OG0005217	SINT1_75590.1	h1SMcT0019440.1
OG0005218	SINT1_87150.1	h1SMcT0009334.2, h1SMcT0009334.1, h1SMcT0009334.3
OG0005219	SINT1_8890.1	h1SMcT0002582.1
OG0005220	SINT1_4640.1	h1SMcT0021446.1
OG0005221	SINT1_39110.2, SINT1_39110.1, SINT1_39110.3	h1SMcT0012226.2, h1SMcT0012226.1, h1SMcT0012226.3
OG0005222	SINT1_320.1	h1SMcT0011200.1
OG0005223	SINT1_71530.2, SINT1_71530.1	h1SMcT0021783.1, h1SMcT0019022.1, h1SMcT0020565.1
OG0005224	SINT1_67380.1	h1SMcT0022033.3, h1SMcT0022033.2, h1SMcT0022033.1
OG0005225	SINT1_29400.1	h1SMcT0003494.1, h1SMcT0003494.2
OG0005226	SINT1_25120.1	h1SMcT0011805.1
OG0005227	SINT1_7490.1	h1SMcT0003569.1, h1SMcT0013010.1
OG0005229	SINT1_830.1	h1SMcT0019174.1, h1SMcT0019175.1, h1SMcT0019176.1, h1SMcT0019504.1, h1SMcT0006033.1, h1SMcT0019124.1, h1SMcT0019124.2
OG0005230	SINT1_47790.1	h1SMcT0003226.1, h1SMcT0009626.1
OG0005231	SINT1_43960.1	h1SMcT0006267.1, h1SMcT0012375.1
OG0005233	SINT1_21300.1	h1SMcT0003543.1, h1SMcT0003543.2
OG0005234	SINT1_15280.1	h1SMcT0009154.1, h1SMcT0009154.2
OG0005237	SINT1_83210.1	h1SMcT0015847.1, h1SMcT0015847.2
OG0005238	SINT1_34200.1, SINT1_34200.2	h1SMcT0018416.1
OG0005239	SINT1_53910.1, SINT1_53910.3, SINT1_53910.2	h1SMcT0009499.1
OG0005240	SINT1_63290.1	h1SMcT0009986.1
OG0005241	SINT1_65280.1	h1SMcT0010536.1
OG0005244	SINT1_16930.1	h1SMcT0018206.1
OG0005247	SINT1_19980.1	h1SMcT0015327.1, h1SMcT0016935.1, h1SMcT0016935.2
OG0005248	SINT1_68230.1	h1SMcT0022068.1
OG0005249	SINT1_13720.1	h1SMcT0020925.1
OG0005252	SINT1_79150.1	h1SMcT0004216.1, h1SMcT0003227.1, h1SMcT0011960.4
OG0005255	SINT1_93950.1, SINT1_93950.2	h1SMcT0022207.1
OG0005256	SINT1_81860.2, SINT1_81860.4, SINT1_81860.1, SINT1_81860.3, SINT1_81860.5	h1SMcT0006781.1
OG0005263	SINT1_23330.2, SINT1_23330.1	h1SMcT0013829.1, h1SMcT0013829.2, h1SMcT0013829.3
OG0005283	SINT1_86290.1, SINT1_86290.2	h1SMcT0002380.1
OG0005284	SINT1_73780.1, SINT1_73780.2	h1SMcT0001301.3
OG0005285	SINT1_31470.1	h1SMcT0003242.1
OG0005287	SINT1_11640.1	h1SMcT0005450.1, h1SMcT0005450.2
OG0005288	SINT1_49970.1	h1SMcT0017172.2, h1SMcT0017172.3, h1SMcT0017172.1, h1SMcT0017172.4
OG0005289	SINT1_47930.1	h1SMcT0000523.1
OG0005290	SINT1_41950.1	h1SMcT0004323.2, h1SMcT0004323.1, h1SMcT0004323.3
OG0005292	SINT1_44640.1	h1SMcT0004388.1, h1SMcT0004388.2
OG0005293	SINT1_59750.1, SINT1_59750.2	h1SMcT0002811.1, h1SMcT0002811.2
OG0005294	SINT1_56220.1	h1SMcT0012241.1
OG0005295	SINT1_56730.1	h1SMcT0003821.1
OG0005296	SINT1_44670.1	h1SMcT0015665.1
OG0005297	SINT1_81350.1	h1SMcT0019461.1, h1SMcT0019461.2
OG0005298	SINT1_42310.1	h1SMcT0000587.3, h1SMcT0000587.1, h1SMcT0000587.2
OG0005299	SINT1_78540.1	h1SMcT0009514.1, h1SMcT0007086.1, h1SMcT0007086.7, h1SMcT0007086.8, h1SMcT0007086.2, h1SMcT0007086.4, h1SMcT0007086.5, h1SMcT0007086.6, h1SMcT0007086.3
OG0005300	SINT1_87700.1, SINT1_87700.2	h1SMcT0001478.2
OG0005301	SINT1_70370.1	h1SMcT0008033.1
OG0005302	SINT1_19670.1	h1SMcT0021406.4, h1SMcT0021406.1, h1SMcT0021406.3, h1SMcT0021406.2
OG0005303	SINT1_55350.1	h1SMcT0018047.1
OG0005304	SINT1_87040.1	h1SMcT0022522.1, h1SMcT0022522.2
OG0005306	SINT1_17840.1, SINT1_17840.3, SINT1_17840.4, SINT1_17840.2	h1SMcT0007567.1, h1SMcT0007828.1
OG0005307	SINT1_39240.1, SINT1_39240.2	h1SMcT0010020.1
