Orthogroup	schistosoma_guineensis	schistosoma_mansoni
OG0006717	SGUI1_91500.1	Smp_128010.1
OG0006718	SGUI1_22210.1	Smp_267020.1
OG0006719	SGUI1_46130.1	Smp_337230.1
OG0006720	SGUI1_26590.1	Smp_337790.1
OG0006722	SGUI1_28270.1	Smp_035000.1
OG0006723	SGUI1_45610.1	Smp_090440.1
OG0006724	SGUI1_3270.1	Smp_137540.1
OG0006725	SGUI1_62780.1	Smp_070760.1
OG0006727	SGUI1_80680.1	Smp_089060.1
OG0006728	SGUI1_95260.1	Smp_134580.1
OG0006729	SGUI1_95790.1	Smp_005780.1
OG0006730	SGUI1_31450.1	Smp_072950.1
OG0006731	SGUI1_87800.1	Smp_247820.2, Smp_247820.1
OG0006732	SGUI1_64740.1	Smp_091240.1
OG0006734	SGUI1_92220.1	Smp_009340.1
OG0006735	SGUI1_63770.1	Smp_026270.1
OG0006736	SGUI1_73790.1	Smp_343100.1
OG0006737	SGUI1_2360.1	Smp_344570.1
OG0006738	SGUI1_45280.1	Smp_031590.1
OG0006739	SGUI1_19610.1	Smp_163830.1
OG0006740	SGUI1_82790.1	Smp_053030.1
OG0006741	SGUI1_12960.1	Smp_058270.1
OG0006742	SGUI1_10210.1	Smp_078320.1
OG0006743	SGUI1_50250.1	Smp_013860.1
OG0006744	SGUI1_87900.1	Smp_341070.1
OG0006745	SGUI1_84830.1	Smp_334610.1
OG0006746	SGUI1_79840.1	Smp_344170.1
OG0006747	SGUI1_82140.1	Smp_128060.1
OG0006748	SGUI1_10160.2, SGUI1_10160.1	Smp_080370.1
OG0006749	SGUI1_37180.1, SGUI1_37180.2	Smp_319610.1
OG0006750	SGUI1_92150.1	Smp_009420.1
OG0006751	SGUI1_57320.1	Smp_242120.1
OG0006752	SGUI1_12480.1	Smp_046120.1
OG0006753	SGUI1_69060.1	Smp_151600.1
OG0006754	SGUI1_49280.1	Smp_157250.1
OG0006755	SGUI1_66080.1	Smp_002920.1
OG0006756	SGUI1_86830.1	Smp_074410.1
OG0006757	SGUI1_6950.1	Smp_095140.1
OG0006758	SGUI1_64330.1	Smp_087690.1
OG0006759	SGUI1_9780.1	Smp_174110.1
OG0006760	SGUI1_64110.1	Smp_085750.1, Smp_085750.2
OG0006761	SGUI1_45560.1	Smp_341530.1
OG0006762	SGUI1_94080.1	Smp_337860.1
OG0006763	SGUI1_18140.1	Smp_075210.1
OG0006764	SGUI1_74350.1	Smp_126860.1
OG0006765	SGUI1_87330.1	Smp_123070.1
OG0006766	SGUI1_86660.1	Smp_162240.1
OG0006767	SGUI1_86790.1	Smp_074390.1
OG0006768	SGUI1_7300.1	Smp_019820.1
OG0006769	SGUI1_74590.1	Smp_066930.1
OG0006770	SGUI1_44130.1	Smp_061580.1
OG0006772	SGUI1_68480.1	Smp_333690.1, Smp_347130.1
OG0006773	SGUI1_77810.1	Smp_166180.1, Smp_166180.2
OG0006774	SGUI1_18970.1	Smp_054120.1
OG0006775	SGUI1_59840.2, SGUI1_59840.1	Smp_167540.1
OG0006776	SGUI1_65120.1	Smp_342680.1
OG0006778	SGUI1_19770.1	Smp_347220.1
OG0006779	SGUI1_49880.1	Smp_104330.1
OG0006780	SGUI1_83740.1	Smp_069910.1
OG0006781	SGUI1_40320.1	Smp_093720.1
OG0006782	SGUI1_69090.1	Smp_151580.1
OG0006783	SGUI1_16720.1	Smp_162390.1
OG0006785	SGUI1_79860.1, SGUI1_79860.3, SGUI1_79860.2	Smp_247460.1
OG0006786	SGUI1_19730.1	Smp_077230.1
OG0006787	SGUI1_33130.1	Smp_007300.1
OG0006788	SGUI1_65600.1	Smp_023660.1
OG0006789	SGUI1_12440.1	Smp_046160.1
OG0006790	SGUI1_93080.1	Smp_130330.1
OG0006792	SGUI1_23030.1	Smp_061100.1
OG0006793	SGUI1_12500.1	Smp_046100.1
OG0006796	SGUI1_15600.1, SGUI1_15600.3, SGUI1_15600.4, SGUI1_15600.2	Smp_151285.1
OG0006797	SGUI1_1030.1	Smp_170260.1, Smp_170260.2
OG0006798	SGUI1_49330.1, SGUI1_49330.2	Smp_068750.1
OG0006799	SGUI1_41650.1	Smp_068340.1
OG0006800	SGUI1_21520.1	Smp_341370.1
OG0006801	SGUI1_14870.1	Smp_024010.1
OG0006802	SGUI1_14900.1	Smp_024030.1
OG0006803	SGUI1_77310.1	Smp_070130.1
OG0006804	SGUI1_83800.1	Smp_160100.1
OG0006805	SGUI1_83490.1	Smp_146280.1
OG0006806	SGUI1_29720.1	Smp_098330.1
OG0006807	SGUI1_32010.1	Smp_211120.1
OG0006808	SGUI1_26800.1, SGUI1_26800.2	Smp_069400.1
OG0006809	SGUI1_66490.1	Smp_084910.1
OG0006810	SGUI1_68020.1	Smp_122170.1
OG0006813	SGUI1_31810.1, SGUI1_31810.2	Smp_034100.1, Smp_331530.1
OG0006816	SGUI1_90960.1	Smp_331550.1
OG0006817	SGUI1_26000.1	Smp_305460.1, Smp_314790.1
OG0006818	SGUI1_23270.1	Smp_016130.1
OG0006819	SGUI1_15180.1	Smp_342960.1
OG0006820	SGUI1_76220.1	Smp_247800.1
OG0006821	SGUI1_36900.1	Smp_126560.1
OG0006822	SGUI1_4270.1, SGUI1_4270.2	Smp_126290.1
OG0006823	SGUI1_93810.2, SGUI1_93810.1	Smp_214080.1
OG0006824	SGUI1_93550.1	Smp_010380.1
OG0006826	SGUI1_85570.1, SGUI1_85570.2	Smp_143630.1, Smp_143630.2
OG0006827	SGUI1_91350.1	Smp_147000.1
OG0006828	SGUI1_77020.1	Smp_310500.1
OG0006829	SGUI1_65640.1	Smp_214390.1, Smp_214390.2
OG0006830	SGUI1_62980.1, SGUI1_62980.2	Smp_106010.1
OG0006831	SGUI1_31500.1, SGUI1_31500.2	Smp_125740.1
OG0006832	SGUI1_25580.1	Smp_073490.1
OG0006833	SGUI1_26720.1	Smp_159740.1, Smp_159740.2
OG0006834	SGUI1_24040.1	Smp_200300.1
OG0006835	SGUI1_44770.1	Smp_131840.1, Smp_303320.1
OG0006836	SGUI1_16540.1, SGUI1_16540.2	Smp_194610.1
OG0006837	SGUI1_29280.1, SGUI1_29280.2	Smp_034680.1
OG0006838	SGUI1_67250.1, SGUI1_67260.1	Smp_326450.1, Smp_326460.1, Smp_326470.1, Smp_326480.1
OG0006840	SGUI1_82100.1	Smp_330160.1, Smp_330160.2
OG0006841	SGUI1_8380.1	Smp_322800.1
OG0006842	SGUI1_20760.1, SGUI1_20770.1, SGUI1_20730.1, SGUI1_20780.1, SGUI1_20720.1, SGUI1_20740.1	Smp_324130.1
OG0006851	SGUI1_67090.1	Smp_138510.1
OG0006852	SGUI1_96000.1	Smp_267250.1
OG0006853	SGUI1_15230.1	Smp_135380.1
OG0006854	SGUI1_48950.1	Smp_065370.1
OG0006855	SGUI1_94660.1	Smp_152990.1
OG0006856	SGUI1_44930.1	Smp_075770.1
OG0006857	SGUI1_90670.1	Smp_172470.1
OG0006859	SGUI1_1350.1	Smp_175910.1
OG0006861	SGUI1_53210.1	Smp_105480.1
OG0006862	SGUI1_28750.1	Smp_020120.2, Smp_020120.1
OG0006863	SGUI1_50140.1	Smp_129720.1
OG0006864	SGUI1_47950.1	Smp_125480.1
OG0006865	SGUI1_24680.1	Smp_213700.1
OG0006866	SGUI1_32720.1	Smp_193610.1
OG0006867	SGUI1_87480.2, SGUI1_87480.1	Smp_123240.1
OG0006869	SGUI1_33030.1	Smp_007190.1
OG0006870	SGUI1_29380.1	Smp_140830.1
OG0006871	SGUI1_87600.1	Smp_123300.1
OG0006872	SGUI1_47890.1	Smp_044400.1
OG0006873	SGUI1_6470.1	Smp_139940.1
OG0006874	SGUI1_16940.2, SGUI1_16950.1, SGUI1_16940.1	Smp_244240.1
OG0006875	SGUI1_65850.1	Smp_002640.1
OG0006877	SGUI1_48140.1	Smp_039300.1
OG0006878	SGUI1_82840.1	Smp_340870.1
OG0006879	SGUI1_58840.1	Smp_187190.1
OG0006880	SGUI1_82440.1	Smp_330000.1
OG0006881	SGUI1_90230.1, SGUI1_90230.2	Smp_141450.1
OG0006882	SGUI1_88500.1	Smp_345850.1
OG0006883	SGUI1_26290.1	Smp_196410.1
OG0006884	SGUI1_72230.1	Smp_202630.1
OG0006886	SGUI1_32230.1	Smp_247030.1
OG0006887	SGUI1_25440.1	Smp_213740.1
OG0006888	SGUI1_37750.1	Smp_060490.1
OG0006889	SGUI1_89150.1	Smp_176720.1
OG0006890	SGUI1_91740.1	Smp_026770.1
OG0006891	SGUI1_49960.1	Smp_004200.1
OG0006892	SGUI1_63820.1	Smp_026230.1
OG0006893	SGUI1_28150.1	Smp_333650.1
OG0006894	SGUI1_95540.1	Smp_125400.1
OG0006895	SGUI1_33440.1, SGUI1_33440.2	Smp_136130.1
OG0006897	SGUI1_39520.1	Smp_344050.1
OG0006898	SGUI1_49310.1, SGUI1_49310.2	Smp_068710.1
OG0006899	SGUI1_30900.1	Smp_060030.1
OG0006901	SGUI1_63780.1, SGUI1_63780.2, SGUI1_63780.3	Smp_136350.1
OG0006902	SGUI1_250.1	Smp_321770.1
OG0006903	SGUI1_14430.1	Smp_337390.1
OG0006904	SGUI1_53400.1	Smp_128760.1
OG0006905	SGUI1_96520.1, SGUI1_96520.2	Smp_139330.1
OG0006907	SGUI1_55260.1	Smp_137710.1
OG0006908	SGUI1_45210.1	Smp_310210.1
OG0006909	SGUI1_8410.1	Smp_059910.1
OG0006910	SGUI1_58120.1	Smp_246770.1
OG0006911	SGUI1_53070.1	Smp_049170.1
OG0006912	SGUI1_13400.1	Smp_163330.1
OG0006913	SGUI1_18560.1	Smp_095580.1
OG0006914	SGUI1_51800.1	Smp_167000.1
OG0006915	SGUI1_31940.1	Smp_140510.1
OG0006916	SGUI1_93240.1	Smp_155720.1
OG0006917	SGUI1_96930.1, SGUI1_96930.2	Smp_322220.1
OG0006918	SGUI1_31990.1	Smp_033870.1
OG0006919	SGUI1_37420.1	Smp_180140.1
OG0006920	SGUI1_26490.1	Smp_103200.1
OG0006921	SGUI1_61740.1	Smp_074780.1
OG0006922	SGUI1_11870.1	Smp_025340.1
OG0006923	SGUI1_94790.1	Smp_203280.1
OG0006924	SGUI1_79900.1	Smp_149170.1
OG0006925	SGUI1_50530.1	Smp_123030.1
OG0006926	SGUI1_52140.1	Smp_146610.3, Smp_146610.1, Smp_146610.2
OG0006927	SGUI1_53110.1	Smp_346250.1
OG0006928	SGUI1_15580.1	Smp_340890.1
OG0006929	SGUI1_83060.1	Smp_344590.1
OG0006930	SGUI1_4510.1	Smp_342900.1
OG0006931	SGUI1_9510.1	Smp_178780.1
OG0006933	SGUI1_52770.1	Smp_148290.1
OG0006934	SGUI1_42350.1, SGUI1_42350.2	Smp_122050.1
OG0006935	SGUI1_71460.1	Smp_050130.1
OG0006936	SGUI1_36780.1	Smp_008310.1
OG0006937	SGUI1_55060.1	Smp_140730.1
OG0006938	SGUI1_90530.1	Smp_247930.1
OG0006939	SGUI1_42100.1	Smp_166320.1
OG0006940	SGUI1_14230.1	Smp_199050.1
OG0006941	SGUI1_18550.1	Smp_244070.1
OG0006942	SGUI1_17010.1	Smp_104210.1
OG0006943	SGUI1_83890.1	Smp_160070.1
OG0006944	SGUI1_72440.1	Smp_170790.1
OG0006945	SGUI1_25380.1	Smp_213710.1, Smp_213710.2
OG0006946	SGUI1_11360.1	Smp_315740.1
OG0006947	SGUI1_83510.1, SGUI1_83510.2	Smp_330490.1
OG0006948	SGUI1_34340.1	Smp_141710.1
OG0006949	SGUI1_73240.1	Smp_301730.1
OG0006950	SGUI1_75920.1	Smp_043220.1
OG0006951	SGUI1_19940.1	Smp_149560.1
OG0006952	SGUI1_27380.1	Smp_325820.1
OG0006953	SGUI1_59520.1, SGUI1_59520.2	Smp_004470.1
OG0006954	SGUI1_52650.1	Smp_130220.1
OG0006955	SGUI1_30950.1	Smp_060090.1
OG0006956	SGUI1_60600.1	Smp_341150.1
OG0006957	SGUI1_71670.1	Smp_049890.1
OG0006958	SGUI1_69250.1	Smp_001180.1
OG0006959	SGUI1_87170.1	Smp_001950.1
OG0006960	SGUI1_34700.1	Smp_032120.1, Smp_139580.1
OG0006961	SGUI1_90300.1	Smp_024870.1
OG0006962	SGUI1_54250.1	Smp_245910.1
OG0006963	SGUI1_48980.1	Smp_157390.1
OG0006964	SGUI1_62610.1	Smp_013540.1
OG0006965	SGUI1_35310.1	Smp_028100.1
OG0006966	SGUI1_61980.1	Smp_162680.1
OG0006967	SGUI1_89110.1	Smp_099440.1
OG0006968	SGUI1_37770.1	Smp_154650.1
OG0006969	SGUI1_71610.1	Smp_049930.1
OG0006970	SGUI1_71620.1	Smp_049920.1
OG0006971	SGUI1_80830.1	Smp_247280.1
OG0006972	SGUI1_61510.1	Smp_132410.1
OG0006973	SGUI1_3950.1	Smp_118750.1, Smp_301330.1
OG0006974	SGUI1_82210.1	Smp_056500.1
OG0006975	SGUI1_22110.1	Smp_164660.1
OG0006976	SGUI1_69080.1	Smp_151590.1
OG0006977	SGUI1_32370.1	Smp_140250.1
OG0006978	SGUI1_22790.1	Smp_347660.1
OG0006979	SGUI1_66840.1	Smp_340620.1
OG0006980	SGUI1_79500.1, SGUI1_79500.2	Smp_027210.1
OG0006981	SGUI1_61830.1	Smp_162610.1, Smp_162610.2
OG0006982	SGUI1_56570.1	Smp_174450.1
OG0006983	SGUI1_15370.1	Smp_133310.1
OG0006984	SGUI1_51690.1	Smp_166930.1
OG0006985	SGUI1_40860.1	Smp_172070.1
OG0006986	SGUI1_3400.1	Smp_028330.1
OG0006987	SGUI1_77920.1	Smp_087250.1
OG0006988	SGUI1_77930.1	Smp_169640.1
OG0006989	SGUI1_74030.1	Smp_342280.1
OG0006990	SGUI1_2040.1	Smp_038300.1
OG0006991	SGUI1_82280.1	Smp_345020.1
OG0006992	SGUI1_21980.1	Smp_176070.1
OG0006993	SGUI1_16760.2, SGUI1_16760.1	Smp_074590.1
OG0006995	SGUI1_62650.1	Smp_013600.1
OG0006996	SGUI1_290.1	Smp_171780.1
OG0006997	SGUI1_86580.1	Smp_074210.1
OG0006998	SGUI1_76520.1	Smp_153950.1
OG0006999	SGUI1_45990.1	Smp_191310.1
OG0007000	SGUI1_83530.1	Smp_045710.1
OG0007001	SGUI1_48760.1	Smp_171180.1
OG0007002	SGUI1_95080.1	Smp_343710.1
OG0007003	SGUI1_6480.1	Smp_032920.1
OG0007004	SGUI1_93140.1	Smp_246150.1
OG0007005	SGUI1_45980.1	Smp_046250.1
OG0007006	SGUI1_93290.1	Smp_300580.1
OG0007007	SGUI1_43850.1	Smp_213120.1
OG0007008	SGUI1_64760.1	Smp_333630.1
OG0007009	SGUI1_91490.1	Smp_011030.1
OG0007010	SGUI1_21310.1	Smp_244110.1
OG0007011	SGUI1_50290.1	Smp_013815.1, Smp_013810.1
OG0007012	SGUI1_47870.1	Smp_208010.1
OG0007013	SGUI1_64410.1	Smp_063250.1
OG0007014	SGUI1_11010.1	Smp_187090.1
OG0007015	SGUI1_80140.1	Smp_055770.1
OG0007016	SGUI1_17270.1	Smp_151930.1
OG0007017	SGUI1_50640.1	Smp_122930.1
OG0007018	SGUI1_94570.1	Smp_248080.1
OG0007019	SGUI1_79010.1	Smp_151440.1
OG0007020	SGUI1_56810.1	Smp_139800.1
OG0007021	SGUI1_48540.1	Smp_161210.1
OG0007022	SGUI1_61650.1	Smp_126210.1, Smp_126210.2
OG0007023	SGUI1_45080.1, SGUI1_45080.2	Smp_341240.1
OG0007024	SGUI1_83620.1	Smp_045620.1
OG0007025	SGUI1_91430.1	Smp_046410.1
OG0007026	SGUI1_60120.1	Smp_346880.1
OG0007027	SGUI1_1220.1	Smp_056370.1
OG0007028	SGUI1_75390.1	Smp_343820.1
OG0007029	SGUI1_18670.1	Smp_333300.1
OG0007030	SGUI1_71310.1	Smp_050270.1
OG0007031	SGUI1_37850.1	Smp_154690.1
OG0007033	SGUI1_79640.1	Smp_242360.1, Smp_242360.2
OG0007034	SGUI1_79650.1	Smp_212960.1
OG0007035	SGUI1_70420.1	Smp_086960.1
OG0007036	SGUI1_82950.1	Smp_166890.1
OG0007037	SGUI1_60320.1	Smp_066340.1
OG0007038	SGUI1_37780.1	Smp_332520.1
OG0007039	SGUI1_52360.1	Smp_130050.1
OG0007040	SGUI1_72870.1	Smp_149770.1
OG0007041	SGUI1_29480.1	Smp_034450.1
OG0007042	SGUI1_27300.1	Smp_198750.1
OG0007043	SGUI1_86600.1	Smp_074230.1
OG0007044	SGUI1_11160.1	Smp_244510.1
OG0007046	SGUI1_83750.1	Smp_069900.1
OG0007047	SGUI1_58150.1	Smp_159940.1
OG0007048	SGUI1_62390.1	Smp_208080.1
OG0007049	SGUI1_38610.1	Smp_079600.1
OG0007050	SGUI1_9800.1	Smp_094810.1
OG0007051	SGUI1_14480.1, SGUI1_14490.1	Smp_058620.1
OG0007052	SGUI1_6210.1, SGUI1_6210.2	Smp_146150.1, Smp_146150.2
OG0007053	SGUI1_35990.1	Smp_019190.1
OG0007054	SGUI1_87770.1	Smp_091640.1, Smp_091640.2
OG0007055	SGUI1_71210.1	Smp_050360.1
OG0007056	SGUI1_22910.1	Smp_164180.1
OG0007057	SGUI1_66330.1	Smp_079810.1
OG0007058	SGUI1_2090.1	Smp_214100.1
OG0007059	SGUI1_45570.1	Smp_346040.1, Smp_346040.2
OG0007060	SGUI1_33750.1	Smp_172360.1
OG0007061	SGUI1_94070.1	Smp_349960.1
OG0007062	SGUI1_22860.1	Smp_070540.1
OG0007063	SGUI1_300.1	Smp_171770.1
OG0007064	SGUI1_86620.1	Smp_074260.1
OG0007065	SGUI1_4660.1	Smp_340400.1
OG0007066	SGUI1_39880.1	Smp_200020.1
OG0007067	SGUI1_83910.1	Smp_069720.1
OG0007068	SGUI1_78780.1	Smp_130850.1
OG0007069	SGUI1_35680.1	Smp_097500.1
OG0007070	SGUI1_52710.1	Smp_048760.1
OG0007071	SGUI1_54300.1, SGUI1_54300.2, SGUI1_54300.3, SGUI1_54300.4	Smp_337570.1
OG0007072	SGUI1_35320.1	Smp_137390.1
OG0007073	SGUI1_70780.1	Smp_085300.1
OG0007074	SGUI1_76200.1	Smp_213500.1
OG0007075	SGUI1_18430.1	Smp_345260.1
OG0007076	SGUI1_31850.1	Smp_140550.1
OG0007077	SGUI1_65650.1, SGUI1_65650.2	Smp_156370.1
OG0007078	SGUI1_51250.1	Smp_078640.1
OG0007079	SGUI1_22450.1	Smp_176640.1
OG0007080	SGUI1_17790.1	Smp_030500.1
OG0007081	SGUI1_52480.1	Smp_014650.1
OG0007082	SGUI1_87950.1	Smp_334710.1
OG0007083	SGUI1_78930.1	Smp_080150.1, Smp_165320.1
OG0007084	SGUI1_49570.1	Smp_147290.1
OG0007085	SGUI1_38730.1, SGUI1_38740.1	Smp_340900.1
OG0007086	SGUI1_85540.1	Smp_169340.1
OG0007087	SGUI1_66790.1	Smp_029900.1
OG0007088	SGUI1_95440.1	Smp_345660.1
OG0007089	SGUI1_62370.1	Smp_267300.1
OG0007090	SGUI1_16650.1	Smp_162440.1
OG0007091	SGUI1_71680.2, SGUI1_71680.1	Smp_049880.1
OG0007092	SGUI1_15710.1	Smp_054560.1
OG0007094	SGUI1_46240.1	Smp_327720.1
OG0007095	SGUI1_21930.1, SGUI1_21930.2, SGUI1_21930.3, SGUI1_21930.4	Smp_346230.1
OG0007096	SGUI1_89800.1	Smp_156180.1
OG0007097	SGUI1_54960.1, SGUI1_54960.3, SGUI1_54960.2	Smp_140680.1
OG0007098	SGUI1_76930.1	Smp_095670.1
OG0007099	SGUI1_84860.1	Smp_155210.1
OG0007100	SGUI1_63030.1	Smp_105970.1
OG0007101	SGUI1_34830.1	Smp_032240.1
OG0007102	SGUI1_29330.1	Smp_140880.1
OG0007103	SGUI1_63010.1, SGUI1_63010.2	Smp_213050.1
OG0007104	SGUI1_67170.1	Smp_030290.1
OG0007106	SGUI1_71720.1	Smp_148800.1, Smp_148800.2
OG0007107	SGUI1_69200.1	Smp_007890.1
OG0007112	SGUI1_85160.1	Smp_040020.1
OG0007113	SGUI1_96100.1	Smp_301260.1, Smp_301260.2
OG0007114	SGUI1_88260.1	Smp_158160.1
OG0007115	SGUI1_56880.1	Smp_032760.1
OG0007117	SGUI1_21710.1, SGUI1_21710.2	Smp_243800.1
OG0007118	SGUI1_94500.1	Smp_033110.1
OG0007120	SGUI1_83450.1	Smp_043570.2, Smp_043570.1
OG0007121	SGUI1_87550.1	Smp_123260.1
OG0007122	SGUI1_54000.1	Smp_123360.1
OG0007123	SGUI1_71650.1	Smp_214370.1
OG0007124	SGUI1_72770.1, SGUI1_72770.2, SGUI1_72770.3	Smp_045500.1
OG0007125	SGUI1_79530.1	Smp_027250.1
OG0007126	SGUI1_70680.1	Smp_344910.1
OG0007127	SGUI1_44680.1	Smp_320440.1
OG0007128	SGUI1_32530.1	Smp_337800.1
OG0007129	SGUI1_31720.1, SGUI1_31750.1	Smp_331410.1
OG0007130	SGUI1_23780.1, SGUI1_23800.1, SGUI1_23830.2, SGUI1_23820.1, SGUI1_23830.1	Smp_331680.1, Smp_331690.1
OG0007131	SGUI1_24590.1	Smp_124280.1
OG0007132	SGUI1_35900.1, SGUI1_35900.2	Smp_319270.2
OG0007133	SGUI1_10350.1	Smp_038560.1
OG0007134	SGUI1_20010.1	Smp_149520.1
OG0007135	SGUI1_19840.1	Smp_163670.1
OG0007136	SGUI1_75200.1, SGUI1_43440.1	Smp_348250.1
OG0007137	SGUI1_52440.1, SGUI1_52440.2	Smp_241610.1
OG0007138	SGUI1_87110.1	Smp_331280.1
OG0007138	SGUI1_87130.1	Smp_195190.1
OG0007149	SGUI1_56500.1	Smp_179660.1
OG0007150	SGUI1_11500.1	Smp_157730.1
OG0007151	SGUI1_72210.1	Smp_213450.1
OG0007152	SGUI1_94420.1	Smp_340660.1
OG0007153	SGUI1_18620.1	Smp_088240.1
OG0007155	SGUI1_57790.1	Smp_309990.1
OG0007156	SGUI1_34250.1	Smp_341670.1
OG0007157	SGUI1_74110.1	Smp_340200.1
OG0007158	SGUI1_90700.1	Smp_092170.1
OG0007159	SGUI1_88810.1	Smp_030870.1
OG0007160	SGUI1_32830.1, SGUI1_32830.2	Smp_094020.1
OG0007161	SGUI1_80990.1	Smp_213560.1
OG0007162	SGUI1_17920.1	Smp_075430.1
OG0007163	SGUI1_22840.1	Smp_213640.1
OG0007164	SGUI1_75330.1	Smp_145230.1
OG0007165	SGUI1_37610.1	Smp_337425.1
OG0007166	SGUI1_92760.1	Smp_077820.1
OG0007167	SGUI1_38850.1	Smp_151360.1, Smp_151360.2
OG0007168	SGUI1_59650.1	Smp_341390.1
OG0007169	SGUI1_73670.1	Smp_137050.1
OG0007170	SGUI1_33160.1	Smp_196480.1
OG0007171	SGUI1_54670.1	Smp_147640.1
OG0007172	SGUI1_28330.1	Smp_141080.1
OG0007173	SGUI1_8130.1	Smp_128340.1
OG0007174	SGUI1_52430.1	Smp_207080.1
OG0007175	SGUI1_36730.1	Smp_319090.1
OG0007176	SGUI1_85210.1, SGUI1_85210.2	Smp_266870.2
OG0007177	SGUI1_42930.1	Smp_344440.1
OG0007178	SGUI1_61210.1	Smp_132230.1
OG0007179	SGUI1_23610.1	Smp_171080.1
OG0007180	SGUI1_1170.1	Smp_152380.1
OG0007181	SGUI1_90350.1	Smp_348400.1
OG0007182	SGUI1_14610.1	Smp_146840.1
OG0007184	SGUI1_89830.1	Smp_063190.1
OG0007185	SGUI1_94130.1	Smp_203270.1
OG0007186	SGUI1_75320.1	Smp_042560.1
OG0007187	SGUI1_80760.1	Smp_090150.1
OG0007188	SGUI1_68790.1	Smp_176980.1
OG0007189	SGUI1_64600.1	Smp_134960.1
OG0007191	SGUI1_82990.1, SGUI1_82990.2	Smp_153290.1
OG0007192	SGUI1_67830.1	Smp_000370.1
OG0007193	SGUI1_54540.1	Smp_311610.1
OG0007194	SGUI1_6510.1	Smp_032950.1
OG0007195	SGUI1_87350.1	Smp_001830.1
OG0007196	SGUI1_14500.1	Smp_153700.1
OG0007198	SGUI1_29830.1	Smp_093210.1
OG0007199	SGUI1_23630.1	Smp_022640.1
OG0007200	SGUI1_8010.1	Smp_128610.1
OG0007201	SGUI1_89900.1	Smp_210630.1
OG0007202	SGUI1_73480.1	Smp_050730.1
OG0007203	SGUI1_3220.1	Smp_028490.1
OG0007205	SGUI1_92420.1	Smp_334810.1
OG0007206	SGUI1_71060.1	Smp_141570.1
OG0007207	SGUI1_49070.1	Smp_065210.1
OG0007208	SGUI1_78990.1	Smp_165360.1
OG0007209	SGUI1_95140.1	Smp_041570.1
OG0007210	SGUI1_89630.1	Smp_050940.1
OG0007211	SGUI1_22410.1, SGUI1_22410.2	Smp_099240.1
OG0007212	SGUI1_67490.1	Smp_000690.1
OG0007213	SGUI1_67500.1	Smp_000680.1
OG0007214	SGUI1_79540.1	Smp_136930.1
OG0007215	SGUI1_11310.1	Smp_157840.1
OG0007216	SGUI1_18570.1, SGUI1_18570.2	Smp_341610.1
OG0007217	SGUI1_43330.1	Smp_149580.1
OG0007218	SGUI1_47050.1	Smp_213010.2, Smp_213010.1
OG0007219	SGUI1_9260.1	Smp_165830.1
OG0007220	SGUI1_35450.1	Smp_027990.1
OG0007221	SGUI1_35280.1	Smp_028130.1
OG0007222	SGUI1_7920.1	Smp_107200.2, Smp_107200.1
OG0007223	SGUI1_61030.1	Smp_137810.1
OG0007225	SGUI1_66950.1	Smp_311980.1
OG0007226	SGUI1_44000.1	Smp_155340.1
OG0007227	SGUI1_92010.1	Smp_214040.1
OG0007228	SGUI1_80340.1	Smp_267010.1
OG0007229	SGUI1_75600.1	Smp_042910.1
OG0007231	SGUI1_92860.1, SGUI1_92850.1	Smp_318490.1, Smp_201070.1
OG0007232	SGUI1_11020.1	Smp_017870.1
OG0007233	SGUI1_96090.1	Smp_342130.1
OG0007234	SGUI1_60670.1	Smp_073920.1
OG0007235	SGUI1_20280.1	Smp_073470.1
OG0007236	SGUI1_3510.1	Smp_322240.1
OG0007237	SGUI1_76700.1	Smp_160670.1
OG0007238	SGUI1_26900.1	Smp_324180.1
OG0007239	SGUI1_78330.1	Smp_042140.1
OG0007240	SGUI1_70140.1, SGUI1_70140.2	Smp_341750.1
OG0007241	SGUI1_42000.1	Smp_170610.1
OG0007242	SGUI1_43230.1	Smp_051410.1
OG0007243	SGUI1_38550.1, SGUI1_38550.2	Smp_165070.1
OG0007244	SGUI1_73120.1	Smp_150040.1
OG0007245	SGUI1_53060.1	Smp_049160.1
OG0007246	SGUI1_48580.1	Smp_310650.1
OG0007247	SGUI1_52080.1	Smp_045300.1
OG0007248	SGUI1_25290.1	Smp_123810.1
OG0007249	SGUI1_82290.1	Smp_067930.1
OG0007251	SGUI1_36750.1	Smp_319070.1
OG0007252	SGUI1_11570.1	Smp_157690.1
OG0007253	SGUI1_53330.1	Smp_128810.1
OG0007254	SGUI1_77800.1	Smp_166170.1
OG0007255	SGUI1_72030.1	Smp_346120.1
OG0007256	SGUI1_64150.1	Smp_076650.1
OG0007257	SGUI1_54750.1	Smp_102400.1
OG0007258	SGUI1_93400.1	Smp_175630.1
OG0007259	SGUI1_10940.1	Smp_132030.1
OG0007260	SGUI1_78120.1	Smp_343770.1
OG0007261	SGUI1_41150.1	Smp_072380.1
OG0007262	SGUI1_83850.1	Smp_247680.1
OG0007263	SGUI1_8040.1	Smp_012110.1
OG0007264	SGUI1_11450.1	Smp_157760.1
OG0007265	SGUI1_25840.1	Smp_079310.1
OG0007266	SGUI1_62210.1	Smp_326000.1, Smp_326010.1
OG0007267	SGUI1_91170.1	Smp_036780.1
OG0007268	SGUI1_43710.1	Smp_342110.1
OG0007269	SGUI1_20220.1	Smp_155040.1
