Orthogroup	schistosoma_guineensis	fasciola_hepatica
OG0005639	SGUI1_73490.1	FhHiC23_g1068.t1, FhHiC23_g1068.t2
OG0005640	SGUI1_27340.1	FhHiC23_g4711.t1
OG0005641	SGUI1_73750.1	FhHiC23_g2878.t1
OG0005642	SGUI1_96510.1	FhHiC23_g9454.t1
OG0005643	SGUI1_29430.1	FhHiC23_g5152.t1
OG0005644	SGUI1_76920.1	FhHiC23_g1015.t1
OG0005645	SGUI1_59250.1	FhHiC23_g7531.t1
OG0005646	SGUI1_41050.1	FhHiC23_g9482.t1, FhHiC23_g5988.t1
OG0005647	SGUI1_56080.1	FhHiC23_g2108.t1
OG0005648	SGUI1_40110.1, SGUI1_40110.2	FhHiC23_g5406.t1
OG0005649	SGUI1_50580.1	FhHiC23_g753.t1
OG0005650	SGUI1_65140.1	FhHiC23_g7580.t2, FhHiC23_g7580.t1, FhHiC23_g7580.t3
OG0005651	SGUI1_66520.1	FhHiC23_g6992.t1
OG0005652	SGUI1_48050.1	FhHiC23_g919.t1
OG0005653	SGUI1_94180.1	FhHiC23_g9461.t2, FhHiC23_g9461.t1, FhHiC23_g9461.t3
OG0005654	SGUI1_72990.1, SGUI1_72990.2	FhHiC23_g1364.t1
OG0005655	SGUI1_27030.1, SGUI1_27030.2	FhHiC23_g10038.t1
OG0005656	SGUI1_88330.1	FhHiC23_g16621.t1
OG0005657	SGUI1_11300.1	FhHiC23_g11858.t1
OG0005658	SGUI1_91420.1	FhHiC23_g15959.t1
OG0005659	SGUI1_16560.1	FhHiC23_g15531.t1
OG0005660	SGUI1_72220.1	FhHiC23_g2811.t1
OG0005661	SGUI1_6540.1	FhHiC23_g11425.t1, FhHiC23_g11426.t3, FhHiC23_g11426.t1, FhHiC23_g11426.t2, FhHiC23_g11424.t1
OG0005662	SGUI1_43290.5, SGUI1_43290.2, SGUI1_43290.1, SGUI1_43290.4, SGUI1_43290.3	FhHiC23_g14885.t1
OG0005663	SGUI1_7990.1	FhHiC23_g11309.t1
OG0005664	SGUI1_24990.1	FhHiC23_g10260.t1, FhHiC23_g10262.t1, FhHiC23_g10261.t1
OG0005665	SGUI1_48210.1	FhHiC23_g316.t1
OG0005666	SGUI1_90480.1	FhHiC23_g16491.t1
OG0005667	SGUI1_42160.1	FhHiC23_g14800.t1
OG0005669	SGUI1_56230.1, SGUI1_56230.2, SGUI1_56230.3	FhHiC23_g2431.t1, FhHiC23_g1787.t1
OG0005670	SGUI1_84850.1	FhHiC23_g3853.t1
OG0005671	SGUI1_11270.1, SGUI1_11270.2	FhHiC23_g11864.t1
OG0005672	SGUI1_47300.1	FhHiC23_g301.t1
OG0005673	SGUI1_47380.1	FhHiC23_g300.t1
OG0005674	SGUI1_25880.1	FhHiC23_g9983.t1
OG0005675	SGUI1_40670.1	FhHiC23_g14717.t1, FhHiC23_g14717.t2, FhHiC23_g14717.t3
OG0005676	SGUI1_52590.1	FhHiC23_g1655.t4
OG0005677	SGUI1_5590.1	FhHiC23_g13317.t1
OG0005678	SGUI1_60150.1	FhHiC23_g8243.t2, FhHiC23_g8243.t1
OG0005679	SGUI1_88930.1	FhHiC23_g16151.t1, FhHiC23_g16151.t2
OG0005680	SGUI1_69370.1	FhHiC23_g8186.t1
OG0005681	SGUI1_69380.1	FhHiC23_g8188.t1, FhHiC23_g8188.t2
OG0005683	SGUI1_35700.1	FhHiC23_g1129.t1, FhHiC23_g1129.t2
OG0005684	SGUI1_49350.1, SGUI1_49350.2, SGUI1_49350.3	FhHiC23_g426.t1
OG0005685	SGUI1_13550.1, SGUI1_13470.1	FhHiC23_g4089.t1
OG0005686	SGUI1_90540.1	FhHiC23_g16842.t1
OG0005687	SGUI1_66290.1	FhHiC23_g7435.t1
OG0005688	SGUI1_600.1	FhHiC23_g12636.t1, FhHiC23_g12636.t2
OG0005689	SGUI1_71120.1	FhHiC23_g3068.t1
OG0005690	SGUI1_52800.1, SGUI1_52800.2	FhHiC23_g1470.t1, FhHiC23_g1470.t2
OG0005691	SGUI1_94290.1	FhHiC23_g9127.t1
OG0005692	SGUI1_47210.1	FhHiC23_g2102.t1
OG0005693	SGUI1_1250.1	FhHiC23_g13759.t1, FhHiC23_g13759.t2
OG0005694	SGUI1_49260.1, SGUI1_49260.2	FhHiC23_g132.t1, FhHiC23_g132.t2
OG0005695	SGUI1_49400.1	FhHiC23_g1486.t1
OG0005696	SGUI1_41360.1	FhHiC23_g14429.t3
OG0005697	SGUI1_18030.1	FhHiC23_g11359.t1, FhHiC23_g10709.t1, FhHiC23_g10710.t1
OG0005698	SGUI1_70110.2, SGUI1_70110.1, SGUI1_70110.3, SGUI1_70110.4	FhHiC23_g2489.t1
OG0005699	SGUI1_19880.1	FhHiC23_g15262.t1
OG0005700	SGUI1_71900.1	FhHiC23_g277.t1, FhHiC23_g275.t1
OG0005701	SGUI1_57940.1	FhHiC23_g7107.t1, FhHiC23_g7107.t2
OG0005702	SGUI1_65550.1	FhHiC23_g6791.t1
OG0005703	SGUI1_34310.1	FhHiC23_g6501.t1
OG0005704	SGUI1_40800.1	FhHiC23_g14254.t1
OG0005705	SGUI1_54140.1	FhHiC23_g2348.t3, FhHiC23_g2348.t2, FhHiC23_g2348.t1
OG0005706	SGUI1_56320.1	FhHiC23_g1455.t1
OG0005707	SGUI1_65620.1	FhHiC23_g7702.t1, FhHiC23_g7254.t1, FhHiC23_g7702.t2
OG0005709	SGUI1_27370.1	FhHiC23_g4983.t1, FhHiC23_g4983.t2
OG0005710	SGUI1_34590.1	FhHiC23_g6401.t1, FhHiC23_g6400.t1
OG0005712	SGUI1_89860.1	FhHiC23_g15873.t1
OG0005713	SGUI1_66560.3, SGUI1_66560.1, SGUI1_66560.2	FhHiC23_g8036.t1, FhHiC23_g8036.t2, FhHiC23_g8036.t3
OG0005714	SGUI1_91210.1	FhHiC23_g16410.t1
OG0005715	SGUI1_74840.1	FhHiC23_g888.t1
OG0005716	SGUI1_51000.1, SGUI1_51000.2	FhHiC23_g1939.t1, FhHiC23_g1939.t2
OG0005717	SGUI1_75690.1	FhHiC23_g505.t1
OG0005718	SGUI1_49700.2, SGUI1_49700.1	FhHiC23_g1313.t1
OG0005719	SGUI1_35600.1, SGUI1_35600.2	FhHiC23_g14257.t1
OG0005720	SGUI1_84220.1	FhHiC23_g3518.t1
OG0005722	SGUI1_93480.1	FhHiC23_g9153.t1
OG0005723	SGUI1_42950.2, SGUI1_42950.3	FhHiC23_g14718.t1
OG0005724	SGUI1_8600.1	FhHiC23_g13034.t1
OG0005725	SGUI1_83860.1, SGUI1_83860.2, SGUI1_83860.3	FhHiC23_g3843.t1
OG0005726	SGUI1_53180.1	FhHiC23_g430.t1
OG0005727	SGUI1_69070.1	FhHiC23_g8502.t1, FhHiC23_g8502.t2
OG0005728	SGUI1_88270.1	FhHiC23_g16277.t1
OG0005729	SGUI1_65260.1	FhHiC23_g7727.t1
OG0005731	SGUI1_81590.1, SGUI1_81590.2	FhHiC23_g3793.t1
OG0005732	SGUI1_27140.1	FhHiC23_g10185.t1, FhHiC23_g10186.t2, FhHiC23_g10186.t1
OG0005733	SGUI1_23900.1	FhHiC23_g10390.t1
OG0005734	SGUI1_43490.1	FhHiC23_g14539.t1
OG0005735	SGUI1_92550.1	FhHiC23_g16328.t2, FhHiC23_g16328.t1
OG0005736	SGUI1_70290.1, SGUI1_70290.2	FhHiC23_g3451.t1, FhHiC23_g3452.t1, FhHiC23_g2610.t1
OG0005737	SGUI1_64090.1	FhHiC23_g7017.t1
OG0005738	SGUI1_4600.1	FhHiC23_g13218.t1
OG0005739	SGUI1_29530.2, SGUI1_29530.1	FhHiC23_g5558.t1
OG0005740	SGUI1_80000.1	FhHiC23_g2762.t1
OG0005741	SGUI1_86800.1	FhHiC23_g16195.t1
OG0005742	SGUI1_33240.1	FhHiC23_g6575.t1
OG0005743	SGUI1_15950.1	FhHiC23_g11774.t1, FhHiC23_g11774.t2
OG0005744	SGUI1_15740.1	FhHiC23_g10865.t1
OG0005745	SGUI1_63620.1	FhHiC23_g7105.t1
OG0005746	SGUI1_28960.1	FhHiC23_g10232.t1, FhHiC23_g4883.t1
OG0005747	SGUI1_44890.1	FhHiC23_g14397.t1, FhHiC23_g14397.t2
OG0005748	SGUI1_86560.1	FhHiC23_g16698.t1, FhHiC23_g16698.t2
OG0005749	SGUI1_60340.1	FhHiC23_g7951.t1
OG0005750	SGUI1_96250.1	FhHiC23_g10080.t1
OG0005751	SGUI1_34030.1	FhHiC23_g6417.t1
OG0005752	SGUI1_24310.1, SGUI1_24310.2	FhHiC23_g9537.t1, FhHiC23_g9537.t2
OG0005753	SGUI1_80640.1	FhHiC23_g1668.t1
OG0005754	SGUI1_88160.1	FhHiC23_g8638.t1
OG0005755	SGUI1_24800.1	FhHiC23_g9716.t1
OG0005756	SGUI1_27400.1	FhHiC23_g5089.t1
OG0005757	SGUI1_74570.1	FhHiC23_g1646.t3, FhHiC23_g1646.t1, FhHiC23_g1646.t2
OG0005758	SGUI1_72150.1, SGUI1_72130.1	FhHiC23_g1649.t1
OG0005760	SGUI1_48160.1	FhHiC23_g688.t1
OG0005762	SGUI1_62180.1	FhHiC23_g8051.t1
OG0005763	SGUI1_92050.1	FhHiC23_g16241.t1
OG0005765	SGUI1_25560.1, SGUI1_25560.2	FhHiC23_g5119.t1, FhHiC23_g5119.t2
OG0005766	SGUI1_85320.1	FhHiC23_g3680.t1, FhHiC23_g3680.t2
OG0005767	SGUI1_81110.1	FhHiC23_g2804.t1
OG0005768	SGUI1_31860.1	FhHiC23_g5388.t1, FhHiC23_g5388.t2
OG0005769	SGUI1_13520.1	FhHiC23_g12116.t1, FhHiC23_g12116.t2
OG0005770	SGUI1_41110.1	FhHiC23_g4951.t3, FhHiC23_g4951.t1
OG0005771	SGUI1_53100.1	FhHiC23_g1386.t1, FhHiC23_g2288.t1
OG0005772	SGUI1_81420.1	FhHiC23_g3708.t1
OG0005773	SGUI1_69950.1	FhHiC23_g11049.t1, FhHiC23_g11051.t1
OG0005774	SGUI1_66450.1	FhHiC23_g8427.t1
OG0005775	SGUI1_42300.1, SGUI1_42300.2, SGUI1_42300.3, SGUI1_42300.4	FhHiC23_g14839.t1
OG0005776	SGUI1_87360.1, SGUI1_87360.2	FhHiC23_g15925.t1
OG0005777	SGUI1_42580.1	FhHiC23_g14729.t1, FhHiC23_g14729.t2
OG0005778	SGUI1_68470.1, SGUI1_68470.2	FhHiC23_g6809.t1
OG0005779	SGUI1_68990.1, SGUI1_68990.2	FhHiC23_g8077.t1
OG0005780	SGUI1_93640.1, SGUI1_93640.2	FhHiC23_g9503.t1
OG0005781	SGUI1_87460.1	FhHiC23_g15985.t1
OG0005782	SGUI1_44270.1	FhHiC23_g15079.t1, FhHiC23_g14589.t1, FhHiC23_g14589.t2
OG0005783	SGUI1_89020.1, SGUI1_89020.2	FhHiC23_g15867.t1
OG0005784	SGUI1_91680.1	FhHiC23_g16360.t1, FhHiC23_g16360.t2
OG0005785	SGUI1_11170.1	FhHiC23_g6237.t2, FhHiC23_g6237.t1
OG0005786	SGUI1_13600.1	FhHiC23_g15936.t1
OG0005787	SGUI1_790.1, SGUI1_790.2	FhHiC23_g12372.t1
OG0005788	SGUI1_11390.1	FhHiC23_g11930.t1
OG0005789	SGUI1_51610.1	FhHiC23_g916.t1, FhHiC23_g916.t2
OG0005790	SGUI1_70700.1	FhHiC23_g2784.t1, FhHiC23_g2785.t1
OG0005792	SGUI1_3640.1	FhHiC23_g13399.t1
OG0005793	SGUI1_6400.1	FhHiC23_g11132.t1
OG0005795	SGUI1_96150.1	FhHiC23_g9851.t1, FhHiC23_g9851.t2
OG0005796	SGUI1_4780.1	FhHiC23_g13028.t1, FhHiC23_g13028.t2
OG0005797	SGUI1_95570.1	FhHiC23_g10104.t1
OG0005798	SGUI1_71580.1	FhHiC23_g1187.t1
OG0005799	SGUI1_20090.1	FhHiC23_g15556.t1
OG0005800	SGUI1_83880.1	FhHiC23_g4246.t1
OG0005801	SGUI1_15090.1	FhHiC23_g10750.t1
OG0005802	SGUI1_76460.1	FhHiC23_g657.t1
OG0005803	SGUI1_58500.1, SGUI1_58510.1	FhHiC23_g8328.t1
OG0005804	SGUI1_92960.1	FhHiC23_g9325.t1
OG0005805	SGUI1_70340.1	FhHiC23_g1339.t1
OG0005806	SGUI1_82800.1	FhHiC23_g3741.t1
OG0005807	SGUI1_80620.1	FhHiC23_g2135.t1
OG0005808	SGUI1_39320.1	FhHiC23_g6062.t1
OG0005809	SGUI1_28610.1, SGUI1_28610.2	FhHiC23_g5698.t2, FhHiC23_g5698.t1
OG0005810	SGUI1_87890.1	FhHiC23_g16272.t1
OG0005811	SGUI1_12280.1	FhHiC23_g12121.t1
OG0005812	SGUI1_39850.1	FhHiC23_g4826.t1, FhHiC23_g4826.t2
OG0005813	SGUI1_72330.1	FhHiC23_g2825.t1
OG0005814	SGUI1_14350.1	FhHiC23_g10665.t1
OG0005815	SGUI1_65690.1	FhHiC23_g7276.t1
OG0005816	SGUI1_12570.1, SGUI1_12510.1	FhHiC23_g11808.t1
OG0005817	SGUI1_30660.1	FhHiC23_g6586.t1
OG0005818	SGUI1_90370.1	FhHiC23_g16451.t1, FhHiC23_g16451.t2
OG0005819	SGUI1_52860.1	FhHiC23_g529.t1, FhHiC23_g529.t2
OG0005820	SGUI1_63140.1	FhHiC23_g7830.t1, FhHiC23_g13110.t1
OG0005821	SGUI1_96030.1	FhHiC23_g9835.t1
OG0005822	SGUI1_27430.1	FhHiC23_g15609.t2, FhHiC23_g15609.t1
OG0005823	SGUI1_40230.1, SGUI1_40240.1	FhHiC23_g5201.t1, FhHiC23_g5201.t2
OG0005824	SGUI1_26650.1	FhHiC23_g9465.t1
OG0005825	SGUI1_27890.1	FhHiC23_g9948.t2, FhHiC23_g9948.t1
OG0005827	SGUI1_46000.1, SGUI1_46000.2	FhHiC23_g210.t1, FhHiC23_g210.t2
OG0005828	SGUI1_90080.1	FhHiC23_g4411.t1, FhHiC23_g6025.t1
OG0005829	SGUI1_59480.3, SGUI1_59480.2, SGUI1_59480.1	FhHiC23_g8490.t1
OG0005830	SGUI1_69180.1	FhHiC23_g8451.t1
OG0005831	SGUI1_47670.2, SGUI1_47670.1	FhHiC23_g1680.t1
OG0005832	SGUI1_36360.1	FhHiC23_g14028.t1
OG0005833	SGUI1_4530.1	FhHiC23_g13486.t1
OG0005834	SGUI1_84470.1	FhHiC23_g3698.t1, FhHiC23_g3698.t2, FhHiC23_g3697.t1
OG0005835	SGUI1_63670.1, SGUI1_63670.2	FhHiC23_g6911.t1
OG0005836	SGUI1_83730.1, SGUI1_83730.2	FhHiC23_g3836.t1
OG0005837	SGUI1_92450.1	FhHiC23_g16816.t2, FhHiC23_g16816.t1
OG0005838	SGUI1_840.1	FhHiC23_g12853.t1
OG0005839	SGUI1_25660.2, SGUI1_25660.3, SGUI1_25660.1, SGUI1_25660.4	FhHiC23_g4628.t1, FhHiC23_g4628.t2
OG0005840	SGUI1_86470.1	FhHiC23_g16001.t1
OG0005841	SGUI1_13710.1	FhHiC23_g11377.t1
OG0005842	SGUI1_50810.1	FhHiC23_g1205.t2, FhHiC23_g1205.t1
OG0005843	SGUI1_19670.1	FhHiC23_g15355.t2, FhHiC23_g15355.t1
OG0005845	SGUI1_93600.1	FhHiC23_g9509.t1
OG0005846	SGUI1_34140.1	FhHiC23_g5486.t1
OG0005847	SGUI1_96550.1, SGUI1_96550.2	FhHiC23_g9403.t1
OG0005848	SGUI1_53200.2, SGUI1_53200.1	FhHiC23_g444.t1
OG0005849	SGUI1_97190.1	FhHiC23_g9683.t1, FhHiC23_g9684.t1
OG0005850	SGUI1_35100.1	FhHiC23_g6052.t1, FhHiC23_g6052.t2
OG0005851	SGUI1_56990.1	FhHiC23_g1271.t1
OG0005852	SGUI1_30060.1	FhHiC23_g5191.t1, FhHiC23_g5191.t3
OG0005853	SGUI1_76820.1	FhHiC23_g2506.t1
OG0005854	SGUI1_79110.1	FhHiC23_g1182.t1, FhHiC23_g1182.t2
OG0005855	SGUI1_37450.1	FhHiC23_g4813.t1
OG0005856	SGUI1_86420.1	FhHiC23_g16070.t1
OG0005857	SGUI1_67320.1	FhHiC23_g7222.t1
OG0005858	SGUI1_5130.1	FhHiC23_g13214.t1, FhHiC23_g15263.t1, FhHiC23_g9047.t1, FhHiC23_g16455.t1, FhHiC23_g5332.t1, FhHiC23_g12837.t1, FhHiC23_g13747.t1, FhHiC23_g11415.t1, FhHiC23_g11190.t1, FhHiC23_g5078.t1, FhHiC23_g7682.t1, FhHiC23_g4335.t1, FhHiC23_g4277.t1, FhHiC23_g9197.t1, FhHiC23_g14158.t1, FhHiC23_g15515.t1, FhHiC23_g7000.t1, FhHiC23_g10405.t1, FhHiC23_g14555.t1
OG0005859	SGUI1_16850.1	FhHiC23_g11280.t1
OG0005860	SGUI1_72940.1	FhHiC23_g12614.t1, FhHiC23_g4353.t1
OG0005861	SGUI1_43260.1	FhHiC23_g14293.t1
OG0005862	SGUI1_42590.1, SGUI1_42590.2	FhHiC23_g14730.t1
OG0005863	SGUI1_48300.1	FhHiC23_g1497.t1
OG0005864	SGUI1_21680.1, SGUI1_21680.2	FhHiC23_g15145.t1
OG0005865	SGUI1_19250.1, SGUI1_19250.2, SGUI1_19250.3	FhHiC23_g15518.t1
OG0005866	SGUI1_72370.1	FhHiC23_g2372.t1
OG0005867	SGUI1_28230.1, SGUI1_28230.2	FhHiC23_g5571.t1
OG0005869	SGUI1_93310.1	FhHiC23_g9241.t1
OG0005892	SGUI1_37350.1	FhHiC23_g5849.t1
OG0005893	SGUI1_39070.1	FhHiC23_g5847.t1
OG0005894	SGUI1_10460.1	FhHiC23_g11592.t1
OG0005895	SGUI1_94150.1	FhHiC23_g9396.t2, FhHiC23_g9396.t1
OG0005896	SGUI1_40750.1	FhHiC23_g14407.t1
OG0005897	SGUI1_93980.1	FhHiC23_g6040.t1
OG0005898	SGUI1_43730.1, SGUI1_43730.2	FhHiC23_g14585.t1
OG0005899	SGUI1_94010.1	FhHiC23_g9107.t1
OG0005900	SGUI1_31170.1	FhHiC23_g4689.t1
OG0005901	SGUI1_60100.1	FhHiC23_g7419.t1
OG0005902	SGUI1_7200.1	FhHiC23_g12809.t1, FhHiC23_g11764.t1
OG0005903	SGUI1_5090.1	FhHiC23_g12906.t1
OG0005904	SGUI1_23310.1	FhHiC23_g10061.t1
OG0005905	SGUI1_68170.1	FhHiC23_g7747.t1
OG0005906	SGUI1_74090.1	FhHiC23_g2849.t1
OG0005907	SGUI1_41420.1	FhHiC23_g592.t1
OG0005908	SGUI1_39630.1	FhHiC23_g4726.t1
OG0005909	SGUI1_14070.1	FhHiC23_g11478.t1
OG0005910	SGUI1_76730.1	FhHiC23_g2819.t1
OG0005911	SGUI1_95430.2, SGUI1_95430.1	FhHiC23_g9959.t2, FhHiC23_g9959.t1
OG0005912	SGUI1_95250.1	FhHiC23_g9435.t1
OG0005913	SGUI1_89550.1	FhHiC23_g16011.t1
OG0005914	SGUI1_76360.1	FhHiC23_g1660.t1, FhHiC23_g1660.t2
OG0005915	SGUI1_7780.1	FhHiC23_g12701.t1
OG0005916	SGUI1_18410.1	FhHiC23_g11995.t2, FhHiC23_g11995.t1
OG0005917	SGUI1_65750.1	FhHiC23_g8163.t1
OG0005918	SGUI1_33150.1	FhHiC23_g5814.t1, FhHiC23_g5814.t3
OG0005919	SGUI1_22040.1	FhHiC23_g15110.t1
OG0005920	SGUI1_2810.1	FhHiC23_g13306.t1
OG0005921	SGUI1_69700.1	FhHiC23_g7067.t1
OG0005922	SGUI1_21150.1	FhHiC23_g15571.t1
OG0005923	SGUI1_29000.1	FhHiC23_g5086.t1
OG0005924	SGUI1_16070.1, SGUI1_16060.1	FhHiC23_g11685.t1, FhHiC23_g11684.t1
OG0005925	SGUI1_70670.1	FhHiC23_g2675.t1
OG0005926	SGUI1_62300.1	FhHiC23_g7535.t1
OG0005927	SGUI1_26250.1	FhHiC23_g9268.t2, FhHiC23_g9268.t1, FhHiC23_g9268.t3
OG0005928	SGUI1_68720.1, SGUI1_68720.2	FhHiC23_g8145.t1
OG0005929	SGUI1_61860.1	FhHiC23_g7449.t1, FhHiC23_g7448.t1, FhHiC23_g7447.t1
OG0005930	SGUI1_80230.1	FhHiC23_g2774.t1
OG0005931	SGUI1_73160.1	FhHiC23_g2417.t1, FhHiC23_g2417.t2
OG0005932	SGUI1_2230.1	FhHiC23_g13319.t1, FhHiC23_g13319.t2
OG0005933	SGUI1_41920.1	FhHiC23_g14533.t1, FhHiC23_g14533.t2
OG0005934	SGUI1_20400.1	FhHiC23_g15179.t1, FhHiC23_g15179.t2
OG0005935	SGUI1_31890.1	FhHiC23_g4877.t1, FhHiC23_g4879.t1
OG0005936	SGUI1_61720.1	FhHiC23_g8529.t1, FhHiC23_g8529.t2
OG0005937	SGUI1_89760.1	FhHiC23_g16153.t1
OG0005938	SGUI1_73040.3, SGUI1_73040.4, SGUI1_73040.1, SGUI1_73040.2	FhHiC23_g2476.t1
OG0005939	SGUI1_59880.1	FhHiC23_g9152.t1, FhHiC23_g9600.t1
OG0005940	SGUI1_27160.1	FhHiC23_g6620.t1, FhHiC23_g6620.t2
OG0005941	SGUI1_94760.1	FhHiC23_g9190.t1, FhHiC23_g9190.t2
OG0005942	SGUI1_83480.1, SGUI1_83480.2, SGUI1_83480.3	FhHiC23_g3814.t1, FhHiC23_g3813.t1
OG0005943	SGUI1_14510.1	FhHiC23_g11217.t1
OG0005944	SGUI1_60430.1	FhHiC23_g8360.t1, FhHiC23_g8361.t1
OG0005945	SGUI1_2750.1	FhHiC23_g13189.t1, FhHiC23_g13189.t2
OG0005946	SGUI1_19590.1	FhHiC23_g15588.t1
OG0005947	SGUI1_13680.1, SGUI1_13760.1	FhHiC23_g11726.t1, FhHiC23_g11726.t2
OG0005948	SGUI1_34990.1	FhHiC23_g6532.t1
OG0005949	SGUI1_9540.1	FhHiC23_g12746.t1, FhHiC23_g12746.t2
OG0005950	SGUI1_50090.1	FhHiC23_g987.t1
OG0005951	SGUI1_6070.1	FhHiC23_g11778.t1
OG0005952	SGUI1_83010.1	FhHiC23_g4032.t1, FhHiC23_g4032.t2
OG0005953	SGUI1_68970.1	FhHiC23_g7675.t1
OG0005954	SGUI1_20150.1	FhHiC23_g15535.t1
OG0005955	SGUI1_91700.1	FhHiC23_g16357.t1
OG0005956	SGUI1_30280.1	FhHiC23_g5605.t1
OG0005957	SGUI1_23740.1	FhHiC23_g9801.t1
OG0005958	SGUI1_74480.1	FhHiC23_g2899.t1
OG0005959	SGUI1_39080.1	FhHiC23_g6241.t1, FhHiC23_g6242.t1
OG0005960	SGUI1_85640.1	FhHiC23_g15196.t1, FhHiC23_g15196.t2
OG0005961	SGUI1_68880.1	FhHiC23_g6915.t1
OG0005962	SGUI1_93030.1	FhHiC23_g9662.t2, FhHiC23_g9662.t1
OG0005963	SGUI1_62830.1	FhHiC23_g7805.t1
OG0005964	SGUI1_31960.1	FhHiC23_g5537.t1, FhHiC23_g5537.t2
OG0005966	SGUI1_87860.1	FhHiC23_g15844.t1
OG0005967	SGUI1_73210.1	FhHiC23_g1540.t2
OG0005968	SGUI1_12870.1	FhHiC23_g11226.t1
OG0005969	SGUI1_43300.1, SGUI1_43300.2	FhHiC23_g14884.t1
OG0005970	SGUI1_21500.1	FhHiC23_g15384.t2, FhHiC23_g15384.t1
OG0005971	SGUI1_25500.1	FhHiC23_g10175.t1, FhHiC23_g10175.t2
OG0005972	SGUI1_54420.1	FhHiC23_g363.t1
OG0005973	SGUI1_44310.1	FhHiC23_g14645.t1
OG0005974	SGUI1_21810.1	FhHiC23_g15410.t1
OG0005975	SGUI1_71470.1	FhHiC23_g12387.t1, FhHiC23_g16296.t1
OG0005977	SGUI1_52150.1	FhHiC23_g1833.t1, FhHiC23_g1833.t2
OG0005978	SGUI1_86720.1, SGUI1_86720.2	FhHiC23_g16148.t1
OG0005979	SGUI1_27860.1	FhHiC23_g9946.t1
OG0005980	SGUI1_56650.1	FhHiC23_g2177.t1, FhHiC23_g2177.t2
OG0005981	SGUI1_93530.1	FhHiC23_g9135.t1
OG0005982	SGUI1_65080.1	FhHiC23_g8273.t2, FhHiC23_g8273.t1
OG0005983	SGUI1_48560.1, SGUI1_48560.2	FhHiC23_g1607.t1
OG0005984	SGUI1_65950.1	FhHiC23_g6959.t1
OG0005985	SGUI1_27750.1	FhHiC23_g10265.t1, FhHiC23_g10265.t2
OG0005986	SGUI1_20110.1	FhHiC23_g15497.t1, FhHiC23_g15495.t1
OG0005987	SGUI1_20100.1	FhHiC23_g15494.t1
OG0005988	SGUI1_96230.1	FhHiC23_g9880.t1
OG0005989	SGUI1_81840.1	FhHiC23_g4558.t1
OG0005990	SGUI1_56620.1	FhHiC23_g2001.t1
OG0005991	SGUI1_54440.1	FhHiC23_g996.t1
OG0005992	SGUI1_47200.1	FhHiC23_g2103.t1
OG0005993	SGUI1_78320.1, SGUI1_78320.2	FhHiC23_g1092.t1
OG0005994	SGUI1_53970.1	FhHiC23_g866.t1
OG0005995	SGUI1_70860.1	FhHiC23_g3000.t1
OG0005996	SGUI1_18880.1	FhHiC23_g15315.t1
OG0005997	SGUI1_1010.1	FhHiC23_g12371.t2
OG0005998	SGUI1_47930.1	FhHiC23_g1942.t1
OG0005999	SGUI1_80570.1, SGUI1_80570.2	FhHiC23_g1287.t1
OG0006000	SGUI1_11350.1, SGUI1_11350.2	FhHiC23_g11886.t1
OG0006001	SGUI1_88250.2, SGUI1_88250.1	FhHiC23_g16839.t1
OG0006002	SGUI1_52060.1	FhHiC23_g1726.t1, FhHiC23_g1726.t2
OG0006004	SGUI1_49770.1	FhHiC23_g1281.t1
OG0006005	SGUI1_73370.1	FhHiC23_g901.t1, FhHiC23_g901.t2
OG0006006	SGUI1_46380.1	FhHiC23_g569.t1
OG0006007	SGUI1_19930.1	FhHiC23_g15538.t2, FhHiC23_g15538.t1
OG0006008	SGUI1_71980.1	FhHiC23_g865.t1
OG0006009	SGUI1_83410.3, SGUI1_83410.1, SGUI1_83410.2	FhHiC23_g4195.t1
OG0006010	SGUI1_81140.1	FhHiC23_g4127.t1
OG0006011	SGUI1_65460.1	FhHiC23_g8283.t1
OG0006012	SGUI1_66700.1	FhHiC23_g7335.t1
OG0006013	SGUI1_21550.2, SGUI1_21550.1	FhHiC23_g15319.t2, FhHiC23_g15319.t1, FhHiC23_g15319.t3
OG0006014	SGUI1_74810.1	FhHiC23_g2723.t2, FhHiC23_g2723.t1, FhHiC23_g2723.t3
OG0006015	SGUI1_75450.1	FhHiC23_g3042.t2, FhHiC23_g3042.t1
OG0006016	SGUI1_79810.1	FhHiC23_g1510.t1
OG0006017	SGUI1_79820.1	FhHiC23_g1509.t2, FhHiC23_g1509.t1
OG0006018	SGUI1_89580.1	FhHiC23_g4325.t1
OG0006019	SGUI1_85590.1	FhHiC23_g3893.t1, FhHiC23_g3893.t2
OG0006020	SGUI1_19690.1, SGUI1_19690.4, SGUI1_19690.5, SGUI1_19690.2, SGUI1_19690.3, SGUI1_19690.6	FhHiC23_g15201.t1
OG0006021	SGUI1_76570.1, SGUI1_76570.2	FhHiC23_g216.t1
OG0006022	SGUI1_62430.1, SGUI1_62430.2	FhHiC23_g7316.t1
OG0006023	SGUI1_18120.1	FhHiC23_g14941.t1, FhHiC23_g14941.t2, FhHiC23_g14941.t3
OG0006024	SGUI1_46990.1	FhHiC23_g2199.t1
OG0006025	SGUI1_14600.1	FhHiC23_g11509.t1, FhHiC23_g11509.t2
OG0006026	SGUI1_1150.1	FhHiC23_g12854.t1
