Orthogroup	schistosoma_guineensis	schmidtea_mediterranea
OG0006376	SGUI1_87540.1	h1SMcT0002933.1
OG0006378	SGUI1_54010.1	h1SMcT0005541.1
OG0006379	SGUI1_86610.1	h1SMcT0006383.1, h1SMcT0007275.1
OG0006380	SGUI1_89270.1	h1SMcT0001814.1
OG0006382	SGUI1_85710.1	h1SMcT0017613.1, h1SMcT0017613.2, h1SMcT0017613.3
OG0006383	SGUI1_81930.1	h1SMcT0006426.1, h1SMcT0006426.2
OG0006385	SGUI1_17350.1	h1SMcT0000299.1, h1SMcT0000299.2
OG0006388	SGUI1_60070.1, SGUI1_60070.2	h1SMcT0020090.1
OG0006389	SGUI1_85060.1	h1SMcT0017304.1
OG0006390	SGUI1_66160.1	h1SMcT0006853.1
OG0006392	SGUI1_96540.1	h1SMcT0003411.1
OG0006393	SGUI1_69660.1	h1SMcT0015669.1
OG0006394	SGUI1_48060.1	h1SMcT0006283.1, h1SMcT0006283.2
OG0006395	SGUI1_13650.1	h1SMcT0010614.2
OG0006398	SGUI1_5640.1	h1SMcT0006116.1
OG0006399	SGUI1_11920.1	h1SMcT0012056.1, h1SMcT0012056.2
OG0006400	SGUI1_75740.1	h1SMcT0017307.1, h1SMcT0020300.1, h1SMcT0020300.3
OG0006401	SGUI1_47090.1	h1SMcT0022013.1
OG0006402	SGUI1_25550.1	h1SMcT0011823.1, h1SMcT0011823.2
OG0006403	SGUI1_500.1	h1SMcT0019182.1
OG0006404	SGUI1_33460.1, SGUI1_33460.2	h1SMcT0006220.1, h1SMcT0006220.3, h1SMcT0006220.2
OG0006405	SGUI1_50330.1	h1SMcT0018645.1
OG0006412	SGUI1_17250.1	h1SMcT0006462.1, h1SMcT0006462.2
OG0006414	SGUI1_86480.1	h1SMcT0013013.1
OG0006415	SGUI1_24160.1	h1SMcT0011943.1, h1SMcT0003437.1, h1SMcT0003437.2
OG0006416	SGUI1_60920.1, SGUI1_60920.2	h1SMcT0007588.1
OG0006417	SGUI1_50210.1	h1SMcT0004638.2, h1SMcT0004638.1, h1SMcT0004638.3
OG0006418	SGUI1_8180.1	h1SMcT0019215.1
OG0006419	SGUI1_27790.1	h1SMcT0005756.1
OG0006421	SGUI1_5230.1	h1SMcT0008205.1, h1SMcT0008205.2
OG0006424	SGUI1_50310.1	h1SMcT0006518.1
OG0006425	SGUI1_79120.1	h1SMcT0006420.1, h1SMcT0006420.2, h1SMcT0014274.1
OG0006426	SGUI1_20340.1	h1SMcT0005633.1
OG0006427	SGUI1_32820.1	h1SMcT0002172.1, h1SMcT0013156.1, h1SMcT0020795.1
OG0006428	SGUI1_360.1	h1SMcT0012304.1, h1SMcT0012304.2
OG0006429	SGUI1_10110.1	h1SMcT0008373.1, h1SMcT0001149.1, h1SMcT0007358.1
OG0006430	SGUI1_3210.1	h1SMcT0005072.1
OG0006431	SGUI1_91510.1	h1SMcT0005600.1
OG0006433	SGUI1_42860.1	h1SMcT0015326.1, h1SMcT0015326.2
OG0006435	SGUI1_81880.1	h1SMcT0006875.1
OG0006436	SGUI1_69530.1	h1SMcT0016628.1, h1SMcT0009930.1, h1SMcT0002558.1, h1SMcT0002558.2
OG0006437	SGUI1_91890.1	h1SMcT0002265.1
OG0006438	SGUI1_77090.1	h1SMcT0000500.1
OG0006439	SGUI1_12550.1, SGUI1_12650.1	h1SMcT0004348.1
OG0006440	SGUI1_50860.1	h1SMcT0014228.1
OG0006443	SGUI1_21010.1, SGUI1_21010.2	h1SMcT0003262.1
OG0006444	SGUI1_89470.1	h1SMcT0001062.1
OG0006445	SGUI1_70410.1	h1SMcT0007143.1, h1SMcT0007143.2
OG0006446	SGUI1_52220.1	h1SMcT0012505.3, h1SMcT0012505.1, h1SMcT0012505.2
OG0006447	SGUI1_88080.2, SGUI1_88080.4, SGUI1_88080.1, SGUI1_88080.3	h1SMcT0008127.1
OG0006448	SGUI1_4690.1	h1SMcT0010658.1, h1SMcT0010658.2, h1SMcT0010658.3, h1SMcT0010658.4
OG0006449	SGUI1_31540.1	h1SMcT0000439.1
OG0006451	SGUI1_71530.1	h1SMcT0001916.1
OG0006452	SGUI1_56760.1	h1SMcT0010998.1
OG0006453	SGUI1_69590.1	h1SMcT0004320.1, h1SMcT0004320.2
OG0006454	SGUI1_8910.1	h1SMcT0007237.1, h1SMcT0001766.1, h1SMcT0007238.1
OG0006455	SGUI1_50720.1	h1SMcT0010537.1, h1SMcT0010537.2
OG0006456	SGUI1_1670.1	h1SMcT0016808.1
OG0006458	SGUI1_66910.1	h1SMcT0000245.1
OG0006459	SGUI1_56220.1, SGUI1_56220.2	h1SMcT0003107.1
OG0006460	SGUI1_65780.1	h1SMcT0009688.1, h1SMcT0009688.3, h1SMcT0009688.5, h1SMcT0009688.2, h1SMcT0009688.4
OG0006461	SGUI1_86730.1	h1SMcT0013079.1
OG0006463	SGUI1_62620.1	h1SMcT0000917.1
OG0006464	SGUI1_21700.1	h1SMcT0007969.1, h1SMcT0007969.2, h1SMcT0007969.3
OG0006466	SGUI1_88430.1, SGUI1_88430.2	h1SMcT0018794.1, h1SMcT0018794.2
OG0006467	SGUI1_9750.1	h1SMcT0018340.1
OG0006468	SGUI1_42650.1	h1SMcT0015661.1
OG0006469	SGUI1_14560.1	h1SMcT0002095.1, h1SMcT0002095.3, h1SMcT0002095.2
OG0006470	SGUI1_58890.1	h1SMcT0013516.1
OG0006471	SGUI1_84230.1	h1SMcT0008136.1
OG0006472	SGUI1_84200.1	h1SMcT0003862.1
OG0006474	SGUI1_66470.1	h1SMcT0021984.1
OG0006475	SGUI1_12790.1	h1SMcT0015752.1
OG0006476	SGUI1_3150.2, SGUI1_3150.1, SGUI1_3150.3	h1SMcT0008480.1
OG0006477	SGUI1_27350.1	h1SMcT0006216.1
OG0006478	SGUI1_7110.1	h1SMcT0005634.1
OG0006480	SGUI1_21890.1	h1SMcT0009285.3, h1SMcT0009285.4, h1SMcT0009285.2, h1SMcT0009285.1
OG0006481	SGUI1_67530.1	h1SMcT0011835.1, h1SMcT0011835.2
OG0006483	SGUI1_60810.1	h1SMcT0008738.1, h1SMcT0008737.1, h1SMcT0007808.1, h1SMcT0022082.1
OG0006486	SGUI1_21900.1	h1SMcT0016989.1, h1SMcT0016990.1
OG0006487	SGUI1_73810.1, SGUI1_73810.2	h1SMcT0007650.1
OG0006488	SGUI1_15880.1	h1SMcT0002411.1, h1SMcT0021061.1
OG0006489	SGUI1_10280.1	h1SMcT0007576.1, h1SMcT0007576.2
OG0006490	SGUI1_7240.1	h1SMcT0010567.1
OG0006491	SGUI1_85550.1	h1SMcT0017740.1
OG0006492	SGUI1_31290.1	h1SMcT0000613.1
OG0006494	SGUI1_63170.1	h1SMcT0016118.1
OG0006495	SGUI1_84010.1	h1SMcT0022190.2, h1SMcT0022190.1
OG0006496	SGUI1_45120.1	h1SMcT0022295.1, h1SMcT0022295.2
OG0006498	SGUI1_1830.1	h1SMcT0001273.1
OG0006499	SGUI1_5300.1	h1SMcT0020873.1
OG0006501	SGUI1_90250.1	h1SMcT0020260.1
OG0006503	SGUI1_80900.1	h1SMcT0013964.1, h1SMcT0013964.2, h1SMcT0008714.1, h1SMcT0008715.1
OG0006506	SGUI1_67010.1	h1SMcT0000633.1, h1SMcT0012509.2, h1SMcT0012509.8
OG0006508	SGUI1_66500.1	h1SMcT0008988.1, h1SMcT0008988.3, h1SMcT0008988.2, h1SMcT0008988.4, h1SMcT0008988.5, h1SMcT0008988.6, h1SMcT0008988.7
OG0006509	SGUI1_94300.1, SGUI1_94300.2	h1SMcT0001266.1
OG0006513	SGUI1_37480.2, SGUI1_37480.1	h1SMcT0003911.1, h1SMcT0001477.1, h1SMcT0005497.1
OG0006514	SGUI1_83070.1	h1SMcT0014377.1
OG0006517	SGUI1_95630.1, SGUI1_95630.2	h1SMcT0005861.1, h1SMcT0004717.2
OG0006519	SGUI1_93860.1, SGUI1_93860.2	h1SMcT0020666.1
OG0006525	SGUI1_64220.1	h1SMcT0022177.1
OG0006543	SGUI1_83630.1	h1SMcT0015299.1
OG0006544	SGUI1_96010.1	h1SMcT0009306.1
OG0006545	SGUI1_72110.1	h1SMcT0005144.1
OG0006548	SGUI1_93360.1	h1SMcT0001078.1
OG0006552	SGUI1_14720.1	h1SMcT0021443.1
OG0006553	SGUI1_77750.1	h1SMcT0011765.1, h1SMcT0007041.2, h1SMcT0007041.1, h1SMcT0007041.3
OG0006554	SGUI1_43810.1	h1SMcT0016709.1
OG0006557	SGUI1_61370.1	h1SMcT0001898.1, h1SMcT0004846.1
OG0006559	SGUI1_4880.1	h1SMcT0010999.1
OG0006560	SGUI1_26470.1	h1SMcT0005503.1
OG0006561	SGUI1_67470.1	h1SMcT0022230.1, h1SMcT0022230.3, h1SMcT0022230.2
OG0006562	SGUI1_12830.1	h1SMcT0003584.1
OG0006566	SGUI1_28950.1, SGUI1_28950.2	h1SMcT0010659.1
OG0006567	SGUI1_29990.1	h1SMcT0013213.1, h1SMcT0019795.1, h1SMcT0019797.1, h1SMcT0004502.1
OG0006568	SGUI1_19970.1	h1SMcT0003492.1, h1SMcT0003492.3, h1SMcT0003492.2
OG0006569	SGUI1_28920.1	h1SMcT0001902.1, h1SMcT0001902.2
OG0006570	SGUI1_55810.1, SGUI1_55830.1	h1SMcT0017168.1
OG0006571	SGUI1_62290.1	h1SMcT0014394.1, h1SMcT0014394.2
OG0006572	SGUI1_46340.1	h1SMcT0001020.1
OG0006573	SGUI1_1970.1	h1SMcT0017971.1
OG0006574	SGUI1_66930.1	h1SMcT0001195.1, h1SMcT0022907.1, h1SMcT0022907.2
OG0006575	SGUI1_58140.1	h1SMcT0007824.1, h1SMcT0007824.2
OG0006577	SGUI1_35630.1	h1SMcT0002191.1, h1SMcT0002191.2
OG0006579	SGUI1_42540.1	h1SMcT0022358.1, h1SMcT0022358.2, h1SMcT0022358.3, h1SMcT0022358.4
OG0006580	SGUI1_77070.1	h1SMcT0012739.1, h1SMcT0012739.2
OG0006581	SGUI1_26460.1	h1SMcT0011356.1, h1SMcT0013532.1
OG0006582	SGUI1_30420.1	h1SMcT0021507.1, h1SMcT0010828.1, h1SMcT0010714.1
OG0006585	SGUI1_17660.2, SGUI1_17660.1	h1SMcT0003746.1
OG0006586	SGUI1_37330.1	h1SMcT0018534.1
OG0006588	SGUI1_13310.1	h1SMcT0008337.1
OG0006590	SGUI1_19330.1	h1SMcT0001276.1, h1SMcT0019290.1, h1SMcT0019290.2, h1SMcT0019290.3
OG0006591	SGUI1_72630.1	h1SMcT0012764.1
OG0006595	SGUI1_53680.1	h1SMcT0002034.1
OG0006596	SGUI1_79250.1, SGUI1_79250.2	h1SMcT0010208.1, h1SMcT0010208.2
OG0006597	SGUI1_78080.1	h1SMcT0006841.1
OG0006598	SGUI1_94260.1	h1SMcT0011555.1, h1SMcT0015818.1, h1SMcT0012618.1, h1SMcT0001878.1, h1SMcT0001878.2
OG0006601	SGUI1_51930.1	h1SMcT0013008.2
OG0006602	SGUI1_24890.1	h1SMcT0005303.1
OG0006603	SGUI1_93010.1	h1SMcT0017182.1, h1SMcT0018250.1, h1SMcT0000787.1, h1SMcT0000788.1
OG0006604	SGUI1_56070.1	h1SMcT0006690.1
OG0006606	SGUI1_73330.1	h1SMcT0018446.1, h1SMcT0018446.2
OG0006607	SGUI1_26050.1	h1SMcT0004103.1
OG0006608	SGUI1_19910.1	h1SMcT0008833.1, h1SMcT0014528.1, h1SMcT0013569.1
OG0006613	SGUI1_56450.1, SGUI1_56450.2	h1SMcT0017031.1, h1SMcT0001928.1
OG0006614	SGUI1_65960.1	h1SMcT0008173.1
OG0006615	SGUI1_33960.1	h1SMcT0011285.1, h1SMcT0011286.1
OG0006616	SGUI1_71480.1	h1SMcT0002093.1
OG0006619	SGUI1_23850.1	h1SMcT0007411.1, h1SMcT0000282.1
OG0006620	SGUI1_2140.1	h1SMcT0017271.1, h1SMcT0017271.2
OG0006622	SGUI1_15980.1	h1SMcT0012049.1
OG0006623	SGUI1_66620.1	h1SMcT0003436.1
OG0006624	SGUI1_34460.1	h1SMcT0013698.1, h1SMcT0013698.2
OG0006625	SGUI1_62160.1	h1SMcT0015066.1
OG0006626	SGUI1_32300.1	h1SMcT0018963.1
OG0006627	SGUI1_56770.1	h1SMcT0000534.5
OG0006628	SGUI1_92690.1	h1SMcT0022187.1
OG0006630	SGUI1_81640.1	h1SMcT0017296.1
OG0006632	SGUI1_39020.1	h1SMcT0003631.1
OG0006633	SGUI1_70130.1	h1SMcT0006207.1, h1SMcT0020454.1, h1SMcT0006996.1, h1SMcT0021098.1, h1SMcT0021099.1
OG0006634	SGUI1_40920.1	h1SMcT0007730.1
OG0006635	SGUI1_6760.1	h1SMcT0007472.1
OG0006636	SGUI1_24530.1	h1SMcT0021936.1
OG0006638	SGUI1_96940.1	h1SMcT0002815.1
OG0006639	SGUI1_80580.2, SGUI1_80580.1	h1SMcT0013965.1
OG0006642	SGUI1_64930.1	h1SMcT0020634.1, h1SMcT0010623.1, h1SMcT0010623.2
OG0006644	SGUI1_24290.1	h1SMcT0015822.1, h1SMcT0017092.1
OG0006645	SGUI1_61450.1	h1SMcT0008107.1
OG0006646	SGUI1_51750.1	h1SMcT0015675.1, h1SMcT0016764.1
OG0006647	SGUI1_66600.1	h1SMcT0000063.1
OG0006648	SGUI1_66540.1	h1SMcT0022436.1
OG0006651	SGUI1_11690.1	h1SMcT0021649.1
OG0006653	SGUI1_64800.1	h1SMcT0003680.1, h1SMcT0014349.1, h1SMcT0015536.1
OG0006654	SGUI1_66570.1	h1SMcT0010499.1, h1SMcT0010499.2, h1SMcT0010499.3
OG0006655	SGUI1_34090.1	h1SMcT0020640.1, h1SMcT0020640.2
OG0006656	SGUI1_34080.1	h1SMcT0011532.1
OG0006657	SGUI1_25040.1	h1SMcT0017824.1, h1SMcT0017824.2, h1SMcT0017824.3
OG0006659	SGUI1_34890.1	h1SMcT0013158.1, h1SMcT0004802.1, h1SMcT0022494.1
OG0006660	SGUI1_85600.1	h1SMcT0015553.1
OG0006661	SGUI1_72910.1	h1SMcT0007949.1, h1SMcT0007949.2
OG0006665	SGUI1_36440.2, SGUI1_36440.1	h1SMcT0021157.1
OG0006666	SGUI1_1300.1, SGUI1_1300.2	h1SMcT0022292.1, h1SMcT0022292.2
OG0006667	SGUI1_6560.1	h1SMcT0017461.1
OG0006668	SGUI1_24270.1	h1SMcT0002023.1, h1SMcT0004921.1
OG0006669	SGUI1_13940.1	h1SMcT0013425.1, h1SMcT0013425.2
OG0006670	SGUI1_71390.1	h1SMcT0020793.1
OG0006672	SGUI1_17540.1	h1SMcT0013492.1
OG0006673	SGUI1_20460.1	h1SMcT0006718.1
OG0006675	SGUI1_22120.1	h1SMcT0020173.1, h1SMcT0003835.1, h1SMcT0002964.1, h1SMcT0013085.1
OG0006676	SGUI1_74640.1	h1SMcT0020171.1
OG0006677	SGUI1_22490.1	h1SMcT0015603.1
OG0006678	SGUI1_46880.1	h1SMcT0017713.1
OG0006679	SGUI1_32080.1	h1SMcT0011947.1
OG0006680	SGUI1_11070.1	h1SMcT0022338.1
OG0006682	SGUI1_84640.1	h1SMcT0018418.1
OG0006683	SGUI1_19430.1, SGUI1_19420.1, SGUI1_19440.1	h1SMcT0016366.1
OG0006684	SGUI1_17880.1	h1SMcT0008240.1, h1SMcT0010906.1, h1SMcT0017366.1
OG0006685	SGUI1_33550.1	h1SMcT0018758.1, h1SMcT0018759.1
OG0006686	SGUI1_53530.1	h1SMcT0002037.1
OG0006688	SGUI1_59380.1	h1SMcT0012656.1, h1SMcT0016114.1, h1SMcT0023009.1
OG0006690	SGUI1_61320.1	h1SMcT0013116.2
OG0006691	SGUI1_77110.1	h1SMcT0010292.1
OG0006693	SGUI1_22950.1	h1SMcT0010545.1
OG0006694	SGUI1_78490.1	h1SMcT0014545.1
OG0006696	SGUI1_87310.1	h1SMcT0015115.1
OG0006697	SGUI1_30480.1	h1SMcT0006745.1
OG0006698	SGUI1_41810.1	h1SMcT0003779.1
OG0006699	SGUI1_71500.1	h1SMcT0021435.1
OG0006700	SGUI1_39620.1	h1SMcT0014346.1, h1SMcT0006616.1, h1SMcT0006616.2
OG0006701	SGUI1_49510.1	h1SMcT0012881.1, h1SMcT0012881.3, h1SMcT0012881.2, h1SMcT0012881.4
OG0006703	SGUI1_7170.1	h1SMcT0014286.6, h1SMcT0014286.3, h1SMcT0014286.7
OG0006704	SGUI1_35120.1	h1SMcT0003048.1, h1SMcT0003048.2
OG0006705	SGUI1_57170.1	h1SMcT0021854.1, h1SMcT0021854.2
OG0006707	SGUI1_30270.1	h1SMcT0002429.1
OG0006709	SGUI1_20910.1	h1SMcT0002550.1
OG0006711	SGUI1_65230.1	h1SMcT0002727.1, h1SMcT0010865.1
OG0006712	SGUI1_84780.1	h1SMcT0010294.1, h1SMcT0010294.2, h1SMcT0010294.3
OG0006713	SGUI1_32780.1	h1SMcT0007128.1
OG0006714	SGUI1_22340.1	h1SMcT0000583.4, h1SMcT0000583.3, h1SMcT0000583.1
OG0006716	SGUI1_45600.1	h1SMcT0018762.1
OG0006718	SGUI1_22210.1	h1SMcT0006428.2
OG0006719	SGUI1_46130.1	h1SMcT0014589.1
OG0006722	SGUI1_28270.1	h1SMcT0001791.1
OG0006723	SGUI1_45610.1	h1SMcT0002853.2
OG0006724	SGUI1_3270.1	h1SMcT0015392.1, h1SMcT0015392.2
OG0006725	SGUI1_62780.1	h1SMcT0010948.1
OG0006726	SGUI1_63190.1	h1SMcT0002612.1, h1SMcT0002612.2, h1SMcT0002612.3
OG0006727	SGUI1_80680.1	h1SMcT0013805.4
OG0006730	SGUI1_31450.1	h1SMcT0012562.2, h1SMcT0012562.1, h1SMcT0012562.3
OG0006731	SGUI1_87800.1	h1SMcT0006628.1
OG0006732	SGUI1_64740.1	h1SMcT0005049.1, h1SMcT0005049.2, h1SMcT0013215.1, h1SMcT0013217.1
OG0006734	SGUI1_92220.1	h1SMcT0008614.1
OG0006736	SGUI1_73790.1	h1SMcT0016884.1, h1SMcT0009835.1, h1SMcT0015572.1, h1SMcT0015572.2
OG0006739	SGUI1_19610.1	h1SMcT0019337.1
OG0006740	SGUI1_82790.1	h1SMcT0003280.1, h1SMcT0003280.2, h1SMcT0003280.3
OG0006741	SGUI1_12960.1	h1SMcT0005905.1, h1SMcT0005905.2
OG0006742	SGUI1_10210.1	h1SMcT0014326.1
OG0006743	SGUI1_50250.1	h1SMcT0011415.1
OG0006745	SGUI1_84830.1	h1SMcT0006542.1, h1SMcT0003675.1, h1SMcT0003677.1, h1SMcT0003677.2
OG0006747	SGUI1_82140.1	h1SMcT0015628.1
OG0006750	SGUI1_92150.1	h1SMcT0003482.1
OG0006751	SGUI1_57320.1	h1SMcT0008216.1
OG0006752	SGUI1_12480.1	h1SMcT0009544.1
OG0006753	SGUI1_69060.1	h1SMcT0019734.1
OG0006755	SGUI1_66080.1	h1SMcT0002804.1
OG0006756	SGUI1_86830.1	h1SMcT0012602.2, h1SMcT0012602.3
OG0006757	SGUI1_6950.1	h1SMcT0007943.1
OG0006760	SGUI1_64110.1	h1SMcT0010509.1
OG0006761	SGUI1_45560.1	h1SMcT0017058.1
OG0006762	SGUI1_94080.1	h1SMcT0021079.1
OG0006763	SGUI1_18140.1	h1SMcT0015240.1
OG0006768	SGUI1_7300.1	h1SMcT0017877.1
OG0006769	SGUI1_74590.1	h1SMcT0019307.1, h1SMcT0005177.1, h1SMcT0005177.2
OG0006770	SGUI1_44130.1	h1SMcT0007005.2, h1SMcT0013961.1
OG0006774	SGUI1_18970.1	h1SMcT0018285.1
OG0006775	SGUI1_59840.2, SGUI1_59840.1	h1SMcT0020844.1
OG0006776	SGUI1_65120.1	h1SMcT0016119.1
OG0006778	SGUI1_19770.1	h1SMcT0005307.1, h1SMcT0020404.1
OG0006779	SGUI1_49880.1	h1SMcT0017550.1
OG0006780	SGUI1_83740.1	h1SMcT0003632.2, h1SMcT0003632.1, h1SMcT0003632.3
OG0006781	SGUI1_40320.1	h1SMcT0016351.1, h1SMcT0016351.2
OG0006783	SGUI1_16720.1	h1SMcT0017227.1, h1SMcT0017227.2
OG0006785	SGUI1_79860.1, SGUI1_79860.3, SGUI1_79860.2	h1SMcT0009140.1
OG0006786	SGUI1_19730.1	h1SMcT0010342.1
OG0006787	SGUI1_33130.1	h1SMcT0001982.1, h1SMcT0001982.2, h1SMcT0001982.3
OG0006789	SGUI1_12440.1	h1SMcT0002084.1, h1SMcT0011424.1
OG0006792	SGUI1_23030.1	h1SMcT0004945.3, h1SMcT0004945.1, h1SMcT0004945.2
OG0006793	SGUI1_12500.1	h1SMcT0005284.1
OG0006798	SGUI1_49330.1, SGUI1_49330.2	h1SMcT0019819.1, h1SMcT0019819.2
OG0006802	SGUI1_14900.1	h1SMcT0000162.1
OG0006804	SGUI1_83800.1	h1SMcT0016627.1
OG0006806	SGUI1_29720.1	h1SMcT0003059.1
OG0006807	SGUI1_32010.1	h1SMcT0016309.1, h1SMcT0016309.2, h1SMcT0016309.3
OG0006808	SGUI1_26800.1, SGUI1_26800.2	h1SMcT0002026.1
OG0006810	SGUI1_68020.1	h1SMcT0010507.1, h1SMcT0010507.2
OG0006813	SGUI1_31810.1, SGUI1_31810.2	h1SMcT0012336.8
OG0006816	SGUI1_90960.1	h1SMcT0022044.1, h1SMcT0022073.1
OG0006819	SGUI1_15180.1	h1SMcT0003122.5, h1SMcT0003122.2, h1SMcT0003122.3, h1SMcT0003122.1, h1SMcT0003122.4
OG0006820	SGUI1_76220.1	h1SMcT0020456.1, h1SMcT0020456.2, h1SMcT0018062.1, h1SMcT0000761.1
OG0006821	SGUI1_36900.1	h1SMcT0002883.1, h1SMcT0022849.1, h1SMcT0002883.2, h1SMcT0022849.2
OG0006824	SGUI1_93550.1	h1SMcT0003168.1, h1SMcT0003168.2, h1SMcT0003168.3
OG0006829	SGUI1_65640.1	h1SMcT0003727.1
OG0006831	SGUI1_31500.1, SGUI1_31500.2	h1SMcT0004293.1
OG0006836	SGUI1_16540.1, SGUI1_16540.2	h1SMcT0015504.2, h1SMcT0016753.2
OG0006851	SGUI1_67090.1	h1SMcT0010282.1
OG0006853	SGUI1_15230.1	h1SMcT0017000.1
OG0006854	SGUI1_48950.1	h1SMcT0014340.1
OG0006857	SGUI1_90670.1	h1SMcT0005884.1, h1SMcT0005884.2
OG0006861	SGUI1_53210.1	h1SMcT0006791.1
OG0006862	SGUI1_28750.1	h1SMcT0011189.1
OG0006864	SGUI1_47950.1	h1SMcT0006082.1
OG0006865	SGUI1_24680.1	h1SMcT0001719.1, h1SMcT0001719.2
OG0006869	SGUI1_33030.1	h1SMcT0005678.1
OG0006870	SGUI1_29380.1	h1SMcT0022169.1, h1SMcT0022169.2
OG0006872	SGUI1_47890.1	h1SMcT0002105.1, h1SMcT0002105.2
OG0006873	SGUI1_6470.1	h1SMcT0013730.1, h1SMcT0013730.2
OG0006875	SGUI1_65850.1	h1SMcT0009117.1, h1SMcT0008090.1
OG0006877	SGUI1_48140.1	h1SMcT0003438.3, h1SMcT0003438.1, h1SMcT0003438.2
OG0006878	SGUI1_82840.1	h1SMcT0014952.1, h1SMcT0015726.1
OG0006879	SGUI1_58840.1	h1SMcT0020292.1, h1SMcT0020292.3, h1SMcT0020292.4
OG0006880	SGUI1_82440.1	h1SMcT0009636.1
OG0006882	SGUI1_88500.1	h1SMcT0023059.1, h1SMcT0001496.1, h1SMcT0001496.2
OG0006883	SGUI1_26290.1	h1SMcT0003893.3, h1SMcT0003893.1, h1SMcT0003893.2
OG0006884	SGUI1_72230.1	h1SMcT0011757.1, h1SMcT0011757.2
OG0006886	SGUI1_32230.1	h1SMcT0014883.1
OG0006887	SGUI1_25440.1	h1SMcT0000937.1, h1SMcT0018466.1
OG0006888	SGUI1_37750.1	h1SMcT0015706.1
OG0006889	SGUI1_89150.1	h1SMcT0000425.1
OG0006892	SGUI1_63820.1	h1SMcT0012690.1
OG0006893	SGUI1_28150.1	h1SMcT0013144.1
OG0006894	SGUI1_95540.1	h1SMcT0004651.1
OG0006897	SGUI1_39520.1	h1SMcT0018141.1
OG0006899	SGUI1_30900.1	h1SMcT0004174.1
OG0006902	SGUI1_250.1	h1SMcT0008353.1, h1SMcT0014624.1
OG0006903	SGUI1_14430.1	h1SMcT0002236.1
OG0006904	SGUI1_53400.1	h1SMcT0020982.1
OG0006907	SGUI1_55260.1	h1SMcT0006458.1, h1SMcT0016894.1, h1SMcT0016894.2
OG0006909	SGUI1_8410.1	h1SMcT0017124.1, h1SMcT0004942.1, h1SMcT0004942.2
OG0006911	SGUI1_53070.1	h1SMcT0011746.1
OG0006912	SGUI1_13400.1	h1SMcT0011834.1, h1SMcT0011834.2
OG0006913	SGUI1_18560.1	h1SMcT0015869.1
OG0006914	SGUI1_51800.1	h1SMcT0020529.1
OG0006915	SGUI1_31940.1	h1SMcT0006002.1, h1SMcT0019076.1
OG0006916	SGUI1_93240.1	h1SMcT0020644.1
OG0006917	SGUI1_96930.1, SGUI1_96930.2	h1SMcT0002795.1
OG0006920	SGUI1_26490.1	h1SMcT0007473.1
OG0006921	SGUI1_61740.1	h1SMcT0008461.1
OG0006922	SGUI1_11870.1	h1SMcT0000292.1
OG0006923	SGUI1_94790.1	h1SMcT0018123.1
OG0006924	SGUI1_79900.1	h1SMcT0006067.1, h1SMcT0018217.1, h1SMcT0018217.2
OG0006925	SGUI1_50530.1	h1SMcT0004596.2, h1SMcT0004596.1, h1SMcT0004596.3
OG0006927	SGUI1_53110.1	h1SMcT0012908.1
OG0006928	SGUI1_15580.1	h1SMcT0015508.1
OG0006931	SGUI1_9510.1	h1SMcT0004307.1, h1SMcT0023005.1, h1SMcT0000769.1
OG0006934	SGUI1_42350.1, SGUI1_42350.2	h1SMcT0017484.1, h1SMcT0017484.2
OG0006935	SGUI1_71460.1	h1SMcT0010293.1, h1SMcT0010293.2
OG0006936	SGUI1_36780.1	h1SMcT0020758.1
OG0006937	SGUI1_55060.1	h1SMcT0019014.1
OG0006942	SGUI1_17010.1	h1SMcT0007800.1
OG0006945	SGUI1_25380.1	h1SMcT0013934.11, h1SMcT0013934.12, h1SMcT0013934.7, h1SMcT0013934.8
OG0006946	SGUI1_11360.1	h1SMcT0007995.1
OG0006950	SGUI1_75920.1	h1SMcT0021375.1, h1SMcT0021375.2
OG0006952	SGUI1_27380.1	h1SMcT0018878.1, h1SMcT0020352.1
OG0006953	SGUI1_59520.1, SGUI1_59520.2	h1SMcT0016587.1
OG0006955	SGUI1_30950.1	h1SMcT0015332.1
OG0006956	SGUI1_60600.1	h1SMcT0011351.1
OG0006957	SGUI1_71670.1	h1SMcT0021744.1
OG0006958	SGUI1_69250.1	h1SMcT0001405.1
OG0006959	SGUI1_87170.1	h1SMcT0008056.1
OG0006963	SGUI1_48980.1	h1SMcT0018763.1
OG0006964	SGUI1_62610.1	h1SMcT0009161.1, h1SMcT0009161.2
OG0006965	SGUI1_35310.1	h1SMcT0010430.1
OG0006969	SGUI1_71610.1	h1SMcT0012156.1
OG0006971	SGUI1_80830.1	h1SMcT0014039.1
OG0006972	SGUI1_61510.1	h1SMcT0013994.1, h1SMcT0013994.2, h1SMcT0013994.3
OG0006974	SGUI1_82210.1	h1SMcT0009315.1
OG0006975	SGUI1_22110.1	h1SMcT0020174.1
OG0006977	SGUI1_32370.1	h1SMcT0004383.1, h1SMcT0017890.1
OG0006978	SGUI1_22790.1	h1SMcT0021078.1
OG0006980	SGUI1_79500.1, SGUI1_79500.2	h1SMcT0011174.1
OG0006982	SGUI1_56570.1	h1SMcT0007714.1, h1SMcT0011468.1, h1SMcT0011468.2
OG0006983	SGUI1_15370.1	h1SMcT0013786.1
