Orthogroup	schistosoma_spindale	schmidtea_mediterranea
OG0005778	SSPN1_60430.1	h1SMcT0008210.1, h1SMcT0008211.1
OG0005780	SSPN1_89720.1	h1SMcT0001051.1
OG0005781	SSPN1_83960.1	h1SMcT0008417.1
OG0005782	SSPN1_42830.1	h1SMcT0013430.1
OG0005784	SSPN1_87860.1, SSPN1_87860.2	h1SMcT0014160.1
OG0005786	SSPN1_18740.1	h1SMcT0004794.1
OG0005787	SSPN1_1070.1, SSPN1_1070.2	h1SMcT0006179.4, h1SMcT0006179.1, h1SMcT0006179.2, h1SMcT0006179.3
OG0005788	SSPN1_16900.1	h1SMcT0003460.2, h1SMcT0003460.1, h1SMcT0003460.3
OG0005789	SSPN1_49730.1	h1SMcT0019762.1, h1SMcT0019762.2
OG0005790	SSPN1_67660.1	h1SMcT0013844.1
OG0005792	SSPN1_3570.1	h1SMcT0014690.1
OG0005793	SSPN1_6660.1, SSPN1_6660.2	h1SMcT0003583.1, h1SMcT0003583.2, h1SMcT0003545.1, h1SMcT0003582.1
OG0005794	SSPN1_4110.1	h1SMcT0004830.1
OG0005795	SSPN1_92250.1	h1SMcT0014299.1
OG0005797	SSPN1_91700.1	h1SMcT0011819.1
OG0005799	SSPN1_10300.1	h1SMcT0010879.1, h1SMcT0010879.2
OG0005800	SSPN1_80280.1, SSPN1_80280.3, SSPN1_80280.2	h1SMcT0011984.1
OG0005801	SSPN1_15230.1	h1SMcT0013725.3, h1SMcT0013725.2, h1SMcT0013725.1
OG0005802	SSPN1_73130.1	h1SMcT0014692.1
OG0005803	SSPN1_56120.1	h1SMcT0002664.1, h1SMcT0015972.1
OG0005805	SSPN1_67320.1	h1SMcT0013390.1
OG0005806	SSPN1_79230.1	h1SMcT0001761.1, h1SMcT0001761.2
OG0005807	SSPN1_77150.1	h1SMcT0003188.1
OG0005808	SSPN1_31610.1, SSPN1_31610.2	h1SMcT0019827.1, h1SMcT0020779.1
OG0005809	SSPN1_27840.1, SSPN1_27840.2	h1SMcT0010358.1
OG0005810	SSPN1_84370.1	h1SMcT0009909.1
OG0005811	SSPN1_17730.1	h1SMcT0013450.1
OG0005813	SSPN1_69180.1, SSPN1_69180.2, SSPN1_69180.3	h1SMcT0019767.1
OG0005815	SSPN1_59320.1, SSPN1_59320.2	h1SMcT0006142.1, h1SMcT0006144.1
OG0005816	SSPN1_17920.1	h1SMcT0014714.1, h1SMcT0014714.2, h1SMcT0001816.1, h1SMcT0001816.2, h1SMcT0001816.3
OG0005818	SSPN1_86070.2, SSPN1_86070.3, SSPN1_86070.1	h1SMcT0001812.1
OG0005819	SSPN1_50970.1	h1SMcT0021644.1
OG0005821	SSPN1_92120.1	h1SMcT0010938.1, h1SMcT0010938.2
OG0005822	SSPN1_26620.1	h1SMcT0006506.1, h1SMcT0006506.2
OG0005823	SSPN1_30670.1	h1SMcT0010789.1
OG0005824	SSPN1_25810.1	h1SMcT0020815.1, h1SMcT0020815.2
OG0005825	SSPN1_27070.1	h1SMcT0020562.1
OG0005826	SSPN1_61670.1	h1SMcT0022228.1, h1SMcT0022228.2
OG0005827	SSPN1_44510.1	h1SMcT0017674.1
OG0005828	SSPN1_86390.1	h1SMcT0016479.1
OG0005829	SSPN1_57090.1	h1SMcT0007799.1, h1SMcT0017814.3
OG0005830	SSPN1_66340.1	h1SMcT0021272.1, h1SMcT0021272.2, h1SMcT0021272.3, h1SMcT0021272.4
OG0005832	SSPN1_34490.1	h1SMcT0017441.1
OG0005833	SSPN1_4630.1	h1SMcT0011306.1, h1SMcT0008848.1, h1SMcT0008848.2
OG0005835	SSPN1_60870.1	h1SMcT0018399.1
OG0005836	SSPN1_80140.1	h1SMcT0003735.1, h1SMcT0003735.3, h1SMcT0003735.2
OG0005837	SSPN1_88650.1	h1SMcT0001627.1
OG0005838	SSPN1_1120.1	h1SMcT0018436.1
OG0005840	SSPN1_83010.1	h1SMcT0022113.1
OG0005841	SSPN1_18580.1	h1SMcT0017272.4, h1SMcT0017272.2, h1SMcT0017272.1, h1SMcT0017272.3
OG0005842	SSPN1_49040.1, SSPN1_49040.2, SSPN1_49040.3	h1SMcT0004928.1, h1SMcT0004928.2, h1SMcT0015646.1
OG0005843	SSPN1_9870.1	h1SMcT0022531.1, h1SMcT0022531.2
OG0005844	SSPN1_16580.1, SSPN1_16580.3, SSPN1_16580.2	h1SMcT0005287.2, h1SMcT0005287.1, h1SMcT0005287.3
OG0005846	SSPN1_36590.1	h1SMcT0010384.1
OG0005847	SSPN1_92720.1	h1SMcT0018630.1
OG0005851	SSPN1_54780.1	h1SMcT0000856.1
OG0005852	SSPN1_29230.1	h1SMcT0014909.1, h1SMcT0014909.2
OG0005854	SSPN1_75720.1	h1SMcT0003160.1, h1SMcT0003160.2
OG0005859	SSPN1_13550.1	h1SMcT0021056.1
OG0005862	SSPN1_41270.1, SSPN1_41270.2	h1SMcT0009504.1
OG0005863	SSPN1_46750.1, SSPN1_46750.2, SSPN1_46750.3	h1SMcT0011326.1, h1SMcT0011326.2
OG0005866	SSPN1_69220.1, SSPN1_69220.2	h1SMcT0012286.1
OG0005868	SSPN1_92110.1, SSPN1_92110.2, SSPN1_92110.3	h1SMcT0016530.1
OG0005869	SSPN1_89420.1, SSPN1_89420.2	h1SMcT0010477.1, h1SMcT0010477.5, h1SMcT0010477.2, h1SMcT0010477.6
OG0005877	SSPN1_26730.1, SSPN1_26730.2	h1SMcT0007833.1
OG0005895	SSPN1_90270.1, SSPN1_90270.2, SSPN1_90260.1	h1SMcT0015712.1
OG0005896	SSPN1_39530.1	h1SMcT0004124.1
OG0005897	SSPN1_90070.1	h1SMcT0010289.1
OG0005898	SSPN1_42330.1	h1SMcT0010493.1
OG0005899	SSPN1_90100.1	h1SMcT0015708.1
OG0005901	SSPN1_64560.1	h1SMcT0002620.1, h1SMcT0002620.2, h1SMcT0004190.1, h1SMcT0004190.2, h1SMcT0007490.1, h1SMcT0007493.1
OG0005902	SSPN1_7630.1	h1SMcT0000287.1, h1SMcT0008308.1, h1SMcT0012074.1
OG0005904	SSPN1_22800.1, SSPN1_22800.3, SSPN1_22800.2	h1SMcT0015908.1, h1SMcT0015908.2
OG0005905	SSPN1_64990.1	h1SMcT0021906.1, h1SMcT0013631.1, h1SMcT0014639.1
OG0005906	SSPN1_70910.1, SSPN1_70910.2, SSPN1_70910.3	h1SMcT0009934.1
OG0005907	SSPN1_40140.1	h1SMcT0006387.1
OG0005909	SSPN1_16260.1	h1SMcT0000767.1
OG0005911	SSPN1_91560.1	h1SMcT0001983.1
OG0005912	SSPN1_91390.1	h1SMcT0019597.3, h1SMcT0019597.2, h1SMcT0019597.4
OG0005913	SSPN1_86900.1	h1SMcT0015201.1
OG0005916	SSPN1_11590.1	h1SMcT0000073.1
OG0005917	SSPN1_59280.1	h1SMcT0014192.1, h1SMcT0014192.2
OG0005918	SSPN1_37540.1	h1SMcT0001215.1, h1SMcT0018438.1
OG0005919	SSPN1_21650.1	h1SMcT0005320.1, h1SMcT0023052.1, h1SMcT0016676.1, h1SMcT0015385.1
OG0005920	SSPN1_2810.1	h1SMcT0022083.1, h1SMcT0022083.2, h1SMcT0022083.3, h1SMcT0022083.4
OG0005921	SSPN1_66830.1	h1SMcT0019505.1, h1SMcT0000665.1, h1SMcT0000681.1, h1SMcT0000683.1
OG0005922	SSPN1_9740.1	h1SMcT0014288.1
OG0005923	SSPN1_28170.1	h1SMcT0015564.1
OG0005924	SSPN1_14270.1	h1SMcT0010190.1
OG0005925	SSPN1_67620.1	h1SMcT0001309.1
OG0005926	SSPN1_62310.1	h1SMcT0016025.1, h1SMcT0016025.2
OG0005928	SSPN1_65650.1	h1SMcT0007789.1, h1SMcT0007789.2
OG0005929	SSPN1_62760.1, SSPN1_62780.1	h1SMcT0019443.1
OG0005930	SSPN1_76790.1	h1SMcT0008648.1, h1SMcT0008648.2, h1SMcT0008648.3, h1SMcT0008648.4, h1SMcT0008648.5
OG0005931	SSPN1_70010.1	h1SMcT0018674.1, h1SMcT0018674.2
OG0005932	SSPN1_2150.1	h1SMcT0007924.1, h1SMcT0022998.1
OG0005934	SSPN1_13000.1	h1SMcT0017579.1, h1SMcT0017584.1
OG0005935	SSPN1_38750.1	h1SMcT0000888.1
OG0005937	SSPN1_86680.1, SSPN1_86680.2	h1SMcT0007865.1
OG0005938	SSPN1_69900.1	h1SMcT0003887.1
OG0005940	SSPN1_26330.1, SSPN1_26330.2	h1SMcT0005869.1, h1SMcT0005869.2
OG0005942	SSPN1_79900.2, SSPN1_79900.1	h1SMcT0020952.1
OG0005944	SSPN1_64270.1	h1SMcT0007787.1, h1SMcT0007787.2, h1SMcT0007787.3
OG0005945	SSPN1_2760.1	h1SMcT0001871.1, h1SMcT0008203.1
OG0005946	SSPN1_9230.1	h1SMcT0006508.1
OG0005947	SSPN1_18610.1	h1SMcT0007165.1
OG0005948	SSPN1_35700.1	h1SMcT0009488.1
OG0005950	SSPN1_48350.1, SSPN1_48350.2	h1SMcT0002589.1, h1SMcT0002589.2, h1SMcT0002589.3
OG0005952	SSPN1_79430.1	h1SMcT0003211.1, h1SMcT0003211.2
OG0005953	SSPN1_66110.1, SSPN1_66110.2	h1SMcT0018677.1
OG0005955	SSPN1_87880.1	h1SMcT0011025.1, h1SMcT0012035.1
OG0005956	SSPN1_29420.1	h1SMcT0012891.1, h1SMcT0004785.1, h1SMcT0022632.1, h1SMcT0014171.1
OG0005957	SSPN1_23170.1	h1SMcT0017506.1, h1SMcT0020789.1
OG0005958	SSPN1_71360.1, SSPN1_71360.2	h1SMcT0000203.2, h1SMcT0019948.1
OG0005959	SSPN1_31730.1	h1SMcT0021569.1
OG0005960	SSPN1_82090.1, SSPN1_82090.2	h1SMcT0003770.1
OG0005961	SSPN1_66040.1	h1SMcT0008001.1, h1SMcT0008001.3, h1SMcT0008001.2
OG0005962	SSPN1_89220.1, SSPN1_89220.2	h1SMcT0015238.1, h1SMcT0016689.1
OG0005965	SSPN1_10190.1, SSPN1_10190.2	h1SMcT0020811.1
OG0005966	SSPN1_84340.1	h1SMcT0006401.1, h1SMcT0018336.1, h1SMcT0018336.2
OG0005970	SSPN1_21010.3, SSPN1_21010.1, SSPN1_21010.2	h1SMcT0003179.1, h1SMcT0003179.2, h1SMcT0003179.3
OG0005973	SSPN1_42870.1	h1SMcT0002395.1, h1SMcT0002395.2
OG0005974	SSPN1_21220.1	h1SMcT0016503.1, h1SMcT0016503.2, h1SMcT0016503.3
OG0005975	SSPN1_68370.1, SSPN1_68370.2	h1SMcT0001768.1
OG0005976	SSPN1_29650.1, SSPN1_29650.2, SSPN1_29650.3	h1SMcT0004685.1
OG0005978	SSPN1_82790.1, SSPN1_82790.2	h1SMcT0011015.1
OG0005979	SSPN1_27040.1	h1SMcT0005875.1
OG0005980	SSPN1_54430.1	h1SMcT0006051.1, h1SMcT0014719.1
OG0005981	SSPN1_89610.1	h1SMcT0009310.1, h1SMcT0009310.3, h1SMcT0009310.2
OG0005982	SSPN1_59910.1	h1SMcT0013415.1
OG0005983	SSPN1_46940.1	h1SMcT0021475.1, h1SMcT0022726.1
OG0005984	SSPN1_59100.1	h1SMcT0000237.1, h1SMcT0005855.1
OG0005985	SSPN1_26930.1, SSPN1_26930.2	h1SMcT0021040.1, h1SMcT0021053.1
OG0005987	SSPN1_10310.1, SSPN1_10310.2, SSPN1_10310.3	h1SMcT0007555.1
OG0005988	SSPN1_92330.1	h1SMcT0007460.1, h1SMcT0023003.1
OG0005989	SSPN1_78500.1, SSPN1_78500.2	h1SMcT0019030.1
OG0005990	SSPN1_54410.1	h1SMcT0008326.1
OG0005991	SSPN1_52430.1	h1SMcT0019618.1, h1SMcT0019618.2, h1SMcT0019618.3
OG0005992	SSPN1_45710.1	h1SMcT0000017.1
OG0005994	SSPN1_51960.1	h1SMcT0015854.1, h1SMcT0000238.1, h1SMcT0010381.1, h1SMcT0014033.1, h1SMcT0005533.1
OG0005995	SSPN1_67800.1	h1SMcT0005075.1, h1SMcT0005075.2, h1SMcT0005075.3
OG0005996	SSPN1_12100.1	h1SMcT0003230.1, h1SMcT0003230.2
OG0005997	SSPN1_420.1	h1SMcT0003791.1, h1SMcT0003791.3, h1SMcT0003791.4, h1SMcT0003791.5, h1SMcT0003791.6, h1SMcT0003791.2
OG0005998	SSPN1_46400.1	h1SMcT0001034.1
OG0006000	SSPN1_16860.1	h1SMcT0003105.1, h1SMcT0003106.1, h1SMcT0003106.2
OG0006001	SSPN1_84690.2, SSPN1_84690.1	h1SMcT0014422.1
OG0006003	SSPN1_36400.1	h1SMcT0021587.4, h1SMcT0021587.6, h1SMcT0021587.5
OG0006004	SSPN1_48110.1	h1SMcT0012445.1
OG0006006	SSPN1_44930.1	h1SMcT0002597.1, h1SMcT0001409.1, h1SMcT0001409.2, h1SMcT0017142.1, h1SMcT0017142.2
OG0006007	SSPN1_10150.1	h1SMcT0012781.1
OG0006008	SSPN1_68880.1	h1SMcT0013369.1, h1SMcT0013369.2
OG0006010	SSPN1_79090.1	h1SMcT0006350.1, h1SMcT0013021.1
OG0006011	SSPN1_59550.1	h1SMcT0022111.1
OG0006012	SSPN1_58440.1, SSPN1_58440.2	h1SMcT0018228.1
OG0006013	SSPN1_21070.1	h1SMcT0004468.1
OG0006014	SSPN1_71650.1	h1SMcT0011959.1, h1SMcT0013361.1
OG0006015	SSPN1_72240.5, SSPN1_72240.2, SSPN1_72240.4, SSPN1_72240.1	h1SMcT0005459.1
OG0006016	SSPN1_76390.1, SSPN1_76390.2, SSPN1_76390.3	h1SMcT0006302.1
OG0006018	SSPN1_86870.1	h1SMcT0007783.1
OG0006019	SSPN1_82140.1	h1SMcT0006646.1
OG0006022	SSPN1_62180.1, SSPN1_62180.2	h1SMcT0002665.1, h1SMcT0015971.1
OG0006023	SSPN1_11320.1	h1SMcT0009304.1, h1SMcT0009304.2
OG0006024	SSPN1_45500.1	h1SMcT0012046.1, h1SMcT0012046.2
OG0006025	SSPN1_15740.1	h1SMcT0014222.1, h1SMcT0014222.2
OG0006026	SSPN1_320.1	h1SMcT0014693.1
OG0006027	SSPN1_23720.1	h1SMcT0011220.1, h1SMcT0011220.2
OG0006029	SSPN1_54200.1	h1SMcT0017802.1, h1SMcT0017802.2
OG0006030	SSPN1_36510.1	h1SMcT0002188.1, h1SMcT0002190.1
OG0006032	SSPN1_20250.1	h1SMcT0016985.1, h1SMcT0019984.1, h1SMcT0020012.1
OG0006033	SSPN1_39900.1	h1SMcT0009561.1
OG0006035	SSPN1_54140.1	h1SMcT0021732.1
OG0006037	SSPN1_81130.1	h1SMcT0010552.1, h1SMcT0010552.2
OG0006038	SSPN1_42040.1	h1SMcT0002926.2, h1SMcT0002926.3, h1SMcT0002926.1, h1SMcT0002926.4
OG0006040	SSPN1_55290.1	h1SMcT0009771.1
OG0006044	SSPN1_66390.1, SSPN1_66390.2	h1SMcT0004786.1, h1SMcT0004558.1, h1SMcT0004558.2
OG0006046	SSPN1_17620.1	h1SMcT0015753.1, h1SMcT0015753.2
OG0006047	SSPN1_37450.1	h1SMcT0004082.1
OG0006048	SSPN1_8000.3, SSPN1_8000.1, SSPN1_8000.4, SSPN1_8000.5, SSPN1_8000.2	h1SMcT0009241.1
OG0006049	SSPN1_39320.1	h1SMcT0020670.1, h1SMcT0020670.2, h1SMcT0020671.1, h1SMcT0020671.2, h1SMcT0020677.1
OG0006050	SSPN1_62770.1	h1SMcT0007701.1
OG0006051	SSPN1_7030.1	h1SMcT0004623.1
OG0006052	SSPN1_69920.1	h1SMcT0005345.1, h1SMcT0006920.1
OG0006054	SSPN1_65530.1	h1SMcT0001601.1
OG0006055	SSPN1_4570.2, SSPN1_4570.3, SSPN1_4570.1	h1SMcT0006729.1
OG0006057	SSPN1_29520.1	h1SMcT0003398.1, h1SMcT0003398.2
OG0006058	SSPN1_10610.1	h1SMcT0007352.1, h1SMcT0013825.1
OG0006059	SSPN1_69790.1	h1SMcT0008150.1, h1SMcT0008150.2
OG0006060	SSPN1_3200.1	h1SMcT0005866.1
OG0006061	SSPN1_82240.1	h1SMcT0022627.1, h1SMcT0022627.2
OG0006063	SSPN1_43740.1	h1SMcT0000832.1, h1SMcT0000832.2, h1SMcT0000832.3, h1SMcT0001594.1, h1SMcT0022005.1
OG0006064	SSPN1_67200.1	h1SMcT0012595.1
OG0006065	SSPN1_17030.1	h1SMcT0014820.1
OG0006066	SSPN1_9000.1	h1SMcT0011563.1, h1SMcT0011563.2
OG0006067	SSPN1_41920.1, SSPN1_41920.2, SSPN1_41920.3	h1SMcT0007864.1
OG0006068	SSPN1_39760.1	h1SMcT0018769.1
OG0006070	SSPN1_58330.1	h1SMcT0010140.4, h1SMcT0010140.1, h1SMcT0010140.2, h1SMcT0010140.3
OG0006071	SSPN1_73890.1, SSPN1_73890.2	h1SMcT0018476.1, h1SMcT0018476.2
OG0006072	SSPN1_80020.1, SSPN1_80020.2, SSPN1_80030.1	h1SMcT0018109.1, h1SMcT0018109.2
OG0006073	SSPN1_50960.1	h1SMcT0004153.1, h1SMcT0004153.2
OG0006074	SSPN1_87700.1	h1SMcT0003028.1, h1SMcT0003028.4, h1SMcT0003028.2, h1SMcT0003028.3
OG0006075	SSPN1_24770.1, SSPN1_24770.2	h1SMcT0015389.1
OG0006076	SSPN1_49230.1	h1SMcT0011051.1, h1SMcT0011051.2
OG0006080	SSPN1_38210.1	h1SMcT0010653.1
OG0006081	SSPN1_1720.1, SSPN1_1720.2	h1SMcT0017984.1, h1SMcT0017984.2
OG0006082	SSPN1_40440.1	h1SMcT0005424.1, h1SMcT0005424.2
OG0006085	SSPN1_70410.1, SSPN1_70410.2	h1SMcT0015632.1
OG0006090	SSPN1_88160.1	h1SMcT0011826.1, h1SMcT0011826.2, h1SMcT0011826.3
OG0006091	SSPN1_77390.1	h1SMcT0010468.1, h1SMcT0010468.2, h1SMcT0010468.3
OG0006092	SSPN1_18270.1	h1SMcT0006253.3, h1SMcT0006253.4, h1SMcT0006253.1, h1SMcT0006253.2
OG0006093	SSPN1_53110.1	h1SMcT0022211.1
OG0006095	SSPN1_78960.1	h1SMcT0010472.1, h1SMcT0005380.1, h1SMcT0005381.1
OG0006096	SSPN1_11630.1	h1SMcT0014139.1
OG0006097	SSPN1_73880.1	h1SMcT0015715.1, h1SMcT0015720.1
OG0006098	SSPN1_24230.1	h1SMcT0002090.1, h1SMcT0004959.1
OG0006099	SSPN1_7300.1, SSPN1_7300.2, SSPN1_7300.3	h1SMcT0001832.1, h1SMcT0001832.2
OG0006100	SSPN1_11960.1	h1SMcT0009745.1, h1SMcT0009745.2
OG0006101	SSPN1_33570.1	h1SMcT0003800.1
OG0006102	SSPN1_75170.1	h1SMcT0022053.1
OG0006103	SSPN1_32960.1	h1SMcT0001722.1, h1SMcT0001722.2
OG0006104	SSPN1_58080.1	h1SMcT0000919.1
OG0006105	SSPN1_78860.1	h1SMcT0004398.1
OG0006107	SSPN1_71450.1, SSPN1_71450.2	h1SMcT0011072.1, h1SMcT0011072.2, h1SMcT0011072.3
OG0006109	SSPN1_67470.1	h1SMcT0010897.1
OG0006110	SSPN1_85800.1	h1SMcT0001434.1, h1SMcT0015400.1, h1SMcT0018872.1, h1SMcT0018872.2
OG0006111	SSPN1_1990.1	h1SMcT0011183.1
OG0006112	SSPN1_84680.1	h1SMcT0006999.1, h1SMcT0008854.1
OG0006113	SSPN1_3640.1	h1SMcT0007793.1, h1SMcT0007792.1, h1SMcT0007792.2
OG0006115	SSPN1_26020.1	h1SMcT0010176.1, h1SMcT0011242.1
OG0006116	SSPN1_45760.1	h1SMcT0012053.1
OG0006117	SSPN1_54330.1, SSPN1_54330.2, SSPN1_54330.3	h1SMcT0019790.1, h1SMcT0019790.2
OG0006118	SSPN1_54640.1	h1SMcT0002750.1, h1SMcT0019438.1
OG0006119	SSPN1_53000.1	h1SMcT0017105.1
OG0006120	SSPN1_41110.1	h1SMcT0021058.1
OG0006121	SSPN1_21120.1	h1SMcT0012572.1
OG0006122	SSPN1_28490.1	h1SMcT0021278.1, h1SMcT0021278.2
OG0006123	SSPN1_64000.1	h1SMcT0007116.1, h1SMcT0007116.2
OG0006125	SSPN1_71560.1	h1SMcT0010122.1
OG0006126	SSPN1_62130.1	h1SMcT0009765.4, h1SMcT0009765.2, h1SMcT0009765.3, h1SMcT0009765.1
OG0006127	SSPN1_41740.1	h1SMcT0022450.1
OG0006128	SSPN1_33930.1	h1SMcT0007640.1, h1SMcT0007640.2
OG0006130	SSPN1_26910.1	h1SMcT0019712.1
OG0006131	SSPN1_61150.1	h1SMcT0012552.1
OG0006133	SSPN1_66470.1, SSPN1_66470.2	h1SMcT0004208.1
OG0006134	SSPN1_13110.2, SSPN1_13110.1	h1SMcT0003232.1
OG0006135	SSPN1_1910.1	h1SMcT0008034.1, h1SMcT0008034.2
OG0006136	SSPN1_73960.1	h1SMcT0021949.1
OG0006137	SSPN1_9960.1, SSPN1_9960.2	h1SMcT0015574.1
OG0006139	SSPN1_17820.1	h1SMcT0001336.1, h1SMcT0021804.1
OG0006140	SSPN1_70500.4, SSPN1_70500.2, SSPN1_70500.3, SSPN1_70500.1	h1SMcT0007646.1
OG0006141	SSPN1_29580.1	h1SMcT0020421.1, h1SMcT0011946.1, h1SMcT0011946.2
OG0006142	SSPN1_76580.3, SSPN1_76580.6, SSPN1_76580.2, SSPN1_76580.4, SSPN1_76580.1, SSPN1_76580.5	h1SMcT0015644.1
OG0006144	SSPN1_63260.1, SSPN1_63260.2	h1SMcT0012874.1
OG0006145	SSPN1_32150.1	h1SMcT0001658.1, h1SMcT0001658.2
OG0006147	SSPN1_85110.1	h1SMcT0023099.1, h1SMcT0023103.1
OG0006150	SSPN1_39080.1	h1SMcT0012534.1
OG0006151	SSPN1_40360.1	h1SMcT0003919.1
OG0006157	SSPN1_43510.1, SSPN1_43510.2	h1SMcT0004114.1
OG0006159	SSPN1_22650.1	h1SMcT0006271.1, h1SMcT0006271.3, h1SMcT0006271.2
OG0006160	SSPN1_14190.1	h1SMcT0013823.1
OG0006161	SSPN1_82340.1	h1SMcT0013963.1
OG0006164	SSPN1_740.1	h1SMcT0012826.1, h1SMcT0017399.1, h1SMcT0017399.2, h1SMcT0017399.3
OG0006165	SSPN1_67670.1	h1SMcT0000474.1
OG0006166	SSPN1_45850.1	h1SMcT0008012.1
OG0006167	SSPN1_78750.1	h1SMcT0006483.1
OG0006168	SSPN1_85730.1	h1SMcT0001500.1
OG0006170	SSPN1_17930.1, SSPN1_17930.2	h1SMcT0020077.1, h1SMcT0020077.2
OG0006172	SSPN1_42650.1	h1SMcT0001011.2, h1SMcT0001011.1, h1SMcT0001011.3
OG0006173	SSPN1_9350.1, SSPN1_20890.1	h1SMcT0019148.1, h1SMcT0019148.2
OG0006176	SSPN1_87310.1	h1SMcT0007552.1
OG0006177	SSPN1_84150.1	h1SMcT0020913.1, h1SMcT0007779.1, h1SMcT0007779.2, h1SMcT0007779.3
OG0006178	SSPN1_83710.1	h1SMcT0020874.1, h1SMcT0022366.1
OG0006179	SSPN1_44640.1, SSPN1_44640.2	h1SMcT0006397.1, h1SMcT0006397.2
OG0006180	SSPN1_49720.1	h1SMcT0009898.1
OG0006182	SSPN1_38380.1	h1SMcT0008406.1
OG0006183	SSPN1_38220.1	h1SMcT0000637.1
OG0006185	SSPN1_46300.1, SSPN1_46300.2, SSPN1_46300.3, SSPN1_46300.4, SSPN1_46300.5, SSPN1_46300.6	h1SMcT0001035.1
OG0006186	SSPN1_89340.2, SSPN1_89340.3, SSPN1_89340.4, SSPN1_89340.1	h1SMcT0010352.5
OG0006187	SSPN1_41580.1	h1SMcT0006765.1
OG0006188	SSPN1_41630.1, SSPN1_41630.2	h1SMcT0000519.1, h1SMcT0003171.1
OG0006196	SSPN1_73360.1	h1SMcT0013951.1
OG0006200	SSPN1_24410.1	h1SMcT0004410.2
OG0006203	SSPN1_42170.1	h1SMcT0018669.3, h1SMcT0018669.4, h1SMcT0018669.1, h1SMcT0018669.5, h1SMcT0018669.2
OG0006205	SSPN1_10890.1	h1SMcT0001715.3, h1SMcT0001715.4
OG0006207	SSPN1_13060.1	h1SMcT0018828.1
OG0006209	SSPN1_2450.1	h1SMcT0020509.1
OG0006225	SSPN1_58060.1	h1SMcT0002214.1
OG0006226	SSPN1_20260.1	h1SMcT0021295.1, h1SMcT0021295.2
OG0006228	SSPN1_25290.1	h1SMcT0002676.1, h1SMcT0015960.1, h1SMcT0021175.1, h1SMcT0021724.1, h1SMcT0009917.1
OG0006229	SSPN1_14880.1	h1SMcT0018295.1, h1SMcT0018294.1
OG0006231	SSPN1_39400.1	h1SMcT0001357.1
OG0006233	SSPN1_42880.1, SSPN1_42880.2, SSPN1_42880.3	h1SMcT0016800.1, h1SMcT0016800.2
OG0006235	SSPN1_24660.1	h1SMcT0021813.1
OG0006237	SSPN1_30730.1	h1SMcT0017214.2, h1SMcT0017213.1, h1SMcT0017214.1
OG0006238	SSPN1_39200.1	h1SMcT0006872.1
OG0006239	SSPN1_74320.1	h1SMcT0003217.1, h1SMcT0003217.2
OG0006241	SSPN1_53940.1	h1SMcT0011339.1, h1SMcT0008366.1, h1SMcT0008369.1
OG0006242	SSPN1_15620.1	h1SMcT0003348.1
OG0006243	SSPN1_42670.1	h1SMcT0017614.1
OG0006244	SSPN1_66740.1	h1SMcT0003736.1, h1SMcT0015394.1
OG0006245	SSPN1_53430.1	h1SMcT0010109.1
OG0006246	SSPN1_77850.1	h1SMcT0002623.1
OG0006247	SSPN1_86910.1	h1SMcT0014874.1, h1SMcT0014874.2
OG0006248	SSPN1_87600.1, SSPN1_87600.2	h1SMcT0002968.1, h1SMcT0020703.1
OG0006249	SSPN1_44560.1	h1SMcT0002996.1, h1SMcT0003371.1
OG0006250	SSPN1_37910.1	h1SMcT0013477.1
OG0006253	SSPN1_86630.1, SSPN1_86620.1	h1SMcT0016616.1, h1SMcT0020991.1, h1SMcT0020991.2
OG0006254	SSPN1_2190.1	h1SMcT0017821.1, h1SMcT0004678.1, h1SMcT0019671.1
OG0006256	SSPN1_31090.1	h1SMcT0000176.1
OG0006257	SSPN1_90350.1	h1SMcT0004011.1
OG0006258	SSPN1_57850.1	h1SMcT0008214.1, h1SMcT0001162.1, h1SMcT0009326.1
OG0006260	SSPN1_23030.1	h1SMcT0014111.1
OG0006261	SSPN1_73740.1	h1SMcT0004569.1
OG0006262	SSPN1_66020.1, SSPN1_66020.2	h1SMcT0008551.1
OG0006263	SSPN1_80850.1	h1SMcT0021951.1, h1SMcT0021951.2
OG0006264	SSPN1_74800.1, SSPN1_74800.2	h1SMcT0005186.1
OG0006265	SSPN1_22140.1, SSPN1_22140.2, SSPN1_22140.3	h1SMcT0020726.3, h1SMcT0020726.1, h1SMcT0020726.2
OG0006266	SSPN1_49010.1, SSPN1_49010.2	h1SMcT0013262.1
OG0006267	SSPN1_39470.1	h1SMcT0013388.1
OG0006269	SSPN1_46760.1	h1SMcT0002053.1, h1SMcT0002053.2
OG0006270	SSPN1_14370.1	h1SMcT0014518.1, h1SMcT0014257.1
OG0006271	SSPN1_12280.1	h1SMcT0010237.1, h1SMcT0020872.1, h1SMcT0001407.1, h1SMcT0004306.1
OG0006272	SSPN1_20770.1	h1SMcT0006885.1, h1SMcT0006885.2
OG0006273	SSPN1_43020.1	h1SMcT0003882.1
OG0006274	SSPN1_43800.1	h1SMcT0003703.1, h1SMcT0005419.1
OG0006275	SSPN1_77560.1	h1SMcT0017841.1
OG0006277	SSPN1_42690.1	h1SMcT0022066.1, h1SMcT0022066.2
OG0006278	SSPN1_81530.1, SSPN1_81530.2	h1SMcT0011087.1
OG0006279	SSPN1_30900.1	h1SMcT0003431.1
