Orthogroup	schistosoma_spindale	fasciola_hepatica
OG0006628	SSPN1_88860.2, SSPN1_88860.3, SSPN1_88860.1	FhHiC23_g4383.t1
OG0006629	SSPN1_72780.1	FhHiC23_g3131.t1
OG0006630	SSPN1_78640.1	FhHiC23_g4085.t1
OG0006631	SSPN1_49620.1	FhHiC23_g747.t1
OG0006632	SSPN1_31810.1	FhHiC23_g5868.t1, FhHiC23_g5868.t2
OG0006634	SSPN1_39680.1	FhHiC23_g14085.t1
OG0006635	SSPN1_7040.1	FhHiC23_g10626.t1
OG0006636	SSPN1_23850.1, SSPN1_23850.2	FhHiC23_g10164.t1
OG0006638	SSPN1_7000.1	FhHiC23_g10992.t1, FhHiC23_g10991.t1, FhHiC23_g10992.t2
OG0006639	SSPN1_77100.1, SSPN1_77100.2	FhHiC23_g1286.t1
OG0006640	SSPN1_8880.1	FhHiC23_g12347.t1
OG0006641	SSPN1_73110.1	FhHiC23_g2319.t1
OG0006642	SSPN1_60070.1	FhHiC23_g7056.t1
OG0006643	SSPN1_56230.1	FhHiC23_g7740.t1
OG0006644	SSPN1_23610.1	FhHiC23_g10153.t1
OG0006645	SSPN1_63190.1	FhHiC23_g7329.t1
OG0006646	SSPN1_49890.1	FhHiC23_g2349.t1
OG0006647	SSPN1_58540.1	FhHiC23_g8567.t1
OG0006648	SSPN1_58580.1	FhHiC23_g7251.t1
OG0006649	SSPN1_69580.1	FhHiC23_g760.t1, FhHiC23_g760.t2
OG0006650	SSPN1_45860.1	FhHiC23_g2254.t1
OG0006651	SSPN1_17170.1	FhHiC23_g11411.t1
OG0006652	SSPN1_23010.1	FhHiC23_g10212.t1, FhHiC23_g10212.t2
OG0006653	SSPN1_60190.1	FhHiC23_g8052.t1
OG0006654	SSPN1_58550.1	FhHiC23_g8037.t1
OG0006655	SSPN1_36660.1	FhHiC23_g5450.t1
OG0006656	SSPN1_36650.1	FhHiC23_g5449.t1, FhHiC23_g5449.t2
OG0006657	SSPN1_24290.1	FhHiC23_g10329.t1
OG0006658	SSPN1_74470.1	FhHiC23_g664.t1, FhHiC23_g664.t2
OG0006659	SSPN1_35860.1	FhHiC23_g6293.t1, FhHiC23_g6293.t2
OG0006660	SSPN1_82130.1	FhHiC23_g3894.t1
OG0006661	SSPN1_69750.1, SSPN1_69750.2	FhHiC23_g354.t1
OG0006662	SSPN1_14670.1	FhHiC23_g12539.t1
OG0006663	SSPN1_40660.1, SSPN1_40660.2	FhHiC23_g13930.t1
OG0006664	SSPN1_49320.1	FhHiC23_g24.t1
OG0006665	SSPN1_34410.1	FhHiC23_g14570.t1
OG0006666	SSPN1_1290.1	FhHiC23_g12757.t1
OG0006667	SSPN1_6900.1	FhHiC23_g10658.t1
OG0006668	SSPN1_23600.1	FhHiC23_g6379.t1
OG0006669	SSPN1_16400.1	FhHiC23_g13158.t1
OG0006670	SSPN1_68290.1	FhHiC23_g2973.t1, FhHiC23_g2973.t2
OG0006671	SSPN1_76010.1	FhHiC23_g2915.t1, FhHiC23_g2917.t1
OG0006672	SSPN1_10730.1	FhHiC23_g11512.t1
OG0006673	SSPN1_12940.1	FhHiC23_g15246.t1, FhHiC23_g15246.t2
OG0006674	SSPN1_77050.1, SSPN1_77050.2	FhHiC23_g3271.t1
OG0006675	SSPN1_21720.1	FhHiC23_g15783.t1
OG0006676	SSPN1_71520.1, SSPN1_71520.2	FhHiC23_g2455.t1
OG0006677	SSPN1_22120.1	FhHiC23_g10342.t1
OG0006678	SSPN1_45400.1	FhHiC23_g625.t1, FhHiC23_g625.t2
OG0006680	SSPN1_16570.1	FhHiC23_g11706.t1
OG0006681	SSPN1_63330.1	FhHiC23_g8286.t1
OG0006682	SSPN1_81080.1	FhHiC23_g3861.t1
OG0006683	SSPN1_9390.1	FhHiC23_g15731.t1
OG0006684	SSPN1_11060.1	FhHiC23_g11906.t1
OG0006685	SSPN1_37160.1	FhHiC23_g4755.t1
OG0006686	SSPN1_51590.1, SSPN1_51590.2	FhHiC23_g42.t1
OG0006687	SSPN1_85590.1	FhHiC23_g16573.t2, FhHiC23_g16573.t1
OG0006689	SSPN1_62620.1	FhHiC23_g7859.t1, FhHiC23_g7819.t1
OG0006690	SSPN1_63320.1	FhHiC23_g7591.t1
OG0006691	SSPN1_73850.1	FhHiC23_g2893.t1
OG0006692	SSPN1_4310.1	FhHiC23_g12478.t1
OG0006693	SSPN1_22600.1	FhHiC23_g9794.t1, FhHiC23_g9794.t2
OG0006694	SSPN1_75130.1	FhHiC23_g1372.t1
OG0006695	SSPN1_60510.1	FhHiC23_g7099.t1
OG0006696	SSPN1_83620.1	FhHiC23_g15964.t2, FhHiC23_g15964.t1
OG0006697	SSPN1_29600.1	FhHiC23_g5008.t1, FhHiC23_g5008.t3, FhHiC23_g5008.t2
OG0006698	SSPN1_40540.1, SSPN1_40540.2	FhHiC23_g14437.t1
OG0006699	SSPN1_68400.1	FhHiC23_g1552.t1, FhHiC23_g1552.t2
OG0006700	SSPN1_31300.1	FhHiC23_g4724.t1
OG0006701	SSPN1_47860.1	FhHiC23_g1570.t1
OG0006702	SSPN1_87660.1	FhHiC23_g16593.t1, FhHiC23_g16592.t1
OG0006703	SSPN1_7600.1	FhHiC23_g13788.t1, FhHiC23_g13788.t2
OG0006704	SSPN1_35620.1, SSPN1_35620.2	FhHiC23_g6277.t1
OG0006705	SSPN1_54880.1	FhHiC23_g2151.t1
OG0006706	SSPN1_39650.1	FhHiC23_g13983.t1
OG0006707	SSPN1_29410.1	FhHiC23_g5606.t1
OG0006710	SSPN1_79730.1	FhHiC23_g3768.t1
OG0006711	SSPN1_59760.1	FhHiC23_g8050.t1
OG0006712	SSPN1_81230.1, SSPN1_81230.2	FhHiC23_g4270.t1
OG0006714	SSPN1_21980.1, SSPN1_22000.1	FhHiC23_g10361.t1
OG0006715	SSPN1_42440.1	FhHiC23_g14875.t1
OG0006716	SSPN1_44160.1	FhHiC23_g47.t1
OG0006717	SSPN1_87750.1	FhHiC23_g15945.t2, FhHiC23_g15945.t1, FhHiC23_g15945.t4, FhHiC23_g15945.t3
OG0006718	SSPN1_21820.1	FhHiC23_g15557.t1
OG0006720	SSPN1_25740.1	FhHiC23_g10402.t1
OG0006721	SSPN1_17330.1, SSPN1_17330.2	FhHiC23_g10893.t1
OG0006722	SSPN1_27490.1	FhHiC23_g5314.t1
OG0006723	SSPN1_44150.1	FhHiC23_g202.t1
OG0006724	SSPN1_3180.1	FhHiC23_g12019.t1
OG0006725	SSPN1_61820.1	FhHiC23_g8462.t1
OG0006726	SSPN1_61340.1	FhHiC23_g8228.t1
OG0006727	SSPN1_77210.1	FhHiC23_g2423.t1
OG0006728	SSPN1_91400.1	FhHiC23_g9438.t1
OG0006729	SSPN1_91930.1	FhHiC23_g9199.t1, FhHiC23_g9199.t2, FhHiC23_g9199.t3
OG0006730	SSPN1_39180.1	FhHiC23_g5043.t1
OG0006731	SSPN1_84270.1	FhHiC23_g16532.t1
OG0006732	SSPN1_60240.1	FhHiC23_g8291.t1
OG0006733	SSPN1_20340.1	FhHiC23_g11502.t1
OG0006734	SSPN1_88450.1, SSPN1_88450.2	FhHiC23_g16092.t1
OG0006735	SSPN1_60790.1	FhHiC23_g7394.t2, FhHiC23_g7394.t1
OG0006736	SSPN1_70610.1	FhHiC23_g3392.t1
OG0006737	SSPN1_2290.1	FhHiC23_g13378.t1
OG0006739	SSPN1_9210.1	FhHiC23_g15606.t1
OG0006740	SSPN1_79220.1	FhHiC23_g3742.t1
OG0006741	SSPN1_18170.1	FhHiC23_g15194.t1
OG0006742	SSPN1_19480.1	FhHiC23_g11604.t1
OG0006743	SSPN1_48490.1	FhHiC23_g2710.t1
OG0006744	SSPN1_84380.1	FhHiC23_g16273.t1
OG0006745	SSPN1_81280.1	FhHiC23_g3734.t1
OG0006746	SSPN1_76420.1	FhHiC23_g2803.t1
OG0006747	SSPN1_77970.1	FhHiC23_g3808.t1, FhHiC23_g3808.t2
OG0006749	SSPN1_33680.1	FhHiC23_g4642.t1
OG0006750	SSPN1_88370.1	FhHiC23_g16282.t1
OG0006751	SSPN1_54960.1	FhHiC23_g1422.t1
OG0006752	SSPN1_17890.1, SSPN1_17890.2	FhHiC23_g11810.t1
OG0006753	SSPN1_66220.1	FhHiC23_g8632.t2, FhHiC23_g8632.t1
OG0006754	SSPN1_47600.1	FhHiC23_g127.t1
OG0006755	SSPN1_59000.1	FhHiC23_g8068.t2, FhHiC23_g8068.t1
OG0006756	SSPN1_83230.1, SSPN1_83230.2	FhHiC23_g16343.t1
OG0006757	SSPN1_7370.1	FhHiC23_g11159.t1, FhHiC23_g11160.t1
OG0006758	SSPN1_65450.1	FhHiC23_g8338.t1
OG0006759	SSPN1_19940.1	FhHiC23_g12404.t1, FhHiC23_g12404.t2
OG0006760	SSPN1_65880.1, SSPN1_65880.2	FhHiC23_g7914.t1
OG0006761	SSPN1_44200.1	FhHiC23_g55.t1
OG0006762	SSPN1_90190.1	FhHiC23_g9340.t1
OG0006763	SSPN1_11340.1	FhHiC23_g15290.t1
OG0006764	SSPN1_71190.1	FhHiC23_g1043.t2, FhHiC23_g1043.t1, FhHiC23_g1043.t3
OG0006765	SSPN1_83610.1	FhHiC23_g15966.t1
OG0006766	SSPN1_82830.1	FhHiC23_g16175.t1
OG0006767	SSPN1_83210.1	FhHiC23_g16549.t1
OG0006768	SSPN1_7700.1	FhHiC23_g12716.t1
OG0006769	SSPN1_71480.1	FhHiC23_g837.t1, FhHiC23_g838.t1
OG0006770	SSPN1_42710.1, SSPN1_42710.2	FhHiC23_g14191.t1
OG0006771	SSPN1_8130.1	FhHiC23_g12996.t1, FhHiC23_g12996.t2
OG0006772	SSPN1_60440.1, SSPN1_60450.1	FhHiC23_g7844.t1
OG0006773	SSPN1_74490.1, SSPN1_74500.1	FhHiC23_g661.t1
OG0006774	SSPN1_12180.1	FhHiC23_g15175.t1
OG0006775	SSPN1_64820.1	FhHiC23_g7825.t1
OG0006776	SSPN1_59870.1	FhHiC23_g7004.t3, FhHiC23_g7004.t1, FhHiC23_g7004.t2
OG0006777	SSPN1_13370.1	FhHiC23_g10871.t1
OG0006778	SSPN1_9980.1	FhHiC23_g15058.t1, FhHiC23_g15198.t1, FhHiC23_g15200.t1
OG0006779	SSPN1_48180.1	FhHiC23_g6012.t1, FhHiC23_g1682.t1
OG0006780	SSPN1_80150.1	FhHiC23_g3837.t1
OG0006781	SSPN1_30610.1, SSPN1_30610.2	FhHiC23_g4912.t1
OG0006782	SSPN1_66250.1	FhHiC23_g8504.t1
OG0006783	SSPN1_13650.1	FhHiC23_g15649.t1
OG0006784	SSPN1_3880.1, SSPN1_3880.2	FhHiC23_g12338.t1, FhHiC23_g12338.t2
OG0006785	SSPN1_76430.2, SSPN1_76430.1	FhHiC23_g2802.t1
OG0006786	SSPN1_9930.1	FhHiC23_g15033.t1
OG0006787	SSPN1_37570.1	FhHiC23_g4697.t1
OG0006788	SSPN1_59420.1	FhHiC23_g7125.t1, FhHiC23_g7124.t1
OG0006789	SSPN1_17860.1	FhHiC23_g8521.t1, FhHiC23_g10675.t1
OG0006790	SSPN1_89170.1	FhHiC23_g14624.t1
OG0006792	SSPN1_22660.1	FhHiC23_g10048.t1
OG0006793	SSPN1_17910.1, SSPN1_17910.3, SSPN1_17910.2	FhHiC23_g10767.t1
OG0006795	SSPN1_18440.1	FhHiC23_g11301.t1
OG0006796	SSPN1_14720.1	FhHiC23_g11940.t1
OG0006797	SSPN1_440.1	FhHiC23_g12369.t1, FhHiC23_g12369.t2
OG0006798	SSPN1_47660.1	FhHiC23_g125.t1
OG0006799	SSPN1_40400.1	FhHiC23_g14906.t1
OG0006800	SSPN1_21040.1	FhHiC23_g15000.t1
OG0006801	SSPN1_15460.1	FhHiC23_g15063.t1
OG0006802	SSPN1_15430.1	FhHiC23_g15153.t1
OG0006803	SSPN1_74050.1	FhHiC23_g2602.t1
OG0006804	SSPN1_80200.1	FhHiC23_g3569.t1
OG0006805	SSPN1_79910.1	FhHiC23_g3816.t1
OG0006806	SSPN1_28920.1, SSPN1_28920.2	FhHiC23_g4659.t1, FhHiC23_g4659.t2
OG0006807	SSPN1_38610.1	FhHiC23_g5025.t1
OG0006808	SSPN1_25960.1, SSPN1_25960.2	FhHiC23_g6610.t2
OG0006809	SSPN1_58640.4, SSPN1_58640.2, SSPN1_58640.1, SSPN1_58640.3	FhHiC23_g7802.t1
OG0006810	SSPN1_64880.1	FhHiC23_g7988.t1, FhHiC23_g7988.t2
OG0006811	SSPN1_82020.1	FhHiC23_g9720.t1
OG0006851	SSPN1_58070.1	FhHiC23_g8109.t1, FhHiC23_g8110.t1
OG0006852	SSPN1_92080.1	FhHiC23_g9386.t1
OG0006853	SSPN1_15100.1	FhHiC23_g15429.t1
OG0006854	SSPN1_47290.1, SSPN1_47290.2	FhHiC23_g1584.t1
OG0006855	SSPN1_90750.1	FhHiC23_g10084.t1
OG0006856	SSPN1_43470.1	FhHiC23_g14580.t1
OG0006857	SSPN1_85810.1	FhHiC23_g16645.t1, FhHiC23_g16645.t2
OG0006858	SSPN1_19050.1, SSPN1_19050.2	FhHiC23_g11713.t1, FhHiC23_g11713.t2, FhHiC23_g11714.t1
OG0006859	SSPN1_1330.1	FhHiC23_g12752.t1
OG0006860	SSPN1_14850.1, SSPN1_14870.1	FhHiC23_g10633.t1
OG0006861	SSPN1_51330.1, SSPN1_51330.2, SSPN1_51330.3	FhHiC23_g620.t1
OG0006862	SSPN1_27960.1	FhHiC23_g5702.t1
OG0006863	SSPN1_48380.1	FhHiC23_g1573.t2, FhHiC23_g1573.t1
OG0006864	SSPN1_46420.1, SSPN1_46420.2	FhHiC23_g878.t1
OG0006865	SSPN1_23980.1	FhHiC23_g9554.t1
OG0006866	SSPN1_37990.1	FhHiC23_g6172.t1
OG0006867	SSPN1_83970.1	FhHiC23_g16551.t1
OG0006868	SSPN1_19810.2	FhHiC23_g13092.t1
OG0006869	SSPN1_37700.1	FhHiC23_g6436.t1, FhHiC23_g6436.t2
OG0006870	SSPN1_28560.1	FhHiC23_g6535.t1
OG0006871	SSPN1_84080.1	FhHiC23_g16014.t1, FhHiC23_g16014.t2
OG0006872	SSPN1_46370.1	FhHiC23_g1867.t1
OG0006873	SSPN1_6780.1	FhHiC23_g11971.t1
OG0006874	SSPN1_13490.1	FhHiC23_g11599.t1
OG0006875	SSPN1_59180.1	FhHiC23_g8169.t1
OG0006876	SSPN1_37550.1	FhHiC23_g5814.t2
OG0006877	SSPN1_46600.1	FhHiC23_g1874.t1
OG0006878	SSPN1_79250.1	FhHiC23_g4222.t1
OG0006879	SSPN1_56490.1	FhHiC23_g7996.t1
OG0006880	SSPN1_78180.1	FhHiC23_g4034.t1, FhHiC23_g4034.t2
OG0006881	SSPN1_86240.1	FhHiC23_g16318.t1, FhHiC23_g16318.t2
OG0006882	SSPN1_84930.1	FhHiC23_g16398.t1
OG0006883	SSPN1_25450.1	FhHiC23_g9273.t1
OG0006884	SSPN1_69080.1	FhHiC23_g3232.t1
OG0006885	SSPN1_27250.1	FhHiC23_g4907.t1
OG0006886	SSPN1_38410.1	FhHiC23_g5231.t1
OG0006887	SSPN1_24670.1	FhHiC23_g9519.t1
OG0006888	SSPN1_33150.1, SSPN1_33150.2	FhHiC23_g5782.t1
OG0006889	SSPN1_85580.1	FhHiC23_g16572.t1
OG0006890	SSPN1_87930.1	FhHiC23_g16304.t1, FhHiC23_g16303.t1
OG0006891	SSPN1_48260.1	FhHiC23_g553.t1
OG0006892	SSPN1_60730.1	FhHiC23_g7684.t1
OG0006893	SSPN1_27360.1	FhHiC23_g5667.t1
OG0006894	SSPN1_91680.1	FhHiC23_g9884.t1
OG0006895	SSPN1_37280.1, SSPN1_37280.2	FhHiC23_g6145.t1
OG0006896	SSPN1_29890.1	FhHiC23_g5144.t1
OG0006897	SSPN1_31410.1	FhHiC23_g5289.t1, FhHiC23_g5287.t1
OG0006898	SSPN1_47630.1	FhHiC23_g121.t1
OG0006899	SSPN1_29990.1	FhHiC23_g5380.t3, FhHiC23_g5380.t1, FhHiC23_g5380.t2
OG0006900	SSPN1_90820.1	FhHiC23_g9163.t1
OG0006901	SSPN1_60780.1	FhHiC23_g7689.t1
OG0006902	SSPN1_580.1, SSPN1_580.2	FhHiC23_g12840.t1, FhHiC23_g3727.t1
OG0006903	SSPN1_15900.1	FhHiC23_g11164.t1
OG0006904	SSPN1_51500.1	FhHiC23_g1330.t1
OG0006905	SSPN1_92680.1	FhHiC23_g9455.t1
OG0006906	SSPN1_54320.1	FhHiC23_g2062.t1
OG0006907	SSPN1_53190.1	FhHiC23_g2116.t1
OG0006908	SSPN1_43710.1, SSPN1_43710.2	FhHiC23_g15049.t1, FhHiC23_g14529.t1
OG0006910	SSPN1_55560.1	FhHiC23_g6994.t1, FhHiC23_g6995.t1, FhHiC23_g6993.t1
OG0006911	SSPN1_51180.1	FhHiC23_g1741.t1
OG0006912	SSPN1_18410.1	FhHiC23_g13458.t1
OG0006913	SSPN1_11740.1	FhHiC23_g15417.t1
OG0006914	SSPN1_49940.1	FhHiC23_g2344.t1
OG0006915	SSPN1_38710.1	FhHiC23_g6382.t1
OG0006916	SSPN1_89370.1	FhHiC23_g9665.t1, FhHiC23_g9665.t2
OG0006917	SSPN1_3270.1	FhHiC23_g12532.t1
OG0006918	SSPN1_38630.1	FhHiC23_g5121.t1, FhHiC23_g5122.t1
OG0006919	SSPN1_33470.1	FhHiC23_g5426.t1, FhHiC23_g9928.t1, FhHiC23_g9929.t1
OG0006920	SSPN1_25640.1	FhHiC23_g10176.t2, FhHiC23_g10176.t1
OG0006921	SSPN1_62890.1	FhHiC23_g8235.t1
OG0006922	SSPN1_17340.1	FhHiC23_g10887.t1
OG0006923	SSPN1_90880.1	FhHiC23_g9139.t1, FhHiC23_g9139.t2
OG0006924	SSPN1_76470.1	FhHiC23_g1507.t1
OG0006926	SSPN1_50270.1	FhHiC23_g1832.t1
OG0006927	SSPN1_51230.1	FhHiC23_g1385.t1
OG0006928	SSPN1_14750.1	FhHiC23_g11103.t1
OG0006929	SSPN1_79480.1	FhHiC23_g3803.t2, FhHiC23_g3803.t1, FhHiC23_g3803.t3
OG0006930	SSPN1_4600.1	FhHiC23_g12421.t1
OG0006931	SSPN1_20210.1	FhHiC23_g13292.t1
OG0006932	SSPN1_16140.1	FhHiC23_g10765.t1
OG0006933	SSPN1_50870.1	FhHiC23_g533.t1
OG0006934	SSPN1_41040.1	FhHiC23_g13867.t1
OG0006935	SSPN1_68360.1	FhHiC23_g14569.t1
OG0006936	SSPN1_34080.1	FhHiC23_g14510.t1
OG0006937	SSPN1_53030.1	FhHiC23_g843.t1
OG0006938	SSPN1_85930.1	FhHiC23_g16843.t1
OG0006939	SSPN1_40810.1	FhHiC23_g14055.t1
OG0006940	SSPN1_16080.1	FhHiC23_g11681.t1
OG0006941	SSPN1_11730.1	FhHiC23_g15333.t1
OG0006942	SSPN1_13440.1	FhHiC23_g11830.t1, FhHiC23_g11830.t2
OG0006943	SSPN1_80290.1, SSPN1_80290.2	FhHiC23_g4082.t1
OG0006944	SSPN1_69280.1	FhHiC23_g1465.t1
OG0006945	SSPN1_24600.1	FhHiC23_g9594.t1, FhHiC23_g9594.t2
OG0006946	SSPN1_16870.1	FhHiC23_g11887.t1
OG0006947	SSPN1_79930.1, SSPN1_79930.2	FhHiC23_g3906.t1
OG0006948	SSPN1_36390.1	FhHiC23_g6215.t1, FhHiC23_g6215.t2
OG0006949	SSPN1_70110.1	FhHiC23_g651.t1
OG0006950	SSPN1_72650.1	FhHiC23_g331.t1
OG0006951	SSPN1_10160.1, SSPN1_10160.2	FhHiC23_g15539.t1
OG0006952	SSPN1_26570.1	FhHiC23_g4982.t1
OG0006953	SSPN1_57100.1	FhHiC23_g7252.t1, FhHiC23_g7252.t2
OG0006955	SSPN1_30050.1	FhHiC23_g4767.t1
OG0006956	SSPN1_64090.1	FhHiC23_g8440.t1
OG0006957	SSPN1_68590.1	FhHiC23_g829.t1, FhHiC23_g829.t2
OG0006958	SSPN1_66410.2, SSPN1_66410.1	FhHiC23_g8342.t1
OG0006959	SSPN1_83760.1	FhHiC23_g16695.t1
OG0006960	SSPN1_36020.1	FhHiC23_g5635.t1
OG0006961	SSPN1_86150.1	FhHiC23_g16514.t1
OG0006962	SSPN1_52220.1	FhHiC23_g14972.t1, FhHiC23_g64.t1
OG0006963	SSPN1_47320.1	FhHiC23_g3187.t1
OG0006964	SSPN1_61960.1	FhHiC23_g7401.t1
OG0006965	SSPN1_35430.1	FhHiC23_g6366.t1
OG0006966	SSPN1_62640.1	FhHiC23_g7679.t1
OG0006967	SSPN1_85560.1	FhHiC23_g15888.t1
OG0006968	SSPN1_33120.1	FhHiC23_g14887.t2, FhHiC23_g14887.t1
OG0006969	SSPN1_68530.1	FhHiC23_g3381.t2, FhHiC23_g3381.t1
OG0006970	SSPN1_68540.1, SSPN1_68540.2	FhHiC23_g3380.t2, FhHiC23_g3380.t1
OG0006971	SSPN1_77350.1	FhHiC23_g2304.t1
OG0006972	SSPN1_63130.1	FhHiC23_g8041.t1
OG0006973	SSPN1_3900.1	FhHiC23_g12972.t1
OG0006974	SSPN1_77900.1	FhHiC23_g3592.t1
OG0006975	SSPN1_21710.1	FhHiC23_g15782.t1
OG0006976	SSPN1_66240.1	FhHiC23_g8503.t1
OG0006977	SSPN1_38280.1	FhHiC23_g5132.t1
OG0006978	SSPN1_22460.1	FhHiC23_g9791.t1
OG0006979	SSPN1_58310.1	FhHiC23_g8578.t1
OG0006980	SSPN1_76090.1	FhHiC23_g512.t1, FhHiC23_g512.t2
OG0006981	SSPN1_62810.1, SSPN1_62810.2	FhHiC23_g7629.t1
OG0006982	SSPN1_54360.1	FhHiC23_g2161.t1
OG0006983	SSPN1_14970.1	FhHiC23_g15391.t1
OG0006984	SSPN1_49830.1	FhHiC23_g1503.t1
OG0006985	SSPN1_39630.1	FhHiC23_g13964.t1
OG0006986	SSPN1_3290.1	FhHiC23_g12534.t1
OG0006987	SSPN1_74600.1	FhHiC23_g3235.t1
OG0006988	SSPN1_74610.1	FhHiC23_g3236.t1
OG0006989	SSPN1_70850.1	FhHiC23_g894.t1
OG0006990	SSPN1_1960.1	FhHiC23_g11253.t1
OG0006991	SSPN1_77810.1	FhHiC23_g4249.t1
OG0006993	SSPN1_13630.1	FhHiC23_g11848.t1
OG0006994	SSPN1_4940.1	FhHiC23_g13639.t1
OG0006995	SSPN1_61920.1	FhHiC23_g7584.t1
OG0006996	SSPN1_620.1	FhHiC23_g12977.t1
OG0006997	SSPN1_82920.1	FhHiC23_g15976.t1
OG0006998	SSPN1_73230.1	FhHiC23_g207.t1, FhHiC23_g207.t2
OG0006999	SSPN1_44520.1	FhHiC23_g2093.t1
OG0007000	SSPN1_79940.1	FhHiC23_g3746.t1, FhHiC23_g3745.t1
OG0007001	SSPN1_47130.1	FhHiC23_g974.t1
OG0007002	SSPN1_91200.1	FhHiC23_g9966.t1
OG0007003	SSPN1_6790.1	FhHiC23_g12173.t1
OG0007004	SSPN1_89100.1	FhHiC23_g9307.t1
OG0007006	SSPN1_89400.1	FhHiC23_g9242.t1
OG0007007	SSPN1_42450.1	FhHiC23_g14876.t2, FhHiC23_g14876.t1
OG0007008	SSPN1_60230.1	FhHiC23_g7083.t1
OG0007009	SSPN1_87740.1	FhHiC23_g15946.t1
OG0007010	SSPN1_9610.1	FhHiC23_g15590.t1
OG0007011	SSPN1_48530.1	FhHiC23_g2006.t1, FhHiC23_g2006.t2
OG0007012	SSPN1_46350.1	FhHiC23_g194.t1
OG0007013	SSPN1_65390.1	FhHiC23_g7092.t2, FhHiC23_g7092.t1
OG0007014	SSPN1_16530.1	FhHiC23_g13037.t1
OG0007015	SSPN1_76700.1	FhHiC23_g1283.t1
OG0007016	SSPN1_10470.1	FhHiC23_g11513.t1
OG0007017	SSPN1_48820.1	FhHiC23_g914.t1
OG0007018	SSPN1_90670.1	FhHiC23_g9215.t1
OG0007019	SSPN1_75630.1	FhHiC23_g2798.t1
OG0007020	SSPN1_54620.1	FhHiC23_g1890.t1, FhHiC23_g1890.t2
OG0007021	SSPN1_46920.1, SSPN1_46920.2	FhHiC23_g454.t1
OG0007022	SSPN1_62980.1	FhHiC23_g7890.t1
OG0007023	SSPN1_43620.1	FhHiC23_g15822.t1
OG0007024	SSPN1_80040.1	FhHiC23_g3818.t1
OG0007025	SSPN1_87690.1	FhHiC23_g15957.t1
OG0007026	SSPN1_64540.1	FhHiC23_g7425.t1
OG0007027	SSPN1_230.1	FhHiC23_g13361.t1
OG0007028	SSPN1_72180.1	FhHiC23_g3098.t1, FhHiC23_g3098.t2
OG0007029	SSPN1_11860.1	FhHiC23_g15439.t1
OG0007030	SSPN1_68230.1	FhHiC23_g3346.t1
OG0007031	SSPN1_33010.1, SSPN1_33020.1	FhHiC23_g14020.t1, FhHiC23_g14020.t2
OG0007032	SSPN1_76210.1	FhHiC23_g2632.t1
OG0007033	SSPN1_76220.1, SSPN1_76220.2	FhHiC23_g2631.t1
OG0007034	SSPN1_76230.1	FhHiC23_g2630.t1
OG0007035	SSPN1_67390.1	FhHiC23_g1356.t1
OG0007036	SSPN1_79390.1	FhHiC23_g3474.t1
OG0007037	SSPN1_64380.1	FhHiC23_g8523.t1
OG0007038	SSPN1_33100.1	FhHiC23_g4817.t1
OG0007039	SSPN1_50480.1	FhHiC23_g13836.t1, FhHiC23_g2341.t1
OG0007040	SSPN1_69700.1	FhHiC23_g2340.t1, FhHiC23_g13837.t1
OG0007041	SSPN1_28660.1	FhHiC23_g6528.t1
OG0007042	SSPN1_26490.1	FhHiC23_g10306.t1, FhHiC23_g10306.t2
OG0007043	SSPN1_82900.1	FhHiC23_g16658.t1
OG0007044	SSPN1_16650.1, SSPN1_16650.2	FhHiC23_g11174.t1
OG0007045	SSPN1_3470.1	FhHiC23_g12652.t1
OG0007046	SSPN1_80160.1	FhHiC23_g3807.t1
OG0007047	SSPN1_55800.1	FhHiC23_g7343.t1
OG0007048	SSPN1_62200.1	FhHiC23_g7130.t1
OG0007049	SSPN1_32250.1	FhHiC23_g6312.t1
OG0007050	SSPN1_19920.1	FhHiC23_g12403.t1
OG0007051	SSPN1_15850.2, SSPN1_15850.1	FhHiC23_g10714.t1
OG0007052	SSPN1_6450.1	FhHiC23_g11071.t1
OG0007053	SSPN1_34840.1	FhHiC23_g4785.t1
OG0007054	SSPN1_84240.1	FhHiC23_g4391.t1
OG0007055	SSPN1_68130.1	FhHiC23_g193.t1
OG0007056	SSPN1_22570.1	FhHiC23_g8978.t1
OG0007057	SSPN1_58800.1	FhHiC23_g7794.t1
OG0007058	SSPN1_2010.1	FhHiC23_g12119.t1
OG0007059	SSPN1_44190.1	FhHiC23_g52.t3
OG0007061	SSPN1_90180.1	FhHiC23_g9341.t1
OG0007062	SSPN1_22510.1	FhHiC23_g9579.t1, FhHiC23_g9579.t2
OG0007063	SSPN1_630.1	FhHiC23_g12978.t1
OG0007064	SSPN1_82880.1	FhHiC23_g15969.t1
OG0007065	SSPN1_4760.1	FhHiC23_g13508.t1
OG0007067	SSPN1_80310.1	FhHiC23_g3633.t1
OG0007069	SSPN1_35100.1	FhHiC23_g6477.t1
OG0007070	SSPN1_50820.1	FhHiC23_g2080.t1
OG0007071	SSPN1_52280.1	FhHiC23_g728.t1
OG0007072	SSPN1_35420.1	FhHiC23_g6577.t1
OG0007073	SSPN1_67730.1	FhHiC23_g2485.t1
OG0007074	SSPN1_72870.1	FhHiC23_g3105.t1, FhHiC23_g3105.t2
OG0007075	SSPN1_11620.1	FhHiC23_g11448.t1
OG0007076	SSPN1_38790.1, SSPN1_38790.2, SSPN1_38790.3	FhHiC23_g5389.t1
