Orthogroup	schistosoma_spindale	schistosoma_haematobium
OG0004569	SSPN1_16150.1, SSPN1_16150.2	SHAE2_16290.2, SHAE2_16290.3, SHAE2_16290.1, SHAE2_16290.4
OG0004570	SSPN1_47040.1	SHAE2_51860.1
OG0004571	SSPN1_51940.1	SHAE2_56960.1
OG0004572	SSPN1_79020.1	SHAE2_86410.2, SHAE2_86410.1, SHAE2_86410.3, SHAE2_86410.4
OG0004573	SSPN1_72320.1	SHAE2_79640.1
OG0004573	SSPN1_72320.1	SHAE2_79640.2
OG0004574	SSPN1_21430.1	SHAE2_24080.1, SHAE2_24080.2
OG0004575	SSPN1_43180.1	SHAE2_47480.1
OG0004576	SSPN1_22480.1	SHAE2_25560.2, SHAE2_25560.1, SHAE2_25560.3
OG0004577	SSPN1_74030.1	SHAE2_81280.1
OG0004578	SSPN1_9340.1, SSPN1_9340.2	SHAE2_22010.1
OG0004579	SSPN1_58730.1	SHAE2_70240.1
OG0004580	SSPN1_36300.1	SHAE2_37420.1
OG0004581	SSPN1_92990.1, SSPN1_42940.1	SHAE2_47210.1
OG0004582	SSPN1_63860.1	SHAE2_64440.1, SHAE2_64440.2
OG0004583	SSPN1_37720.1, SSPN1_37720.2, SSPN1_37720.3	SHAE2_36130.1
OG0004584	SSPN1_72850.1, SSPN1_72850.2	SHAE2_80230.1
OG0004586	SSPN1_11300.1	SHAE2_20660.1, SHAE2_20660.3, SHAE2_20660.2
OG0004587	SSPN1_70000.1	SHAE2_77320.2, SHAE2_77320.1
OG0004588	SSPN1_73690.3, SSPN1_73690.1, SSPN1_73690.2, SSPN1_73690.4	SHAE2_81000.1
OG0004589	SSPN1_1350.3, SSPN1_1350.1, SSPN1_1350.2	SHAE2_1720.1
OG0004590	SSPN1_90290.1	SHAE2_99140.1, SHAE2_99140.2
OG0004591	SSPN1_19370.2, SSPN1_19370.3, SSPN1_19370.4, SSPN1_19370.1	SHAE2_13020.1, SHAE2_13020.2
OG0004592	SSPN1_82220.1	SHAE2_90440.1, SHAE2_90440.2
OG0004593	SSPN1_26400.1	SHAE2_29740.1
OG0004594	SSPN1_73080.1	SHAE2_80440.1
OG0004595	SSPN1_10110.1	SHAE2_22430.1
OG0004596	SSPN1_61380.1	SHAE2_66910.2, SHAE2_66910.4, SHAE2_66910.5, SHAE2_66910.1, SHAE2_66910.3
OG0004597	SSPN1_48630.1	SHAE2_53550.1
OG0004598	SSPN1_38090.1	SHAE2_35090.1
OG0004599	SSPN1_18930.1	SHAE2_13450.1
OG0004600	SSPN1_42570.1	SHAE2_102420.1, SHAE2_102420.2, SHAE2_102420.3
OG0004601	SSPN1_3660.1	SHAE2_3090.4, SHAE2_3090.2
OG0004602	SSPN1_40350.3, SSPN1_40350.4, SSPN1_40350.1, SSPN1_40350.2	SHAE2_44490.1
OG0004603	SSPN1_45160.1	SHAE2_49940.1
OG0004604	SSPN1_21380.1	SHAE2_24150.2, SHAE2_24150.1
OG0004605	SSPN1_27970.1, SSPN1_27970.2	SHAE2_31320.1, SHAE2_31320.2, SHAE2_31320.3
OG0004606	SSPN1_93050.1	SHAE2_10850.1, SHAE2_10860.1
OG0004608	SSPN1_17300.1	SHAE2_14490.1, SHAE2_14490.2
OG0004609	SSPN1_25720.1	SHAE2_29080.1
OG0004610	SSPN1_67460.1	SHAE2_74560.1
OG0004611	SSPN1_62060.1	SHAE2_66220.3, SHAE2_66220.1, SHAE2_66220.2
OG0004612	SSPN1_66550.1	SHAE2_73590.1
OG0004613	SSPN1_88440.1	SHAE2_97250.1
OG0004614	SSPN1_75940.1	SHAE2_83360.1
OG0004615	SSPN1_1340.1	SHAE2_1710.1, SHAE2_1710.2
OG0004616	SSPN1_46700.1, SSPN1_46700.2	SHAE2_51490.1, SHAE2_51490.2
OG0004617	SSPN1_79460.1	SHAE2_86900.1
OG0004618	SSPN1_6500.1	SHAE2_7100.2, SHAE2_7100.3, SHAE2_7100.1
OG0004619	SSPN1_41510.1	SHAE2_45670.1
OG0004620	SSPN1_26960.1	SHAE2_30320.1, SHAE2_30320.2
OG0004621	SSPN1_92910.2, SSPN1_92910.1	SHAE2_101970.1
OG0004622	SSPN1_73120.1, SSPN1_73120.2	SHAE2_80470.1
OG0004623	SSPN1_32480.1	SHAE2_41480.1
OG0004624	SSPN1_40840.2, SSPN1_40840.1	SHAE2_45010.1
OG0004625	SSPN1_57800.1	SHAE2_71360.1
OG0004626	SSPN1_86000.1	SHAE2_95500.1
OG0004627	SSPN1_39510.1, SSPN1_39510.4	SHAE2_43690.1
OG0004628	SSPN1_35660.1	SHAE2_37990.1
OG0004629	SSPN1_86200.1	SHAE2_95280.1, SHAE2_95280.2, SHAE2_95280.3, SHAE2_95280.4
OG0004630	SSPN1_89810.1	SHAE2_98690.1
OG0004631	SSPN1_60820.1	SHAE2_67190.1
OG0004632	SSPN1_58990.1	SHAE2_69940.1
OG0004633	SSPN1_15150.1	SHAE2_17510.2, SHAE2_17510.1
OG0004634	SSPN1_87080.1, SSPN1_87080.2	SHAE2_94330.1
OG0004635	SSPN1_46130.1	SHAE2_50940.1
OG0004636	SSPN1_17780.1	SHAE2_15020.1
OG0004637	SSPN1_78710.1, SSPN1_78710.2	SHAE2_86080.1
OG0004638	SSPN1_20100.1	SHAE2_12220.1
OG0004639	SSPN1_81770.1	SHAE2_90160.1
OG0004640	SSPN1_25920.1	SHAE2_29360.1
OG0004641	SSPN1_49370.1	SHAE2_54340.1
OG0004642	SSPN1_45140.1	SHAE2_49920.1
OG0004643	SSPN1_20120.2, SSPN1_20120.1	SHAE2_12190.3, SHAE2_12190.4, SHAE2_12190.6, SHAE2_12190.5, SHAE2_12190.2, SHAE2_12190.1
OG0004644	SSPN1_59690.1	SHAE2_69170.1
OG0004645	SSPN1_84970.1	SHAE2_93470.1
OG0004646	SSPN1_72290.1	SHAE2_79610.1
OG0004647	SSPN1_17240.1	SHAE2_14430.1, SHAE2_14430.2
OG0004648	SSPN1_49190.1	SHAE2_54140.1, SHAE2_54140.2, SHAE2_54140.3, SHAE2_54140.4
OG0004649	SSPN1_36860.1, SSPN1_36860.2, SSPN1_36860.3	SHAE2_36880.1
OG0004650	SSPN1_23140.1, SSPN1_23140.2	SHAE2_26450.1
OG0004651	SSPN1_19070.1	SHAE2_13310.2, SHAE2_13310.3, SHAE2_13310.1, SHAE2_13310.4, SHAE2_13310.5, SHAE2_13310.6, SHAE2_13310.7
OG0004652	SSPN1_130.1	SHAE2_61020.1
OG0004653	SSPN1_85480.1	SHAE2_93990.2, SHAE2_93990.1
OG0004654	SSPN1_76310.1	SHAE2_83710.1, SHAE2_83710.2
OG0004655	SSPN1_10220.1	SHAE2_22550.1
OG0004656	SSPN1_89120.1	SHAE2_102690.1
OG0004658	SSPN1_7360.1, SSPN1_7360.2	SHAE2_7970.1
OG0004659	SSPN1_13560.1, SSPN1_13560.2	SHAE2_19390.1
OG0004660	SSPN1_19720.1, SSPN1_19720.2, SSPN1_19720.3, SSPN1_19720.4, SSPN1_19720.5, SSPN1_19720.6	SHAE2_12610.1
OG0004661	SSPN1_7990.1, SSPN1_7990.2	SHAE2_8600.1
OG0004662	SSPN1_39730.1	SHAE2_102400.1
OG0004662	SSPN1_39740.1	SHAE2_43880.1
OG0004664	SSPN1_51410.1	SHAE2_56410.1
OG0004665	SSPN1_69310.1	SHAE2_76500.1, SHAE2_76500.2
OG0004668	SSPN1_54170.1	SHAE2_59610.1, SHAE2_59600.1
OG0004669	SSPN1_4010.1, SSPN1_4010.2	SHAE2_4640.2, SHAE2_4640.1, SHAE2_4640.3
OG0004672	SSPN1_44990.1, SSPN1_45010.1	SHAE2_49770.4, SHAE2_49770.1, SHAE2_49770.3, SHAE2_49770.2
OG0004673	SSPN1_40450.1	SHAE2_44600.1, SHAE2_44600.2
OG0004674	SSPN1_30180.2, SSPN1_30180.3	SHAE2_33580.1
OG0004675	SSPN1_29510.1, SSPN1_29510.2	SHAE2_32820.1
OG0004676	SSPN1_34100.1, SSPN1_34100.2	SHAE2_39800.1
OG0004677	SSPN1_43100.1	SHAE2_47400.2, SHAE2_47400.3, SHAE2_47400.1
OG0004678	SSPN1_13590.1	SHAE2_19360.1
OG0004679	SSPN1_12800.1	SHAE2_23230.1
OG0004680	SSPN1_77860.5, SSPN1_77860.1, SSPN1_77860.2, SSPN1_77860.3, SSPN1_77860.4	SHAE2_85370.1, SHAE2_85370.2
OG0004681	SSPN1_87810.1	SHAE2_96700.1
OG0004682	SSPN1_69610.1	SHAE2_76770.1, SHAE2_76810.1, SHAE2_76850.1, SHAE2_76790.1, SHAE2_76830.1, SHAE2_76790.2
OG0004687	SSPN1_44690.1	SHAE2_48670.1
OG0004688	SSPN1_91630.1	SHAE2_100640.4, SHAE2_100640.1, SHAE2_100640.3, SHAE2_100640.2
OG0004689	SSPN1_89740.1, SSPN1_89740.2, SSPN1_89740.3, SSPN1_89740.4, SSPN1_89740.5	SHAE2_98440.1, SHAE2_98440.2
OG0004690	SSPN1_92310.1, SSPN1_92310.2	SHAE2_101340.1, SHAE2_101340.2
OG0004691	SSPN1_89930.3, SSPN1_89930.1, SSPN1_89930.2	SHAE2_98790.1
OG0004692	SSPN1_17710.1	SHAE2_14950.1
OG0004693	SSPN1_86160.1	SHAE2_95330.1, SHAE2_95330.2, SHAE2_95330.3, SHAE2_95330.4
OG0004694	SSPN1_16420.1, SSPN1_16420.2	SHAE2_13660.1, SHAE2_13660.3, SHAE2_13660.4, SHAE2_13660.2
OG0004695	SSPN1_49480.1	SHAE2_54460.4, SHAE2_54460.1, SHAE2_54460.2, SHAE2_54460.3
OG0004696	SSPN1_77510.1	SHAE2_84770.1
OG0004697	SSPN1_73470.1, SSPN1_73470.2	SHAE2_80780.1
OG0004698	SSPN1_28550.1	SHAE2_31800.1
OG0004699	SSPN1_76730.1	SHAE2_84120.1
OG0004700	SSPN1_88930.1	SHAE2_97700.1
OG0004701	SSPN1_27520.1, SSPN1_27520.2	SHAE2_30900.1
OG0004702	SSPN1_38440.1	SHAE2_34730.1
OG0004703	SSPN1_6110.1, SSPN1_6110.2	SHAE2_6750.1
OG0004704	SSPN1_70510.1	SHAE2_77840.1, SHAE2_77840.2, SHAE2_77840.4, SHAE2_77840.3
OG0004705	SSPN1_64460.1	SHAE2_63810.1, SHAE2_63810.2, SHAE2_63810.3
OG0004706	SSPN1_63500.1	SHAE2_64790.1
OG0004707	SSPN1_22430.1	SHAE2_25510.1, SHAE2_25510.2
OG0004708	SSPN1_92430.1, SSPN1_92430.2	SHAE2_101450.1, SHAE2_101450.2, SHAE2_101440.1
OG0004709	SSPN1_85140.1	SHAE2_93650.1, SHAE2_93650.2
OG0004710	SSPN1_33320.1	SHAE2_40600.2, SHAE2_40600.1
OG0004711	SSPN1_90230.1	SHAE2_99090.1
OG0004712	SSPN1_62750.1	SHAE2_65570.1
OG0004713	SSPN1_17230.1	SHAE2_14420.1
OG0004714	SSPN1_85230.1	SHAE2_93740.1
OG0004714	SSPN1_85230.2	SHAE2_93740.1
OG0004714	SSPN1_85230.3	SHAE2_93740.1
OG0004714	SSPN1_85230.1	SHAE2_93740.2
OG0004714	SSPN1_85230.2	SHAE2_93740.2
OG0004714	SSPN1_85230.3	SHAE2_93740.2
OG0004714	SSPN1_85230.1	SHAE2_93740.3
OG0004714	SSPN1_85230.2	SHAE2_93740.3
OG0004714	SSPN1_85230.3	SHAE2_93740.3
OG0004715	SSPN1_87960.1	SHAE2_96810.1, SHAE2_96810.2
OG0004716	SSPN1_63530.1	SHAE2_64750.1, SHAE2_64750.2
OG0004717	SSPN1_85330.1	SHAE2_93860.2, SHAE2_93860.1
OG0004718	SSPN1_36010.1	SHAE2_37700.1
OG0004719	SSPN1_74620.1, SSPN1_74620.2, SSPN1_74620.4, SSPN1_74620.3	SHAE2_81970.4, SHAE2_81970.3, SHAE2_81970.1, SHAE2_81970.5, SHAE2_81970.2
OG0004720	SSPN1_57450.1	SHAE2_71750.1
OG0004721	SSPN1_65760.1, SSPN1_65780.1	SHAE2_72760.1
OG0004722	SSPN1_45670.1	SHAE2_50490.1
OG0004723	SSPN1_43700.1, SSPN1_93440.1	SHAE2_48240.1, SHAE2_48240.2
OG0004724	SSPN1_41200.1	SHAE2_45350.1
OG0004725	SSPN1_91900.1	SHAE2_100920.1
OG0004726	SSPN1_67720.1	SHAE2_74820.1
OG0004727	SSPN1_70480.1	SHAE2_77800.1
OG0004728	SSPN1_79890.1	SHAE2_87380.1
OG0004729	SSPN1_7980.1, SSPN1_7980.2	SHAE2_8580.2, SHAE2_8580.1
OG0004730	SSPN1_85190.1, SSPN1_85190.2	SHAE2_93710.1
OG0004731	SSPN1_9850.1, SSPN1_9850.2	SHAE2_22170.4, SHAE2_22170.3, SHAE2_22170.1, SHAE2_22170.2, SHAE2_22170.5
OG0004732	SSPN1_8600.1	SHAE2_10560.1
OG0004733	SSPN1_64940.1, SSPN1_64940.2	SHAE2_72030.1
OG0004734	SSPN1_43630.1, SSPN1_43630.2	SHAE2_48000.1, SHAE2_48000.2
OG0004735	SSPN1_10290.1	SHAE2_22630.1
OG0004736	SSPN1_70960.2	SHAE2_78260.1
OG0004736	SSPN1_70960.3	SHAE2_78260.2
OG0004737	SSPN1_6530.1, SSPN1_6540.1	SHAE2_7130.1, SHAE2_7130.2, SHAE2_7130.3, SHAE2_7130.4
OG0004738	SSPN1_3770.1	SHAE2_4380.1, SHAE2_4380.2
OG0004739	SSPN1_44600.1, SSPN1_44600.2	SHAE2_48760.1
OG0004740	SSPN1_53740.1	SHAE2_58980.1
OG0004741	SSPN1_75310.1, SSPN1_75310.2	SHAE2_82670.1
OG0004742	SSPN1_83850.1	SHAE2_91970.1
OG0004744	SSPN1_34000.1	SHAE2_39900.4, SHAE2_39900.5, SHAE2_39900.1, SHAE2_39900.2, SHAE2_39900.3
OG0004745	SSPN1_12060.1	SHAE2_21410.1
OG0004746	SSPN1_51700.1	SHAE2_56730.1, SHAE2_56730.2, SHAE2_56730.3
OG0004747	SSPN1_67680.1	SHAE2_74790.1, SHAE2_74790.2
OG0004748	SSPN1_12070.1	SHAE2_21420.1
OG0004749	SSPN1_90920.1	SHAE2_99890.1
OG0004750	SSPN1_24630.1, SSPN1_24630.2, SSPN1_24630.3	SHAE2_27940.1
OG0004751	SSPN1_63580.1	SHAE2_64700.1
OG0004752	SSPN1_16890.1	SHAE2_14090.3, SHAE2_14090.1, SHAE2_14090.2
OG0004753	SSPN1_7440.1	SHAE2_8050.1
OG0004754	SSPN1_55180.1	SHAE2_61030.1
OG0004755	SSPN1_88040.1, SSPN1_88040.2, SSPN1_88040.3	SHAE2_96890.1
OG0004756	SSPN1_62210.1	SHAE2_66060.1
OG0004757	SSPN1_92190.1, SSPN1_92190.2	SHAE2_101240.2, SHAE2_101240.3, SHAE2_101240.1
OG0004758	SSPN1_72450.1	SHAE2_79780.1
OG0004759	SSPN1_22990.1	SHAE2_26310.1
OG0004760	SSPN1_56780.1	SHAE2_62700.1, SHAE2_62700.2, SHAE2_62700.3
OG0004761	SSPN1_17450.1	SHAE2_14540.1, SHAE2_14630.1
OG0004762	SSPN1_91170.1, SSPN1_91170.3, SSPN1_91170.2	SHAE2_100170.1
OG0004763	SSPN1_67310.1	SHAE2_74390.1, SHAE2_74390.2
OG0004764	SSPN1_88470.1	SHAE2_97280.1
OG0004765	SSPN1_37950.1	SHAE2_35860.2, SHAE2_35860.3, SHAE2_35860.1
OG0004766	SSPN1_62870.1, SSPN1_62870.2	SHAE2_65470.1
OG0004767	SSPN1_39280.1	SHAE2_43430.2, SHAE2_43430.1, SHAE2_43430.4, SHAE2_43430.3
OG0004768	SSPN1_3710.1	SHAE2_4310.1
OG0004769	SSPN1_34300.2, SSPN1_34300.1	SHAE2_39610.1
OG0004770	SSPN1_65090.1, SSPN1_65100.1	SHAE2_68490.1
OG0004771	SSPN1_47760.1	SHAE2_52590.1, SHAE2_52590.2
OG0004772	SSPN1_90080.1	SHAE2_98960.1
OG0004773	SSPN1_29250.1	SHAE2_32560.1, SHAE2_32560.2
OG0004774	SSPN1_70020.1	SHAE2_77340.2, SHAE2_77340.1
OG0004775	SSPN1_41120.1	SHAE2_45280.1, SHAE2_45280.2
OG0004776	SSPN1_37560.1	SHAE2_103420.1, SHAE2_103420.2, SHAE2_103420.3, SHAE2_103420.4
OG0004777	SSPN1_72140.1	SHAE2_79460.1, SHAE2_79460.2
OG0004778	SSPN1_53360.1, SSPN1_53360.2	SHAE2_58430.1
OG0004779	SSPN1_14990.1	SHAE2_17690.1, SHAE2_17690.2
OG0004780	SSPN1_16850.3, SSPN1_16850.2, SSPN1_16850.1	SHAE2_14050.1
OG0004781	SSPN1_70120.1	SHAE2_77420.1
OG0004782	SSPN1_72000.1	SHAE2_79320.1
OG0004783	SSPN1_77990.1, SSPN1_77990.2	SHAE2_85480.3, SHAE2_85480.1, SHAE2_85480.2
OG0004784	SSPN1_79260.2, SSPN1_79260.4, SSPN1_79260.3	SHAE2_86720.2
OG0004785	SSPN1_80950.1	SHAE2_89380.1
OG0004786	SSPN1_45080.1, SSPN1_45080.2	SHAE2_49850.1, SHAE2_49850.2
OG0004787	SSPN1_53460.1	SHAE2_58520.1
OG0004788	SSPN1_85630.2, SSPN1_85630.1	SHAE2_94190.1
OG0004789	SSPN1_62000.1	SHAE2_66270.1, SHAE2_66280.1
OG0004790	SSPN1_12830.1, SSPN1_12830.2, SSPN1_12830.3, SSPN1_12830.4	SHAE2_23160.1
OG0004791	SSPN1_17540.1	SHAE2_14730.2, SHAE2_14730.1
OG0004792	SSPN1_51460.1, SSPN1_51460.2	SHAE2_56450.1
OG0004793	SSPN1_69350.1, SSPN1_69350.2	SHAE2_76540.1, SHAE2_76540.2, SHAE2_76540.3, SHAE2_76540.4
OG0004794	SSPN1_67880.1	SHAE2_74970.1, SHAE2_74970.3, SHAE2_74970.2
OG0004795	SSPN1_38730.1	SHAE2_34430.1
OG0004796	SSPN1_11710.1, SSPN1_11710.2, SSPN1_11710.3	SHAE2_21110.1
OG0004797	SSPN1_92200.1	SHAE2_101250.1
OG0004798	SSPN1_19120.1	SHAE2_13260.1
OG0004799	SSPN1_89480.1	SHAE2_98370.1
OG0004800	SSPN1_11680.2, SSPN1_11680.3	SHAE2_21060.1
OG0004802	SSPN1_65430.1	SHAE2_68070.2, SHAE2_68070.1
OG0004803	SSPN1_57070.1	SHAE2_63050.1
OG0004804	SSPN1_14560.4, SSPN1_14560.1, SSPN1_14560.2, SSPN1_14560.3	SHAE2_18190.1
OG0004806	SSPN1_50140.1	SHAE2_55140.1
OG0004807	SSPN1_52980.1, SSPN1_52980.2	SHAE2_57980.3, SHAE2_57980.1, SHAE2_57980.4, SHAE2_57980.2
OG0004808	SSPN1_73640.2, SSPN1_73640.1	SHAE2_80950.1
OG0004809	SSPN1_48660.1	SHAE2_53590.1
OG0004810	SSPN1_91210.2, SSPN1_91210.1	SHAE2_100210.1
OG0004811	SSPN1_31020.1	SHAE2_42910.1
OG0004812	SSPN1_37750.1	SHAE2_36090.1
OG0004813	SSPN1_85740.1	SHAE2_95810.1
OG0004814	SSPN1_5610.1	SHAE2_6230.1
OG0004815	SSPN1_64660.1	SHAE2_63590.1, SHAE2_63590.2
OG0004816	SSPN1_73650.1	SHAE2_80960.1, SHAE2_80960.2, SHAE2_80960.3, SHAE2_80960.4
OG0004817	SSPN1_78440.1	SHAE2_85790.1, SHAE2_85790.2, SHAE2_85790.3
OG0004818	SSPN1_89250.1	SHAE2_98010.1
OG0004819	SSPN1_75440.1	SHAE2_82820.1
OG0004820	SSPN1_37250.1, SSPN1_37250.2	SHAE2_36500.1, SHAE2_36500.2, SHAE2_36500.3
OG0004821	SSPN1_43900.1	SHAE2_48350.1
OG0004822	SSPN1_22810.6, SSPN1_22810.1, SSPN1_22810.5, SSPN1_22810.7, SSPN1_22810.2, SSPN1_22810.3, SSPN1_22810.4	SHAE2_26120.1
OG0004823	SSPN1_56050.1, SSPN1_56050.2, SSPN1_56050.3	SHAE2_95110.1, SHAE2_61930.1
OG0004824	SSPN1_70390.1, SSPN1_70390.2	SHAE2_77690.1
OG0004825	SSPN1_64250.1, SSPN1_64260.1	SHAE2_64000.1
OG0004826	SSPN1_77820.1	SHAE2_85320.1
OG0004827	SSPN1_83630.1	SHAE2_92180.1
OG0004828	SSPN1_23150.1	SHAE2_26460.1
OG0004829	SSPN1_32800.1, SSPN1_32800.2, SSPN1_32800.3	SHAE2_41070.1
OG0004830	SSPN1_58670.1	SHAE2_70330.1
OG0004831	SSPN1_27030.1	SHAE2_30400.1
OG0004832	SSPN1_34440.1, SSPN1_34440.2	SHAE2_39420.1
OG0004833	SSPN1_34180.4	SHAE2_39710.1
OG0004834	SSPN1_39000.1, SSPN1_93210.1, SSPN1_93210.2	SHAE2_34120.1
OG0004835	SSPN1_24090.1	SHAE2_27430.1, SHAE2_27440.1
OG0004836	SSPN1_81890.1, SSPN1_81890.2	SHAE2_90760.1
OG0004837	SSPN1_18730.1	SHAE2_16020.1
OG0004838	SSPN1_72020.1	SHAE2_79340.4, SHAE2_79340.2, SHAE2_79340.3, SHAE2_79340.1
OG0004839	SSPN1_610.3, SSPN1_610.2, SSPN1_610.1	SHAE2_230.1
OG0004840	SSPN1_49680.1	SHAE2_54670.1
OG0004841	SSPN1_59220.1	SHAE2_69680.1, SHAE2_69680.3, SHAE2_69680.2
OG0004842	SSPN1_69760.1, SSPN1_69760.2	SHAE2_77040.1, SHAE2_77040.2
OG0004843	SSPN1_33430.1	SHAE2_40490.1
OG0004844	SSPN1_1920.1	SHAE2_2270.1
OG0004845	SSPN1_1930.1	SHAE2_2280.1, SHAE2_2280.2
OG0004846	SSPN1_76080.1	SHAE2_83490.1
OG0004847	SSPN1_67060.1	SHAE2_74120.1
OG0004849	SSPN1_44080.1	SHAE2_49290.1
OG0004850	SSPN1_65130.1	SHAE2_68470.1, SHAE2_68470.4, SHAE2_68470.2, SHAE2_68470.3, SHAE2_68470.7, SHAE2_68470.5, SHAE2_68470.6, SHAE2_68470.8
OG0004851	SSPN1_12130.1	SHAE2_21480.1
OG0004852	SSPN1_50790.1	SHAE2_55790.1
OG0004853	SSPN1_23960.1	SHAE2_27280.1
OG0004854	SSPN1_88090.1	SHAE2_96940.1
OG0004855	SSPN1_38030.1	SHAE2_35150.1
OG0004856	SSPN1_75750.1, SSPN1_75750.2	SHAE2_83160.1
OG0004857	SSPN1_44660.1, SSPN1_44660.2	SHAE2_48700.1
OG0004858	SSPN1_76640.1	SHAE2_84030.1
OG0004859	SSPN1_58050.1	SHAE2_70990.2, SHAE2_70990.1, SHAE2_70990.3
OG0004860	SSPN1_46340.1	SHAE2_51150.1, SHAE2_51150.2
OG0004861	SSPN1_26170.1, SSPN1_26170.2, SSPN1_26170.3	SHAE2_29530.1
OG0004862	SSPN1_48850.1	SHAE2_53790.1
OG0004863	SSPN1_90520.1	SHAE2_99380.1
OG0004864	SSPN1_36880.1	SHAE2_36860.1
OG0004865	SSPN1_23100.4, SSPN1_23100.1, SSPN1_23100.3	SHAE2_26420.1
OG0004866	SSPN1_58950.1	SHAE2_69980.1
OG0004867	SSPN1_64550.1	SHAE2_63690.1, SHAE2_63690.2
OG0004868	SSPN1_5860.1, SSPN1_5870.1	SHAE2_6470.1, SHAE2_6470.2
OG0004869	SSPN1_13540.1	SHAE2_19430.1
OG0004870	SSPN1_77920.1	SHAE2_85410.1
OG0004871	SSPN1_8320.1, SSPN1_8320.2	SHAE2_10270.1, SHAE2_10270.2, SHAE2_10270.3
OG0004872	SSPN1_9440.1, SSPN1_9440.2	SHAE2_21910.1
OG0004873	SSPN1_40430.1	SHAE2_44580.1
OG0004874	SSPN1_3090.1, SSPN1_3090.2, SSPN1_3090.4, SSPN1_3090.3	SHAE2_3710.1
OG0004875	SSPN1_2930.2, SSPN1_2930.1, SSPN1_2930.3	SHAE2_3510.1
OG0004876	SSPN1_53280.2, SSPN1_53280.1, SSPN1_53280.4, SSPN1_53280.3	SHAE2_58320.1
OG0004877	SSPN1_79010.1	SHAE2_86400.1
OG0004878	SSPN1_67150.1, SSPN1_67150.4, SSPN1_67150.2, SSPN1_67150.3, SSPN1_67150.5, SSPN1_67150.6	SHAE2_74230.1, SHAE2_74230.2
OG0004879	SSPN1_64240.1	SHAE2_64010.1
OG0004880	SSPN1_14080.3, SSPN1_14080.1, SSPN1_14080.2	SHAE2_18780.1
OG0004881	SSPN1_18390.1	SHAE2_15720.1
OG0004882	SSPN1_2220.1	SHAE2_2570.1
OG0004883	SSPN1_21550.1	SHAE2_11360.1
OG0004884	SSPN1_79400.1	SHAE2_86830.1
OG0004885	SSPN1_1150.1	SHAE2_1180.1, SHAE2_1180.2
OG0004886	SSPN1_5950.1	SHAE2_6580.1
OG0004887	SSPN1_50750.1	SHAE2_55740.1
OG0004888	SSPN1_77910.1, SSPN1_77910.3, SSPN1_77910.2	SHAE2_85400.1
OG0004889	SSPN1_54790.1	SHAE2_60270.1
OG0004890	SSPN1_87120.1	SHAE2_94290.1
OG0004891	SSPN1_29760.1	SHAE2_33120.1, SHAE2_33120.2, SHAE2_33120.3, SHAE2_33120.4
OG0004892	SSPN1_69950.1, SSPN1_69950.2	SHAE2_77270.1, SHAE2_77270.2, SHAE2_77270.3
OG0004893	SSPN1_12270.1	SHAE2_21590.1
OG0004894	SSPN1_54760.1, SSPN1_54760.2	SHAE2_60240.3, SHAE2_60240.2, SHAE2_60240.1, SHAE2_60240.4
OG0004895	SSPN1_88830.1, SSPN1_88830.2, SSPN1_88830.3	SHAE2_97810.1
OG0004896	SSPN1_32260.1	SHAE2_41690.1
OG0004897	SSPN1_20070.2, SSPN1_20070.1	SHAE2_12260.1
OG0004898	SSPN1_45370.1	SHAE2_50160.1
OG0004899	SSPN1_46260.1, SSPN1_46260.2	SHAE2_51050.2, SHAE2_51050.1
OG0004900	SSPN1_26150.1	SHAE2_29500.2, SHAE2_29500.1
OG0004901	SSPN1_46190.1	SHAE2_50970.1
OG0004902	SSPN1_33910.1	SHAE2_39980.1
OG0004903	SSPN1_60860.1, SSPN1_60860.2	SHAE2_67240.1
OG0004904	SSPN1_59970.3, SSPN1_59970.2, SSPN1_59970.1	SHAE2_68830.1
OG0004905	SSPN1_18300.2, SSPN1_18300.1, SSPN1_18300.3	SHAE2_15630.1, SHAE2_15630.2, SHAE2_15630.4, SHAE2_15630.3, SHAE2_15630.5
OG0004906	SSPN1_17480.1, SSPN1_17480.2, SSPN1_17480.3	SHAE2_14650.1
OG0004907	SSPN1_57300.1, SSPN1_57300.2	SHAE2_63310.1
OG0004908	SSPN1_28300.1	SHAE2_31650.1
OG0004909	SSPN1_17090.1, SSPN1_17090.2	SHAE2_14290.1, SHAE2_14290.2
OG0004910	SSPN1_10070.1, SSPN1_10070.3, SSPN1_10070.2	SHAE2_22390.1
OG0004911	SSPN1_1080.1	SHAE2_1100.1
OG0004912	SSPN1_86350.3, SSPN1_86350.4, SSPN1_86350.1, SSPN1_86350.5, SSPN1_86350.2	SHAE2_95100.1
OG0004913	SSPN1_55730.3, SSPN1_55730.1, SSPN1_55730.2	SHAE2_61400.1
OG0004914	SSPN1_63290.1, SSPN1_63290.3, SSPN1_63290.4, SSPN1_63290.2	SHAE2_65020.2, SHAE2_65020.1
OG0004915	SSPN1_9690.1, SSPN1_9690.2	SHAE2_23710.1, SHAE2_23710.2
OG0004916	SSPN1_13740.1	SHAE2_19160.1
OG0004917	SSPN1_35360.1, SSPN1_35360.2, SSPN1_35360.3, SSPN1_35360.4	SHAE2_38380.1
OG0004918	SSPN1_82910.1	SHAE2_91510.1
OG0004919	SSPN1_50810.1, SSPN1_50810.2	SHAE2_55810.3, SHAE2_55810.5
