Orthogroup	schistosoma_spindale	schistosoma_japonicum
OG0005863	SSPN1_46750.1, SSPN1_46750.2, SSPN1_46750.3	EWB00_010715.1, EWB00_010715.2, EWB00_010715.3
OG0005864	SSPN1_21350.1, SSPN1_21350.2, SSPN1_21350.3, SSPN1_21350.4, SSPN1_21350.5	EWB00_002394
OG0005865	SSPN1_9530.1	EWB00_003515
OG0005866	SSPN1_69220.1, SSPN1_69220.2	EWB00_002758
OG0005867	SSPN1_27440.1, SSPN1_27440.2	EWB00_003305.1, EWB00_003305.2, EWB00_003305.3
OG0005868	SSPN1_92110.1, SSPN1_92110.2, SSPN1_92110.3	EWB00_006685.1, EWB00_006685.2, EWB00_006685.3
OG0005869	SSPN1_89420.1, SSPN1_89420.2	EWB00_008769.1, EWB00_008769.3, EWB00_008769.2
OG0005870	SSPN1_23300.1	EWB00_006988.1, EWB00_006988.2
OG0005871	SSPN1_75590.1	EWB00_001233
OG0005872	SSPN1_45460.1, SSPN1_45460.2	EWB00_002079.1, EWB00_002079.2
OG0005873	SSPN1_69730.1	EWB00_004985
OG0005874	SSPN1_58290.1, SSPN1_58290.2	EWB00_003982
OG0005875	SSPN1_61080.1	EWB00_003958.2, EWB00_003958.1, EWB00_007133, EWB00_007140
OG0005876	SSPN1_57560.1	EWB00_005785, EWB00_005784
OG0005877	SSPN1_26730.1, SSPN1_26730.2	EWB00_003361.1, EWB00_003361.2, EWB00_003361.3, EWB00_003361.4
OG0005878	SSPN1_40560.1	EWB00_002963.1, EWB00_002963.2
OG0005879	SSPN1_42210.1	EWB00_009253
OG0005880	SSPN1_33860.1	EWB00_005604.5, EWB00_005604.4, EWB00_005604.7, EWB00_005604.1, EWB00_005604.2, EWB00_005604.6, EWB00_005604.3
OG0005881	SSPN1_14890.1	EWB00_010279.3, EWB00_010279.5, EWB00_010279.1, EWB00_010279.2, EWB00_010279.4
OG0005883	SSPN1_46510.1, SSPN1_46510.2	EWB00_010742, EWB00_010743, EWB00_010740, EWB00_010741
OG0005892	SSPN1_33520.2, SSPN1_33520.1, SSPN1_33520.3	EWB00_001307.1, EWB00_001307.2
OG0005894	SSPN1_19220.1	EWB00_004191
OG0005895	SSPN1_90270.1, SSPN1_90270.2, SSPN1_90260.1	EWB00_005510
OG0005896	SSPN1_39530.1	EWB00_007974, EWB00_007973
OG0005897	SSPN1_90070.1	EWB00_000785
OG0005898	SSPN1_42330.1	EWB00_010855
OG0005899	SSPN1_90100.1	EWB00_000789
OG0005900	SSPN1_30280.1	EWB00_004618.1, EWB00_004618.3, EWB00_004618.2
OG0005901	SSPN1_64560.1	EWB00_003871
OG0005902	SSPN1_7630.1	EWB00_002094
OG0005903	SSPN1_5350.1	EWB00_006309.1, EWB00_006309.2, EWB00_006309.3
OG0005904	SSPN1_22800.1, SSPN1_22800.3, SSPN1_22800.2	EWB00_007077
OG0005905	SSPN1_64990.1	EWB00_006244
OG0005906	SSPN1_70910.1, SSPN1_70910.2, SSPN1_70910.3	EWB00_010916
OG0005907	SSPN1_40140.1	EWB00_007652.1, EWB00_007652.2
OG0005908	SSPN1_31290.1, SSPN1_31290.2	EWB00_004591
OG0005909	SSPN1_16260.1	EWB00_004205
OG0005910	SSPN1_73440.1, SSPN1_73440.2	EWB00_010977
OG0005911	SSPN1_91560.1	EWB00_001454, EWB00_001455
OG0005912	SSPN1_91390.1	EWB00_001428
OG0005913	SSPN1_86900.1	EWB00_011392.2, EWB00_011392.1, EWB00_011392.3
OG0005914	SSPN1_73040.1	EWB00_009105
OG0005916	SSPN1_11590.1	EWB00_001065
OG0005917	SSPN1_59280.1	EWB00_010503
OG0005918	SSPN1_37540.1	EWB00_002923.1, EWB00_002923.2, EWB00_002923.3, EWB00_002923.5, EWB00_002923.4
OG0005919	SSPN1_21650.1	EWB00_008562
OG0005920	SSPN1_2810.1	EWB00_007583.1, EWB00_007583.2
OG0005921	SSPN1_66830.1	EWB00_010098
OG0005922	SSPN1_9740.1	EWB00_010786.1, EWB00_010786.2
OG0005923	SSPN1_28170.1	EWB00_003425.2, EWB00_010825, EWB00_003425.1
OG0005924	SSPN1_14270.1	EWB00_002459
OG0005925	SSPN1_67620.1	EWB00_007912.1, EWB00_007912.3, EWB00_007912.2
OG0005926	SSPN1_62310.1	EWB00_004025
OG0005927	SSPN1_25420.1	EWB00_005052.2, EWB00_005052.1
OG0005928	SSPN1_65650.1	EWB00_008938.1, EWB00_008938.2
OG0005929	SSPN1_62760.1, SSPN1_62780.1	EWB00_011139
OG0005930	SSPN1_76790.1	EWB00_003345
OG0005931	SSPN1_70010.1	EWB00_006608.3, EWB00_006608.1, EWB00_006608.2
OG0005932	SSPN1_2150.1	EWB00_007193, EWB00_007192
OG0005934	SSPN1_13000.1	EWB00_002519
OG0005935	SSPN1_38750.1	EWB00_007845
OG0005936	SSPN1_62910.1	EWB00_011124.1, EWB00_011124.2
OG0005937	SSPN1_86680.1, SSPN1_86680.2	EWB00_004946
OG0005938	SSPN1_69900.1	EWB00_006593
OG0005940	SSPN1_26330.1, SSPN1_26330.2	EWB00_010885
OG0005941	SSPN1_90850.1	EWB00_011194.1, EWB00_011194.2, EWB00_011194.3
OG0005942	SSPN1_79900.2, SSPN1_79900.1	EWB00_007031
OG0005943	SSPN1_15830.1	EWB00_010868, EWB00_004173.2, EWB00_004173.1
OG0005944	SSPN1_64270.1	EWB00_006565
OG0005945	SSPN1_2760.1	EWB00_007587.2, EWB00_007587.1
OG0005947	SSPN1_18610.1	EWB00_003705
OG0005948	SSPN1_35700.1	EWB00_001464
OG0005949	SSPN1_20180.1	EWB00_008464.2, EWB00_008464.3, EWB00_008464.1, EWB00_008464.4
OG0005950	SSPN1_48350.1, SSPN1_48350.2	EWB00_005361
OG0005951	SSPN1_6300.1	EWB00_008981
OG0005952	SSPN1_79430.1	EWB00_008478
OG0005953	SSPN1_66110.1, SSPN1_66110.2	EWB00_008918.1, EWB00_008918.2
OG0005954	SSPN1_10360.1	EWB00_002486.3, EWB00_002486.1, EWB00_002486.2
OG0005955	SSPN1_87880.1	EWB00_006718
OG0005956	SSPN1_29420.1	EWB00_006071
OG0005957	SSPN1_23170.1	EWB00_002855
OG0005958	SSPN1_71360.1, SSPN1_71360.2	EWB00_009113.1, EWB00_009113.2
OG0005959	SSPN1_31730.1	EWB00_006190.2, EWB00_006190.4, EWB00_006190.1, EWB00_006190.3
OG0005960	SSPN1_82090.1, SSPN1_82090.2	EWB00_008606
OG0005961	SSPN1_66040.1	EWB00_008923
OG0005962	SSPN1_89220.1, SSPN1_89220.2	EWB00_009426
OG0005963	SSPN1_61770.1	EWB00_007730
OG0005964	SSPN1_38690.1, SSPN1_38690.2	EWB00_007851
OG0005965	SSPN1_10190.1, SSPN1_10190.2	EWB00_006441
OG0005966	SSPN1_84340.1	EWB00_007526
OG0005967	SSPN1_70080.1	EWB00_006614.1, EWB00_006614.2
OG0005969	SSPN1_41910.1	EWB00_001805
OG0005970	SSPN1_21010.3, SSPN1_21010.1, SSPN1_21010.2	EWB00_002422
OG0005971	SSPN1_24780.1	EWB00_006977.1
OG0005972	SSPN1_52410.1	EWB00_008115.1, EWB00_008115.2, EWB00_008115.3
OG0005973	SSPN1_42870.1	EWB00_009699.1, EWB00_009699.2
OG0005974	SSPN1_21220.1	EWB00_005819
OG0005975	SSPN1_68370.1, SSPN1_68370.2	EWB00_006104
OG0005976	SSPN1_29650.1, SSPN1_29650.2, SSPN1_29650.3	EWB00_002895.1, EWB00_002895.2, EWB00_002895.3
OG0005977	SSPN1_50280.1	EWB00_003551
OG0005978	SSPN1_82790.1, SSPN1_82790.2	EWB00_005304
OG0005979	SSPN1_27040.1	EWB00_006967
OG0005980	SSPN1_54430.1	EWB00_007832
OG0005981	SSPN1_89610.1	EWB00_008974
OG0005982	SSPN1_59910.1	EWB00_009876, EWB00_009873
OG0005983	SSPN1_46940.1	EWB00_005415
OG0005984	SSPN1_59100.1	EWB00_010482, EWB00_010480
OG0005985	SSPN1_26930.1, SSPN1_26930.2	EWB00_006956
OG0005986	SSPN1_10320.1, SSPN1_10320.2	EWB00_002480.1, EWB00_002480.2
OG0005987	SSPN1_10310.1, SSPN1_10310.2, SSPN1_10310.3	EWB00_002479
OG0005988	SSPN1_92330.1	EWB00_009980
OG0005989	SSPN1_78500.1, SSPN1_78500.2	EWB00_008827
OG0005990	SSPN1_54410.1	EWB00_007830.1, EWB00_007830.2, EWB00_007830.3, EWB00_007830.4
OG0005991	SSPN1_52430.1	EWB00_008113
OG0005992	SSPN1_45710.1	EWB00_006900, EWB00_006899
OG0005993	SSPN1_74970.1, SSPN1_74970.2	EWB00_004574.1, EWB00_004574.2
OG0005994	SSPN1_51960.1	EWB00_006475
OG0005996	SSPN1_12100.1	EWB00_008813.3, EWB00_008813.2, EWB00_008813.1
OG0005997	SSPN1_420.1	EWB00_005681
OG0005998	SSPN1_46400.1	EWB00_010753
OG0005999	SSPN1_77090.1, SSPN1_77090.2, SSPN1_77090.3	EWB00_007496
OG0006000	SSPN1_16860.1	EWB00_000693.3, EWB00_000693.2, EWB00_000693.1
OG0006001	SSPN1_84690.2, SSPN1_84690.1	EWB00_000736, EWB00_000737
OG0006002	SSPN1_50180.1, SSPN1_50180.2	EWB00_003561
OG0006003	SSPN1_36400.1	EWB00_003396
OG0006004	SSPN1_48110.1	EWB00_007593
OG0006005	SSPN1_70240.1, SSPN1_70230.1	EWB00_001192.1, EWB00_001192.2
OG0006006	SSPN1_44930.1	EWB00_004049
OG0006007	SSPN1_10150.1	EWB00_006436
OG0006008	SSPN1_68880.1	EWB00_007363.2, EWB00_007363.1, EWB00_007363.3
OG0006009	SSPN1_79830.1	EWB00_007025
OG0006010	SSPN1_79090.1	EWB00_003771
OG0006011	SSPN1_59550.1	EWB00_000911
OG0006012	SSPN1_58440.1, SSPN1_58440.2	EWB00_004000
OG0006013	SSPN1_21070.1	EWB00_002413
OG0006014	SSPN1_71650.1	EWB00_008227.2, EWB00_008227.1
OG0006015	SSPN1_72240.5, SSPN1_72240.2, SSPN1_72240.4, SSPN1_72240.1	EWB00_001370.2
OG0006016	SSPN1_76390.1, SSPN1_76390.2, SSPN1_76390.3	EWB00_008198, EWB00_008194, EWB00_008197
OG0006017	SSPN1_76400.1	EWB00_008199
OG0006018	SSPN1_86870.1	EWB00_011389.1, EWB00_011389.2
OG0006019	SSPN1_82140.1	EWB00_001331, EWB00_001330, EWB00_001332
OG0006021	SSPN1_73270.1	EWB00_010958
OG0006022	SSPN1_62180.1, SSPN1_62180.2	EWB00_004015.2, EWB00_004015.1, EWB00_004015.3
OG0006023	SSPN1_11320.1	EWB00_005459
OG0006024	SSPN1_45500.1	EWB00_002083
OG0006025	SSPN1_15740.1	EWB00_004165.1, EWB00_004165.2
OG0006026	SSPN1_320.1	EWB00_008011
OG0006027	SSPN1_23720.1	EWB00_001114
OG0006028	SSPN1_47880.1	EWB00_007621
OG0006029	SSPN1_54200.1	EWB00_001205.1, EWB00_001205.2, EWB00_001205.3
OG0006030	SSPN1_36510.1	EWB00_007859
OG0006031	SSPN1_12020.1	EWB00_000050, EWB00_000049.1, EWB00_000049.2
OG0006032	SSPN1_20250.1	EWB00_008470
OG0006033	SSPN1_39900.1	EWB00_004151.1, EWB00_004151.2
OG0006034	SSPN1_42090.1	EWB00_008255
OG0006035	SSPN1_54140.1	EWB00_007835.1, EWB00_007835.2
OG0006036	SSPN1_80090.1	EWB00_007280, EWB00_007279.1, EWB00_007279.2, EWB00_011183
OG0006037	SSPN1_81130.1	EWB00_007312.1, EWB00_007312.3, EWB00_007312.4, EWB00_007312.2
OG0006038	SSPN1_42040.1	EWB00_008260.1, EWB00_008260.3, EWB00_008260.2
OG0006039	SSPN1_49240.1, SSPN1_49240.2, SSPN1_49240.3	EWB00_010606
OG0006040	SSPN1_55290.1	EWB00_011229
OG0006042	SSPN1_30340.1	EWB00_004612.1, EWB00_004612.2, EWB00_004612.3, EWB00_004612.4, EWB00_004612.5
OG0006043	SSPN1_11090.1	EWB00_005439
OG0006044	SSPN1_66390.1, SSPN1_66390.2	EWB00_010045
OG0006045	SSPN1_34790.1, SSPN1_34780.1	EWB00_004287
OG0006046	SSPN1_17620.1	EWB00_009995.1, EWB00_009995.2
OG0006047	SSPN1_37450.1	EWB00_002911
OG0006048	SSPN1_8000.3, SSPN1_8000.1, SSPN1_8000.4, SSPN1_8000.5, SSPN1_8000.2	EWB00_008705.1, EWB00_008705.2, EWB00_008705.3
OG0006049	SSPN1_39320.1	EWB00_002834.1, EWB00_002834.2
OG0006050	SSPN1_62770.1	EWB00_011138.1, EWB00_011138.2, EWB00_011138.3
OG0006051	SSPN1_7030.1	EWB00_007778
OG0006052	SSPN1_69920.1	EWB00_006595
OG0006053	SSPN1_64860.1	EWB00_006226.2, EWB00_006226.1, EWB00_006226.3, EWB00_006226.4
OG0006054	SSPN1_65530.1	EWB00_010426.1, EWB00_010426.2
OG0006055	SSPN1_4570.2, SSPN1_4570.3, SSPN1_4570.1	EWB00_000863
OG0006056	SSPN1_15670.1	EWB00_002319
OG0006057	SSPN1_29520.1	EWB00_002877.1, EWB00_002877.2
OG0006058	SSPN1_10610.1	EWB00_006562.1, EWB00_006562.2
OG0006059	SSPN1_69790.1	EWB00_004976.1, EWB00_004976.2
OG0006060	SSPN1_3200.1	EWB00_007338
OG0006061	SSPN1_82240.1	EWB00_001346
OG0006062	SSPN1_35180.1	EWB00_006866
OG0006063	SSPN1_43740.1	EWB00_009916
OG0006064	SSPN1_67200.1	EWB00_001610
OG0006067	SSPN1_41920.1, SSPN1_41920.2, SSPN1_41920.3	EWB00_001804
OG0006068	SSPN1_39760.1	EWB00_001577.2, EWB00_001577.1, EWB00_001577.3
OG0006070	SSPN1_58330.1	EWB00_003986
OG0006071	SSPN1_73890.1, SSPN1_73890.2	EWB00_010029, EWB00_010269
OG0006072	SSPN1_80020.1, SSPN1_80020.2, SSPN1_80030.1	EWB00_007036
OG0006073	SSPN1_50960.1	EWB00_010620
OG0006074	SSPN1_87700.1	EWB00_011416
OG0006075	SSPN1_24770.1, SSPN1_24770.2	EWB00_006978.1, EWB00_006978.2
OG0006076	SSPN1_49230.1	EWB00_010605.1, EWB00_010605.2, EWB00_010605.3
OG0006077	SSPN1_40590.1, SSPN1_40590.2	EWB00_002960
OG0006078	SSPN1_23750.1	EWB00_004062, EWB00_001118.1, EWB00_001118.2, EWB00_001118.3
OG0006079	SSPN1_50090.1	EWB00_007753
OG0006080	SSPN1_38210.1	EWB00_005962
OG0006081	SSPN1_1720.1, SSPN1_1720.2	EWB00_003839
OG0006082	SSPN1_40440.1	EWB00_008391.1, EWB00_008391.2
OG0006083	SSPN1_80680.1	EWB00_002186.1, EWB00_002186.2, EWB00_002186.3
OG0006084	SSPN1_22190.1, SSPN1_22190.2	EWB00_007551
OG0006085	SSPN1_70410.1, SSPN1_70410.2	EWB00_004536
OG0006086	SSPN1_23480.1, SSPN1_23480.2	EWB00_001090
OG0006087	SSPN1_31900.1	EWB00_006205, EWB00_006204
OG0006088	SSPN1_68250.1, SSPN1_68250.2	EWB00_006085
OG0006089	SSPN1_19300.1, SSPN1_19300.2	EWB00_009386.1, EWB00_009386.2, EWB00_009386.3, EWB00_009386.4
OG0006090	SSPN1_88160.1	EWB00_009678.1, EWB00_009678.2
OG0006091	SSPN1_77390.1	EWB00_003483
OG0006092	SSPN1_18270.1	EWB00_002310, EWB00_002311
OG0006093	SSPN1_53110.1	EWB00_011169
OG0006094	SSPN1_49510.1	EWB00_005313.1, EWB00_005313.2, EWB00_005313.3
OG0006096	SSPN1_11630.1	EWB00_001062
OG0006097	SSPN1_73880.1	EWB00_010028, EWB00_010270.1, EWB00_010270.2
OG0006098	SSPN1_24230.1	EWB00_004230
OG0006099	SSPN1_7300.1, SSPN1_7300.2, SSPN1_7300.3	EWB00_010022, EWB00_009568, EWB00_010021, EWB00_007799
OG0006101	SSPN1_33570.1	EWB00_001301.1, EWB00_001301.3, EWB00_001301.5
OG0006102	SSPN1_75170.1	EWB00_007387.1, EWB00_007387.2
OG0006103	SSPN1_32960.1	EWB00_003157, EWB00_003156, EWB00_003155
OG0006104	SSPN1_58080.1	EWB00_003970.1, EWB00_003970.2
OG0006105	SSPN1_78860.1	EWB00_008948.1, EWB00_008948.2
OG0006106	SSPN1_64430.1, SSPN1_64430.2	EWB00_006580.1, EWB00_006580.2
OG0006107	SSPN1_71450.1, SSPN1_71450.2	EWB00_009138
OG0006109	SSPN1_67470.1	EWB00_009343
OG0006110	SSPN1_85800.1	EWB00_001838
OG0006111	SSPN1_1990.1	EWB00_004652.1, EWB00_004652.2
OG0006112	SSPN1_84680.1	EWB00_000735
OG0006113	SSPN1_3640.1	EWB00_009074
OG0006114	SSPN1_90200.1, SSPN1_90200.2, SSPN1_90200.3	EWB00_005502
OG0006115	SSPN1_26020.1	EWB00_000661.1, EWB00_000661.2
OG0006116	SSPN1_45760.1	EWB00_006889
OG0006117	SSPN1_54330.1, SSPN1_54330.2, SSPN1_54330.3	EWB00_007822
OG0006118	SSPN1_54640.1	EWB00_009100
OG0006120	SSPN1_41110.1	EWB00_002802.2, EWB00_002802.1, EWB00_002802.5, EWB00_002802.3, EWB00_002802.4
OG0006121	SSPN1_21120.1	EWB00_002404
OG0006122	SSPN1_28490.1	EWB00_006058.1, EWB00_006058.3, EWB00_006058.2
OG0006123	SSPN1_64000.1	EWB00_011270
OG0006124	SSPN1_59120.1	EWB00_010484
OG0006125	SSPN1_71560.1	EWB00_011029, EWB00_011031
OG0006126	SSPN1_62130.1	EWB00_004010
OG0006127	SSPN1_41740.1	EWB00_006366.1, EWB00_006366.2
OG0006128	SSPN1_33930.1	EWB00_005610
OG0006129	SSPN1_17990.1	EWB00_002671
OG0006130	SSPN1_26910.1	EWB00_006954.1, EWB00_006954.2
OG0006131	SSPN1_61150.1	EWB00_003967.1, EWB00_003967.2
OG0006132	SSPN1_49820.1	EWB00_007212
OG0006133	SSPN1_66470.1, SSPN1_66470.2	EWB00_010052
OG0006134	SSPN1_13110.2	EWB00_002500.3
OG0006135	SSPN1_1910.1	EWB00_004659
OG0006136	SSPN1_73960.1	EWB00_007270.1, EWB00_007270.2, EWB00_007270.3
OG0006137	SSPN1_9960.1, SSPN1_9960.2	EWB00_006416
OG0006139	SSPN1_17820.1	EWB00_002689.2, EWB00_002689.1
OG0006140	SSPN1_70500.4, SSPN1_70500.2, SSPN1_70500.3, SSPN1_70500.1	EWB00_004545
OG0006141	SSPN1_29580.1	EWB00_002887
OG0006143	SSPN1_11420.1	EWB00_005471
OG0006144	SSPN1_63260.1, SSPN1_63260.2	EWB00_011341.1, EWB00_011341.2
OG0006145	SSPN1_32150.1	EWB00_009524
OG0006146	SSPN1_75050.1	EWB00_004580.1, EWB00_004580.2
OG0006148	SSPN1_66580.1	EWB00_010065.1, EWB00_010065.2, EWB00_010065.3
OG0006149	SSPN1_7210.1	EWB00_008670
OG0006150	SSPN1_39080.1	EWB00_010905
OG0006151	SSPN1_40360.1	EWB00_004729
OG0006152	SSPN1_86790.1	EWB00_011380
OG0006154	SSPN1_82980.1	EWB00_003018
OG0006155	SSPN1_12700.1	EWB00_010320
OG0006156	SSPN1_73980.1, SSPN1_73980.2	EWB00_007272
OG0006157	SSPN1_43510.1, SSPN1_43510.2	EWB00_009701.1, EWB00_009701.2
OG0006158	SSPN1_9990.1	EWB00_006419.1, EWB00_006419.2
OG0006159	SSPN1_22650.1	EWB00_007086
OG0006160	SSPN1_14190.1	EWB00_002449.1, EWB00_002449.2, EWB00_002449.3
OG0006161	SSPN1_82340.1	EWB00_000713
OG0006162	SSPN1_11780.1	EWB00_001047
OG0006163	SSPN1_1570.1	EWB00_003326.2, EWB00_003326.4, EWB00_003326.3, EWB00_003326.1, EWB00_003326.5
OG0006164	SSPN1_740.1	EWB00_003597.1, EWB00_003597.2
OG0006165	SSPN1_67670.1	EWB00_007920
OG0006166	SSPN1_45850.1	EWB00_006879
OG0006167	SSPN1_78750.1	EWB00_000148
OG0006168	SSPN1_85730.1	EWB00_008844.1, EWB00_008844.2
OG0006170	SSPN1_17930.1, SSPN1_17930.2	EWB00_002680
OG0006171	SSPN1_3810.1	EWB00_009045
OG0006172	SSPN1_42650.1	EWB00_004909.1, EWB00_004909.2
OG0006173	SSPN1_9350.1, SSPN1_20890.1	EWB00_005701.1, EWB00_005701.2
OG0006174	SSPN1_12090.1, SSPN1_12080.1	EWB00_008814
OG0006175	SSPN1_84470.1, SSPN1_84470.2, SSPN1_84470.3, SSPN1_84470.4	EWB00_007527
OG0006177	SSPN1_84150.1	EWB00_009272.1, EWB00_009272.2
OG0006178	SSPN1_83710.1	EWB00_008056
OG0006179	SSPN1_44640.1, SSPN1_44640.2	EWB00_000192.1, EWB00_000192.2
OG0006180	SSPN1_49720.1	EWB00_007218
OG0006181	SSPN1_76370.1	EWB00_008192.1, EWB00_008192.2
OG0006182	SSPN1_38380.1	EWB00_005918
OG0006183	SSPN1_38220.1	EWB00_005961
OG0006185	SSPN1_46300.1, SSPN1_46300.2, SSPN1_46300.3, SSPN1_46300.4, SSPN1_46300.5, SSPN1_46300.6	EWB00_010767
OG0006186	SSPN1_89340.2, SSPN1_89340.3, SSPN1_89340.4, SSPN1_89340.1	EWB00_007407.1, EWB00_007407.2
OG0006187	SSPN1_41580.1	EWB00_006385.1, EWB00_006385.2
OG0006188	SSPN1_41630.1, SSPN1_41630.2	EWB00_006380, EWB00_006379
OG0006189	SSPN1_92000.1	EWB00_004789.1, EWB00_004789.2
OG0006191	SSPN1_92930.1, SSPN1_92930.2	EWB00_003763
OG0006195	SSPN1_69110.1	EWB00_002772, EWB00_002773.1, EWB00_002773.2
OG0006196	SSPN1_73360.1	EWB00_010971
OG0006197	SSPN1_58380.1	EWB00_003988
OG0006198	SSPN1_38450.1	EWB00_005927, EWB00_005926, EWB00_005928
OG0006199	SSPN1_25520.1	EWB00_002848.3, EWB00_002848.2, EWB00_002848.1, EWB00_002848.4
OG0006200	SSPN1_24410.1	EWB00_000260.1, EWB00_000260.2
OG0006201	SSPN1_22750.1, SSPN1_22750.2, SSPN1_22750.3, SSPN1_22750.4	EWB00_007062.1, EWB00_007062.2, EWB00_007062.3
OG0006202	SSPN1_22100.1	EWB00_007558
OG0006203	SSPN1_42170.1	EWB00_009248
OG0006204	SSPN1_34220.1	EWB00_004350
OG0006204	SSPN1_34230.1	EWB00_004349
OG0006205	SSPN1_10890.1	EWB00_005420, EWB00_005421, EWB00_005422
OG0006206	SSPN1_16320.1, SSPN1_16320.2, SSPN1_16320.3, SSPN1_16320.4	EWB00_009394
OG0006207	SSPN1_13060.1	EWB00_002511
OG0006208	SSPN1_2250.1, SSPN1_2250.2	EWB00_007201.2, EWB00_007201.3, EWB00_007201.4, EWB00_007201.1
OG0006209	SSPN1_2450.1	EWB00_007892, EWB00_007891
OG0006210	SSPN1_7670.1	EWB00_002089
OG0006211	SSPN1_32360.1	EWB00_009545
OG0006212	SSPN1_55260.1, SSPN1_55260.2	EWB00_003194
OG0006214	SSPN1_65860.1	EWB00_006278.1, EWB00_006278.2
OG0006214	SSPN1_65850.1	EWB00_006279
OG0006225	SSPN1_58060.1	EWB00_009821.5, EWB00_009821.1, EWB00_009821.3, EWB00_009821.4, EWB00_009821.2
OG0006226	SSPN1_20260.1	EWB00_008469
OG0006227	SSPN1_19090.2, SSPN1_19090.1, SSPN1_19090.3	EWB00_009400.1, EWB00_009400.2
OG0006228	SSPN1_25290.1	EWB00_008030
OG0006229	SSPN1_14880.1	EWB00_010280
OG0006230	SSPN1_89750.1	EWB00_002059, EWB00_002058
OG0006231	SSPN1_39400.1	EWB00_007814.1
OG0006233	SSPN1_42880.1, SSPN1_42880.2, SSPN1_42880.3	EWB00_009698.1, EWB00_009698.2
OG0006234	SSPN1_18570.1	EWB00_003702.1, EWB00_003702.3, EWB00_003702.4, EWB00_003702.2
OG0006235	SSPN1_24660.1	EWB00_000299.1, EWB00_000299.2
OG0006236	SSPN1_66370.1	EWB00_010043
OG0006237	SSPN1_30730.1	EWB00_003927.1, EWB00_003927.2, EWB00_003927.3
OG0006238	SSPN1_39200.1	EWB00_002571
OG0006239	SSPN1_74320.1	EWB00_002007
OG0006240	SSPN1_80060.1, SSPN1_80060.2	EWB00_004514
OG0006242	SSPN1_15620.1	EWB00_002326
OG0006243	SSPN1_42670.1	EWB00_004908
OG0006244	SSPN1_66740.1	EWB00_010082
OG0006245	SSPN1_53430.1	EWB00_002199, EWB00_000432, EWB00_000431, EWB00_002202, EWB00_002203
OG0006246	SSPN1_77850.1	EWB00_006774.1, EWB00_006774.2, EWB00_006774.3
OG0006247	SSPN1_86910.1	EWB00_011393.1, EWB00_011393.2
OG0006248	SSPN1_87600.1, SSPN1_87600.2	EWB00_011407
OG0006249	SSPN1_44560.1	EWB00_000176
OG0006250	SSPN1_37910.1	EWB00_002136
OG0006251	SSPN1_14390.1	EWB00_003135
OG0006252	SSPN1_36370.1, SSPN1_36370.2	EWB00_003393.1, EWB00_003393.2
OG0006253	SSPN1_86630.1, SSPN1_86620.1	EWB00_004942
OG0006254	SSPN1_2190.1	EWB00_007197
OG0006255	SSPN1_35020.1	EWB00_004257
OG0006256	SSPN1_31090.1	EWB00_009258.2, EWB00_009258.1, EWB00_009258.3, EWB00_009258.4
OG0006257	SSPN1_90350.1	EWB00_000577
OG0006258	SSPN1_57850.1	EWB00_009853.1, EWB00_009853.2
OG0006259	SSPN1_86720.1, SSPN1_86730.1	EWB00_004953, EWB00_004954
OG0006260	SSPN1_23030.1	EWB00_002869
OG0006261	SSPN1_73740.1	EWB00_011012
OG0006262	SSPN1_66020.1, SSPN1_66020.2	EWB00_008926
OG0006263	SSPN1_80850.1	EWB00_009450.1, EWB00_009450.2
OG0006266	SSPN1_49010.1, SSPN1_49010.2	EWB00_008417
OG0006269	SSPN1_46760.1	EWB00_010712.1, EWB00_010712.2
OG0006270	SSPN1_14370.1	EWB00_002470
OG0006271	SSPN1_12280.1	EWB00_008500
OG0006272	SSPN1_20770.1	EWB00_009183.1, EWB00_009183.2
OG0006273	SSPN1_43020.1	EWB00_000984
OG0006275	SSPN1_77560.1	EWB00_003493.1, EWB00_003493.2
OG0006276	SSPN1_78370.1	EWB00_009011
OG0006277	SSPN1_42690.1	EWB00_004904
OG0006278	SSPN1_81530.1, SSPN1_81530.2	EWB00_004490
OG0006279	SSPN1_30900.1	EWB00_003938
OG0006280	SSPN1_16520.2, SSPN1_16520.1	EWB00_002196.1, EWB00_002196.2, EWB00_002196.3
OG0006281	SSPN1_38490.1	EWB00_003420.3, EWB00_003420.1, EWB00_003420.2
OG0006282	SSPN1_74870.1	EWB00_004564
OG0006283	SSPN1_40230.1	EWB00_004715
OG0006284	SSPN1_69460.1	EWB00_002712
OG0006285	SSPN1_52450.1, SSPN1_52450.2	EWB00_008821, EWB00_008126
OG0006287	SSPN1_70980.1	EWB00_010925
OG0006288	SSPN1_71150.1	EWB00_011065
OG0006289	SSPN1_74770.1	EWB00_004552.1, EWB00_004552.2
OG0006290	SSPN1_59840.1	EWB00_003646, EWB00_008718
OG0006291	SSPN1_62490.1	EWB00_006587
OG0006292	SSPN1_65730.1	EWB00_009766
OG0006293	SSPN1_92460.1	EWB00_006656
OG0006294	SSPN1_23580.1	EWB00_001097
OG0006295	SSPN1_91490.1	EWB00_001441
OG0006297	SSPN1_25650.1	EWB00_005029.1, EWB00_005029.2
OG0006298	SSPN1_700.1	EWB00_010194
OG0006299	SSPN1_2230.1	EWB00_007200
OG0006301	SSPN1_7260.1	EWB00_007789
OG0006302	SSPN1_52740.1	EWB00_002161.3, EWB00_002161.4, EWB00_002161.1, EWB00_002161.2
OG0006303	SSPN1_1420.1	EWB00_005641
