Orthogroup	schistosoma_spindale	opisthorchis_viverrini
OG0006662	SSPN1_14670.1	T265_06293
OG0006664	SSPN1_49320.1	T265_10175
OG0006665	SSPN1_34410.1	T265_09475
OG0006666	SSPN1_1290.1	T265_05118
OG0006667	SSPN1_6900.1	T265_06889
OG0006668	SSPN1_23600.1	T265_08869
OG0006669	SSPN1_16400.1	T265_06871, T265_14158
OG0006670	SSPN1_68290.1	T265_01723
OG0006671	SSPN1_76010.1	T265_02176
OG0006672	SSPN1_10730.1	T265_07550
OG0006673	SSPN1_12940.1	T265_14096
OG0006675	SSPN1_21720.1	T265_14098
OG0006676	SSPN1_71520.1, SSPN1_71520.2	T265_02337
OG0006678	SSPN1_45400.1	T265_02364
OG0006680	SSPN1_16570.1	T265_14576
OG0006681	SSPN1_63330.1	T265_03138
OG0006682	SSPN1_81080.1	T265_13643
OG0006685	SSPN1_37160.1	T265_01793
OG0006686	SSPN1_51590.1, SSPN1_51590.2	T265_00388
OG0006687	SSPN1_85590.1	T265_03886
OG0006689	SSPN1_62620.1	T265_11462
OG0006690	SSPN1_63320.1	T265_02014
OG0006691	SSPN1_73850.1	T265_14118
OG0006692	SSPN1_4310.1	T265_09931
OG0006693	SSPN1_22600.1	T265_06000
OG0006694	SSPN1_75130.1	T265_05779
OG0006695	SSPN1_60510.1	T265_12588
OG0006696	SSPN1_83620.1	T265_00566
OG0006697	SSPN1_29600.1	T265_03625
OG0006699	SSPN1_68400.1	T265_00029
OG0006700	SSPN1_31300.1	T265_00710
OG0006701	SSPN1_47860.1	T265_09665
OG0006702	SSPN1_87660.1	T265_08330
OG0006703	SSPN1_7600.1	T265_07174
OG0006704	SSPN1_35620.1, SSPN1_35620.2	T265_09491
OG0006705	SSPN1_54880.1	T265_00312
OG0006706	SSPN1_39650.1	T265_01507
OG0006709	SSPN1_12670.1	T265_06181
OG0006710	SSPN1_79730.1	T265_04961
OG0006711	SSPN1_59760.1	T265_07615
OG0006712	SSPN1_81230.1, SSPN1_81230.2	T265_03406
OG0006714	SSPN1_21980.1, SSPN1_22000.1	T265_13836
OG0006715	SSPN1_42440.1	T265_01471, T265_00877, T265_12801, T265_11125
OG0006716	SSPN1_44160.1	T265_00372, T265_00371
OG0006717	SSPN1_87750.1	T265_09607
OG0006718	SSPN1_21820.1	T265_00853
OG0006720	SSPN1_25740.1	T265_05605
OG0006721	SSPN1_17330.1, SSPN1_17330.2	T265_09405
OG0006724	SSPN1_3180.1	T265_04424, T265_11296
OG0006725	SSPN1_61820.1	T265_08874
OG0006726	SSPN1_61340.1	T265_14354
OG0006728	SSPN1_91400.1	T265_04626
OG0006729	SSPN1_91930.1	T265_04397
OG0006731	SSPN1_84270.1	T265_01865
OG0006732	SSPN1_60240.1	T265_03141
OG0006733	SSPN1_20340.1	T265_00226
OG0006734	SSPN1_88450.1, SSPN1_88450.2	T265_01901
OG0006735	SSPN1_60790.1	T265_07014
OG0006736	SSPN1_70610.1	T265_01789
OG0006737	SSPN1_2290.1	T265_14034
OG0006738	SSPN1_43860.1	T265_13420
OG0006739	SSPN1_9210.1	T265_00860
OG0006740	SSPN1_79220.1	T265_01698
OG0006741	SSPN1_18170.1	T265_05530
OG0006742	SSPN1_19480.1	T265_07162
OG0006743	SSPN1_48490.1	T265_00014
OG0006744	SSPN1_84380.1	T265_03826
OG0006745	SSPN1_81280.1	T265_15337
OG0006746	SSPN1_76420.1	T265_02215
OG0006747	SSPN1_77970.1	T265_13929
OG0006749	SSPN1_33680.1	T265_08540
OG0006750	SSPN1_88370.1	T265_11230
OG0006751	SSPN1_54960.1	T265_10348
OG0006752	SSPN1_17890.1, SSPN1_17890.2	T265_06481
OG0006753	SSPN1_66220.1	T265_13704
OG0006754	SSPN1_47600.1	T265_12082
OG0006755	SSPN1_59000.1	T265_11582
OG0006756	SSPN1_83230.1, SSPN1_83230.2	T265_08611
OG0006757	SSPN1_7370.1	T265_03052
OG0006758	SSPN1_65450.1	T265_08461
OG0006759	SSPN1_19940.1	T265_06287
OG0006760	SSPN1_65880.1, SSPN1_65880.2	T265_01137
OG0006761	SSPN1_44200.1	T265_11394
OG0006762	SSPN1_90190.1	T265_13612
OG0006763	SSPN1_11340.1	T265_15371
OG0006766	SSPN1_82830.1	T265_09201
OG0006767	SSPN1_83210.1	T265_07299
OG0006768	SSPN1_7700.1	T265_01568
OG0006769	SSPN1_71480.1	T265_02933
OG0006770	SSPN1_42710.1, SSPN1_42710.2	T265_01465
OG0006771	SSPN1_8130.1	T265_07961
OG0006772	SSPN1_60440.1, SSPN1_60450.1	T265_12603
OG0006773	SSPN1_74490.1, SSPN1_74500.1	T265_02202, T265_02203
OG0006774	SSPN1_12180.1	T265_11214
OG0006775	SSPN1_64820.1	T265_10444
OG0006776	SSPN1_59870.1	T265_06721
OG0006777	SSPN1_13370.1	T265_04430, T265_12355
OG0006778	SSPN1_9980.1	T265_11184
OG0006779	SSPN1_48180.1	T265_11785
OG0006780	SSPN1_80150.1	T265_12841
OG0006781	SSPN1_30610.1, SSPN1_30610.2	T265_03372
OG0006782	SSPN1_66250.1	T265_05159
OG0006783	SSPN1_13650.1	T265_10461
OG0006784	SSPN1_3880.1, SSPN1_3880.2	T265_08434
OG0006786	SSPN1_9930.1	T265_11211
OG0006787	SSPN1_37570.1	T265_08649
OG0006788	SSPN1_59420.1	T265_11515
OG0006789	SSPN1_17860.1	T265_07766
OG0006790	SSPN1_89170.1	T265_05218
OG0006792	SSPN1_22660.1	T265_16192
OG0006793	SSPN1_17910.1, SSPN1_17910.3, SSPN1_17910.2	T265_14043
OG0006795	SSPN1_18440.1	T265_05585
OG0006799	SSPN1_40400.1	T265_09995
OG0006800	SSPN1_21040.1	T265_07249
OG0006801	SSPN1_15460.1	T265_10225
OG0006802	SSPN1_15430.1	T265_07255
OG0006803	SSPN1_74050.1	T265_07295
OG0006804	SSPN1_80200.1	T265_15818
OG0006807	SSPN1_38610.1	T265_02809, T265_06602
OG0006808	SSPN1_25960.1, SSPN1_25960.2	T265_05692
OG0006811	SSPN1_82020.1	T265_12705
OG0006813	SSPN1_38840.1	T265_00110
OG0006816	SSPN1_87260.1, SSPN1_87260.2	T265_01883
OG0006817	SSPN1_25190.1, SSPN1_25190.2	T265_03708
OG0006818	SSPN1_22760.1, SSPN1_22760.2	T265_04250
OG0006819	SSPN1_15140.1	T265_11336
OG0006820	SSPN1_72890.1, SSPN1_72900.1	T265_11375
OG0006821	SSPN1_33940.1	T265_13587
OG0006851	SSPN1_58070.1	T265_04193
OG0006853	SSPN1_15100.1	T265_05500
OG0006854	SSPN1_47290.1, SSPN1_47290.2	T265_03608
OG0006856	SSPN1_43470.1	T265_16309
OG0006859	SSPN1_1330.1	T265_05116
OG0006860	SSPN1_14850.1, SSPN1_14870.1	T265_11734
OG0006861	SSPN1_51330.1, SSPN1_51330.2, SSPN1_51330.3	T265_13231
OG0006863	SSPN1_48380.1	T265_11398
OG0006864	SSPN1_46420.1, SSPN1_46420.2	T265_00461
OG0006865	SSPN1_23980.1	T265_11837
OG0006866	SSPN1_37990.1	T265_00716
OG0006867	SSPN1_83970.1	T265_04312
OG0006868	SSPN1_19810.2	T265_13505
OG0006870	SSPN1_28560.1	T265_01915
OG0006871	SSPN1_84080.1	T265_15166
OG0006872	SSPN1_46370.1	T265_00059
OG0006873	SSPN1_6780.1	T265_03060
OG0006874	SSPN1_13490.1	T265_06195
OG0006875	SSPN1_59180.1	T265_10107
OG0006877	SSPN1_46600.1	T265_00054
OG0006878	SSPN1_79250.1	T265_04650
OG0006879	SSPN1_56490.1	T265_10539
OG0006880	SSPN1_78180.1	T265_07814
OG0006881	SSPN1_86240.1	T265_10807
OG0006883	SSPN1_25450.1	T265_07476
OG0006884	SSPN1_69080.1	T265_10639
OG0006886	SSPN1_38410.1	T265_06262
OG0006887	SSPN1_24670.1	T265_03261
OG0006888	SSPN1_33150.1, SSPN1_33150.2	T265_14329
OG0006889	SSPN1_85580.1	T265_03887
OG0006890	SSPN1_87930.1	T265_07357
OG0006892	SSPN1_60730.1	T265_15484
OG0006893	SSPN1_27360.1	T265_12782
OG0006894	SSPN1_91680.1	T265_11279
OG0006895	SSPN1_37280.1, SSPN1_37280.2	T265_06867
OG0006896	SSPN1_29890.1	T265_06123
OG0006897	SSPN1_31410.1	T265_02572
OG0006898	SSPN1_47630.1	T265_10956
OG0006899	SSPN1_29990.1	T265_10826
OG0006900	SSPN1_90820.1	T265_11072
OG0006901	SSPN1_60780.1	T265_10142
OG0006902	SSPN1_580.1, SSPN1_580.2	T265_07704
OG0006903	SSPN1_15900.1	T265_02091
OG0006904	SSPN1_51500.1	T265_00478
OG0006905	SSPN1_92680.1	T265_05648
OG0006906	SSPN1_54320.1	T265_06776
OG0006907	SSPN1_53190.1	T265_05472
OG0006908	SSPN1_43710.1, SSPN1_43710.2	T265_15471
OG0006911	SSPN1_51180.1	T265_01351
OG0006912	SSPN1_18410.1	T265_03021
OG0006913	SSPN1_11740.1	T265_13251
OG0006914	SSPN1_49940.1	T265_07635
OG0006915	SSPN1_38710.1	T265_06054
OG0006916	SSPN1_89370.1	T265_11420
OG0006917	SSPN1_3270.1	T265_00954
OG0006918	SSPN1_38630.1	T265_02805
OG0006920	SSPN1_25640.1	T265_04233
OG0006921	SSPN1_62890.1	T265_01451
OG0006922	SSPN1_17340.1	T265_11866
OG0006923	SSPN1_90880.1	T265_10133
OG0006924	SSPN1_76470.1	T265_01985
OG0006925	SSPN1_48710.1	T265_09437
OG0006927	SSPN1_51230.1	T265_02694
OG0006928	SSPN1_14750.1	T265_09545
OG0006929	SSPN1_79480.1	T265_02238, T265_02239
OG0006930	SSPN1_4600.1	T265_09001
OG0006931	SSPN1_20210.1	T265_14441
OG0006932	SSPN1_16140.1	T265_11936
OG0006933	SSPN1_50870.1	T265_00358
OG0006934	SSPN1_41040.1	T265_08104
OG0006935	SSPN1_68360.1	T265_12752
OG0006936	SSPN1_34080.1	T265_09992
OG0006937	SSPN1_53030.1	T265_02852
OG0006938	SSPN1_85930.1	T265_02641
OG0006939	SSPN1_40810.1	T265_04096
OG0006940	SSPN1_16080.1	T265_09062
OG0006941	SSPN1_11730.1	T265_14242
OG0006942	SSPN1_13440.1	T265_04946
OG0006943	SSPN1_80290.1, SSPN1_80290.2	T265_10286
OG0006944	SSPN1_69280.1	T265_14972
OG0006946	SSPN1_16870.1	T265_08530
OG0006947	SSPN1_79930.1, SSPN1_79930.2	T265_01672
OG0006948	SSPN1_36390.1	T265_13602
OG0006949	SSPN1_70110.1	T265_06120
OG0006950	SSPN1_72650.1	T265_14502
OG0006951	SSPN1_10160.1, SSPN1_10160.2	T265_05506
OG0006952	SSPN1_26570.1	T265_15597
OG0006953	SSPN1_57100.1	T265_12564
OG0006956	SSPN1_64090.1	T265_14691
OG0006957	SSPN1_68590.1	T265_10694
OG0006958	SSPN1_66410.2, SSPN1_66410.1	T265_02049
OG0006959	SSPN1_83760.1	T265_10804
OG0006960	SSPN1_36020.1	T265_02982
OG0006962	SSPN1_52220.1	T265_05932
OG0006963	SSPN1_47320.1	T265_14844
OG0006964	SSPN1_61960.1	T265_08937
OG0006965	SSPN1_35430.1	T265_08989
OG0006966	SSPN1_62640.1	T265_02533
OG0006967	SSPN1_85560.1	T265_04778
OG0006968	SSPN1_33120.1	T265_04728
OG0006969	SSPN1_68530.1	T265_12516
OG0006970	SSPN1_68540.1, SSPN1_68540.2	T265_00339
OG0006971	SSPN1_77350.1	T265_06978
OG0006972	SSPN1_63130.1	T265_02545
OG0006973	SSPN1_3900.1	T265_06414, T265_11937
OG0006974	SSPN1_77900.1	T265_06012
OG0006975	SSPN1_21710.1	T265_06684
OG0006976	SSPN1_66240.1	T265_13703
OG0006977	SSPN1_38280.1	T265_06254
OG0006978	SSPN1_22460.1	T265_06003
OG0006979	SSPN1_58310.1	T265_15110
OG0006982	SSPN1_54360.1	T265_00137
OG0006983	SSPN1_14970.1	T265_07247
OG0006984	SSPN1_49830.1	T265_00095
OG0006985	SSPN1_39630.1	T265_04089
OG0006986	SSPN1_3290.1	T265_06305
OG0006987	SSPN1_74600.1	T265_01944
OG0006988	SSPN1_74610.1	T265_01942
OG0006989	SSPN1_70850.1	T265_08221
OG0006990	SSPN1_1960.1	T265_01798
OG0006991	SSPN1_77810.1	T265_13293
OG0006992	SSPN1_20860.1	T265_03445
OG0006993	SSPN1_13630.1	T265_14598
OG0006994	SSPN1_4940.1	T265_14027
OG0006996	SSPN1_620.1	T265_07838
OG0006997	SSPN1_82920.1	T265_03784
OG0006998	SSPN1_73230.1	T265_05829
OG0006999	SSPN1_44520.1	T265_00467
OG0007000	SSPN1_79940.1	T265_09618
OG0007002	SSPN1_91200.1	T265_13608
OG0007003	SSPN1_6790.1	T265_09312
OG0007005	SSPN1_44530.1	T265_12553
OG0007006	SSPN1_89400.1	T265_14425
OG0007009	SSPN1_87740.1	T265_09606
OG0007010	SSPN1_9610.1	T265_14018
OG0007011	SSPN1_48530.1	T265_02707
OG0007012	SSPN1_46350.1	T265_13116
OG0007014	SSPN1_16530.1	T265_01589
OG0007015	SSPN1_76700.1	T265_01736
OG0007017	SSPN1_48820.1	T265_11541
OG0007020	SSPN1_54620.1	T265_12742
OG0007021	SSPN1_46920.1, SSPN1_46920.2	T265_07285
OG0007022	SSPN1_62980.1	T265_10105
OG0007024	SSPN1_80040.1	T265_15203
OG0007025	SSPN1_87690.1	T265_07349
OG0007027	SSPN1_230.1	T265_09943
OG0007029	SSPN1_11860.1	T265_03667
OG0007030	SSPN1_68230.1	T265_07191, T265_07190
OG0007031	SSPN1_33010.1, SSPN1_33020.1	T265_11841
OG0007032	SSPN1_76210.1	T265_07667
OG0007033	SSPN1_76220.1, SSPN1_76220.2	T265_07666
OG0007034	SSPN1_76230.1	T265_07663
OG0007035	SSPN1_67390.1	T265_12452
OG0007036	SSPN1_79390.1	T265_11173
OG0007037	SSPN1_64380.1	T265_03926
OG0007038	SSPN1_33100.1	T265_01371
OG0007039	SSPN1_50480.1	T265_03610
OG0007040	SSPN1_69700.1	T265_04058
OG0007041	SSPN1_28660.1	T265_06247
OG0007042	SSPN1_26490.1	T265_03246
OG0007043	SSPN1_82900.1	T265_09179
OG0007044	SSPN1_16650.1, SSPN1_16650.2	T265_10044
OG0007046	SSPN1_80160.1	T265_14520
OG0007047	SSPN1_55800.1	T265_05862
OG0007049	SSPN1_32250.1	T265_05109, T265_05744
OG0007050	SSPN1_19920.1	T265_06288
OG0007051	SSPN1_15850.2, SSPN1_15850.1	T265_07764
OG0007052	SSPN1_6450.1	T265_04388
OG0007053	SSPN1_34840.1	T265_08719
OG0007054	SSPN1_84240.1	T265_07732
OG0007055	SSPN1_68130.1	T265_09154
OG0007056	SSPN1_22570.1	T265_05999
OG0007057	SSPN1_58800.1	T265_03345
OG0007058	SSPN1_2010.1	T265_13018
OG0007059	SSPN1_44190.1	T265_00376
OG0007061	SSPN1_90180.1	T265_04829
OG0007062	SSPN1_22510.1	T265_01080
OG0007064	SSPN1_82880.1	T265_05766
OG0007065	SSPN1_4760.1	T265_00953
OG0007066	SSPN1_31060.1	T265_08571
OG0007067	SSPN1_80310.1	T265_06544
OG0007068	SSPN1_75410.1	T265_11246
OG0007069	SSPN1_35100.1	T265_00550, T265_00551
OG0007070	SSPN1_50820.1	T265_12510
OG0007072	SSPN1_35420.1	T265_04896
OG0007073	SSPN1_67730.1	T265_00813
OG0007074	SSPN1_72870.1	T265_15487
OG0007075	SSPN1_11620.1	T265_07989
OG0007076	SSPN1_38790.1, SSPN1_38790.2, SSPN1_38790.3	T265_15038
OG0007077	SSPN1_59360.1	T265_00533
OG0007078	SSPN1_49540.2, SSPN1_49540.7	T265_08600
OG0007079	SSPN1_22090.1	T265_03240
OG0007080	SSPN1_10980.1	T265_10816
OG0007081	SSPN1_50610.1	T265_14231
OG0007082	SSPN1_84430.1	T265_04328
OG0007085	SSPN1_32090.1, SSPN1_32110.1	T265_04904
OG0007087	SSPN1_58360.1, SSPN1_58360.2	T265_07785
OG0007090	SSPN1_13700.1, SSPN1_13700.2	T265_06364
OG0007092	SSPN1_14610.1	T265_14165
OG0007094	SSPN1_44770.1	T265_12970
OG0007097	SSPN1_52940.1	T265_02682
OG0007098	SSPN1_73680.1	T265_03980
OG0007099	SSPN1_81310.1	T265_11083
OG0007101	SSPN1_35920.1	T265_04498
OG0007103	SSPN1_61590.1	T265_00543
OG0007104	SSPN1_58020.1	T265_11729
OG0007105	SSPN1_60250.1	T265_03136
OG0007107	SSPN1_66360.1	T265_08878
OG0007112	SSPN1_81640.1	T265_01844
OG0007113	SSPN1_92180.1	T265_04604
OG0007114	SSPN1_84700.1	T265_04757
OG0007116	SSPN1_64100.1	T265_08883
OG0007117	SSPN1_21310.1, SSPN1_21310.2, SSPN1_21310.3	T265_10162
OG0007118	SSPN1_90610.1, SSPN1_90610.2	T265_13074
OG0007149	SSPN1_54270.1	T265_05281
OG0007150	SSPN1_16980.1, SSPN1_16990.1	T265_04577
OG0007151	SSPN1_69060.1, SSPN1_69060.2	T265_13997
OG0007153	SSPN1_11800.1	T265_02261
OG0007155	SSPN1_55400.1	T265_06709
OG0007156	SSPN1_36500.1	T265_08863
OG0007157	SSPN1_70940.1	T265_00824
OG0007158	SSPN1_85780.1	T265_05761
OG0007160	SSPN1_37890.1	T265_13481
OG0007161	SSPN1_77500.1	T265_09832
OG0007162	SSPN1_11110.1	T265_14557
OG0007163	SSPN1_22500.1	T265_05022
OG0007164	SSPN1_72130.1	T265_05725
OG0007165	SSPN1_33260.1	T265_12888
OG0007166	SSPN1_88940.1	T265_05773
OG0007167	SSPN1_31980.1	T265_04152
OG0007168	SSPN1_57220.1	T265_15062
OG0007171	SSPN1_52640.1	T265_12441
OG0007172	SSPN1_27550.1	T265_15713
OG0007173	SSPN1_8700.1	T265_03123
OG0007174	SSPN1_50550.1	T265_03572
OG0007176	SSPN1_81690.1	T265_09466
OG0007177	SSPN1_41550.1	T265_08068
OG0007178	SSPN1_63420.1	T265_00637
OG0007179	SSPN1_23040.1	T265_14173
OG0007180	SSPN1_280.1	T265_10346
OG0007181	SSPN1_86090.1	T265_13478
OG0007182	SSPN1_15730.1	T265_04384
OG0007184	SSPN1_86600.1	T265_05750
OG0007186	SSPN1_72120.1	T265_05727
OG0007187	SSPN1_77280.1	T265_09224
OG0007188	SSPN1_65580.1, SSPN1_65590.1	T265_04191
OG0007189	SSPN1_65280.1	T265_01579
OG0007191	SSPN1_79410.1	T265_04664
OG0007193	SSPN1_52530.1	T265_01765, T265_12272
OG0007194	SSPN1_6840.1	T265_09310
OG0007195	SSPN1_83590.1	T265_05776
OG0007196	SSPN1_15840.1	T265_00986
OG0007197	SSPN1_86170.1	T265_14654
OG0007198	SSPN1_29000.1	T265_14536
OG0007199	SSPN1_23060.1	T265_05694
OG0007200	SSPN1_8510.1	T265_01598
OG0007201	SSPN1_86540.1	T265_09750
OG0007202	SSPN1_70350.1	T265_05903
OG0007205	SSPN1_88620.1	T265_00395
OG0007206	SSPN1_67980.1	T265_13211
OG0007207	SSPN1_47420.1	T265_00381
OG0007208	SSPN1_75610.1	T265_02790
OG0007209	SSPN1_91270.1	T265_16207
OG0007210	SSPN1_86810.1	T265_12116
OG0007212	SSPN1_57790.1	T265_05154
OG0007213	SSPN1_57780.1, SSPN1_57780.2	T265_13697
OG0007214	SSPN1_76140.1	T265_15405
OG0007215	SSPN1_16820.1	T265_12481
OG0007216	SSPN1_11750.1	T265_13250
OG0007217	SSPN1_41940.1	T265_10000
OG0007218	SSPN1_45550.1, SSPN1_45550.2	T265_00164
OG0007220	SSPN1_35320.1	T265_08851
OG0007222	SSPN1_8360.1	T265_05562
OG0007223	SSPN1_63590.1	T265_01427
OG0007226	SSPN1_42600.1	T265_13579
OG0007228	SSPN1_76900.1	T265_00447
OG0007229	SSPN1_72370.1	T265_08479
OG0007230	SSPN1_20290.1, SSPN1_20290.2, SSPN1_20290.3	T265_03041
OG0007232	SSPN1_16540.1	T265_15847, T265_15567
OG0007233	SSPN1_92170.1	T265_04602
OG0007234	SSPN1_64020.1	T265_11482
OG0007236	SSPN1_3410.1	T265_06291
OG0007237	SSPN1_73400.1	T265_14971
OG0007238	SSPN1_26080.1	T265_10292
OG0007239	SSPN1_74980.1	T265_05908
OG0007240	SSPN1_67130.1	T265_00429
OG0007242	SSPN1_41860.1	T265_01487
OG0007244	SSPN1_69970.1	T265_14474
OG0007245	SSPN1_51160.1	T265_01358
OG0007246	SSPN1_46960.1	T265_16196
OG0007247	SSPN1_50200.1	T265_04294
OG0007248	SSPN1_24530.1	T265_05026
OG0007250	SSPN1_23540.1, SSPN1_23540.2, SSPN1_23790.1, SSPN1_23780.1	T265_15036
OG0007251	SSPN1_34110.1	T265_11004
OG0007254	SSPN1_74480.1	T265_12952
OG0007255	SSPN1_68930.1	T265_13345
OG0007256	SSPN1_65900.1	T265_05855, T265_12346
OG0007257	SSPN1_52710.1	T265_15493
OG0007259	SSPN1_16460.1	T265_09412
OG0007260	SSPN1_74790.1	T265_04860
OG0007263	SSPN1_8550.1	T265_11430
OG0007264	SSPN1_16950.2, SSPN1_16950.1	T265_04941
OG0007265	SSPN1_25080.1, SSPN1_25080.2	T265_05604
OG0007268	SSPN1_42310.1	T265_14215
OG0007269	SSPN1_13150.1	T265_05536
OG0007270	SSPN1_78880.1	T265_11298
OG0007272	SSPN1_4410.1	T265_08519
OG0007273	SSPN1_4680.1	T265_15362
OG0007274	SSPN1_52510.1	T265_01767
OG0007275	SSPN1_29080.1	T265_04518
OG0007277	SSPN1_45970.1	T265_13133
OG0007278	SSPN1_41530.1	T265_13676
OG0007280	SSPN1_75460.1	T265_02788
OG0007281	SSPN1_74060.1, SSPN1_74060.3, SSPN1_74060.2	T265_01963
OG0007282	SSPN1_59390.1	T265_09878
OG0007283	SSPN1_47370.1	T265_13103
OG0007284	SSPN1_15680.1	T265_09365
OG0007285	SSPN1_39660.1	T265_01509
OG0007286	SSPN1_53920.1	T265_13951
OG0007287	SSPN1_63900.1	T265_07184
OG0007288	SSPN1_76100.2, SSPN1_76100.1	T265_12855
OG0007290	SSPN1_35120.1	T265_11607
OG0007291	SSPN1_49930.1	T265_13686
OG0007292	SSPN1_47180.1	T265_00119
OG0007294	SSPN1_67790.1	T265_00456
OG0007295	SSPN1_1130.2, SSPN1_1130.1, SSPN1_1130.3	T265_13500
OG0007296	SSPN1_61810.1	T265_08875
OG0007297	SSPN1_84160.1	T265_16010, T265_13435
OG0007299	SSPN1_75920.1	T265_03981
OG0007302	SSPN1_80730.1	T265_06965
OG0007303	SSPN1_80270.1	T265_07698
OG0007304	SSPN1_42760.1	T265_08114
OG0007306	SSPN1_68280.1	T265_01724
OG0007307	SSPN1_48230.1	T265_08816
OG0007308	SSPN1_77140.1, SSPN1_77140.2	T265_06111
OG0007309	SSPN1_64720.1	T265_03150
OG0007310	SSPN1_49790.1	T265_02132
OG0007311	SSPN1_1550.1	T265_14148
OG0007312	SSPN1_8910.1	T265_09680
OG0007313	SSPN1_75560.1	T265_10686
OG0007314	SSPN1_45230.1	T265_02895
OG0007316	SSPN1_36760.1	T265_07031
OG0007317	SSPN1_37330.1	T265_14512
OG0007319	SSPN1_45750.1	T265_03866
OG0007320	SSPN1_31050.1	T265_10123
OG0007321	SSPN1_7580.1	T265_04596
OG0007322	SSPN1_60090.1	T265_00608
OG0007323	SSPN1_70200.1	T265_07850
OG0007326	SSPN1_69960.1, SSPN1_69960.2	T265_06757
OG0007327	SSPN1_20360.1	T265_03124
OG0007329	SSPN1_11830.1	T265_09888
OG0007331	SSPN1_54520.1	T265_05298
OG0007332	SSPN1_35550.1	T265_15382
OG0007334	SSPN1_88240.1	T265_09596
OG0007335	SSPN1_20710.1	T265_04559
OG0007336	SSPN1_32530.1, SSPN1_32530.2	T265_15467
OG0007339	SSPN1_49690.1	T265_00352, T265_12095
OG0007340	SSPN1_12520.1	T265_11151
OG0007341	SSPN1_7520.1	T265_09233
OG0007343	SSPN1_49180.1	T265_07218
OG0007345	SSPN1_74260.1	T265_09850
OG0007346	SSPN1_89110.1	T265_07084
OG0007347	SSPN1_10750.1	T265_05564, T265_10483
OG0007348	SSPN1_650.1	T265_08944
OG0007349	SSPN1_180.1	T265_13121
OG0007350	SSPN1_46990.1	T265_11979
OG0007351	SSPN1_16410.1	T265_07712
OG0007352	SSPN1_54990.1	T265_10585, T265_15401
OG0007355	SSPN1_6890.1	T265_06884, T265_06886
OG0007356	SSPN1_13530.1	T265_10835
OG0007357	SSPN1_2650.1	T265_09934
OG0007358	SSPN1_7800.1	T265_00267
OG0007359	SSPN1_82960.1	T265_09178
OG0007361	SSPN1_45730.1	T265_03303
OG0007362	SSPN1_45800.1	T265_03860
OG0007363	SSPN1_76000.1	T265_12941, T265_16048
OG0007364	SSPN1_33780.1	T265_07980
OG0007365	SSPN1_56440.1	T265_14505
OG0007366	SSPN1_61140.1	T265_09286
OG0007367	SSPN1_63010.1	T265_08787
OG0007369	SSPN1_90280.1	T265_02066
OG0007370	SSPN1_69910.1	T265_04282
OG0007371	SSPN1_89670.1	T265_05219
OG0007372	SSPN1_3690.1, SSPN1_3690.2, SSPN1_3690.3	T265_07265
OG0007373	SSPN1_80910.1	T265_09553
OG0007374	SSPN1_85710.1	T265_14368
OG0007413	SSPN1_54060.1	T265_03512
OG0007414	SSPN1_18130.1	T265_05549
OG0007416	SSPN1_53290.1	T265_00058
OG0007418	SSPN1_74330.1	T265_05716
OG0007420	SSPN1_11920.1	T265_05540
OG0007421	SSPN1_90050.1	T265_04842
OG0007423	SSPN1_10620.1	T265_01439
OG0007424	SSPN1_41130.1	T265_01527
OG0007425	SSPN1_44970.1	T265_09438
OG0007427	SSPN1_86100.1	T265_03793
OG0007428	SSPN1_12340.1	T265_01609
OG0007429	SSPN1_21410.1	T265_08593
OG0007430	SSPN1_45780.1	T265_00022
OG0007431	SSPN1_79370.1, SSPN1_79370.2	T265_03404
OG0007432	SSPN1_46770.1	T265_08085
OG0007433	SSPN1_65290.1	T265_01578
OG0007434	SSPN1_65260.1	T265_01580
OG0007435	SSPN1_59510.1	T265_03935
OG0007436	SSPN1_40160.1	T265_03494
OG0007439	SSPN1_10420.1	T265_13153
OG0007442	SSPN1_29570.1	T265_03000
OG0007443	SSPN1_19860.1	T265_04542
OG0007445	SSPN1_35690.1	T265_07623
OG0007446	SSPN1_17370.1	T265_07779
OG0007447	SSPN1_37090.1	T265_07752
OG0007450	SSPN1_57970.1	T265_09328
OG0007451	SSPN1_520.1	T265_07759
OG0007452	SSPN1_36890.1	T265_05008
OG0007453	SSPN1_74570.1	T265_09967
OG0007454	SSPN1_38330.1	T265_04491
OG0007455	SSPN1_57730.1	T265_12299, T265_15198
OG0007456	SSPN1_8030.1	T265_00263
OG0007458	SSPN1_35330.1	T265_08853
OG0007459	SSPN1_16480.1	T265_08427
OG0007460	SSPN1_51520.1	T265_15360
OG0007461	SSPN1_74740.1	T265_00148
OG0007464	SSPN1_40940.1	T265_11096
OG0007465	SSPN1_90740.1	T265_10781
OG0007466	SSPN1_29500.1	T265_10696
OG0007467	SSPN1_54030.1	T265_00304
OG0007468	SSPN1_75230.1	T265_00005
OG0007470	SSPN1_74640.1	T265_02162
OG0007471	SSPN1_48790.1	T265_02690
OG0007472	SSPN1_32210.1	T265_11478
OG0007473	SSPN1_27090.1	T265_12709
OG0007475	SSPN1_37070.1	T265_10548
OG0007476	SSPN1_68350.1	T265_01254
OG0007478	SSPN1_35610.1	T265_13970, T265_08860
OG0007479	SSPN1_14490.1	T265_13973
OG0007480	SSPN1_86940.1	T265_08020
OG0007481	SSPN1_62080.1	T265_12736
OG0007482	SSPN1_44700.1	T265_00568
