Orthogroup	schistosoma_spindale	schistosoma_bovis
OG0006259	SSPN1_86720.1, SSPN1_86730.1	SBOV2_88870.1
OG0006260	SSPN1_23030.1	SBOV2_23440.1, SBOV2_23440.2
OG0006261	SSPN1_73740.1	SBOV2_75640.1
OG0006262	SSPN1_66020.1, SSPN1_66020.2	SBOV2_67840.1
OG0006263	SSPN1_80850.1	SBOV2_83130.1
OG0006264	SSPN1_74800.1, SSPN1_74800.2	SBOV2_76730.1
OG0006265	SSPN1_22140.1, SSPN1_22140.2, SSPN1_22140.3	SBOV2_22340.1
OG0006266	SSPN1_49010.1, SSPN1_49010.2	SBOV2_54850.1
OG0006267	SSPN1_39470.1	SBOV2_27090.1
OG0006269	SSPN1_46760.1	SBOV2_47710.1
OG0006270	SSPN1_14370.1	SBOV2_15930.1
OG0006271	SSPN1_12280.1	SBOV2_18880.1
OG0006272	SSPN1_20770.1	SBOV2_9490.1
OG0006273	SSPN1_43020.1	SBOV2_43720.1
OG0006274	SSPN1_43800.1	SBOV2_44680.1
OG0006275	SSPN1_77560.1	SBOV2_79580.1
OG0006276	SSPN1_78370.1	SBOV2_84890.1, SBOV2_84890.2
OG0006277	SSPN1_42690.1	SBOV2_43360.1
OG0006278	SSPN1_81530.1, SSPN1_81530.2	SBOV2_83850.1
OG0006279	SSPN1_30900.1	SBOV2_27700.1
OG0006280	SSPN1_16520.2, SSPN1_16520.1	SBOV2_11740.1
OG0006281	SSPN1_38490.1	SBOV2_35270.1
OG0006282	SSPN1_74870.1	SBOV2_76820.1
OG0006283	SSPN1_40230.1	SBOV2_26360.1
OG0006284	SSPN1_69460.1	SBOV2_71560.1
OG0006285	SSPN1_52450.1, SSPN1_52450.2	SBOV2_51380.1
OG0006286	SSPN1_61600.1	SBOV2_62120.1
OG0006287	SSPN1_70980.1	SBOV2_73010.1, SBOV2_73010.2
OG0006288	SSPN1_71150.1	SBOV2_73150.1
OG0006289	SSPN1_74770.1	SBOV2_76700.1
OG0006290	SSPN1_59840.1	SBOV2_64280.1, SBOV2_64280.2
OG0006291	SSPN1_62490.1	SBOV2_61280.1, SBOV2_61280.2
OG0006292	SSPN1_65730.1	SBOV2_68040.1
OG0006293	SSPN1_92460.1	SBOV2_95030.1
OG0006294	SSPN1_23580.1	SBOV2_24000.1
OG0006295	SSPN1_91490.1	SBOV2_94040.1
OG0006296	SSPN1_39620.1	SBOV2_26950.1
OG0006297	SSPN1_25650.1	SBOV2_40850.1
OG0006298	SSPN1_700.1	SBOV2_350.1, SBOV2_350.2, SBOV2_350.3
OG0006299	SSPN1_2230.1	SBOV2_2300.1
OG0006300	SSPN1_3540.1, SSPN1_9820.1	SBOV2_9130.1
OG0006301	SSPN1_7260.1	SBOV2_8140.1
OG0006302	SSPN1_52740.1	SBOV2_51060.1
OG0006303	SSPN1_1420.1	SBOV2_1510.1
OG0006304	SSPN1_47570.1	SBOV2_48560.1
OG0006305	SSPN1_65810.1, SSPN1_65810.2	SBOV2_67760.1, SBOV2_67760.3
OG0006306	SSPN1_10480.1	SBOV2_17170.1
OG0006307	SSPN1_35510.1	SBOV2_32290.1, SBOV2_32290.2
OG0006308	SSPN1_70310.1, SSPN1_70310.2	SBOV2_72380.1, SBOV2_72380.2
OG0006309	SSPN1_75780.1	SBOV2_77830.1
OG0006310	SSPN1_6210.1, SSPN1_6230.1	SBOV2_6250.1
OG0006311	SSPN1_85550.1	SBOV2_89400.3, SBOV2_89400.2, SBOV2_89400.1
OG0006312	SSPN1_74660.1	SBOV2_76590.1
OG0006313	SSPN1_73180.1, SSPN1_73180.2	SBOV2_75090.1
OG0006314	SSPN1_67900.1	SBOV2_70010.1
OG0006315	SSPN1_89190.1	SBOV2_91910.1
OG0006316	SSPN1_65750.2	SBOV2_68070.1
OG0006317	SSPN1_48360.1	SBOV2_49350.1
OG0006318	SSPN1_48620.1	SBOV2_49600.1
OG0006319	SSPN1_85750.1	SBOV2_87790.1, SBOV2_87790.2
OG0006320	SSPN1_29920.1	SBOV2_36570.1
OG0006321	SSPN1_390.1	SBOV2_1030.1
OG0006322	SSPN1_53790.1	SBOV2_55050.1
OG0006323	SSPN1_36960.1	SBOV2_33670.1
OG0006324	SSPN1_13070.1	SBOV2_19850.1
OG0006325	SSPN1_5630.1	SBOV2_5740.1
OG0006326	SSPN1_92300.1	SBOV2_94880.1
OG0006327	SSPN1_23920.1	SBOV2_24380.1, SBOV2_24370.1
OG0006328	SSPN1_56240.1	SBOV2_57770.1
OG0006329	SSPN1_57880.1	SBOV2_66550.1
OG0006330	SSPN1_87520.1	SBOV2_89930.1
OG0006331	SSPN1_64710.1	SBOV2_59060.1, SBOV2_59060.2
OG0006332	SSPN1_43920.1	SBOV2_44640.1, SBOV2_44640.2
OG0006333	SSPN1_64120.1	SBOV2_59700.1, SBOV2_59700.2
OG0006334	SSPN1_79680.1	SBOV2_81910.1
OG0006335	SSPN1_91440.1	SBOV2_93960.1
OG0006336	SSPN1_20980.1	SBOV2_21260.1
OG0006338	SSPN1_9220.1	SBOV2_20600.1
OG0006339	SSPN1_35340.1	SBOV2_32100.1
OG0006340	SSPN1_42300.1	SBOV2_42960.1
OG0006341	SSPN1_50000.1, SSPN1_50000.2	SBOV2_53810.1
OG0006342	SSPN1_81190.1	SBOV2_83510.1
OG0006343	SSPN1_63200.1	SBOV2_60580.1
OG0006344	SSPN1_24950.1	SBOV2_25470.1
OG0006346	SSPN1_87210.1	SBOV2_87680.1
OG0006347	SSPN1_26580.1, SSPN1_26580.2	SBOV2_39920.1
OG0006348	SSPN1_43840.1	SBOV2_44590.1, SBOV2_44590.2, SBOV2_44590.3
OG0006349	SSPN1_8370.1	SBOV2_8360.1
OG0006350	SSPN1_33800.1	SBOV2_30500.1
OG0006351	SSPN1_74200.1	SBOV2_76080.1
OG0006352	SSPN1_16040.1	SBOV2_14280.1, SBOV2_14280.2
OG0006353	SSPN1_67040.1	SBOV2_69100.1, SBOV2_69100.2
OG0006354	SSPN1_68850.1, SSPN1_68850.2	SBOV2_70960.2, SBOV2_70960.1
OG0006355	SSPN1_49650.1	SBOV2_54160.1
OG0006356	SSPN1_76410.1	SBOV2_78430.1
OG0006357	SSPN1_80720.1	SBOV2_83040.1
OG0006358	SSPN1_14660.1	SBOV2_15640.2, SBOV2_15640.1
OG0006359	SSPN1_49330.1	SBOV2_54490.1
OG0006360	SSPN1_89410.1, SSPN1_89410.2	SBOV2_91610.1
OG0006361	SSPN1_52720.1	SBOV2_51090.1, SBOV2_51090.2
OG0006362	SSPN1_12730.1	SBOV2_19380.1
OG0006363	SSPN1_16390.1	SBOV2_13940.2, SBOV2_13940.1
OG0006364	SSPN1_79610.1	SBOV2_81830.1, SBOV2_81830.2
OG0006365	SSPN1_21420.1	SBOV2_21410.1, SBOV2_21410.2
OG0006366	SSPN1_50920.1, SSPN1_50930.1	SBOV2_52920.1
OG0006367	SSPN1_67120.1	SBOV2_69230.1
OG0006368	SSPN1_60540.1	SBOV2_63170.1, SBOV2_63170.2
OG0006369	SSPN1_82260.1	SBOV2_84310.1
OG0006370	SSPN1_68510.3, SSPN1_68510.1, SSPN1_68510.2	SBOV2_70610.1, SBOV2_70610.2
OG0006371	SSPN1_77830.1	SBOV2_80150.1
OG0006372	SSPN1_39860.1, SSPN1_39860.2	SBOV2_26700.3, SBOV2_26700.1, SBOV2_26700.2
OG0006373	SSPN1_75670.1, SSPN1_75670.2	SBOV2_77690.1
OG0006374	SSPN1_49160.1	SBOV2_54670.1
OG0006375	SSPN1_9290.1	SBOV2_20660.1
OG0006376	SSPN1_84020.1	SBOV2_86300.1
OG0006377	SSPN1_62710.1	SBOV2_61080.1, SBOV2_61080.2, SBOV2_61080.3, SBOV2_61110.1
OG0006378	SSPN1_52000.1	SBOV2_51810.1
OG0006379	SSPN1_82890.1	SBOV2_85410.1
OG0006381	SSPN1_72390.1	SBOV2_74320.1
OG0006382	SSPN1_82050.1	SBOV2_84550.1
OG0006383	SSPN1_78410.1	SBOV2_80570.1
OG0006384	SSPN1_64670.1	SBOV2_59100.4, SBOV2_59100.1, SBOV2_59100.2, SBOV2_59100.3
OG0006385	SSPN1_10540.1, SSPN1_10540.2, SSPN1_10540.3	SBOV2_17240.1
OG0006386	SSPN1_54670.1, SSPN1_54670.3, SSPN1_54670.2	SBOV2_55890.1
OG0006387	SSPN1_75430.1	SBOV2_77410.1
OG0006388	SSPN1_64590.1	SBOV2_59180.1
OG0006389	SSPN1_81540.1	SBOV2_83860.1
OG0006390	SSPN1_58960.1, SSPN1_58960.2	SBOV2_65300.1
OG0006391	SSPN1_58970.1	SBOV2_65290.1
OG0006392	SSPN1_92710.1	SBOV2_95530.1
OG0006393	SSPN1_66790.1	SBOV2_68830.1
OG0006394	SSPN1_46540.1, SSPN1_46540.2	SBOV2_47450.1
OG0006395	SSPN1_18640.1, SSPN1_18640.3, SSPN1_18640.2	SBOV2_13850.1
OG0006396	SSPN1_10370.1	SBOV2_20010.1, SBOV2_20010.2, SBOV2_20010.3, SBOV2_20010.4, SBOV2_20010.5
OG0006397	SSPN1_75910.1	SBOV2_77930.1
OG0006398	SSPN1_5890.1	SBOV2_5960.1
OG0006399	SSPN1_17400.1	SBOV2_12580.1, SBOV2_12580.2
OG0006400	SSPN1_72470.1	SBOV2_74400.1
OG0006401	SSPN1_45590.1	SBOV2_46490.1
OG0006402	SSPN1_24830.1	SBOV2_25340.1
OG0006403	SSPN1_820.1	SBOV2_460.1
OG0006404	SSPN1_37260.1	SBOV2_33950.1
OG0006405	SSPN1_48560.1	SBOV2_49550.1
OG0006406	SSPN1_50840.1, SSPN1_50840.2	SBOV2_52990.1
OG0006407	SSPN1_12320.1	SBOV2_18920.1, SBOV2_18910.1
OG0006408	SSPN1_73240.1	SBOV2_75150.2, SBOV2_75150.1, SBOV2_75170.1
OG0006409	SSPN1_50120.1, SSPN1_50120.2, SSPN1_50120.3	SBOV2_53710.1, SBOV2_53710.2
OG0006410	SSPN1_1210.1, SSPN1_1210.2	SBOV2_960.1
OG0006411	SSPN1_1870.1	SBOV2_1950.1
OG0006412	SSPN1_10440.1, SSPN1_10450.1	SBOV2_17140.1
OG0006413	SSPN1_87580.1	SBOV2_89990.1
OG0006414	SSPN1_83000.1	SBOV2_85300.1
OG0006415	SSPN1_23490.1	SBOV2_23930.1
OG0006416	SSPN1_63760.1	SBOV2_60070.1, SBOV2_60070.2, SBOV2_60070.3
OG0006417	SSPN1_48450.1	SBOV2_49440.1
OG0006418	SSPN1_8750.1	SBOV2_8700.1
OG0006419	SSPN1_26970.1	SBOV2_39520.1, SBOV2_39520.2
OG0006420	SSPN1_65920.1	SBOV2_63270.1
OG0006421	SSPN1_5500.2, SSPN1_5500.1	SBOV2_5580.1
OG0006422	SSPN1_85850.1, SSPN1_85850.2, SSPN1_85860.1	SBOV2_87920.1
OG0006423	SSPN1_79620.1	SBOV2_81840.1
OG0006424	SSPN1_48540.1	SBOV2_49530.1
OG0006425	SSPN1_75730.1	SBOV2_77750.1, SBOV2_77750.2
OG0006426	SSPN1_13050.1, SSPN1_13050.2	SBOV2_19830.1
OG0006427	SSPN1_37900.2, SSPN1_37900.1, SSPN1_37900.3	SBOV2_34610.1
OG0006428	SSPN1_680.1	SBOV2_320.1, SBOV2_320.2
OG0006429	SSPN1_19590.1	SBOV2_10730.1
OG0006431	SSPN1_87760.1	SBOV2_90160.1, SBOV2_90160.3, SBOV2_90160.2
OG0006432	SSPN1_76110.1, SSPN1_76110.2, SSPN1_76110.3, SSPN1_76110.4	SBOV2_78120.1
OG0006433	SSPN1_41460.1	SBOV2_42050.1
OG0006434	SSPN1_89640.1	SBOV2_92180.1
OG0006436	SSPN1_66680.1	SBOV2_68720.1
OG0006437	SSPN1_88080.1	SBOV2_90540.1, SBOV2_90530.1
OG0006438	SSPN1_73830.1	SBOV2_75730.1
OG0006439	SSPN1_17970.1	SBOV2_13120.1
OG0006440	SSPN1_49080.1	SBOV2_54790.1
OG0006441	SSPN1_92220.1	SBOV2_94810.2, SBOV2_94810.1, SBOV2_94840.1
OG0006442	SSPN1_35970.1	SBOV2_32730.1
OG0006443	SSPN1_12550.1	SBOV2_19200.1
OG0006444	SSPN1_86990.1	SBOV2_89110.1
OG0006445	SSPN1_67380.1	SBOV2_69500.1
OG0006446	SSPN1_50350.1	SBOV2_53470.1
OG0006447	SSPN1_84540.1	SBOV2_86820.2, SBOV2_86820.1
OG0006449	SSPN1_39100.1	SBOV2_35890.2, SBOV2_35890.1
OG0006450	SSPN1_2610.1	SBOV2_2710.1
OG0006451	SSPN1_68440.1, SSPN1_68440.2, SSPN1_68440.3	SBOV2_70550.1
OG0006452	SSPN1_54530.1, SSPN1_54530.2, SSPN1_54530.3	SBOV2_55770.1
OG0006453	SSPN1_66720.1	SBOV2_68760.1
OG0006454	SSPN1_20760.1	SBOV2_9500.1
OG0006455	SSPN1_48910.1	SBOV2_54940.1
OG0006456	SSPN1_1600.1	SBOV2_1700.1, SBOV2_1700.2
OG0006457	SSPN1_52690.1	SBOV2_51120.1, SBOV2_51120.2
OG0006458	SSPN1_58250.1, SSPN1_58250.2	SBOV2_66150.1
OG0006459	SSPN1_53990.1, SSPN1_53990.2	SBOV2_55250.1
OG0006460	SSPN1_59250.1	SBOV2_64920.1
OG0006461	SSPN1_82780.1	SBOV2_85510.1
OG0006463	SSPN1_61950.1, SSPN1_61950.2	SBOV2_61740.1
OG0006464	SSPN1_21320.1	SBOV2_21510.1
OG0006465	SSPN1_74520.1	SBOV2_76410.1
OG0006466	SSPN1_84870.1	SBOV2_87180.1
OG0006467	SSPN1_19970.1, SSPN1_19970.2	SBOV2_10330.1
OG0006468	SSPN1_41340.1	SBOV2_41810.1
OG0006469	SSPN1_15780.1	SBOV2_14520.1
OG0006470	SSPN1_56580.1	SBOV2_58040.1, SBOV2_58010.1
OG0006471	SSPN1_80660.1	SBOV2_82980.1, SBOV2_82980.2, SBOV2_82980.3
OG0006472	SSPN1_80630.1	SBOV2_82950.1
OG0006473	SSPN1_62150.1	SBOV2_61580.1
OG0006474	SSPN1_58660.1	SBOV2_65690.1
OG0006475	SSPN1_18030.1	SBOV2_13200.1, SBOV2_13200.2
OG0006476	SSPN1_3080.1, SSPN1_3080.2	SBOV2_3200.1
OG0006477	SSPN1_26550.1	SBOV2_39950.1
OG0006478	SSPN1_7530.1	SBOV2_7830.1
OG0006479	SSPN1_41830.1	SBOV2_42440.1
OG0006480	SSPN1_21150.1	SBOV2_21700.1
OG0006481	SSPN1_57750.1, SSPN1_57750.2, SSPN1_57750.3	SBOV2_66680.1
OG0006482	SSPN1_12490.1	SBOV2_19120.1
OG0006483	SSPN1_63870.1	SBOV2_59950.1
OG0006484	SSPN1_67590.1	SBOV2_69710.1
OG0006485	SSPN1_4250.1	SBOV2_4390.2, SBOV2_4390.1, SBOV2_4390.3
OG0006486	SSPN1_21140.1	SBOV2_21710.1
OG0006487	SSPN1_70620.1	SBOV2_72700.1
OG0006488	SSPN1_14450.1	SBOV2_15850.1
OG0006489	SSPN1_19360.1	SBOV2_10930.1
OG0006491	SSPN1_82180.1	SBOV2_84400.1, SBOV2_84400.2, SBOV2_84400.3, SBOV2_84400.4
OG0006492	SSPN1_30400.1	SBOV2_36120.2
OG0006492	SSPN1_30410.1	SBOV2_36120.1
OG0006493	SSPN1_22390.1	SBOV2_22640.1, SBOV2_22640.2
OG0006494	SSPN1_61390.1	SBOV2_62370.1
OG0006496	SSPN1_43650.1	SBOV2_44490.1
OG0006497	SSPN1_17660.2, SSPN1_17660.1, SSPN1_17660.3	SBOV2_12820.1
OG0006498	SSPN1_1770.1	SBOV2_1860.1
OG0006499	SSPN1_5560.1	SBOV2_5650.1, SBOV2_5650.2
OG0006500	SSPN1_43310.1, SSPN1_43310.2	SBOV2_44020.1, SBOV2_44020.2
OG0006501	SSPN1_86220.1	SBOV2_88300.1
OG0006502	SSPN1_67030.1	SBOV2_69090.1
OG0006503	SSPN1_77400.1	SBOV2_79450.1
OG0006504	SSPN1_78020.1	SBOV2_80410.1, SBOV2_80380.1
OG0006505	SSPN1_79990.1	SBOV2_82250.1
OG0006506	SSPN1_58150.2, SSPN1_58150.1	SBOV2_66260.1
OG0006508	SSPN1_58620.1	SBOV2_65720.1
OG0006509	SSPN1_90410.1	SBOV2_92910.1
OG0006510	SSPN1_25680.1	SBOV2_40810.1
OG0006512	SSPN1_36340.1, SSPN1_36340.2	SBOV2_33100.1
OG0006513	SSPN1_33400.1	SBOV2_30090.1
OG0006514	SSPN1_79490.1	SBOV2_81730.1
OG0006515	SSPN1_41330.1	SBOV2_41800.1
OG0006516	SSPN1_29620.1	SBOV2_36890.1
OG0006517	SSPN1_91780.1	SBOV2_94310.1, SBOV2_94310.2, SBOV2_94310.3
OG0006518	SSPN1_92410.1	SBOV2_94980.1
OG0006519	SSPN1_89950.1	SBOV2_92440.1
OG0006520	SSPN1_91030.1	SBOV2_93550.1, SBOV2_93550.2
OG0006521	SSPN1_84780.3, SSPN1_84780.1, SSPN1_84780.2	SBOV2_87090.1
OG0006522	SSPN1_45480.2, SSPN1_45480.1	SBOV2_46380.1
OG0006524	SSPN1_69720.1	SBOV2_71840.1, SBOV2_71840.2
OG0006525	SSPN1_65550.1	SBOV2_63300.1
OG0006526	SSPN1_37630.1, SSPN1_37640.1	SBOV2_34360.1
OG0006527	SSPN1_40050.1	SBOV2_26380.1, SBOV2_26510.1
OG0006528	SSPN1_43200.1	SBOV2_43930.1, SBOV2_43920.1
OG0006529	SSPN1_11250.1, SSPN1_11250.2	SBOV2_17870.1
OG0006531	SSPN1_47230.1, SSPN1_47230.2	SBOV2_48200.1, SBOV2_48200.2
OG0006532	SSPN1_78080.1	SBOV2_80460.1, SBOV2_80460.2
OG0006532	SSPN1_78090.1	SBOV2_80470.1
OG0006532	SSPN1_78070.1	SBOV2_80450.1
OG0006533	SSPN1_83900.1, SSPN1_83910.1, SSPN1_83860.1	SBOV2_86170.1
OG0006543	SSPN1_80050.1	SBOV2_82300.1
OG0006544	SSPN1_92090.1	SBOV2_94660.1
OG0006545	SSPN1_69000.1	SBOV2_71120.1
OG0006546	SSPN1_85840.1	SBOV2_87890.1, SBOV2_87890.2
OG0006547	SSPN1_46440.1	SBOV2_47350.1
OG0006548	SSPN1_89500.1	SBOV2_91510.1
OG0006549	SSPN1_66380.1	SBOV2_68410.1
OG0006550	SSPN1_53950.1	SBOV2_55210.1, SBOV2_55210.2
OG0006551	SSPN1_71960.1	SBOV2_73890.1
OG0006552	SSPN1_15630.1, SSPN1_15630.2	SBOV2_14670.1
OG0006553	SSPN1_74440.1	SBOV2_76340.1
OG0006554	SSPN1_42410.1, SSPN1_42410.2	SBOV2_43060.1
OG0006555	SSPN1_88950.1, SSPN1_88950.2	SBOV2_91410.1
OG0006556	SSPN1_52130.1	SBOV2_51680.1
OG0006557	SSPN1_63270.1	SBOV2_60510.1
OG0006557	SSPN1_63270.1	SBOV2_60510.2
OG0006558	SSPN1_68300.1	SBOV2_70400.1
OG0006559	SSPN1_5070.1	SBOV2_5170.2
OG0006560	SSPN1_25620.1	SBOV2_40880.1
OG0006562	SSPN1_18060.1	SBOV2_13230.1
OG0006563	SSPN1_84130.1	SBOV2_86400.1
OG0006564	SSPN1_31950.1	SBOV2_28740.2, SBOV2_28740.1
OG0006565	SSPN1_14120.1	SBOV2_16170.1
OG0006566	SSPN1_28130.1	SBOV2_38370.1
OG0006567	SSPN1_29150.1	SBOV2_37390.1
OG0006568	SSPN1_10180.1	SBOV2_20220.1
OG0006569	SSPN1_28110.1	SBOV2_38390.1
OG0006570	SSPN1_53650.1	SBOV2_50020.1
OG0006571	SSPN1_62320.1	SBOV2_61410.1
OG0006572	SSPN1_44880.1, SSPN1_44870.1	SBOV2_45690.1
OG0006573	SSPN1_1900.1	SBOV2_1980.1
OG0006574	SSPN1_58240.1	SBOV2_66170.1
OG0006575	SSPN1_55790.1	SBOV2_57290.1
OG0006576	SSPN1_55900.1	SBOV2_57400.1, SBOV2_57400.2
OG0006577	SSPN1_35160.1	SBOV2_31920.1
OG0006578	SSPN1_46310.1	SBOV2_47200.1
OG0006579	SSPN1_41210.1	SBOV2_41690.1, SBOV2_41690.2
OG0006580	SSPN1_73810.1, SSPN1_73810.2	SBOV2_75710.1
OG0006581	SSPN1_25610.1	SBOV2_40890.1
OG0006582	SSPN1_29550.1	SBOV2_36980.1
OG0006583	SSPN1_83780.1	SBOV2_85920.1
OG0006584	SSPN1_2430.2, SSPN1_2430.1, SSPN1_2430.3	SBOV2_2530.1
OG0006585	SSPN1_10880.1	SBOV2_17530.3, SBOV2_17530.1, SBOV2_17530.2
OG0006586	SSPN1_33540.1	SBOV2_30250.1
OG0006588	SSPN1_18370.1	SBOV2_13590.1
OG0006589	SSPN1_9480.1	SBOV2_20880.1
OG0006590	SSPN1_9460.1	SBOV2_20870.1
OG0006591	SSPN1_69490.1	SBOV2_71590.1
OG0006592	SSPN1_81400.1	SBOV2_83770.1
OG0006593	SSPN1_67990.1	SBOV2_70100.1
OG0006594	SSPN1_50110.1, SSPN1_50110.2	SBOV2_53720.1
OG0006595	SSPN1_51720.1, SSPN1_51720.2	SBOV2_52120.1
OG0006596	SSPN1_75830.1	SBOV2_77870.1
OG0006597	SSPN1_74760.1	SBOV2_76690.1
OG0006598	SSPN1_90370.1	SBOV2_92860.1
OG0006599	SSPN1_22590.1	SBOV2_22880.1
OG0006600	SSPN1_76150.1	SBOV2_78150.1
OG0006601	SSPN1_50060.1	SBOV2_53760.1
OG0006602	SSPN1_24180.1	SBOV2_24700.1, SBOV2_24700.2
OG0006603	SSPN1_89240.1, SSPN1_89240.2	SBOV2_91960.1
OG0006604	SSPN1_53850.1	SBOV2_55110.1
OG0006605	SSPN1_11490.1	SBOV2_18110.1
OG0006606	SSPN1_70180.1	SBOV2_72260.1, SBOV2_72260.2
OG0006607	SSPN1_25250.1	SBOV2_41240.1, SBOV2_41240.2
OG0006608	SSPN1_10120.1	SBOV2_20280.1
OG0006609	SSPN1_83060.1	SBOV2_85230.1, SBOV2_85230.2, SBOV2_85230.3
OG0006610	SSPN1_78260.1	SBOV2_79890.1
OG0006611	SSPN1_89510.1	SBOV2_91500.1
OG0006613	SSPN1_54230.1	SBOV2_55470.1
OG0006614	SSPN1_59090.1	SBOV2_65090.1
OG0006615	SSPN1_36800.1	SBOV2_33520.1
OG0006616	SSPN1_68380.1	SBOV2_70490.1
OG0006617	SSPN1_67070.1	SBOV2_69130.1, SBOV2_69130.2
OG0006618	SSPN1_33880.1	SBOV2_30580.1
OG0006619	SSPN1_23190.1	SBOV2_23600.1
OG0006620	SSPN1_2080.1	SBOV2_2150.1
OG0006621	SSPN1_88800.1	SBOV2_91260.1
OG0006622	SSPN1_14340.1	SBOV2_15950.1
OG0006623	SSPN1_58510.1	SBOV2_65870.1, SBOV2_65840.1, SBOV2_65840.2
OG0006624	SSPN1_36270.1	SBOV2_33020.1
OG0006625	SSPN1_62450.1	SBOV2_61320.1
OG0006627	SSPN1_54540.1	SBOV2_55780.1
OG0006628	SSPN1_88860.2, SSPN1_88860.3, SSPN1_88860.1	SBOV2_91330.1
OG0006629	SSPN1_72780.1	SBOV2_74730.1, SBOV2_74730.2, SBOV2_74730.3
OG0006630	SSPN1_78640.1	SBOV2_80790.1
OG0006631	SSPN1_49620.1	SBOV2_54190.1
OG0006632	SSPN1_31810.1	SBOV2_28590.1, SBOV2_28590.2
OG0006634	SSPN1_39680.1	SBOV2_26890.1
OG0006635	SSPN1_7040.1	SBOV2_7030.1
OG0006636	SSPN1_23850.1, SSPN1_23850.2	SBOV2_24290.2, SBOV2_24290.1, SBOV2_24290.3
OG0006637	SSPN1_41870.2, SSPN1_41870.1	SBOV2_42480.1
OG0006638	SSPN1_7000.1	SBOV2_7070.1
OG0006639	SSPN1_77100.1, SSPN1_77100.2	SBOV2_79150.1
OG0006640	SSPN1_8880.1	SBOV2_8900.1
OG0006641	SSPN1_73110.1	SBOV2_75050.1
OG0006642	SSPN1_60070.1	SBOV2_64020.1
OG0006643	SSPN1_56230.1	SBOV2_57760.1, SBOV2_57720.1
OG0006644	SSPN1_23610.1	SBOV2_24030.1
OG0006645	SSPN1_63190.1	SBOV2_60590.1, SBOV2_60590.2, SBOV2_60590.3
OG0006646	SSPN1_49890.1	SBOV2_53940.1
OG0006647	SSPN1_58540.1	SBOV2_65860.1
OG0006648	SSPN1_58580.1	SBOV2_65800.1
OG0006649	SSPN1_69580.1	SBOV2_71700.1
OG0006650	SSPN1_45860.1	SBOV2_46760.1, SBOV2_46760.2
OG0006651	SSPN1_17170.1	SBOV2_12340.1
OG0006652	SSPN1_23010.1	SBOV2_23420.1
OG0006653	SSPN1_60190.1	SBOV2_63870.1
OG0006654	SSPN1_58550.1	SBOV2_65760.1
OG0006655	SSPN1_36660.1	SBOV2_33370.1
OG0006656	SSPN1_36650.1	SBOV2_33380.1
OG0006657	SSPN1_24290.1	SBOV2_24840.1
OG0006658	SSPN1_74470.1	SBOV2_76370.1
OG0006659	SSPN1_35860.1	SBOV2_32620.1
OG0006660	SSPN1_82130.1	SBOV2_84460.1
OG0006661	SSPN1_69750.1, SSPN1_69750.2	SBOV2_71860.1
OG0006662	SSPN1_14670.1	SBOV2_15630.1
OG0006663	SSPN1_40660.1, SSPN1_40660.2	SBOV2_25920.1
OG0006664	SSPN1_49320.1	SBOV2_54500.1
OG0006665	SSPN1_34410.1	SBOV2_31120.1
OG0006666	SSPN1_1290.1	SBOV2_1360.1
OG0006667	SSPN1_6900.1	SBOV2_6820.2, SBOV2_6820.1
OG0006668	SSPN1_23600.1	SBOV2_24020.1
OG0006669	SSPN1_16400.1	SBOV2_13930.1
OG0006670	SSPN1_68290.1	SBOV2_70390.1
OG0006671	SSPN1_76010.1	SBOV2_78020.1
OG0006672	SSPN1_10730.1	SBOV2_17420.1
OG0006673	SSPN1_12940.1	SBOV2_19670.1
OG0006674	SSPN1_77050.1, SSPN1_77050.2	SBOV2_79070.1
OG0006675	SSPN1_21720.1	SBOV2_21900.1
OG0006676	SSPN1_71520.1, SSPN1_71520.2	SBOV2_73450.2, SBOV2_73450.1
OG0006678	SSPN1_45400.1	SBOV2_46280.1
OG0006680	SSPN1_16570.1	SBOV2_11790.1
OG0006681	SSPN1_63330.1	SBOV2_96810.1, SBOV2_60460.2, SBOV2_60460.3, SBOV2_60460.1
OG0006682	SSPN1_81080.1	SBOV2_83390.1
OG0006683	SSPN1_9390.1	SBOV2_20780.1
OG0006684	SSPN1_11060.1	SBOV2_17690.1
OG0006685	SSPN1_37160.1	SBOV2_33870.1
OG0006686	SSPN1_51590.1, SSPN1_51590.2	SBOV2_52250.1
OG0006687	SSPN1_85590.1	SBOV2_89360.1
OG0006689	SSPN1_62620.1	SBOV2_61170.1, SBOV2_61170.2
OG0006690	SSPN1_63320.1	SBOV2_60470.1
OG0006691	SSPN1_73850.1	SBOV2_75750.1
OG0006692	SSPN1_4310.1	SBOV2_4450.1
OG0006693	SSPN1_22600.1	SBOV2_22890.1
OG0006694	SSPN1_75130.1	SBOV2_77080.1
OG0006695	SSPN1_60510.1	SBOV2_63200.1
OG0006696	SSPN1_83620.1	SBOV2_86070.1
OG0006697	SSPN1_29600.1	SBOV2_36920.1
OG0006698	SSPN1_40540.1, SSPN1_40540.2	SBOV2_26050.1
OG0006699	SSPN1_68400.1	SBOV2_70510.1
OG0006700	SSPN1_31300.1	SBOV2_28130.1
OG0006701	SSPN1_47860.1	SBOV2_48820.1
OG0006702	SSPN1_87660.1	SBOV2_90060.1
OG0006703	SSPN1_7600.1	SBOV2_7770.1
OG0006704	SSPN1_35620.1, SSPN1_35620.2	SBOV2_32410.1
