Orthogroup	trichobilharzia_regenti	opisthorchis_viverrini
OG0005991	TREG1_73410.1, TREG1_73420.1	T265_14289
OG0005992	TREG1_67010.1, TREG1_67010.2	T265_03305
OG0005993	TREG1_96230.1, TREG1_96230.2	T265_05906
OG0005994	TREG1_71450.1, TREG1_71450.2	T265_01234
OG0005995	TREG1_136970.1	T265_00455
OG0005996	TREG1_22590.1	T265_00840
OG0005998	TREG1_64100.1, TREG1_64090.1	T265_03564
OG0005999	TREG1_97810.1	T265_12854
OG0006000	TREG1_18130.1	T265_08532
OG0006001	TREG1_121160.1	T265_07451
OG0006002	TREG1_66530.1	T265_13469
OG0006003	TREG1_52220.1, TREG1_52220.2	T265_12071, T265_04787
OG0006004	TREG1_65980.1, TREG1_66000.4, TREG1_66000.3, TREG1_66000.1, TREG1_66000.2	T265_13739
OG0006005	TREG1_101910.1, TREG1_101910.2	T265_15287
OG0006006	TREG1_61340.1	T265_02947
OG0006007	TREG1_23430.1, TREG1_23430.2	T265_13795
OG0006008	TREG1_103370.1, TREG1_103370.2	T265_00318
OG0006009	TREG1_113780.1	T265_12041, T265_15230
OG0006010	TREG1_114110.1	T265_01682
OG0006011	TREG1_88820.1	T265_00506
OG0006012	TREG1_89440.1	T265_08137
OG0006013	TREG1_27580.1	T265_15196
OG0006014	TREG1_98610.1	T265_02209
OG0006015	TREG1_103740.1	T265_01224
OG0006016	TREG1_109550.1	T265_00151
OG0006017	TREG1_109540.1, TREG1_109540.2	T265_00153
OG0006018	TREG1_124320.1, TREG1_124380.1, TREG1_124380.2	T265_05377
OG0006019	TREG1_116540.1	T265_07921, T265_12602
OG0006021	TREG1_105150.1	T265_05821
OG0006022	TREG1_85210.1	T265_02028
OG0006023	TREG1_20230.1, TREG1_20230.2	T265_00867
OG0006024	TREG1_72280.1	T265_12539
OG0006026	TREG1_390.1	T265_09387
OG0006027	TREG1_58600.1	T265_02114
OG0006028	TREG1_65240.1, TREG1_65230.1	T265_06858
OG0006029	TREG1_76410.1	T265_03845
OG0006030	TREG1_50740.1	T265_07048, T265_16154
OG0006031	TREG1_21500.1, TREG1_21500.2	T265_05494
OG0006032	TREG1_2030.1	T265_14178
OG0006033	TREG1_33130.1, TREG1_33160.1	T265_09128
OG0006034	TREG1_39610.1, TREG1_39610.2	T265_10670
OG0006035	TREG1_75230.1	T265_01354
OG0006037	TREG1_110530.9, TREG1_110610.1	T265_11799
OG0006038	TREG1_56470.1	T265_01505
OG0006039	TREG1_68520.1, TREG1_68520.2	T265_00295
OG0006040	TREG1_77880.1	T265_08498
OG0006043	TREG1_22980.1, TREG1_22980.2, TREG1_22980.3	T265_08369
OG0006044	TREG1_93710.1	T265_10305
OG0006045	TREG1_44440.1	T265_04338
OG0006046	TREG1_10730.1, TREG1_10740.1	T265_08037
OG0006047	TREG1_54020.1	T265_05746
OG0006048	TREG1_14150.1, TREG1_14150.2	T265_14751
OG0006049	TREG1_45830.1	T265_06032
OG0006050	TREG1_88200.1, TREG1_88200.2, TREG1_88200.3	T265_01164
OG0006051	TREG1_24990.1	T265_13008
OG0006052	TREG1_105740.1	T265_01643, T265_12947
OG0006053	TREG1_92240.1	T265_12566
OG0006054	TREG1_83290.1, TREG1_83290.3, TREG1_83290.4, TREG1_83290.2	T265_14672
OG0006055	TREG1_47590.1	T265_01190
OG0006056	TREG1_21160.1	T265_09364
OG0006058	TREG1_15760.1, TREG1_15760.2	T265_01441
OG0006059	TREG1_105910.1, TREG1_105910.2	T265_04869
OG0006060	TREG1_3020.1	T265_13511
OG0006061	TREG1_116370.1, TREG1_116370.2	T265_01621
OG0006062	TREG1_44050.1	T265_04461
OG0006063	TREG1_36130.1	T265_09923
OG0006066	TREG1_18730.1	T265_07753
OG0006067	TREG1_57600.1, TREG1_57600.2	T265_01485
OG0006068	TREG1_56500.1	T265_12800
OG0006069	TREG1_51540.1, TREG1_51540.2	T265_00728, T265_16346
OG0006070	TREG1_89500.1	T265_15112
OG0006071	TREG1_97260.3, TREG1_97260.1, TREG1_97260.2	T265_02929
OG0006072	TREG1_112280.1, TREG1_112270.1	T265_10623
OG0006073	TREG1_70310.1	T265_06995
OG0006074	TREG1_129310.1	T265_07348
OG0006075	TREG1_38300.1, TREG1_38300.2, TREG1_38300.3, TREG1_38300.4	T265_11346
OG0006076	TREG1_68530.1	T265_00294
OG0006077	TREG1_38140.1	T265_04114
OG0006079	TREG1_68840.1	T265_02701
OG0006080	TREG1_47780.1	T265_13358
OG0006081	TREG1_9910.1, TREG1_9910.2	T265_09866
OG0006082	TREG1_36950.1	T265_07611
OG0006083	TREG1_117530.1, TREG1_117530.2	T265_02310
OG0006085	TREG1_101490.1, TREG1_101490.2, TREG1_101490.3, TREG1_101490.4	T265_04853
OG0006086	TREG1_60350.1	T265_09099
OG0006087	TREG1_57970.1, TREG1_57970.2	T265_08017
OG0006088	TREG1_95550.1, TREG1_95560.1	T265_00027
OG0006090	TREG1_129090.1	T265_13855
OG0006091	TREG1_101130.1, TREG1_101130.3, TREG1_101130.2	T265_12290, T265_15429
OG0006092	TREG1_24480.1, TREG1_24480.2	T265_01843
OG0006093	TREG1_77120.1	T265_01206
OG0006094	TREG1_70580.1	T265_12458
OG0006095	TREG1_84150.2, TREG1_143790.1, TREG1_84130.1, TREG1_84150.1	T265_07126
OG0006096	TREG1_21400.1, TREG1_21400.2	T265_06953
OG0006097	TREG1_106870.1	T265_07749
OG0006098	TREG1_35820.1	T265_10302
OG0006100	TREG1_19850.1	T265_00893
OG0006101	TREG1_43140.2, TREG1_43140.1	T265_06530
OG0006102	TREG1_102350.1	T265_03871
OG0006103	TREG1_34340.1	T265_08234
OG0006104	TREG1_89580.1	T265_07156
OG0006105	TREG1_113160.1	T265_02379
OG0006106	TREG1_80930.1	T265_14363, T265_16286
OG0006107	TREG1_97230.1	T265_04785
OG0006108	TREG1_110210.1	T265_10524
OG0006109	TREG1_101810.1, TREG1_101810.2	T265_12532
OG0006110	TREG1_122550.1	T265_04314
OG0006111	TREG1_10130.1	T265_08178
OG0006112	TREG1_121150.1, TREG1_121150.2	T265_08901
OG0006113	TREG1_4920.1, TREG1_4920.2	T265_09557
OG0006115	TREG1_34050.1, TREG1_34050.2	T265_11567
OG0006116	TREG1_67110.1	T265_03865
OG0006117	TREG1_73970.1	T265_00135
OG0006118	TREG1_77420.1	T265_15436
OG0006120	TREG1_55830.1	T265_07064
OG0006121	TREG1_115370.1, TREG1_115370.2, TREG1_115370.3	T265_15292
OG0006122	TREG1_46600.1	T265_00758
OG0006123	TREG1_86980.1, TREG1_86980.2	T265_01160
OG0006124	TREG1_88030.1, TREG1_88040.1	T265_08959, T265_11073
OG0006127	TREG1_42730.1	T265_03470
OG0006128	TREG1_140480.1, TREG1_52920.1	T265_04746
OG0006129	TREG1_14820.1	T265_03091, T265_03090
OG0006130	TREG1_37180.1, TREG1_37180.3, TREG1_37180.2	T265_08572
OG0006131	TREG1_86460.1	T265_01167
OG0006132	TREG1_64600.1, TREG1_45080.2	T265_00097
OG0006133	TREG1_93990.2, TREG1_93990.1, TREG1_93990.4, TREG1_93990.3	T265_13035
OG0006134	TREG1_27610.1	T265_06562
OG0006135	TREG1_10060.1, TREG1_10060.2	T265_01602
OG0006136	TREG1_101840.1, TREG1_101840.2	T265_10637
OG0006139	TREG1_16570.1	T265_06487
OG0006140	TREG1_107830.1	T265_12439
OG0006141	TREG1_52970.1	T265_03619
OG0006143	TREG1_27340.1	T265_15582
OG0006144	TREG1_83710.1	T265_13033
OG0006145	TREG1_41540.1	T265_04145
OG0006146	TREG1_137060.3, TREG1_137060.4, TREG1_137060.1, TREG1_137060.2	T265_16067
OG0006147	TREG1_124140.1	T265_09593
OG0006148	TREG1_94220.1, TREG1_94060.6, TREG1_94210.1, TREG1_94060.5	T265_12467, T265_12466
OG0006149	TREG1_26300.1, TREG1_26300.2	T265_03687
OG0006150	TREG1_58470.1	T265_08342
OG0006151	TREG1_5940.1, TREG1_40370.1, TREG1_540.1	T265_04465
OG0006153	TREG1_85290.1	T265_15142
OG0006154	TREG1_124570.1, TREG1_121990.1	T265_08894
OG0006155	TREG1_22460.1	T265_10165
OG0006156	TREG1_104030.1	T265_03960
OG0006157	TREG1_35950.1	T265_07598
OG0006158	TREG1_25300.1	T265_15372
OG0006159	TREG1_32770.1	T265_01099
OG0006160	TREG1_17270.1, TREG1_17270.3, TREG1_17270.2	T265_04379
OG0006161	TREG1_112700.1	T265_00754, T265_04662
OG0006162	TREG1_22570.1, TREG1_22570.2, TREG1_22580.1	T265_03680
OG0006163	TREG1_4770.1	T265_09146
OG0006164	TREG1_14220.1	T265_00257
OG0006165	TREG1_94910.1	T265_12640
OG0006166	TREG1_143480.1, TREG1_143480.2	T265_03856
OG0006167	TREG1_113710.1	T265_01644, T265_12127
OG0006168	TREG1_120870.1	T265_09199
OG0006170	TREG1_30050.1	T265_06485
OG0006171	TREG1_950.1	T265_14923
OG0006172	TREG1_40560.1, TREG1_40560.2	T265_04755
OG0006173	TREG1_33580.1	T265_12668
OG0006174	TREG1_21840.1	T265_11215
OG0006175	TREG1_121030.1	T265_04330
OG0006177	TREG1_120290.1	T265_04160
OG0006178	TREG1_120180.1, TREG1_140820.1	T265_09140
OG0006180	TREG1_64480.1	T265_00291, T265_08122
OG0006181	TREG1_109570.2, TREG1_109570.3, TREG1_109570.1	T265_14229
OG0006182	TREG1_47560.1	T265_10119
OG0006186	TREG1_131780.1	T265_07077
OG0006187	TREG1_42520.1, TREG1_42520.2	T265_04136
OG0006188	TREG1_42580.1, TREG1_42580.2, TREG1_42580.3, TREG1_42580.4	T265_11536
OG0006225	TREG1_89800.1	T265_04195
OG0006226	TREG1_2020.1	T265_06962
OG0006227	TREG1_26810.1	T265_05575
OG0006228	TREG1_38790.1	T265_06400
OG0006230	TREG1_130350.1, TREG1_130350.2	T265_08353
OG0006231	TREG1_57030.1, TREG1_57040.1, TREG1_57010.1	T265_05886
OG0006234	TREG1_14560.1	T265_07777
OG0006235	TREG1_31640.1	T265_13669
OG0006236	TREG1_93660.1	T265_00536
OG0006237	TREG1_34730.1	T265_02604
OG0006238	TREG1_46830.1	T265_04894
OG0006239	TREG1_100460.1	T265_05714
OG0006241	TREG1_74940.1	T265_00315
OG0006242	TREG1_20920.1	T265_11186
OG0006243	TREG1_40520.1	T265_13406
OG0006245	TREG1_70490.1	T265_13952
OG0006246	TREG1_111110.1	T265_12114
OG0006247	TREG1_124420.1, TREG1_124420.2	T265_10497
OG0006248	TREG1_129210.1	T265_09974, T265_09975
OG0006249	TREG1_62800.1	T265_12552
OG0006250	TREG1_53180.1	T265_08806
OG0006251	TREG1_9270.1, TREG1_9270.2	T265_04439
OG0006252	TREG1_52250.1	T265_03818
OG0006253	TREG1_123750.1	T265_09495
OG0006254	TREG1_129430.1, TREG1_129440.1, TREG1_3670.1	T265_10255
OG0006255	TREG1_50070.1, TREG1_50070.2	T265_12577
OG0006256	TREG1_41150.1	T265_11234
OG0006257	TREG1_133370.1	T265_09703
OG0006258	TREG1_82170.1	T265_12589
OG0006259	TREG1_125990.1, TREG1_126010.1, TREG1_125980.1	T265_14257
OG0006260	TREG1_37590.1, TREG1_37590.2	T265_06942, T265_06943
OG0006261	TREG1_104750.1	T265_00088, T265_00089
OG0006262	TREG1_89870.1	T265_09323
OG0006264	TREG1_106060.1	T265_15190
OG0006265	TREG1_60910.1	T265_01075
OG0006266	TREG1_76500.1	T265_05275
OG0006267	TREG1_57130.2, TREG1_57130.1, TREG1_57130.3	T265_14701
OG0006269	TREG1_68410.1, TREG1_68410.2	T265_08086
OG0006270	TREG1_9290.1	T265_15004
OG0006272	TREG1_4070.1	T265_08414
OG0006273	TREG1_30540.1	T265_04110
OG0006274	TREG1_31340.1	T265_07067, T265_16046, T265_05062, T265_07066
OG0006275	TREG1_109320.1	T265_14969
OG0006276	TREG1_118320.1, TREG1_118320.2	T265_07118
OG0006277	TREG1_40490.1	T265_13414
OG0006278	TREG1_117350.1, TREG1_95640.1	T265_02316, T265_15671
OG0006279	TREG1_40920.1, TREG1_92720.1	T265_14327
OG0006280	TREG1_15220.1	T265_09871
OG0006281	TREG1_53960.1	T265_15811
OG0006282	TREG1_105960.1	T265_11224
OG0006283	TREG1_38070.1, TREG1_38070.2	T265_05049
OG0006284	TREG1_101640.1, TREG1_101640.2, TREG1_101640.3	T265_02188
OG0006285	TREG1_70750.1	T265_00313
OG0006286	TREG1_90100.1	T265_00546
OG0006288	TREG1_97130.1, TREG1_97140.1	T265_00770
OG0006289	TREG1_106140.1, TREG1_106160.1	T265_14976
OG0006290	TREG1_85820.1	T265_03916
OG0006291	TREG1_87420.1, TREG1_87420.2, TREG1_87420.3, TREG1_87420.4	T265_08125
OG0006292	TREG1_90710.1	T265_00669
OG0006293	TREG1_135140.1	T265_08152
OG0006294	TREG1_33370.1	T265_09717
OG0006295	TREG1_136130.1	T265_11139
OG0006296	TREG1_56750.1	T265_09675
OG0006299	TREG1_2960.1	T265_09982, T265_06697
OG0006300	TREG1_1220.1	T265_12045
OG0006301	TREG1_137530.1, TREG1_137530.2, TREG1_137530.3, TREG1_25470.1	T265_15886, T265_12313
OG0006302	TREG1_61740.1	T265_07637
OG0006303	TREG1_12580.4, TREG1_12580.3, TREG1_12580.1, TREG1_12580.2	T265_14450
OG0006304	TREG1_69430.1, TREG1_69420.1	T265_00048
OG0006305	TREG1_90780.1	T265_10720
OG0006306	TREG1_13710.1	T265_09242
OG0006307	TREG1_50590.1	T265_09818
OG0006308	TREG1_100870.1	T265_14763
OG0006309	TREG1_108250.1	T265_15194
OG0006310	TREG1_25900.1, TREG1_25890.1	T265_03045
OG0006311	TREG1_127380.22, TREG1_127380.20, TREG1_127380.21, TREG1_127420.1	T265_04307
OG0006312	TREG1_104480.1	T265_02160
OG0006313	TREG1_101430.1	T265_13064
OG0006314	TREG1_103150.1	T265_02327
OG0006315	TREG1_134040.1	T265_02744
OG0006316	TREG1_90690.1	T265_10726
OG0006317	TREG1_69800.1, TREG1_69800.2	T265_00104
OG0006318	TREG1_67940.1	T265_06847
OG0006319	TREG1_118980.1	T265_10996
OG0006320	TREG1_43610.1	T265_10617
OG0006321	TREG1_13280.1	T265_05253
OG0006322	TREG1_74070.1, TREG1_74210.1, TREG1_74080.1, TREG1_74200.1	T265_13118
OG0006323	TREG1_53510.1	T265_08324
OG0006324	TREG1_110460.1	T265_01373
OG0006325	TREG1_4120.1	T265_06415
OG0006326	TREG1_134880.1, TREG1_134870.1	T265_06631
OG0006327	TREG1_54660.1	T265_12717
OG0006328	TREG1_79970.1	T265_08665
OG0006329	TREG1_82390.1	T265_14587
OG0006330	TREG1_119070.1, TREG1_119070.3, TREG1_119070.2	T265_07570
OG0006331	TREG1_80890.1	T265_03152
OG0006332	TREG1_36170.1, TREG1_36170.2	T265_11742
OG0006334	TREG1_114950.1	T265_14064
OG0006335	TREG1_132100.1, TREG1_132100.2	T265_04638
OG0006336	TREG1_27440.1	T265_15021
OG0006337	TREG1_28600.1, TREG1_28620.1, TREG1_28610.1	T265_05503
OG0006338	TREG1_2060.1	T265_04419
OG0006339	TREG1_52660.1, TREG1_52660.2, TREG1_52660.3	T265_00683
OG0006340	TREG1_42980.1	T265_08629
OG0006342	TREG1_110480.1, TREG1_110480.2	T265_11168
OG0006343	TREG1_86650.2, TREG1_86650.1, TREG1_86650.3	T265_04178
OG0006344	TREG1_51690.1	T265_14821
OG0006346	TREG1_123220.1	T265_13092, T265_07373
OG0006347	TREG1_38020.1	T265_15598
OG0006348	TREG1_36210.1	T265_11593
OG0006349	TREG1_6770.1	T265_05558
OG0006350	TREG1_47200.1	T265_07982, T265_15938
OG0006351	TREG1_100280.1	T265_14298, T265_14297
OG0006352	TREG1_14490.1, TREG1_14490.2	T265_07872
OG0006353	TREG1_95890.1	T265_03964
OG0006354	TREG1_103420.1	T265_01996
OG0006355	TREG1_64390.1, TREG1_64390.2	T265_08827
OG0006356	TREG1_109530.1	T265_01986
OG0006357	TREG1_117440.1	T265_07692
OG0006358	TREG1_30420.1	T265_06294
OG0006359	TREG1_65280.1	T265_06848, T265_06849
OG0006361	TREG1_61720.1	T265_11664
OG0006362	TREG1_22420.1, TREG1_22420.2	T265_00886
OG0006363	TREG1_15430.2, TREG1_15430.1, TREG1_15430.3	T265_14157
OG0006365	TREG1_23830.1, TREG1_23830.2	T265_08591
OG0006366	TREG1_73710.1	T265_00360
OG0006367	TREG1_99510.1, TREG1_99510.2	T265_00428
OG0006369	TREG1_116420.1, TREG1_116430.1	T265_02314, T265_16246
OG0006370	TREG1_99920.1, TREG1_99920.2	T265_13377
OG0006371	TREG1_111120.1	T265_06013
OG0006373	TREG1_104460.1, TREG1_104460.2	T265_04279
OG0006374	TREG1_68590.1	T265_02365
OG0006375	TREG1_24390.1	T265_00911, T265_00912
OG0006376	TREG1_120600.1	T265_04165
OG0006377	TREG1_88130.1, TREG1_88130.2	T265_11918
OG0006378	TREG1_71460.1	T265_12748
OG0006379	TREG1_121900.1	T265_12049
OG0006381	TREG1_107180.1, TREG1_100040.4, TREG1_100040.3, TREG1_100040.2, TREG1_100040.1	T265_07644
OG0006383	TREG1_111660.1	T265_07925
OG0006384	TREG1_80830.1	T265_02045
OG0006385	TREG1_16740.1	T265_05143
OG0006386	TREG1_77390.1	T265_15437
OG0006387	TREG1_104180.1	T265_03298
OG0006388	TREG1_87370.1	T265_07008
OG0006389	TREG1_117370.1	T265_02317
OG0006390	TREG1_82780.1, TREG1_82780.2	T265_15291
OG0006391	TREG1_82770.1, TREG1_82760.1	T265_10898
OG0006392	TREG1_135120.1	T265_05333, T265_13754, T265_13554
OG0006394	TREG1_64780.1, TREG1_64780.2	T265_15418
OG0006395	TREG1_8330.1	T265_13542
OG0006397	TREG1_108450.1, TREG1_108450.2	T265_03982
OG0006398	TREG1_17410.1, TREG1_18540.1	T265_14053
OG0006399	TREG1_30040.1	T265_14380
OG0006400	TREG1_106390.1	T265_02773
OG0006401	TREG1_72190.1	T265_00344
OG0006402	TREG1_48480.1	T265_07045
OG0006403	TREG1_560.1	T265_10653
OG0006404	TREG1_58560.1	T265_06868
OG0006405	TREG1_65350.1	T265_11460
OG0006406	TREG1_65440.1, TREG1_65440.2, TREG1_65440.3	T265_13003, T265_03998, T265_14155
OG0006407	TREG1_24540.1, TREG1_24540.2, TREG1_24540.3, TREG1_24540.4	T265_01611
OG0006408	TREG1_105120.1	T265_05827
OG0006409	TREG1_64690.1	T265_06982
OG0006410	TREG1_14420.1, TREG1_93770.1	T265_15301
OG0006411	TREG1_9940.1	T265_12161, T265_15137, T265_15138
OG0006412	TREG1_13750.1	T265_14552
OG0006413	TREG1_129190.1	T265_07342
OG0006414	TREG1_122010.1	T265_07452
OG0006415	TREG1_60390.1	T265_09372
OG0006416	TREG1_85390.1	T265_08933
OG0006418	TREG1_11140.2, TREG1_11140.1	T265_03112
OG0006420	TREG1_83370.1	T265_01124
OG0006421	TREG1_13100.1	T265_09926
OG0006422	TREG1_122900.1	T265_04316
OG0006423	TREG1_114860.1, TREG1_114790.1	T265_09547
OG0006424	TREG1_67860.1	T265_15186, T265_02708
OG0006425	TREG1_108330.1	T265_11416
OG0006426	TREG1_16170.1	T265_09277
OG0006427	TREG1_53200.1	T265_10062
OG0006428	TREG1_10430.1	T265_11779
OG0006429	TREG1_7870.1	T265_08172
OG0006430	TREG1_13040.1, TREG1_13040.2, TREG1_13040.3	T265_01459, T265_08003
OG0006431	TREG1_129390.1, TREG1_129390.2	T265_09599
OG0006432	TREG1_109860.1	T265_12903
OG0006433	TREG1_42430.1	T265_04463
OG0006434	TREG1_130520.1	T265_10421
OG0006435	TREG1_111710.1	T265_02372
OG0006436	TREG1_94370.1	T265_01380
OG0006437	TREG1_124820.1, TREG1_124820.2	T265_03880
OG0006438	TREG1_106930.1	T265_02221
OG0006439	TREG1_35310.1, TREG1_14790.1	T265_10437
OG0006440	TREG1_76450.5, TREG1_76590.1	T265_10890
OG0006441	TREG1_135020.1, TREG1_135020.2, TREG1_135090.1	T265_08751
OG0006442	TREG1_36930.1, TREG1_36930.2, TREG1_36930.3	T265_05198
OG0006443	TREG1_15100.1	T265_01839
OG0006444	TREG1_129110.1	T265_13057
OG0006445	TREG1_97850.1, TREG1_97860.1	T265_12451, T265_16053
OG0006448	TREG1_7690.1	T265_12679
OG0006449	TREG1_58450.1	T265_08544
OG0006450	TREG1_15590.1, TREG1_15590.2, TREG1_15590.3	T265_10232
OG0006451	TREG1_99980.1	T265_15460
OG0006452	TREG1_75900.1	T265_10252
OG0006453	TREG1_94600.1	T265_01420
OG0006454	TREG1_5800.1	T265_11534
OG0006455	TREG1_74620.1	T265_01587
OG0006457	TREG1_61670.1	T265_00141
OG0006458	TREG1_89720.1, TREG1_89720.2, TREG1_89720.3	T265_07613
OG0006459	TREG1_74830.1	T265_12438
OG0006460	TREG1_87870.1	T265_01122
OG0006461	TREG1_121800.1	T265_14894
OG0006462	TREG1_75070.1	T265_02678
OG0006463	TREG1_86840.1	T265_00516
OG0006464	TREG1_24010.1	T265_03697
OG0006466	TREG1_119020.1	T265_11283
OG0006467	TREG1_72040.1	T265_11575
OG0006468	TREG1_42240.1, TREG1_42250.1, TREG1_42250.2	T265_15381
OG0006469	TREG1_14660.1	T265_07952
OG0006470	TREG1_78550.1, TREG1_78550.2, TREG1_78550.3	T265_03006
OG0006472	TREG1_117670.1	T265_09548
OG0006473	TREG1_85160.1	T265_00503
OG0006476	TREG1_13080.1	T265_00225
OG0006477	TREG1_33710.1	T265_10127
OG0006478	TREG1_19600.1, TREG1_19600.2, TREG1_19600.3	T265_15504, T265_15819
OG0006479	TREG1_39450.1, TREG1_39450.2, TREG1_39450.3, TREG1_39450.4, TREG1_39450.5, TREG1_39450.6, TREG1_39450.7, TREG1_39450.8	T265_04124
OG0006480	TREG1_102290.1	T265_10500
OG0006481	TREG1_88440.1	T265_01822
OG0006484	TREG1_96370.3, TREG1_96370.1, TREG1_96370.2, TREG1_96370.4	T265_01969
OG0006485	TREG1_12760.1, TREG1_12760.2	T265_08420
OG0006486	TREG1_26720.1	T265_10504, T265_15169
OG0006487	TREG1_106270.1	T265_01788
OG0006488	TREG1_17000.1	T265_14164
OG0006489	TREG1_30390.1, TREG1_30390.2, TREG1_30390.3	T265_06132
OG0006490	TREG1_7420.1	T265_06700
OG0006491	TREG1_116470.1	T265_02227
OG0006492	TREG1_54170.1	T265_09429
OG0006493	TREG1_32390.1	T265_05598
OG0006494	TREG1_86400.1	T265_07790
OG0006495	TREG1_113590.1, TREG1_19410.1, TREG1_19420.1	T265_02429
OG0006496	TREG1_36090.1, TREG1_36090.2	T265_10309, T265_10310
OG0006498	TREG1_1580.1	T265_08375
OG0006499	TREG1_11310.1	T265_14999
OG0006501	TREG1_141340.1, TREG1_141340.2, TREG1_141340.3	T265_05439
OG0006502	TREG1_96440.1, TREG1_96440.2	T265_04060
OG0006503	TREG1_101140.1	T265_11418
OG0006504	TREG1_111590.1, TREG1_111590.2	T265_16255
OG0006505	TREG1_110230.1	T265_01650
OG0006506	TREG1_89550.1	T265_07161
OG0006509	TREG1_133450.1	T265_06617
OG0006512	TREG1_55540.1, TREG1_55540.2, TREG1_55540.3, TREG1_55540.4	T265_02956
OG0006513	TREG1_39920.1	T265_03639
OG0006514	TREG1_32430.1, TREG1_32420.1, TREG1_32440.1	T265_07927
OG0006515	TREG1_42220.1, TREG1_42230.1, TREG1_42190.8, TREG1_42190.7	T265_09667
OG0006516	TREG1_50350.1	T265_13299
OG0006517	TREG1_132130.1	T265_15214
OG0006543	TREG1_115290.1	T265_02409, T265_02410
OG0006544	TREG1_135600.1, TREG1_135630.1	T265_04643
OG0006546	TREG1_122430.1	T265_04315
OG0006547	TREG1_64980.1, TREG1_64980.2, TREG1_64980.3	T265_00458
OG0006548	TREG1_130740.1	T265_08761
OG0006549	TREG1_93670.1	T265_00535
OG0006550	TREG1_74930.1	T265_12513
OG0006552	TREG1_20910.1	T265_15625
OG0006553	TREG1_102620.1	T265_06339
OG0006554	TREG1_34520.1	T265_13260
OG0006555	TREG1_129050.1	T265_05771
OG0006556	TREG1_69610.1, TREG1_69620.1	T265_11960
OG0006557	TREG1_83720.1	T265_02543
OG0006558	TREG1_95660.1, TREG1_95650.1	T265_05738
OG0006560	TREG1_59700.1	T265_12703
OG0006560	TREG1_59690.1	T265_01023
OG0006561	TREG1_85720.1, TREG1_85720.2	T265_06796
OG0006562	TREG1_15260.1, TREG1_15260.2	T265_14420
OG0006563	TREG1_120440.1	T265_07306
OG0006567	TREG1_49160.1	T265_07533
OG0006568	TREG1_28380.1	T265_13305
OG0006569	TREG1_46370.1	T265_09101
OG0006570	TREG1_73340.1	T265_00046
OG0006571	TREG1_85700.1	T265_02036
OG0006572	TREG1_62260.1	T265_13595, T265_04767
OG0006573	TREG1_10050.1	T265_10380
OG0006574	TREG1_89710.1	T265_00628
OG0006575	TREG1_78090.1	T265_05860, T265_15914
OG0006576	TREG1_79290.1	T265_00643
OG0006577	TREG1_44000.1	T265_16165, T265_08513, T265_15866, T265_08512
OG0006578	TREG1_63950.1, TREG1_63950.2, TREG1_63950.3	T265_13404
OG0006579	TREG1_42050.1	T265_04072
OG0006580	TREG1_101950.1	T265_06753
OG0006581	TREG1_59710.1, TREG1_59710.2	T265_01022
OG0006582	TREG1_53010.1	T265_06600
OG0006583	TREG1_120110.1	T265_10802
OG0006584	TREG1_129120.1	T265_06921
OG0006585	TREG1_19390.1	T265_10220
OG0006586	TREG1_43090.1, TREG1_43110.1, TREG1_43110.2	T265_06535
OG0006588	TREG1_18290.1	T265_04942
OG0006589	TREG1_28800.1, TREG1_28800.2	T265_07243
OG0006590	TREG1_28770.1	T265_07241
OG0006592	TREG1_115600.1	T265_09421
OG0006593	TREG1_95130.1	T265_03292
OG0006594	TREG1_138240.1	T265_05108
OG0006595	TREG1_67620.1	T265_13783
OG0006596	TREG1_2290.1	T265_14736
OG0006597	TREG1_106170.1	T265_15644
OG0006598	TREG1_133390.1	T265_04813
OG0006599	TREG1_32700.1	T265_06001
OG0006601	TREG1_68860.1	T265_05089
OG0006604	TREG1_74340.1	T265_02143
OG0006605	TREG1_16210.1, TREG1_16210.2	T265_15195
OG0006606	TREG1_104050.1, TREG1_104050.2	T265_10657
OG0006607	TREG1_39120.1, TREG1_39120.2, TREG1_39120.3	T265_04245
OG0006608	TREG1_21260.1, TREG1_21260.2	T265_04438
OG0006610	TREG1_112500.1, TREG1_130100.1	T265_07805
OG0006611	TREG1_130730.1	T265_13076
OG0006612	TREG1_34130.1	T265_09273, T265_05852
OG0006613	TREG1_76390.1	T265_08081
OG0006614	TREG1_88080.1, TREG1_88080.2	T265_11437
OG0006616	TREG1_95840.1	T265_09162
OG0006617	TREG1_95920.1	T265_01246
OG0006618	TREG1_47170.1, TREG1_47170.2	T265_07977
OG0006619	TREG1_59270.3, TREG1_59330.1	T265_01062
OG0006620	TREG1_12310.1, TREG1_12310.2	T265_11532
OG0006621	TREG1_128010.1	T265_05353
OG0006622	TREG1_9330.1	T265_07997
OG0006624	TREG1_55650.1	T265_00402
OG0006625	TREG1_84420.1	T265_00626
OG0006627	TREG1_75920.1, TREG1_75990.1	T265_15096
OG0006628	TREG1_127910.1	T265_06512
OG0006629	TREG1_98510.1	T265_01973
OG0006630	TREG1_112090.1	T265_02374, T265_12306, T265_02376
OG0006631	TREG1_64340.1	T265_01364
OG0006632	TREG1_45020.1	T265_00693
OG0006633	TREG1_99500.1	T265_12533
OG0006634	TREG1_56690.1	T265_09918
OG0006636	TREG1_54560.1	T265_01102
OG0006638	TREG1_25850.1	T265_07959, T265_12103, T265_12336
OG0006639	TREG1_97790.1	T265_01732
