Orthogroup	trichobilharzia_regenti	schistosoma_bovis
OG0007011	TREG1_67870.1	SBOV2_49520.1
OG0007012	TREG1_64040.1	SBOV2_96570.1, SBOV2_96570.2
OG0007014	TREG1_15230.1	SBOV2_11750.1
OG0007015	TREG1_108820.1	SBOV2_78750.1
OG0007016	TREG1_13720.1, TREG1_13720.3, TREG1_13720.4, TREG1_13720.2	SBOV2_17160.1
OG0007017	TREG1_75150.1	SBOV2_49830.1, SBOV2_49830.2
OG0007018	TREG1_133110.1	SBOV2_93170.1
OG0007019	TREG1_104410.1	SBOV2_77640.1
OG0007020	TREG1_77440.1	SBOV2_55860.1
OG0007021	TREG1_66200.1	SBOV2_47880.1
OG0007022	TREG1_85040.1	SBOV2_60830.1
OG0007023	TREG1_36050.1	SBOV2_44530.1
OG0007024	TREG1_112260.1	SBOV2_82290.1
OG0007025	TREG1_129300.1	SBOV2_90090.1
OG0007026	TREG1_87310.1	SBOV2_59230.1
OG0007027	TREG1_9840.1	SBOV2_1250.1
OG0007028	TREG1_103790.1	SBOV2_74090.1, SBOV2_74090.2
OG0007029	TREG1_17800.1, TREG1_17810.1	SBOV2_18470.1
OG0007030	TREG1_95530.1	SBOV2_70320.1
OG0007031	TREG1_34290.1	SBOV2_29720.1
OG0007032	TREG1_109750.1, TREG1_109750.2	SBOV2_78230.1
OG0007033	TREG1_109730.1	SBOV2_78240.1
OG0007035	TREG1_97870.1	SBOV2_69510.1, SBOV2_69510.2
OG0007036	TREG1_144410.1	SBOV2_81600.1
OG0007037	TREG1_84810.1	SBOV2_59450.1
OG0007038	TREG1_32900.1	SBOV2_29800.1
OG0007039	TREG1_70050.1	SBOV2_53350.1
OG0007040	TREG1_104070.1	SBOV2_71820.1
OG0007041	TREG1_46810.1	SBOV2_37890.1
OG0007043	TREG1_121910.1	SBOV2_85400.1
OG0007044	TREG1_23270.1	SBOV2_11900.1
OG0007045	TREG1_138830.1, TREG1_138830.2, TREG1_116250.1, TREG1_116250.6, TREG1_116250.10, TREG1_116250.2, TREG1_116250.4, TREG1_116250.8, TREG1_116250.3, TREG1_116250.5, TREG1_116250.7, TREG1_116250.9	SBOV2_3600.1
OG0007046	TREG1_110730.1	SBOV2_82410.1
OG0007047	TREG1_1280.1, TREG1_78100.1	SBOV2_57300.1
OG0007048	TREG1_85240.1	SBOV2_61530.1, SBOV2_61530.2, SBOV2_61530.3
OG0007049	TREG1_37100.1, TREG1_37110.1, TREG1_37110.2	SBOV2_28990.1
OG0007050	TREG1_9490.1	SBOV2_10370.1, SBOV2_10370.2, SBOV2_10370.3
OG0007051	TREG1_25790.1	SBOV2_14460.1
OG0007052	TREG1_6040.1	SBOV2_6470.1
OG0007053	TREG1_44380.1	SBOV2_31580.1
OG0007054	TREG1_125260.1	SBOV2_86500.1
OG0007055	TREG1_95430.1	SBOV2_70230.1
OG0007056	TREG1_32670.1	SBOV2_22850.1
OG0007057	TREG1_82060.1	SBOV2_65500.1
OG0007058	TREG1_10160.3, TREG1_10160.1, TREG1_10160.2	SBOV2_2100.1
OG0007059	TREG1_61490.1, TREG1_61490.2	SBOV2_44910.1
OG0007060	TREG1_53490.1, TREG1_53490.2	SBOV2_33690.1, SBOV2_33690.2, SBOV2_33690.3
OG0007061	TREG1_132530.1	SBOV2_92660.1
OG0007062	TREG1_32570.1, TREG1_32580.1	SBOV2_22780.1
OG0007063	TREG1_12270.1	SBOV2_260.1
OG0007064	TREG1_121880.1	SBOV2_85420.1
OG0007065	TREG1_7650.1	SBOV2_4910.1
OG0007067	TREG1_112750.1	SBOV2_82590.1, SBOV2_82610.1
OG0007068	TREG1_102670.1	SBOV2_77390.2, SBOV2_77390.1
OG0007069	TREG1_45490.1	SBOV2_31870.1
OG0007070	TREG1_73080.1	SBOV2_53010.1
OG0007071	TREG1_73480.1	SBOV2_51540.1
OG0007072	TREG1_50860.1, TREG1_50860.2	SBOV2_32180.1, SBOV2_32180.2
OG0007073	TREG1_94840.1	SBOV2_69830.1
OG0007074	TREG1_102000.1	SBOV2_74820.1
OG0007075	TREG1_129730.1, TREG1_129810.1	SBOV2_18230.1
OG0007076	TREG1_57820.1	SBOV2_35580.1
OG0007077	TREG1_86110.1	SBOV2_64810.1, SBOV2_64810.2
OG0007078	TREG1_71390.1	SBOV2_54380.1
OG0007079	TREG1_60980.1	SBOV2_22300.1
OG0007080	TREG1_23080.1	SBOV2_17620.1
OG0007081	TREG1_72860.1	SBOV2_53220.1, SBOV2_53230.1
OG0007082	TREG1_121000.1	SBOV2_86690.1
OG0007083	TREG1_104350.1	SBOV2_77560.1
OG0007084	TREG1_68220.1	SBOV2_48870.1
OG0007085	TREG1_41760.1, TREG1_41760.2	SBOV2_28880.1
OG0007086	TREG1_116480.1	SBOV2_84380.1, SBOV2_84390.1
OG0007087	TREG1_89470.1	SBOV2_66040.1
OG0007088	TREG1_136040.1	SBOV2_96540.1
OG0007089	TREG1_85260.1	SBOV2_61510.1
OG0007090	TREG1_19780.1	SBOV2_16560.1
OG0007091	TREG1_95990.1	SBOV2_70700.1
OG0007092	TREG1_73380.1	SBOV2_15690.1
OG0007094	TREG1_62170.1	SBOV2_45600.1
OG0007095	TREG1_24420.1	SBOV2_21740.1, SBOV2_21740.2, SBOV2_21740.3
OG0007096	TREG1_123740.1	SBOV2_88790.1, SBOV2_88790.2
OG0007097	TREG1_76300.1	SBOV2_50880.1
OG0007098	TREG1_106580.1	SBOV2_75580.1
OG0007099	TREG1_115420.1, TREG1_115420.4, TREG1_115420.2, TREG1_115420.3	SBOV2_83690.1
OG0007100	TREG1_65260.1, TREG1_90120.1	SBOV2_62150.1
OG0007101	TREG1_36910.1	SBOV2_32670.1
OG0007102	TREG1_46640.1	SBOV2_38040.1
OG0007103	TREG1_90110.1	SBOV2_94600.1, SBOV2_62140.1
OG0007104	TREG1_89840.1	SBOV2_66380.1, SBOV2_66380.2, SBOV2_66380.3
OG0007105	TREG1_82320.1	SBOV2_63800.1, SBOV2_63800.2
OG0007106	TREG1_101750.1	SBOV2_70740.1
OG0007107	TREG1_93640.1, TREG1_93640.2	SBOV2_68390.2, SBOV2_68390.1
OG0007112	TREG1_117930.1, TREG1_117960.1, TREG1_117910.1, TREG1_117940.2, TREG1_117940.1	SBOV2_83990.1
OG0007113	TREG1_135430.1	SBOV2_94770.2, SBOV2_94770.3, SBOV2_94770.4, SBOV2_94770.1
OG0007114	TREG1_121170.1	SBOV2_87020.1
OG0007115	TREG1_76200.1	SBOV2_55960.1
OG0007116	TREG1_88410.1	SBOV2_59720.3, SBOV2_59720.1, SBOV2_59720.2
OG0007118	TREG1_132150.1	SBOV2_93120.1, SBOV2_93120.2
OG0007120	TREG1_113440.1	SBOV2_82110.1
OG0007121	TREG1_120590.3, TREG1_120590.1, TREG1_120590.2	SBOV2_86310.1
OG0007122	TREG1_71480.1, TREG1_71480.2	SBOV2_51830.1, SBOV2_51830.2
OG0007124	TREG1_94990.1	SBOV2_71720.1
OG0007125	TREG1_109840.1, TREG1_109840.2	SBOV2_78130.1, SBOV2_78130.2, SBOV2_78130.3
OG0007126	TREG1_96340.1, TREG1_96340.2	SBOV2_69750.1
OG0007127	TREG1_31330.1	SBOV2_43940.2, SBOV2_43940.3, SBOV2_43940.1
OG0007128	TREG1_47700.1	SBOV2_34900.1
OG0007129	TREG1_41830.1	SBOV2_35670.1
OG0007131	TREG1_54650.1	SBOV2_24360.1, SBOV2_24360.2, SBOV2_24360.3
OG0007132	TREG1_44260.1	SBOV2_31660.2, SBOV2_31660.1
OG0007133	TREG1_20510.1	SBOV2_10980.1, SBOV2_10980.2
OG0007134	TREG1_21440.1	SBOV2_20170.5, SBOV2_20170.1, SBOV2_20170.2, SBOV2_20170.3, SBOV2_20170.4
OG0007135	TREG1_25360.1, TREG1_25360.2	SBOV2_20350.1
OG0007149	TREG1_75310.1	SBOV2_55520.1
OG0007150	TREG1_8940.1, TREG1_8930.1	SBOV2_12180.1
OG0007151	TREG1_98020.1	SBOV2_71190.1
OG0007152	TREG1_131490.1	SBOV2_93040.1
OG0007153	TREG1_22550.1	SBOV2_18420.1
OG0007154	TREG1_39970.1	SBOV2_30060.1, SBOV2_30060.2
OG0007155	TREG1_77530.1	SBOV2_56870.1
OG0007156	TREG1_50390.1, TREG1_50390.2	SBOV2_33240.1
OG0007157	TREG1_106730.1	SBOV2_72970.1
OG0007158	TREG1_122530.1	SBOV2_87830.1
OG0007159	TREG1_122970.1	SBOV2_89680.1, SBOV2_87570.1
OG0007160	TREG1_53220.1	SBOV2_34590.1
OG0007161	TREG1_109380.1	SBOV2_79530.1
OG0007162	TREG1_22750.1	SBOV2_17730.1
OG0007163	TREG1_32640.1	SBOV2_22760.1
OG0007164	TREG1_108010.1	SBOV2_74040.1
OG0007165	TREG1_40090.1	SBOV2_29960.1
OG0007166	TREG1_129030.1, TREG1_129040.1	SBOV2_91400.1
OG0007167	TREG1_110.1, TREG1_120.1	SBOV2_28770.1
OG0007168	TREG1_81640.1	SBOV2_58790.1
OG0007169	TREG1_107840.1	SBOV2_72570.1
OG0007170	TREG1_44630.1	SBOV2_34260.1
OG0007171	TREG1_71120.1	SBOV2_51170.1
OG0007172	TREG1_49580.1, TREG1_49580.2	SBOV2_38950.1
OG0007174	TREG1_66390.1	SBOV2_53280.1
OG0007175	TREG1_50930.1	SBOV2_30830.1, SBOV2_30860.1
OG0007176	TREG1_114460.1	SBOV2_84060.1
OG0007177	TREG1_42480.1	SBOV2_42100.1
OG0007178	TREG1_83910.1	SBOV2_60360.1, SBOV2_60360.2
OG0007179	TREG1_37580.1, TREG1_37580.2	SBOV2_23450.1
OG0007180	TREG1_370.1, TREG1_370.2	SBOV2_1200.1
OG0007181	TREG1_125440.1	SBOV2_88170.1
OG0007182	TREG1_21210.1	SBOV2_14560.1
OG0007184	TREG1_120630.1, TREG1_123780.1	SBOV2_88760.1
OG0007185	TREG1_132570.1	SBOV2_92720.1
OG0007186	TREG1_108030.1	SBOV2_74030.1
OG0007187	TREG1_101050.1, TREG1_101050.2	SBOV2_79320.1
OG0007188	TREG1_90440.1	SBOV2_67910.1
OG0007189	TREG1_90240.1, TREG1_90250.1	SBOV2_63640.1
OG0007191	TREG1_118650.1	SBOV2_81630.1
OG0007192	TREG1_91370.1	SBOV2_66970.1
OG0007193	TREG1_71350.1	SBOV2_51300.1
OG0007194	TREG1_112590.1, TREG1_112600.1, TREG1_8740.1, TREG1_46960.1	SBOV2_6770.1
OG0007195	TREG1_123510.1	SBOV2_86110.1
OG0007196	TREG1_25800.1	SBOV2_14470.1
OG0007197	TREG1_125300.1	SBOV2_88250.1, SBOV2_88250.2
OG0007198	TREG1_49340.1	SBOV2_37540.1
OG0007199	TREG1_37560.1, TREG1_37560.2	SBOV2_23470.1
OG0007201	TREG1_127340.1	SBOV2_88670.1
OG0007202	TREG1_100940.1	SBOV2_72420.1
OG0007203	TREG1_13030.1, TREG1_13030.2	SBOV2_3260.1
OG0007205	TREG1_128140.1, TREG1_128160.1	SBOV2_91100.1
OG0007206	TREG1_95140.1	SBOV2_70090.1
OG0007207	TREG1_75330.1, TREG1_75330.2	SBOV2_48390.1
OG0007208	TREG1_104390.1	SBOV2_77620.1
OG0007209	TREG1_133580.1	SBOV2_93800.1, SBOV2_93800.2
OG0007211	TREG1_61030.1	SBOV2_22270.1
OG0007212	TREG1_85760.1	SBOV2_66640.1, SBOV2_66640.2
OG0007213	TREG1_85770.1	SBOV2_66650.1
OG0007214	TREG1_109830.1	SBOV2_78140.1
OG0007215	TREG1_18080.1	SBOV2_12040.1
OG0007216	TREG1_22290.1	SBOV2_18370.1
OG0007217	TREG1_57620.1	SBOV2_42550.1
OG0007218	TREG1_72220.1, TREG1_72230.1	SBOV2_46460.1
OG0007219	TREG1_2680.1, TREG1_2720.1	SBOV2_9780.1
OG0007220	TREG1_52630.1	SBOV2_32070.1
OG0007221	TREG1_50790.1, TREG1_50800.1	SBOV2_32220.1
OG0007222	TREG1_7180.1	SBOV2_8350.1
OG0007223	TREG1_86910.1	SBOV2_60180.1
OG0007224	TREG1_105590.1	SBOV2_72180.1, SBOV2_72180.2, SBOV2_72180.3
OG0007225	TREG1_89680.1, TREG1_89690.1	SBOV2_66200.1, SBOV2_66190.1
OG0007226	TREG1_40650.1	SBOV2_43170.1
OG0007227	TREG1_129940.1	SBOV2_90670.1
OG0007228	TREG1_97650.1	SBOV2_78930.1
OG0007229	TREG1_100020.1	SBOV2_74290.1
OG0007230	TREG1_2000.1	SBOV2_9960.1
OG0007231	TREG1_32860.1	SBOV2_23020.1
OG0007232	TREG1_15990.1	SBOV2_11760.1, SBOV2_11760.2
OG0007233	TREG1_135410.1	SBOV2_94760.1
OG0007234	TREG1_86960.1	SBOV2_59810.1
OG0007235	TREG1_27650.1	SBOV2_19880.1
OG0007236	TREG1_19200.1	SBOV2_3540.1
OG0007237	TREG1_105320.1	SBOV2_75310.1
OG0007238	TREG1_34140.1	SBOV2_40410.1, SBOV2_40410.2
OG0007239	TREG1_96220.1, TREG1_96220.2	SBOV2_76940.1
OG0007240	TREG1_99490.1	SBOV2_69250.1
OG0007241	TREG1_56370.1	SBOV2_25880.1
OG0007242	TREG1_39420.1	SBOV2_42460.1
OG0007243	TREG1_39690.1	SBOV2_29050.1
OG0007244	TREG1_138790.1, TREG1_138790.3, TREG1_138790.2	SBOV2_72070.1
OG0007245	TREG1_63390.1	SBOV2_52700.1
OG0007246	TREG1_71880.1	SBOV2_47930.1
OG0007247	TREG1_66550.1	SBOV2_53630.1
OG0007248	TREG1_35260.1	SBOV2_25100.1
OG0007249	TREG1_113360.1	SBOV2_80120.1
OG0007251	TREG1_50910.1	SBOV2_30810.1
OG0007252	TREG1_29750.1	SBOV2_12250.1
OG0007253	TREG1_75520.1	SBOV2_52440.1
OG0007254	TREG1_105540.1	SBOV2_76380.1
OG0007255	TREG1_103300.1	SBOV2_71050.1, SBOV2_71050.2
OG0007256	TREG1_83340.1	SBOV2_63250.1
OG0007257	TREG1_61710.1	SBOV2_51100.1
OG0007258	TREG1_131250.1, TREG1_131250.2	SBOV2_91550.1
OG0007259	TREG1_15330.1	SBOV2_11670.2
OG0007260	TREG1_106080.1	SBOV2_76720.1
OG0007261	TREG1_33230.1	SBOV2_26680.1
OG0007262	TREG1_118150.1	SBOV2_82520.1, SBOV2_82520.2
OG0007263	TREG1_113280.1	SBOV2_8520.1, SBOV2_8520.2
OG0007264	TREG1_18260.1	SBOV2_12140.1, SBOV2_12140.2
OG0007265	TREG1_51600.1	SBOV2_41430.1
OG0007266	TREG1_84360.1	SBOV2_61360.1
OG0007267	TREG1_124850.1	SBOV2_89850.1, SBOV2_89850.2
OG0007269	TREG1_24870.1	SBOV2_19940.1
OG0007270	TREG1_113110.1	SBOV2_81050.1
OG0007271	TREG1_7070.1	SBOV2_7100.1
OG0007272	TREG1_4600.1	SBOV2_4560.1
OG0007273	TREG1_7550.1	SBOV2_4830.1
OG0007275	TREG1_49240.1	SBOV2_37460.1
OG0007276	TREG1_52390.1	SBOV2_37170.2, SBOV2_37170.1, SBOV2_37170.3
OG0007277	TREG1_67360.1	SBOV2_46870.1
OG0007278	TREG1_42420.1	SBOV2_42040.1
OG0007279	TREG1_118230.1	SBOV2_84690.1
OG0007280	TREG1_104210.1	SBOV2_77450.1
OG0007281	TREG1_103940.1	SBOV2_75940.1
OG0007282	TREG1_86130.1	SBOV2_64780.1
OG0007283	TREG1_71910.1	SBOV2_48360.1, SBOV2_48360.2, SBOV2_48360.3
OG0007284	TREG1_21170.1	SBOV2_14620.1, SBOV2_14620.2
OG0007285	TREG1_140040.1	SBOV2_26910.1
OG0007286	TREG1_74990.1	SBOV2_55180.1
OG0007288	TREG1_109890.1	SBOV2_78110.1
OG0007289	TREG1_81200.1	SBOV2_65580.1
OG0007290	TREG1_43960.1	SBOV2_31890.1
OG0007291	TREG1_69700.1	SBOV2_53890.1
OG0007292	TREG1_68790.1, TREG1_71010.1, TREG1_71020.1, TREG1_71030.1	SBOV2_48150.1
OG0007293	TREG1_63010.1	SBOV2_45450.1
OG0007294	TREG1_103070.1	SBOV2_69900.1
OG0007295	TREG1_13480.1	SBOV2_880.1
OG0007296	TREG1_83040.1	SBOV2_61900.1
OG0007297	TREG1_120280.1	SBOV2_86430.1
OG0007298	TREG1_30960.1	SBOV2_26440.1, SBOV2_26440.2
OG0007299	TREG1_108460.1	SBOV2_77940.1
OG0007300	TREG1_109190.1, TREG1_109180.1, TREG1_35760.1	SBOV2_25250.1
OG0007301	TREG1_37150.1	SBOV2_29030.1
OG0007302	TREG1_110180.1	SBOV2_83050.1
OG0007303	TREG1_114220.1	SBOV2_82540.6, SBOV2_82540.8
OG0007304	TREG1_39220.1	SBOV2_43440.1
OG0007305	TREG1_77150.1	SBOV2_50600.1
OG0007306	TREG1_95610.1	SBOV2_70380.1
OG0007307	TREG1_65780.1	SBOV2_49220.1
OG0007309	TREG1_80900.1	SBOV2_59050.1
OG0007310	TREG1_64570.1	SBOV2_54040.1
OG0007311	TREG1_4780.1	SBOV2_1630.1
OG0007312	TREG1_11800.1, TREG1_11800.2	SBOV2_8870.1
OG0007313	TREG1_104330.1, TREG1_104330.2	SBOV2_77570.1
OG0007314	TREG1_63460.1	SBOV2_46100.1
OG0007315	TREG1_118020.1	SBOV2_84750.1
OG0007316	TREG1_53880.1	SBOV2_33480.1
OG0007317	TREG1_54390.1	SBOV2_34010.1
OG0007318	TREG1_3060.1	SBOV2_3380.1, SBOV2_3380.2
OG0007319	TREG1_67130.1	SBOV2_46650.1
OG0007320	TREG1_41100.1	SBOV2_27840.1
OG0007321	TREG1_19550.1	SBOV2_7780.1
OG0007322	TREG1_87210.1, TREG1_87220.1	SBOV2_63990.1
OG0007323	TREG1_101870.1	SBOV2_72280.1
OG0007324	TREG1_121860.1	SBOV2_85440.1
OG0007325	TREG1_14670.1	SBOV2_14510.1
OG0007326	TREG1_138810.1	SBOV2_72060.1
OG0007327	TREG1_12460.1	SBOV2_9910.1
OG0007328	TREG1_48410.1	SBOV2_39090.1
OG0007329	TREG1_17780.1	SBOV2_18450.1
OG0007330	TREG1_79480.1	SBOV2_58660.1
OG0007331	TREG1_75890.1	SBOV2_55760.1
OG0007332	TREG1_50560.1	SBOV2_32330.1
OG0007334	TREG1_129960.1	SBOV2_90690.1, SBOV2_90690.2
OG0007335	TREG1_5370.1	SBOV2_9540.1
OG0007337	TREG1_87480.1, TREG1_87470.1	SBOV2_63100.1
OG0007338	TREG1_88450.1	SBOV2_66690.1, SBOV2_66690.2, SBOV2_66690.3
OG0007339	TREG1_128000.1, TREG1_64460.1	SBOV2_54120.1
OG0007340	TREG1_14920.1	SBOV2_19170.1
OG0007341	TREG1_19610.1	SBOV2_7840.1
OG0007342	TREG1_44670.1	SBOV2_29130.2, SBOV2_29130.4, SBOV2_29130.3, SBOV2_29130.5, SBOV2_29130.1
OG0007343	TREG1_68560.1	SBOV2_54650.1
OG0007344	TREG1_28570.1	SBOV2_13970.1
OG0007345	TREG1_100360.1, TREG1_100360.2	SBOV2_76170.1
OG0007346	TREG1_132290.1	SBOV2_91840.1
OG0007348	TREG1_12240.1	SBOV2_280.1
OG0007349	TREG1_120670.2, TREG1_120680.1, TREG1_120670.1	SBOV2_1300.1
OG0007350	TREG1_69290.1	SBOV2_47960.1
OG0007351	TREG1_15410.1	SBOV2_13920.1
OG0007352	TREG1_75570.1	SBOV2_56250.1
OG0007353	TREG1_51680.1, TREG1_51700.1	SBOV2_25480.1
OG0007355	TREG1_8790.1	SBOV2_6810.1
OG0007356	TREG1_10460.1, TREG1_74160.1	SBOV2_16770.1
OG0007357	TREG1_1150.1	SBOV2_2740.1, SBOV2_2740.2
OG0007358	TREG1_4140.1	SBOV2_7580.1
OG0007359	TREG1_121970.1	SBOV2_85350.1
OG0007360	TREG1_76580.1	SBOV2_54800.1
OG0007361	TREG1_66990.1	SBOV2_46630.2, SBOV2_46630.1
OG0007362	TREG1_67070.1	SBOV2_46700.2, SBOV2_46700.1
OG0007363	TREG1_109110.1	SBOV2_78010.1, SBOV2_78010.2
OG0007364	TREG1_47320.1	SBOV2_30480.1
OG0007365	TREG1_80180.1, TREG1_80180.2	SBOV2_57920.1
OG0007366	TREG1_86450.1, TREG1_86450.2	SBOV2_62610.1
OG0007367	TREG1_86550.1	SBOV2_60800.1
OG0007369	TREG1_132620.1	SBOV2_92750.1
OG0007370	TREG1_105760.1, TREG1_105760.2	SBOV2_72000.1, SBOV2_72000.2
OG0007371	TREG1_130450.1	SBOV2_92200.1, SBOV2_92200.2
OG0007372	TREG1_750.1	SBOV2_3790.1
OG0007373	TREG1_115660.1, TREG1_115660.2	SBOV2_83190.1, SBOV2_83190.2
OG0007374	TREG1_120840.1, TREG1_120840.2, TREG1_120840.3	SBOV2_87750.1
OG0007375	TREG1_112230.1	SBOV2_79940.1
OG0007377	TREG1_121330.1	SBOV2_86550.1, SBOV2_86550.2
OG0007379	TREG1_127170.1	SBOV2_89690.1
OG0007380	TREG1_67850.1, TREG1_67850.2	SBOV2_49540.1
OG0007381	TREG1_115930.1, TREG1_74610.1	SBOV2_54920.1
OG0007382	TREG1_102140.1, TREG1_102140.2	SBOV2_71380.1
OG0007383	TREG1_106310.1	SBOV2_75260.1
OG0007384	TREG1_35710.1, TREG1_35710.2	SBOV2_24820.1
OG0007385	TREG1_46950.1	SBOV2_35900.1, SBOV2_35900.2, SBOV2_35900.3
OG0007386	TREG1_37360.1	SBOV2_39430.1, SBOV2_39430.2
OG0007387	TREG1_33790.1, TREG1_33810.1, TREG1_33800.1	SBOV2_26370.1
OG0007388	TREG1_56060.1, TREG1_56050.1	SBOV2_25670.1
OG0007389	TREG1_14610.1	SBOV2_13740.1, SBOV2_13740.2, SBOV2_13740.3
OG0007391	TREG1_141570.1, TREG1_141580.2, TREG1_141570.2, TREG1_141580.1, TREG1_141560.1	SBOV2_16120.1, SBOV2_16120.2, SBOV2_16120.3
OG0007392	TREG1_74140.1	SBOV2_15190.1, SBOV2_15190.2
OG0007393	TREG1_2120.1, TREG1_2120.2, TREG1_780.1	SBOV2_3800.1
OG0007394	TREG1_5310.1	SBOV2_4130.1, SBOV2_4130.2, SBOV2_4130.3
OG0007397	TREG1_100770.1	SBOV2_71450.1, SBOV2_71450.2, SBOV2_71450.3
OG0007398	TREG1_131270.1, TREG1_131270.2, TREG1_131270.3	SBOV2_91570.1
OG0007413	TREG1_74790.1	SBOV2_55300.1
OG0007414	TREG1_15160.1	SBOV2_13330.1
OG0007415	TREG1_39290.1	SBOV2_43590.1
OG0007416	TREG1_77340.1	SBOV2_50430.1
OG0007417	TREG1_111780.2, TREG1_111780.3	SBOV2_10300.1
OG0007418	TREG1_100450.1	SBOV2_76220.1
OG0007419	TREG1_3130.1	SBOV2_5560.1
OG0007420	TREG1_16450.1	SBOV2_18550.1
OG0007421	TREG1_132940.1	SBOV2_92540.1
OG0007423	TREG1_15770.1	SBOV2_17330.1
OG0007424	TREG1_41980.1	SBOV2_41610.1
OG0007425	TREG1_63620.1	SBOV2_45800.1
OG0007426	TREG1_126040.1	SBOV2_88890.1
OG0007427	TREG1_125430.1	SBOV2_88180.1, SBOV2_88180.2, SBOV2_88180.3
OG0007428	TREG1_24510.1	SBOV2_18940.1
OG0007429	TREG1_23860.1	SBOV2_21440.1
OG0007430	TREG1_67090.1	SBOV2_46680.1
OG0007432	TREG1_68400.1	SBOV2_47720.1
OG0007433	TREG1_90230.1, TREG1_90230.2	SBOV2_63650.1
OG0007434	TREG1_90260.1	SBOV2_63630.1
OG0007435	TREG1_87230.1	SBOV2_64650.1
OG0007436	TREG1_33840.1	SBOV2_26410.1
OG0007437	TREG1_70700.1	SBOV2_51340.2, SBOV2_51340.1
OG0007439	TREG1_13770.1	SBOV2_17120.1
OG0007440	TREG1_111600.1	SBOV2_80400.1, SBOV2_80390.1
OG0007441	TREG1_83950.1	SBOV2_60330.1
OG0007442	TREG1_52980.1	SBOV2_36950.1
OG0007443	TREG1_8870.1	SBOV2_10430.1
OG0007444	TREG1_85450.1	SBOV2_58920.1
OG0007445	TREG1_36750.1	SBOV2_32550.1
OG0007446	TREG1_6600.1	SBOV2_12560.1
OG0007447	TREG1_45700.1	SBOV2_33800.1, SBOV2_33800.2
OG0007448	TREG1_51890.1	SBOV2_31390.1
OG0007449	TREG1_32630.1	SBOV2_22770.1, SBOV2_22770.2
OG0007450	TREG1_90860.1	SBOV2_66440.1
OG0007451	TREG1_13360.1	SBOV2_980.1
OG0007452	TREG1_53680.1	SBOV2_33620.1
OG0007453	TREG1_104620.1	SBOV2_76490.1
OG0007454	TREG1_47890.1	SBOV2_35090.1
OG0007455	TREG1_91690.1	SBOV2_66710.1, SBOV2_66710.2
OG0007456	TREG1_10330.1	SBOV2_7320.1
OG0007457	TREG1_46700.1	SBOV2_37980.1
OG0007458	TREG1_52650.1, TREG1_52650.2	SBOV2_32090.1
OG0007459	TREG1_15180.1	SBOV2_11690.1
OG0007460	TREG1_75680.1	SBOV2_52340.1
OG0007461	TREG1_104880.1, TREG1_141730.1	SBOV2_76670.1
OG0007462	TREG1_38270.1	SBOV2_39640.1
OG0007463	TREG1_97110.1	SBOV2_73140.1, SBOV2_73140.2
OG0007464	TREG1_56040.1	SBOV2_25660.1
OG0007465	TREG1_134240.1	SBOV2_93250.1
OG0007466	TREG1_51080.1	SBOV2_37030.1
OG0007467	TREG1_74870.1	SBOV2_55280.1
OG0007468	TREG1_102300.1, TREG1_102310.1	SBOV2_77190.1
OG0007469	TREG1_94950.1	SBOV2_71690.1
OG0007470	TREG1_104510.1, TREG1_104510.2	SBOV2_76570.1
OG0007471	TREG1_76340.1	SBOV2_49790.1
OG0007472	TREG1_43250.1	SBOV2_28950.1
OG0007473	TREG1_37430.1	SBOV2_39370.1
OG0007474	TREG1_61080.1	SBOV2_22230.1
OG0007475	TREG1_45600.1	SBOV2_33780.1
OG0007476	TREG1_95750.1	SBOV2_70460.1
OG0007477	TREG1_66060.1	SBOV2_49140.1
OG0007478	TREG1_36680.1	SBOV2_32400.1
OG0007479	TREG1_17070.1	SBOV2_15820.1
OG0007481	TREG1_91230.1	SBOV2_61620.1
OG0007482	TREG1_63040.1	SBOV2_45480.1
OG0007483	TREG1_39330.1	SBOV2_43630.1
OG0007484	TREG1_94280.1	SBOV2_68690.1
OG0007485	TREG1_77790.1	SBOV2_57040.1
OG0007486	TREG1_95870.1	SBOV2_69180.1, SBOV2_69180.2
OG0007488	TREG1_75350.1	SBOV2_47910.1
OG0007489	TREG1_72670.1	SBOV2_56230.1
OG0007490	TREG1_120580.1	SBOV2_86320.1
OG0007491	TREG1_68880.1	SBOV2_53800.2, SBOV2_53800.1, SBOV2_53800.3
OG0007492	TREG1_110760.1	SBOV2_83380.1
OG0007494	TREG1_15030.1	SBOV2_19040.1
OG0007495	TREG1_107870.1	SBOV2_74880.1
OG0007496	TREG1_81940.1	SBOV2_64130.1
OG0007497	TREG1_74680.1	SBOV2_55360.1
OG0007499	TREG1_66460.1	SBOV2_53700.1
OG0007500	TREG1_55580.1	SBOV2_33070.1
OG0007501	TREG1_61280.1	SBOV2_45990.1
OG0007502	TREG1_131540.1	SBOV2_21120.1
OG0007503	TREG1_72520.1	SBOV2_48640.1
OG0007504	TREG1_12210.1, TREG1_12210.2	SBOV2_200.1, SBOV2_200.2
OG0007505	TREG1_71730.1	SBOV2_46270.1
OG0007506	TREG1_135370.1, TREG1_135370.2	SBOV2_94730.1
OG0007507	TREG1_83530.1	SBOV2_58400.1
OG0007509	TREG1_330.1	SBOV2_790.1
OG0007510	TREG1_80610.1	SBOV2_62740.1
OG0007511	TREG1_61520.1	SBOV2_44890.1
OG0007512	TREG1_62820.1	SBOV2_45260.1
