Orthogroup	trichobilharzia_regenti	schistosoma_intercalatum
OG0007002	TREG1_134450.1	SINT1_93120.2, SINT1_93120.1
OG0007003	TREG1_134980.1	SINT1_6860.1
OG0007004	TREG1_132280.1	SINT1_91190.1, SINT1_91190.2
OG0007005	TREG1_62490.1	SINT1_46020.1
OG0007006	TREG1_131420.1	SINT1_91340.1
OG0007007	TREG1_34570.1	SINT1_43870.1
OG0007008	TREG1_82290.1	SINT1_63870.1, SINT1_63870.2
OG0007009	TREG1_129410.1	SINT1_89600.1
OG0007010	TREG1_26630.1, TREG1_26630.2	SINT1_21820.1
OG0007011	TREG1_67870.1	SINT1_50120.1
OG0007012	TREG1_64040.1	SINT1_47850.1
OG0007014	TREG1_15230.1	SINT1_12040.1, SINT1_12040.2
OG0007015	TREG1_108820.1	SINT1_78520.1
OG0007016	TREG1_13720.1, TREG1_13720.3, TREG1_13720.4, TREG1_13720.2	SINT1_17800.1
OG0007017	TREG1_75150.1	SINT1_50410.1
OG0007018	TREG1_133110.1	SINT1_92600.1
OG0007019	TREG1_104410.1	SINT1_77420.1
OG0007020	TREG1_77440.1	SINT1_56330.1
OG0007021	TREG1_66200.1	SINT1_48430.1
OG0007022	TREG1_85040.1	SINT1_60970.1
OG0007023	TREG1_36050.1	SINT1_45120.1
OG0007024	TREG1_112260.1	SINT1_81770.1
OG0007025	TREG1_129300.1	SINT1_89540.1
OG0007026	TREG1_87310.1	SINT1_59410.1
OG0007027	TREG1_9840.1	SINT1_1160.1
OG0007028	TREG1_103790.1	SINT1_73940.1
OG0007029	TREG1_17800.1, TREG1_17810.1	SINT1_19200.1
OG0007030	TREG1_95530.1	SINT1_70200.1
OG0007031	TREG1_34290.1	SINT1_38030.1
OG0007032	TREG1_109750.1, TREG1_109750.2	SINT1_78020.1
OG0007033	TREG1_109730.1	SINT1_78030.1
OG0007035	TREG1_97870.1	SINT1_69320.1
OG0007036	TREG1_144410.1	SINT1_81070.1
OG0007037	TREG1_84810.1	SINT1_59590.1, SINT1_59590.2
OG0007038	TREG1_32900.1	SINT1_37930.1
OG0007039	TREG1_70050.1	SINT1_52150.1
OG0007040	TREG1_104070.1	SINT1_71660.1
OG0007041	TREG1_46810.1	SINT1_29800.1
OG0007042	TREG1_59020.1, TREG1_59020.2	SINT1_27670.1
OG0007043	TREG1_121910.1	SINT1_84800.1
OG0007044	TREG1_23270.1	SINT1_12170.1, SINT1_12170.2
OG0007046	TREG1_110730.1	SINT1_81900.1
OG0007047	TREG1_1280.1, TREG1_78100.1	SINT1_57520.1
OG0007048	TREG1_85240.1	SINT1_61660.1
OG0007049	TREG1_37100.1, TREG1_37110.1, TREG1_37110.2	SINT1_38760.1
OG0007050	TREG1_9490.1	SINT1_10730.1
OG0007051	TREG1_25790.1	SINT1_14830.1
OG0007052	TREG1_6040.1	SINT1_6500.1
OG0007053	TREG1_44380.1	SINT1_36070.1
OG0007054	TREG1_125260.1	SINT1_85880.1
OG0007055	TREG1_95430.1	SINT1_70100.1
OG0007056	TREG1_32670.1	SINT1_23460.1
OG0007057	TREG1_82060.1	SINT1_65400.1
OG0007058	TREG1_10160.3, TREG1_10160.1, TREG1_10160.2	SINT1_1970.1
OG0007059	TREG1_61490.1, TREG1_61490.2	SINT1_45670.1
OG0007060	TREG1_53490.1, TREG1_53490.2	SINT1_33990.1
OG0007061	TREG1_132530.1	SINT1_92080.1, SINT1_92080.2
OG0007062	TREG1_32570.1, TREG1_32580.1	SINT1_23400.1
OG0007063	TREG1_12270.1	SINT1_280.1
OG0007064	TREG1_121880.1	SINT1_84820.1, SINT1_84820.2
OG0007065	TREG1_7650.1	SINT1_4870.1
OG0007067	TREG1_112750.1	SINT1_82080.1
OG0007068	TREG1_102670.1	SINT1_77170.1
OG0007069	TREG1_45490.1	SINT1_35810.1
OG0007070	TREG1_73080.1	SINT1_52530.1
OG0007071	TREG1_73480.1	SINT1_53950.1, SINT1_53950.2
OG0007072	TREG1_50860.1, TREG1_50860.2	SINT1_35500.1
OG0007073	TREG1_94840.1	SINT1_69700.1
OG0007074	TREG1_102000.1	SINT1_74640.1
OG0007075	TREG1_129730.1, TREG1_129810.1	SINT1_18940.1
OG0007076	TREG1_57820.1	SINT1_32090.1
OG0007077	TREG1_86110.1	SINT1_64800.1
OG0007078	TREG1_71390.1	SINT1_51050.1
OG0007079	TREG1_60980.1	SINT1_22920.1
OG0007080	TREG1_23080.1	SINT1_18330.1
OG0007081	TREG1_72860.1	SINT1_52310.1
OG0007082	TREG1_121000.1	SINT1_86050.1, SINT1_86050.2, SINT1_86050.3
OG0007083	TREG1_104350.1	SINT1_77330.1
OG0007084	TREG1_68220.1	SINT1_49440.1
OG0007085	TREG1_41760.1, TREG1_41760.2	SINT1_38920.1
OG0007086	TREG1_116480.1	SINT1_83790.1
OG0007087	TREG1_89470.1	SINT1_65850.1
OG0007088	TREG1_136040.1	SINT1_93470.1
OG0007089	TREG1_85260.1	SINT1_61640.1, SINT1_61640.2
OG0007090	TREG1_19780.1	SINT1_17150.1
OG0007091	TREG1_95990.1	SINT1_70560.1, SINT1_70560.2
OG0007092	TREG1_73380.1	SINT1_16180.1
OG0007094	TREG1_62170.1	SINT1_46290.1
OG0007095	TREG1_24420.1	SINT1_22470.1
OG0007096	TREG1_123740.1	SINT1_87870.1
OG0007098	TREG1_106580.1	SINT1_75350.1
OG0007099	TREG1_115420.1, TREG1_115420.4, TREG1_115420.2, TREG1_115420.3	SINT1_83030.1
OG0007100	TREG1_65260.1, TREG1_90120.1	SINT1_62300.1
OG0007101	TREG1_36910.1	SINT1_35050.1
OG0007102	TREG1_46640.1	SINT1_29650.1
OG0007103	TREG1_90110.1	SINT1_62290.1, SINT1_62290.2
OG0007104	TREG1_89840.1	SINT1_66240.1
OG0007105	TREG1_82320.1	SINT1_63850.1
OG0007106	TREG1_101750.1	SINT1_70610.1, SINT1_70610.2
OG0007107	TREG1_93640.1, TREG1_93640.2	SINT1_68240.2, SINT1_68240.1
OG0007112	TREG1_117930.1, TREG1_117960.1, TREG1_117910.1, TREG1_117940.2, TREG1_117940.1	SINT1_1660.1, SINT1_83380.1
OG0007113	TREG1_135430.1	SINT1_94120.1
OG0007114	TREG1_121170.1	SINT1_86330.1
OG0007115	TREG1_76200.1	SINT1_56410.2, SINT1_56410.1
OG0007116	TREG1_88410.1	SINT1_59860.1, SINT1_59860.2
OG0007118	TREG1_132150.1	SINT1_92540.1
OG0007120	TREG1_113440.1	SINT1_81590.1, SINT1_81590.2
OG0007121	TREG1_120590.3, TREG1_120590.1, TREG1_120590.2	SINT1_85680.1
OG0007122	TREG1_71480.1, TREG1_71480.2	SINT1_53660.1
OG0007124	TREG1_94990.1	SINT1_71540.1
OG0007125	TREG1_109840.1, TREG1_109840.2	SINT1_77940.2, SINT1_77940.1
OG0007126	TREG1_96340.1, TREG1_96340.2	SINT1_69570.1
OG0007127	TREG1_31330.1	SINT1_44710.1
OG0007128	TREG1_47700.1	SINT1_32780.1
OG0007130	TREG1_59340.1	SINT1_24220.1, SINT1_24210.1, SINT1_24190.1
OG0007131	TREG1_54650.1	SINT1_24980.1, SINT1_24980.2
OG0007132	TREG1_44260.1	SINT1_35980.1
OG0007133	TREG1_20510.1	SINT1_11370.3, SINT1_11370.1, SINT1_11370.2
OG0007134	TREG1_21440.1	SINT1_20850.1
OG0007135	TREG1_25360.1, TREG1_25360.2	SINT1_21040.1
OG0007149	TREG1_75310.1	SINT1_56000.1
OG0007150	TREG1_8940.1, TREG1_8930.1	SINT1_12470.1
OG0007151	TREG1_98020.1	SINT1_71020.1
OG0007152	TREG1_131490.1	SINT1_92470.1
OG0007153	TREG1_22550.1	SINT1_19130.1
OG0007154	TREG1_39970.1	SINT1_37630.2, SINT1_37630.3, SINT1_37630.1
OG0007155	TREG1_77530.1	SINT1_57190.1
OG0007156	TREG1_50390.1, TREG1_50390.2	SINT1_34490.1
OG0007157	TREG1_106730.1	SINT1_72820.1
OG0007158	TREG1_122530.1	SINT1_88770.1
OG0007159	TREG1_122970.1	SINT1_86890.1
OG0007160	TREG1_53220.1	SINT1_33070.1
OG0007161	TREG1_109380.1	SINT1_79240.1
OG0007162	TREG1_22750.1	SINT1_18440.1
OG0007163	TREG1_32640.1	SINT1_23380.1
OG0007164	TREG1_108010.1	SINT1_73890.1
OG0007165	TREG1_40090.1	SINT1_37720.1
OG0007166	TREG1_129030.1, TREG1_129040.1	SINT1_90840.1
OG0007167	TREG1_110.1, TREG1_120.1	SINT1_39020.1
OG0007168	TREG1_81640.1	SINT1_58970.1
OG0007169	TREG1_107840.1	SINT1_72420.1
OG0007170	TREG1_44630.1	SINT1_33420.1, SINT1_33420.2, SINT1_33420.3
OG0007171	TREG1_71120.1	SINT1_54330.1
OG0007172	TREG1_49580.1, TREG1_49580.2	SINT1_28740.1
OG0007174	TREG1_66390.1	SINT1_52240.1
OG0007175	TREG1_50930.1	SINT1_36810.1, SINT1_36810.2
OG0007176	TREG1_114460.1	SINT1_83420.1
OG0007177	TREG1_42480.1	SINT1_42890.1
OG0007178	TREG1_83910.1	SINT1_60500.1
OG0007179	TREG1_37580.1, TREG1_37580.2	SINT1_23990.1
OG0007180	TREG1_370.1, TREG1_370.2	SINT1_1110.1
OG0007181	TREG1_125440.1	SINT1_88440.1
OG0007182	TREG1_21210.1	SINT1_14950.1
OG0007184	TREG1_120630.1, TREG1_123780.1	SINT1_87900.1
OG0007185	TREG1_132570.1	SINT1_92140.1
OG0007186	TREG1_108030.1	SINT1_73880.1
OG0007187	TREG1_101050.1, TREG1_101050.2	SINT1_79020.1
OG0007188	TREG1_90440.1	SINT1_67800.1
OG0007189	TREG1_90240.1, TREG1_90250.1	SINT1_63720.1
OG0007191	TREG1_118650.1	SINT1_81110.1
OG0007192	TREG1_91370.1	SINT1_66910.1
OG0007194	TREG1_112590.1, TREG1_112600.1, TREG1_8740.1, TREG1_46960.1	SINT1_6890.1
OG0007195	TREG1_123510.1	SINT1_85510.1
OG0007196	TREG1_25800.1	SINT1_14840.1
OG0007197	TREG1_125300.1	SINT1_88360.1
OG0007198	TREG1_49340.1	SINT1_30160.1
OG0007199	TREG1_37560.1, TREG1_37560.2	SINT1_24010.1
OG0007201	TREG1_127340.1	SINT1_87960.1
OG0007202	TREG1_100940.1	SINT1_72280.1
OG0007203	TREG1_13030.1, TREG1_13030.2	SINT1_3100.1
OG0007205	TREG1_128140.1, TREG1_128160.1	SINT1_90520.1
OG0007206	TREG1_95140.1	SINT1_69970.1
OG0007207	TREG1_75330.1, TREG1_75330.2	SINT1_48930.1
OG0007208	TREG1_104390.1	SINT1_77390.1
OG0007211	TREG1_61030.1	SINT1_22890.1
OG0007212	TREG1_85760.1	SINT1_66530.1
OG0007213	TREG1_85770.1	SINT1_66540.1
OG0007214	TREG1_109830.1	SINT1_77950.1
OG0007215	TREG1_18080.1	SINT1_12310.1
OG0007216	TREG1_22290.1	SINT1_19090.1
OG0007217	TREG1_57620.1	SINT1_43310.1
OG0007218	TREG1_72220.1, TREG1_72230.1	SINT1_47070.1
OG0007219	TREG1_2680.1, TREG1_2720.1	SINT1_10150.1, SINT1_10150.2
OG0007220	TREG1_52630.1	SINT1_35610.1
OG0007221	TREG1_50790.1, TREG1_50800.1	SINT1_35460.1
OG0007222	TREG1_7180.1	SINT1_8570.2, SINT1_8570.1
OG0007223	TREG1_86910.1	SINT1_60320.1
OG0007224	TREG1_105590.1	SINT1_72040.1
OG0007225	TREG1_89680.1, TREG1_89690.1	SINT1_66030.1
OG0007226	TREG1_40650.1	SINT1_44040.1
OG0007227	TREG1_129940.1	SINT1_90110.1
OG0007228	TREG1_97650.1	SINT1_78710.1
OG0007229	TREG1_100020.1	SINT1_74120.1
OG0007230	TREG1_2000.1	SINT1_10320.1, SINT1_10320.2
OG0007231	TREG1_32860.1	SINT1_23710.1
OG0007232	TREG1_15990.1	SINT1_12050.1
OG0007233	TREG1_135410.1	SINT1_94110.1
OG0007234	TREG1_86960.1	SINT1_59940.1
OG0007235	TREG1_27650.1	SINT1_20560.1
OG0007236	TREG1_19200.1	SINT1_3440.2, SINT1_3440.3, SINT1_3440.1
OG0007237	TREG1_105320.1	SINT1_75100.1
OG0007238	TREG1_34140.1	SINT1_27230.1
OG0007239	TREG1_96220.1, TREG1_96220.2	SINT1_76720.1
OG0007240	TREG1_99490.1	SINT1_69040.1
OG0007241	TREG1_56370.1	SINT1_41990.1
OG0007242	TREG1_39420.1	SINT1_43220.1
OG0007243	TREG1_39690.1	SINT1_38720.1, SINT1_38720.2
OG0007244	TREG1_138790.1, TREG1_138790.3, TREG1_138790.2	SINT1_71900.1
OG0007245	TREG1_63390.1	SINT1_52860.1
OG0007246	TREG1_71880.1	SINT1_48470.1
OG0007247	TREG1_66550.1	SINT1_51850.1
OG0007248	TREG1_35260.1	SINT1_25650.1
OG0007249	TREG1_113360.1	SINT1_79670.1
OG0007251	TREG1_50910.1	SINT1_36830.1
OG0007252	TREG1_29750.1	SINT1_12550.1
OG0007253	TREG1_75520.1	SINT1_53120.1
OG0007254	TREG1_105540.1	SINT1_76210.1
OG0007256	TREG1_83340.1	SINT1_63340.1
OG0007257	TREG1_61710.1	SINT1_54400.1
OG0007258	TREG1_131250.1, TREG1_131250.2	SINT1_91420.1
OG0007259	TREG1_15330.1	SINT1_11960.1
OG0007260	TREG1_106080.1	SINT1_76530.1
OG0007261	TREG1_33230.1	SINT1_41200.1
OG0007262	TREG1_118150.1	SINT1_82010.1
OG0007263	TREG1_113280.1	SINT1_8750.1
OG0007264	TREG1_18260.1	SINT1_12440.1
OG0007265	TREG1_51600.1	SINT1_26210.1
OG0007266	TREG1_84360.1	SINT1_61490.1
OG0007267	TREG1_124850.1	SINT1_89240.1
OG0007269	TREG1_24870.1	SINT1_20620.1
OG0007270	TREG1_113110.1	SINT1_80580.1
OG0007271	TREG1_7070.1	SINT1_8400.1
OG0007272	TREG1_4600.1	SINT1_4490.1
OG0007273	TREG1_7550.1	SINT1_4800.1
OG0007275	TREG1_49240.1	SINT1_30230.1, SINT1_30230.2
OG0007276	TREG1_52390.1	SINT1_30520.1
OG0007277	TREG1_67360.1	SINT1_47520.1
OG0007278	TREG1_42420.1	SINT1_42830.1
OG0007279	TREG1_118230.1	SINT1_84050.1, SINT1_84050.2
OG0007280	TREG1_104210.1	SINT1_77220.1, SINT1_77220.2
OG0007281	TREG1_103940.1	SINT1_75700.1
OG0007282	TREG1_86130.1	SINT1_64780.1
OG0007283	TREG1_71910.1	SINT1_48890.1
OG0007284	TREG1_21170.1	SINT1_15000.1
OG0007285	TREG1_140040.1	SINT1_40940.1
OG0007286	TREG1_74990.1	SINT1_55660.1
OG0007288	TREG1_109890.1	SINT1_77910.1
OG0007289	TREG1_81200.1	SINT1_65480.1
OG0007290	TREG1_43960.1	SINT1_35780.1
OG0007291	TREG1_69700.1	SINT1_51580.1
OG0007292	TREG1_68790.1, TREG1_71010.1, TREG1_71020.1, TREG1_71030.1	SINT1_95710.1
OG0007293	TREG1_63010.1	SINT1_46180.1
OG0007294	TREG1_103070.1	SINT1_69750.1
OG0007295	TREG1_13480.1	SINT1_790.1
OG0007296	TREG1_83040.1	SINT1_62060.1
OG0007297	TREG1_120280.1	SINT1_85810.1
OG0007298	TREG1_30960.1	SINT1_41410.1
OG0007299	TREG1_108460.1	SINT1_77750.1
OG0007300	TREG1_109190.1, TREG1_109180.1, TREG1_35760.1	SINT1_25350.1
OG0007301	TREG1_37150.1	SINT1_38740.1
OG0007302	TREG1_110180.1	SINT1_82470.1
OG0007303	TREG1_114220.1	SINT1_82030.1
OG0007304	TREG1_39220.1	SINT1_44250.1
OG0007305	TREG1_77150.1	SINT1_54850.1, SINT1_54850.2
OG0007306	TREG1_95610.1	SINT1_70260.1
OG0007307	TREG1_65780.1	SINT1_49790.1
OG0007309	TREG1_80900.1	SINT1_59220.1
OG0007310	TREG1_64570.1	SINT1_51410.1, SINT1_51410.2
OG0007311	TREG1_4780.1	SINT1_1530.1
OG0007312	TREG1_11800.1, TREG1_11800.2	SINT1_9120.1
OG0007313	TREG1_104330.1, TREG1_104330.2	SINT1_77340.1
OG0007314	TREG1_63460.1	SINT1_46670.1
OG0007315	TREG1_118020.1	SINT1_84110.1
OG0007316	TREG1_53880.1	SINT1_34240.1
OG0007317	TREG1_54390.1	SINT1_33680.1
OG0007318	TREG1_3060.1	SINT1_3290.1
OG0007319	TREG1_67130.1	SINT1_47280.1
OG0007320	TREG1_41100.1	SINT1_39960.1
OG0007321	TREG1_19550.1	SINT1_7700.1
OG0007322	TREG1_87210.1, TREG1_87220.1	SINT1_64010.1
OG0007323	TREG1_101870.1	SINT1_72150.1
OG0007324	TREG1_121860.1	SINT1_84840.1
OG0007325	TREG1_14670.1	SINT1_14890.1
OG0007326	TREG1_138810.1	SINT1_71890.1
OG0007327	TREG1_12460.1	SINT1_10260.1
OG0007328	TREG1_48410.1	SINT1_28610.1
OG0007329	TREG1_17780.1	SINT1_19170.1
OG0007330	TREG1_79480.1	SINT1_58800.1
OG0007331	TREG1_75890.1	SINT1_56260.1
OG0007332	TREG1_50560.1	SINT1_35350.1
OG0007334	TREG1_129960.1	SINT1_90140.1
OG0007335	TREG1_5370.1	SINT1_9820.1
OG0007337	TREG1_87480.1, TREG1_87470.1	SINT1_63170.1
OG0007338	TREG1_88450.1	SINT1_66590.1
OG0007339	TREG1_128000.1, TREG1_64460.1	SINT1_51340.1
OG0007340	TREG1_14920.1	SINT1_19860.1
OG0007341	TREG1_19610.1	SINT1_7620.1
OG0007343	TREG1_68560.1	SINT1_50780.1
OG0007344	TREG1_28570.1	SINT1_14340.1
OG0007345	TREG1_100360.1, TREG1_100360.2	SINT1_75960.1
OG0007346	TREG1_132290.1	SINT1_91180.1
OG0007347	TREG1_21990.1	SINT1_18080.1
OG0007348	TREG1_12240.1	SINT1_300.1
OG0007349	TREG1_120670.2, TREG1_120680.1, TREG1_120670.1	SINT1_1230.1, SINT1_1230.2
OG0007350	TREG1_69290.1	SINT1_48500.1
OG0007351	TREG1_15410.1	SINT1_14290.1
OG0007352	TREG1_75570.1	SINT1_56750.1
OG0007353	TREG1_51680.1, TREG1_51700.1	SINT1_26050.1
OG0007355	TREG1_8790.1	SINT1_6930.1
OG0007356	TREG1_10460.1, TREG1_74160.1	SINT1_17380.1
OG0007357	TREG1_1150.1	SINT1_2670.1
OG0007358	TREG1_4140.1	SINT1_7920.1
OG0007359	TREG1_121970.1	SINT1_84750.1
OG0007360	TREG1_76580.1	SINT1_50630.1, SINT1_50630.2
OG0007361	TREG1_66990.1	SINT1_47240.1
OG0007362	TREG1_67070.1	SINT1_47350.1
OG0007363	TREG1_109110.1	SINT1_77830.1
OG0007364	TREG1_47320.1	SINT1_37160.1
OG0007365	TREG1_80180.1, TREG1_80180.2	SINT1_58110.1
OG0007366	TREG1_86450.1, TREG1_86450.2	SINT1_62700.1
OG0007367	TREG1_86550.1	SINT1_60940.1
OG0007369	TREG1_132620.1	SINT1_92170.1
OG0007370	TREG1_105760.1, TREG1_105760.2	SINT1_71840.1
OG0007371	TREG1_130450.1	SINT1_91590.1
OG0007372	TREG1_750.1	SINT1_3670.1
OG0007373	TREG1_115660.1, TREG1_115660.2	SINT1_82600.1, SINT1_82600.2
OG0007374	TREG1_120840.1, TREG1_120840.2, TREG1_120840.3	SINT1_88850.1
OG0007375	TREG1_112230.1	SINT1_79540.1
OG0007377	TREG1_121330.1	SINT1_85930.1, SINT1_85930.2
OG0007379	TREG1_127170.1	SINT1_89070.1, SINT1_89070.2
OG0007380	TREG1_67850.1, TREG1_67850.2	SINT1_50140.1
OG0007381	TREG1_115930.1, TREG1_74610.1	SINT1_50500.1
OG0007382	TREG1_102140.1, TREG1_102140.2	SINT1_71210.1
OG0007383	TREG1_106310.1	SINT1_75050.1
OG0007384	TREG1_35710.1, TREG1_35710.2	SINT1_25390.1
OG0007385	TREG1_46950.1	SINT1_31810.1
OG0007386	TREG1_37360.1	SINT1_28260.1, SINT1_28260.3, SINT1_28260.4, SINT1_28260.2
OG0007387	TREG1_33790.1, TREG1_33810.1, TREG1_33800.1	SINT1_41490.1
OG0007388	TREG1_56060.1, TREG1_56050.1	SINT1_95590.1, SINT1_95600.1
OG0007389	TREG1_14610.1	SINT1_14130.1, SINT1_14130.2
OG0007391	TREG1_141570.1, TREG1_141580.2, TREG1_141570.2, TREG1_141580.1, TREG1_141560.1	SINT1_16660.1
OG0007392	TREG1_74140.1	SINT1_15650.1, SINT1_15650.2
OG0007393	TREG1_2120.1, TREG1_2120.2, TREG1_780.1	SINT1_3680.1
OG0007394	TREG1_5310.1	SINT1_4020.1
OG0007397	TREG1_100770.1	SINT1_71290.1
OG0007398	TREG1_131270.1, TREG1_131270.2, TREG1_131270.3	SINT1_91390.1
OG0007413	TREG1_74790.1	SINT1_55780.1
OG0007414	TREG1_15160.1	SINT1_13730.1
OG0007415	TREG1_39290.1	SINT1_44390.1
OG0007416	TREG1_77340.1	SINT1_55030.1
OG0007417	TREG1_111780.2, TREG1_111780.3	SINT1_10660.1
OG0007418	TREG1_100450.1	SINT1_76040.1
OG0007419	TREG1_3130.1	SINT1_5570.1
OG0007420	TREG1_16450.1	SINT1_19270.1
OG0007421	TREG1_132940.1	SINT1_91960.1
OG0007423	TREG1_15770.1	SINT1_17950.1
OG0007424	TREG1_41980.1	SINT1_42400.1
OG0007425	TREG1_63620.1	SINT1_46450.1
OG0007426	TREG1_126040.1	SINT1_87780.1
OG0007427	TREG1_125430.1	SINT1_88430.1
OG0007428	TREG1_24510.1	SINT1_19650.1
OG0007429	TREG1_23860.1	SINT1_22140.1
OG0007430	TREG1_67090.1	SINT1_47330.1
OG0007432	TREG1_68400.1	SINT1_48280.1
OG0007433	TREG1_90230.1, TREG1_90230.2	SINT1_63730.1
OG0007434	TREG1_90260.1	SINT1_63710.1
OG0007435	TREG1_87230.1	SINT1_64650.1
OG0007436	TREG1_33840.1	SINT1_41440.1
OG0007437	TREG1_70700.1	SINT1_54200.1
OG0007439	TREG1_13770.1	SINT1_17760.1
OG0007440	TREG1_111600.1	SINT1_79950.1
OG0007441	TREG1_83950.1	SINT1_60470.1
OG0007442	TREG1_52980.1	SINT1_30720.1
OG0007443	TREG1_8870.1	SINT1_10790.1
OG0007445	TREG1_36750.1	SINT1_35170.1
OG0007446	TREG1_6600.1	SINT1_12900.1
OG0007447	TREG1_45700.1	SINT1_33890.1
OG0007448	TREG1_51890.1	SINT1_36260.1, SINT1_36250.1
OG0007449	TREG1_32630.1	SINT1_23390.1, SINT1_23390.2
OG0007450	TREG1_90860.1	SINT1_66300.1
OG0007451	TREG1_13360.1	SINT1_880.1
OG0007452	TREG1_53680.1	SINT1_34090.1
OG0007453	TREG1_104620.1	SINT1_76310.1
OG0007454	TREG1_47890.1	SINT1_32600.1
OG0007456	TREG1_10330.1	SINT1_8150.1
OG0007457	TREG1_46700.1	SINT1_29710.1
OG0007458	TREG1_52650.1, TREG1_52650.2	SINT1_35590.1
OG0007459	TREG1_15180.1	SINT1_11980.1
OG0007460	TREG1_75680.1	SINT1_53210.1
OG0007461	TREG1_104880.1, TREG1_141730.1	SINT1_76480.1
OG0007462	TREG1_38270.1	SINT1_28030.1
OG0007463	TREG1_97110.1	SINT1_73010.1
OG0007464	TREG1_56040.1	SINT1_42210.1
OG0007465	TREG1_134240.1	SINT1_92670.1
OG0007466	TREG1_51080.1	SINT1_30640.1
OG0007467	TREG1_74870.1	SINT1_55760.1
OG0007468	TREG1_102300.1, TREG1_102310.1	SINT1_76950.1
OG0007469	TREG1_94950.1	SINT1_71510.1
OG0007470	TREG1_104510.1, TREG1_104510.2	SINT1_76390.1
OG0007471	TREG1_76340.1	SINT1_50370.1
OG0007472	TREG1_43250.1	SINT1_38820.1
OG0007473	TREG1_37430.1	SINT1_28300.1
OG0007474	TREG1_61080.1	SINT1_22840.1
OG0007475	TREG1_45600.1	SINT1_33910.1
OG0007476	TREG1_95750.1	SINT1_70330.1
OG0007477	TREG1_66060.1	SINT1_49710.1
OG0007478	TREG1_36680.1	SINT1_35290.1
OG0007479	TREG1_17070.1	SINT1_16330.1, SINT1_16330.2
OG0007480	TREG1_124450.1	SINT1_87600.1
OG0007481	TREG1_91230.1	SINT1_61760.1
OG0007482	TREG1_63040.1	SINT1_46210.1
OG0007483	TREG1_39330.1	SINT1_44420.1
OG0007484	TREG1_94280.1	SINT1_68550.1
OG0007485	TREG1_77790.1	SINT1_57330.1
OG0007488	TREG1_75350.1	SINT1_48460.1
OG0007489	TREG1_72670.1	SINT1_56780.1
OG0007490	TREG1_120580.1	SINT1_85690.1
OG0007491	TREG1_68880.1	SINT1_51670.1
OG0007494	TREG1_15030.1	SINT1_19760.1
OG0007495	TREG1_107870.1	SINT1_74700.1
OG0007496	TREG1_81940.1	SINT1_64110.1
OG0007497	TREG1_74680.1	SINT1_55830.1
OG0007499	TREG1_66460.1	SINT1_51780.1
OG0007500	TREG1_55580.1	SINT1_34670.1
OG0007501	TREG1_61280.1	SINT1_46560.1
OG0007502	TREG1_131540.1	SINT1_21690.1
OG0007503	TREG1_72520.1	SINT1_49190.1
OG0007504	TREG1_12210.1, TREG1_12210.2	SINT1_230.1
OG0007505	TREG1_71730.1	SINT1_46880.1
OG0007506	TREG1_135370.1, TREG1_135370.2	SINT1_94080.1
OG0007507	TREG1_83530.1	SINT1_58570.1
OG0007509	TREG1_330.1	SINT1_700.1
OG0007510	TREG1_80610.1	SINT1_62830.1
OG0007511	TREG1_61520.1	SINT1_45640.1
OG0007512	TREG1_62820.1	SINT1_45960.1
OG0007513	TREG1_49220.1	SINT1_30270.1
OG0007514	TREG1_109200.1	SINT1_77880.1
OG0007515	TREG1_121960.1	SINT1_84760.1
OG0007516	TREG1_31490.1	SINT1_45550.1
OG0007517	TREG1_34110.1	SINT1_27200.1
OG0007518	TREG1_43300.1	SINT1_44290.1
OG0007520	TREG1_37370.1, TREG1_37370.2	SINT1_28270.1
OG0007521	TREG1_34120.1	SINT1_27220.1
OG0007522	TREG1_57650.1	SINT1_43340.1
OG0007523	TREG1_7960.1	SINT1_12700.1
OG0007524	TREG1_107500.1	SINT1_73820.1
OG0007525	TREG1_102820.1	SINT1_78980.1
OG0007526	TREG1_35740.1, TREG1_35730.1	SINT1_25370.1
OG0007527	TREG1_97000.1, TREG1_97010.1	SINT1_71000.1
OG0007528	TREG1_50200.1	SINT1_28970.1
OG0007529	TREG1_17360.1	SINT1_16630.1
OG0007530	TREG1_39810.1	SINT1_37510.1
OG0007531	TREG1_55480.1, TREG1_55480.2	SINT1_32910.1
OG0007532	TREG1_80860.1	SINT1_59250.1
OG0007535	TREG1_129620.1	SINT1_89760.1
OG0007537	TREG1_30610.1	SINT1_44560.1
OG0007538	TREG1_19720.1	SINT1_17350.1
OG0007539	TREG1_21560.1	SINT1_22600.1
OG0007540	TREG1_122790.1	SINT1_88020.1
OG0007541	TREG1_8960.1	SINT1_1280.1, SINT1_1280.2
OG0007543	TREG1_26850.1	SINT1_11420.1
OG0007544	TREG1_54360.1	SINT1_33650.1
OG0007545	TREG1_116350.1	SINT1_83740.1, SINT1_83740.2
OG0007546	TREG1_68760.1	SINT1_48670.1
OG0007547	TREG1_14440.1	SINT1_820.1
OG0007548	TREG1_3690.1, TREG1_3700.1	SINT1_2180.1
OG0007549	TREG1_47770.1	SINT1_32730.1
OG0007550	TREG1_89400.1	SINT1_65810.1
OG0007551	TREG1_31990.1, TREG1_78140.1	SINT1_57530.1
OG0007552	TREG1_59010.1	SINT1_27680.1
OG0007553	TREG1_27570.1	SINT1_22050.1
OG0007554	TREG1_50220.1	SINT1_28990.1
OG0007555	TREG1_54380.1	SINT1_33670.1
